"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
312,"PRATHMIK VIDYALAY KHOHI - WEST PART",700,582,0,1282,415,296,0,711,400,0,37,552,23,12,29,3,1,3,3,3,1,3,31,10,711
313,"PRATHMIK VIDYALAY KHOHI - EAST PART",631,527,0,1158,396,285,0,681,570,0,108,276,14,4,197,3,2,2,5,5,1,1,45,18,681
314,"PRATHMIK VIDYALAY SANGRAMPUR-CENTRAL PART",486,452,0,938,284,239,0,523,280,0,91,165,21,13,202,4,5,5,6,2,1,2,4,2,523
315,"PRATHMIK VIDYALAY BARAMPUR-CENTRAL PART",225,208,0,433,155,132,0,287,255,0,131,65,5,15,37,2,15,1,0,2,2,2,2,8,287
316,"PRATHMIK VIDYALAY RANIPUR KHAKI-SOUTH PART`",355,294,0,649,219,167,0,386,368,0,146,158,10,8,48,1,4,3,1,1,1,2,2,1,386
317,"PRATHMIK VIDYALAY MACHHARIHA-NORTH PART`",739,538,0,1277,371,327,0,698,551,0,89,334,8,11,232,3,0,1,2,1,2,6,3,6,698
318,"UPPER PRATHMIK VIDYALAY SHIVRAMPUR ROOM NO-1",550,483,0,1033,235,210,0,445,299,0,67,297,4,10,43,7,0,2,1,1,0,3,4,6,445
319,"UPPER PRATHMIK VIDYALAY SHIVRAMPUR ROOM NO-2",619,501,0,1120,354,268,0,622,610,0,97,226,8,13,242,3,1,1,4,6,1,4,6,10,622
320,"PRATHMIK VIDYALAY SHIVRAMPUR PART-2",949,772,0,1721,468,371,0,839,674,0,77,366,16,34,303,8,2,1,3,2,2,3,9,13,839
321,"PRATHMIK VIDYALAY SONARAN PURWA MAJRA SHIVRAMUR-SOUTH PART",108,82,0,190,71,49,0,120,76,0,29,39,1,9,40,0,0,0,0,0,0,0,2,0,120
322,"PRATHMIK VIDYALAY KHUTHA-SOUTH PART",649,565,0,1214,448,366,0,814,802,0,345,197,3,22,206,8,3,2,8,3,3,2,4,8,814
323,"PRATHMIK VIDYALAY RANIPUR BHATT-CENTRAL PART",487,453,0,940,310,265,0,575,572,0,133,202,7,6,197,1,4,1,1,0,1,4,7,11,575
324,"PRATHMIK VIDYALAY CHITRAGOKULPUR-NORTH PART",567,480,0,1047,358,317,0,675,675,0,129,309,20,64,107,2,2,1,6,4,2,6,11,12,675
325,"PRATHMIK VIDYALAY CHITRAGOKULPUR-SOUTH PART",480,415,0,895,292,235,0,527,527,0,77,278,4,29,90,3,1,2,5,2,4,3,9,20,527
326,"PRATHMIK VIDYALAY MANOHARGANJ MAJRA SITAPUR RURAL-CENTRAL PART",600,496,0,1096,296,273,0,569,552,0,149,260,13,12,98,0,2,6,9,4,0,3,5,8,569
327,"PRATHMIK VIDYALAY KUSHWAHA BASTI SITAPUR RURAL-EAST PART",743,544,0,1287,395,241,0,636,525,0,58,421,9,30,74,8,0,2,4,3,5,2,6,14,636
328,"PRATHMIK VIDYALAY KUSHWAHA BASTI SITAPUR RURAL-WEST PART",510,425,0,935,219,154,0,373,318,0,53,199,10,20,64,6,1,1,0,0,3,3,5,8,373
329,"PRATHMIK VIDYALAY KATRAGOODAR-CENTRAL PART",388,318,0,706,237,199,0,436,415,0,43,227,13,14,106,6,6,3,1,4,0,2,3,8,436
330,"PODDAR INTER COLLEGE ROOM NO-1",682,591,0,1273,355,314,0,669,650,0,93,379,15,35,125,6,0,2,2,2,1,3,2,4,669
331,"PODDAR INTER COLLEGE ROOM NO-2",508,434,0,942,291,222,0,513,400,0,87,258,8,28,115,1,1,1,0,0,1,1,4,8,513
332,"PODDAR INTER COLLEGE ROOM NO-3",108,95,0,203,60,48,0,108,74,0,12,22,1,12,56,1,1,0,0,0,0,0,1,2,108
333,"PODDAR INTER COLLEGE ROOM NO-4",789,626,0,1415,452,340,0,792,677,0,185,368,14,71,106,4,2,2,5,12,2,1,5,15,792
334,"PODDAR INTER COLLEGE ROOM NO-5",755,590,0,1345,414,285,0,699,697,0,81,462,6,55,71,2,0,3,0,8,0,2,3,6,699
335,"PODDAR INTER COLLEGE ROOM NO-6",173,160,0,333,90,83,0,173,173,0,5,97,3,11,47,3,0,1,1,0,2,0,1,2,173
336,"PRATHMIK VIDYALAY SITAPUR FIRST-CENTRAL PART",807,592,0,1399,471,323,0,794,794,0,94,553,19,55,24,3,2,1,7,3,3,6,7,17,794
337,"PRATHMIK VIDYALAY DILAURA-NORTH PART",352,329,0,681,261,247,0,508,507,0,222,193,15,14,45,1,2,2,4,0,2,2,2,4,508
338,"PRATHMIK VIDYALAY DILAURA-SOUTH PART",359,353,0,712,204,192,0,396,396,0,104,218,8,13,21,2,2,3,1,1,1,6,6,10,396
339,"PRATHMIK VIDYALAY GADHIWA-WEST PART",439,395,0,834,261,176,0,437,370,0,200,119,4,6,86,0,1,0,2,2,2,1,1,13,437
340,"CHITRAKOOT INTER COLLEGE KARWI ROOM NO-8",675,527,0,1202,367,252,0,619,542,0,83,445,8,31,36,2,5,1,1,0,0,2,1,4,619
341,"CHITRAKOOT INTER COLLEGE KARWI ROOM NO-7",480,427,0,907,262,181,0,443,442,0,53,298,3,34,29,2,11,1,5,1,0,1,1,4,443
342,"CHITRAKOOT INTER COLLEGE KARWI ROOM NO-6",758,663,2,1423,372,245,0,617,411,0,50,465,7,26,55,0,6,0,3,1,0,1,1,2,617
343,"CHITRAKOOT INTER COLLEGE KARWI ROOM NO-5",524,472,0,996,288,217,0,505,385,0,47,384,5,16,37,6,2,1,0,1,0,1,1,4,505
344,"PRATHMIK VIDYALAY NEW BAZAR KARWI PART-1 NEAR BALDAU TEMPLE-EAST PART",616,564,0,1180,261,208,0,469,452,0,44,346,7,16,36,3,1,0,3,5,0,0,4,4,469
345,"PRATHMIK VIDYALAY NEW BAZAR KARWI PART-1 NEAR BALDAU TEMPLE-WEST PART",593,529,0,1122,328,222,0,550,452,0,38,428,5,23,42,2,0,1,4,0,0,5,0,2,550
346,"SANKUL BHAWAN PRATHMIK VIDYALAY NEW BAZAR KARWI-CENTRAL PART",547,476,0,1023,305,251,0,556,442,0,45,384,8,23,85,1,1,0,0,0,0,3,2,4,556
347,"JANSEWA INTER COLLEGE KARWI ROOM NO-1",1265,1017,0,2282,518,434,0,952,817,0,35,623,12,24,206,4,5,3,6,5,0,2,11,16,952
348,"JANSEWA INTER COLLEGE KARWI ROOM NO-2",278,242,0,520,133,96,0,229,191,0,11,162,4,4,43,1,0,0,0,0,0,0,1,3,229
349,"JANSEWA INTER COLLEGE KARWI ROOM NO-3",514,449,0,963,237,202,0,439,390,0,47,276,6,14,80,2,0,0,1,1,1,2,3,6,439
350,"JANSEWA INTER COLLEGE KARWI ROOM NO-4",747,626,0,1373,317,242,0,559,371,0,52,404,9,29,48,1,0,1,2,1,1,0,1,10,559
351,"UPPER PRATHMIK GIRLS VIDYALAY NEW BAZAR KARWI TRAFIC CHAURAHA-EAST PART",657,535,0,1192,244,137,0,381,357,0,17,307,5,14,28,2,0,0,1,1,1,0,3,2,381
352,"UPPER PRATHMIK GIRLS VIDYALAY NEW BAZAR KARWI TRAFIC CHAURAHA-IN HALL",776,658,0,1434,432,263,0,695,652,0,51,523,4,40,63,2,2,1,0,0,1,1,4,3,695
353,"UPPER PRATHMIK GIRLS VIDYALAY NEW BAZAR KARWI TRAFIC CHAURAHA-WEST PART",768,687,0,1455,339,261,0,600,564,0,103,371,2,50,60,3,1,1,1,0,1,0,1,6,600
354,"PRATHMIK VIDYALAY NEW BAZAR KARWI PART-2 TRAFIC CHAURAHA-EAST PART",795,650,0,1445,388,290,0,678,598,0,157,313,2,49,79,3,46,4,0,3,5,2,4,11,678
355,"PRATHMIK VIDYALAY NEW BAZAR KARWI PART-2 TRAFIC CHAURAHA-WEST PART",383,310,0,693,191,138,0,329,200,0,78,154,1,25,51,4,9,0,0,0,2,2,2,1,329
356,"SATI ANUSUIYA PRATHMIK VIDYALAY TOWN AREA KARWI-SOUTH PART",889,727,0,1616,453,324,0,777,774,0,229,263,5,120,120,4,1,1,2,13,0,7,5,7,777
357,"SATI ANUSUIYA PRATHMIK VIDYALAY TOWN AREA KARWI-CENTRAL PART",199,163,0,362,115,78,0,193,190,0,41,100,2,14,25,2,0,0,1,5,0,0,0,3,193
358,"SATI ANUSUIYA PRATHMIK VIDYALAY TOWN AREA KARWI-NORTH  PART",729,632,0,1361,337,288,0,625,625,0,99,357,5,26,115,2,1,0,0,2,0,2,4,12,625
359,"RAJARSHI PURUSHOTTAM DAS TANDAN UPPER PARATHMIK VIDYALAY NAGAR PALIKA KARWI-EAST PART",427,379,0,806,179,128,0,307,212,0,36,185,6,20,49,3,0,1,1,0,0,1,3,2,307
360,"RAJARSHI PURUSHOTTAM DAS TANDAN UPPER PARATHMIK VIDYALAY NAGAR PALIKA KARWI-WEST  PART",463,416,0,879,170,131,0,301,247,0,55,141,6,15,73,0,1,0,1,1,1,1,0,6,301
361,"GOVERNMENT GIRLS INTER COLLEGE KARWI ROOM NO-1",804,655,0,1459,313,238,0,551,421,0,54,373,6,16,80,4,0,1,2,0,2,6,4,3,551
362,"GOVERNMENT GIRLS INTER COLLEGE KARWI ROOM NO-2",665,578,0,1243,270,203,0,473,471,0,90,253,5,23,76,3,1,2,3,2,2,2,4,7,473
363,"GOVERNMENT GIRLS INTER COLLEGE KARWI ROOM NO-3 HALL-NORTH PART",631,517,0,1148,265,211,0,476,420,0,66,216,4,20,150,2,8,2,0,2,1,0,2,3,476
364,"GOVERNMENT GIRLS INTER COLLEGE KARWI ROOM NO-4 HALL-SOUTH PART",589,486,0,1075,216,178,0,394,342,0,65,196,5,23,91,2,1,0,3,1,1,2,1,3,394
365,"GOVERNMENT GIRLS INTER COLLEGE KARWI ROOM NO-5",663,587,0,1250,355,271,0,626,476,0,29,501,3,48,35,1,4,1,0,0,0,1,0,3,626
366,"UPPER PRATHMIK VIDYALAY TOWN AREA KARWI(SADAR ROAD)-EAST PART",425,416,0,841,258,180,0,438,230,0,92,224,4,62,42,8,0,1,0,1,1,2,1,0,438
367,"UPPER PRATHMIK VIDYALAY TOWN AREA KARWI(SADAR ROAD)-WEST PART",412,364,0,776,192,145,0,337,328,0,59,197,1,25,42,5,0,0,1,0,0,2,2,3,337
368,"J.M. GIRLS INTER COLLEGE KARWI-SOUTH PART",654,553,0,1207,320,213,0,533,395,0,155,236,2,49,77,2,1,0,2,1,1,0,3,4,533
369,"J.M. GIRLS INTER COLLEGE KARWI-CENTRAL PART",687,582,0,1269,363,302,0,665,660,0,76,373,16,34,148,0,2,2,1,0,1,6,3,3,665
370,"J.M. GIRLS INTER COLLEGE KARWI-NORTH PART",408,339,0,747,177,138,0,315,297,0,56,160,2,20,67,4,2,1,0,1,0,0,0,2,315
371,"SATI SITA PRATHMIK VIDYALAY TOWN AREA KARWI SOBHASINGH KA PURWA-EAST PART",611,496,0,1107,296,211,0,507,451,0,37,285,6,25,125,7,0,2,7,0,0,3,5,5,507
372,"SATI SITA PRATHMIK VIDYALAY TOWN AREA KARWI SOBHASINGH KA PURWA-WEST PART",690,534,0,1224,341,251,0,592,504,0,38,418,3,14,96,3,6,2,5,0,0,2,1,4,592
373,"PRATHMIK VIDYALAY KARWIMAFI-EAST PART",612,460,1,1073,327,219,0,546,508,0,75,202,9,23,215,4,8,0,4,2,0,0,0,4,546
374,"PRATHMIK VIDYALAY SONEPUR MAJRA KARWIMAFI-WEST PART",711,565,0,1276,351,213,0,564,560,0,105,201,5,7,205,6,5,2,4,4,1,4,6,9,564
375,"PRATHMIK VIDYALAY KAPSETHI-WEST ROOM OF SOUTH PART",601,520,1,1122,381,309,0,690,664,0,114,362,12,9,152,3,3,3,4,4,4,3,8,9,690
376,"PRATHMIK VIDYALAY KAPSETHI-EAST ROOM OF SOUTH PART",390,320,0,710,210,155,0,365,270,0,95,168,7,3,76,2,2,1,3,1,0,0,3,4,365
377,"PRATHMIK VIDYALAY ISLAMIYA SCHOOL TARAUNHA-NORTH PART",627,566,0,1193,383,281,0,664,553,0,143,266,10,49,159,1,3,2,5,3,3,2,7,11,664
378,"PRATHMIK VIDYALAY ISLAMIYA SCHOOL TARAUNHA-SOUTH PART",577,489,0,1066,317,245,0,562,562,0,64,280,11,46,140,2,1,0,1,4,1,4,3,5,562
379,"UPPER PRATHMIK VIDYALAY TARAUNHA-WEST PART",626,574,0,1200,335,262,0,597,489,0,122,311,13,54,72,2,1,0,3,5,1,1,5,7,597
380,"UPPER PRATHMIK VIDYALAY TARAUNHA-EAST PART",555,517,0,1072,290,235,0,525,486,0,68,298,10,33,88,1,0,5,3,0,4,3,2,10,525
381,"PRATHMIK VIDYALAY TARAUNHA-EAST PART",683,626,0,1309,353,307,0,660,637,0,149,316,7,79,72,6,0,4,5,3,3,5,3,8,660
382,"PRATHMIK VIDYALAY TARAUNHA-WEST PART",511,390,0,901,249,186,0,435,337,0,130,211,6,38,29,0,0,2,2,2,3,2,4,6,435
