"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
19,"UCCH. PRATHMIK VIDHALYA BHAMBHORI ROOM NO.2",480,380,0,860,405,293,0,698,698,0,13,1,63,609,3,0,0,0,1,2,0,0,1,0,0,3,0,0,1,1,698
20,"PRATHMIK VIDHALAYA NO.1 MAHADEV ROOM NO.1",645,550,0,1195,439,349,0,788,788,0,212,11,17,539,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,2,788
21,"PRATHMIK VIDHALAYA NO.1 MAHADEV ROOM NO.2",607,481,0,1088,415,295,0,710,710,0,154,11,23,512,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,3,710
22,"PRATHMIK VIDHALAYA NO.2 MAHADEV",709,514,1,1224,450,267,0,717,717,0,168,15,12,497,1,1,0,1,0,5,2,1,1,2,1,3,2,0,1,4,717
23,"PRATHMIK. VIDHALAYA CHABARIA R.NO.1",619,532,0,1151,502,315,0,817,817,0,183,5,32,576,1,0,0,1,1,6,0,0,1,0,0,2,3,1,0,5,817
24,"PRATHMIK. VIDHALAYA CHABARIA R.NO.2",521,415,0,936,385,276,0,661,661,0,16,21,49,560,1,0,1,1,1,4,0,1,0,1,0,0,1,0,2,2,661
25,"PRATHMIK. VIDHALAYA CHANDANA",528,426,1,955,387,295,0,682,682,0,123,29,6,498,5,1,0,0,0,1,0,1,0,1,0,4,3,1,2,7,682
26,"PRATHMIK. VIDHALAYA JULADHA R.NO.1",415,388,0,803,351,305,0,656,656,0,52,13,57,523,1,0,0,5,0,2,0,0,0,0,0,2,0,0,0,1,656
27,"PRATHMIK. VIDHALAYA JULADHA R.NO.2",432,376,0,808,372,306,0,678,378,0,119,5,23,509,4,0,0,8,1,2,0,0,2,0,1,0,1,1,1,1,678
28,"ACHARAYA NAMI SAGAR JAIN INTER COLLEGE SARDHANA ROOM NO.1",427,401,0,828,282,257,0,539,539,0,136,8,185,202,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,539
29,"ACHARAYA NAMI SAGAR JAIN INTER COLLEGE SARDHANA ROOM NO.2",455,402,0,857,262,177,0,439,439,0,215,4,87,124,0,0,0,3,0,0,0,0,0,1,0,0,3,0,1,1,439
30,"ACHARAYA NAMI SAGAR JAIN INTER COLLEGE SARDHANA ROOM NO.3",310,231,0,541,60,52,0,112,112,0,49,1,14,43,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,112
31,"ACHARAYA NAMI SAGAR JAIN INTER COLLEGE SARDHANA ROOM NO.4",299,249,0,548,203,169,0,372,372,0,7,3,19,332,1,0,0,1,0,4,0,0,2,0,0,0,0,0,0,3,372
32,"ACHARAYA NAMI SAGAR JAIN INTER COLLEGE SARDHANA ROOM NO.5",568,475,0,1043,349,201,0,550,550,0,231,7,302,6,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,550
33,"CHANDAR SHEKHAR HA.SEC.SCHOOL SARDHANA ROOM NO.1",680,545,0,1225,419,301,0,720,720,0,271,7,255,180,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,720
34,"CHANDAR SHEKHAR HA.SEC.SCHOOL SARDHANA ROOM NO.2",656,532,0,1188,413,305,0,718,718,0,207,14,166,300,0,0,0,2,1,8,0,0,0,1,3,4,2,3,3,4,718
35,"CHANDAR SHEKHAR HA.SEC.SCHOOL SARDHANA ROOM NO.3",576,480,0,1056,363,259,0,622,622,0,382,4,146,80,0,0,0,0,0,1,0,0,2,0,1,4,1,0,0,1,622
36,"CHANDAR SHEKHAR HA.SEC.SCHOOL SARDHANA ROOM NO.4",733,640,0,1373,519,424,0,943,943,0,20,10,8,885,3,0,0,0,0,8,0,0,3,0,0,0,3,0,0,3,943
37,"K.K. PUBLIC SCHOOL SARDHANA ROOM NO.1",768,618,0,1386,428,346,0,774,774,0,570,11,72,97,0,0,1,3,0,1,0,2,1,0,0,5,9,0,1,1,774
38,"K.K. PUBLIC SCHOOL SARDHANA ROOM NO.2",600,507,0,1107,383,288,0,671,671,0,477,8,53,83,0,0,1,1,0,2,0,0,0,0,0,2,33,3,4,4,671
39,"K.K. PUBLIC SCHOOL SARDHANA ROOM NO.3",779,619,0,1398,460,333,0,793,793,0,463,7,203,108,2,0,0,0,0,1,0,0,1,0,0,0,4,2,1,1,793
40,"MANDI KARYALAYA SARDHANA",575,437,0,1012,429,293,0,722,722,0,225,14,164,295,0,1,0,0,0,7,2,1,2,0,0,3,2,0,0,6,722
41,"KHAND VIKAS KARYALAYA SARDHANA ROOM NO.1",391,322,0,713,256,215,0,471,471,0,155,2,94,212,0,0,0,3,0,3,0,0,0,1,0,0,0,0,1,0,471
42,"KHAND VIKAS KARYALAYA SARDHANA ROOM NO.2",257,240,0,497,156,131,0,287,287,0,2,4,12,268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,287
43,"KHAND VIKAS KARYALAYA SARDHANA ROOM NO.3",787,659,0,1446,562,420,0,982,982,0,386,2,228,339,1,0,0,0,0,3,0,1,1,0,0,1,6,1,6,7,982
44,"KARYALAYA NAGAR PALIKA PARISHAD SARDHANA ROOM NO.1",412,355,0,767,207,300,0,507,507,0,115,2,349,31,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,1,507
45,"KARYALAYA NAGAR PALIKA PARISHAD SARDHANA ROOM NO.2",346,318,0,664,241,204,0,445,445,0,81,4,347,1,0,0,0,3,0,1,0,0,0,1,0,1,0,2,3,1,445
46,"KARYALAYA NAGAR PALIKA PARISHAD SARDHANA ROOM NO.3",814,647,0,1461,542,390,0,932,932,0,185,5,446,276,4,1,0,1,2,6,0,0,2,0,0,1,1,0,0,2,932
47,"GANDHI SMARAK PRIMARY VIDHALAYA SARDHANA ROOM NO.1",480,447,0,927,352,295,0,647,647,0,23,7,3,599,2,0,0,1,0,3,1,0,0,0,0,3,0,0,0,5,647
48,"GANDHI SMARAK PRIMARY VIDHALAYA SARDHANA ROOM NO.2",338,313,0,651,246,200,0,446,446,0,6,5,5,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,446
49,"SAINT JOJAF. KANYA INTER COLLEGE SARDHANA ROOM NO.1",651,509,0,1160,413,226,0,639,639,0,377,2,214,28,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,1,639
50,"SAINT JOJAF. KANYA INTER COLLEGE SARDHANA ROOM NO.4",396,330,0,726,245,177,0,422,422,0,265,1,41,105,1,0,0,1,0,2,0,0,0,1,0,0,5,0,0,0,422
51,"SAINT JOJAF. KANYA INTER COLLEGE SARDHANA ROOM NO.2",790,593,0,1383,443,284,0,727,727,0,301,11,332,63,0,1,0,7,0,1,0,0,1,2,1,1,3,1,1,1,727
52,"SAINT JOJAF. KANYA INTER COLLEGE SARDHANA ROOM NO.3",624,445,0,1069,341,208,0,549,549,0,185,4,302,47,0,1,0,1,1,1,0,1,0,1,2,0,0,1,2,0,549
53,"ST. JOJAF KANYA DEGREE COLLEGE SARDHANA ROOM NO.1",834,595,0,1429,489,345,0,834,834,0,177,12,285,338,1,0,0,3,0,7,1,0,2,1,0,2,0,1,4,0,834
54,"SAINT JOJAF DEGREE COLLEGE SARDHANA ROOM NO. 2",637,507,0,1144,449,279,0,728,728,0,258,1,372,74,0,0,1,1,0,0,0,0,0,0,0,1,5,0,7,8,728
55,"SAINT JOJAF DEGREE COLLEGE SARDHANA ROOM NO. 3",640,498,0,1138,449,335,0,784,784,0,245,4,197,330,1,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,784
56,"SANIT CHARLES INTER COLLEGE SARDHANA ROOM NO.1",761,687,0,1448,505,366,0,871,871,0,78,16,33,730,2,0,0,4,2,1,0,1,1,0,0,0,1,0,1,1,871
57,"SAINT CHALRES INTER COLLEGE SARDHANA ROOM NO. 2",869,692,0,1561,498,376,0,874,874,0,273,0,20,547,3,1,0,2,2,2,0,2,2,0,2,2,5,0,3,8,874
58,"SAINT CHALRES INTER COLLEGE SARDHANA ROOM NO. 3",619,472,0,1091,408,284,0,692,692,0,280,2,112,276,1,1,0,3,1,1,0,0,0,0,2,1,5,0,3,4,692
59,"SAINT FRANCIS PRIMARY VIDHALAYA SARDHANA ROOM NO.1",660,534,0,1194,331,221,0,552,552,0,64,48,332,103,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,552
60,"SAINT FRANCIS PRIMARY VIDHALAYA SARDHANA ROOM NO.2",329,290,0,619,212,183,0,395,395,0,68,7,49,265,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,395
61,"SAINT FRANCIS PRIMARY VIDHALAYA SARDHANA ROOM NO. 3",511,439,0,950,309,256,0,565,565,0,179,24,234,119,0,0,0,2,0,1,0,1,0,0,1,1,1,0,1,1,565
62,"SAINT FRANCIS PRIMARY VIDHALAYA SARDHANA ROOM NO. 5",466,360,1,827,238,201,0,439,439,0,26,92,142,167,1,1,0,3,0,1,0,1,0,0,1,1,1,0,0,2,439
63,"SAINT FRANCIS PRIMARY VIDHALAYA SARDHANA ROOM NO. 4",675,515,0,1190,437,288,0,725,725,0,168,3,510,30,0,1,0,0,1,1,0,0,0,4,0,4,1,0,1,1,725
64,"DHARAMSHALA ANU JATI BHATWARA SARDHANA",597,475,0,1072,428,330,0,758,758,0,419,5,73,250,0,0,0,0,0,1,0,1,0,1,0,5,3,0,0,0,758
65,"SANATAM DHARAM GIRL INTER COLLEGE",591,552,1,1144,390,328,0,718,718,0,84,24,69,533,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,718
66,"LOK PRIYA INTER COLLEGE SARDHANA ROOM NO.1",487,464,0,951,333,306,0,639,639,0,57,8,230,328,2,0,0,7,0,0,0,0,0,0,1,1,3,0,1,1,639
67,"LOK PRIYA INTER COLLEGE SARDHANA ROOM NO.2",344,305,1,650,193,154,0,347,347,0,52,2,54,231,2,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,347
68,"LOK PRIYA INTER COLLEGE SARDHANA ROOM NO.4",576,477,0,1053,349,306,0,655,655,0,114,9,323,192,1,0,0,6,0,3,0,0,1,0,0,4,1,0,0,1,655
69,"LOK PRIYA INTER COLLEGE SARDHANA ROOM NO.3",824,652,0,1476,527,356,0,883,883,0,507,8,337,9,1,1,0,3,0,0,0,0,2,1,2,4,5,1,0,2,883
70,"PRATHMIK VIDHALAYA MANPURI",165,154,0,319,140,121,0,261,261,0,0,0,1,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
71,"PRATHMIK VIDHALAYA MAHARMATI MEENA",547,415,0,962,277,207,0,484,484,0,114,126,3,226,1,0,0,1,2,2,0,1,0,0,0,5,1,1,0,1,484
72,"PRATHMIK VIDHALAYA AHMADABAD MAZRA SARDHANA",208,186,0,394,157,128,0,285,285,0,14,67,5,192,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,285
73,"UCCH PRATHMIK VIDHALAYA KAMRUDIN NAGAR MANDHAI",173,149,0,322,96,87,0,183,183,0,40,12,8,116,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,183
74,"PRATHMIK VIDHALAYA KAMRUDIN NAGAR MANDYAI BHADI ROOM NO.1",480,413,0,893,227,237,0,464,464,0,225,119,84,6,2,0,2,1,1,2,0,1,1,1,2,11,5,0,1,0,464
75,"PRATHMIK VIDHALAYA KAMRUDIN NAGAR MANDYAIBHADI  ROOM NO .2",556,414,0,970,303,204,0,507,507,0,316,26,80,69,0,0,0,0,2,2,0,1,1,1,0,6,3,0,0,0,507
76,"PRATHMIK VIDHALAYA JAFAR NAGAR BEGMABAD",705,564,0,1269,466,362,0,828,838,0,155,25,89,549,0,1,0,3,0,1,0,0,0,0,0,1,1,1,1,1,828
77,"PRATHMIK VIDHALAYA TEHARKI  ROOM NO.1",557,495,0,1052,313,231,0,544,544,0,126,8,346,52,0,0,0,1,0,0,0,0,0,0,0,3,2,1,3,2,544
78,"PRATHMIK VIDHALAYA TEHARKI  ROOM NO.2",532,479,0,1011,335,282,0,617,617,0,245,2,76,273,1,0,0,0,1,7,0,1,0,1,0,4,4,0,1,1,617
79,"PRATHMIK VIDHALAYA MILAK MAJRA TEHARKI",380,341,0,721,299,274,0,573,573,0,171,15,6,365,4,0,0,0,0,2,0,1,1,1,1,2,3,0,0,1,573
80,"UCCH PRATHMIK VIDHALAYA AITMAD NAGAR ALIPUR  ROOM NO.1",642,504,0,1146,461,314,0,775,775,0,220,22,33,473,0,0,0,5,0,2,0,0,1,0,1,6,8,0,0,4,775
81,"UCCH PRATHMIK VIDHALAYA AITMAD NAGAR ALIPUR  ROOM NO.2",581,482,0,1063,419,302,0,721,721,0,397,20,4,271,1,0,1,1,1,5,0,1,1,0,2,6,6,2,1,1,721
82,"PRATHMIK VIDHALAYA AITMAD NAGAR ALIPUR",563,478,0,1041,406,290,0,696,696,0,652,3,0,28,0,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,696
83,"UCCH MADHIYAK VIDHALAYA MADARPURA",408,302,0,710,282,219,0,501,501,0,166,3,35,288,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,501
84,"PRATHMIK VIDHALAYA N0 1 KUIANJAN  ROOM NO. 1",652,575,0,1227,391,290,0,681,681,0,270,2,238,149,0,0,0,2,0,0,0,2,2,1,0,7,6,0,1,1,681
85,"PRATHMIK VIDHALAYA N0 1 KUIANJAN  ROOM NO. 2",722,550,0,1272,443,358,0,801,801,0,338,2,82,347,1,0,0,3,2,1,3,0,0,1,0,4,7,3,3,4,801
86,"PRATHMIK VIDHALAYA NANGLA ORDER",570,428,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"NAVODIYA VIDHALAYA NANGLA ORDER  ROOM NO. 1",578,455,0,1033,432,309,0,741,741,0,152,18,479,70,0,0,1,2,0,3,2,1,0,3,0,2,1,1,4,2,741
88,"NAVODIYA VIDHALAYA NANGLA ORDER  ROOM NO. 2",495,414,0,909,376,277,0,653,653,0,108,5,468,60,0,0,0,0,0,2,1,0,1,3,0,1,0,0,3,1,653
89,"PRATHMIK VIDHALAYA JHITKRI  ROOM NO. 1",520,451,0,971,363,304,0,667,667,0,261,5,35,346,1,0,0,0,0,3,0,1,1,0,1,5,4,2,1,1,667
90,"PRATHMIK VIDHALAYA JHITKRI  ROOM NO. 2",569,522,0,1091,398,347,0,745,745,0,11,7,26,677,19,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,745
91,"PRATHMIK VIDHALAYA KUSHWALI  ROOM NO. 1",707,619,0,1326,536,435,0,971,971,0,301,9,8,631,1,1,1,0,1,5,0,1,0,0,0,7,3,0,2,0,971
92,"PRATHMIK VIDHALAYA KUSHWALI  ROOM NO. 2",644,507,1,1152,482,349,0,831,831,0,9,2,29,777,1,0,0,0,0,4,1,0,1,0,0,2,1,0,1,3,831
93,"UCCH PRATHMIK VIDHALAYA KHANJAPUR KUSHWALI",651,554,0,1205,477,365,0,842,842,0,56,10,20,745,3,1,1,0,0,2,0,0,1,0,0,1,0,0,1,1,842
94,"PRATHMIK VIDHALAYA DAULATPUR",761,633,1,1395,513,392,0,905,905,0,218,18,29,617,1,0,0,3,0,3,1,1,0,0,0,9,2,1,0,2,905
95,"PRATHMIK VIDHALAYA MAUJMABAD JWALAGRAH",571,476,0,1047,386,363,0,749,749,0,192,6,1,515,5,0,3,1,1,9,0,1,2,0,0,5,1,0,1,6,749
96,"NAVEEN PANCHAYAT GHAR SALAWA",654,496,1,1151,409,271,0,680,680,0,340,1,5,315,1,1,0,1,0,2,0,1,0,0,2,2,2,3,2,2,680
97,"PRATHMIK VIDHALAYA NO.1 SALAWA ROOM NO. 1",602,477,0,1079,508,366,0,874,874,0,48,2,7,801,1,2,0,2,0,4,1,0,2,0,1,1,0,0,1,1,874
98,"PRATHMIK VIDHALAYA NO.1 SALAWA ROOM NO. 2",642,526,0,1168,569,356,0,925,925,0,83,4,6,815,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,11,925
99,"SALAWA INTER COLLEGE SARDHANA ROOM NO.1",528,436,0,964,405,344,0,749,749,0,1,2,5,735,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,749
100,"SALAWA INTER COLLEGE SARDHANA ROOM NO.2",697,597,0,1294,523,379,0,902,902,0,17,3,6,867,3,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,902
101,"PRATHMIK VIDHALAYA N0 1 SALAWA  ROOM NO. 1",572,433,0,1005,496,339,0,835,835,0,6,1,10,811,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,835
102,"PRATHMIK VIDHALAYA N0 2 SALAWA  ROOM NO. 2",555,487,0,1042,445,328,0,773,773,0,8,2,3,746,2,0,1,0,0,3,0,0,1,0,0,1,0,0,2,4,773
103,"PRATHMIK VIDHALAYA N0 2 KAILI  ROOM NO. 1",845,756,0,1601,461,378,0,839,839,0,626,5,165,35,0,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,839
104,"PRATHMIK VIDHALAYA N0 2 KAILI  ROOM NO. 2",794,657,0,1451,563,431,0,994,994,0,703,4,116,147,0,0,0,3,0,2,0,2,0,2,0,3,9,0,1,2,994
105,"UCCH PRATHMIK VIDHALAYA KAILI",852,654,0,1506,601,393,0,994,994,0,848,4,80,48,0,0,0,2,0,0,0,0,0,0,1,2,9,0,0,0,994
106,"JANTA ADARSH INTER COLLEGE  ROOM NO. 1",722,524,0,1246,498,338,0,836,836,0,211,8,81,510,2,1,0,1,1,4,0,0,0,1,1,4,4,1,3,3,836
107,"JANTA ADARSH INTER COLLEGE  ROOM NO. 2",758,627,0,1385,493,392,0,885,885,0,7,1,70,784,6,0,0,1,1,5,2,0,0,0,1,2,3,0,0,2,885
108,"UCCH PRATHMIK VIDHALAYA KAPSAD  ROOM NO. 1",533,422,0,955,354,224,0,578,578,0,0,10,24,542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,578
109,"UCCH PRATHMIK VIDHALAYA KAPSAD  ROOM NO. 2",745,646,0,1391,481,348,0,829,829,0,11,20,48,720,4,0,1,1,1,5,1,2,3,0,2,2,0,0,1,7,829
110,"UCCH PRATHMIK VIDHALAYA ATERNA  ROOM NO. 1",513,401,0,914,429,291,0,720,720,0,17,4,18,666,3,0,0,1,0,3,4,0,1,0,0,0,0,0,1,2,720
111,"UCCH PRATHMIK VIDHALAYA ATERNA  ROOM NO. 2",477,398,0,875,304,259,0,563,563,0,242,6,0,298,0,0,1,0,0,0,0,0,0,1,3,3,6,1,0,2,563
112,"PRATHMIK VIDHALAYA MOHMAD AKBARPUR CHAKBANDI AABAD",411,344,0,755,342,279,0,621,621,0,5,0,26,585,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,621
113,"PURV MADHYAMIK VIDHALAYA RUHASA ROOM NO.1",598,515,0,1113,336,272,0,608,608,0,456,3,74,55,0,0,1,1,1,1,0,0,1,1,1,8,5,0,0,0,608
114,"PURV MADHYAMIK VIDHALAYA RUHASA ROOM NO.2",617,546,0,1163,281,353,0,634,634,0,370,9,116,127,0,0,0,0,0,0,0,0,0,2,0,3,5,0,2,0,634
115,"PRATHMIK VIDHALAYA RUHASA  ROOM NO.1",534,455,0,989,330,273,0,603,603,0,276,3,32,263,3,0,0,2,0,2,0,0,0,0,0,0,15,0,1,6,603
116,"PRATHMIK VIDHALAYA RUHASA  ROOM NO.2",562,458,0,1020,407,315,0,722,722,0,357,7,23,324,1,0,0,0,0,2,0,1,0,0,0,4,2,0,0,1,722
117,"PRATHMIK VIDHALAYA TANDA",666,603,0,1269,425,349,0,774,774,0,170,21,4,557,0,0,2,4,0,6,1,1,1,0,0,1,3,0,0,3,774
118,"UCCH PRATHMIK VIDHALAYA DADRI  ROOM NO. 1",727,539,0,1266,528,380,0,908,908,0,51,1,69,768,4,0,0,2,0,8,0,0,1,0,1,2,0,0,0,1,908
119,"UCCH PRATHMIK VIDHALAYA DADRI  ROOM NO. 2",649,540,0,1189,462,333,0,795,795,0,115,6,93,541,1,0,0,1,1,2,0,0,0,0,1,3,5,1,4,21,795
120,"PRATHMIK VIDHALAYA DADRI",591,464,0,1055,407,262,0,669,669,0,20,8,114,508,1,0,0,2,1,6,0,1,1,0,0,1,3,1,1,1,669
121,"PRATHMIK VIDHALAYA SAHAPUR PIRPUR",550,437,0,987,444,334,0,778,778,0,1,19,15,735,3,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,778
122,"PRATHMIK VIDHALAYA MADARIPUR",307,273,0,580,232,210,0,442,442,0,74,1,16,347,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,442
123,"PRATHMIK VIDHALAYA SAKUTI ROOM NO.1",624,518,0,1142,386,298,0,684,684,0,145,9,17,503,1,1,0,2,0,5,1,0,0,0,0,0,0,0,0,0,684
124,"PRATHMIK VIDHALAYA SAKUTI ROOM NO.2",667,574,0,1241,522,338,0,860,860,0,76,13,25,740,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,860
125,"KANYA UCCH PRATHMIK VIDHALAYA SAKUTI ROOM NO. 1",697,551,0,1248,382,313,0,695,695,0,167,16,11,489,1,0,0,2,0,5,0,0,2,0,0,0,1,1,0,0,695
126,"KANYA UCCH PRATHMIK VIDHALAYA SAKUTI ROOM NO. 2",335,256,0,591,153,102,0,255,255,0,27,10,10,201,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,255
127,"PRATHMIK VIDHALAYA VIDHALAYA JEETPUR",740,589,0,1329,621,465,0,1086,1086,0,82,2,4,991,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1086
128,"PRATHMIK VIDHALAYA JASRATHPUR",432,356,0,788,310,245,0,555,555,0,6,4,54,473,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,10,555
129,"PRATHMIK VIDHALAYA JAMALPUR GOMA",572,497,0,1069,362,230,0,592,592,0,25,7,151,376,2,0,0,0,0,12,2,1,3,0,2,4,0,0,1,6,592
130,"PRATHMIK VIDHALAYA KANODA",225,212,0,437,167,156,0,323,323,0,254,1,5,46,0,2,0,0,0,0,0,0,0,0,0,4,9,0,1,1,323
131,"UCCH PRATHMIK VIDHALAYA BADKALI NEKPUR ROOM NO.1",561,414,0,975,394,247,0,641,641,0,259,6,6,351,1,0,1,0,0,4,2,1,2,0,1,5,2,0,0,0,641
132,"UCCH PRATHMIK VIDHALAYA BADKALI NEKPUR ROOM NO.2",559,492,0,1051,394,281,0,675,675,0,53,14,4,590,4,1,0,1,0,3,0,0,1,0,0,2,0,0,0,2,675
