"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
87,"MAHARSHI VINDESHWARI PRADAS GUPT SCHOOL MISHRA POKHARA R.NO.2",459,406,0,865,254,193,0,447,440,0,19,8,356,7,1,0,0,43,0,2,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,447
88,"MAHARSHI VINDESHWARI PRADAS GUPT SCHOOL MISHRA POKHARA R.NO.3",636,486,0,1122,449,335,0,784,712,0,27,30,661,4,0,0,0,41,0,0,0,1,1,3,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,3,784
89,"N.M.P.  PATTHAR GALI",403,338,0,741,279,155,0,434,430,0,60,7,2,0,0,0,1,349,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,1,434
90,"RAMPYARI U.M.V.BASFATAK R.NO.1",745,618,0,1363,502,357,0,859,823,0,75,26,663,2,0,0,1,78,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,1,859
91,"RAMPYARI U.M.V.BASFATAK R.NO.2",524,443,0,967,341,248,0,589,576,0,60,17,447,0,0,0,0,47,0,0,0,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,2,0,0,0,1,0,0,0,589
92,"RAMPYARI U.M.V.BASFATAK R.NO.3",597,511,1,1109,381,253,0,634,542,0,48,17,210,0,0,0,1,331,5,0,1,0,0,3,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,1,634
93,"RAMPYARI U.M.V.BASFATAK R.NO.4",861,644,0,1505,512,440,0,952,842,0,140,22,129,1,0,0,1,630,9,0,0,0,0,0,0,3,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,0,952
94,"RAMPYARI U.M.V.BASFATAK R.NO.5",739,560,0,1299,429,239,0,668,560,0,59,9,67,1,0,0,3,496,4,1,0,0,1,0,1,2,1,0,0,0,0,0,0,7,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,3,1,4,2,668
95,"RAMPYARI U.M.V.BASFATAK R.NO.6",487,358,1,846,319,216,0,535,535,0,78,13,70,2,0,1,1,361,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,535
96,"RAMPYARI U.M.V.BASFATAK R.NO.7",448,405,0,853,300,200,0,500,480,0,107,9,98,0,0,0,0,276,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,500
97,"RAMPYARI U.M.V.BASFATAK R.NO.8",732,548,0,1280,441,361,0,802,793,0,60,13,233,1,0,3,3,468,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,4,1,802
98,"RAMPYARI U.M.V.BASFATAK R.NO.9",684,501,1,1186,330,207,0,537,512,0,91,7,51,0,0,0,2,377,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,537
99,"N. N. JON KARYALAY BENIYABAG R.NO.1",625,569,0,1194,333,290,0,623,587,0,61,18,407,34,1,2,1,80,2,1,0,2,3,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,623
100,"N. N. JON KARYALAY BENIYABAG R.NO.2",802,613,0,1415,522,331,0,853,500,0,46,26,430,1,0,0,2,317,3,0,0,1,0,0,0,3,1,1,2,1,0,0,0,5,0,0,0,0,1,0,1,3,1,0,1,0,0,0,0,1,0,6,0,853
101,"N. N. JON KARYALAY BENIYABAG R.NO.3",538,400,0,938,352,215,0,567,567,0,34,45,289,3,0,0,0,182,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,567
102,"J.H. SCHOOL  PIYARI KALA  NICHALATAL R.NO.1",576,466,0,1042,416,302,0,718,639,0,76,28,549,7,0,0,0,41,1,0,0,0,1,2,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,1,718
103,"J.H. SCHOOL  PIYARI KALA  NICHALATAL R.NO.2",606,452,0,1058,340,237,0,577,546,0,35,25,469,2,2,1,0,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,577
104,"J.H. SCHOOL  PIYARIKALA  NICHALATAL R.NO.3",563,551,0,1114,342,238,0,580,580,0,59,23,453,0,1,0,1,25,0,0,0,0,1,2,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,580
105,"ROSHAN NARSARI SCHOOL CHHOTI PIYARI",714,533,0,1247,413,242,0,655,653,0,30,10,91,0,0,0,1,497,6,0,0,0,1,0,0,4,0,0,0,0,0,1,0,7,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,655
106,"ADARSH VIDYA KENDRA 54/6 CHHOTI PIYARI R.NO.1",453,368,0,821,314,184,0,498,498,0,37,10,355,3,0,0,0,83,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,498
107,"ADARSH VIDYA KENDRA 54/6 CHHOTI PIYARI R.NO.2",651,508,0,1159,369,263,0,632,619,0,40,28,471,4,1,0,1,67,2,0,0,1,1,0,0,2,0,1,3,1,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,2,632
108,"ADARSH VIDYA KENDRA 54/6 CHHOTI PIYARI R.NO.3",487,410,0,897,303,200,0,503,494,0,63,11,357,6,1,0,0,59,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
109,"NEW CONVENT CHHOTI PIYARI BHULETAN R.NO.1",567,493,0,1060,415,263,0,678,627,0,56,20,429,4,2,1,0,125,3,2,0,0,0,0,1,1,1,0,1,2,0,0,1,0,5,3,2,2,0,3,1,1,0,0,2,0,0,1,0,0,0,8,1,678
110,"NEW CONVENT CHHOTI PIYARI BHULETAN R.NO.2",569,411,0,980,439,267,0,706,675,0,48,28,546,3,0,0,0,52,0,0,1,0,0,1,0,1,3,1,6,2,0,4,1,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,706
111,"ANSUIYA U.M.V. CHHOTI PIYARI R.NO.1",436,371,0,807,324,226,0,550,544,0,45,5,452,4,0,1,0,33,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,550
112,"ANSUIYA U.M.V. CHHOTI PIYARI R.NO.2",477,379,0,856,358,260,0,618,607,0,40,5,524,5,0,1,0,21,2,2,0,2,1,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,618
113,"HARISHCHANDRA  I.C. BADAGANESH R.NO.1",494,373,0,867,335,228,0,563,489,0,15,45,431,4,0,0,0,50,0,1,0,1,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,1,1,563
114,"HARISHCHANDRA I.C. BADAGANESH R.NO.2",578,452,0,1030,343,236,0,579,549,0,40,51,392,5,0,0,0,83,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,579
115,"HARISHCHANDRA I.C. BADAGANESH R.NO.3",356,275,0,631,245,169,0,414,410,0,29,7,337,2,0,1,0,29,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,414
116,"HARISHCHANDRA I.C. BADAGANESH R.NO.4",400,333,0,733,270,230,0,500,458,0,21,20,409,1,1,0,0,28,0,0,0,0,0,1,0,1,1,0,3,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,4,500
117,"HARISHCHANDRA I.C. BADAGANESH R.NO.5",559,475,0,1034,408,270,0,678,428,0,74,22,471,4,0,1,0,92,0,2,0,0,0,0,1,3,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,678
118,"HARISHCHANDRA B.I.C.MAIDAGIN R.NO.1",705,567,0,1272,467,311,0,778,769,0,40,64,600,8,1,1,0,46,0,1,0,0,1,2,0,0,2,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,778
119,"HARISHCHANDRA B.I.C.MAIDAGIN R.NO.2",635,512,0,1147,432,321,0,753,748,0,16,84,545,12,0,0,0,68,1,0,0,0,0,3,2,3,0,2,0,0,2,0,0,0,2,0,0,1,0,4,1,1,1,0,2,0,0,0,1,1,1,0,0,753
120,"HARISHCHANDRA B.I.C.MAIDAGIN R.NO.3",945,686,0,1631,520,368,0,888,835,0,48,52,574,10,1,0,1,166,2,1,0,0,1,1,1,2,1,1,3,0,1,2,1,1,0,2,0,1,1,0,1,3,0,0,2,0,0,0,0,0,0,8,0,888
121,"HARISHCHANDRA D.C.MAIDAGIN R.NO.1",516,482,0,998,364,304,0,668,588,0,24,19,582,3,2,1,2,24,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,668
122,"HARISHCHANDRA D.C.MAIDAGIN R.NO.2",511,417,0,928,343,240,0,583,540,0,25,32,468,2,0,0,1,48,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,583
123,"HARISHCHANDRA D.C.MAIDAGIN R.NO.3",585,394,1,980,369,226,0,595,468,0,146,32,170,3,0,1,0,219,2,2,0,0,0,0,0,2,1,0,1,0,1,2,0,5,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,2,0,595
124,"HARISHCHANDRA D.C.MAIDAGIN R.NO.4",655,536,0,1191,440,321,0,761,759,0,21,46,618,1,1,2,0,43,2,1,0,0,1,0,0,2,1,0,4,0,0,0,0,0,4,0,0,1,0,1,0,1,2,0,4,0,0,1,0,0,0,0,4,761
125,"HARISHCHANDRA D.C.MAIDAGIN R.NO.5",482,383,0,865,299,224,0,523,521,0,17,21,422,4,0,0,1,45,2,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,523
126,"HARISHCHANDRA D.C.MAIDAGIN R.NO.6",330,288,0,618,238,176,0,414,402,0,15,9,352,2,0,0,0,25,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,414
127,"P.M.V.KOTWALI NAGAR NIGAM R.NO.1",565,439,0,1004,428,298,0,726,700,0,37,17,311,1,3,0,3,319,6,0,0,1,1,1,1,1,0,0,0,0,1,1,2,1,2,1,0,1,0,3,1,1,2,0,1,0,0,0,1,0,1,4,1,726
128,"P.M.V.KOTWALI NAGAR NIGAM R.NO.2",507,409,0,916,356,228,0,584,573,0,39,15,215,2,2,1,0,284,2,1,0,0,1,1,1,2,0,1,0,0,0,1,0,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,584
129,"P.K.V. PILIKOTHI NAGAR NIGAM R.NO.1",566,432,0,998,350,256,0,606,550,0,67,35,38,0,0,1,3,440,6,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,606
130,"P.K.V. PILIKOTHI NAGAR NIGAM R.NO.2",702,527,0,1229,459,287,0,746,731,0,72,19,241,1,0,1,1,383,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,8,0,0,0,0,1,0,0,1,1,0,3,1,0,0,1,0,0,2,3,746
131,"K.P.M.V. PILIKOTHI NAGAR NIGAM",670,585,0,1255,464,286,0,750,713,0,20,16,319,0,0,1,2,363,3,0,0,1,1,1,1,1,1,0,2,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,750
132,"ASHTHAEE BHAWAN AZAD PARK HANSTALE R.NO.1",766,436,0,1202,593,238,0,831,828,0,221,6,11,1,0,0,6,552,5,1,0,0,0,0,1,1,0,0,1,0,2,0,1,3,2,3,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,6,1,831
133,"ASHTHAEE BHAWAN AZAD PARK HANSTALE R.NO.2",856,545,0,1401,615,316,0,931,900,0,71,10,20,0,10,2,6,729,14,1,2,1,1,0,2,6,0,1,2,0,1,3,2,10,0,3,1,1,0,1,1,5,0,1,0,0,1,0,0,2,1,20,0,931
134,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.1",605,425,0,1030,469,234,0,703,690,0,300,14,13,0,0,1,2,346,3,0,0,0,1,0,0,3,0,0,0,0,0,0,1,2,5,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,4,0,703
135,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.2",627,477,0,1104,467,236,0,703,633,0,114,13,3,2,0,0,4,547,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,703
136,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.3",615,391,0,1006,447,261,0,708,680,0,105,4,0,1,0,0,2,582,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,708
137,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.4",615,470,0,1085,470,237,0,707,705,0,125,9,30,0,0,0,1,509,8,2,0,0,1,0,1,2,1,2,0,1,0,0,1,4,2,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,0,707
138,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.5",990,638,0,1628,631,350,0,981,941,0,97,5,191,3,0,1,5,633,9,0,0,1,0,2,0,4,1,0,2,0,1,0,0,5,3,2,0,0,1,1,3,4,0,0,0,0,0,0,0,1,0,4,2,981
139,"JAMIYA MADARSA MAJHRUL ULUM KATEHAR R.NO.6",547,345,0,892,392,157,0,549,225,0,80,4,86,0,0,0,0,352,4,2,1,2,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,5,0,549
140,"MADARSA JIYAUL ULUM KACHCHIBAG R.NO.1",564,391,0,955,437,213,0,650,638,0,102,15,6,1,0,0,6,487,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,13,1,650
141,"MADARSA JIYAUL ULUM KACHCHIBAG R.NO.2",609,381,0,990,416,201,0,617,600,0,93,10,48,4,0,1,2,436,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4,0,617
142,"MADARSA JIYAUL ULUM KACHCHIBAG R.NO.3",647,426,0,1073,516,261,0,777,752,0,59,11,25,31,1,1,2,612,11,0,0,0,0,0,1,1,0,1,0,2,0,4,0,5,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,2,1,777
143,"MADARSA JIYAUL ULUM KACHCHIBAG R.NO.4",527,365,0,892,444,224,0,668,582,0,128,68,7,0,0,0,3,427,10,3,0,1,0,0,1,0,0,2,0,0,0,1,1,3,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,6,0,668
144,"MADARSA JIYAUL ULUM KACHCHIBAG R.NO.5",491,302,0,793,362,173,0,535,500,0,108,43,20,1,0,0,1,347,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,535
145,"KARYALAY  N.M.P.VARSIYA JAITPURA R.NO.1",867,534,0,1401,571,238,0,809,800,0,134,22,5,10,1,0,2,592,7,2,0,0,0,0,0,3,0,0,1,0,0,0,0,6,0,3,0,1,1,2,0,0,0,2,1,0,0,0,0,0,1,13,0,809
146,"KARYALAY  N.M.P.VARSIYA JAITPURA R.NO.2",759,503,0,1262,603,312,0,915,903,0,162,25,5,0,3,0,1,668,6,0,0,1,1,2,1,6,1,0,0,1,1,1,1,7,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,3,0,13,0,915
147,"NATIONAL I.C. PILIKOTHI R.NO.1",651,514,0,1165,436,296,0,732,662,0,19,9,639,4,1,0,0,52,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,732
148,"NATIONAL I.C. PILIKOTHI R.NO.2",920,639,0,1559,600,351,0,951,916,0,76,11,401,8,1,1,4,410,8,3,0,0,0,1,0,3,1,1,0,0,1,0,1,4,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,4,951
149,"NATIONAL I.C. PILIKOTHI R.NO.3",1002,748,1,1751,704,397,0,1101,1093,0,89,22,235,12,6,2,3,697,13,1,0,0,1,0,1,3,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1101
150,"NATIONAL I.C.PILIKOTHI R.NO.4",607,416,0,1023,441,207,0,648,648,0,99,5,43,3,21,0,0,433,20,1,0,0,0,0,0,0,0,0,1,0,0,3,0,5,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,1,648
151,"NATIONAL I.C.PILIKOTHI R.NO.5",838,619,0,1457,567,346,0,913,906,0,40,9,690,6,0,2,0,128,2,1,1,1,1,1,1,3,3,1,1,4,2,1,2,2,1,0,0,1,1,1,0,1,0,0,2,1,0,0,0,1,0,1,1,913
152,"NATIONAL I.C.PILIKOTHI R.NO.6",716,523,0,1239,488,293,0,781,673,0,53,9,551,18,0,2,0,110,3,3,0,1,0,0,2,1,2,0,3,0,1,0,0,2,1,3,1,1,2,3,3,1,0,0,0,1,0,0,1,0,0,2,1,781
153,"NATIONAL I.C.PILIKOTHI R.NO.7",536,378,0,914,357,209,0,566,548,0,81,8,261,14,2,0,0,181,6,0,0,1,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,566
154,"NATIONAL I.C.PILIKOTHI R.NO.8",506,378,0,884,327,217,0,544,471,0,76,6,318,3,1,0,1,127,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,544
155,"BAHARUL ULUM SCHOOL CHHITTANPURA R.NO.1",279,189,0,468,199,103,0,302,275,0,15,8,105,0,0,0,1,162,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,302
156,"BAHARUL ULUM SCHOOL CHHITTANPURA R.NO.2",434,395,0,829,340,231,0,571,385,0,25,6,376,1,2,0,2,149,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,571
157,"BAHARUL ULUM SCHOOL CHHITTANPURA R.NO.3",621,408,0,1029,519,231,0,750,500,0,82,44,0,2,0,0,3,596,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,4,0,750
158,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.1",681,512,0,1193,298,240,0,538,525,0,17,35,382,12,1,2,2,60,3,1,0,0,3,0,1,3,0,0,2,0,0,0,1,0,0,1,0,0,1,4,1,1,1,0,1,0,0,0,0,1,1,0,1,538
159,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.2",587,391,0,978,272,161,0,433,421,0,19,25,291,4,0,0,3,82,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,433
160,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.3",802,577,0,1379,476,290,0,766,718,0,9,58,583,7,0,1,1,48,3,1,0,1,1,1,0,7,1,3,3,1,2,1,2,0,2,0,2,1,1,4,1,2,2,2,1,3,4,1,0,0,2,1,3,766
161,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.4",562,446,0,1008,281,201,0,482,426,0,24,24,359,14,0,3,0,45,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,482
162,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.5",900,600,0,1500,480,239,0,719,701,0,55,48,355,10,4,3,1,213,3,1,1,0,2,3,1,2,0,0,1,1,0,2,0,0,0,1,2,0,1,0,1,3,0,0,0,0,1,0,0,0,1,3,0,719
163,"SWAMI VIVEKANAND CONVENT SCHOOL KAJJAKPURA R.NO.6",815,540,0,1355,475,248,0,723,713,0,90,55,241,4,3,1,1,291,2,1,0,1,2,0,0,1,0,1,1,3,0,2,0,4,0,2,1,0,0,0,1,4,1,2,0,1,1,0,0,0,0,6,0,723
164,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.1",648,581,1,1230,348,335,0,683,671,0,30,64,403,25,3,1,1,116,1,2,0,1,2,2,2,4,0,2,3,1,1,0,0,2,0,0,0,1,1,1,1,3,3,1,2,0,0,0,0,0,2,2,0,683
165,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.2",552,495,0,1047,332,227,0,559,506,0,49,23,334,9,1,5,0,104,0,4,1,0,1,5,1,2,1,0,1,2,0,1,1,0,1,1,1,0,0,1,1,0,2,1,1,1,1,0,0,0,0,2,1,559
166,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.3",689,482,0,1171,421,224,0,645,600,0,55,65,395,18,0,2,1,81,2,1,1,0,0,1,1,6,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,3,2,0,1,1,0,0,0,0,0,0,1,645
167,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.4",741,582,0,1323,432,290,0,722,711,0,41,34,419,15,2,0,2,148,2,0,2,1,1,2,1,5,4,1,8,2,2,2,2,1,1,2,0,2,0,1,0,2,3,0,2,1,2,0,0,1,1,5,2,722
168,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.5",572,391,0,963,292,195,0,487,481,0,19,20,354,11,1,2,1,64,0,3,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,487
169,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.6",934,667,0,1601,509,296,0,805,797,0,22,51,587,19,0,1,2,91,1,0,0,0,1,1,0,4,3,1,1,0,2,0,0,3,1,0,0,2,0,1,0,3,0,0,3,1,1,0,0,0,1,1,1,805
170,"KARYALAY ADAMPUR JON M.K.I.D.H.COLONY R.NO.7",843,615,0,1458,463,272,0,735,539,0,59,45,437,21,2,1,0,83,2,1,1,2,2,4,0,9,2,4,10,3,2,0,3,5,3,5,1,1,1,5,2,5,1,0,2,0,2,1,0,1,1,4,2,735
171,"MATESHWARI B.I.C.GANGANAGAR COLONY ADAMPUR R.NO.1",472,353,0,825,332,186,0,518,480,0,78,7,49,2,0,0,1,357,5,0,1,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,4,1,518
172,"MATESHWARI B.I.C.GANGANAGAR COLONY ADAMPUR R.NO.2",796,505,0,1301,578,305,0,883,850,0,153,22,22,0,0,0,0,621,9,0,1,0,0,0,0,4,0,2,0,1,4,1,1,14,5,3,2,0,0,1,2,1,1,0,1,0,0,1,0,0,0,11,0,883
173,"MATESHWARI B.I.C.GANGANAGAR COLONY ADAMPUR R.NO.3",723,590,0,1313,532,406,0,938,937,0,49,15,157,0,1,0,3,672,4,0,2,0,0,0,0,2,1,0,0,0,0,0,2,11,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,2,2,7,0,938
174,"B.ENGLISH SCHOOL GANGANAGAR COLONY ADAMPUR R.NO.1",688,499,0,1187,447,261,0,708,603,0,26,15,483,46,1,2,1,105,2,1,2,2,1,3,1,2,0,1,3,0,0,0,0,1,0,2,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,1,0,708
175,"B.ENGLISH SCHOOL GANGANAGAR COLONY ADAMPUR R.NO.2",586,468,0,1054,355,280,0,635,585,0,36,7,381,10,0,0,1,168,6,1,0,1,0,1,0,2,1,0,2,0,0,0,1,4,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,2,4,0,635
176,"B.ENGLISH SCHOOL GANGANAGAR COLONY ADAMPUR R.NO.3",741,656,0,1397,442,370,0,812,707,0,63,2,441,12,0,2,0,266,4,1,0,1,0,2,1,2,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,3,0,812
177,"JAL SAMPURTI KARYALAY BHADAU CHUNGI R.NO.1",709,532,0,1241,385,295,0,680,645,0,50,13,433,11,0,0,2,124,2,0,1,0,4,5,1,4,3,0,3,1,0,1,1,3,1,1,2,0,2,2,1,4,0,1,1,0,0,0,0,1,0,0,2,680
