"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MAHENDRA KUMAR","2 - VINOD KUMAR SONKAR","3 - SHAILENDRA KUMAR","4 - SURESH PASI","5 - MALTI DEVI","6 - RAJENDRA SONKAR","7 - SHRIPAL","8 - SWARNALATA SUMAN","9 - CHHEDDOO","10 - BEENA RANI","11 - MOHAN LAL","12 - None of the Above","Total Votes Secured"
15,"P.S. AFAJALPUR SATON UTTARI BHAG",633,516,0,1149,285,306,0,591,591,0,4,270,100,184,1,3,1,3,2,1,8,14,591
16,"P.S. AFAJALPUR SATON DAKSHINI BGAG",354,300,0,654,178,132,0,310,310,0,4,42,112,130,1,2,1,0,0,2,4,12,310
17,"P.S. AFAJALPUR SATON MADHYA BHAG",346,261,0,607,200,141,0,341,341,0,4,173,79,73,2,3,2,0,0,2,1,2,341
18,"P.S. AFAJALPUR SATON PURVI BHAG",712,549,0,1261,429,292,0,721,721,0,11,64,426,206,2,1,1,2,0,1,3,4,721
19,"P.S. SULTANPUR KASAR",423,345,0,768,216,198,0,414,414,0,8,208,84,95,2,0,0,1,2,0,6,8,414
20,"P.S. ALAWALPUR TIKARI UTTARI BHAG",453,396,0,849,324,261,0,585,585,0,2,19,542,16,0,0,0,1,1,1,2,1,585
21,"P.S. ALAWALPUR TIKARI DAKSHINI  BHAG",446,393,0,839,237,238,0,475,475,0,2,4,444,21,1,0,0,1,0,1,0,1,475
22,"P.S. MOHAMMADPUR JEETA",463,394,0,857,263,233,0,496,496,0,5,248,74,157,1,2,2,0,0,4,1,2,496
23,"P.S. RASEEDMAI",330,267,0,597,203,193,0,396,396,0,3,47,249,78,0,3,0,0,0,3,3,10,396
24,"P.S. DARIYAPUR JEETA",401,341,0,742,247,233,0,480,480,0,8,133,164,149,3,2,0,3,1,3,4,10,480
25,"P.S. BAARAHAVELI AAIMA",690,583,0,1273,395,406,0,801,801,0,12,295,289,161,3,5,3,0,3,0,10,20,801
26,"P.S. KANTHUVA",616,535,0,1151,315,315,0,630,630,0,9,230,110,220,7,9,3,1,2,1,12,26,630
27,"P.S. AURENI UTTARI BHAG",653,575,0,1228,303,313,0,616,616,0,12,164,287,134,2,3,1,0,1,0,4,8,616
28,"P.S. AURENI DAKSHINI BHAG",682,577,0,1259,372,360,0,732,732,0,1,85,469,153,1,0,0,1,3,3,5,11,732
29,"P.S. TAJMALLAHAN",742,618,0,1360,353,322,0,675,675,0,19,168,223,179,21,7,5,2,3,4,13,31,675
30,"P.S. NIJAAM KA POORA MAJARA TAJMALLAHAN",476,424,0,900,236,180,0,416,416,0,18,59,228,94,2,1,0,2,1,2,3,6,416
31,"P.S. LEHDAREE KHATEEB",739,601,0,1340,327,341,0,668,668,0,32,101,333,175,3,3,1,5,1,3,1,10,668
32,"P.S. AMBAAI BUJURG PURVI BHAG",743,564,1,1308,363,230,0,593,593,0,6,102,365,102,5,0,0,1,2,0,0,10,593
33,"P.S. AMBAAI BUJURG PASHCHIMI BHAG",448,326,0,774,264,187,0,451,451,0,2,64,242,124,2,6,0,3,0,2,0,6,451
34,"P.S. RUKUNPUR",318,249,0,567,177,137,0,314,314,0,0,58,84,157,4,0,1,1,2,0,2,5,314
35,"P.S. GIRDHARPUR GARHI UTTARI BHAG",635,609,0,1244,380,376,0,756,756,0,4,95,512,125,2,4,2,3,0,2,4,3,756
36,"P.S. GIRDHARPUR GARHI DAKSHINI BHAG",391,322,0,713,230,175,0,405,405,0,7,158,176,32,8,6,2,2,2,1,7,4,405
37,"P.S. FARAAHIMPUR KALESHARMAU",822,616,0,1438,496,409,0,905,905,0,20,528,234,82,4,4,2,4,4,2,7,14,905
38,"P.S. SWATKHAT URF KARA UTTARI BHAG",730,600,0,1330,403,325,0,728,728,0,20,350,201,130,1,2,0,0,3,5,6,10,728
39,"P.S. SWATKHAT URF KARA MADHYA BHAG",552,453,0,1005,234,181,0,415,415,0,10,54,294,42,0,2,1,4,2,1,1,4,415
40,"P.S. SWATKHAT URF KARA DAKSHINI BHAG",365,270,0,635,176,125,0,301,301,0,1,97,160,28,3,2,0,0,2,0,6,2,301
41,"U.P.S. SWATKHAT URF KARA U.BHAG",806,612,0,1418,382,304,0,686,686,0,16,79,449,114,3,1,2,1,1,3,5,12,686
42,"P.S. SULTANPUT KHWAJA KARAK",685,604,0,1289,393,407,0,800,800,0,25,366,191,181,2,11,4,2,2,3,8,5,800
43,"P.S. NAASIRPUR FAREEDGANJ",736,610,0,1346,383,328,0,711,711,0,16,351,141,166,4,5,3,5,2,3,6,9,711
44,"P.S. FATEHSHAHPUR",245,244,0,489,127,146,0,273,273,0,6,5,171,77,1,1,2,0,1,2,2,5,273
45,"PT. RANJEET I.C. SHAHJAADPUR UTTARI BHAG",762,657,0,1419,389,369,0,758,758,0,16,307,146,217,10,7,5,8,2,3,16,21,758
46,"PT. RANJEET I.C. SHAHJAADPUR UTTARI MADHYA BHAG",842,697,0,1539,429,335,0,764,764,0,18,403,202,107,7,8,2,2,5,1,7,2,764
47,"PT. RANJEET I.C. SHAHJAADPUR DAKSHINI BHAGQ",624,476,0,1100,222,185,0,407,407,0,10,219,76,65,5,4,0,2,0,3,8,15,407
48,"PT. RANJEET I.C. SHAHJAADPUR DAKSHINI MADHYA BHAG",701,582,0,1283,257,198,0,455,455,0,12,210,38,151,3,2,5,2,3,2,7,20,455
49,"P.S. NANMAI",749,590,0,1339,390,371,0,761,761,0,11,204,381,115,3,8,6,1,5,10,6,11,761
50,"P.S. TARSAURA",660,524,0,1184,355,321,0,676,676,0,16,392,54,161,5,13,2,2,5,1,7,18,676
51,"P.S. MALAK REJAMA",475,397,0,872,247,214,0,461,461,0,16,212,87,100,6,0,18,1,1,1,4,15,461
52,"P.S. FATEHPUR PARSAKHEE",399,362,0,761,217,227,0,444,444,0,23,241,21,145,3,2,1,0,2,3,2,1,444
53,"P.S. ROOPNARAYANPUR SAILABI",594,503,0,1097,354,312,0,666,666,0,7,163,311,147,2,4,3,4,2,2,15,6,666
54,"P.S. ULACHUPUR",554,434,0,988,255,260,0,515,515,0,15,152,163,163,2,1,4,1,1,2,7,4,515
55,"P.S. RALA PURVI BHAG",760,661,0,1421,322,323,0,645,645,0,12,120,318,139,5,4,2,1,1,6,11,26,645
56,"P.S. RALA PASHCHIMI BHAG",373,331,0,704,175,185,0,360,360,0,12,45,51,218,5,1,3,0,2,9,3,11,360
57,"P.S. KOKHRAJ UTTARI BHAG 1",692,603,0,1295,338,296,0,634,634,0,16,70,111,394,3,8,5,3,1,3,13,7,634
58,"P.S. KOKHRAJ UTTARI BHAG 2",320,245,0,565,156,138,0,294,294,0,14,115,4,142,4,1,2,1,1,1,2,7,294
59,"P.S. KOKHRAJ DAKSHINI BHAG",879,653,0,1532,364,280,0,644,644,0,12,227,245,105,2,5,2,2,5,4,10,25,644
60,"P.S. KOKHRAJ DAKSHIN MADHYA BHAG 1",538,402,1,941,232,201,0,433,433,0,8,163,58,172,3,2,1,3,1,3,7,12,433
61,"P.S. KOKHRAJ DAKSHIN MADHYA BHAG 2",558,366,0,924,244,143,0,387,387,0,6,155,57,145,2,5,1,2,1,1,4,8,387
62,"P.S. KOKHRAJ UTTARI MADHYA BHAG",875,727,0,1602,392,405,0,797,797,0,21,214,98,372,11,11,20,3,5,8,17,17,797
63,"P.S. BAGHELAPUR",368,287,0,655,230,169,0,399,399,0,14,64,188,119,1,4,1,1,1,1,3,2,399
64,"P.S. JAMAALMAU UTTARI BHAG",599,538,0,1137,343,335,0,678,678,0,24,386,63,171,9,4,8,7,1,1,3,1,678
65,"P.S. JAMAALMAU PASHCHIMI BHAG",313,262,0,575,220,192,0,412,412,0,4,311,11,67,1,0,1,2,0,1,6,8,412
66,"P.S. MALAAK BHAYAL",457,487,0,944,174,277,0,451,451,0,26,121,67,204,7,2,2,2,3,2,2,13,451
67,"U.P.S. KASIYA PURVI BHAG",309,266,0,575,139,133,0,272,272,0,39,93,39,84,2,2,1,0,0,1,3,8,272
68,"U.P.S. KASIYA MADHYA BHAG",568,485,0,1053,307,216,0,523,523,0,71,162,122,120,4,2,3,4,7,5,5,18,523
69,"U.P.S. KASIYA PASHCHIMI BHAG",821,683,1,1505,472,297,0,769,769,0,59,406,81,208,4,3,3,1,0,1,1,2,769
70,"P.S. KANKRABAD MAJARA KASIYA",604,448,0,1052,314,287,0,601,601,0,43,227,110,157,4,5,36,5,2,0,5,7,601
71,"P.S. NAURHIYA KARENTI",392,338,0,730,260,209,0,469,469,0,22,131,161,139,1,6,2,0,2,0,4,1,469
72,"P.S. BIDANPUR KAKORHA UTTARI BHAG",767,544,0,1311,401,329,0,730,730,0,58,409,73,156,5,4,7,2,1,2,5,8,730
73,"P.S. BIDANPUR KAKORHA DAKSHIN BHAG",620,510,0,1130,325,319,0,644,644,0,55,336,28,195,0,4,5,1,2,1,11,6,644
74,"P.S. DEVBHITA",442,325,0,767,259,212,0,471,471,0,28,110,229,83,1,0,0,2,3,0,3,12,471
75,"P.S. BIDANPUR AAMAD KARARI",515,404,0,919,238,190,0,428,428,0,11,164,14,214,5,6,4,0,0,0,5,5,428
76,"P.S. AHIRARA  PURVI BHAG",706,594,0,1300,398,407,0,805,805,0,13,295,121,301,10,4,6,3,5,6,18,23,805
77,"P.S. AHIRARA PASHCHIMI BHAG",621,512,1,1134,345,293,0,638,638,0,14,446,65,88,2,3,3,1,0,0,3,13,638
78,"U.P.S. HISAMPUR PARSAKHEE PASHCHIMI BHAG 1",433,349,0,782,199,180,0,379,379,0,12,189,53,92,4,6,1,4,0,3,5,10,379
79,"U.P.S. HISAMPUR PARSAKHEE PASHCHIMI BHAG 2",432,316,0,748,238,190,0,428,428,0,16,236,38,121,4,2,0,2,1,0,6,2,428
80,"U.P.S. HISAMPUR PARSAKHEE PASHCHIMI BHAG 3",320,289,0,609,187,171,0,358,358,0,20,204,29,93,4,3,2,1,0,0,1,1,358
81,"P.S. ANDAWAN UTTARI BHAG",592,467,0,1059,316,267,0,583,583,0,28,324,29,144,8,4,3,2,3,4,13,21,583
82,"P.S. ANDAWAN MADHYA BHAG",527,413,0,940,258,245,0,503,503,0,15,258,85,105,4,4,7,5,0,1,5,14,503
83,"P.S. ANDAWAN PASHCHIMI BHAG",385,333,0,718,202,172,0,374,374,0,9,231,36,30,4,9,46,1,0,1,3,4,374
84,"P.S. KESARI UTTARI BHAG",472,369,0,841,304,216,0,520,520,0,8,300,56,120,2,7,7,2,0,3,4,11,520
85,"P.S. KESARI DAKSHINI BHAG",516,367,0,883,242,159,0,401,401,0,8,236,16,112,10,2,1,1,2,2,5,6,401
86,"P.S. SIPAAH PURVI BHAG",660,546,0,1206,328,268,0,596,596,0,11,156,199,193,6,2,2,1,3,5,8,10,596
87,"P.S. SIPAAH PASHCHIMI BHAG",759,613,0,1372,411,318,0,729,729,0,33,461,61,112,4,6,3,6,2,4,12,25,729
88,"P.A. RAMPUR  BARHNAWAN PURVI BHAG",661,581,0,1242,314,302,0,616,616,0,14,375,61,90,1,3,5,5,14,7,15,26,616
89,"P.S. RAMPUR BARHNAWAN PASHCHIMI BHAG",459,347,0,806,219,152,0,371,317,0,8,248,42,52,0,6,1,0,0,2,4,8,371
90,"P.S. MALAAK PACHAMBHA",172,166,0,338,102,111,0,213,213,0,9,118,9,46,5,5,3,3,2,1,3,9,213
91,"P.S. BADALEPUR NANSENI",456,362,0,818,208,209,0,417,417,0,4,214,133,52,1,2,1,1,0,1,2,6,417
92,"GANDHI MEMORIYAL I.C. DARANAGAR UTTARI BHAG",612,475,0,1087,316,273,0,589,589,0,21,337,70,138,1,5,1,1,1,2,4,8,589
93,"GANDHI MEMORIYAL I.C.DARANAGAR PASHCHIMI BHAG",674,523,0,1197,325,288,0,613,613,0,12,298,189,74,5,4,3,1,1,4,6,16,613
94,"GANDHI MEMORIYAL I.C. DARANAGAR DAKSHINI BHAG",666,528,0,1194,362,263,0,625,625,0,12,325,233,27,6,3,0,2,1,1,6,9,625
95,"P.S. MYOHARA",713,619,0,1332,387,320,0,707,707,0,18,421,146,82,2,2,11,2,3,3,5,12,707
96,"P.S. SUKHDHARANPUR KITHANV",188,162,0,350,102,93,0,195,195,0,5,79,28,66,3,0,0,1,0,3,3,7,195
97,"P.S. CHAKJAMEEN MAHJOOBA",289,276,0,565,158,162,0,320,320,0,18,34,5,236,4,2,4,0,1,2,7,7,320
98,"P.S. THULGULA PURVI BHAG",390,353,0,743,223,197,0,420,420,0,6,325,40,30,1,5,1,1,2,1,3,5,420
99,"P.S. THULGULA PASHCHIMI BHAG",715,574,0,1289,438,346,0,784,784,0,17,446,118,168,5,9,3,1,0,3,2,12,784
100,"P.S. NARSINGHPUR KACHHUA",635,540,0,1175,344,304,0,648,648,0,14,265,210,118,6,4,1,3,2,5,4,16,648
101,"P.S. KHWACHKEEMAI",719,647,0,1366,388,326,0,714,714,0,20,385,52,198,6,5,3,4,5,5,12,19,714
102,"P.S. NAWAWAN UTTARI BHAG",542,490,0,1032,271,229,0,500,500,0,25,364,28,73,5,0,2,0,0,0,0,3,500
103,"P.S. NAWAWAN DAKSHINI BHAG",265,240,0,505,137,141,0,278,278,0,14,184,32,38,0,0,2,0,0,2,0,6,278
104,"P.S. AJEEJPUR",515,509,0,1024,254,275,0,529,529,0,9,59,119,304,5,0,0,3,2,3,11,14,529
105,"P.S. SHAMBHUI",545,483,0,1028,270,275,0,545,545,0,7,183,149,182,4,0,3,0,2,3,2,10,545
106,"P.S. MARDAANPUR BARJEE",681,662,0,1343,329,311,0,640,640,0,9,294,254,58,0,1,1,1,1,5,2,14,640
107,"P.S. KAMALPUR UTTARI BHAG",726,582,0,1308,387,380,0,767,767,0,12,217,306,206,3,4,3,3,0,0,4,9,767
108,"P.S. KAMALPUR DAKSHINI BHAG",866,677,0,1543,434,330,0,764,764,0,16,205,347,135,4,6,3,10,7,5,9,17,764
109,"P.S. JAFARPUR",378,330,0,708,218,169,0,387,387,0,9,100,88,177,2,4,1,3,0,0,3,0,387
110,"P.S. SAUNRAI BUJURG UTTARI BHAG",676,580,0,1256,360,314,0,674,674,0,21,211,165,248,6,6,5,0,1,0,5,6,674
111,"P.S. SAUNRAI BUJURG DAKSHINI BHAG",769,620,0,1389,400,322,0,722,722,0,7,357,127,185,3,8,5,3,5,2,7,13,722
112,"U.P.S. SAUNRAI BUJURG UTTARI BHAG",370,318,0,688,170,145,0,315,315,0,9,181,48,67,2,2,0,0,2,0,1,3,315
113,"U.P.S. SAUNRAI BUJURG MADHYA BHAG",500,378,0,878,284,198,0,482,482,0,10,248,67,113,3,5,2,1,1,1,7,24,482
114,"U.P.S. SAUNRAI BUJURG DAKSHINI BHAG",844,706,0,1550,425,372,0,797,797,0,37,359,30,309,7,5,4,4,3,7,12,20,797
115,"P.S. BIHAAMIDPUR UTTARI BHAG",587,446,0,1033,368,267,0,635,635,0,9,397,127,79,1,6,0,2,3,0,4,7,635
116,"P.S. BIHAAMIDPUR DAKSHINI BHAG",356,285,0,641,219,160,0,379,379,0,8,136,102,107,4,5,4,0,2,1,4,6,379
117,"P.S. PATHRAWAN PURVI BHAG",580,452,0,1032,304,196,0,500,500,0,13,207,167,81,7,1,0,5,1,6,4,8,500
118,"P.S. PATHRAWAN PASHCHIMI BHAG",523,362,0,885,258,196,0,454,454,0,14,226,40,140,5,0,5,4,1,3,8,8,454
119,"P.S. PARAS PURVI BHAG",671,559,0,1230,322,349,0,671,671,0,25,20,334,271,4,1,1,1,1,2,6,5,671
120,"P.S. PARAS MADHYA BHAG",636,498,0,1134,253,312,0,565,565,0,63,10,223,259,1,0,2,4,2,0,0,1,565
121,"P.S. PARAS PASHCHIM BHAG",605,478,0,1083,263,319,0,582,582,0,44,4,240,282,2,1,0,0,0,1,4,4,582
122,"P.S. MONGAREE AAMAD HATHGAAM",179,139,0,318,102,101,0,203,203,0,14,12,126,48,0,1,0,0,1,0,0,1,203
123,"P.S. KAANEMAI",680,534,0,1214,356,324,0,680,680,0,25,263,26,295,17,10,6,3,5,7,9,14,680
124,"P.S. NAANDEMAI",522,410,0,932,252,248,0,500,500,0,4,75,333,72,2,1,1,0,0,2,3,7,500
125,"P.S. KEN UTTARI BHAG",768,609,0,1377,396,392,0,788,788,0,11,296,135,238,43,6,7,3,3,6,19,21,788
126,"P.S. KEN DAKSHINI BHAG",252,222,0,474,113,95,0,208,208,0,1,114,12,63,8,1,3,0,1,2,0,3,208
127,"AADIKUMARI .H.S.S.KANWAR UTTARI BHAG",643,483,0,1126,392,325,0,717,717,0,16,274,84,302,3,0,4,0,3,6,7,18,717
128,"AADIKUMARI H.S.S.KANWAR MADYA BHAG",612,459,0,1071,345,263,0,608,608,0,15,233,161,170,5,2,3,1,0,2,2,14,608
129,"AADIKUMARI H.S.S.KANWAR DAKSHINI BHAG",671,545,0,1216,370,321,0,691,691,0,30,322,44,260,4,7,5,1,4,1,8,5,691
130,"U.P.S. DHUMAI PURVI BHAG",503,407,0,910,217,161,0,378,378,0,10,126,100,105,5,1,12,1,2,0,6,10,378
131,"U.P.S. DHUMAI PASHCHIMI BHAG",427,300,0,727,194,140,0,334,334,0,12,100,68,140,5,0,1,1,1,2,4,0,334
132,"U.P.S. DHUMAI MADHYA BHAG",820,611,0,1431,398,266,0,664,664,0,11,418,89,67,4,5,43,9,0,3,9,6,664
133,"P.S. SONDHIYAMAI",431,395,0,826,239,196,0,435,435,0,27,210,115,55,3,1,1,1,3,2,6,11,435
134,"HANUMAAN I.C. AJHUAA PASHCHIMI BHAG",235,199,0,434,147,97,0,244,244,0,5,164,34,31,2,0,1,1,0,1,4,1,244
135,"HANUMAAN I.C. AJHUAA PASHCHIMI MADHYA BHAG 1",735,578,0,1313,362,280,0,642,642,0,25,281,153,127,8,4,5,1,1,4,6,27,642
136,"HANUMAAN I.C. AJHUAA PASHCHIMI MADHYA BHAG 2",758,588,0,1346,408,282,0,690,690,0,11,484,158,30,0,0,0,1,0,0,5,1,690
137,"HANUMAAN I.C. AJHUAA MADHYA BHAG",683,519,0,1202,290,239,0,529,529,0,14,165,267,74,0,0,1,1,0,2,2,3,529
138,"HANUMAAN I.C. AJHUAA PURVI MADHYA BHAG 1",815,640,0,1455,385,303,0,688,688,0,13,405,186,67,2,3,1,0,1,1,1,8,688
139,"HANUMAAN I.C. AJHUAA PURVI MADHYA BHAG 2",703,569,0,1272,405,323,0,728,728,0,11,234,127,285,15,15,2,2,4,1,14,18,728
140,"HANUMAAN I.C. AJHUAA PURVI MADYA BHAG 3",592,421,0,1013,277,205,0,482,482,0,18,111,244,88,0,1,1,2,2,1,7,7,482
141,"P.S. MARHIYAMAI DAKSHINI BHAG",558,451,0,1009,408,274,0,682,682,0,18,407,83,122,6,5,4,2,2,8,7,18,682
142,"P.S. MARHIYAMAI UTTARI BHAG",543,414,0,957,187,198,0,385,385,0,12,118,150,83,1,1,4,1,1,2,8,4,385
143,"P.S. BHAUNTAR UTTARI BHAG",569,455,0,1024,311,259,0,570,570,0,32,333,39,120,8,2,3,3,2,3,8,17,570
144,"P.S. BHAUNTAR DAKSHINI BHAG",343,254,0,597,203,151,0,354,354,0,16,113,102,115,3,2,1,0,0,0,2,0,354
145,"P.S. ATSARAI PURVI BHAG",717,569,0,1286,383,263,0,646,646,0,32,248,212,115,4,5,1,4,0,5,5,15,646
146,"P.S. ATSARAI PASHCHIM BHAG",581,427,0,1008,316,269,0,585,585,0,9,202,166,172,4,4,2,1,6,1,7,11,585
147,"P.S. LOHADA UTTARI BHAG",656,556,0,1212,370,325,0,695,695,0,10,299,43,291,7,9,3,2,1,2,15,13,695
148,"P.S. LOHADA DAKSHINI BHAG",428,385,0,813,261,215,0,476,476,0,7,185,74,168,10,4,1,4,1,3,5,14,476
149,"P.S. UCHRAWAN",581,502,0,1083,315,260,0,575,575,0,16,335,19,166,3,9,1,4,3,3,6,10,575
150,"P.S. MAULVEEPUR MAJARA UCHRAWAN",389,387,0,776,240,210,0,450,450,0,17,389,24,6,1,3,1,1,1,1,5,1,450
151,"P.S. DAADUPUR",328,258,0,586,209,193,0,402,402,0,5,205,62,87,5,1,2,1,4,4,10,16,402
152,"P.S. NINDOORA UTTARI BHAG",473,381,0,854,330,247,0,577,577,0,9,272,124,148,4,3,1,1,2,2,6,5,577
153,"P.S. NINDOORA DAKSHINI BHAG",363,311,0,674,226,174,0,400,400,0,5,195,53,124,2,6,0,0,2,1,3,9,400
154,"P.S. TRILOKPUR",444,400,0,844,275,277,0,552,552,0,17,260,152,91,1,13,4,3,1,3,4,3,552
155,"P.S. MALAAKNINDOORA",323,281,0,604,220,165,0,385,385,0,7,280,28,31,1,9,4,1,0,5,9,10,385
156,"U.P.S. DORAMA PURVI BHAG",388,355,0,743,200,194,0,394,394,0,3,177,84,93,2,3,1,4,3,2,10,12,394
157,"U.P.S. DORAMA PASHCHIMI BHAG",457,383,0,840,260,210,0,470,470,0,4,173,95,159,6,5,2,3,1,6,5,11,470
158,"P.S. CHAKBAKHTIYARA PARSIPUR",575,514,1,1090,335,340,0,675,675,0,11,271,155,172,7,2,20,5,4,8,8,12,675
159,"P.S. GARAI",792,691,0,1483,490,390,0,880,880,0,29,458,182,167,7,7,6,4,3,1,7,9,880
160,"S.A.V. I. C. SAINEE PURVI BHAG",663,569,0,1232,381,301,0,682,460,0,14,381,191,65,4,6,1,4,2,2,4,8,682
161,"S.A.V.I.C. SAINEE MADHYA BHAG",498,382,0,880,315,249,0,564,564,0,11,285,226,25,1,6,0,2,0,0,4,4,564
162,"S.A.V.I.C. SAINEE PASHCHIMI BHAG",756,582,0,1338,444,329,0,773,773,0,12,400,252,70,3,7,3,4,1,3,12,6,773
163,"P.S. MOCHARAKHAS",462,415,0,877,313,288,0,601,601,0,11,157,275,137,5,2,1,1,0,2,3,7,601
164,"P.S. RAMAI KA POORA MAJARA GANPAA",306,275,0,581,202,199,0,401,399,0,10,308,15,32,4,5,2,0,0,6,9,10,401
165,"U.P.S. GANPAA PURVI MADHY BHAG",745,619,0,1364,414,306,0,720,712,0,18,346,272,41,3,7,4,7,3,1,4,14,720
166,"U.P.S. GANPAA PASHCHIMI MADYA BHAG",847,696,0,1543,458,355,0,813,813,0,15,407,177,166,4,10,7,1,3,4,10,9,813
167,"U.P.S. GANPAA UTTARI BHAG",686,578,0,1264,334,282,0,616,616,0,6,316,110,135,6,5,8,4,1,4,6,15,616
168,"P.S. GOBINDPUR GORIYON PASHCHIMI BHAG",448,373,0,821,237,247,0,484,484,0,5,159,115,154,1,0,0,1,6,8,10,25,484
169,"P.S. GOBINDPUR GORIYON MADHYA BHAG",386,316,0,702,173,210,0,383,383,0,3,51,230,76,2,2,8,1,2,0,4,4,383
170,"P.S. GOBINDPUR GORIYON PURVI BHAG",798,632,0,1430,421,400,0,821,821,0,14,103,387,246,7,4,36,3,4,3,5,9,821
171,"P.S. MALAAKSADDI",627,517,0,1144,338,300,0,638,638,0,33,313,46,221,6,5,1,0,6,1,2,4,638
172,"U.P.S. BAMHRAULEE PURVI BHAG",382,306,0,688,212,147,0,359,359,0,13,179,20,133,2,2,0,1,0,1,1,7,359
173,"U.P.S. BAMHRAULEE UTTARI BHAG",725,586,0,1311,394,339,0,733,733,0,26,321,87,223,10,6,1,5,2,6,13,33,733
174,"P.S. BAMHRAULEE DAKSHINI BGAG",712,558,0,1270,320,212,0,532,532,0,15,319,44,121,1,2,3,2,2,3,7,13,532
175,"P.S. BAMHRAULEE MADHYA BHAG",321,246,0,567,145,150,0,295,295,0,5,3,158,118,4,0,2,0,0,0,1,4,295
176,"P.S. JHANDAPUR",484,437,0,921,312,343,0,655,655,0,2,5,483,139,2,3,3,1,5,3,3,6,655
177,"P.S. NIDHIYAWAN",677,547,0,1224,343,310,0,653,653,0,63,351,44,170,6,3,1,1,1,0,4,9,653
178,"P.S. NIDHIYAWAN PURVI BHAG",198,156,0,354,107,83,0,190,190,0,4,144,11,14,0,4,2,1,0,1,3,6,190
179,"P.S. NAURHIYA AAMAD KARARI PURVI BHAG",854,680,0,1534,415,308,0,723,723,0,28,433,69,145,7,6,4,3,1,2,6,19,723
180,"P.S. NAURHIYA AAMAD KARARI PASHCHIMI BHAG",423,334,0,757,183,197,0,380,380,0,10,79,23,216,7,6,2,1,2,4,9,21,380
181,"P.S. TEEKARDEEH PASHCHIMI BHAG",734,565,0,1299,377,301,0,678,678,0,17,215,132,261,7,3,13,4,4,0,7,15,678
182,"P.S.TEEKARDEEH PURVI BHAG",468,378,0,846,193,183,0,376,376,0,1,131,78,126,8,3,9,1,2,1,2,14,376
183,"P.S. CHAMANDHA PURVI BHAG",407,334,0,741,230,208,0,438,438,0,16,228,40,94,5,9,2,3,3,3,9,26,438
184,"P.S. CHAMANDHA MADHYA BHAG",528,402,0,930,293,231,0,524,524,0,11,320,29,126,11,9,1,4,0,1,9,3,524
185,"P.S. CHAMANDHA PASHCHIMI BHAG",776,618,0,1394,397,321,0,718,718,0,26,495,63,94,8,6,6,5,0,3,5,7,718
186,"P.S. CHAKCHAMROOPUR LAATPUR KOH",375,311,0,686,194,215,0,409,409,0,10,65,152,154,0,1,13,1,2,1,1,9,409
