"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
262,"JUNIOR HIGH SCHOOL RAJA PUR PASHICHAMI BHAG",765,669,0,1434,415,370,0,785,752,0,158,29,345,117,5,4,0,1,3,59,3,2,4,4,3,7,9,2,5,13,1,1,3,7,785
263,"JUNIOR HIGH SCHOOL RAJAPUR MA.BHAG",791,641,0,1432,417,295,0,712,712,0,55,43,340,182,12,3,0,0,1,23,7,1,5,2,5,9,1,0,4,11,2,2,0,4,712
264,"ZILA P.PRA.PA. RAJAPUR",407,362,0,769,217,188,0,405,298,0,97,10,230,14,1,0,1,1,1,21,0,1,1,0,0,8,2,1,2,5,2,0,4,3,405
265,"PRA0PA0BELA AHIRAN",745,557,0,1302,439,321,0,760,507,0,108,23,281,288,7,7,0,6,0,1,2,2,2,2,2,6,4,1,3,12,1,1,0,1,760
266,"ZILA P.PRA.PA.PHACHKRA PASHICHAMI BHAG-1",469,388,0,857,277,223,0,500,497,0,98,14,229,122,0,1,0,0,1,2,0,0,3,2,2,5,3,0,0,9,0,1,0,8,500
267,"ZILA P.PRA.PA.PHACHAKRA PASHICHAMI BHAG-2",326,319,0,645,231,204,0,435,238,0,120,9,183,95,5,1,0,1,2,0,0,1,1,2,3,6,1,0,0,3,0,0,1,1,435
268,"ZILA P.PRA.PA.PHACHAKRA PURVI BHAG",590,520,0,1110,304,284,0,588,543,0,172,14,243,112,2,5,1,1,2,2,3,1,1,4,4,11,1,0,1,5,1,0,0,2,588
269,"ZILA P.PRA.PA.POORABHANJN PURVI BHAG-1",453,337,0,790,249,185,0,434,12,0,78,7,260,45,2,4,1,8,0,1,3,0,4,5,4,6,0,0,0,1,0,0,1,4,434
270,"ZILA P.PRA.PA.POORABHANJAN PURVI BHAG-2",489,368,0,857,261,208,0,469,251,0,172,6,182,80,2,0,1,0,1,1,1,0,0,0,6,8,3,0,2,3,0,0,0,1,469
271,PRA.PA.SAKRI,556,491,0,1047,310,298,0,608,608,0,113,10,235,192,2,0,1,2,1,1,2,1,2,2,4,7,6,3,1,11,3,0,6,3,608
272,"ZILA P.PRA.PA. POORA RAMDHAN POORADIVAN BHARTGANJ SHIROMANPUR",431,347,0,778,279,231,0,510,6,0,177,12,164,124,1,1,0,0,1,3,4,1,1,2,2,3,1,0,0,4,1,1,1,6,510
273,"ZILA P.PRA.PA.   BHARTGANJ SHIROMANPUR UTTRI BHAG",709,598,0,1307,357,308,0,665,656,0,22,33,260,314,6,3,2,1,1,0,1,1,3,5,0,2,0,1,1,4,1,0,2,2,665
274,"ZILZ P.PR.PA.BHARAT GANG SIROMAN PUR SOUTH PART",544,454,0,998,332,233,0,565,565,0,20,69,328,139,1,0,0,0,2,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,565
275,"ZILA P.PR.PA.BHARATGANG SIROMANPUR EAST PART",481,369,0,850,135,169,0,304,227,0,26,109,9,149,1,1,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,1,0,1,304
276,"ZILZ P.PR.PA.BHARATGANG SIROMAN PUR W.PART",512,384,0,896,208,198,0,406,406,0,160,68,25,135,0,1,0,1,0,0,0,0,4,0,1,3,4,1,0,3,0,0,0,0,406
277,"ZILA P.PR.PA.BHARATGANJ SIROMANPUR MIDLE PART-1",536,460,0,996,178,178,0,356,237,0,90,77,55,94,2,0,1,2,3,1,0,3,3,1,3,11,3,0,1,3,1,0,0,2,356
278,"ZILA P.PR.KANYA PA.BHARATGANJ SIROMANPUR MIDLE PART-2",535,425,0,960,188,201,0,389,310,0,57,107,38,152,7,2,1,0,3,2,1,1,2,3,2,5,1,0,0,1,0,1,2,1,389
279,"BASHIK J.KANAYA VIDALAYA NIGDIL TULSI TALAB BHARATGANJ SIROMANPUR N.PART",571,440,0,1011,214,203,0,417,411,0,28,76,134,144,5,2,1,1,0,2,3,4,2,0,0,2,0,0,1,7,0,2,0,3,417
280,"JANTA SHICHA SADAN INTER COLLEJE BHARAT GANJ SIROMANPUR N.PART",560,497,0,1057,302,242,0,544,25,0,52,45,287,113,6,0,1,0,2,1,1,2,3,7,0,9,2,0,2,3,1,2,2,3,544
281,"JANTA SHIKSHA SADAN IN.COOL.BHARTHGANJ SHIJOMANPUR MD.BHAG-1",922,680,0,1602,363,235,0,598,592,0,49,79,72,362,2,3,1,1,3,4,2,0,1,3,1,1,1,0,3,4,1,1,1,3,598
282,"JANTA SHIKSHA SADAN IN.COOL.BHARTHGANJ SHIJOMANPUR MD.BHAG-2",571,412,0,983,227,213,0,440,328,0,35,146,16,217,2,0,1,1,1,3,1,0,3,2,0,3,3,3,0,1,0,0,0,2,440
283,"JANTA SHIKSHA SADAN IN.COOL.BHARTHGANJ SHIJOMANPUR MD.BHAG-3",621,499,0,1120,256,204,0,460,460,0,83,102,99,155,2,1,0,3,1,0,0,0,0,0,1,6,1,0,0,2,2,0,1,1,460
284,"JANTA SHICHA SADAN INTER COLLEJE BHARAT JANG SIROMANPUR N.PART",710,520,0,1230,361,214,0,575,387,0,14,97,309,134,1,2,0,0,1,0,0,0,5,2,1,4,0,0,0,2,0,0,1,2,575
285,"PR.VIDALAYA MAHUVARI KHURD",966,657,0,1623,422,320,0,742,742,0,49,80,243,314,7,2,1,0,1,2,3,5,0,4,2,3,5,0,4,10,2,1,0,4,742
286,PR.PA.BHARARI,540,432,0,972,313,262,0,575,305,0,24,12,382,125,5,1,0,1,1,0,4,1,0,2,0,2,3,0,4,3,1,0,0,4,575
287,"ZILA P.PR.PA.MANDAKHAS W.PART",778,560,3,1341,296,248,0,544,524,0,26,66,132,289,4,3,0,2,0,1,0,3,3,1,2,6,0,0,2,3,0,0,0,1,544
288,"ZILA PA.PRA.PA. MONDA KHAS PURVI BHAG",749,618,0,1367,376,280,0,656,656,0,64,14,345,181,3,2,1,1,2,4,0,2,5,7,5,5,1,0,3,5,3,0,0,3,656
289,"ZILA PA.PRA.PA. MANNDA KHAS UAYA BHAVAN  DH.BHAG",758,551,0,1309,415,301,0,716,716,0,266,22,356,32,0,6,0,0,0,1,4,2,3,6,2,9,1,0,0,1,0,1,0,4,716
290,"ZILA PA.PRA.PA. MANNDA KHAS NAYA BHAVAN  DH.BHAG",855,643,0,1498,423,302,0,725,50,0,140,40,438,31,3,7,1,3,0,1,2,5,0,8,4,22,3,5,1,6,0,1,1,3,725
291,"BAOLACK SANDHON KENDR  MANNDA KHAS   UTT..BHAG-1",560,372,0,932,264,199,0,463,31,0,144,24,79,187,1,1,1,0,0,0,0,1,2,1,3,8,3,0,2,3,0,0,1,2,463
292,"BAOLACK SANDHON KENDR  MANNDA KHAS   UTT..BHAG-2",522,361,0,883,202,158,0,360,360,0,62,12,155,87,1,3,0,0,2,1,2,1,1,4,2,9,3,1,4,7,0,1,0,2,360
293,"PRA0PA0 HANDIYA UTT.BHAG",857,624,0,1481,432,328,0,760,725,0,72,90,162,335,1,1,1,1,5,0,2,2,4,7,6,14,4,2,4,23,3,4,9,8,760
294,"PRA.PA.HANDIYA DH.BHAG",847,624,0,1471,425,350,0,775,770,0,200,31,343,142,4,11,3,2,1,4,2,2,0,2,3,4,8,1,5,5,0,1,1,0,775
295,"PRA. PA. GIRDHARPUR DH.BHAG-1",687,544,0,1231,330,286,0,616,416,0,74,19,259,149,4,7,1,2,2,6,7,4,3,6,4,25,2,0,5,16,5,3,6,7,616
296,"PRA.PA.GIRDHARPUR DH.BHAG-2",249,221,0,470,122,121,0,243,8,0,116,13,73,19,0,0,0,0,1,1,0,0,0,0,1,7,4,0,0,1,0,2,1,4,243
297,"PRA. PA. GIRDHARPUR UT.BHAG",300,240,0,540,129,129,0,258,258,0,41,1,196,7,0,1,0,0,0,0,1,0,2,0,0,4,2,0,0,0,2,0,0,1,258
