"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASTBHUJA PRASAD TRIPATHI","2 - ADITYANATH","3 - RAJMATI NISHAD","4 - RAM BHUAL NISHAD","5 - INDRA DEO YADAVA","6 - FAIZ AHAMAD FAIZI","7 - MUNNA","8 - RAJIT MISHRA","9 - RAJESH","10 - RADHE MOHAN MISRA","11 - MOHD. WASEEM KHAN","12 - SUBASH KUMAR MAURYA","13 - ACHHE LAL GUPTA","14 - ASHOK","15 - RAMKISHUN","16 - None of the Above","Total Votes Secured"
276,ARYA.KAN.INT.COLL.BUXIPUR.ROOM.NO.3,570,451,0,1021,269,189,0,458,65,0,31,262,132,19,0,6,0,0,0,6,0,0,0,1,0,1,458
277,ARYA.KAN.INT.COLL.BUXIPUR.ROOM.NO.4,262,232,0,494,155,128,0,283,27,0,18,208,30,21,0,0,0,0,0,5,1,0,0,0,0,0,283
278,ARYA.KAN.INT.COLL.BUXIPUR.ROOM.NO.5,560,487,0,1047,343,278,0,621,339,0,21,494,83,10,0,1,0,1,0,9,1,0,1,0,0,0,621
279,ARYA.KAN.INT.COLL.BUXIPUR.ROOM.NO.6,209,179,0,388,87,78,0,165,11,0,10,144,6,1,1,0,0,0,1,1,0,0,0,0,0,1,165
280,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO1",522,495,0,1017,269,261,0,530,277,0,26,422,59,1,1,0,0,0,0,16,1,0,1,1,0,2,530
281,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO2",252,183,0,435,139,89,0,228,203,0,8,173,29,6,0,0,0,0,1,9,1,0,0,0,0,1,228
282,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO3",355,295,0,650,172,151,0,323,87,0,10,232,66,9,0,0,0,1,0,3,0,0,0,1,0,1,323
283,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO4",140,129,0,269,77,67,0,144,3,0,8,79,50,2,0,0,0,0,0,5,0,0,0,0,0,0,144
284,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO5",364,313,0,677,209,151,0,360,23,0,27,95,205,14,0,0,0,0,0,12,1,0,0,0,1,5,360
285,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO6",342,284,0,626,215,165,0,380,14,0,14,242,16,97,0,1,0,0,1,4,0,0,2,2,0,1,380
286,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO 7",138,122,0,260,76,57,0,133,132,0,4,98,22,2,1,0,0,0,0,4,0,0,1,0,1,0,133
287,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO 8",491,444,0,935,291,247,0,538,28,0,15,440,67,5,0,0,0,0,0,10,0,0,0,0,0,1,538
288,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO9",328,262,0,590,231,122,0,353,154,0,8,305,35,2,0,0,0,0,0,2,0,0,0,0,1,0,353
289,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.10",332,282,0,614,200,125,0,325,119,0,9,132,145,29,0,0,0,0,0,9,0,0,0,0,0,1,325
290,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.11",436,387,0,823,228,173,0,401,401,0,27,219,121,16,0,1,0,0,1,6,0,1,1,0,3,5,401
291,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.12",347,295,0,642,199,139,0,338,338,0,9,272,41,4,0,0,0,0,0,11,0,0,0,0,1,0,338
292,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.13",233,190,0,423,140,88,0,228,167,0,9,171,37,2,0,1,0,0,0,6,0,0,0,0,2,0,228
293,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.14",551,470,0,1021,283,205,0,488,68,0,24,161,258,12,0,5,1,0,0,12,10,0,0,1,1,3,488
294,"GOV.JUBLI.INTER COLL.MIYA BAZAR ROOM.NO.15",431,353,0,784,253,195,0,448,295,0,16,205,178,14,0,5,1,0,0,23,1,1,1,2,0,1,448
295,"GANGOTRI DEVI MAHILA MAH.VID.TURKMANPUR ROOM.NO.1",391,328,0,719,225,204,0,429,8,0,19,344,32,19,0,0,0,0,0,12,0,0,0,1,0,2,429
296,"GANGOTRI DEVI MAHILA MAH.VID.TURKMANPUR ROOM.NO.2",501,410,0,911,212,170,0,382,125,0,10,336,18,6,1,0,0,1,0,9,0,0,0,0,1,0,382
297,"GANGOTRI DEVI MAHILA MAH.VID.TURKMANPUR ROOM.NO.3",304,263,0,567,145,119,0,264,260,0,7,225,20,5,0,0,0,0,0,4,0,0,0,0,3,0,264
298,"GANGOTRI DEVI MAHILA MAH.VID.TURKMANPUR ROOM.NO.4",478,418,0,896,260,214,0,474,226,0,19,415,14,17,0,0,1,0,3,1,0,0,1,1,1,1,474
299,P.VID.ALHADADPUR.ROOM.NO.1,471,429,1,901,313,239,0,552,226,0,14,264,87,165,2,1,0,1,0,9,0,0,2,1,2,4,552
300,P.VID.ALHADADPUR.ROOM.NO.2,799,695,0,1494,454,347,0,801,265,0,40,463,164,109,0,3,0,1,1,10,0,1,2,0,0,7,801
301,RAI.ANAND.RAI.MEMO.G.G.SCH.RAIGANJ.UTTARI.ROOM.NO.1,249,190,0,439,133,95,0,228,25,0,9,151,59,4,0,0,0,0,0,0,0,0,0,0,5,0,228
302,RAI.ANAND.RAI.MEMO.G.G.SCH.RAIGANJ.UTTARI.ROOM.NO.2,745,609,0,1354,459,304,0,763,100,0,36,477,209,11,1,3,1,1,0,10,0,2,0,2,5,5,763
303,RAI.ANAND.RAI.MEMO.G.G.SCH.RAIGANJ.UTTARI.ROOM.NO.2,695,587,0,1282,412,309,0,721,400,0,29,435,186,33,3,2,1,0,0,26,1,0,1,2,1,1,721
304,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.1",431,378,0,809,235,192,0,427,11,0,37,119,237,19,1,1,0,0,0,10,0,0,0,1,0,2,427
305,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.2",395,339,0,734,241,185,0,426,119,0,29,194,138,54,0,0,1,0,0,7,0,0,0,0,1,2,426
306,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.3",798,677,0,1475,452,349,0,801,10,0,39,524,196,26,0,0,0,0,1,5,1,1,1,1,3,3,801
307,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.4",334,285,0,619,193,127,0,320,22,0,7,194,68,42,0,0,0,1,0,4,0,0,2,0,1,1,320
308,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.5",282,223,0,505,146,116,0,262,189,0,16,121,93,12,0,1,0,0,0,13,1,0,0,0,1,4,262
309,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.6",598,519,0,1117,346,267,0,613,323,0,37,373,173,8,1,1,0,0,0,15,1,0,0,1,0,3,613
310,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.7",438,392,0,830,277,241,0,518,145,0,19,474,10,5,0,0,0,0,0,3,0,0,3,0,2,2,518
311,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.8",326,305,0,631,193,151,0,344,40,0,17,212,97,13,1,0,0,0,0,3,0,0,0,0,0,1,344
312,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.9",301,253,0,554,140,83,0,223,100,0,20,8,164,19,1,1,0,0,0,8,1,0,0,0,0,1,223
313,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.10",433,351,0,784,190,176,0,366,146,0,26,307,9,3,0,0,1,0,0,13,2,0,0,0,0,5,366
314,"SEN‍T EN‍DRYOOJ INT.COLL.JAGARNATHPUR .ROOM.NO.11",220,185,0,405,120,116,0,236,5,0,14,204,9,2,0,0,0,0,0,2,0,0,0,0,0,5,236
315,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO1",715,625,0,1340,362,314,0,676,350,0,35,592,5,6,2,1,0,3,1,20,0,0,0,0,11,0,676
316,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO2",502,440,0,942,255,216,0,471,176,0,43,341,20,52,0,0,0,1,0,8,0,0,1,0,0,5,471
317,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO3",474,398,0,872,226,183,0,409,6,0,31,259,23,69,0,0,0,3,0,10,0,3,0,2,2,7,409
318,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO4",730,631,0,1361,422,258,0,680,406,0,49,350,40,204,1,0,1,0,2,28,0,0,1,2,1,1,680
319,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO5",503,430,0,933,222,199,0,421,220,0,11,371,21,4,0,0,0,0,0,11,0,0,0,0,3,0,421
320,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO6",756,654,0,1410,372,334,0,706,225,0,45,505,41,84,1,0,1,0,0,15,0,1,1,0,0,12,706
321,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO7",648,509,0,1157,253,214,0,467,467,0,20,401,15,2,0,0,1,1,1,13,1,1,2,2,2,5,467
322,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.1",468,423,0,891,259,213,0,472,159,0,25,385,31,3,0,0,0,0,0,23,3,1,0,0,1,0,472
323,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.2",435,321,0,756,172,137,0,309,28,0,23,221,39,8,0,1,0,1,1,12,1,1,0,0,0,1,309
324,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.3",401,276,0,677,132,111,0,243,240,0,16,187,11,17,0,0,0,0,0,6,0,0,1,0,0,5,243
325,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.4",494,407,0,901,200,152,0,352,348,0,57,191,52,33,0,0,0,0,0,10,0,1,1,0,1,6,352
326,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.5",346,237,0,583,109,76,0,185,177,0,17,132,14,12,1,0,0,0,0,6,1,0,0,0,0,2,185
327,"SEN‍TAEN‍DRYUAJ. DIGRI . COLL.GKP.ROOM.NO.6",195,123,0,318,72,54,0,126,91,0,2,98,10,2,0,3,0,0,0,7,1,1,0,0,0,2,126
328,"MAHARANA PRATAP SIN.SEC.SCH.MANGLA.DEVI.M.BATIAHATA ROOM.NO7",469,393,0,862,227,205,0,432,432,0,15,379,22,4,0,0,0,0,1,8,1,0,0,0,0,2,432
329,"BABA SENTRAL SCH.BILANDPUR INDRANAGAR",837,657,0,1494,414,337,0,751,67,0,29,507,107,65,0,2,2,3,0,21,1,2,4,2,1,5,751
330,"BABA SENTRAL SCH.BILANDPUR INDRANAGAR",603,517,0,1120,273,243,0,516,511,0,17,311,45,122,1,0,0,0,2,7,4,2,0,2,3,0,516
331,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO3",453,375,0,828,196,167,0,363,15,0,12,303,29,1,0,0,1,0,0,13,0,0,0,1,0,3,363
332,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO4",386,380,0,766,182,177,0,359,23,0,11,291,30,14,0,0,2,0,1,6,0,0,0,0,4,0,359
333,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO5",671,586,0,1257,359,338,0,697,248,0,13,329,154,157,7,0,4,0,1,5,12,4,2,0,3,6,697
334,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO 6",269,249,0,518,150,131,0,281,20,0,12,223,20,19,0,0,0,0,0,3,0,0,1,0,0,3,281
335,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO7",760,654,0,1414,390,318,0,708,678,0,43,560,59,17,0,1,0,0,0,16,0,0,1,1,1,9,708
336,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR ROOM.NO8",200,176,0,376,107,114,0,221,118,0,11,190,10,3,0,0,0,0,0,6,0,0,0,0,0,1,221
337,"JANTA BHARTI JU.HIGH.SCH.DAUDPUR .TIN SED UTTRI  BHAG",634,559,0,1193,292,252,0,544,543,0,26,444,31,14,0,0,0,0,0,22,0,0,0,1,1,5,544
338,"LOK.NAYAK GYAN BHARTI VID.DAUDPUR.ROOM.NO1",472,387,0,859,244,219,0,463,460,0,12,387,35,9,0,0,0,0,0,11,1,1,0,1,2,4,463
339,"LOK.NAYAK GYAN BHARTI VID.DAUDPUR.ROOM.NO2",476,367,0,843,230,172,0,402,399,0,15,263,70,33,0,0,0,0,0,17,1,0,1,0,0,2,402
340,"LOK.NAYAK GYAN BHARTI VID.DAUDPUR.ROOM.NO3",507,429,0,936,239,204,0,443,411,0,13,306,82,26,1,0,1,0,1,10,0,0,0,1,0,2,443
341,"P.VID.DAUDPUR ROOM.NO1",539,434,0,973,324,255,0,579,43,0,21,231,182,91,0,0,5,0,0,11,22,1,3,6,1,5,579
342,"P.VID.DAUDPUR ROOM.NO2",714,611,0,1325,380,321,0,701,173,0,26,493,91,52,3,0,2,0,3,12,14,0,1,2,0,2,701
343,"NAVALS NAT.ACA.SIN.SEC.SCH.SHIVPURI COLONY",734,605,0,1339,389,329,0,718,150,0,15,356,51,255,2,0,9,0,1,7,2,2,4,2,4,8,718
344,"NAVALS NAT.ACA.SIN.SEC.SCH.SHIVPURI COLONY",435,345,0,780,237,187,0,424,22,0,13,337,20,40,0,0,1,0,1,7,1,0,0,0,1,3,424
345,"ARUNDHATI DEVI JU.H.SCH.RUSTAMPUR .ROOM.NO.1",869,702,0,1571,417,357,0,774,272,0,40,554,72,71,1,0,0,1,0,22,0,0,2,2,0,9,774
346,"ARUNDHATI DEVI JU.H.SCH.RUSTAMPUR .ROOM.NO.2",864,704,0,1568,432,330,0,762,700,0,38,568,71,57,0,0,1,0,1,12,5,0,1,0,1,7,762
347,"ARUNDHATI DEVI JU.H.SCH.RUSTAMPUR .ROOM.NO.3",471,363,0,834,211,188,0,399,27,0,15,279,69,20,1,1,0,0,0,3,5,0,0,0,0,6,399
348,"GEETA BALIKA VID.AZAD NAGAR",529,403,0,932,232,173,0,405,210,0,14,285,58,35,0,0,0,0,1,4,4,1,0,0,0,3,405
349,"GEETA BALIKA VID.AZAD NAGAR",646,492,0,1138,300,212,0,512,189,0,32,371,54,30,0,0,0,1,0,14,2,0,0,2,0,6,512
350,"GEETA BALIKA VID.AZAD NAGAR",847,654,1,1502,340,283,0,623,605,0,39,437,85,33,0,2,0,0,0,22,1,0,0,0,0,4,623
351,"GEETA BALIKA VID.AZAD NAGAR",696,584,0,1280,343,307,0,650,639,0,37,434,112,36,0,1,2,0,0,18,3,0,0,1,1,5,650
352,"JAMIYA.RAJVIYA.MERAJUL OLUM.CHILMAPUR ROOM.NO.1",835,700,0,1535,406,343,0,749,22,0,47,199,348,73,0,2,1,0,1,65,3,0,2,0,2,6,749
353,"JAMIYA.RAJVIYA.MERAJUL OLUM.CHILMAPUR ROOM.NO.2",847,720,0,1567,416,360,0,776,122,0,42,357,269,57,0,2,0,0,0,38,3,1,0,0,2,5,776
354,"CENTRAL ACA.GORAKHPUR.(BHARWLAIYA KHURAD )",719,601,0,1320,335,342,0,677,677,0,35,509,82,22,0,0,0,0,0,19,2,0,0,2,0,6,677
355,"LITLE STAR CHILDREN ACA.(INDRANAGAR) BILANDPUR ROOM NO 1",291,257,0,548,153,142,0,295,120,0,15,245,15,4,0,0,0,0,1,13,1,0,0,1,0,0,295
356,"LITLE STAR CHILDREN ACA.(INDRANAGAR) BILANDPUR ROOM NO 2",341,299,0,640,145,122,0,267,143,0,5,225,12,4,0,0,1,0,0,14,1,0,0,0,0,5,267
357,"LITLE STAR CHILDREN ACA.(INDRANAGAR) BILANDPUR ROOM NO 3",536,475,0,1011,267,214,0,481,479,0,26,389,23,26,0,0,0,0,1,9,1,0,2,0,1,3,481
358,"LITLE STAR CHILDREN ACA.(INDRANAGAR) BILANDPUR ROOM NO 3",532,443,0,975,230,170,0,400,358,0,25,310,42,11,0,0,0,0,0,6,0,0,2,0,1,3,400
359,"CARMAL GERLS INT.COLL.ROOM.NO.1",323,246,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,"CARMAL GERLS INT.COLL.ROOM.NO.2",235,160,0,395,93,65,0,158,158,0,16,112,12,8,0,0,0,0,0,9,0,0,0,1,0,0,158
361,"CARMAL GERLS INT.COLL.ROOM.NO.3",421,252,0,673,170,101,0,271,185,0,26,206,15,6,0,0,0,0,0,10,0,0,1,2,0,5,271
362,"CARMAL GERLS INT.COLL.ROOM.NO.4",215,186,0,401,66,78,0,144,139,0,15,100,9,6,0,0,0,0,0,12,0,0,0,0,0,2,144
363,"CARMAL GERLS INT.COLL.ROOM.NO.5",279,203,0,482,112,81,0,193,191,0,11,143,21,8,0,0,0,0,1,3,5,0,0,0,0,1,193
364,"CARMAL GERLS INT.COLL.ROOM.NO.6",446,264,0,710,127,100,0,227,222,0,9,129,25,12,0,0,0,1,2,2,45,1,0,0,0,1,227
365,"CARMAL GERLS INT.COLL.ROOM.NO.7",239,138,0,377,40,36,0,76,75,0,8,49,12,5,0,0,0,0,0,2,0,0,0,0,0,0,76
366,"CARMAL GERLS INT.COLL.ROOM.NO.8",154,107,0,261,54,49,0,103,103,0,3,67,17,9,0,0,0,0,0,6,0,0,0,0,0,1,103
367,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO1",620,449,0,1069,227,166,0,393,290,0,32,276,41,23,0,0,0,0,1,17,0,0,0,0,0,3,393
368,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA  ROOM.NO2",288,257,0,545,103,88,0,191,140,0,28,116,27,13,0,0,0,0,0,3,0,2,0,1,0,1,191
369,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO3",483,399,0,882,191,160,0,351,87,0,30,246,38,13,0,0,0,0,0,18,0,1,1,0,0,4,351
370,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO4",216,186,0,402,85,79,0,164,120,0,21,104,12,14,0,0,0,0,0,12,0,0,0,0,0,1,164
371,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO5",358,288,0,646,165,146,0,311,141,0,47,180,32,34,2,0,0,1,0,12,0,0,0,0,1,2,311
372,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO6",142,115,0,257,61,41,0,102,70,0,14,64,11,8,0,0,0,0,0,5,0,0,0,0,0,0,102
373,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA.ROOM.NO7",315,239,0,554,174,144,0,318,32,0,47,182,51,22,0,1,3,0,1,8,0,0,0,2,0,1,318
374,"PURV.RAILWAY.SIN.SEC.SCH.RAILWAY KAUA BAG  JAIRAMPUR KATKA..ROOM.NO8",103,95,1,199,47,37,0,84,82,0,14,51,8,10,0,0,0,0,0,0,1,0,0,0,0,0,84
375,"P.VID.MOHADDIPUR ROOM.NO01",550,427,0,977,260,199,0,459,200,0,31,280,19,84,2,1,1,1,1,18,1,0,7,1,4,8,459
376,"P.VID.MOHADDIPUR ROOM.NO.2",281,217,0,498,161,102,0,263,260,0,24,147,27,58,0,0,1,0,0,3,0,0,1,0,0,2,263
377,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.1,614,563,1,1178,310,276,0,586,381,0,48,368,46,101,0,1,3,0,0,14,1,1,0,1,1,1,586
378,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.2,297,272,0,569,160,138,0,298,68,0,17,219,21,24,1,0,1,1,0,5,1,2,1,0,0,5,298
379,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.3,355,312,0,667,172,140,0,312,140,0,22,239,24,11,0,1,1,1,0,12,0,0,1,0,0,0,312
380,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.4,583,496,0,1079,236,242,0,478,214,0,37,332,29,47,3,0,0,0,0,26,0,1,0,0,1,2,478
381,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.5,487,453,0,940,234,209,0,443,443,0,25,354,25,14,0,0,0,0,0,19,0,0,0,0,0,6,443
382,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.6,423,342,0,765,185,158,0,343,141,0,21,211,60,37,0,0,0,0,1,5,2,0,1,0,0,5,343
383,RAFI.AHMAD.KIDWAI.INT.COLL.PADHA.ROOM.NO.7,677,563,0,1240,298,290,0,588,145,0,47,419,74,17,0,0,1,0,0,22,1,0,0,0,1,6,588
384,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",317,249,0,566,142,101,0,243,109,0,37,165,26,11,0,0,0,0,1,3,0,0,0,0,0,0,243
385,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",197,136,0,333,83,61,0,144,90,0,10,123,2,3,0,0,0,0,0,6,0,0,0,0,0,0,144
386,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",591,481,0,1072,260,211,0,471,143,0,30,301,75,39,0,0,1,1,0,14,0,1,4,2,0,3,471
387,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",223,193,0,416,130,98,0,228,142,0,17,185,8,6,0,0,0,0,0,9,0,0,0,1,0,2,228
388,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",328,287,0,615,173,130,0,303,121,0,23,234,33,6,0,0,0,0,1,3,1,0,0,0,0,2,303
389,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",467,385,0,852,263,212,0,475,160,0,34,360,41,24,0,0,0,0,1,12,0,0,1,1,0,1,475
390,"KASTURBA.BAL.VID.MANDIR.JU.HIGH.SCH.RAMGADH TAL RAILWAY COLONY PADHA",434,354,0,788,213,168,0,381,381,0,17,296,9,40,0,0,0,0,0,14,1,0,0,2,1,1,381
391,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.1 (MAHADEV JHARKHANDI TU.NO.3)",695,582,1,1278,326,277,0,603,301,0,36,280,66,192,1,2,1,1,1,12,2,1,3,2,0,3,603
392,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.2 (MAHADEV JHARKHANDI TU.NO.3)",809,671,1,1481,350,286,0,636,560,0,25,336,115,133,0,0,0,0,0,18,0,0,0,0,2,7,636
393,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.3 (MAHADEV JHARKHANDI TU.NO.3)",1024,854,0,1878,460,368,0,828,75,0,36,460,220,65,2,1,0,1,1,28,1,5,1,2,0,5,828
394,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.4 (MAHADEV JHARKHANDI TU.NO.3)",1015,810,0,1825,403,372,0,775,127,0,55,536,94,47,0,0,1,0,0,31,0,3,1,1,1,5,775
395,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.5 (MAHADEV JHARKHANDI TU.NO.3)",945,764,0,1709,485,370,0,855,535,0,99,450,176,99,0,0,1,1,2,17,0,0,0,0,0,10,855
396,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.6 (MAHADEV JHARKHANDI TU.NO.3)",537,399,0,936,251,188,0,439,142,0,44,249,79,54,0,0,0,0,0,10,0,0,0,1,1,1,439
397,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.7 (MAHADEV JHARKHANDI TU.NO.3)",721,647,0,1368,316,278,0,594,49,0,39,421,61,52,0,0,0,0,0,15,0,0,1,1,0,4,594
398,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.8 (MAHADEV JHARKHANDI TU.NO.3)",406,355,0,761,168,157,0,325,213,0,27,242,35,12,0,0,0,0,0,6,2,0,0,0,0,1,325
399,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.9 (MAHADEV JHARKHANDI TU.NO.3)",891,771,0,1662,430,361,0,791,400,0,21,369,227,143,1,1,0,1,1,14,1,1,3,2,1,5,791
400,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.10 (MAHADEV JHARKHANDI TU.NO.3)",507,455,0,962,256,235,0,491,88,0,26,272,67,111,0,1,0,0,0,5,1,1,1,0,2,4,491
401,"MAHADEV JHARKHANDI TU.NO.11",696,617,1,1314,268,262,0,530,530,0,31,375,85,20,1,0,0,0,0,13,0,0,0,1,0,4,530
402,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.12 (MAHADEV JHARKHANDI TU.NO.3)",704,592,0,1296,298,281,0,579,23,0,25,456,34,23,1,1,0,0,0,31,0,1,1,0,2,4,579
403,"MAHADEV JHARKHANDI TU.NO.13",912,779,0,1691,381,351,0,732,76,0,45,530,55,61,1,0,1,2,1,23,1,3,1,0,2,6,732
404,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.14 (MAHADEV JHARKHANDI TU.NO.3)",658,584,0,1242,323,395,0,718,715,0,23,513,108,40,1,0,0,1,0,15,0,1,6,2,1,7,718
405,"NEENA THAPA INT.COLL.JHARNA TOLA ROOM.NO.15 (MAHADEV JHARKHANDI TU.NO.3)",849,692,0,1541,399,282,0,681,550,0,18,500,103,33,0,0,0,2,0,19,0,1,0,0,0,5,681
406,"MALVIYA SHIKSHA NIKATAN.ING.COLL.ROOM.NO.1 (MAHADEV.JHARKHANDI.TU.2)",947,771,0,1718,455,349,0,804,98,0,27,425,305,19,3,3,0,0,0,16,0,0,3,2,0,1,804
407,"MALVIYA SHIKSHA NIKATAN.ING.COLL.ROOM.NO.2(MAHADEV.JHARKHANDI.TU.2)",814,596,0,1410,365,270,0,635,510,0,43,413,123,25,3,1,2,1,1,12,1,1,2,0,1,6,635
408,"MALVIYA SHIKSHA NIKATAN.ING.COLL.ROOM.NO.3 (MAHADEV.JHARKHANDI.TU.2)",776,609,0,1385,350,268,0,618,400,0,33,453,66,27,7,0,0,1,0,20,0,1,1,1,2,6,618
409,"KARAMCHARI KALYAN SANGH BHAWAN .ING.COLL.(MAHADEV.JHARKHANDI.TU.NO.2)",786,630,1,1417,372,265,0,637,617,0,48,434,77,42,2,3,0,1,2,20,1,1,4,0,0,2,637
410,"PU.MA.VID.MAHADEV.JHA.TU.NO.1 GIRDHARAGANAJ .ROOM.NO.1",615,540,0,1155,382,294,0,676,646,0,57,408,148,47,0,0,0,0,2,6,0,0,0,2,0,6,676
411,"PU.MA.VID.MAHADEV.JHA.TU.NO.1 GIRDHARAGANAJ .ROOM.NO.2",620,542,0,1162,366,282,0,648,635,0,29,492,65,39,6,1,0,0,0,12,0,0,0,2,0,2,648
