"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
13,P.V.SONHULA,370,280,0,650,138,139,0,277,226,0,160,3,85,10,1,0,0,3,1,6,1,1,6,277
14,P.V.KARAUDI,415,326,0,741,292,210,0,502,42,0,314,12,112,25,0,3,2,12,1,8,2,2,9,502
15,P.V.DUMARIYA,681,484,0,1165,366,241,0,607,22,0,290,135,133,20,3,1,3,0,2,9,4,1,6,607
16,P.V.SARAYA,593,522,0,1115,260,221,0,481,481,0,319,42,52,29,1,0,0,5,0,9,4,1,19,481
17,"P.V.MAJHAWALIYA R.NO. -1",737,592,0,1329,329,300,0,629,237,0,347,77,122,26,1,2,3,23,4,8,4,3,9,629
18,"P.V.MAJHAWALIYA R.NO-2",783,621,0,1404,347,300,0,647,53,0,186,175,241,10,1,0,3,8,1,9,4,1,8,647
19,P.V.SAJHAWALIYA,301,258,0,559,162,166,0,328,12,0,139,113,52,8,1,1,2,2,2,5,1,2,0,328
20,P.V.NARAYANPUR,325,228,0,553,144,127,0,271,106,0,201,1,50,9,1,0,0,0,0,1,0,0,8,271
21,"P.V.EKADANGA R.NO.1",679,547,0,1226,233,250,0,483,185,0,303,23,108,22,4,2,0,1,2,10,4,1,3,483
22,"P.V.EKADANGA R.NO.2",620,462,0,1082,342,239,0,581,142,0,265,108,160,16,3,0,3,13,0,4,1,3,5,581
23,"P.V.DEORIA DUBEY",212,157,0,369,101,90,0,191,22,0,148,19,14,4,0,0,1,0,0,2,1,0,2,191
24,"P.V.BERAUNA R.NO.-1",572,488,0,1060,282,281,0,563,52,0,294,30,155,43,7,0,8,8,4,9,1,0,4,563
25,"P.V.BAIRAUNA R.NO.2",819,689,0,1508,408,323,0,731,75,0,522,51,62,41,3,1,0,10,3,19,6,4,9,731
26,P.V.SHAHPUR,374,315,0,689,197,210,0,407,105,0,223,38,77,30,2,0,3,6,2,12,5,1,8,407
27,"P.V.MUNDERA BUJURG",528,383,0,911,280,266,0,546,36,0,320,5,171,8,0,1,3,1,1,18,0,2,16,546
28,".PV.AHILAWAR BUJURG R.NO.1",488,405,0,893,261,217,0,478,10,0,436,4,18,4,0,0,1,0,0,2,0,0,13,478
29,"P.V.AHILAWAR BUJURG R.NO.2",531,478,0,1009,298,265,0,563,563,0,453,28,44,8,1,0,0,1,0,4,5,6,13,563
30,P.V.SUKARAULI,137,121,0,258,73,83,0,156,16,0,16,5,107,23,1,0,0,1,0,0,3,0,0,156
31,"P.V.PARASIYA BHANDARI",711,563,0,1274,378,355,0,733,104,0,456,70,152,18,5,0,3,1,1,14,4,2,7,733
32,"P.V.CHAKARAY BADALDAS",585,462,0,1047,316,240,0,556,441,0,241,90,165,32,3,0,0,1,2,5,6,2,9,556
33,"P.V.SONUGHAT R.NO.1",520,439,0,959,286,235,0,521,10,0,268,156,60,14,2,0,3,0,0,6,6,0,6,521
34,"P.V.SONUGHAT R.NO.2",689,537,0,1226,360,336,0,696,10,0,152,108,369,13,4,1,3,2,2,10,5,6,21,696
35,"SA.S.SMITI PIPARA CHANDRABHAN",738,587,0,1325,372,315,0,687,87,0,314,212,94,23,2,3,1,7,0,8,5,4,14,687
36,"P.V.PIPARA CHANDRABHAN R.NO.1",454,360,0,814,210,171,0,381,33,0,160,24,137,31,3,1,2,2,1,3,4,4,9,381
37,"P.V.PIPARA CHANDRABHAN R.NO.2",519,434,0,953,274,214,0,488,10,0,329,30,47,42,5,2,2,3,0,8,1,2,17,488
38,P.V.NADAULI,359,301,0,660,163,192,0,355,18,0,278,6,22,15,1,0,2,3,2,10,2,1,13,355
39,P.V.P.V.SUVUKHAR,586,511,0,1097,319,300,0,619,10,0,407,12,158,11,5,2,3,3,2,4,3,3,6,619
40,"P.V.PIPARA MISHRA",292,247,0,539,159,151,0,310,25,0,199,10,89,3,1,0,2,0,1,2,0,2,1,310
41,P.V.PACHAUHA,631,507,0,1138,312,290,0,602,10,0,264,16,237,26,1,0,5,4,3,19,2,2,23,602
42,P.V.HARAKHAULI,413,387,0,800,223,265,0,488,6,0,243,104,93,11,2,2,1,3,3,14,4,2,6,488
43,"PURV MA.V. GADER R.NO. 1",786,630,0,1416,384,378,0,762,556,0,590,39,69,14,2,0,1,10,6,13,2,2,14,762
44,"PURV MA.V. GADER R.NO. 2",583,471,0,1054,286,279,0,565,56,0,279,104,118,17,2,2,3,24,0,6,5,1,4,565
45,P.V.BAYANA,449,364,0,813,207,212,0,419,419,0,250,84,51,11,0,1,1,10,0,8,0,0,3,419
46,P.V.BARAWA,299,249,0,548,137,142,0,279,265,0,131,72,24,5,2,2,0,21,2,1,1,0,18,279
47,"PANCHAYAT BHAWAN BABHANI",206,187,0,393,115,121,0,236,10,0,91,11,128,5,0,0,0,0,0,0,1,0,0,236
48,P.V.TEKUA,277,246,0,523,143,139,0,282,2,0,147,72,38,11,0,0,1,4,0,5,1,1,2,282
49,"SHANTINIKETAN INTER COLLEGE TEKUA",485,395,1,881,249,285,0,534,500,0,354,7,86,34,1,0,6,21,3,11,1,1,9,534
50,P.V.TENUA,821,655,0,1476,326,318,0,644,644,0,338,96,127,21,1,2,3,15,5,14,4,2,16,644
51,"P.V.PADARI CHHATRAPATI",383,283,0,666,205,161,0,366,250,0,202,33,52,65,2,0,0,4,0,4,0,0,4,366
52,"P.V.KHAJURI BATT",241,220,0,461,139,120,0,259,10,0,121,60,49,5,0,0,0,17,0,2,1,1,3,259
53,"P.V.KUIYA R.NO.1",517,412,0,929,249,239,0,488,485,0,255,56,69,22,1,3,1,49,0,6,3,6,17,488
54,"P.V.KUIYA R.NO.2",505,415,0,920,234,197,0,431,10,0,263,50,75,9,0,0,1,12,3,5,3,4,6,431
55,"P.V.BARDIHA NATHAMAL",366,358,0,724,188,252,0,440,10,0,193,70,129,24,1,1,1,11,2,3,2,0,3,440
56,P.V.BADPURWA,654,578,0,1232,369,365,0,734,10,0,379,53,223,38,2,1,3,4,1,18,4,4,4,734
57,"P.V.THAKUR DEORIA",505,436,0,941,251,276,0,527,10,0,298,43,128,30,0,0,2,6,1,7,2,4,6,527
58,P.V.KARAUDI,733,584,0,1317,365,360,0,725,300,0,300,202,156,12,3,1,6,1,3,8,6,9,18,725
59,"P.V.NAKADAH FULAWARIYA",591,473,0,1064,320,268,0,588,588,0,263,179,98,9,2,3,3,1,0,11,3,3,13,588
60,"P.V.BADAYA FULAWARIYA R.NO.1",581,467,0,1048,304,277,0,581,579,0,319,77,129,7,3,2,2,4,1,12,6,3,16,581
61,"P.V.BADAYA FULAWARIYA R.NO.2",617,475,0,1092,314,268,0,582,410,0,421,43,40,35,2,1,5,2,1,19,3,3,7,582
62,"P.V.MISHRAULI URF TARAULI",301,301,0,602,157,195,0,352,10,0,83,140,89,14,2,0,2,1,1,3,7,3,7,352
63,"SA.S.SAMITI PARASIYA NIRANJAN",224,190,0,414,133,120,0,253,121,0,143,23,75,3,0,1,1,0,0,2,1,1,3,253
64,"P.V.BARAULI R.NO.1",663,511,0,1174,339,331,0,670,160,0,327,44,184,68,3,4,2,2,3,8,3,3,19,670
65,"P.V.BARAULI R.NO.2",408,332,0,740,185,163,0,348,10,0,65,196,62,10,0,1,1,2,0,5,3,0,3,348
66,P.V.MUNDERA,313,269,0,582,190,180,0,370,2,0,295,32,21,3,0,0,0,1,1,5,1,3,8,370
67,"P.V.JOGIYA STHIT GRAM JOGDIHA",196,178,0,374,98,86,0,184,100,0,88,59,27,2,0,0,0,2,1,1,0,1,3,184
68,"PURV MA.V.JOGIYA",420,359,0,779,165,164,0,329,10,0,158,66,68,10,1,0,1,2,1,5,1,3,13,329
69,"P.V.KARAYAL SHUKLA R.NO.1",357,289,0,646,188,153,0,341,341,0,178,99,21,25,1,1,2,1,1,6,1,1,4,341
70,"P.V.KARAYAL SHUKLA R.NO.2",395,320,0,715,195,164,0,359,210,0,118,11,173,19,3,2,3,3,1,6,4,2,14,359
71,"P.V.PURAINA SHUKLA",337,294,0,631,199,212,0,411,351,0,165,79,85,33,1,3,4,1,5,10,2,3,20,411
72,"P.V.KARAYAL UPADHYAY",337,322,0,659,210,233,0,443,10,0,254,43,114,18,0,0,2,3,1,4,1,0,3,443
73,P.V.BHITAHA,297,236,0,533,121,154,0,275,5,0,191,9,21,19,3,1,0,12,0,5,2,3,9,275
74,P.V.TALAURA,301,239,0,540,161,149,0,310,10,0,120,161,14,5,0,1,0,1,0,4,0,2,2,310
75,P.V.BHULAIPUR,275,243,0,518,149,121,0,270,264,0,131,108,13,9,1,0,0,0,0,3,0,4,1,270
76,P.V.NAYPUR,557,458,0,1015,229,261,0,490,240,0,241,49,115,50,2,0,1,7,0,5,10,1,9,490
77,P.V.GANGACHAK,561,436,0,997,266,276,0,542,10,0,102,393,15,8,2,4,1,7,2,5,1,1,1,542
78,"P.V.KHADESAR R.NO.1",790,662,1,1453,359,362,0,721,380,0,402,63,114,55,7,2,5,22,7,11,7,15,11,721
79,"P.V.KHADESAR R.NO.2",205,162,0,367,118,73,0,191,150,0,61,112,1,2,0,0,1,9,1,0,0,1,3,191
80,"P.V.AJAYPURA R.NO.1",456,347,0,803,206,184,0,390,268,0,114,111,122,6,1,1,2,10,1,4,4,6,8,390
81,"P.V.AJAYPURA R.NO.2",416,321,0,737,160,164,0,324,10,0,262,21,11,6,2,0,0,3,1,5,3,5,5,324
82,"P.V.DEVPAR VIRSINGHPUR",685,535,0,1220,364,278,0,642,642,0,150,233,199,15,0,1,4,4,4,8,5,7,12,642
83,"P.V.HARNAHI R.NO.1",754,587,0,1341,370,394,0,764,10,0,475,142,103,9,0,1,0,6,5,12,1,10,0,764
84,"P.V.HARNAHI R.NO.2",208,152,0,360,96,80,0,176,50,0,55,60,48,4,0,1,2,0,0,4,0,1,1,176
85,"P.V.KHUDIYA BUJURG",436,401,0,837,261,210,0,471,10,0,387,60,7,8,0,0,0,0,0,7,0,0,2,471
86,"P.V.KHUDIYA KHURD",145,124,0,269,85,67,0,152,40,0,93,52,5,1,0,0,0,0,0,0,0,0,1,152
87,P.V.NETWAR,475,424,0,899,283,278,0,561,429,0,239,90,208,4,1,0,0,3,1,2,1,0,12,561
88,"SSHRI HANUMAN VIDYA MANDIR BARAO",519,380,0,899,257,227,0,484,10,0,252,65,116,25,1,0,3,0,0,3,1,4,14,484
89,"P.V.SAMOGAR R.NO.1",373,314,0,687,173,142,0,315,20,0,197,66,14,10,1,0,1,3,2,7,1,3,10,315
90,"P.V.SAMOGAR R.NO.2",596,508,0,1104,282,279,0,561,10,0,272,74,103,31,0,4,6,15,5,22,6,6,17,561
91,"P.V.SAMOGAR R.NO.3",382,397,0,779,180,143,0,323,10,0,178,73,48,7,1,0,3,2,1,1,0,6,3,323
92,"P.V.MOHARA R.NO.1",438,371,0,809,190,206,0,396,10,0,225,30,114,12,0,1,2,1,3,2,1,1,4,396
93,"P.V.MOHARA R.NO.2",348,327,0,675,157,181,0,338,10,0,99,100,111,0,2,0,1,3,4,2,4,3,9,338
94,"P.V.BHADILA AVVAL",509,422,0,931,254,184,0,438,338,0,212,139,27,19,5,2,1,2,1,9,3,2,16,438
95,"P.V.BAHDILA DOYAM R.NO.1",326,325,0,651,153,171,0,324,10,0,270,20,13,5,0,0,2,0,0,6,1,2,5,324
96,"P.V.BHADILA DOYAM R.NO.2",278,270,0,548,152,140,0,292,10,0,122,71,81,4,0,0,1,2,2,1,1,2,5,292
97,"P.V.MAHENBABU RNO.1",523,436,0,959,275,272,0,547,10,0,344,86,37,49,1,1,2,1,2,9,2,4,9,547
98,"P.V.MAHEN BABU R.NO.2",553,415,0,968,260,230,0,490,10,0,251,139,52,22,2,0,2,1,0,7,3,2,9,490
99,"P.V.MAHEN BABU R.NO.3",662,465,0,1127,307,266,0,573,209,0,249,142,118,16,0,2,3,2,3,7,6,6,19,573
100,"P.V.DUBAULI R.NO.1",209,231,0,440,94,116,0,210,158,0,104,56,35,9,0,1,0,2,0,2,1,0,0,210
101,"P.V.DUBAULI R.NO.2",407,330,0,737,172,191,0,363,339,0,224,28,64,32,2,0,0,0,3,8,1,0,1,363
102,"P.V.KOLHUA R.NO.1",374,300,0,674,221,208,0,429,10,0,245,12,152,5,3,0,1,0,0,3,1,0,7,429
103,"P.V.KOLHUA R.NO.2",358,344,0,702,190,162,0,352,340,0,204,44,62,27,2,0,1,0,0,4,2,0,6,352
104,"P.V.PAKADI TIWARI",349,291,0,640,175,182,0,357,10,0,93,102,116,18,0,0,1,6,1,8,3,3,6,357
105,"P.V.AMMA PANDEY",300,247,0,547,153,137,0,290,288,0,143,57,72,2,1,0,2,1,1,10,0,1,0,290
106,P.V.HARICHARANPUR,395,335,0,730,212,174,0,386,89,0,225,104,4,10,3,0,3,1,4,8,5,9,10,386
107,P.V.FAKAIPUR,115,146,0,261,76,92,0,168,83,0,103,56,3,4,0,0,0,0,1,0,0,0,1,168
108,"P.V.LABAKANI ISHWAR",513,449,0,962,226,240,0,466,10,0,199,79,153,16,1,1,0,2,0,5,4,2,4,466
109,"P.V.LABAKANI GANGA",416,407,0,823,202,245,0,447,10,0,195,25,152,41,2,0,7,10,1,10,0,1,3,447
110,P.V.BHIKHAMPURA,653,525,0,1178,295,340,0,635,40,0,434,62,29,26,4,1,3,0,5,36,7,12,16,635
111,"P.V.BADAYA HARADO",806,695,0,1501,392,416,0,808,808,0,374,165,179,30,5,3,5,7,5,20,2,4,9,808
112,P.V.LAXMIPUR,428,356,0,784,183,212,0,395,20,0,249,93,23,11,1,1,1,1,2,4,1,4,4,395
113,P.V.KHORI,614,486,0,1100,268,242,0,510,10,0,348,16,85,28,0,1,0,3,2,5,7,1,14,510
114,"KANYA P.V.KAPARWAR",844,643,0,1487,392,361,0,753,10,0,501,32,149,33,0,0,7,0,2,11,3,2,13,753
115,"PURV MA.V. KAPARAWAR R.NO.1",738,501,0,1239,347,314,0,661,655,0,228,120,244,20,2,0,5,4,3,6,5,8,16,661
116,"PURV MA.V. KAPARAWAR R.NO.2",620,507,0,1127,258,246,0,504,300,0,369,44,40,28,4,0,1,2,0,9,0,0,7,504
117,"PURV MA.V. KAPARWAR R.NO.3",277,209,0,486,129,105,0,234,10,0,156,6,55,12,0,0,0,0,1,3,0,0,1,234
118,"P.V.KAPARWAR R.NO.1",831,643,0,1474,363,304,0,667,667,0,340,147,108,26,0,2,3,4,4,13,4,4,12,667
119,"P.V.KAPARWAR R.NO.2",817,601,0,1418,323,270,0,593,10,0,324,80,115,27,3,2,1,2,4,13,2,1,19,593
120,"P.V.PARASIYA KURRAH",348,266,0,614,184,147,0,331,20,0,179,88,39,16,0,0,1,2,1,5,0,0,0,331
121,"P.V.VISHUNPUR DEWAR R.NO.1",230,179,0,409,93,68,0,161,10,0,15,103,39,0,0,0,1,0,1,0,0,0,2,161
122,"P.V.VISHUNPUR DEWAR R.NO.2",328,258,1,587,134,107,0,241,10,0,39,158,25,9,1,4,0,0,0,2,0,0,3,241
123,"P.V.PARASIYA DEWAR R.NO.1",536,415,0,951,239,207,0,446,110,0,231,126,45,10,2,2,3,1,0,7,3,9,7,446
124,"P.V.PARSIYA DEWAR R.NO.2",597,433,0,1030,254,229,0,483,10,0,209,117,111,5,3,0,2,4,1,14,4,6,7,483
125,"P.V.PARSIYA DEWAR R.NO.3",673,445,0,1118,263,225,0,488,100,0,64,164,226,5,0,3,1,2,0,6,3,1,13,488
126,"P.V. (NAKIHAWA TOLA)PARSIYA DEWAR",462,346,0,808,214,170,0,384,150,0,151,157,43,3,4,0,1,1,1,5,4,6,8,384
127,"P.V.GAURA TOLA KATAILAWA  R.NO.1",741,611,0,1352,313,295,0,608,10,0,392,52,96,24,3,2,1,4,4,15,0,1,14,608
128,"P.V.GAURA TOLA KATAILAWA R.NO.2",562,418,0,980,295,195,0,490,92,0,120,9,298,7,2,0,5,4,3,5,12,4,21,490
129,"P.V.GAURA TOLA KATAILAWA R.NO.3",634,472,0,1106,247,211,0,458,10,0,226,52,117,21,4,2,3,5,3,13,0,2,10,458
130,P.V.PACHAUHA,668,497,0,1165,318,290,0,608,10,0,322,50,128,43,7,1,5,3,1,23,5,5,15,608
131,"P.V.BIJAULI BHAIYA",496,402,0,898,240,212,0,452,10,0,140,48,218,26,0,1,2,0,0,4,1,2,10,452
132,P.V.LAHACHHUHA,205,172,0,377,86,122,0,208,208,0,90,32,67,2,0,1,1,3,0,5,1,2,4,208
133,"P.V.BIJAULI TIWARI",159,133,0,292,82,83,0,165,10,0,95,15,41,6,1,0,2,2,0,1,1,1,0,165
134,P.V.BELDAD,715,558,0,1273,369,291,0,660,639,0,371,144,76,48,0,0,1,1,3,9,0,3,4,660
135,"P.V.PARSIYA TIWARI",648,497,0,1145,350,267,0,617,15,0,205,173,150,52,3,0,5,4,1,8,5,4,7,617
136,"PURV MA.V. BARADIXIT",587,552,0,1139,314,310,0,624,10,0,311,41,174,77,3,1,5,0,0,6,2,0,4,624
137,P.V.KHODA,630,524,0,1154,273,290,0,563,10,0,314,120,41,27,2,0,2,4,6,9,8,5,25,563
138,P.V.TADIYA,112,117,0,229,54,80,0,134,10,0,52,22,48,4,0,1,1,1,1,2,0,1,1,134
139,"P.V.PARASIYA CHAUBEY",452,347,0,799,232,191,0,423,10,0,64,282,41,14,1,0,0,3,2,4,2,1,9,423
140,P.V.VISHUNPURA,416,379,0,795,212,224,0,436,10,0,230,144,31,16,0,2,0,2,0,9,0,0,2,436
141,P.V.KAROHIYA,178,160,0,338,125,131,0,256,65,0,129,2,117,5,0,0,1,0,0,0,0,0,2,256
142,"P.V.PIPARA PANDEY",305,242,0,547,164,146,0,310,10,0,156,2,115,21,2,0,2,4,0,2,2,2,2,310
143,"PANCHYAT BHAVAN PIPARA KOT",266,224,0,490,137,123,0,260,55,0,188,21,35,5,1,0,1,0,0,1,2,0,6,260
144,"KISAN INTER COLLEGE KARJAHA",548,500,0,1048,331,300,0,631,590,0,259,173,166,11,0,1,2,3,0,8,1,3,4,631
145,"P.V.FULAWARIYA BHAIYA",515,430,0,945,324,286,0,610,10,0,377,75,124,12,2,2,4,3,1,8,1,0,1,610
146,P.V.KHERIYA,275,241,0,516,151,141,0,292,1,0,128,121,8,17,0,0,0,6,1,6,0,3,2,292
147,"P.V.MIRJAPUR R. NO.1",557,414,0,971,279,210,0,489,489,0,311,85,41,11,0,2,3,9,4,8,2,3,10,489
148,"P.V.MIRJAPUR R. NO.2",404,317,0,721,187,176,0,363,10,0,176,8,142,18,1,0,2,0,3,2,1,2,8,363
149,"P.V.HARNADIH URF MAHUI BARSAT",275,251,0,526,165,155,0,320,200,0,233,38,22,4,1,0,1,12,1,6,0,1,1,320
150,"P.V.BAIRIYA TIWARI",211,190,0,401,94,115,0,209,76,0,150,4,34,10,0,1,0,1,0,2,2,1,4,209
151,"PANCHAYAT BHAVAN RUCHCHAPAR",398,332,0,730,224,190,0,414,10,0,256,47,72,3,2,1,2,1,1,11,1,3,14,414
152,"PURV MA.V. BADAKAGAOW",542,400,0,942,226,182,0,408,129,0,155,58,144,12,0,2,1,4,1,9,6,3,13,408
153,"P.V.BADAKAGAOW R.NO.1",862,641,0,1503,393,285,0,678,385,0,223,110,263,20,2,2,0,26,2,6,3,5,16,678
154,"P.V.BADAKAGAOW R.NO.2",783,606,0,1389,344,297,0,641,10,0,407,105,70,23,3,2,3,4,3,11,4,3,3,641
155,P.V.AMAOW,732,548,0,1280,326,234,0,560,45,0,284,92,131,25,0,0,4,3,3,7,0,3,8,560
156,"P.V.FULAWARIYA PANDEY",574,445,0,1019,308,219,0,527,10,0,227,151,110,18,2,0,2,4,1,7,0,0,5,527
157,"P.V.KHUDIYA MISHRA",467,406,0,873,267,240,0,507,10,0,311,29,145,7,0,0,1,4,0,3,2,0,5,507
158,"PURV MA.V.SIURI",268,223,0,491,172,145,0,317,10,0,215,44,45,1,1,0,1,3,1,2,1,0,3,317
159,"SUDAMA KI.U.MA.V.KHUDIYA PATHAK",414,322,0,736,200,179,0,379,179,0,192,51,106,9,2,0,0,6,1,9,1,2,0,379
160,P.V.GADAWA,208,186,0,394,121,127,0,248,10,0,171,31,23,10,0,0,0,0,4,1,2,3,3,248
161,"P.V.PIPARA PURAN",266,244,0,510,161,164,0,325,215,0,157,67,85,6,1,0,2,2,1,2,0,0,2,325
162,"P.V.KARMATAR GANGA",597,519,0,1116,359,324,0,683,203,0,476,76,102,4,1,0,4,1,1,8,1,3,6,683
163,P.V.VADIPUR,330,267,0,597,172,168,0,340,10,0,203,28,91,3,3,0,0,0,0,6,1,1,4,340
164,"PURV MA.V. CHAKARABHARGAV",201,199,0,400,130,140,0,270,106,0,214,12,39,1,0,0,0,0,0,1,1,0,2,270
165,"P.V.JARARMANIK R.NO.1",496,446,0,942,232,236,0,468,218,0,291,32,107,8,0,0,3,2,3,5,4,4,9,468
166,"P.V.JARARMANIK R.NO.2",400,302,0,702,223,173,0,396,79,0,110,105,138,12,5,2,2,0,0,9,4,2,7,396
167,"P.V.KHIRSAKHAD R.NO.1",174,140,0,314,93,88,0,181,153,0,56,112,6,3,0,0,0,0,0,1,0,0,3,181
168,"P.V.KHIRSAKHA R.NO.2",697,559,0,1256,354,311,0,665,562,0,309,136,114,29,11,4,6,8,4,26,7,3,8,665
169,"BABA KA.IN.CO.KUICHWAR",292,205,0,497,150,171,0,321,101,0,63,136,103,4,1,2,1,1,1,2,1,1,5,321
170,"INTER COLLEGE SONADI R.NO1",646,458,0,1104,294,209,0,503,25,0,315,77,63,6,3,0,6,4,1,14,4,3,7,503
171,"INTER COLLEGE SONADI R.NO.2",625,473,0,1098,283,223,0,506,17,0,423,19,26,6,2,0,0,3,2,8,3,8,6,506
172,"IN.CO.SONADI R.NO.3",659,519,0,1178,267,248,0,515,10,0,191,135,139,17,2,0,3,3,2,9,5,0,9,515
173,"P.V.SONADI STHIT GRAM BANGARAULI",405,296,0,701,200,173,0,373,10,0,174,108,62,3,1,0,4,1,0,6,3,3,8,373
174,P.V.SINGHPUR,381,312,0,693,211,221,0,432,307,0,157,179,76,6,0,3,0,1,1,2,0,2,5,432
175,"P.V.BHALUANI R.NO.1",647,524,0,1171,316,290,0,606,606,0,379,71,108,20,1,1,0,1,4,8,4,3,6,606
176,"P.V.BHALUANI R.NO.2",499,416,1,916,308,262,0,570,410,0,474,50,21,9,0,1,1,1,1,3,1,2,6,570
177,"P.V.BHALUANI R.NO.3",744,612,0,1356,468,398,0,866,610,0,468,30,307,23,2,1,5,6,2,10,1,1,10,866
178,P.V.DUMARI,460,406,0,866,260,242,0,502,450,0,269,20,169,4,3,2,4,7,3,6,3,3,9,502
179,"SA.SANGH LI.BHALUANI STITH GRAM PATHKHAULI",390,336,0,726,223,201,0,424,39,0,314,10,60,13,1,4,1,1,0,6,4,5,5,424
180,"PURV MA.V.SIDHARIYA",565,450,0,1015,266,206,0,472,272,0,271,53,116,11,2,0,0,5,2,4,1,1,6,472
181,P.V.ISRAULI,484,395,0,879,245,209,0,454,100,0,141,255,30,4,1,1,2,1,1,4,3,3,8,454
182,P.V.TARKULAHA,533,444,0,977,262,279,0,541,540,0,128,193,175,18,3,0,2,3,0,3,3,7,6,541
183,"P.V.PARSIYA AJAMER",692,570,0,1262,345,297,0,642,296,0,282,88,206,17,1,1,5,3,3,3,14,1,18,642
184,P.V.BAIKUNTHPUR,510,443,0,953,315,289,0,604,103,0,77,270,224,4,3,0,1,2,1,4,6,2,10,604
185,P.V.SONKHARIKA,427,339,0,766,238,239,0,477,49,0,236,18,192,13,1,0,0,0,2,1,4,1,9,477
186,"PANCHAYAT BHAWAN DHANAUTI",238,180,0,418,156,149,0,305,156,0,114,154,10,11,2,0,2,2,0,2,1,2,5,305
187,P.V.PIPARDADI,272,224,0,496,152,156,0,308,10,0,93,39,71,24,5,3,2,2,1,5,56,3,4,308
188,"P.V.BAHOR DHANAUTI R.NO.1",569,474,0,1043,317,301,0,618,418,0,311,62,167,44,1,1,0,1,2,6,7,2,14,618
189,"P.V.BAHOR DHANAUTI R.NO.2",580,481,0,1061,329,314,0,643,15,0,256,62,236,39,5,1,2,1,6,7,15,5,8,643
190,P.V.BARAMUKUND,218,178,0,396,114,115,0,229,165,0,84,128,5,3,1,0,0,0,0,1,1,1,5,229
191,P.V.SONBARSA,638,499,0,1137,379,334,0,713,655,0,346,35,263,31,1,1,0,3,3,6,7,2,15,713
192,P.V.POKHARBHINDA,376,366,0,742,230,228,0,458,58,0,278,22,105,7,3,1,0,2,2,11,3,3,21,458
193,P.V.TEKANPURA,434,404,0,838,286,245,0,531,10,0,267,27,188,26,2,0,4,0,1,7,2,2,5,531
194,P.V.PIPARACHATURI,327,328,0,655,209,216,0,425,424,0,330,5,66,16,1,0,0,0,1,0,1,0,5,425
195,"P.V.MARHAWA R.NO.1",494,386,0,880,282,229,0,511,450,0,219,36,218,20,0,0,2,3,3,8,0,0,2,511
