"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
11,"PRA.VI. DHILVASI ROOM NO-1",310,275,0,585,195,171,0,366,366,0,168,149,6,15,1,1,0,0,0,0,6,4,0,2,3,3,0,7,1,366
12,"PRA.VI. KHANPUR ROOM NO-1ROOM NO -1",276,233,0,509,211,161,0,372,372,0,53,147,19,137,3,0,0,0,2,0,0,1,2,1,1,2,0,2,2,372
13,"PRA.VI. PATTIROOM NO -1",251,227,0,478,179,146,0,325,325,0,32,209,13,58,2,1,1,0,0,0,0,0,0,1,1,3,2,0,2,325
14,"PRA.VI. MUSHPIPRIROOM NO -1",752,648,0,1400,501,381,0,882,882,0,178,427,20,223,1,1,2,3,3,2,2,2,0,2,5,4,0,3,4,882
15,"PRA.VI. HIMMTPURROOM NO-1",206,175,0,381,151,121,0,272,272,0,157,59,1,48,0,0,0,0,0,0,0,0,2,0,1,2,1,0,1,272
16,"PRA.VI. KUNAURAROOM NO-1",564,463,0,1027,348,242,0,590,590,0,142,219,8,193,4,0,0,1,0,2,0,0,4,6,1,1,2,3,4,590
17,"PRA.VI. UMARIYAROOM NO-1",314,203,0,517,148,75,0,223,223,0,67,92,2,53,1,0,0,1,1,0,0,0,0,2,0,3,0,0,1,223
18,"PRA.VI. GODHNAROOM NO-1",487,418,1,906,328,274,0,602,602,0,215,164,7,189,1,0,3,3,1,1,1,0,2,0,5,7,1,1,1,602
19,"PU.MA.VI. RAIPUR BABU ROOM NO-1",470,409,0,879,346,274,0,620,620,0,226,179,9,167,3,1,0,4,0,0,1,0,1,3,2,3,9,7,5,620
20,"PRA.VI. BHARGAHNAROOM NO-1",422,356,0,778,341,256,0,597,597,0,179,238,7,140,2,1,4,2,0,1,0,0,0,4,5,5,5,2,2,597
21,"PRA. VI. MAHIGAWAN ROOM NO-1",557,480,0,1037,401,286,0,687,687,0,266,200,26,165,3,1,1,1,1,2,0,2,1,1,1,10,3,3,0,687
22,"PRA. VI. MAHIGAWAN ROOM NO-2",353,270,0,623,231,141,0,372,372,0,102,147,18,79,2,0,0,1,1,0,1,0,1,2,2,4,2,7,3,372
23,"PRA.VI. PUHUPPUR ROOM NO-1",381,347,0,728,224,183,0,407,407,0,93,249,8,29,1,0,0,0,0,0,1,1,1,4,5,5,4,3,3,407
24,"PRA.VI. SUWANSHIPUR ROOM NO-1",262,209,0,471,169,127,0,296,296,0,30,159,7,87,3,1,0,0,1,0,0,0,1,1,3,1,1,0,1,296
25,"PRA.VI. REWAMAU ROOM NO-1",543,481,0,1024,317,293,0,610,610,0,408,101,8,73,2,0,1,0,0,0,1,0,0,2,3,1,7,0,3,610
26,"PRA.VI. INDARA ROOM NO-1",787,694,0,1481,565,439,0,1004,1004,0,333,525,31,60,1,3,1,1,0,0,1,0,5,5,9,9,9,7,4,1004
27,"PRA.VI. KHAJURI ROOM NO-1",226,192,0,418,165,116,0,281,281,0,60,43,9,159,2,0,0,1,0,0,0,1,0,1,2,2,0,0,1,281
28,"PRA.VI. GULALPUR ROOM NO-1",694,591,1,1286,422,346,0,768,768,0,203,393,22,117,3,0,0,0,3,1,0,3,3,9,3,6,0,0,2,768
29,"PRA.VI. ASNHA ROOM NO-1",594,460,0,1054,409,296,0,705,705,0,133,347,13,198,1,0,1,0,1,1,1,0,0,1,4,2,2,0,0,705
30,"PRA.VI. SARAWAN ROOM NO-1",425,325,0,750,284,177,0,461,461,0,202,147,3,81,1,1,1,1,3,2,0,0,0,6,1,5,5,1,1,461
31,"PRA.VI. PARSHIYA ROOM NO-1",771,635,0,1406,479,336,0,815,815,0,302,290,19,177,4,0,1,1,2,1,0,0,2,5,3,6,1,0,1,815
32,"PRA.VI. CHANDNAPUR ROOM NO-1",663,614,0,1277,425,363,0,788,788,0,360,316,20,38,0,0,3,5,2,1,1,2,1,3,8,2,11,9,6,788
33,"PRA.VI. HANUMANTPUR ROOM NO-1",766,645,0,1411,487,394,0,881,881,0,408,302,25,103,4,1,2,1,0,0,4,0,1,2,9,10,4,4,1,881
34,"PRA.VI. ATESUWA ROOM NO-1",745,612,0,1357,488,373,0,861,861,0,308,297,25,189,3,0,0,2,2,2,0,2,4,3,7,9,3,2,3,861
35,"PRA.VI. ATESUWA ROOM NO-2",449,332,0,781,270,164,0,434,434,0,179,132,9,101,2,1,1,0,0,0,0,3,1,0,1,0,1,0,3,434
36,"PRA.VI. MAHONA ROOM NO-1",362,303,0,665,259,180,0,439,439,0,55,126,81,162,2,2,1,0,0,1,0,1,0,1,2,0,0,1,4,439
37,"PRA.VI. MAHONA ROOM NO-2",509,403,0,912,355,221,0,576,576,0,107,137,79,231,2,1,0,0,0,0,0,3,2,5,1,4,2,0,2,576
38,"PRA.VI. MAHONA ROOM NO. 3",266,247,0,513,155,121,0,276,276,0,98,14,33,129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,276
39,"URDU MIDIYAM SCHOOL MAHONA ROOM NO-1",681,546,0,1227,383,275,0,658,658,0,403,66,25,140,3,0,1,0,1,1,0,1,0,2,4,4,7,0,0,658
40,"KANYA PATHSHALA KESHRMAU KALA ROOM NO-1",672,585,0,1257,457,375,0,832,832,0,378,252,39,141,0,1,4,2,0,0,0,0,0,1,6,2,3,3,0,832
41,"KANYA PATHSHALA KESHRMAU KALA ROOM NO-2",595,468,0,1063,376,258,0,634,634,0,151,153,56,259,2,0,0,0,0,0,0,0,2,3,0,2,3,0,3,634
42,"PRA.VI. CHAUGWAN ROOM NO-1",661,571,0,1232,447,385,0,832,832,0,446,161,25,175,1,2,1,1,0,0,1,0,0,2,2,4,8,2,1,832
43,"PU.MA.VI. KHERIYA ROOM NO-1",257,208,0,465,219,180,0,399,399,0,90,272,4,6,1,0,0,0,0,1,0,2,0,0,3,2,13,3,2,399
44,"PRA.VI. GOHANA KHURD ROOM NO-1",449,410,0,859,350,302,0,652,652,0,188,338,11,82,4,0,2,0,1,0,2,2,4,6,1,6,4,0,1,652
45,"PRA.VI. BELVA-2 ROOM NO-1",277,272,0,549,210,172,0,382,382,0,204,94,40,29,2,0,0,0,0,0,0,0,2,1,2,3,2,2,1,382
46,"PRA.VI. LODHAULI ROOM NO-1",276,258,0,534,176,135,0,311,311,0,203,33,35,15,0,1,0,0,0,0,3,0,1,3,1,3,5,4,4,311
47,"PRA.VI. LODHAULI ROOM NO-2",448,387,0,835,339,277,0,616,616,0,325,102,38,129,3,0,0,1,0,1,0,1,0,2,3,4,4,1,2,616
48,"PRA.VI. GADHA ROOM NO-1",528,465,0,993,359,271,0,630,630,0,247,168,63,115,2,0,2,0,1,1,3,1,4,3,5,1,9,3,2,630
49,"PRA.VI.KARAUDI ROOM NO-1",529,524,0,1053,412,350,0,762,762,0,382,162,53,126,6,2,3,1,1,1,0,2,4,3,1,4,6,3,2,762
50,"PRA.VI. BAGHA ROOM NO-1",462,405,0,867,343,265,0,608,608,0,136,318,62,67,0,2,2,1,1,1,0,1,2,5,1,5,0,1,3,608
51,"PRA.VI. BAGHA ROOM NO-2",484,400,0,884,390,264,0,654,654,0,190,164,30,230,5,3,1,2,0,3,2,1,3,3,1,3,6,3,4,654
52,"PRA.VI.DUDHRA ROOM NO-1",559,484,0,1043,389,291,0,680,680,0,395,201,5,16,6,0,3,2,2,1,4,2,5,10,1,9,6,9,3,680
53,"PRA.VI. JAMKHANWA ROOM NO-1",706,643,0,1349,511,388,0,899,899,0,503,222,22,75,2,2,2,3,2,1,1,0,5,5,6,11,20,13,4,899
54,"PRA.VI. YAKADIYA KALA ROOM NO-1",590,495,0,1085,427,272,0,699,699,0,547,51,17,70,2,1,1,0,2,0,0,1,0,2,1,0,2,1,1,699
55,"PRA.VI. YAKADIYA KHUDRA RROM NO-2",382,305,0,687,262,167,0,429,429,0,159,21,1,235,4,0,0,1,1,0,1,0,0,0,1,4,0,0,1,429
56,"PRA.VI. HARDA ROOM NO-1",290,249,0,539,221,161,0,382,382,0,288,47,10,15,1,3,0,1,0,2,1,0,2,0,0,0,7,3,2,382
57,"PRA.VI. RAJAPUR MAJRA SULTANPUR ROOM NO-1",726,652,0,1378,496,395,0,891,891,0,449,218,29,147,1,1,2,2,1,1,1,1,2,7,11,8,4,2,4,891
58,"PRA.VI. BAHADURPUR ROOM NO-1",161,148,0,309,122,111,0,233,233,0,139,35,7,41,1,0,0,0,1,0,1,0,2,2,1,2,1,0,0,233
59,"PRA.VI. BAHADURPUR ROOM NO2",300,276,0,576,228,199,0,427,427,0,355,27,6,11,1,0,0,0,1,1,0,1,1,2,0,6,13,2,0,427
60,"PRA.VI. RAIPUR RAJA ROOM NO-1",492,426,0,918,303,209,0,512,512,0,169,109,17,199,3,0,0,2,1,0,0,1,1,3,1,2,1,3,0,512
61,"PRA.VI. RAIPUR RAJA ROOM NO-2",467,420,0,887,257,192,0,449,449,0,231,93,16,80,4,1,1,1,0,0,1,1,0,3,0,6,6,2,3,449
62,"PRA.VI. MARPA ROOM NO-1",653,598,0,1251,450,296,0,746,746,0,336,301,17,32,5,0,1,0,1,1,0,2,1,6,11,6,14,10,2,746
63,"PRA.VI. MALUKPUR ROOM NO-1",332,295,0,627,246,182,0,428,428,0,283,45,39,42,1,1,0,1,0,2,0,1,3,2,4,4,0,0,0,428
64,"PACHAYAT GHAR NAURANGPUR ROOM NO-1",325,281,0,606,250,193,0,443,443,0,276,75,23,50,1,1,1,1,0,0,1,0,1,1,5,7,0,0,0,443
65,"PRA.VI. SINGHMAU ROOM NO-1",600,531,0,1131,405,324,0,729,729,0,406,198,18,69,7,1,1,0,1,3,1,0,0,5,4,4,8,2,1,729
66,"PRA.VI. PALPUR ROOM NO-1",731,602,0,1333,463,348,0,811,811,0,373,217,41,158,1,3,0,2,3,0,1,1,2,1,1,3,1,3,0,811
67,"PRA.VI. DERWA ROOM NO-1",586,459,0,1045,322,212,0,534,534,0,246,144,15,114,0,0,0,1,1,0,1,1,2,0,5,2,1,1,0,534
68,"PRA.VI. AHMADPUR KHEDA ROOM NO-1",315,265,0,580,228,168,0,396,396,0,48,220,19,85,1,0,2,2,0,3,1,0,2,2,3,4,1,2,1,396
69,"PRA.VI. CHANDPUR KHANI ROOM NO-1",722,666,0,1388,486,402,0,888,888,0,398,295,69,72,3,2,1,3,1,1,3,2,2,9,6,9,6,4,2,888
70,"PU.MA.VI. ITAUJA ROOM NO-1",737,576,1,1314,430,280,0,710,710,0,291,121,38,234,1,2,0,1,0,0,0,0,2,1,8,5,6,0,0,710
71,"PU.MA.VI. ITAUJA ROOM NO-2",622,386,0,1008,387,205,0,592,592,0,301,61,28,179,4,1,1,0,1,0,1,0,3,1,2,1,5,1,2,592
72,"PU.MA.VI. ITAUJA ROOM NO-3",514,444,0,958,293,222,0,515,515,0,282,74,20,117,1,0,0,0,0,1,1,0,0,0,1,4,11,2,1,515
73,"PU.MA.VI. ITAUJA ROOM NO-4",639,560,0,1199,433,285,0,718,718,0,367,63,28,233,1,1,1,0,0,2,1,1,0,1,2,2,5,6,4,718
74,"PU.MA.VI. ITAUJA ROOM NO-5",478,478,0,956,271,249,0,520,520,0,365,44,21,76,1,1,0,1,0,1,0,0,0,1,2,4,1,1,1,520
75,"PANCHAYAT GHAR USRANA ROOM NO-1",539,483,0,1022,355,299,0,654,654,0,266,220,6,128,4,0,0,1,2,1,2,0,1,5,4,6,1,4,3,654
76,"PANCHAYAT GHAR USRANA ROOM NO-2",521,424,0,945,341,207,0,548,548,0,182,156,23,168,3,1,1,1,0,0,0,0,0,1,1,5,2,4,0,548
77,"PRA.VI. KISHUNPUR ROOM NO-1",535,506,0,1041,411,369,0,780,780,0,186,404,17,139,5,1,4,3,1,4,3,0,1,3,4,3,1,1,0,780
78,"KUMHRAWA INTER COLLAGE ROOM NO-1",735,665,0,1400,340,429,0,769,769,0,481,184,25,52,1,1,0,1,0,0,1,0,3,0,9,5,3,2,1,769
79,"KUMHRAWA INTER COLLAGE ROOM NO-2",312,263,0,575,175,130,0,305,305,0,61,79,6,140,7,1,0,2,0,0,0,0,0,2,2,1,4,0,0,305
80,"PU.MA.VI. BENIPUR ROOM NO-1",255,169,0,424,135,64,0,199,199,0,118,31,7,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,199
81,"PRA.VI. DARIYAPUR ROOM NO-1",283,243,0,526,220,189,0,409,409,0,104,240,9,23,2,1,1,0,0,0,1,1,1,3,4,5,3,10,1,409
82,"PRA.VI. BAAZPUR GANGORA ROOM NO-1",362,312,0,674,244,173,0,417,417,0,113,62,8,212,3,2,2,2,1,1,0,0,1,1,3,2,2,0,2,417
83,"PRA.VI. ALDAMPUR ROOM NO-1",289,241,0,530,194,145,0,339,339,0,94,204,14,19,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,339
84,"PRA.VI. ALDAMPUR ROOM NO-2",261,224,0,485,202,151,0,353,353,0,203,110,6,24,0,0,0,0,0,0,0,0,0,0,2,4,3,0,1,353
85,"PRA.VI.  HEMI ROOM NO-1",310,249,0,559,244,179,0,423,423,0,131,75,12,198,1,0,0,0,1,0,0,0,2,0,2,1,0,0,0,423
86,"PRA.VI. UNAI ROOM NO-1",327,277,0,604,268,202,0,470,470,0,54,339,21,35,0,0,1,1,0,1,0,0,0,1,4,2,5,3,3,470
87,"PRA.VI. NAROSA ROOM NO-1",464,412,0,876,298,232,0,530,530,0,178,201,19,101,3,0,1,2,0,0,0,1,2,2,1,8,6,3,2,530
88,"PRA.VI. NAROSA ROOM NO-2",553,400,0,953,363,198,0,561,561,0,64,118,4,355,5,0,1,0,2,0,0,0,0,0,4,0,1,3,4,561
89,"PRA.VI. PALIYA ROOM NO-1",433,380,0,813,199,266,0,465,465,0,97,151,15,190,1,0,1,0,1,0,0,0,1,0,2,4,1,0,1,465
90,"PRA.VI. MOHAMMDPUR GADHI ROOM NO-1",449,368,0,817,322,218,0,540,540,0,191,47,23,243,6,0,2,4,9,1,1,1,0,2,2,5,1,0,2,540
91,"PRA.VI. TIKRI ROOM NO-1",416,302,0,718,271,166,0,437,437,0,225,38,10,155,3,0,0,0,0,1,0,0,1,0,0,1,1,2,0,437
92,"PRA.VI. ARIGAWAN ROOM NO-1",230,179,0,409,146,94,0,240,240,0,82,114,1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,240
93,"PRA.VI. KARIMNAGAR ROOM NO-1",254,206,0,460,179,154,0,333,333,0,40,76,7,206,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,333
94,"PRA.VI. DARAUNA ROOM NO-1",276,242,0,518,176,146,0,322,322,0,58,143,13,95,0,1,1,0,0,0,0,0,1,3,2,2,3,0,0,322
95,"PRA.VI. BIBIPUR ROOM NO-1",753,626,0,1379,475,304,0,779,779,0,380,215,28,130,1,2,0,0,0,1,0,1,3,2,5,3,5,3,0,779
96,"PRA.VI. BHADSAR ROOM NO-1",421,373,0,794,354,301,0,655,655,0,241,249,24,105,0,0,0,4,0,1,2,0,2,3,14,3,5,1,1,655
97,"PRA.VI. JALALPUR ROOM NO-1",379,328,0,707,223,145,0,368,368,0,85,232,17,19,1,1,0,0,1,0,0,0,0,0,3,3,0,5,1,368
98,"PRA.VI. JALALPUR ROOM NO-2",463,420,0,883,308,271,0,579,579,0,83,432,10,22,1,0,0,0,0,0,2,1,2,1,5,2,3,12,3,579
99,"PRA.VI. KAMALPUR SIRSA ROOM NO-1",378,324,0,702,246,184,0,430,430,0,266,44,11,88,0,0,1,4,0,2,1,0,0,4,0,2,4,1,2,430
100,"PRA.VI. KHASRAWAN ROOM NO-1",307,274,0,581,248,196,0,444,444,0,160,146,4,116,3,2,0,0,1,0,0,1,1,1,1,5,1,0,2,444
101,"PRA.VI. ARJUNPUR ROOM NO-1",863,714,0,1577,594,430,0,1024,1024,0,484,225,39,226,4,2,4,3,1,4,1,0,2,3,7,6,8,4,1,1024
102,"PRA.VI. ARJUNPUR ROOM NO-2",302,260,0,562,179,132,0,311,311,0,131,47,5,109,2,0,3,3,1,0,0,0,1,1,0,4,2,0,2,311
103,"PRA.VI. CHAKPRITHAVIPUR ROOM NO-1",373,373,0,746,305,300,0,605,605,0,96,457,15,19,1,1,1,1,1,0,0,2,1,2,4,3,0,1,0,605
104,"PRA.VI. SHIVPURI ROOM NO-1",660,555,0,1215,505,366,0,871,871,0,279,388,21,132,4,1,4,2,4,1,3,3,4,6,4,10,3,1,1,871
105,"PRA.VI. SHIVPURI ROOM NO-2",663,532,0,1195,426,267,0,693,693,0,212,389,12,51,2,1,1,2,0,1,0,1,0,7,5,3,2,2,2,693
106,"PRA.VI. BARGADI KALA ROOM NO-1",601,539,0,1140,380,278,0,658,658,0,109,345,17,161,0,1,0,2,0,0,2,2,2,1,6,4,1,3,2,658
107,"PRA.VI. DEWRIRUKHARAROOM NO-1",669,588,0,1257,435,429,0,864,864,0,528,168,6,121,6,1,1,3,1,1,1,1,1,4,9,2,8,2,0,864
108,"PRA.VI. DEWRIRUKHARA ROOM NO-2",454,438,0,892,309,231,0,540,540,0,234,150,12,122,4,0,0,0,0,2,1,1,4,2,6,1,1,0,0,540
109,"PRA.VI. DIGOI ROOM NO-1",705,621,0,1326,519,385,0,904,904,0,407,350,32,91,3,1,1,0,1,1,0,2,1,3,4,4,3,0,0,904
110,"PU.MA.VI. SARAIYA ROOM NO-1",487,433,0,920,365,274,0,639,639,0,260,266,17,75,0,1,0,1,1,1,0,4,1,0,4,3,3,0,2,639
111,"PRA.VI. RAMPUR BEHADA ROOM NO-1",451,433,0,884,310,194,0,504,504,0,279,125,29,54,0,3,1,0,2,0,1,0,1,2,1,2,2,0,2,504
112,"PRA.VI. DAULATPUR ROOM NO-1",291,263,0,554,183,135,0,318,318,0,135,143,7,19,1,0,0,0,1,0,1,0,1,2,0,3,1,2,2,318
113,"PRA.VI. TARANPUR ROOM NO-1",288,240,0,528,229,181,0,410,410,0,239,54,15,76,0,2,1,1,0,1,1,3,0,3,7,4,2,0,1,410
114,"PU.MA.VI. PAHADHPUR ROOM NO-1",625,634,0,1259,371,316,0,687,687,0,343,183,33,84,2,2,1,3,1,2,2,0,2,8,5,10,2,1,3,687
115,"PU.MA.VI. PAHADHPUR ROOM NO-2",551,482,0,1033,374,233,0,607,607,0,232,251,40,55,2,0,1,0,1,1,1,0,3,3,8,3,4,2,0,607
116,"PRA.VI. PARSAU ROOM NO-1",606,527,0,1133,469,360,0,829,829,0,293,287,9,217,5,0,0,2,0,1,0,0,0,2,3,5,2,1,2,829
117,"PRA.VI. ATRAURA ROOM NO-1",296,260,0,556,235,176,0,411,411,0,67,92,15,220,4,3,2,1,1,0,0,0,1,1,3,0,1,0,0,411
118,"PU.MA.VI. RAISINGHPUR ROOM NO-1",191,173,0,364,160,132,0,292,292,0,46,17,3,220,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,292
119,"PRA.VI. DHARAURA ROOM NO-1",198,161,0,359,157,117,0,274,274,0,40,163,9,47,0,0,1,0,1,1,0,1,1,0,5,2,0,2,1,274
120,"PRA.VI. RAJAPUR SALEMPUR ROOM NO-1",227,195,0,422,179,127,0,306,306,0,61,185,5,47,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,306
121,"PRA.VI. SINGHPUR     ROOM NO-1",323,311,0,634,254,214,0,468,468,0,262,125,11,52,3,1,0,0,0,0,1,0,1,2,3,4,1,1,1,468
122,"PRA.VI. SARSAWAN ROOM NO-1",416,394,0,810,292,241,0,533,533,0,184,88,16,233,1,0,0,0,1,0,0,0,0,2,3,1,3,1,0,533
123,"PRA.VI. BARAKHEMPUR ROOM NO-1",524,490,0,1014,404,297,0,701,275,0,275,290,21,90,3,0,0,0,2,0,2,0,1,4,3,4,1,2,3,701
124,"PRA.VI. GORWAMAU ROOM NO-1",258,227,0,485,205,175,0,380,380,0,154,172,3,45,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,380
125,"PRA.VI. SANSARPUR ROOM NO-1",541,453,0,994,420,310,0,730,730,0,342,141,18,196,2,1,0,1,1,0,1,0,2,4,6,5,2,3,5,730
126,"PRA.VI. KHANTARI ROOM NO-1",299,231,0,530,239,175,0,414,414,0,201,124,4,61,1,2,0,0,1,0,0,1,1,1,2,2,6,4,3,414
127,"PRA.VI. MAWAI KALA ROOM NO-1",328,308,0,636,272,232,0,504,504,0,291,154,3,35,2,2,1,0,0,0,1,1,2,4,3,3,0,1,1,504
128,"PRA.VI. ASTI ROOM NO-1",425,404,0,829,306,227,0,533,533,0,239,202,19,56,0,1,0,0,0,0,0,0,0,4,3,5,2,2,0,533
129,"PRA.VI. ASTI ROOM NO-2",347,302,0,649,260,206,0,466,466,0,257,107,24,59,0,0,1,0,1,1,0,3,3,2,2,3,2,1,0,466
130,"PU.MA.VI. NAGUWAMAU KALA ROIOM NO-1",570,503,0,1073,426,286,0,712,712,0,409,199,11,56,0,1,2,0,0,1,11,3,2,5,3,2,3,0,4,712
131,"PU.MA.VI. NAGUWAMAU KALA ROOM NO-1",252,204,0,456,165,115,0,280,280,0,33,181,7,55,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,280
132,"PU.MA.VI. NAGUWAMAU KALA ROOM NO-1",238,206,0,444,187,130,0,317,317,0,93,125,2,86,2,0,0,1,0,0,0,0,1,2,0,3,1,1,0,317
133,"PRA.VI. GHINOHARI ROOM NO-1",347,257,0,604,244,160,0,404,404,0,171,155,42,9,1,0,0,1,0,0,0,1,0,1,6,4,7,5,1,404
134,"PRA.VI. SONWA ROOM NO-1",504,439,0,943,382,371,0,753,753,0,440,173,33,62,3,1,0,2,2,1,0,0,3,5,7,8,8,2,3,753
135,"ANGANBADI CENTER DIGURPUR ROOM NO-1",314,232,0,546,217,173,0,390,390,0,165,91,7,105,3,0,1,1,1,1,0,1,0,1,1,4,2,3,3,390
136,"PRA.VI. MISHRIPUR ROOM NO-1",596,524,0,1120,384,324,0,708,708,0,226,284,38,132,1,1,1,2,3,1,3,1,3,5,3,2,0,2,0,708
137,"PRA.VI. MOHAMMDPUR SARAIY ROOM NO-1A",307,276,0,583,238,192,0,430,430,0,219,99,25,71,2,0,1,0,1,1,0,1,0,1,2,3,2,1,1,430
138,"PU.MA.VI. BHAINSAMAU ROOM NO-1",521,532,0,1053,419,361,0,780,780,0,312,220,26,201,3,1,1,0,1,2,0,0,0,2,2,4,1,2,2,780
139,"PU.MA.VI. BAINSAMAU ROOM NO-2",519,319,0,838,292,168,0,460,460,223,223,33,10,157,3,1,4,1,2,0,1,1,2,3,4,6,7,0,2,460
140,"PRA.VI. MAMPUR BANA ROOM NO-1",666,621,0,1287,475,398,0,873,873,0,470,174,28,168,6,0,1,1,1,0,1,2,3,3,1,7,2,0,5,873
141,"PU.MA.VI. MAMPUR BANA ROOM NO-1",689,560,0,1249,468,334,0,802,802,0,398,249,39,86,4,1,1,0,2,1,0,1,2,1,5,3,4,1,4,802
142,"PRA.VI. AKOHARI ROOM NO-1",497,440,0,937,366,288,0,654,654,0,191,134,11,289,2,7,3,1,0,1,0,2,0,2,5,1,3,1,1,654
143,"VIKAS KHAND KARYALAY B.K.T. RAJAPUR INDAURA ROOM NO-1",468,454,0,922,303,265,0,568,568,0,266,209,9,63,3,0,2,0,1,1,0,0,1,1,4,2,3,0,3,568
144,"PRA.VI. RAMPUR DEWRAI ROOM NO-1",448,392,0,840,321,260,0,581,581,0,228,199,25,107,2,0,1,2,1,1,0,0,1,2,3,2,2,3,2,581
145,"PRA.VI. RAMPUR DEWRAI ROOM NO-2",552,486,0,1038,373,283,0,656,656,0,275,182,35,146,2,2,0,0,1,1,0,0,1,1,3,2,2,1,2,656
146,"JU.HA. SCHOOL DEWRAIKALA ROOM NO-1",426,396,0,822,343,281,0,624,623,0,351,161,52,39,1,0,1,0,0,0,0,0,2,0,6,1,7,1,2,624
147,"PRA.VI. SADHAMAU ROOM NO-1",431,373,0,804,290,215,0,505,505,0,213,106,21,153,0,1,0,1,1,0,0,0,2,0,3,0,1,0,3,505
148,"PRA.VI. MADARIPUR ROOM NO-1",634,602,0,1236,478,338,0,816,816,0,370,360,10,34,1,0,1,2,0,1,1,0,0,7,6,11,9,2,1,816
149,"PRA.VI. BIKAMAU KHURD ROOM NO-1",621,564,0,1185,428,343,0,771,771,0,362,310,22,43,2,1,0,4,1,1,2,0,0,3,10,7,2,1,0,771
