"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
298,"PRA.VI. KATHAUTA ROOM NO-1",774,607,0,1381,477,323,0,800,800,0,292,291,28,117,2,3,4,0,5,2,1,0,3,0,11,7,13,13,8,800
299,"PRA.VI. KATHAUTA ROOM NO-2",362,264,0,626,187,139,0,326,326,0,155,110,21,21,1,0,1,0,1,1,0,1,2,1,6,1,2,1,1,326
300,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-1",965,876,0,1841,498,466,0,964,964,0,768,41,52,49,0,0,0,0,0,0,0,1,0,0,37,0,4,0,12,964
301,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-2",1127,918,0,2045,686,529,0,1215,1215,0,884,96,96,54,0,0,0,1,0,0,0,0,0,0,70,0,2,0,12,1215
302,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-3",897,799,0,1696,544,490,0,1034,1034,0,803,54,73,47,1,0,0,2,1,0,0,0,0,0,42,1,2,0,8,1034
303,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-4",874,772,0,1646,513,486,0,999,999,0,753,52,61,58,1,0,0,0,0,0,0,0,0,1,58,3,0,0,12,999
304,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-5",807,720,0,1527,442,439,0,881,881,0,675,59,66,37,0,0,0,0,0,0,0,0,0,0,35,0,1,0,8,881
305,"LITIL FRIENDS SCHOOL P.S.-2 VISHESH KHAND GOMTI NAGAR ROOM NO-6",991,864,1,1856,508,477,0,985,985,0,727,53,90,53,0,0,1,0,0,0,0,1,0,1,51,0,2,0,6,985
306,"PRAKASH BAL VIDYA MANDIR VINMRA KHAND GOMTI NAGAR ROOM NO-1",746,547,0,1293,406,252,0,658,658,0,334,93,76,118,2,2,0,1,1,2,2,3,2,2,12,3,2,0,3,658
307,"PRAKASH BAL VIDYA MANDIR VINAMR KHAND GOMTI NAGAR ROOM NO-2",566,503,0,1069,315,291,0,606,606,0,451,22,50,43,0,0,0,0,0,0,0,0,0,0,36,1,0,0,3,606
308,"PRAKASH BAL VIDYA MANDIR VINAMR KHAND GOMTI NAGAR ROOM NO-3",874,672,0,1546,473,391,0,864,864,0,648,67,50,63,0,0,0,0,2,0,0,0,1,0,27,0,1,0,5,864
309,"PRA.VI. BHARWARA ROOM NO-1",647,537,0,1184,379,238,0,617,617,0,288,113,19,181,3,0,0,1,1,0,0,0,0,1,7,1,1,0,1,617
310,"PRA.VI. BHARWARA ROOM NO-2",351,304,0,655,235,174,0,409,409,0,241,109,13,40,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,409
311,"PRA.VI. BHARWARA ROOM NO-3",1018,851,0,1869,638,485,0,1123,1123,0,775,76,123,68,0,0,0,0,2,2,2,0,2,2,48,2,6,1,14,1123
312,"PRA.VI. BHARWARA ROOM NO-4",999,838,0,1837,587,478,0,1065,1065,0,754,94,83,72,1,2,0,0,0,1,0,0,0,0,48,1,1,0,8,1065
313,"PRA.VI. GDHRIYAN PURWA ROOM NO-1",795,614,0,1409,471,282,0,753,753,0,430,28,34,237,1,0,0,0,1,1,0,0,6,2,5,5,1,1,1,753
314,"PRA.VI. GDHRIYAN PURWA ROOM NO-2",592,482,0,1074,308,187,0,495,495,0,271,34,21,149,2,0,0,1,0,2,1,0,1,1,6,3,0,0,3,495
315,"PRA.VI. KHARGAPUR ROOM NO-1",626,472,0,1098,348,254,0,602,602,0,445,69,21,42,1,0,0,1,0,0,0,1,0,3,9,3,2,0,5,602
316,"PRA.VI. KHARGAPUR ROOM NO-2",909,713,0,1622,468,369,0,837,837,0,596,127,45,36,1,0,0,4,1,2,0,0,1,1,13,6,2,1,1,837
317,"PRA.VI. KHARGAPUR ROOM NO-3",745,573,0,1318,434,324,0,758,758,0,558,76,38,50,2,1,0,3,0,1,1,1,0,0,14,2,4,0,7,758
318,"BIHARI LAL MAHESH PRASAD HA.SE. SCHOOL,GEETAPURI, KHARGAPUR ROOM NO-4",1113,817,0,1930,609,410,0,1019,1019,0,805,57,62,63,0,2,0,0,0,0,1,0,2,3,14,4,0,0,6,1019
319,"MAHESH PRASAD BIHARI LAL HA.SE. SCHOOL GITAPURI KHARGAPUR ROOM NO-1",671,564,0,1235,388,310,0,698,698,0,537,47,40,48,0,1,0,1,1,0,1,1,0,0,14,1,2,0,4,698
320,"MAHESH PRASAD BIHARI LAL HA.SE. SCHOOL GITAPURI KHARGAPUR ROOM NO-2",712,573,0,1285,421,324,0,745,745,0,581,39,62,36,2,0,0,0,0,0,0,0,0,1,18,2,1,0,3,745
321,"PRA.VI. MAKDUMPUR ROOM NO-1",517,429,0,946,336,251,0,587,587,0,276,99,16,182,1,0,0,1,0,0,0,0,1,1,1,5,1,0,3,587
322,"PRA.VI. MAKDUMPUR ROOM NO-2",1112,928,0,2040,660,542,0,1202,1202,0,737,203,88,103,1,0,1,0,0,1,1,1,1,2,40,6,1,4,12,1202
323,"JU.HA. SCHOOL MALESHEMAU ROOM NO-1",545,491,0,1036,430,308,0,738,738,0,101,127,45,443,3,0,0,0,0,0,0,0,2,1,5,2,1,2,6,738
324,"JU.HA. SCHOOL MALESHEMAU ROOM NO-2",633,567,0,1200,454,308,0,762,762,0,29,236,81,396,3,2,0,0,0,2,0,2,0,1,4,0,0,3,3,762
325,"PRA.VI. BAGHAMAU ROOM NO-1",586,484,0,1070,405,309,0,714,714,0,176,184,17,322,3,0,0,0,2,2,0,0,1,1,1,3,1,0,1,714
326,"PRA.VI. BILAI KHEDA ROOM NO-1",158,140,0,298,112,93,0,205,205,0,104,79,2,12,1,1,0,0,0,0,1,0,0,0,2,0,2,0,1,205
327,"PRA.VI. CHANDIYAMAU ROOM NO-1",384,321,0,705,298,205,0,503,503,0,19,283,40,129,4,0,0,0,0,1,1,2,2,4,2,3,2,5,6,503
328,"PRA.VI. LONAPUR-1 ROOM NO-1",420,362,0,782,322,240,0,562,562,0,158,253,59,69,3,0,1,0,0,0,0,0,1,2,8,3,2,2,1,562
329,"PRA.VI. HASEMAU ROOM NO-1",549,480,0,1029,396,285,0,681,681,0,143,81,5,426,4,0,0,0,0,1,1,1,0,1,5,3,4,1,5,681
330,"PRA.VI. DEVRIYA (FUSLAINA) ROOM NO-1",764,601,0,1365,483,298,0,781,781,0,215,262,53,203,5,1,2,2,2,2,1,0,0,6,4,5,4,7,7,781
331,"PRA.VI. LAULAI ROOM NO-1",474,402,0,876,367,230,0,597,597,0,136,252,114,70,2,1,2,2,1,0,0,1,1,3,2,1,6,2,1,597
332,"PRA.VI. LAULAI ROOM NO-2",891,925,0,1816,603,494,0,1097,1097,0,160,693,48,162,1,0,2,1,0,1,1,1,1,3,15,5,1,0,2,1097
333,"PRA.VI.  NIJAMPUR MALHAUR -1 ROOM NO-1",898,687,0,1585,542,334,0,876,876,0,282,241,144,183,1,2,1,0,2,0,0,2,2,1,10,4,0,0,1,876
334,"KANYA PU.MA.VI.  MALHAUR ROOM NO-1",813,698,0,1511,519,372,0,891,891,0,266,259,44,294,2,2,1,1,2,1,1,1,0,4,5,4,2,0,2,891
335,"KANYA PU.MA.VI. MALHAUR ROOM NO.-2",900,695,0,1595,448,272,0,720,720,0,338,113,62,172,4,4,2,0,0,2,1,0,0,0,15,2,3,0,2,720
336,"PRA.VI. SARAY SHEKH ROOM NO-1",409,312,0,721,199,118,0,317,317,0,187,25,31,57,2,2,1,0,0,1,0,0,0,1,2,4,3,0,1,317
337,"PRA.VI. SARAY SHEKH ROOM NO-2",685,605,0,1290,425,293,0,718,718,0,286,139,63,194,8,1,1,4,3,1,1,2,1,0,6,3,2,1,2,718
338,"PRA.VI. NANDPUR ROOM NO-1",603,544,0,1147,402,328,0,730,730,0,392,172,91,39,3,1,0,0,0,0,2,1,0,4,4,0,2,7,12,730
339,"PRA.VI. SEMRA ROOM NO-1",758,692,0,1450,510,358,0,868,868,0,503,245,33,56,2,0,0,0,2,0,0,1,1,3,8,4,5,0,5,868
340,"PRA.VI. SEMRA ROOM NO-2",818,712,0,1530,395,322,0,717,717,0,565,44,52,23,1,0,0,0,0,0,0,0,1,0,21,3,2,2,3,717
341,"PRA.VI. SHAHPUR ROOM NO-1",763,602,0,1365,456,365,0,821,821,0,333,58,51,344,6,1,0,2,1,1,0,0,0,1,17,2,0,2,2,821
342,"PRA.VI. TARAPURWA ROOM NO-1",716,543,0,1259,498,335,0,833,833,0,483,123,57,146,2,1,0,1,0,1,2,0,3,0,6,6,0,0,2,833
343,"PRA.VI. TARAPURWA ROOM NO-2",381,300,0,681,267,191,0,458,458,0,284,57,41,51,1,0,1,0,1,1,1,0,1,2,10,4,0,1,2,458
344,"PU.MA.VI. UTTAR DHAUNA ROOM NO-1",480,412,0,892,402,320,0,722,722,0,246,213,26,198,0,0,1,0,2,2,1,2,1,2,2,4,9,9,4,722
345,"PU.MA.VI. UTTAR DHAUNA ROOM NO-2",490,393,0,883,358,242,0,600,600,0,285,140,19,141,2,0,0,0,0,3,0,0,1,2,1,3,1,1,1,600
346,"PRA.VI. GNESHPUR RAHMANPUR ROOM NO-1",495,451,0,946,335,248,0,583,583,0,365,34,13,148,2,0,0,0,0,1,0,0,0,3,11,2,3,0,1,583
347,"PRA.VI. GNESHPUR RAHMANPUR ROOM NO-2",690,607,0,1297,444,340,0,784,784,0,397,36,44,247,2,1,0,0,0,1,1,2,2,6,30,9,0,1,5,784
348,"PRA.VI. GNESHPUR RAHMANPUR ROOM NO-3",809,719,0,1528,574,442,0,1016,1016,0,609,228,64,84,3,1,1,0,2,2,0,0,0,4,6,7,1,0,4,1016
349,"PU.MA.VI. SHIVPURI GANESHPUR RAHMANPUR ROOM NO-1",602,545,0,1147,386,336,0,722,722,0,558,31,67,30,2,0,0,1,1,0,1,0,0,0,26,0,1,0,4,722
350,"PU.MA.VI. SHIVPURI GANESHPUR RAHMANPUR ROOM NO-2",587,463,0,1050,316,239,0,555,555,0,358,101,31,41,2,0,0,1,1,0,0,0,0,10,7,2,0,0,1,555
351,"PU.MA.VI PAPNAMAU ROOM NO-1",807,711,0,1518,587,462,0,1049,1049,0,583,166,49,209,4,1,3,3,4,1,1,1,4,4,4,2,4,2,4,1049
352,"PRA.VI. ANAURA ROOM NO-1",425,418,0,843,323,255,0,578,578,0,180,34,5,341,2,0,2,0,1,0,1,2,0,1,2,2,1,0,4,578
353,"PRA.VI. ANAURA ROOM NO-2",440,413,0,853,358,265,0,623,623,0,179,110,22,281,1,0,1,0,1,0,1,2,0,2,3,9,4,0,7,623
354,"PRA.VI. NARENDI ROOM NO-1",376,355,0,731,317,237,0,554,554,0,248,133,13,138,1,0,0,0,1,0,1,0,4,2,3,3,6,1,0,554
355,"PU.MA.VI JUGGAUR ROOM NO-1",475,435,0,910,342,236,0,578,578,0,157,169,60,180,0,0,1,1,0,0,0,1,2,2,1,3,0,0,1,578
356,"PU.MA.VI JUGGAUR ROOM NO-2",384,287,0,671,282,137,0,419,419,0,192,117,19,78,1,1,0,0,0,0,0,1,0,0,3,1,3,2,1,419
357,"PU.MA.VI JUGGAUR ROOM NO-3",533,412,0,945,313,101,0,414,414,0,92,8,16,285,1,0,0,0,0,0,0,1,3,1,3,1,1,0,2,414
358,"PRA.VI. JUGGAUR ROOM NO-1",426,382,0,808,300,209,0,509,509,0,106,164,142,69,2,0,1,3,0,0,2,0,0,2,8,5,1,2,2,509
359,"PRA.VI. JUGGAUR ROOM NO-2",455,401,0,856,303,189,0,492,492,0,179,117,74,104,0,0,3,0,0,0,0,1,3,2,3,4,1,0,1,492
360,"PRA.VI DAYARAM PURWA ROOM NO-1",645,541,0,1186,496,325,0,821,821,0,314,152,27,274,6,4,0,2,3,1,0,2,1,7,8,12,4,0,4,821
361,"PRA.VI. BABURIHA ROOM NO-1",306,251,0,557,263,170,0,433,433,0,122,14,28,262,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,433
362,"PRA.VI. SALARGANJ ROOM NO-1",194,178,0,372,183,129,0,312,312,0,131,20,12,134,1,0,2,0,0,0,0,0,2,0,0,4,2,1,3,312
363,"PRA.VI. MEHAURA ROOM NO-1",417,347,0,764,319,221,0,540,540,0,57,165,37,254,2,0,1,1,0,0,1,2,1,3,5,8,0,2,1,540
364,"PRA.VI. SIKNDARPUR KHURD ROOM NO-1",465,404,0,869,338,211,0,549,549,0,164,116,20,225,0,0,0,0,7,0,0,2,1,2,2,3,6,1,0,549
