"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
25,"JUNIOR HIGH  SCHOOLRAMPUR GONHA ROOM N0_1",665,534,0,1199,444,360,0,804,804,0,409,139,46,148,3,3,0,1,2,15,6,7,9,4,12,804
26,"JUNIOR HIGH  SCHOOLRAMPUR GONHA ROOM N0_2",236,189,0,425,153,118,0,271,271,0,114,43,38,62,1,3,1,2,1,3,1,0,1,0,1,271
27,"JUNIOR HIGH  SCHOOLRAMPUR GONHA ROOM N0_3",431,384,3,818,278,251,0,529,507,0,124,77,52,227,4,5,1,2,2,7,1,2,2,8,15,529
28,"JUNIOR HIGH  SCHOOLRAMPUR GONHA ROOM N0_4",576,546,0,1122,364,338,0,702,627,0,217,118,86,236,1,3,4,3,2,21,1,2,2,2,4,702
29,"PRIMARY SCHOOL SONBARSA",491,383,0,874,276,294,0,570,500,0,219,182,50,97,1,0,1,4,2,0,2,2,2,2,6,570
30,"PRIMARY SCHOOL SOHRAUNA  ROOM N0_1",594,470,0,1064,414,309,0,723,722,0,180,431,58,24,3,2,0,2,0,1,5,0,4,6,7,723
31,"PRIMARY SCHOOL SOHRAUNA  ROOM N0_2",676,513,0,1189,409,350,0,759,759,0,178,316,71,148,2,5,2,6,2,3,3,0,7,6,10,759
32,"UCHATAR MADHYAMIC SCHOOL SOHRAUNA   ROOM NO _1",742,545,0,1287,456,396,0,852,685,0,163,587,25,42,5,7,7,2,0,0,0,3,3,2,6,852
33,"UCHATAR MADHYAMIC SCHOOL SOHRAUNA   ROOM NO _2",589,423,0,1012,354,288,0,642,541,0,172,301,52,81,5,3,3,8,1,2,0,1,5,2,6,642
34,"PRIMARY SCHOOL KHADDA ROOM N0 _1",453,329,0,782,258,200,0,458,458,0,137,299,13,5,0,0,0,0,0,0,0,0,1,0,3,458
35,"PRIMARY SCHOOL KHADDA ROOM N0 _2",543,404,1,948,275,227,0,502,502,0,194,289,5,4,0,0,1,0,1,1,0,1,3,1,2,502
36,"PRIMARY SCHOOL KHADDA ROOM N0 _3",589,446,0,1035,261,210,0,471,471,0,197,241,13,5,2,0,0,1,0,0,1,2,3,2,4,471
37,"PRIMARY SCHOOL KHADDA ROOM N0 _4",368,284,0,652,184,136,0,320,320,0,99,160,24,16,0,1,0,5,0,1,1,1,5,3,4,320
38,"GANDHI INTER COLLAGE KHADDA   ROOM N0_1",321,281,0,602,172,132,0,304,304,0,114,178,5,3,1,1,0,0,0,0,1,0,1,0,0,304
39,"GANDHI INTER COLLAGE KHADDA   ROOM N0_2",280,204,0,484,91,66,0,157,157,0,55,92,4,3,0,1,0,0,0,0,0,0,1,0,1,157
40,"GANDHI INTER COLLAGE KHADDA   ROOM N0_3",341,178,0,519,88,47,0,135,135,0,42,73,15,0,2,1,1,0,0,0,1,0,0,0,0,135
41,"GANDHI INTER COLLAGE KHADDA   ROOM N0_4",643,516,0,1159,408,332,0,740,740,0,330,373,7,14,0,3,1,0,1,0,0,3,2,1,5,740
42,"KISAN INTER COLLAGE KHADDA ROOM N0_1",607,493,0,1100,341,319,0,660,657,0,356,240,4,48,1,0,1,1,0,0,0,1,2,2,4,660
43,"KISAN INTER COLLAGE KHADDA ROOM N0_2",546,450,0,996,282,247,0,529,529,0,208,290,9,13,0,0,1,1,0,0,0,1,1,1,4,529
44,"KISAN INTER COLLAGE KHADDA ROOM N0_3",402,319,0,721,228,176,0,404,402,0,165,226,2,3,3,0,0,0,0,1,0,1,0,0,3,404
45,"KISAN INTER COLLAGE KHADDA ROOM N0_4",629,476,0,1105,343,262,0,605,605,0,285,261,22,21,1,1,2,3,0,1,1,0,2,1,4,605
46,"KISAN INTER COLLAGE KHADDA ROOM N0_5",679,551,0,1230,377,325,0,702,702,0,299,269,13,101,2,2,2,2,0,0,0,2,2,1,7,702
47,"PRIMARY SCHOOL BASDILA",671,568,0,1239,436,402,0,838,838,0,408,243,26,122,3,0,2,2,2,11,1,1,5,4,8,838
48,"PRIMARY SCHOOL TURKAHA",783,585,0,1368,409,387,0,796,723,0,430,116,119,95,3,1,0,5,2,0,1,0,7,4,13,796
49,"PRIMARY SCHOOL LAXMIPUR ROOM NO_1",615,536,0,1151,410,379,0,789,789,0,206,135,33,390,2,2,5,6,0,0,0,3,3,2,2,789
50,"PRIMARY SCHOOL LAXMIPUR ROOM NO_2",386,299,0,685,246,205,0,451,451,0,220,186,16,16,0,2,2,1,1,0,0,2,3,1,1,451
51,"PRIMARY SCHOOL LAXMIPUR ROOM NO_3",249,200,0,449,163,145,0,308,284,0,125,85,5,78,1,0,0,0,0,4,2,1,2,1,4,308
52,"PRIMARY SCHOOL SHAHPUR PLACE LAXMIPUR",626,494,0,1120,347,260,0,607,601,0,416,100,20,40,3,9,3,0,5,2,1,3,2,1,2,607
53,"PRIMARY SCHOOL BHAGWANPUR",681,570,1,1252,400,378,0,778,550,0,315,131,66,238,2,3,9,3,3,2,0,1,2,1,2,778
54,"PRIMARY SCHOOL NAUTAR JANGAL  ROOM N0_1",509,383,0,892,331,253,0,584,584,0,215,200,26,112,2,7,6,1,2,3,1,3,3,1,2,584
55,"PRIMARY SCHOOL NAUTAR JANGAL  ROOM N0_2",539,378,0,917,344,286,0,630,630,0,237,211,38,85,5,9,8,4,2,2,3,1,9,2,14,630
56,"PRIMARY SCHOOL SALIKPUR PLACE MATHURA CHHAPRA",732,548,0,1280,320,227,0,547,547,0,93,371,39,13,3,6,3,4,2,1,1,1,1,3,6,547
57,"HIGHR SECENDARY SCHOOL BULAHAWA",520,376,0,896,244,254,0,498,412,0,89,259,33,78,0,5,4,2,2,6,1,2,6,4,7,498
58,"PRIMARY SCHOOL BULAHAWA BAIRATOLA  ROOM N0_1",659,577,0,1236,416,383,0,799,793,0,118,435,69,83,4,13,5,5,4,9,8,5,7,13,21,799
59,"PRIMARY SCHOOL BULAHAWA BAIRATOLA  ROOM N0_2",476,383,1,860,280,204,0,484,484,0,65,336,35,8,5,4,4,8,0,1,3,0,6,1,8,484
60,"PRIMARY SCHOOL BULAHAWA BAIRATOLA  ROOM N0_3",554,454,0,1008,300,356,0,656,652,0,179,308,98,18,2,5,2,5,6,4,2,4,10,4,9,656
61,"PRIMARY SCHOOL BULAHAWA BAIRATOLA  ROOM N0_4",374,250,0,624,175,181,0,356,356,0,228,45,17,31,2,1,1,12,2,2,1,2,4,0,8,356
62,"PRIMARY SCHOOL BULAHAWA  BAZAR ROOM N0 1",496,387,0,883,271,255,0,526,526,0,99,268,16,105,2,6,1,1,1,1,0,2,3,6,15,526
63,"PRIMARY SCHOOL BULAHAWA  BAZAR ROOM N0 2",510,375,0,885,251,256,0,507,507,0,34,116,9,312,6,2,5,3,3,0,1,4,3,1,8,507
64,"PRIMARY SCHOOL BULAHAWA  BAZAR ROOM N0 3",666,512,0,1178,369,285,0,654,600,0,164,416,38,23,3,0,2,1,0,0,1,0,1,1,4,654
65,"PRIMARY SCHOOL BULAHAWA  BAZAR ROOM N0 4",877,653,0,1530,563,300,0,863,863,0,182,506,75,74,3,2,0,0,0,1,4,3,0,4,9,863
66,"HIGHER SECENDARY SCHOOL BULAHAWA  ROOM NO_1",232,189,0,421,133,111,0,244,244,0,20,133,65,19,0,1,2,0,1,0,0,1,0,1,1,244
67,"HIGHER SECENDARY SCHOOL BULAHAWA  ROOM NO_2",354,237,0,591,183,149,0,332,330,0,33,156,30,69,3,4,3,0,0,4,3,7,3,6,11,332
68,"PRIMARY SCHOOL CHHITAUNI   ROOM NO_1",770,613,0,1383,434,355,0,789,789,0,199,358,56,141,4,4,3,4,2,2,3,1,6,0,6,789
69,"PRIMARY SCHOOL CHHITAUNI   ROOM NO_2",612,447,0,1059,299,226,0,525,525,0,80,239,77,77,2,6,5,0,3,4,4,2,5,5,16,525
70,"PRIMARY SCHOOL NARKAHAWA  ROOM NO_1",455,368,0,823,299,248,0,547,547,0,52,124,94,245,1,7,12,0,0,2,1,3,4,0,2,547
71,"PRIMARY SCHOOL NARKAHAWA  ROOM NO_2",563,453,0,1016,349,284,0,633,627,0,77,307,46,174,2,5,5,1,1,3,0,4,1,4,3,633
72,"PRIMARY SCHOOL TURKAHI",298,275,0,573,186,174,0,360,360,0,41,64,37,203,2,3,3,3,1,0,0,1,1,0,1,360
73,"PRIMARY SCHOOL DARGAULI  ROOM N0_1",580,414,0,994,343,286,0,629,629,0,134,157,20,266,10,0,3,0,3,4,4,4,6,4,14,629
74,"PRIMARY SCHOOL DARGAULI  ROOM N0_2",490,370,0,860,319,248,0,567,567,0,75,213,46,158,21,8,8,1,0,3,3,4,8,9,10,567
75,"JUNIOR HIGH SCHOOL DARGAULI  ROOM N0_1",651,528,1,1180,392,317,0,709,709,0,181,345,17,123,17,1,1,2,3,2,2,3,3,6,3,709
76,"JUNIOR HIGH SCHOOL DARGAULI  ROOM N0_2",545,383,0,928,314,227,0,541,541,0,184,244,14,61,3,6,6,4,1,0,1,1,5,3,8,541
77,"PRIMARY SCHOOL SURAJPUR PLACE PANIYAHAWA",631,483,0,1114,400,367,0,767,757,0,129,553,15,32,6,6,3,3,3,0,2,1,2,6,6,767
78,"PRIMARY SCHOOL BODHI CHHAPRA  ROOM NO_1",702,519,0,1221,355,271,0,626,617,0,307,95,133,47,2,2,4,3,2,3,0,4,3,5,16,626
79,"PRIMARY SCHOOL BODHI CHHAPRA  ROOM NO_2",382,286,0,668,234,158,0,392,382,0,156,64,143,7,2,1,0,0,1,1,2,2,3,2,8,392
80,"PRIMARY SCHOOL BODHI CHHAPRA  ROOM NO_3",562,434,0,996,312,256,0,568,568,0,308,116,78,33,1,2,0,0,1,2,1,3,4,4,15,568
81,"PRIMARY SCHOOL BODHI CHHAPRA  ROOM NO_4",364,282,1,647,234,141,0,375,375,0,205,83,44,15,0,5,0,4,0,0,0,1,6,2,10,375
82,"SADHAN SAHKARI SAMITI BODHI CHHAPRA  ROOM NO_1",341,256,0,597,144,161,0,305,305,0,201,35,16,40,1,1,1,1,0,1,1,2,3,0,2,305
83,"SADHAN SAHKARI SAMITI BODHI CHHAPRA  ROOM NO_2",430,313,1,744,174,191,0,365,365,0,225,44,11,56,0,2,5,5,2,0,0,3,1,4,7,365
84,"PRIMARY SCHOOL MALAHEYA",619,517,1,1137,414,413,0,827,816,0,329,255,45,141,6,4,10,7,13,1,2,1,7,5,1,827
85,"PRIMARY SCHOOL RAMPUR JANGAL  ROOM N0_1",897,687,0,1584,559,472,0,1031,1031,0,143,501,78,256,1,15,7,6,3,2,2,3,2,5,7,1031
86,"PRIMARY SCHOOL RAMPUR JANGAL  ROOM N0_2",202,163,0,365,139,124,0,263,263,0,36,150,11,57,0,0,0,2,2,0,0,0,2,3,0,263
87,"PRIMARY SCHOOLRAMNAGAR ROOM NO_1",284,226,0,510,207,179,0,386,386,0,51,125,32,153,3,2,6,1,2,1,0,2,2,2,4,386
88,"PRIMARY SCHOOLRAMNAGAR ROOM NO_2",455,355,0,810,319,262,0,581,581,0,166,268,64,34,0,1,3,4,5,7,1,0,6,6,16,581
89,"PRIMARY SCHOOL TINPARSA",190,170,0,360,137,133,0,270,270,0,76,113,6,58,0,1,2,0,0,1,0,1,4,1,7,270
90,"PRIMARY SCHOOLDHARMAULI /JINDA CHHAPRA   ROOM N0_1",520,439,0,959,303,346,0,649,615,0,55,98,295,164,4,2,4,0,1,4,3,2,6,6,5,649
91,"PRIMARY SCHOOLDHARMAULI /JINDA CHHAPRA   ROOM N0_2",271,243,0,514,189,167,0,356,350,0,105,41,72,126,0,1,0,1,0,2,1,2,1,0,4,356
92,"PRIMARY SCHOOL HATHIYA PLACE /DHANAUJI AABADKARI",371,313,0,684,222,200,0,422,420,0,259,57,20,69,0,1,5,3,0,2,0,1,2,0,3,422
93,"PRIMARY SCHOOLDHANAUJI AABADKARI PLACE HATHIYA",441,382,0,823,299,288,0,587,587,0,38,134,191,193,6,4,3,4,2,3,1,2,1,1,4,587
94,"PRIMARY SCHOOL KARDAH ROOM NO_1",650,491,0,1141,352,310,0,662,652,0,345,155,33,87,1,3,3,18,1,2,1,0,2,3,8,662
95,"PRIMARY SCHOOL KARDAH ROOM NO_2",331,391,0,722,208,270,0,478,470,0,150,189,18,105,0,1,0,0,2,2,1,2,0,2,6,478
96,"NAVEEN KANYA LAGHU MADHYAMIC SCHOOL KARDAH ROOM N0 _1",580,328,0,908,338,221,0,559,559,0,199,221,18,95,2,2,4,6,1,2,1,1,0,5,2,559
97,"NAVEEN KANYA LAGHU MADHYAMIC SCHOOL KARDAH ROOM N0 _2",408,292,0,700,225,204,0,429,428,0,131,164,31,81,1,3,2,0,0,1,2,0,5,2,6,429
98,"PRIMARY SCHOOL KARDAH",369,329,0,698,230,202,0,432,432,0,58,103,49,205,2,2,1,0,0,0,1,1,5,2,3,432
99,"PRIMARY SCHOOL AHERAULI ROOM N0_1",711,583,0,1294,456,372,0,828,800,0,300,306,12,173,4,1,0,9,1,3,2,0,2,6,9,828
100,"PRIMARY SCHOOL AHERAULI ROOM N0_2",655,569,0,1224,453,407,0,860,854,0,137,261,126,287,2,3,5,4,2,2,0,6,5,3,17,860
101,"PRIMARY SCHOOL JAKHANIYA",526,425,0,951,346,323,0,669,669,0,217,322,20,72,4,3,0,10,2,3,1,2,3,4,6,669
102,"PRIMARY SCHOOL SISVA MANIRAJ",638,540,1,1179,386,381,0,767,767,0,171,314,19,234,1,1,3,1,2,4,2,1,7,2,5,767
103,"PRIMARY SCHOOLBANJARI PATTI",729,521,0,1250,382,338,0,720,720,0,381,258,14,24,1,3,2,4,2,7,1,3,4,7,9,720
104,"PRIMARY SCHOOLBANJARI PATTI",198,175,0,373,113,104,0,217,217,0,24,122,3,52,0,3,5,1,0,1,0,2,2,2,0,217
105,"PRIMARY SCHOOL LAKHUA LAKHUYI",826,631,0,1457,548,402,0,950,950,0,197,316,40,343,4,4,4,1,6,5,1,6,6,2,15,950
106,"PRIMARY SCHOOL LAKHUA LAKHUYI",690,537,1,1228,410,289,0,699,699,0,191,381,52,35,3,6,5,4,0,1,3,4,5,1,8,699
107,"PRIMARY SCHOOL BAHOR SHHAPRA",643,533,0,1176,416,372,0,788,743,0,199,413,43,100,2,3,5,2,3,0,3,3,2,4,6,788
108,"PRIMARY SCHOOL BHAJAN CHHAPRA",640,562,0,1202,371,450,0,821,821,0,180,419,32,152,7,5,7,5,1,6,1,1,2,1,2,821
109,"PRIMARY SCHOOL NAVAL CHHAPRA",478,425,0,903,313,314,0,627,627,0,125,183,130,143,2,5,2,16,2,0,0,3,8,2,6,627
110,"PRIMARY SCHOOLMATHIYA BUJURG",858,749,0,1607,500,432,0,932,932,0,301,433,59,84,3,4,4,2,2,4,5,6,8,8,9,932
111,"PRIMARY SCHOOLMATHIYA BUJURG",701,548,0,1249,384,362,0,746,746,0,272,153,39,229,2,2,7,2,3,2,4,2,6,6,17,746
112,"PRIMARY SCHOOL LANGADI",459,364,0,823,380,224,0,604,604,0,260,222,41,43,4,3,6,0,2,2,0,2,1,6,12,604
113,"PRIMARY SCHOOL VISHUNPURA BUJURG",619,512,0,1131,366,323,0,689,689,0,379,201,50,32,3,3,4,1,2,3,1,2,3,2,3,689
114,"PRIMARY SCHOOL VISHUNPURA BUJURG",649,518,0,1167,411,318,0,729,600,0,221,384,55,35,2,7,2,2,3,1,1,1,5,5,5,729
115,"PRIMARY SCHOOL VISHUNPURA BUJURG",768,614,0,1382,436,439,0,875,769,0,448,76,69,244,4,4,4,2,2,4,3,2,2,3,8,875
116,"PRIMARY SCHOOL KOP JANGAL NEW BALUWA TOLA",469,389,0,858,270,244,0,514,425,0,154,136,33,101,2,1,1,0,1,56,2,0,5,2,20,514
117,"PRIMARY SCHOOL KOP JANGAL NEW BALUWA TOLA",898,690,0,1588,557,411,0,968,968,0,555,251,40,35,4,5,8,3,8,43,2,2,4,4,4,968
118,"PRIMARY SCHOOLBHEDI JANGAL",763,676,0,1439,444,474,0,918,918,0,125,242,132,332,3,12,5,7,6,15,4,6,7,9,13,918
119,"PRIMARY SCHOOLCHATUR CHHAPRA",545,456,0,1001,360,276,0,636,586,0,244,203,68,90,5,5,4,4,2,2,0,1,4,1,3,636
120,"PRIMARY SCHOOL CHATUR CHHAPRA",380,310,0,690,218,183,0,401,351,0,126,84,103,80,1,1,3,2,0,0,0,0,0,0,1,401
121,"PRIMARY SCHOOLFATAKDAUNA HERA CHHAPRA",738,590,0,1328,417,328,0,745,745,0,157,347,47,141,4,6,4,6,3,0,1,4,7,6,12,745
122,"PRIMARY SCHOOLLILADHAR CHHAPRA",440,356,0,796,227,240,0,467,450,0,259,118,10,52,2,2,1,5,0,2,0,1,3,3,9,467
123,"PRIMARY SCHOOLUDHO CHHAPRA",789,613,0,1402,413,444,0,857,857,0,205,506,29,64,6,2,2,6,2,3,2,5,6,7,12,857
124,"PRIMARY SCHOOLBHUJAULI KHURD",409,352,0,761,235,233,0,468,460,0,129,97,20,190,2,2,0,17,0,2,1,3,4,0,1,468
125,"PRIMARY SCHOOLBHUJAULI BUJURGD",867,650,1,1518,424,387,0,811,800,0,164,569,41,21,2,2,1,5,0,2,0,0,1,2,1,811
126,"PRIMARY SCHOOLBHUJAULI BUJURGD",874,762,0,1636,528,541,0,1069,1066,0,314,445,101,154,1,5,3,19,2,5,2,5,6,3,4,1069
127,"KANYA  PURVA MADHAYAMIC SCHOOL  BHUJAULI  BUJURG",796,643,0,1439,443,460,0,903,903,0,284,368,21,90,6,2,6,89,5,1,5,2,6,8,10,903
128,"KANYA  PURVA MADHAYAMIC SCHOOL  BHUJAULI  BUJURG",813,642,1,1456,472,393,0,865,865,0,144,454,26,164,6,4,7,4,2,2,2,5,9,7,29,865
129,"PRIMARY SCHOOL BAIRAGI PATTI  PAS CHIM TOLA",396,335,0,731,271,241,0,512,462,0,157,231,17,95,1,2,2,2,0,0,0,1,2,1,1,512
130,"PRIMARY SCHOOL MUNDERA",268,250,0,518,179,179,0,358,358,0,36,177,4,128,1,2,0,0,1,1,0,0,3,2,3,358
131,"PURVA MADHYAMIC SCHOOL PAHADPUR",374,295,0,669,213,208,0,421,421,0,55,206,101,49,0,3,3,1,0,0,0,0,1,2,0,421
132,"PRIMARY SCHOOL DHARANI PATTI",525,416,0,941,297,271,0,568,564,0,77,235,55,170,5,6,1,7,3,1,0,0,3,2,3,568
133,"PRIMARY SCHOOLDHARNI PATTI",606,464,0,1070,449,271,0,720,720,0,117,347,63,131,2,9,8,18,5,1,2,1,10,1,5,720
134,"PRIMARY SCHOOL  MANSHACHHAPRA",683,508,0,1191,372,409,0,781,781,0,149,244,205,130,4,2,3,4,3,3,6,5,8,1,14,781
135,"PRIMARY SCHOOL  TINVARDAHA",425,344,0,769,255,264,0,519,519,0,255,143,16,82,3,2,4,1,1,5,1,0,2,2,2,519
136,"JUNIOR HIGH SCHOOL  KATAYI BHARPURWA",511,425,0,936,305,215,0,520,471,0,118,230,20,119,2,7,1,1,5,1,3,0,6,2,5,520
137,"JUNIOR HIGH SCHOOL  KATAYI BHARPURWA",454,328,1,783,287,166,0,453,300,0,123,101,135,59,0,2,1,0,1,3,1,0,7,7,13,453
138,"JUNIOR HIGH SCHOOL  KATAYI BHARPURWA",873,605,0,1478,494,359,0,853,853,0,99,293,97,185,8,4,9,135,4,2,3,4,5,4,1,853
139,"PRIMARY SCHOOL KATAYI BHARPURWA",809,624,1,1434,547,353,0,900,900,0,112,256,173,223,5,3,10,75,2,2,2,13,5,6,13,900
140,"PRIMARY SCHOOL KATAYI BHARPURWA",735,587,0,1322,449,300,0,749,749,0,171,271,52,77,6,3,8,147,5,2,0,1,2,2,2,749
141,"KANYA PRIMARY SCHOOL KATAYI BHARPURAWA",779,552,0,1331,411,244,0,655,655,0,159,139,73,154,4,2,9,66,5,2,2,6,5,4,25,655
142,"KANYA PRIMARY SCHOOL KATAYI BHARPURAWA",223,152,0,375,125,75,0,200,200,0,56,52,24,25,0,4,0,20,0,3,4,1,3,2,6,200
143,"PRIMARY SCHOOL  PADARAHE /PAKADI",879,683,0,1562,510,411,0,921,830,0,285,354,41,196,5,8,8,3,3,0,1,3,8,1,5,921
144,"PRIMARY SCHOOL PATKHAULI",691,512,0,1203,439,334,0,773,773,0,204,259,85,196,4,6,0,8,3,0,0,0,3,2,3,773
145,"PRIMARY SCHOOL  DHANAHA",337,259,0,596,201,192,0,393,393,0,82,148,26,117,1,2,4,1,1,0,0,2,2,1,6,393
146,"PRIMARY SCHOOL JUDA CHHAPRA  PLACE  NIRMAL PATTI",485,370,0,855,283,230,0,513,513,0,103,136,50,168,2,7,4,35,0,1,0,1,2,2,2,513
147,"PRIMARY SCHOOL KHAIRY",755,577,0,1332,428,363,0,791,791,0,190,272,129,126,2,3,4,49,0,6,2,2,4,1,1,791
148,"PRIMARY SCHOOL KHAIRY",843,613,2,1458,404,355,0,759,759,0,162,309,42,138,3,4,5,69,6,4,0,2,4,2,9,759
149,"PRIMARY SCHOOL  KISHUNPUR VIJAYPUR",529,463,0,992,379,334,0,713,691,0,133,310,49,163,3,2,2,7,0,0,2,2,11,12,17,713
150,"PRIMARY SCHOOL DEVGAV",539,446,0,985,313,292,0,605,605,0,155,285,43,97,3,2,5,3,2,0,1,0,3,4,2,605
151,"PRIMARY SCHOOL SEKHUYI KHAS",493,435,0,928,343,312,0,655,600,0,120,177,222,101,1,1,2,1,1,6,2,4,10,2,5,655
152,"KANYA JUNIOR HIGH SCHOOL NEBUA RAIGANJ",674,534,3,1211,399,352,0,751,751,0,245,184,78,140,1,0,2,7,6,52,4,4,7,6,15,751
153,"KANYA JUNIOR HIGH SCHOOL NEBUA RAIGANJ",517,413,0,930,309,263,0,572,572,0,84,240,32,177,3,2,0,0,2,21,3,1,3,0,4,572
154,"PRIMARY SCHOOL NEBUA RAIGANJ",466,377,0,843,297,230,0,527,527,0,183,230,33,62,3,2,3,3,0,7,0,0,0,1,0,527
155,"PRIMARY SCHOOLNEBUA RAIGANJ",140,130,0,270,75,69,0,144,104,0,50,82,1,7,0,0,0,0,0,0,2,1,1,0,0,144
156,"PRIMARY SCHOOLSHIVDAT  CHHAPRA",911,732,0,1643,486,406,0,892,892,0,199,271,127,259,4,3,2,6,2,1,1,3,6,3,5,892
157,"PRIMARY SCHOOLSURAT CHHAPRA",416,325,0,741,275,235,0,510,400,0,50,169,66,204,0,3,3,2,0,0,1,4,5,2,1,510
158,"PRIMARY SCHOOL NARAYANPUR",554,473,0,1027,347,286,0,633,632,0,74,287,90,136,0,2,4,0,1,2,3,2,9,6,17,633
