"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
103,"PRI. SCHOOL KAMALPUR KHANUPURA",430,329,0,759,345,263,0,608,608,0,15,16,166,1,2,377,4,3,8,3,3,2,1,7,608
104,"JUNIOR HIGH SCHOOL MUJAHIDPUR",387,297,0,684,325,195,0,520,520,0,51,18,195,180,3,58,0,3,1,2,1,4,2,2,520
105,"PRI. SCHOOL LAALPUR",430,331,0,761,334,236,0,570,570,0,39,4,297,77,1,142,3,1,2,1,0,1,1,1,570
106,"PRI. SCHOOL NIRYAWALI",606,480,0,1086,422,379,0,801,801,0,75,10,303,118,3,258,6,3,1,5,5,6,3,5,801
107,"PRI. SCHOOL KAILMUNDI",898,607,0,1505,592,318,0,910,910,0,21,27,642,10,3,188,6,1,6,2,0,3,0,1,910
108,"PRI. SCHOOL SISOUNA",460,334,0,794,312,208,0,520,520,0,142,4,30,44,1,283,6,1,4,1,0,1,0,3,520
109,"PRI. SCHOOL MADHAWALI RASULPUR",823,666,1,1490,564,466,0,1030,1030,0,287,17,20,668,3,7,2,3,4,0,9,2,3,5,1030
110,"PRI. SCHOOL TURTIPUR INAYATPUR",557,465,1,1023,381,290,0,671,671,0,3,33,34,573,2,17,0,0,0,2,2,1,1,3,671
111,"PRI. SCHOOL TATARPUR ROAD",644,506,0,1150,494,393,0,887,887,0,354,9,62,445,2,4,0,1,0,2,2,1,3,2,887
112,"PEI. SCHOOL PALI, ROOM 1",488,421,0,909,330,314,0,644,644,0,151,1,43,413,2,5,0,1,5,2,8,4,4,5,644
113,"PRI. SCHOOL PALI, ROOM 2",522,418,0,940,381,308,0,689,689,0,355,10,82,208,4,0,4,1,4,6,2,3,1,9,689
114,"PRI. SCHOOL SEBDA JUSRATH NAGLA",667,602,0,1269,519,435,0,954,954,0,131,7,39,738,8,2,0,1,1,4,12,6,1,4,954
115,"PRI. SCHOOL EACHWADA DINGAR",593,553,0,1146,449,462,0,911,911,0,367,8,6,486,1,24,2,1,1,2,3,4,1,5,911
116,"PRI. SCHOOL CHANDAWALI",455,426,0,881,355,326,0,681,681,0,122,8,27,491,2,2,1,1,1,4,3,4,6,9,681
117,"PRI. SCHOOL GAILUA",370,314,0,684,305,257,0,562,562,0,203,11,12,309,0,26,0,1,0,0,0,0,0,0,562
118,"PRI. SCHOOL SINGHPUR SANI",633,565,0,1198,440,391,0,831,831,0,140,72,73,509,2,17,0,3,2,4,1,0,4,4,831
119,"PRI. SCHOOL KURKAWALI",864,719,0,1583,570,526,0,1096,1096,0,361,31,164,488,4,12,0,2,2,5,4,5,4,14,1096
120,"PRI. SCHOOL RITHALI",646,492,0,1138,430,302,0,732,732,0,410,11,129,136,1,13,1,3,6,1,9,2,1,9,732
121,"PRI. SCHOOL KALYANPUR",246,202,0,448,170,144,0,314,314,0,135,5,0,139,1,28,1,0,0,0,1,3,0,1,314
122,"JUNIOR HIGH SCHOOL RUSTAMPUR NIYAWALI ROOM 1",578,489,0,1067,321,273,0,594,594,0,254,2,15,306,5,1,0,0,0,0,6,1,0,4,594
123,"JUNIOR HIGH SCHOOL RUSTAMPUR NIYAWALI RROM 2",498,408,0,906,239,175,0,414,414,0,53,3,191,158,1,0,1,2,1,0,1,1,0,2,414
124,"JUNIOR HIGH SCHOOL RUSTAMPUR NIYAWALI ROOM 3",474,375,0,849,226,166,0,392,392,0,134,2,153,90,0,1,4,1,0,0,4,0,0,3,392
125,"JUNIOR HIGH SCHOOL RUSTAMPUR NIYAWALI ROOM 4",480,413,0,893,270,224,0,494,494,0,204,6,58,205,1,4,1,2,1,1,4,1,0,6,494
126,"PRI. SCHOOL BADANPUR BASAI",361,363,0,724,295,239,0,534,534,0,228,15,152,132,0,1,0,0,1,0,2,0,0,3,534
127,"JUNIOR HIGH SCHOOL KABIR KI SARAY",471,392,0,863,263,227,0,490,490,0,50,3,419,5,1,0,0,3,2,0,0,0,3,4,490
128,"PRI. SCHOOL RASULPUR SARAY",511,414,0,925,401,360,0,761,761,0,713,4,17,6,1,1,1,1,1,3,0,1,0,12,761
129,"JUNIOR HIGH SCHOOL RUKUNUDDIN SARAY ROOM 1",614,484,0,1098,339,225,0,564,564,0,200,2,203,133,0,3,4,1,2,1,7,1,2,5,564
130,"JUNIOR HIGH SCHOOL RUKUNUDDIN SARAY ROOM 4",590,453,1,1044,369,228,0,597,597,0,90,3,196,276,2,2,4,1,1,1,9,2,3,7,597
131,"JUNIOR HIGH SCHOOL RUKUNUDDIN SARAY, ROOM 2",790,582,1,1373,449,268,0,717,717,0,181,10,493,5,2,10,1,0,0,0,1,5,3,6,717
132,"JUNIOR HIGH SCHOOL RUKUNUDDIN SARAY, ROOM 3",677,508,0,1185,427,256,0,683,683,1,117,10,509,3,3,5,7,1,1,1,1,3,9,13,683
133,"JUNIOR HIGH SCHOOL RUKUNUDDIN SARAY ROOM 5",834,671,0,1505,511,340,0,851,851,0,126,2,675,6,1,14,12,5,2,0,0,2,1,5,851
134,"PRI. SCHOOL BADAUN DARWAJA",1015,795,1,1811,589,430,0,1019,1019,0,339,10,575,78,1,1,2,1,1,0,5,4,0,2,1019
135,"PRI. SCHOOL RAVAKHURD URF BIBIPUR",479,424,0,903,357,312,0,669,669,0,301,0,191,160,1,2,0,0,1,0,2,3,1,7,669
136,"PRI. SCHOOL THANDSOULI",178,163,0,341,120,114,0,234,234,0,14,12,13,186,1,4,0,0,0,0,2,1,0,1,234
137,"PRI. SCHOOL KAIMA",597,449,0,1046,450,272,0,722,722,0,114,2,202,10,2,372,4,0,1,2,4,3,0,6,722
138,"PRI. SCHOOL BAINIPUR CHAK",221,225,0,446,206,200,0,406,406,0,17,2,150,17,4,206,2,0,3,0,2,0,0,3,406
139,"PRI. SCHOOL KAVALPUR SARAY",683,535,0,1218,546,452,0,998,998,0,475,2,4,486,2,4,0,1,0,3,10,4,4,3,998
140,"PRI. SCHOOL SALARPUR KALA ROOM 1",579,516,0,1095,333,304,0,637,637,0,405,7,179,3,3,3,20,0,2,1,0,5,3,6,637
141,"PRI. SCHOOL SALARPUR KALA ROOM 3",513,403,0,916,371,271,0,642,642,0,324,5,270,19,0,15,3,0,0,1,1,0,3,1,642
142,"PRI. SCHOOL SALARPUR KALA ROOM 2",559,422,0,981,330,206,0,536,536,0,284,8,206,5,2,8,12,0,2,1,1,0,2,5,536
143,"PRI. SCHOOL SALARPUR KALA ROOM 4",558,417,0,975,351,238,0,589,589,0,355,6,197,4,2,13,11,1,0,0,0,0,0,0,589
144,"PRI. SCHOOL PIPLI REHMAPUR ROOM 1",621,443,0,1064,412,284,0,696,696,0,63,4,532,53,1,18,6,2,1,1,4,1,4,6,696
145,"PRI. SCHOOL PIPLI REHMAPUR ROOM 2",522,452,0,974,375,280,0,655,655,0,269,4,265,66,1,30,2,0,0,2,1,0,5,10,655
146,"PRI. SCHOOL BHTOULA",719,565,0,1284,453,342,0,795,795,0,112,13,54,520,7,57,2,1,1,4,7,4,10,3,795
147,"PRI. SCHOOL HISAMPUR ROOM 1",496,417,1,914,397,290,0,687,687,0,166,20,411,64,4,1,0,0,1,2,1,8,3,6,687
148,"PRI. SCHOOL HISAMPUR ROOM 2",478,450,0,928,381,316,0,697,697,0,105,18,470,84,3,3,0,0,0,2,3,5,1,3,697
149,"PRI. SCHOOL SALEMPUR SALAR URF HAJIPUR",830,735,0,1565,558,498,0,1056,1056,0,267,4,610,142,3,2,1,0,4,1,8,7,1,6,1056
150,"PRI. SCHOOL SHEKHUPUR KHALSA",220,207,0,427,186,164,0,350,350,0,4,1,10,325,1,0,1,0,0,0,5,0,2,1,350
151,"SANGRAM SINGH INTER COLLEGE SAIDPUR GANGU",207,211,0,418,197,198,0,395,395,0,30,7,28,318,1,6,0,2,2,0,0,0,0,1,395
152,"PRI. SCHOOL DHAKIYA",325,304,0,629,247,265,0,512,512,0,90,7,258,151,0,0,0,0,1,1,1,2,0,1,512
153,"RI. SCHOOL BABUKHERA",735,579,0,1314,408,469,0,877,877,0,389,15,230,217,3,1,1,2,5,1,4,5,3,1,877
154,"PRI. SCHOOL NANDPUR VEETA",814,665,0,1479,586,456,0,1042,1042,0,241,8,81,660,4,20,0,1,1,0,9,5,3,9,1042
155,"PRI. SCHOOL MATIPUR, ROOM 1",931,727,0,1658,608,456,0,1064,1064,0,240,9,733,53,3,2,2,0,2,1,0,3,3,13,1064
156,"PRI. SCHOOL MATIPUR, ROOM 2",713,641,0,1354,490,396,0,886,886,0,366,6,116,331,1,41,1,3,1,5,3,1,5,6,886
157,"PRI. SCHOOL SAIDPUR IMMA, ROOM 1",651,564,0,1215,449,430,0,879,879,0,175,14,309,347,5,10,0,2,0,2,6,2,1,6,879
158,"PRI. SCHOOL SAIDPUR IMMA, ROOM 2",375,327,0,702,312,248,0,560,560,0,208,2,11,306,1,22,0,0,0,2,3,1,2,2,560
159,"PRI. SCHOOL OVARI, ROOM 1",491,343,0,834,317,222,0,539,539,0,202,11,281,7,1,2,26,1,1,0,0,2,0,5,539
160,"PRI. SCHOOL OVARI ROOM 3",531,383,0,914,331,235,0,566,566,0,325,4,196,2,1,1,22,3,1,0,1,1,1,8,566
161,"PRI. SCHOOL OVARI, ROOM 2",513,367,0,880,311,194,0,505,505,0,199,5,223,21,0,5,44,0,0,0,3,1,2,2,505
162,"PRI. SCHOOL OVARI, ROOM 4",583,373,0,956,296,204,0,500,500,0,234,5,216,2,1,23,9,2,1,3,0,2,0,2,500
163,"PRI. SCHOOL MANOTA, ROOM 1",614,480,0,1094,392,338,0,730,730,0,141,12,305,242,3,2,1,1,0,2,5,2,6,8,730
164,"PRI. SCHOOL MANOTA, ROOM 2",858,612,0,1470,542,406,0,948,948,0,118,8,318,464,7,7,1,0,0,2,11,6,4,2,948
165,"PRI. SCHOOL CHANVAAR",789,648,1,1438,558,429,0,987,987,0,375,5,117,442,4,3,7,2,9,4,7,4,0,8,987
166,"PRI. SCHOOL TALVAAR ROOM 1",520,389,0,909,343,310,0,653,653,0,227,5,355,33,1,12,7,1,1,2,2,2,2,3,653
167,"PRI. SCHOOL TALVAAR ROOM 2",522,428,0,950,382,343,0,725,725,0,481,4,155,14,1,47,2,0,2,0,2,2,1,14,725
168,"PRI. SCHOOL ASGARIPUR",407,355,0,762,304,259,0,563,563,0,117,2,430,2,1,2,0,0,0,1,2,1,2,3,563
169,"PRI. SCHOOL SHAHPUR SIRPUDA",806,720,0,1526,444,370,0,814,814,0,186,43,394,74,3,102,1,2,2,2,2,2,0,1,814
