"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
26,"PRIMARY SCHOOL SAMDA",318,281,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"PRIMARY SCHOOL CHAKAULI",676,567,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"PRIMARY SCHOOL ANDHPUR UMRAO",244,215,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"PRIMARY SCHOOL BEHTA ROOM NO.1",620,537,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"PRIMARY SCHOOL BEHTA ROOM NO.2",588,483,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"PRIMARY SCHOOL PALHENDA",445,378,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"PRIMARY SCHOOL KHURAMPUR",457,369,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"JUNIOR HIGH SCHOOL KUDHA INTGAON ROOM NO.1",597,496,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"JUNIOR HIGH SCHOOL KUDHA INTGAON ROOM NO.2",379,331,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"JUNIOR HIGH SCHOOL KUDHA INTGAON ROOM NO.3",631,549,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"PRIMARY SCHOOL IBRAHIMGANJ ROOM NO.1",268,167,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"PRIMARY SCHOOL IBRAHIMGANJ ROOM NO.2",360,241,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"PRIMARY SCHOOL PURAINA ROOM NO. 1",428,329,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"PRIMARY SCHOOL PURAINA ROOM NO. 2",494,424,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"PRIMARY SCHOOL MAWAI PADIYANA ROOM NO.1",516,435,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"PRIMARY SCHOOL MAVAI PARIYANA ROOM NO. 2",469,336,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"PRIMARY SCHOOL BHADOI",556,470,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"PRIMARY SCHOOL AMAWA",506,410,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"PRIMARY SCHOOL CHAK MAJRA AMAWA",435,349,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"PRIMARY SCHOOL SADULLAH NAGAR",715,635,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"JUNIOR HIGH SCHOOL TERWA ROOM NO. 1",478,387,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"JUNIOR HIGH SCHOOL TERWA ROOM NO. 2",446,347,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"PRIMARY SCHOOL NARAYANPUR ROPOM NO 1",457,350,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"PRIMARY SCHOOL NARAYANPUR ROPOM NO 2",458,380,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"PRIMARY SCHOOL DARABNAGAR BARKOTA",531,419,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"PRIMARY SCHOOL SHADPUR PURAHI",491,409,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"PRIMARY SCHOOL GODAULI",711,613,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"PRIMARY SCHOOL NANMAU",652,487,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"PATEL ADARSH HIGHER SCONDARY SCHOOL AIN ROOM NO. 1",717,562,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"PATEL ADARSH HIGHER SCONDARY SCHOOL AIN ROOM NO-2",754,590,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"PRIMARY SCHOOL KANNI KHERA AIN",379,317,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"PRIMARY SCHOOL KAZIKHEDA MAJRA H/O AEN",188,154,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"PRIMARY SCHOOL SAHIJANPUR",557,479,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"PRIMARY SCHOOL RAMDAS PUR",358,285,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"JUNIOR HIGH SCHOOL HARAUNI ROOM NO-1",531,468,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"JUNIOR HIGH SCHOOL HARAUNI ROOM NO-2",515,458,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"PRIMARY SCHOOL PIPARSAND ROOM NO. 1",670,554,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"PRIMARY SCHOOL PIPARSAND ROOM NO-2",478,376,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"PRIMARY SCHOOL ROOPKHERA MAJRA PIPARSAND",352,317,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"PRIMARY SCHOOL RANIPUR MAJRA H/O PIPURSAND",285,241,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"PRIMARY SCHOOL LONHA ROOM NO-2",657,556,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"PRIMARY SCHOOL LONHA ROOM NO. 1",602,457,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"PRIMARY SCHOOL ALINAGAR SUNAHARA ROOM NO. 1",850,695,0,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"PRIMARY SCHOOL ALINAGAR SUNAHARA ROOM-2",516,409,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"PRIMARY SCHOOL ALINAGAR SUNAHARA ROOM-3",766,552,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"AWASIYA PUBLIC INTER COLLEGE MANAS NAGAR ROOM NO-2",881,719,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"AWASIYA PUBLIC INTER COLLEGE MANAS NAGAR ROOM NO-3",746,573,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"AWASIYA PUBLIC INTER COLLEGE ROOM NO-1 MANAS NAGAR",838,663,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"AWASIYA PUBLIC INTER COLLEGE MANAS NAGAR ROOM NO. 4",662,531,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"AWASIYA PUBLIC INTER COLLEGE MANAS NAGAR ROOM NO-5",590,452,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"AWASIYA PUBLIC INTER COLLEGE MANAS NAGAR ROOM NO-6",704,540,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"GRAM PANCHAYAT OFFICE SADRAUNA",708,582,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"JUNIOR HIGH SCHOOL SADRAUNA",1075,990,0,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"PRIMARY SCHOOL ANAURA ROOM NO. 1",481,393,1,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"PRIMARY SCHOOL ANAURA ROOM NO-2",464,382,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"MEERY GARDNER CONVENT COLLEGE ROOM NO-3",485,343,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"MEERY GARDENER CONVENT COLLEGE ROOM NO. 2",541,476,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"MEERY GARDNER CONVENT COLLEGE ROOM NO-4",652,620,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"MEERY GARDNER CONVENT COLLEGE ROOM NO-5",611,591,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"MEERY GARDNER CONVENT COLLEGE ROOM NO-6",721,641,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"MEERY GARDNER CONVENT COLLEGE ROOM NO. 1",796,717,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"ADARSH PUBLIC INTER COLLEGE SECTOR H, LDA ROOM NO. 1",656,566,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"ADARSH PUBLIC INTER COLLEGE SECTOR H L D A ROOM NO-2",643,522,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"ADARSH PUBLIC INTER COLLEGE SECTOR H L D A ROOM NO-3",780,612,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"ADARSH PUBLIC INTER COLLEGE SECTOR H L D A ROOM NO-4",703,610,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"ADARSH PUBLIC INTER COLLEGE SECTOR H LDA ROOM NO. 5",852,731,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"ADARSH PUBLIC INTER COLLEGE SECTOR H L D A ROOM NO-6",572,525,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"ADARSH PUBLIC INTER COLLEGE SECTOR H L D A ROOM NO-7",763,633,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"CITY MODEL PUBLIC SCHOOL SECTOR D 1 ROOM NO-2",587,535,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"MODEL PUBLIC SCHOOL SECTOR D1 ROOM NO. 1",529,502,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"CITY MODEL PUBLIC SCHOOL SECTOR D 1 ROOM NO-4",721,620,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"CITY MODEL PUBLIC SCHOL SECTOR D1 ROOM NO. 3",467,426,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"CITY MODEL PUBLIC SCHOOL SECTOR D 1 ROOM NO-5",558,510,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO-2",675,655,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO-3",604,462,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO. 1",450,429,0,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO-4",491,439,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO-5",386,352,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"NEW PUBLIC INTER COLLEGE SECTOR D-1 ROOM NO-6",601,561,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"SPRING DALE COLLEGE L D A ROOM-1",547,504,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"SPRING DALE COLLEGE L D A ROOM NO-2",898,862,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"SPRING DALE COLLEGE L D A ROOM NO-3",620,583,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"SPRING DALE COLLEGE L D A ROOM NO-4",596,553,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"SPRING DALE COLLEGE L D A ROOM NO-5",436,420,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"SPRING DALE COLLEGE L D A ROOM NO-6",402,425,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"LUCKNOW PUBLIC INTER COLLEGE SEC D L D A ROOM-1",362,326,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"LUCKNOW PUBLIC INTER COLLEGE SEC D L D A ROOM-2",371,368,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"LUCKNOW PUBLIC INTER COLLEGE SEC D L D A ROOM-3",372,285,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"LUCKNOW PUBLIC INTER COLLEGE SEC D L D A ROOM-4",441,389,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-1",450,361,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-2",465,402,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-3",497,361,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-4",327,248,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D, LDA COLONY ROOM NO-5",498,433,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-6",538,460,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM-7",397,367,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"KRISHNA DEVI GIRLS INTER COLLEGE SEC D L D A COLONY ROOM NO-8",424,336,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"JUNIOR HIGH SCHOOL ALAMBAGH SITUATED BARGAWAN ROOM NO-1",821,631,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"JUNIOR HIGH SCHOOL ALAMBAGH SITUATED BARGAWAN ROOM NO-2",641,581,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"JUNIOR HIGH SCHOOL ALAMBAGH SITUATED BARGAWAN ROOM NO-3",474,465,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"PRIMARY SCHOOL BALDIKHERA BAGAWAN ROAD ROOM NO-1",521,435,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"PRIMARY SCHOOL BALDIKHERA BAGAWAN ROAD ROOM NO-2",513,439,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"JUNIOR HIGH SCHOOL BHESHA ROOM NO 1",671,538,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"JUNIOR HIGH SCHOOL  BHESHA ROOM NO 2",606,481,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"PRIMARY SCHOOL BEHSA & SAMUDAYIK BHAWAN ROOM NO-1",896,689,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"PRIMARY SCHOOL BEHSA & SAMUDAYIK BHAWAN ROOM NO-2",493,398,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"PRIMARY SCHOOL BEHSA & SAMUDAYIK BHAWAN ROOM NO-3",598,458,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"ST ANS DAY SCHOOL SECTOR F L D A ROOM NO-1",899,792,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"ST ANS DAY SCHOOL SECTOR F L D A ROOM NO-2",491,436,0,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"BAL VIDYA NIKETAN GIRLS INTER COLLEGE T P NAGAR ROOM NO-1",570,441,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"BAL VIDYA NIKETAN GIRLS INTER COLLEGE T P NAGAR ROOM NO-2",646,508,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"BAL VIDYA NIKETAN GIRLS INTER COLLEGE T P NAGAR ROO NO-3",534,427,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"BAL VIDYA NIKETAN GIRLS INTER COLLEGE T P NAGAR ROO NO-4",606,506,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
