"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
13,"UCCH PRATHMIK. VIDHALYA P.A.C ROSHAN PUR DAURLI ROOM NO 1",741,654,1,1396,325,365,0,690,590,0,38,482,121,31,0,0,15,0,0,0,0,0,0,3,690
14,"UCCH PRATHMIK. VIDHALYA P.A.C ROSHAN PUR DAURLI ROOM NO 2",641,582,0,1223,324,325,0,649,617,0,20,550,28,10,0,0,41,0,0,0,0,0,0,0,649
15,"UCCH PRATHMIK. VIDHALYA P.A.C ROSHAN PUR DAURLI ROOM NO 3",565,509,0,1074,314,306,0,620,614,0,48,407,141,11,0,0,9,2,0,0,0,0,1,1,620
16,"D.M.I. MODIPURAM ROOM NO 1",492,375,0,867,231,195,0,426,414,0,29,348,2,16,0,0,27,0,0,1,0,0,0,3,426
17,"D.M.I. MODIPURAM ROOM NO 4",426,286,0,712,269,149,0,418,414,0,19,374,5,9,0,0,10,1,0,0,0,0,0,0,418
18,"D.M.I. MODIPURAM ROOM NO 2",951,760,0,1711,656,504,0,1160,1160,0,49,836,61,193,0,0,10,0,0,0,0,0,0,11,1160
19,"D.M.I. MODIPURAM ROOM NO 3",278,257,0,535,213,183,0,396,396,0,33,327,6,20,0,0,9,0,0,0,0,0,0,1,396
20,"D.M.A FIRST MODIPURAM ROOM NO 1",272,242,0,514,191,144,0,335,253,0,11,269,20,23,0,0,11,0,0,0,0,0,1,0,335
21,"D.M.A FIRST MODIPURAM ROOM NO 2",355,307,0,662,233,185,0,418,410,0,20,332,17,37,0,0,7,0,0,0,0,0,3,2,418
22,"D.M.A FIRST MODIPURAM ROOM NO 3",587,530,0,1117,387,340,0,727,673,0,35,633,39,10,0,0,5,0,0,0,0,0,1,4,727
23,"COMMUNITYA HALL PALLAVPURAM PHASE 1 UTTARI BHAG",421,363,0,784,223,194,0,417,415,0,22,360,15,1,0,0,19,0,0,0,0,0,0,0,417
24,"COMMUNITYA HALL PALLAVPURAM PHASE 1 DAKSHNI BHAG",623,566,0,1189,403,376,0,779,775,0,63,644,14,15,0,0,37,0,0,0,0,0,1,5,779
25,"O.A.E JAL SAN PHASE 1 PALLAVPURAM ROOM NO 1",340,318,0,658,228,216,0,444,444,0,34,366,24,9,0,0,6,0,0,0,0,1,0,4,444
26,"O.A.E JAL SAN PHASE 1 PALLAVPURAM ROOM NO 2",472,408,0,880,323,274,0,597,304,0,42,432,63,25,1,0,18,1,1,0,1,2,5,6,597
27,"J.S ACADEMY  PHASE 1 PALLAVPURAM ROOM NO 1",562,499,0,1061,367,300,0,667,666,1,23,299,158,174,0,2,9,0,0,0,0,0,0,2,667
28,"J.S ACADEMY  PHASE 1 PALLAVPURAM ROOM NO 2",478,436,1,915,295,253,0,548,537,0,32,465,11,6,1,0,30,0,0,0,0,0,1,2,548
29,"SAH . PRABANDHAN PRASHIKSHAN KENDRA PALLAVPURAM PHASE 1 F POCKET ROOM NO 1",664,576,0,1240,378,377,0,755,755,0,59,624,30,15,0,0,21,0,0,0,0,0,0,6,755
30,"SAH. PRABANDHAN KENDRA PALLAPURAM PHASE 1 F POCKET ROOM NO 2",629,518,0,1147,350,320,0,670,652,0,51,521,42,31,0,0,18,0,0,0,0,0,1,6,670
31,"SAH. PRABANDHAN KENDRA PALLAPURAM PHASE 1 F POCKET ROOM NO 3",583,459,0,1042,365,314,0,679,679,0,54,393,169,39,0,1,6,2,0,0,2,1,3,9,679
32,"HERITIAGE P. SCH . PALLAVPURAM PHASE 2 ROOM NO 1",593,522,0,1115,416,361,0,777,775,0,55,662,22,15,0,0,18,0,0,0,0,0,0,5,777
33,"HERITIAGE P. SCH . PALLAVPURAM PHASE 2 ROOM NO 2",671,600,0,1271,412,387,0,799,789,0,44,684,32,17,0,0,18,1,1,0,0,0,0,2,799
34,"HERITIAGE - P. SCH . PALLAVPURAM PHASE 2 ROOM NO 3",273,218,0,491,173,144,0,317,308,0,16,259,19,4,0,0,14,0,0,0,0,2,1,2,317
35,"C.B.PUBLIC SCHOOL PALLAVPURAM PHSE 2",392,367,0,759,245,221,0,466,464,0,41,384,19,3,0,4,12,0,0,0,0,0,0,3,466
36,"D.M.A JUNIOR HIGH SCHOOL MODIPURAM ROOM NO 1",578,547,0,1125,428,399,0,827,819,0,44,728,24,2,0,1,24,0,0,0,0,0,1,3,827
37,"D.M.A JUNIOR HIGH SCHOOL MODIPURAM ROOM NO 2",513,470,0,983,275,268,0,543,511,0,18,459,10,3,0,0,49,0,1,0,0,0,0,3,543
38,"D.M.A JUNIOR HIGH SCHOOL MODIPURAM ROOM NO 3",884,803,0,1687,484,446,0,930,930,0,37,833,16,7,0,0,31,0,0,0,0,0,0,6,930
39,"PRATHMIK VIDHALYA M.PUR PALHERA ROOM NO 1",609,508,0,1117,430,336,0,766,736,0,3,170,398,177,2,0,5,3,0,0,2,1,1,4,766
40,"PRATHMIK VIDHALYA M.PUR PLHERA ROOM NO 2",503,407,0,910,376,291,0,667,667,0,9,297,169,185,0,0,5,1,0,0,0,0,0,1,667
41,"UCCH PRATHMIK VIDHALYA M.PUR PALHERA",622,489,0,1111,452,282,0,734,712,0,8,237,451,34,1,1,1,0,0,0,0,1,0,0,734
42,"AMBEDKAR BHAWAN ROOM NO.1 PEELNA SOFIPUR",750,606,0,1356,558,437,0,995,995,0,47,132,769,34,0,1,6,0,0,0,0,3,0,3,995
43,"PRATHMIK VIDHYALYA (GURUDWARE KE SAMNE) ROOM NO.-1 PEELNA SOFIPUR",789,672,0,1461,501,411,0,912,909,0,18,260,609,12,0,1,4,0,0,0,1,2,1,4,912
44,"COLLEGE  OF APPLIED EDUCATION HEALTH SIGN ROOM NO-1 PEELNA SOFIPUR",801,664,0,1465,482,405,0,887,883,0,56,406,339,70,0,1,12,1,0,0,0,1,0,1,887
45,"COLLEGE  OF APPLIED EDUCATION HEALTH SIGN ROOM NO-2 PEELNA SOFIPUR",577,532,0,1109,315,260,0,575,575,0,20,438,93,11,0,0,9,1,0,0,0,0,2,1,575
46,"COLLEGE  OF APPLIED EDUCATION HEALTH SIGN ROOM NO-3 PEELNA SOFIPUR",324,305,0,629,176,186,0,362,330,0,23,313,13,3,0,0,8,0,0,0,0,0,0,2,362
47,"COMMUNITY HALL ROOM NO-1 LEKHANAGAR",475,367,0,842,202,166,0,368,368,0,74,235,20,5,0,0,28,0,0,1,1,0,0,4,368
48,"NAGAR NIGAM KARYALAYA SHRADHAPURI",436,355,0,791,297,223,0,520,520,0,65,290,81,80,1,0,0,0,0,1,1,0,0,1,520
49,"HOLI FATH INTER COLLEGE SHRADHAPURI KANKARKHEDA ROOM NO-1",493,495,0,988,284,272,0,556,554,0,47,450,24,2,0,0,29,0,0,0,0,1,0,3,556
50,"HOLI FATH INTER COLLEGE SHRADHAPURI KANKARKHEDA ROOM NO-2",458,425,0,883,282,227,0,509,499,0,34,410,15,7,0,0,41,0,0,0,0,0,0,2,509
51,"TAKSHASHILA PUBLIC SCHOOL ROOM NO.-1 SECTOR-2 SHRADHAPURI KANKARKHEDA",374,365,1,740,203,193,0,396,393,0,27,350,5,0,0,0,10,0,0,0,0,1,0,3,396
52,"TAKSHASHILA PUBLIC SCHOOL ROOM NO.-2 SECTOR-2 SHRADHAPURI KANKARKHEDA",959,825,0,1784,516,452,0,968,968,0,70,804,46,12,0,0,31,0,0,0,0,1,1,3,968
53,"TAKSHASHILA PUBLIC SCHOOL ROOM NO.-3 SECTOR-2 SHRADHAPURI KANKARKHEDA",572,526,0,1098,324,306,0,630,626,0,55,518,14,1,0,0,40,0,0,0,0,0,0,2,630
54,"TAKSHASHILA PUBLIC SCHOOL ROOM NO.-4 SECTOR-2 SHRADHAPURI KANKARKHEDA",571,528,0,1099,328,279,0,607,607,0,29,515,32,4,0,0,23,0,0,0,0,0,0,4,607
55,"TAKSHASHILA PUBLIC SCHOOL ROOM NO.-5 SECTOR-2 SHRADHAPURI KANKARKHEDA",698,612,0,1310,439,344,0,783,781,0,74,623,54,8,0,0,22,0,0,0,0,0,1,1,783
56,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO -1 NANGLATASHI KASAMPUR",773,609,0,1382,471,309,0,780,770,0,41,442,167,93,0,0,25,0,2,0,0,3,1,6,780
57,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO -2 NANGLATASHI KASAMPUR",578,459,0,1037,399,257,0,656,653,0,17,351,108,161,1,0,12,0,0,0,0,1,1,4,656
58,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO -3 NANGLATASHI KASAMPUR",857,716,0,1573,515,377,0,892,884,0,35,453,152,239,1,0,5,1,1,0,1,2,0,2,892
59,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO -4 NANGLATASHI KASAMPUR",701,562,0,1263,415,350,0,765,765,0,41,548,103,61,0,0,12,0,0,0,0,0,0,0,765
60,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO -5 NANGLATASHI KASAMPUR",642,528,1,1171,322,308,0,630,630,0,42,489,58,22,0,0,15,0,0,0,0,1,1,2,630
61,"PRATHMIK VIDHYALYA NANGLATASHI KASAMPUR ROOM NO-2",553,457,0,1010,327,218,0,545,545,0,43,409,55,15,0,0,17,0,0,0,0,0,3,3,545
62,"PRATHMIK VIDHYALYA NANGLATASHI KASAMPUR ROOM NO-2",480,383,0,863,258,221,0,479,478,0,33,335,60,40,1,0,5,0,0,0,1,0,1,3,479
63,"LADY ASHARAFI INTERNATIONAL PUBLIC SCHOOL ROOM NO 1 DEFENCE ENCLAVE KANKARKHEDA",816,610,1,1427,443,301,0,744,528,0,35,302,311,83,0,0,10,0,0,0,0,0,0,3,744
64,"LADY ASHARAFI INTERNATIONAL PUBLIC SCHOOL ROOM NO 2 DEFENCE ENCLAVE KANKARKHEDA",760,685,0,1445,412,389,0,801,801,0,70,598,83,19,1,0,24,0,0,1,0,0,1,4,801
65,"LADY ASHARAFI INTERNATIONAL PUBLIC SCHOOL ROOM NO 3 DEFENCE ENCLAVE KANKARKHEDA",528,455,0,983,263,257,0,520,411,0,32,390,65,9,0,0,21,0,0,0,0,0,1,2,520
66,"LADY ASHARAFI INTERNATIONAL PUBLIC SCHOOL ROOM NO 4 DEFENCE ENCLAVE KANKARKHEDA",641,508,0,1149,364,303,0,667,654,0,51,459,102,32,0,0,17,3,0,0,0,0,1,2,667
67,"LADY ASHARAFI INTERNATIONAL PUBLIC SCHOOL ROOM NO 5 DEFENCE ENCLAVE KANKARKHEDA",760,781,0,1541,512,347,0,859,859,0,93,677,36,20,0,0,29,0,0,0,0,0,0,4,859
68,"SARASWATI SHISHU MANDIR INTER COLLEGE ROOM NO 1 SARDHANA ROAD MEERUT",658,526,0,1184,379,250,0,629,624,0,17,314,271,6,0,1,15,1,2,0,0,1,0,1,629
69,"SARASWATI SHISHU MANDIR INTER COLLEGE ROOM NO 2 SARDHANA ROAD MEERUT",832,711,0,1543,420,388,0,808,801,0,32,733,28,5,0,0,8,1,0,0,0,0,0,1,808
70,"SARASWATI SHISHU MANDIR INTER COLLEGE ROOM NO 3 SARDHANA ROAD MEERUT",588,509,0,1097,357,318,0,675,671,0,48,594,12,6,0,0,15,0,0,0,0,0,0,0,675
71,"KRISHNA PUBLIC SCHOOL ROOM NO 1  205 SHIVLOKPURI KANKARKHEDA",679,618,0,1297,426,379,0,805,800,0,84,506,172,17,0,0,22,0,0,0,0,0,0,4,805
72,"KRISHNA PUBLIC SCHOOL ROOM NO 2 205 SHIVLOKPURI KANKARKHEDA",379,336,0,715,225,186,0,411,388,0,19,360,2,13,0,0,17,0,0,0,0,0,0,0,411
73,"GYANDEEP PUBLIC SCHOOL SHIVLOKPURI ROOM NO-1",445,376,0,821,296,255,0,551,551,0,14,156,375,2,0,0,4,0,0,0,0,0,0,0,551
74,"KISHAN KANYA HIGHER SCHOOL ROOM NO-1 SHIVLOK PURI KANKARKHEDA",515,462,0,977,314,261,0,575,575,0,27,280,250,9,0,0,6,0,0,0,0,0,0,3,575
75,"KISHAN KANYA HIGHER SCHOOL ROOM NO-2 SHIVLOK PURI KANKARKHEDA",568,507,0,1075,360,322,0,682,602,0,55,324,261,12,1,1,16,0,0,0,0,0,2,10,682
76,"KISHAN INTER COLLEGE ROOM NO-1 KANKARKHEDA",316,259,0,575,146,134,0,280,228,0,16,104,139,17,0,0,4,0,0,0,0,0,0,0,280
77,"KISHAN INTER COLLEGE ROOM NO-2 KANKARKHEDA",493,405,1,899,306,215,0,521,519,0,36,220,245,8,0,0,5,0,0,0,0,0,2,5,521
78,"KISHAN INTER COLLEGE ROOM NO-3 KANKARKHEDA",639,536,0,1175,402,296,0,698,633,0,55,449,116,61,0,0,11,2,0,0,1,1,0,2,698
79,"KISHAN INTER COLLEGE ROOM NO-4 KANKARKHEDA",428,399,0,827,270,232,0,502,502,0,44,366,52,33,0,1,6,0,0,0,0,0,0,0,502
80,"GURUNANAK GIRLS INTER COLLEGE ROOM NO-1 KANKARKHEDA",673,603,0,1276,438,391,0,829,829,0,44,150,594,30,0,0,4,0,1,0,1,1,1,3,829
81,"GURUNANAK GIRLS INTER COLLEGE ROOM NO-2 KANKARKHEDA",582,436,0,1018,370,271,0,641,585,0,39,196,317,78,0,0,0,1,0,0,1,1,0,8,641
82,"GURUNANAK GIRLS INTER COLLEGE ROOM NO-3 KANKARKHEDA",568,488,0,1056,384,293,0,677,673,0,32,449,150,31,0,0,9,2,1,0,1,0,0,2,677
83,"SANATAN DHARAM INTER COLLEGE ROOM NO-1 KANKARKHEDA",695,592,0,1287,423,332,0,755,733,0,115,585,17,2,0,0,28,0,0,0,0,0,1,7,755
84,"SANATAN DHARAM INTER COLLEGE ROOM NO-2 KANKARKHEDA",729,677,0,1406,445,363,0,808,800,0,77,642,8,22,0,0,55,0,0,0,0,0,1,3,808
85,"SANATAN DHARAM INTER COLLEGE ROOM NO-3 KANKARKHEDA",644,571,0,1215,426,350,0,776,776,0,71,379,258,48,0,0,11,0,0,0,1,1,0,7,776
86,"VIDYAWATI JUNIOR HIGH SCHOOL ROOM NO-1 KANKARKHEDA",503,459,0,962,354,316,0,670,668,0,79,537,7,24,1,0,12,0,1,0,0,0,1,8,670
87,"VIDYAWATI JUNIOR HIGH SCHOOL ROOM NO-2 KANKARKHEDA",492,435,0,927,364,282,0,646,644,0,104,427,66,8,0,1,34,0,1,1,0,0,0,4,646
88,"BHARTIYA SHISHU KENDRA MODEL SCHOOL ROOM NO-1 GOVINDPURI KANKARKHEDA",631,591,0,1222,421,375,0,796,304,0,87,604,14,15,1,0,65,1,0,0,0,0,1,8,796
89,"BHARTIYA SHISHU KENDRA MODEL SCHOOL ROOM NO-2 GOVINDPURI KANKARKHEDA",574,476,0,1050,297,212,0,509,161,0,37,233,195,33,0,1,5,1,1,0,0,1,1,1,509
90,"BHARTIYA SHISHU KENDRA MODEL SCHOOL ROOM NO-3 GOVINDPURI KANKARKHEDA",361,335,0,696,231,204,0,435,351,0,18,225,170,10,0,1,6,0,0,1,0,0,0,4,435
91,"D.A.V. INTER COLLEGE ROOM NO-1 KANKARKHEDA",401,328,0,729,266,190,0,456,456,0,49,348,14,5,0,0,37,0,0,0,0,2,1,0,456
92,"D.A.V. INTER COLLEGE ROOM NO-2 KANKARKHEDA",406,330,0,736,198,321,0,519,516,0,49,363,69,23,2,0,7,0,0,0,1,0,0,5,519
93,"D.A.V. INTER COLLEGE ROOM NO-3 KANKARKHEDA",564,446,0,1010,459,260,0,719,719,0,57,519,100,18,0,0,9,4,0,0,0,0,6,6,719
94,"D.A.V. INTER COLLEGE ROOM NO-4 KANKARKHEDA",523,454,0,977,369,304,0,673,669,0,81,493,46,16,2,0,21,0,2,1,1,0,2,8,673
95,"D.A.V. INTER COLLEGE ROOM NO-5 KANKARKHEDA",849,646,0,1495,508,363,0,871,871,0,95,528,198,18,1,1,22,0,0,0,1,0,1,6,871
96,"D.A.V. INTER COLLEGE ROOM NO-6 KANKARKHEDA",470,413,0,883,272,238,0,510,507,0,52,409,11,15,0,0,20,0,0,0,0,0,1,2,510
97,"SAINT MICKLE PUBLIC SCHOOL ROOM NO-1 TANKI TIRAHA GOVINDPURI KANKARKHEDA",782,647,1,1430,437,339,0,776,766,0,41,351,305,51,1,0,22,0,0,0,1,0,1,3,776
98,"SAINT MICKLE PUBLIC SCHOOL ROOM NO-2 TANKI TIRAHA GOVINDPURI KANKARKHEDA",664,579,0,1243,374,336,0,710,697,0,46,265,337,50,0,0,6,2,0,0,0,0,0,4,710
99,"SAINT MICKLE PUBLIC SCHOOL ROOM NO-3 TANKI TIRAHA GOVINDPURI KANKARKHEDA",826,677,0,1503,444,379,0,823,500,0,65,316,384,36,0,0,10,1,1,1,0,0,0,9,823
100,"SAINT MICKLE PUBLIC SCHOOL ROOM NO-4 TANKI TIRAHA GOVINDPURI KANKARKHEDA",594,486,0,1080,365,269,0,634,443,0,24,215,323,49,1,1,8,4,0,1,1,3,2,2,634
101,"LORD BUDDHA PUBLIC SCHOOL ROOM NO-1 KANKARKHEDA",391,351,0,742,254,234,0,488,488,0,27,215,231,2,0,1,9,0,0,0,0,0,0,3,488
102,"LORD BUDDHA PUBLIC SCHOOL ROOM NO-2 KANKARKHEDA",507,458,0,965,301,284,0,585,585,0,28,224,306,2,0,2,14,1,1,0,0,0,0,7,585
103,"LORD BUDDHA PUBLIC SCHOOL ROOM NO-3 KANKARKHEDA",682,614,1,1297,395,378,0,773,765,0,41,264,435,10,0,0,20,0,0,1,0,0,1,1,773
104,"LORD BUDDHA PUBLIC SCHOOL ROOM NO-4 KANKARKHEDA",641,516,0,1157,379,352,0,731,731,0,24,402,282,8,0,0,12,0,0,0,0,1,0,2,731
105,"LORD BUDDHA PUBLIC SCHOOL BARAMDA, KANKARKHEDA",494,430,0,924,229,212,0,441,441,0,16,158,253,4,1,0,5,0,0,0,0,1,0,3,441
106,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO-1 AMBEDKAR ROAD KANKARKHEDA",624,579,0,1203,376,347,0,723,660,0,27,194,471,5,0,0,19,0,0,0,0,0,0,7,723
107,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO-2 AMBEDKAR ROAD KANKARKHEDA",539,451,0,990,285,254,0,539,239,0,42,387,60,12,0,0,32,1,0,0,0,1,0,4,539
108,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO-3 AMBEDKAR ROAD KANKARKHEDA",513,460,0,973,338,306,0,644,644,0,36,591,0,8,0,0,5,0,0,0,0,1,0,3,644
109,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO-4 AMBEDKAR ROAD KANKARKHEDA",648,591,0,1239,381,312,0,693,673,0,49,536,72,5,0,0,27,2,0,0,0,1,0,1,693
110,"ASHOKA SENIOR SECONDARY SCHOOL ROOM NO-5 AMBEDKAR ROAD KANKARKHEDA",274,278,0,552,155,160,0,315,250,0,18,246,37,10,0,0,3,0,0,0,0,0,0,1,315
111,"PRERNA MODEL HIGH SCHOOL ROOM NO-1 KHURRAMPUR",871,809,0,1680,508,396,0,904,904,0,123,700,31,6,0,1,26,6,1,1,0,1,1,7,904
112,"PRERNA MODEL HIGH SCHOOL ROOM NO-2 KHURRAMPUR",670,552,0,1222,378,300,0,678,675,0,57,587,13,5,0,0,12,0,0,0,0,0,1,3,678
113,"PRERNA MODEL HIGH SCHOOL ROOM NO-3 KHURRAMPUR",819,690,1,1510,423,338,0,761,736,0,153,495,27,32,1,0,33,1,1,0,0,1,3,14,761
114,"PRERNA MODEL HIGH SCHOOL ROOM NO-4 KHURRAMPUR",590,529,0,1119,309,293,0,602,584,0,64,472,22,17,0,0,20,1,0,0,0,0,3,3,602
115,"BASIC PRATHAMIK VIDYALYA ROOM NO-1 MOHAMMAD PUR LALA",809,438,1,1248,499,267,0,766,756,0,27,211,464,44,2,1,7,0,1,1,1,4,2,1,766
116,"BASIC PRATHAMIK VIDYALYA ROOM NO-2 MOHAMMAD PUR LALA",694,519,0,1213,448,316,0,764,742,0,14,158,376,205,1,1,4,0,0,0,0,1,4,0,764
117,"BASIC PRATHAMIK VIDYALYA ROOM NO-3 MOHAMMAD PUR LALA",584,468,0,1052,391,315,0,706,572,0,21,202,193,272,7,1,1,2,0,1,3,0,1,2,706
118,"BASIC PRATHAMIK VIDYALYA ROOM NO-4 MOHAMMAD PUR LALA",567,438,0,1005,341,254,0,595,595,0,15,210,197,166,1,0,1,1,0,0,1,1,1,1,595
119,"PRATHAMIK VIDYALYA ROOM NO-1 DAYAMPUR",733,561,0,1294,531,417,0,948,945,0,32,289,541,73,2,2,0,1,1,1,0,1,2,3,948
120,"PRATHAMIK VIDYALYA ROOM NO-2 DAYAMPUR",679,514,0,1193,518,388,0,906,891,0,32,328,514,17,0,1,4,1,0,1,0,2,3,3,906
121,"PRATHAMIK KANYA VIDYALYA ROOM NO-1 IKHALASNAGAR DABKA",680,557,0,1237,511,411,0,922,885,0,62,183,576,92,2,0,1,1,0,0,0,2,1,2,922
122,"PRATHAMIK KANYA VIDYALYA ROOM NO-2 IKHALASNAGAR DABKA",766,631,0,1397,528,391,0,919,916,0,127,575,59,126,0,1,18,2,1,0,1,1,3,5,919
123,"GYAN SAGAR HIGHER SECONDARY SCHOOL ROOM NO-1 MURLIPUR GULAB",715,564,0,1279,484,380,0,864,753,0,28,132,78,619,4,1,1,0,0,1,0,0,0,0,864
124,"PRATHAMIK VIDYALYA ROOM NO-1 LAKHWAYA RASULPUR NAGAR KSHETRA",525,388,0,913,379,295,0,674,673,0,19,369,229,41,0,1,8,1,1,0,2,2,0,1,674
125,"PRATHAMIK VIDYALYA ROOM NO-2 LAKHWAYA RASULPUR NAGAR KSHETRA",428,342,1,771,273,205,0,478,478,0,6,372,69,24,0,0,5,0,0,0,1,0,0,1,478
126,"GOPAL JUNIOR HIGH SCHOOL SHOBHAPUR ROOM NO-1",541,448,0,989,412,303,0,715,691,0,12,453,69,171,1,1,1,1,1,0,0,1,1,3,715
127,"GOPAL JUNIOR HIGH SCHOOL SHOBHAPUR ROOM NO-2",449,391,0,840,304,224,0,528,523,0,13,348,64,100,2,0,0,0,0,0,0,0,0,1,528
128,"GOPAL JUNIOR HIGH SCHOOL SHOBHAPUR ROOM NO-3",915,743,1,1659,512,590,0,1102,1099,0,14,489,100,481,3,1,7,3,0,0,1,0,0,3,1102
129,"PRATHAMIK VIDYALYA ROOM NO-1, SHOBHAPUR",444,370,0,814,364,287,0,651,589,0,6,29,597,6,0,6,2,1,0,0,0,0,1,3,651
130,"PRATHAMIK VIDYALYA ROOM NO-2, SHOBHAPUR",508,387,1,896,413,315,0,728,728,0,9,32,677,6,0,2,1,0,0,0,0,0,0,1,728
131,"PRATHAMIK VIDYALYA NAGAR KSHETRA SUNDPUR URF PATHANPURA",730,540,0,1270,520,409,0,929,929,0,8,542,279,80,1,2,3,3,0,1,0,4,2,4,929
132,"PRATHAMIK VIDYALYA ROOM NO-1 NAGAR KSHETRA RAMPUR PAWTI",444,398,0,842,371,299,0,670,668,0,5,296,324,34,0,3,3,0,0,0,0,3,1,1,670
133,"PRATHAMIK VIDYALYA ROOM NO-2 NAGAR KSHETRA RAMPUR PAWTI",579,453,0,1032,368,295,0,663,663,0,19,459,87,82,0,6,7,0,0,0,1,0,2,0,663
134,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-1 KHADOLI",549,444,0,993,378,307,0,685,685,0,12,344,177,135,3,0,9,0,1,1,0,0,0,3,685
135,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-2 KHADOLI",461,323,0,784,345,220,0,565,565,0,22,303,133,100,2,0,1,1,1,0,0,0,0,2,565
136,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-3 KHADOLI",528,423,0,951,403,320,0,723,699,0,20,496,58,143,1,0,1,0,0,0,0,0,1,3,723
137,"PRATHAMIK VIDYALYA NAGAR KSHETRA ROOM NO-4 KHADOLI",398,350,1,749,301,234,0,535,530,0,6,249,248,26,0,2,1,0,0,0,0,1,1,1,535
138,"JUNIOR HIGH SCHOOL ROOM NO-1 KHADOLI",638,478,0,1116,441,317,0,758,722,0,16,169,309,250,2,0,3,1,1,0,0,3,1,3,758
