"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
277,"PRATHAMIK VIDYALYA ROOM NO-2 MOHANPURI DAKSHIN",487,455,0,942,292,275,0,567,567,0,35,446,69,8,0,2,5,1,0,0,0,0,0,1,567
278,"SHIVA PUBLIC SCHOOL ROOM NO-1 PURANI MOHANPURI",544,459,0,1003,358,280,0,638,634,0,33,550,27,14,0,0,9,1,0,0,0,1,0,3,638
279,"SHIVA PUBLIC SCHOOL ROOM NO-2  PURANI MOHANPURI",473,348,2,823,284,196,0,480,359,0,14,353,93,10,0,0,5,2,0,0,1,0,1,1,480
280,"PRATHAMIK KANYA VIDYALYA ROOM NO-1 MOHANPURI",602,517,0,1119,335,294,0,629,607,0,29,284,298,8,0,1,5,0,0,0,0,1,0,3,629
281,"PRATHAMIK KANYA VIDYALYA ROOM NO-2 MOHANPURI",470,385,1,856,296,228,0,524,522,0,39,450,7,4,0,0,14,0,0,0,0,0,0,10,524
282,"PRATHAMIK KANYA VIDYALYA ROOM NO-3 MOHANPURI",436,409,0,845,296,254,0,550,540,0,32,484,11,7,0,0,14,0,0,0,0,0,0,2,550
283,"KARYALAYA MEERUT VIKAS PRADHIKARAN ROOM NO-1",404,374,0,778,247,209,0,456,425,0,30,359,24,19,0,0,18,1,0,0,0,1,1,3,456
284,"KARYALAYA MEERUT VIKAS PRADHIKARAN ROOM NO-2",602,557,0,1159,230,213,0,443,443,0,29,325,59,25,0,0,4,0,0,0,0,0,0,1,443
285,"KARYALAYA MEERUT VIKAS PRADHIKARAN ROOM NO-3",678,557,1,1236,299,266,0,565,565,0,38,387,90,40,0,0,5,1,0,0,0,1,0,3,565
286,"KUNDAN LAL SMARAK MEERUT COLLEGE ROOM N0-1 MEERUT",468,467,0,935,281,261,0,542,512,0,48,454,4,9,0,0,24,0,0,0,0,0,0,3,542
287,"KUNDAN LAL SMARAK MEERUT COLLEGE ROOM N0-1 MEERUT",488,439,0,927,316,265,0,581,565,0,48,470,13,28,0,0,17,0,0,0,0,0,0,5,581
288,"SPORTS STADIUM ROOM NO-1",647,541,1,1189,302,294,0,596,590,0,58,459,41,18,0,0,15,0,1,1,0,0,0,3,596
289,"SPORTS STADIUM ROOM NO-2",299,241,0,540,142,116,0,258,256,0,34,175,22,15,0,0,11,0,0,0,0,0,0,1,258
290,"SPORTS STADIUM ROOM NO-3",706,701,0,1407,337,348,0,685,667,0,360,262,34,12,0,1,12,0,0,0,0,0,0,4,685
291,"SPORTS STADIUM ROOM NO-4",681,599,0,1280,366,331,0,697,678,0,153,473,13,24,0,0,27,1,0,1,0,0,1,4,697
292,"HOWARD PLAYSTURD GIRLS INTER COLLEGE ROOM NO-2 NIKAT STADIUM",370,292,1,663,224,154,0,378,340,0,43,112,207,6,0,0,9,0,0,0,0,0,1,0,378
293,"KRISHAN SAHAI SHISHU NIKETAN JUNIOR HIGH SCHOOL ROOM NO-1 SAKET",484,456,1,941,331,312,0,643,633,0,43,559,10,7,0,0,17,0,0,0,0,0,0,7,643
294,"KANOHAR LAL GIRLS INTER COLLEGE ROOM NO-1 SAKET",510,463,0,973,285,257,0,542,278,0,57,467,3,3,0,0,11,0,0,0,0,0,0,1,542
295,"KANOHAR LAL GIRLS INTER COLLEGE ROOM NO- 4 SAKET",373,355,0,728,202,173,0,375,363,0,28,327,6,2,0,0,12,0,0,0,0,0,0,0,375
296,"KANOHAR LAL GIRLS INTER COLLEGE ROOM NO-2 SAKET",510,489,0,999,339,271,0,610,463,0,28,534,16,14,0,0,15,0,0,0,0,0,1,2,610
297,"KANOHAR LAL GIRLS INTER COLLEGE ROOM NO-3 SAKET",450,433,0,883,313,269,0,582,400,0,35,515,15,2,0,0,9,0,0,2,0,1,1,2,582
298,"PRATHAMIK VIDYALYA ROOM NO-1 BABULAL",290,264,0,554,163,148,0,311,301,0,35,248,3,7,0,0,16,1,0,0,0,0,0,1,311
299,"PRATHAMIK VIDYALYA ROOM NO-4 BABULAL",493,418,0,911,330,260,0,590,577,0,34,501,7,21,0,1,20,1,1,0,0,0,0,4,590
300,"PRATHAMIK VIDYALYA ROOM NO-2 BABULAL",507,427,0,934,334,259,0,593,585,0,98,399,32,49,0,0,12,1,0,0,0,0,0,2,593
301,"PRATHAMIK VIDYALYA ROOM NO-1 BABULAL",547,470,0,1017,356,242,0,598,328,0,46,493,39,7,0,1,6,0,0,1,3,1,1,0,598
302,"I.T.I. COLLEGE ROOM NO-1 PRABHAT NAGAR",752,700,0,1452,476,424,0,900,879,0,90,732,25,35,2,0,12,0,0,0,0,0,0,4,900
303,"I.T.I. COLLEGE ROOM NO- 2 PRABHAT NAGAR",748,662,0,1410,443,388,0,831,531,0,56,645,59,41,0,2,18,0,0,0,1,1,5,3,831
304,"I.T.I. COLLEGE ROOM NO- 3 PRABHAT NAGAR",959,759,0,1718,560,405,0,965,965,0,54,775,52,62,0,0,17,0,0,0,0,0,2,3,965
305,"I.T.I. COLLEGE ROOM NO- 4  PRABHAT NAGAR",416,369,0,785,253,235,0,488,484,0,48,411,7,10,0,0,10,1,0,0,0,0,1,0,488
306,"I.T.I. COLLEGE ROOM NO- 5  PRABHAT NAGAR",766,669,0,1435,448,378,0,826,826,0,53,689,41,23,0,0,9,3,1,0,0,1,0,6,826
307,"GANNA KARYALAYA ROOM NO-1 PANDAV NAGAR",439,416,0,855,256,265,0,521,521,0,59,387,37,12,0,0,19,0,0,0,0,0,0,7,521
308,"GANNA KARYALAYA ROOM NO-4 PANDAV NAGAR",527,471,0,998,271,273,0,544,501,0,49,390,51,25,0,0,26,0,0,0,0,0,1,2,544
309,"GANNA KARYALAYA ROOM NO-2 PANDAV NAGAR",619,586,1,1206,348,293,0,641,600,0,54,510,35,17,0,0,19,0,0,1,0,1,1,3,641
310,"GANNA KARYALAYA ROOM NO-3 PANDAV NAGAR",528,475,0,1003,282,279,0,561,556,0,45,451,21,25,0,0,17,0,0,0,0,0,0,2,561
311,"DHARAMSHALA BABULAL KURMI KSHATRIYA SAMAJ ROOM NO-2 PRABHAT NAGAR",717,633,0,1350,445,389,0,834,832,0,47,718,12,34,1,0,11,2,0,1,1,0,0,7,834
312,"DHARAMSHALA BABULAL KURMI KSHATRIYA SAMAJ ROOM NO-1 PRABHAT NAGAR",720,637,0,1357,422,376,0,798,789,0,63,666,11,23,0,0,25,1,0,0,0,0,0,9,798
313,"MANI DEEP UCCH MADHYMIK VIDYALYA BASANT VIHAR KILA ROAD, MEERUT",385,370,0,755,241,225,0,466,463,0,28,407,11,6,0,0,12,0,0,0,0,0,0,2,466
314,"MANI DEEP UCCH MADHYMIK VIDYALYA BASANT VIHAR KILA ROAD, MEERUT ROOM NO 1",690,630,0,1320,382,354,0,736,711,0,59,618,25,10,0,1,19,0,0,0,0,0,0,4,736
315,"MANI DEEP INTER COLLEGE BASANT VIHAR KILA ROAD, MEERUT ROOM NO-2",693,617,0,1310,420,348,0,768,768,0,50,637,37,15,0,0,18,0,0,0,0,3,3,5,768
316,"MANI DEEP INTER COLLEGE BASANT VIHAR KILA ROAD, MEERUT ROOM NO-3",559,467,0,1026,361,297,0,658,658,0,33,534,72,7,0,0,4,0,0,0,2,1,3,2,658
317,"PRATHAMIK VIDYALYA ROOM NO-1 RAISNA",351,297,0,648,268,214,0,482,474,0,3,225,245,3,1,0,3,0,0,0,0,0,2,0,482
318,"PRATHAMIK VIDYALYA ROOM NO-1 ABDULLAPUR GAUN KE PURAB MEIN",501,421,0,922,339,285,0,624,621,0,12,66,500,41,1,0,0,1,0,0,0,0,1,2,624
319,"PRATHAMIK VIDYALYA ROOM NO-2 ABDULLAPUR GAUN KE PURAB MEIN",614,464,0,1078,411,273,0,684,665,0,1,85,585,6,0,0,5,0,0,0,0,1,1,0,684
320,"PRATHAMIK VIDYALYA ROOM NO-3 ABDULLAPUR GAUN KE PURAB MEIN",660,537,0,1197,390,286,0,676,676,0,20,94,269,284,1,0,2,0,0,0,0,1,1,4,676
321,"PURAV MADHMIK VIDYALYA ABDULAPUR ROOM NO 1",436,319,0,755,284,166,0,450,450,0,3,42,187,212,1,0,2,0,0,0,1,0,0,2,450
322,"PURAV MADHMIK VIDYALYA ABDULAPUR ROOM NO 2",791,598,0,1389,504,338,0,842,842,0,14,154,495,159,1,1,10,0,0,0,1,4,0,3,842
323,"KANYA PRATHAMIK VIDYALYA ROOM NO-1",640,540,0,1180,361,276,0,637,601,0,14,226,149,234,0,1,3,2,1,0,2,0,2,3,637
324,"KANYA PRATHAMIK VIDYALYA ROOM NO-2",745,604,0,1349,408,264,0,672,560,0,13,204,111,332,0,0,4,1,1,0,0,3,0,3,672
325,"SAMUDAYIK KENDRA PURAB ABDULLAPUR",483,430,0,913,314,272,0,586,575,0,7,184,358,23,0,1,7,0,0,0,0,0,1,5,586
326,"SAMUDAYIK KENDRA PASHIM ABDULLAPUR",382,360,1,743,234,213,0,447,311,0,22,376,11,7,0,0,30,0,0,0,0,0,0,1,447
327,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-1",865,753,3,1621,405,353,0,758,725,0,27,574,126,17,0,0,9,0,0,0,0,0,0,5,758
328,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-5",888,744,0,1632,455,425,0,880,738,0,38,645,136,29,0,0,27,0,0,0,0,0,1,4,880
329,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-2",736,566,0,1302,362,296,0,658,645,0,38,511,81,14,0,3,10,0,0,0,0,0,0,1,658
330,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-6",544,488,0,1032,316,306,0,622,618,0,31,503,53,14,0,0,20,0,0,0,0,0,0,1,622
331,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-3",922,718,0,1640,440,365,0,805,781,0,43,625,90,20,0,0,20,1,0,0,0,0,1,5,805
332,"SARASWATI SHISHU MANDIR GANGA NAGAR ROOM NO-4",549,503,0,1052,304,283,0,587,587,0,28,426,83,33,0,0,16,0,0,0,0,0,0,1,587
333,"THE AVENUE PUBLIC SCHOOL(T.A.P.S.)G POCKET GANGA NAGAR ROOM NO-2",925,807,1,1733,426,426,0,852,833,0,47,664,90,21,0,1,22,0,0,0,0,0,1,6,852
334,"AADARSH VIDYA MANDIR A-112-113, RAJENDRAPURAM, ROOM NO-1",411,341,0,752,201,166,0,367,357,0,17,296,41,6,0,0,6,0,0,0,0,1,0,0,367
335,"AADARSH VIDYA MANDIR A-112-113, RAJENDRAPURAM, ROOM NO-2",588,517,0,1105,329,286,0,615,612,0,49,505,31,12,0,0,14,0,1,0,0,0,0,3,615
336,"AADARSH VIDYA MANDIR A-112-113, RAJENDRAPURAM, ROOM NO-3",258,224,0,482,145,124,0,269,269,0,16,221,9,9,0,0,13,0,0,0,0,0,0,1,269
337,"AADARSH VIDYA MANDIR A-112-113, RAJENDRAPURAM, ROOM NO-4",681,583,0,1264,378,316,0,694,684,0,43,516,94,7,0,2,29,1,0,0,0,0,0,2,694
338,"SUNWASE PUBLIC SCHOOL RADHAGARDEN ROOM NO-4",285,268,0,553,130,121,0,251,251,0,15,163,48,12,0,0,13,0,0,0,0,0,0,0,251
339,"SUNWASE PUBLIC SCHOOL RADHAGARDEN ROOM NO-1",497,425,1,923,284,249,0,533,365,0,48,418,26,20,0,0,18,0,0,0,0,0,0,3,533
340,"SUNWASE PUBLIC SCHOOL RADHAGARDEN ROOM NO-2",654,565,0,1219,421,328,0,749,749,0,57,630,43,4,0,0,6,0,1,0,2,2,2,2,749
341,"LITTLE FLOWER PUBLIC SCHOOL ROOM NO-1 KASERU BAKSAR",831,669,0,1500,582,460,0,1042,1039,0,16,530,403,71,1,3,10,1,0,0,0,1,1,5,1042
342,"LITTLE FLOWER PUBLIC SCHOOL ROOM NO-3 KASERU BAKSAR",701,553,0,1254,424,312,0,736,712,0,17,337,329,32,0,0,12,0,0,0,0,2,3,4,736
343,"PRATHAMIK VIDYALYA ROOM NO-1 KASERU KAKSAR",790,615,0,1405,492,377,0,869,866,0,11,265,547,29,1,0,4,0,0,1,0,1,3,7,869
344,"PRATHAMIK VIDYALYA ROOM NO-2 KASERU KAKSAR",541,392,0,933,378,261,0,639,513,0,12,309,287,16,0,2,11,1,0,0,0,0,0,1,639
345,"SARLA DEVI VIDYAPEETH AMHEDAADIPUR ROAD KASERU BAKSAR ROOM NO-1",833,747,0,1580,454,488,0,942,942,0,56,796,20,15,0,0,46,1,0,0,0,0,1,7,942
346,"SARLA DEVI VIDYAPEETH AMHEDAADIPUR ROAD KASERU BAKSAR ROOM NO-2",463,424,0,887,274,246,0,520,520,0,60,390,35,4,1,0,26,0,0,0,0,0,0,4,520
347,"AGARWAL DHARAMSHALA MEENAKSHIPURAM MEERUT",325,270,0,595,207,183,0,390,385,0,12,62,301,10,1,2,1,0,0,0,1,0,0,0,390
348,"COMMUNITY CENTRE AND INSTITUTE DEFENCE COLONY MEERUT ROOM NO-1",417,394,0,811,266,246,0,512,497,0,39,431,8,5,0,0,21,0,0,0,0,1,0,7,512
349,"COMMUNITY CENTRE AND INSTITUTE DEFENCE COLONY MEERUT ROOM NO-2",321,283,0,604,189,176,0,365,365,0,29,305,6,6,0,0,16,0,0,0,0,0,1,2,365
350,"PRATHAMIK VIDYALYA ROOM NO-1 BAKSARKHEDA",960,352,0,1312,560,266,0,826,826,0,74,569,23,139,0,3,13,1,0,1,0,0,1,2,826
351,"PRATHAMIK VIDYALYA ROOM NO-2 BAKSARKHEDA",642,560,0,1202,389,340,0,729,729,0,48,587,25,57,0,1,10,0,0,0,0,0,0,1,729
352,"MAA SHARDA MEMORIAL PUBLIC SCHOOL KASERUKHEDA ROOM NO 1",449,352,0,801,297,215,0,512,512,0,42,351,20,88,2,0,6,0,0,0,0,0,0,3,512
353,"MANA INTER COLLEGE KASERUKHEDA ROOM NO-1",427,347,0,774,288,229,0,517,517,0,68,397,10,17,0,0,22,0,0,0,0,0,0,3,517
354,"MANA INTER COLLEGE KASERUKHEDA ROOM NO-2",446,386,0,832,291,208,0,499,499,0,24,423,35,7,1,0,4,0,0,0,0,1,1,3,499
355,"MANA INTER COLLEGE KASERUKHEDA ROOM NO-3",593,520,0,1113,373,322,0,695,695,0,24,561,80,17,0,0,12,0,0,1,0,0,0,0,695
356,"MANA INTER COLLEGE KASERUKHEDA ROOM NO-4",595,556,0,1151,338,300,0,638,628,0,42,523,24,15,2,0,24,1,1,0,1,0,4,1,638
357,"PARISHADIYA BASIC PRATHAMIK VIDYALYA ROOM NO-1 KANKARKHEDA",514,428,0,942,344,268,0,612,609,0,127,416,30,28,0,0,6,0,0,0,0,0,2,3,612
358,"PARISHADIYA BASIC PRATHAMIK VIDYALYA ROOM NO-2 KANKARKHEDA",566,480,0,1046,358,292,0,650,650,0,72,496,34,32,0,0,13,0,0,0,0,1,1,1,650
