"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
247,"TACHHSILA INTER COLLEGE ROOM NO.3 GRETAR KAILASH JAJMAU",507,391,0,898,223,184,0,407,345,0,46,171,130,40,1,9,0,0,0,1,0,2,0,0,0,1,1,0,5,407
248,"TACHHSILA INTER COLLEGE ROOM NO.4 GRETAR KAILASH JAJMAU",778,437,1,1216,378,206,0,584,551,0,188,112,211,47,0,8,0,0,0,0,0,1,1,1,3,6,2,1,3,584
249,"TACHHSILA INTER COLLEGE ROOM NO.5RETAR KAILASH JAJMAU",776,701,0,1477,392,262,0,654,634,0,81,415,84,50,0,6,0,0,0,0,0,0,0,0,2,0,2,10,4,654
250,"TACHHSILA INTER COLLEGE ROOM NO.6 GRETAR KAILASH JAJMAU",600,569,0,1169,388,210,0,598,265,0,41,422,70,36,1,18,0,0,0,0,0,3,0,0,0,1,2,1,3,598
251,"GREATMILTAN ACADEMY MANAS BIHAR ROOM NO.1 J.K . PRATHAM JAJMAU",429,364,0,793,227,167,0,394,368,0,26,283,38,27,2,9,1,0,0,0,0,0,1,0,1,0,0,1,5,394
252,"GREATMILTAN ACADEMY MANAS BIHAR ROOM NO.2 J.K . PRATHAM JAJMAU",478,411,0,889,239,218,0,457,445,0,17,345,52,19,0,12,1,0,0,0,0,0,0,0,2,0,1,5,3,457
253,"GREATMILTAN ACADEMY MANAS BIHAR ROOM NO.3 J.K . PRATHAM JAJMAU",742,618,0,1360,364,243,0,607,332,0,97,353,78,43,0,21,0,0,0,0,1,1,0,1,2,1,2,4,3,607
254,"GREATMILTAN ACADEMY MANAS BIHAR ROOM NO.4J.K . PRATHAM JAJMAU",519,401,0,920,306,210,0,516,173,0,83,275,87,56,0,6,0,0,0,0,0,1,1,0,0,1,1,3,2,516
255,"GREATMILTAN ACADEMY MANAS BIHAR ROOM NO.5 J.K . PRATHAM JAJMAU",526,447,0,973,298,218,0,516,67,0,48,224,182,42,0,11,0,0,0,0,0,1,1,1,1,0,1,2,2,516
256,"SHRAM KANLYAN MUKHAY BHAWAN LABOUR COLONY JAJMAU ROOM NO.1",491,424,0,915,260,233,0,493,320,0,7,354,40,58,0,30,0,0,0,0,0,0,1,0,0,0,0,0,3,493
257,"SHRAM KANLYAN MUKHAY BHAWAN LABOUR COLONY JAJMAU ROOM NO.2",443,433,0,876,213,201,0,414,275,0,12,287,38,41,0,31,0,0,0,0,0,1,0,0,0,0,0,0,4,414
258,"SHRAM KANLYAN MUKHAY BHAWAN LABOUR COLONY JAJMAU ROOM NO.3",789,725,0,1514,426,355,0,781,767,0,23,591,75,68,0,18,0,0,1,0,0,0,0,1,1,0,0,0,3,781
259,"SENT JOSHEF CONVENT JR.H. SCHOOL ROOM NO.6 DIFFENECE COLONY JAJMAU",660,584,0,1244,339,238,0,577,563,0,35,289,160,63,0,18,1,0,0,1,0,0,1,0,0,2,3,0,4,577
260,"SENT JOSHEF CONVENT JR.H. SCHOOL ROOM NO.7DIFFENECE COLONY JAJMAU",572,503,0,1075,348,229,0,577,450,0,63,313,48,134,2,5,0,0,0,0,0,0,0,0,4,1,0,4,3,577
261,"J.P.R.N.AMAR I. C. JAJMAU ROOM NO.1",887,604,0,1491,428,263,0,691,682,0,175,340,87,53,0,1,0,0,0,4,0,1,4,4,2,11,4,1,4,691
262,"J.P.R.N.AMAR I. C. JAJMAU ROOM NO.2",529,299,0,828,280,132,0,412,272,0,121,202,50,20,2,2,0,0,0,2,0,1,0,2,1,4,1,2,2,412
263,"J.P.R.N.AMAR I. C. JAJMAU ROOM NO.3",704,493,0,1197,233,145,0,378,354,0,48,233,63,21,1,7,0,0,0,1,0,0,0,0,2,0,1,1,0,378
264,"J.P.R.N.AMAR I. C. JAJMAU ROOM NO.4",625,480,0,1105,368,230,0,598,429,0,89,16,447,29,0,6,1,0,0,0,0,1,2,3,2,2,0,0,0,598
265,"J.P.R.N.AMAR I. C. JAJMAU ROOM NO.5",608,426,0,1034,286,131,0,417,411,0,36,89,215,49,1,18,0,0,0,0,0,0,1,0,1,1,2,2,2,417
266,"PARISADIYE PR.P. MAWAIYA ROOM NO.1",702,570,0,1272,379,258,0,637,637,0,107,413,36,68,0,6,0,0,0,1,0,0,0,1,2,1,0,1,1,637
267,"PARISADIYE PR.P. MAWAIYA ROOM NO.2",753,569,0,1322,342,218,0,560,535,0,185,286,35,40,0,1,0,1,2,1,0,1,0,0,2,2,0,2,2,560
268,"M. KI. A.V. SHEKHPUR ROOM NO.1",719,511,0,1230,432,271,0,703,595,0,51,238,67,321,2,6,2,0,0,0,1,2,2,1,3,5,1,1,0,703
269,"M. KI. A.V. SHEKHPUR ROOM NO.2",625,420,0,1045,285,187,0,472,356,0,123,150,35,156,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,472
270,"PARISADIYE PR.P. KISHANPUR ROOM NO.1",408,306,0,714,326,197,0,523,511,0,151,330,14,19,3,0,0,0,0,1,1,0,0,0,0,1,0,0,3,523
271,"BASIC PR.P. MADARPUR ROOM NO.1",519,401,0,920,332,208,0,540,538,0,137,170,99,110,2,1,0,1,0,0,2,0,1,2,5,4,3,1,2,540
272,"PARISADIYE PR. V. JANA ROOM NO.1",622,448,0,1070,405,281,0,686,175,0,71,414,43,126,1,0,0,3,2,0,0,3,1,3,7,3,1,4,4,686
273,"B.S.S.M.MEMORIAL SCHOOL KULGAVON ROOM NO.1",483,371,0,854,229,101,0,330,330,0,109,102,39,70,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,330
274,"B.S.S.M.MEMORIAL SCHOOL KULGAVON ROOM NO.2",285,223,0,508,195,96,0,291,246,0,4,108,121,47,2,0,0,0,0,1,0,0,1,1,6,0,0,0,0,291
275,"B.S.S.M.MEMORIAL SCHOOL KULGAVON ROOM NO.3",436,326,0,762,249,136,0,385,360,0,83,249,13,25,0,2,1,0,0,0,0,1,0,1,3,4,2,1,0,385
276,"B.S.S.M.MEMORIAL SCHOOL KULGAVON ROOM NO .4",477,392,0,869,269,187,0,456,453,0,107,257,47,24,0,7,1,0,3,0,0,0,0,1,3,3,2,0,1,456
277,"PARISADIYE KANYA PURWA M. VIDYALAY RUMA ROOM NO.1",545,419,0,964,284,210,0,494,469,0,93,349,14,23,0,8,0,0,0,0,0,1,0,0,1,3,1,1,0,494
278,"PARISADIYE KANYA PURWA M. VIDYALAY RUMA ROOM NO.2",529,325,0,854,145,291,0,436,391,0,187,192,11,26,0,0,1,0,0,2,1,0,0,2,3,3,5,2,1,436
279,"PARISADIYE KANYA PURWA M. VIDYALAY RUMA ROOM NO.3",632,423,0,1055,321,176,0,497,456,0,228,206,17,21,0,3,0,0,0,3,1,1,3,0,4,8,1,0,1,497
280,"PARISADIYE PR. P. CHAKERI ROOM NO.1",518,392,0,910,300,162,0,462,134,0,63,216,26,123,0,2,1,1,0,1,0,2,1,0,3,1,5,12,5,462
281,"PARISADIYE PR. P. CHAKERI ROOM NO.2",559,476,0,1035,296,180,0,476,470,0,159,183,28,88,0,6,0,2,0,1,0,0,0,1,0,2,2,1,3,476
282,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.1",460,434,0,894,273,212,0,485,476,0,142,242,46,21,0,5,0,1,0,2,1,2,1,2,3,2,5,7,3,485
283,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.2",484,393,0,877,274,205,0,479,477,0,171,187,48,56,1,8,0,0,0,1,1,0,0,0,2,3,0,0,1,479
284,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.3",443,397,0,840,222,174,0,396,370,0,59,223,57,40,1,1,1,0,1,0,0,4,2,0,1,2,0,1,3,396
285,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.4",424,372,0,796,224,156,0,380,376,0,87,205,44,36,0,1,0,0,0,1,0,0,1,0,2,1,0,0,2,380
286,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.5",707,590,0,1297,324,261,0,585,568,0,65,326,59,108,0,12,0,0,0,2,0,0,5,1,3,3,0,1,0,585
287,"R.N.BALIKA INTER COLLEGE AHIRWAN CHET NAGAR ROOM NO.1",863,642,0,1505,307,182,0,489,364,0,65,257,54,87,2,8,0,1,0,0,1,1,0,0,1,1,1,7,3,489
288,"R.N.BALIKA INTER COLLEGE AHIRWAN CHET NAGAR ROOM NO.2",709,603,0,1312,311,245,0,556,552,0,26,372,37,89,0,11,0,0,0,0,0,3,0,2,4,5,0,3,4,556
289,"R.N.BALIKA INTER COLLEGE AHIRWAN CHET NAGAR ROOM NO.3",621,521,0,1142,287,234,0,521,154,0,34,334,42,88,1,11,0,0,0,2,1,0,1,1,2,1,0,2,1,521
290,"PARISADIYE PU.M. V.AHIRWAN ROOM NO.6",707,619,0,1326,316,250,0,566,489,0,32,406,56,54,1,7,0,0,0,0,0,2,0,0,1,2,0,3,2,566
291,"SHANTI PUBLIC SCHOOL SADANAND NAGAR AHIRWAN ROOM NO.1",816,652,0,1468,379,298,0,677,285,0,44,464,56,72,1,17,0,0,0,0,0,2,1,0,0,1,2,14,3,677
292,"ADERSH VIDYA MANDIR HIGH SCHOOL ROOM NO.1 248 A SADANAD AHIRWAN",497,439,0,936,231,177,0,408,377,0,108,224,38,20,1,7,0,0,0,1,0,1,0,3,0,3,1,0,1,408
293,"ADERSH VIDYA MANDIR HIGH SCHOOL ROOM NO. 2 248 A SADANAD AHIRWAN",600,495,0,1095,289,235,0,524,512,0,65,355,28,49,0,12,1,0,0,0,0,2,3,0,2,3,1,1,2,524
294,"SHANTI PUBLIC SCHOOL SADANAND NAGAR AHIRWAN ROOM NO.2",623,497,0,1120,276,195,0,471,369,0,33,346,41,28,0,10,0,1,0,0,0,0,0,0,0,1,2,7,2,471
295,"SHANTI PUBLIC SCHOOL SADANAND NAGAR AHIRWAN ROOM NO.3",881,707,0,1588,465,396,0,861,848,0,116,566,67,79,1,16,1,1,0,0,0,0,0,2,2,0,0,3,7,861
296,"D. BHARM SINGH H.S.SCHOOL CHHATMARA ROOM NO.1",685,549,0,1234,351,213,0,564,275,0,111,289,129,20,0,0,0,0,0,0,0,3,3,0,2,2,0,3,2,564
297,"DR. BHARM SINGH H.S.SCHOOL CHHATMARA ROOM NO.2",462,323,0,785,262,121,0,383,327,0,37,197,79,53,0,0,0,0,4,0,0,0,1,0,1,2,2,3,4,383
298,"PR. P. GAURAIYA ROOM NO.1",790,545,0,1335,432,200,0,632,630,0,71,151,263,115,2,0,1,0,0,2,2,1,1,5,8,5,0,1,4,632
299,"प्रा. वि. सुभौली कक्ष सं. 1",637,448,0,1085,412,223,0,635,629,0,209,136,41,216,2,6,1,1,0,1,1,3,2,2,2,6,3,2,1,635
300,"PR. V. BAGHARA  ROOM NO.1",433,312,1,746,277,177,0,454,423,0,94,162,17,156,4,0,0,1,2,0,2,3,4,1,5,1,1,0,1,454
301,"PR. V. JARKALA ROOM NO.1",880,641,0,1521,647,363,0,1010,890,0,313,295,118,230,3,5,1,3,11,1,1,6,3,1,4,11,2,0,2,1010
302,"PR. P. KURWA ROOM NO.1",630,455,0,1085,347,211,0,558,502,0,144,165,14,220,1,0,0,2,0,0,0,0,3,1,1,2,2,1,2,558
303,"PR. V. KHUAJUPUR ROOM NO.1",899,686,0,1585,565,401,0,966,922,0,440,183,49,251,2,7,2,0,0,0,0,4,1,3,2,15,5,2,0,966
304,"PR. V. EMA ROOM NO.1",694,569,0,1263,390,327,0,717,714,0,154,138,27,368,0,9,0,1,1,0,1,1,0,3,4,5,2,3,0,717
305,"PR. V. SALEMPUR ROOM NO.1",660,523,0,1183,385,280,0,665,638,0,174,252,79,133,1,1,0,0,1,1,1,1,2,6,4,5,2,2,0,665
306,"PR. V. SALEMPUR ROOM NO.2",410,294,0,704,258,174,0,432,421,0,43,253,37,94,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,432
307,"PR. P. SUWASIKHERA ROOM NO.1",694,494,0,1188,456,263,0,719,87,0,176,240,86,161,2,0,2,0,1,2,4,2,6,3,10,16,3,2,3,719
308,"PR. P. KARWIGAVON ROOM NO.1",408,350,0,758,306,196,0,502,457,0,119,193,115,56,0,5,0,0,0,1,1,0,0,0,3,5,2,2,0,502
309,"PURWA M.V.BHADASHA ROOM NO.1",646,547,0,1193,336,223,0,559,392,0,102,190,13,219,3,1,0,0,1,0,0,4,2,1,1,3,11,3,5,559
310,"PURWA M.V.BHADASHA ROOM NO.2",510,441,0,951,306,248,0,554,541,0,174,155,25,181,2,0,0,0,0,1,0,0,4,0,3,3,1,2,3,554
311,"PR. P. SAIBASI ROOM NO.1",313,194,0,507,172,124,0,296,292,0,116,128,8,37,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,296
312,"PURWA M. V. MATHURA KHERA ROOM NO.1",317,227,0,544,223,143,0,366,346,0,128,82,7,144,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,366
313,"PR. V. RAJAPUR ROOM NO.1",441,299,0,740,258,182,0,440,362,0,86,53,6,267,3,4,0,0,1,1,1,3,2,2,3,6,0,0,2,440
314,"PR. SCHOOL AMULI  ROOM NO.1",350,255,0,605,221,151,0,372,331,0,77,103,11,176,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,372
315,"PR. V. LAHORPUR ROOM NO.1",347,267,0,614,193,123,0,316,301,0,128,89,8,81,1,0,0,0,1,0,0,0,0,0,2,2,1,1,2,316
316,"PR. V. HATHIPUR ROOM NO.1",720,567,0,1287,487,312,0,799,786,0,236,339,104,101,2,0,1,0,0,0,1,2,0,4,2,1,3,1,2,799
317,"PR. V. HATHIPUR ROOM NO.2",858,662,0,1520,452,376,0,828,807,0,218,287,107,187,1,4,1,0,1,0,1,0,3,1,2,7,3,3,2,828
318,"PR. V. HATHIPUR ROOM NO.3",547,392,0,939,343,194,0,537,437,0,117,295,27,81,1,0,1,0,1,0,0,3,1,1,2,0,2,5,0,537
319,"PR.V. MAHARAJPUR ROOM NO.1",700,507,0,1207,375,208,0,583,103,0,158,165,25,218,1,0,0,1,0,0,0,1,3,2,3,5,1,0,0,583
320,"PR.V. MAHARAJPUR ROOM NO.4",792,594,0,1386,432,280,0,712,103,0,83,219,97,283,5,3,1,0,0,0,6,4,3,1,3,3,1,0,0,712
321,"PR.V. MAHARAJPUR ROOM NO.3",614,475,0,1089,398,267,0,665,658,0,126,314,34,150,1,3,0,0,0,0,1,18,3,3,4,3,1,1,3,665
322,"PR.V. MAHARAJPUR ROOM NO.4",662,551,0,1213,428,325,0,753,605,0,187,432,41,69,0,4,1,0,1,0,0,8,2,0,2,4,2,0,0,753
323,"PR. V. ROOM NO.1 FUFWAR SUITHOK PRATHAM",739,593,0,1332,408,259,0,667,664,0,170,131,242,102,0,1,0,1,1,1,0,1,1,4,8,3,1,0,0,667
324,"PR. V. ROOM NO.2 FUFWAR SUITHOK PRATHAM",827,674,0,1501,433,289,0,722,717,0,242,268,52,122,2,3,2,0,1,0,0,13,1,0,6,6,3,1,0,722
325,"PR.V. MAWAIYA ROOM NO.1",461,340,0,801,211,312,0,523,112,0,170,108,47,183,1,0,1,0,0,1,1,1,0,2,2,4,1,0,1,523
326,"JR. H. SCHOOL TILSAHRI BUJURGE ROOM NO.1",547,402,0,949,307,170,0,477,465,0,113,239,48,46,1,0,1,2,3,0,1,2,2,6,6,5,0,1,1,477
327,"JR. H. SCHOOL TILSAHRI BUJURGE ROOM NO.2",582,442,0,1024,328,198,0,526,349,0,110,297,44,54,1,2,0,0,0,0,0,0,1,6,1,2,3,4,1,526
328,"PURWA M. V. FUFWAR RAJTHOK ROOM NO.1",772,542,0,1314,476,356,0,832,821,0,421,173,64,117,0,0,0,0,5,0,0,1,3,2,3,13,18,5,7,832
329,"PURWA M. V. FUFWAR RAJTHOK ROOM NO.2",344,239,0,583,184,105,0,289,284,0,161,24,11,80,0,2,0,0,0,0,0,0,1,2,1,6,1,0,0,289
330,"PURWA M. V. FUFWAR RAJTHOK ROOM NO. 3",561,464,0,1025,340,205,0,545,538,0,144,167,23,185,0,0,0,1,0,3,0,1,1,0,1,5,6,4,4,545
331,"PR.P. HATHIGAVON NAVIN BHAWAN ROOM NO.1",596,467,0,1063,342,206,0,548,107,0,197,206,41,72,0,1,1,1,4,0,1,4,3,2,6,7,2,0,0,548
332,"PR.P. HATHIGAVON NAVIN BHAWAN ROOM NO.2",637,496,0,1133,342,237,0,579,160,0,142,169,20,206,6,1,0,1,1,2,0,3,1,12,4,7,2,0,2,579
333,"PR. V. KAMALPUR NARWAL ROOM NO.1",800,643,0,1443,452,338,0,790,6,0,301,306,15,148,0,0,0,3,0,0,0,1,0,2,5,6,2,1,0,790
334,"PURWA M. V. RAHNAS ROOM NO.1",580,408,0,988,345,204,0,549,549,0,109,314,25,82,3,2,1,0,1,0,2,0,0,4,2,2,1,1,0,549
335,"PURWA M. V. RAHNAS ROOM NO.2",437,334,0,771,291,193,0,484,471,0,50,243,11,149,3,1,1,0,0,3,0,0,0,4,3,4,5,3,4,484
336,"PR. V. NARAYANPUR SALEMPUR ROOM NO.1",555,462,0,1017,409,302,0,711,687,0,247,129,55,256,3,0,1,1,0,2,0,0,3,1,2,4,3,0,4,711
337,"मिलन केन्द्र खरौटी कक्ष सं. 1",568,422,0,990,347,225,0,572,567,0,110,317,10,95,0,3,2,2,1,3,0,12,3,3,2,4,2,0,3,572
338,"PR. V. BAJKHERA ROOM NO.1",398,236,0,634,238,135,0,373,180,0,44,103,11,179,3,0,0,0,0,0,1,7,4,2,3,6,1,4,5,373
339,"PR. V. BIPAUSHI ROOM NO.1",531,421,0,952,356,279,0,635,634,0,137,215,6,247,3,2,0,0,1,1,0,1,5,3,3,7,3,1,0,635
340,"PR. P. BAGAHA ROOM NO.1",391,268,0,659,251,159,0,410,394,0,85,194,5,106,1,1,0,1,0,0,1,1,3,4,5,2,0,1,0,410
341,"JR.H.SCHOL NAGAPUR ROOM NO.1",687,522,0,1209,453,300,0,753,159,0,67,387,18,245,3,1,1,0,3,0,3,2,5,2,3,9,3,1,0,753
342,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.1",818,637,0,1455,433,299,0,732,709,0,224,98,83,285,9,4,0,0,2,1,0,2,0,3,2,6,6,0,7,732
343,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.2",709,514,0,1223,385,247,0,632,606,0,172,192,45,196,1,1,0,1,0,0,0,0,1,9,1,5,2,2,4,632
344,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.3",381,284,0,665,212,146,0,358,355,0,187,95,1,57,0,2,0,0,1,1,1,0,0,1,2,6,2,2,0,358
345,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.4",466,365,0,831,293,182,0,475,52,0,66,207,20,166,3,2,2,1,0,0,0,0,0,0,1,3,0,1,3,475
346,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.5",513,409,0,922,282,176,0,458,450,0,70,150,132,87,2,0,0,0,1,0,1,2,1,1,5,6,0,0,0,458
347,"S.S.MAURYA H. SCHOOL SARSAUL ROOM NO.6",476,409,0,885,316,235,0,551,530,0,42,283,27,178,3,5,0,1,0,0,0,1,0,0,2,0,2,3,4,551
348,"PURWA M.V. SARSAUL ROOM NO.1",866,739,0,1605,544,390,0,934,53,0,65,528,67,235,3,2,1,1,0,5,2,2,3,4,3,5,1,3,4,934
349,"PURWA M.V. SARSAUL ROOM NO.2",520,410,0,930,327,164,0,491,469,0,36,241,16,172,3,2,1,0,0,1,0,1,1,0,2,1,4,7,3,491
350,"PURWA M.V. SARSAUL ROOM NO.3",458,361,0,819,276,192,0,468,445,0,113,225,22,84,1,1,0,0,0,0,0,2,1,0,1,3,6,7,2,468
351,"PURWA M.V. SARSAUL ROOM NO.4",756,559,0,1315,472,292,0,764,746,0,250,235,61,190,0,2,0,0,1,1,0,2,0,2,1,3,9,4,3,764
352,"JR.H. SCHOOL DEEPAPUR ROOM NO.1",472,387,0,859,319,248,0,567,25,0,129,197,29,188,3,5,0,0,0,0,0,1,2,1,2,5,1,2,2,567
353,"JR.H. SCHOOL DEEPAPUR ROOM NO.2",438,373,0,811,281,232,0,513,492,0,136,139,104,90,1,0,1,0,1,1,1,6,1,1,2,2,5,7,15,513
354,"JR. H.SCHOOL TIKAR KANH ROOM NO.1",219,194,0,413,186,138,0,324,300,0,37,167,4,95,0,1,0,0,0,0,0,2,3,0,5,3,0,5,2,324
355,"PR.P. PANAURI ROOM NO.1",248,170,0,418,144,116,0,260,243,0,14,138,6,88,1,1,0,0,1,0,1,4,0,0,1,1,1,3,0,260
356,"PR. P. NEWADA BAUSAR ROOM NO.1",494,397,0,891,310,266,0,576,254,0,37,121,142,258,2,0,2,2,2,0,0,2,1,1,2,1,1,0,2,576
357,"PR. P. THAREPAH ROOM NO.1",318,260,0,578,216,149,0,365,363,0,81,134,32,96,1,0,0,0,0,0,1,13,0,1,0,3,0,1,2,365
358,"PR.V. SEMARJHAL ROOM NO.1",586,495,0,1081,336,275,0,611,590,0,193,264,66,63,0,0,2,1,0,0,1,2,0,2,5,7,1,0,4,611
359,"PR.V. TIKRA CHAUHAN ROOM NO.1",271,213,0,484,189,142,0,331,287,0,61,131,49,72,1,1,1,0,1,0,0,2,1,0,0,4,3,1,3,331
360,"PR. P. TIKARBHAU ROOM NO. 1",524,394,0,918,293,162,0,455,386,0,154,134,6,135,4,1,0,0,1,0,0,0,1,0,0,4,5,7,3,455
361,"PR.V. NASRA ROOM NO.1",417,343,1,761,238,202,0,440,391,0,17,78,3,329,2,2,0,0,0,0,1,0,1,0,1,0,1,2,3,440
362,"PR.V. NASRA ROOM NO.2",442,364,0,806,265,217,0,482,440,0,22,43,4,403,2,0,1,0,0,0,0,0,2,2,0,1,0,0,2,482
363,"PR.V. KURYANI ROOM NO.1",224,194,0,418,120,91,0,211,190,0,10,170,2,15,1,0,0,0,0,0,4,0,1,3,2,0,0,3,0,211
364,"PR.V. MADILAWA ROOM NO.1",385,331,0,716,238,229,0,467,434,0,133,164,94,48,1,1,1,0,0,0,0,16,0,2,0,3,1,2,1,467
365,"JR.H. SCHOOL NARWAL PRATHAM ROOM NO.1",688,546,0,1234,389,282,0,671,653,0,119,430,17,77,0,0,0,0,2,1,1,4,1,1,3,7,1,3,4,671
366,"JR.H. SCHOOL NARWAL PRATHAM ROOM NO.2",895,724,1,1620,517,398,0,915,903,0,192,463,30,182,0,2,0,0,0,0,1,12,1,2,1,1,12,12,4,915
367,"JR.H. SCHOOL NARWAL PRATHAM ROOM NO.3",750,566,0,1316,457,294,0,751,707,0,113,395,16,192,5,1,0,1,2,0,1,8,2,1,5,4,0,5,0,751
368,"PR.P. PRATAPPUR NARWAL ROOM NO.1",309,192,0,501,194,130,0,324,294,0,17,46,5,232,2,0,0,0,0,1,0,1,0,1,2,2,2,2,11,324
369,"PR.P. RAIPUR NARWAL ROOM NO.Q",770,575,0,1345,498,326,0,824,700,0,231,292,23,250,0,2,0,0,0,2,0,1,3,2,6,7,1,1,3,824
370,"PR. P. AKHRI ROOM NO.1",447,349,0,796,276,230,0,506,480,0,153,185,6,131,1,1,0,0,0,0,2,6,1,3,3,4,2,6,2,506
371,"PR.P. HAJRATPUR ROOM NO. 1",247,198,0,445,177,146,0,323,311,0,162,40,6,106,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,323
372,"PR. V. SAGUNPUR ROOM NO.1",380,284,0,664,249,206,0,455,400,0,148,165,14,103,2,0,0,0,0,0,1,0,1,0,3,4,6,6,2,455
373,"JR. H. SCHOOL HARCHAN KHERA ROOM NO.1",762,588,0,1350,448,302,0,750,740,0,267,192,23,244,1,1,0,1,0,0,0,7,1,2,2,6,0,1,2,750
374,"PR.H. PAUHAR ROOM NO.1",388,304,0,692,262,209,0,471,448,0,114,140,15,188,1,0,0,1,0,0,0,1,2,0,1,0,0,8,0,471
375,"PR. P. NAVIN BHAWAN SHISHUPUR ROOM NO.1",538,385,0,923,322,233,0,555,535,0,88,134,15,284,2,1,0,2,4,0,2,6,4,3,4,5,1,0,0,555
376,"PR. P. NAVIN BHAWAN SHISHUPUR ROOM NO.2",312,295,0,607,161,125,0,286,270,0,53,124,3,97,0,0,1,0,0,0,1,3,0,1,2,1,0,0,0,286
377,"PR.P. NAVIN BHAWAN MISHRIKHERA M.SHISHUPUR ROOM NO.1",697,544,0,1241,438,292,0,730,715,0,116,263,9,305,4,0,0,0,0,0,0,0,1,1,3,8,2,11,7,730
378,"PR.P. KARBIGWON SAND ROOM NO.1",544,409,0,953,268,194,0,462,450,0,136,164,23,124,1,0,2,0,0,1,0,1,0,1,0,3,2,2,2,462
379,"PR.P. KARBIGWON SAND ROOM NO.2",515,430,0,945,268,217,0,485,467,0,157,226,9,73,2,1,0,1,0,4,1,4,0,0,3,1,2,1,0,485
380,"PR.P. KARBIGWON SAND ROOM NO.3",810,569,0,1379,398,233,0,631,602,0,170,278,39,95,2,1,0,0,0,2,0,0,0,7,5,11,7,7,7,631
381,"JAN SICHHAR I.C.PREMPUR M. BADAGAVON ROOM NO.1",632,522,0,1154,437,344,0,781,754,0,215,284,36,202,1,7,2,1,2,1,0,16,1,2,3,2,3,1,2,781
382,"AN SICHHAR I.C.PREMPUR M. BADAGAVON ROOM NO.2",780,600,0,1380,438,302,0,740,714,0,201,244,49,151,4,1,0,0,0,3,0,3,6,5,17,10,10,23,13,740
383,"PURWA M. V. TAUS ROOM NO.1",434,370,0,804,253,185,0,438,331,0,95,154,35,135,0,10,0,0,0,0,1,0,1,0,2,1,2,0,2,438
384,"PURWA M. V. TAUS ROOM NO.2",387,304,0,691,238,171,0,409,406,0,88,201,13,90,0,0,0,0,2,0,0,0,0,2,1,8,1,2,1,409
385,"PR. SCHOOL PURANPUR ROOM NO.1",624,502,0,1126,417,277,0,694,658,0,103,355,84,119,2,1,0,0,0,1,6,4,1,1,2,6,1,2,6,694
386,"PR. SCHOOL PURANPUR ROOM NO.2",526,428,0,954,305,209,0,514,490,0,222,192,12,68,0,4,0,0,0,0,0,0,0,2,6,1,3,4,0,514
387,"JANTA INTER COLLEGR BAUSAR ROOM NO.1",640,505,0,1145,393,278,0,671,651,0,300,95,15,217,1,1,1,1,0,1,0,9,0,6,4,11,3,5,1,671
388,"JANTA INTER COLLEGR BAUSAR ROOM NO.2",448,371,0,819,320,163,0,483,460,0,43,207,19,191,1,0,1,0,0,1,0,13,1,0,1,0,1,1,3,483
389,"PR.V. TIWARIPUR ROOM NO.1",798,626,0,1424,415,307,0,722,695,0,216,173,69,231,0,1,1,0,2,0,1,6,3,3,4,6,1,3,2,722
390,"PR.V. MAHUA GAVON ROOM NO.1",681,509,0,1190,395,276,0,671,635,0,138,289,27,172,1,1,0,1,0,0,2,19,1,3,4,3,1,8,1,671
391,"PR.V. MAHUA GAVON ROOM NO.2",665,493,0,1158,426,186,0,612,350,0,228,43,8,322,1,0,0,0,0,1,1,0,1,0,0,3,3,0,1,612
