"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
14,"JYOTI HR. SC. SCHOOL JARAULI  SECOND  ROOM NO.2",801,648,0,1449,370,308,0,678,624,0,62,429,95,55,4,15,1,1,0,0,1,1,1,1,6,2,0,4,0,678
15,"JYOTI HR. SC. SCHOOL JARAULI  SECOND  ROOM NO.3",668,585,0,1253,304,231,0,535,502,0,62,337,71,43,1,9,0,0,0,0,2,0,5,0,2,2,1,0,0,535
16,"JYOTI HR. SC. SCHOOL JARAULI ROOM NO.4",584,472,0,1056,316,241,0,557,541,0,42,405,46,38,3,8,0,0,0,0,2,1,0,0,0,0,1,5,6,557
17,"EKTA INTER COLLAGE ROOM NO. 3 JARAULI FACE PRATHAM NALA ROAD",810,658,0,1468,407,316,0,723,697,0,48,492,57,100,1,11,0,0,0,0,1,0,2,3,3,1,1,2,1,723
18,"EKTA INTER COLLAGE ROOM NO.4 JARAULI FACE PRATHAM NALA ROAD",667,501,0,1168,360,233,0,593,535,0,39,409,57,63,0,11,0,0,0,0,0,3,1,1,1,0,1,3,4,593
19,"JYOTI HR. SC. SCHOOL JARAULI  DWITIYE ROOM NO.5",512,414,0,926,282,175,0,457,421,0,56,328,32,15,0,10,0,0,0,0,0,0,0,0,0,1,4,10,1,457
20,"JYOTI HR. SC. SCHOOL JARAULI  DWITIYE ROOM NO.6",635,493,0,1128,323,222,0,545,501,0,62,412,40,13,1,9,0,1,1,0,0,0,0,0,0,1,0,2,3,545
21,"PR. VIDYALAY (FILLKHANA PRATHAM ) K SECTOR BARRA VISHWA BANK  ROOM NO.1",563,401,0,964,279,195,0,474,451,0,77,308,47,22,0,10,0,0,0,1,0,2,0,0,3,0,0,4,0,474
22,"PR. VIDYALAY (FILLKHANA PRATHAM ) K SECTOR BARRA VISHWA BANK  ROOM NO.2",564,455,0,1019,299,209,0,508,490,0,47,400,27,18,0,5,1,0,0,0,0,0,0,1,1,2,1,2,3,508
23,"PR. VIDYALAY (FILLKHANA PRATHAM ) K SECTOR BARRA VISHWA BANK  ROOM NO.3",838,604,0,1442,394,269,0,663,630,0,86,486,52,23,0,13,0,1,0,0,0,0,0,0,0,1,0,0,1,663
24,"PR. VIDYALAY (FILLKHANA PRATHAM ) K SECTOR BARRA VISHWA BANK  ROOM NO.4",691,496,0,1187,364,244,0,608,563,0,54,428,53,45,1,8,0,0,0,6,1,1,2,0,3,2,0,2,2,608
25,"PR. VIDYALAY (FILLKHANA PRATHAM ) K SECTOR BARRA VISHWA BANK  ROOM NO.5",433,345,0,778,184,128,0,312,282,0,0,1,1,1,1,0,0,1,0,0,8,2,68,33,168,24,0,2,2,312
26,"SHIVAJI INTER COLLEGE BAKTAURI PURWA ARRA ROOM NO.1",902,696,0,1598,435,314,0,749,686,0,55,606,27,30,0,10,0,0,0,1,1,5,1,3,3,2,0,1,4,749
27,"SHIVAJI INTER COLLEGE BAKTAURI PURWA ARRA ROOM NO.2",915,699,0,1614,372,247,0,619,571,0,60,480,34,22,0,4,0,2,0,0,0,4,0,1,4,1,1,3,3,619
28,"SHIVAJI INTER COLLAGE BAKTAURI PURWA ARRA ROOM NO.3",556,406,0,962,273,211,0,484,448,0,40,352,26,53,0,2,0,1,0,0,0,4,1,1,1,0,1,2,0,484
29,"SHIVAJI INTER COLLEGE BAKTAURI PURWA ARRA ROOM NO.4",726,546,0,1272,295,208,0,503,484,0,36,379,22,45,1,6,0,0,0,0,0,11,0,0,2,0,0,1,0,503
30,"R.A. INTER COLLEGE BAKTAURI PURWA ROOM NO.1 BAKTAURI PURWA",820,591,0,1411,386,247,0,633,610,0,35,490,28,46,2,15,1,1,1,0,0,7,0,1,3,2,0,0,1,633
31,"R.A. INTER COLLEGE BAKTAURI PURWA ROOM NO.2 BAKTAURI PURWA ARRA",893,731,0,1624,410,300,0,710,673,0,47,544,44,32,1,17,0,0,1,0,0,11,1,2,1,3,2,4,0,710
32,"R.A. INTER COLLEGE ROOM NO.3  BAKTAURI PURWA",720,545,0,1265,392,287,0,679,638,0,77,475,52,36,0,14,0,0,0,1,1,12,2,1,4,2,1,1,0,679
33,"R.A. INTER COLLEGE ROOM NO.4  BAKTAURI PURWA",687,534,0,1221,335,217,0,552,530,0,50,395,67,19,1,5,0,1,0,1,0,7,0,0,2,1,0,2,1,552
34,"PARISADIYE  PURWA M. VIDYALAY ARRA ROOM NO.1",691,535,0,1226,345,237,0,582,548,0,87,321,22,139,1,0,0,0,2,0,4,1,1,1,1,1,1,0,0,582
35,"PARISADIYE  PURWA M. VIDYALAY ARRA ROOM NO.2",555,429,0,984,298,213,0,511,478,0,109,294,29,60,2,2,0,0,1,0,5,5,0,1,0,2,0,0,1,511
36,"PARISADIYE  PURWA M. VIDYALAY ARRA ROOM NO.3",740,558,0,1298,322,189,0,511,493,0,111,321,30,30,0,4,0,0,0,1,0,3,0,0,5,1,1,0,4,511
37,"PARISADIYE  PURWA M. VIDYALAY ARRA ROOM NO.4",708,575,0,1283,320,214,0,534,505,0,53,367,28,75,1,2,0,0,1,0,0,3,0,1,0,0,0,2,1,534
38,"PARISADIYE PURWA M. VIDYALAY BINGAVON ROOM NO.1",491,394,0,885,213,187,0,400,385,0,96,210,31,50,1,1,0,0,0,0,2,1,1,3,1,1,0,0,2,400
39,"PARISADIYE PURWA M. VIDYALAY BINGAVON ROOM NO.2",790,617,0,1407,417,296,0,713,669,0,56,516,58,49,2,5,0,0,0,1,14,7,0,0,0,1,0,1,3,713
40,"PARISADIYE PRATHMIK  VIDYALAY BINGAVON ROOM NO.1",493,341,0,834,266,174,0,440,404,0,19,333,22,36,0,9,0,0,0,0,14,3,1,0,1,0,0,2,0,440
41,"PARISADIYE PURWA M. VIDYALAY BINGAVON ROOM NO.2",641,451,0,1092,326,193,0,519,494,0,38,381,37,38,0,5,0,0,0,0,5,4,1,0,2,1,1,5,1,519
42,"K.D.K.L SHASHTRI NAGAR INTER COLLAGE ROOM NO.1 K.D.A.COLONY ARRA BINGAVON",857,664,0,1521,454,309,0,763,734,0,98,538,32,61,3,3,0,0,0,0,8,5,0,0,1,2,0,7,5,763
43,"K.D.K.L SHASHTRI NAGAR INTER COLLAGE ROOM NO.2 K.D.A.COLONY ARRA BINGAVON",394,276,0,670,167,115,0,282,264,0,28,206,14,26,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,282
44,"K.D.K.L SHASHTRI NAGAR INTER COLLAGE ROOM NO3 K.D.A.COLONY ARRA BINGAVON",543,388,0,931,280,155,0,435,399,0,110,250,21,34,0,0,1,0,1,0,4,1,2,0,1,1,1,2,6,435
45,"K.D.K.L SHASHTRI NAGAR INTER COLLAGE ROOM NO4K.D.A.COLONY ARRA BINGAVON",452,359,0,811,264,173,0,437,415,0,61,269,44,46,1,6,0,0,1,0,8,1,0,0,0,0,0,0,0,437
46,"PARSADIYE PR. VIDYALAY BINGAVON ROOM NO.3",871,680,0,1551,432,277,0,709,677,0,43,488,25,120,2,6,1,1,1,0,1,0,0,0,3,0,3,7,8,709
47,"PR. VIDYALAY TAUDHAKPUR ROOM NO.1",557,434,1,992,292,218,0,510,430,0,83,284,59,53,2,1,0,0,2,1,2,7,3,1,3,2,1,1,5,510
48,"PR. VIDYALAY LALPUR ROOM NO.1",760,581,0,1341,397,263,0,660,605,0,88,412,58,77,2,8,1,0,0,2,2,1,0,3,4,1,1,0,0,660
49,"PR. VIDYALAY LALPUR ROOM NO.2",530,435,0,965,325,212,0,537,460,0,119,267,57,53,0,4,0,0,2,1,3,1,1,0,2,2,10,9,6,537
50,"PR. VIDYALAY LALPUR ROOM NO.3",632,539,0,1171,325,256,0,581,577,0,140,300,83,36,1,3,0,1,2,1,0,0,2,0,6,2,1,1,2,581
51,"S.J.VIDYA NIKATAN INTER COLLAGE HANSPURAM ROOM NO.1",496,362,0,858,234,189,0,423,379,0,44,318,23,20,0,10,0,0,0,0,1,5,0,0,0,1,1,0,0,423
52,"S.J.VIDYA NIKATAN INTER COLLEGE HANSPURAM ROOM NO.2",594,472,0,1066,342,222,0,564,528,0,67,419,47,20,0,3,1,0,1,0,1,1,0,0,0,0,0,2,2,564
53,"PR. VIDYALAY LALPUR ROOM NO.4",626,469,0,1095,336,236,0,572,565,0,60,414,43,28,0,9,0,0,0,0,5,2,1,1,2,2,0,0,5,572
54,"PR. VIDYALAY LALPUR ROOM NO.5",657,517,0,1174,331,250,0,581,565,0,66,378,80,27,1,9,0,0,1,0,0,2,1,0,1,1,2,9,3,581
55,"PURWA M.JU.H.SCHOOL LALPUR ROOM NO.1",788,615,0,1403,373,268,0,641,612,0,57,488,44,28,0,11,0,1,0,1,2,4,0,0,2,0,0,0,3,641
56,"PURWA M.JU.H.SCHOOL LALPUR ROOM NO.2",845,665,0,1510,403,334,0,737,713,0,86,539,65,28,0,6,1,0,0,0,3,2,0,0,2,0,0,1,4,737
57,"PURWA M.JU.H.SCHOOL LALPUR ROOM NO.3",587,453,0,1040,285,182,0,467,429,0,74,330,11,30,0,14,0,0,0,0,0,3,0,0,0,0,0,2,3,467
58,"PURWA M.JU.H.SCHOOL LALPUR ROOM NO.4",717,590,0,1307,351,291,0,642,600,0,68,466,44,28,0,24,0,0,0,0,0,4,0,0,0,2,1,0,5,642
59,"SKOMIYA ACODMEY 4 B 360 AWAS VIKAS COLONY HANSPURAM ROOM NO.1",625,529,0,1154,379,312,0,691,658,0,132,442,68,22,0,11,1,1,0,0,0,3,1,0,1,1,0,1,7,691
60,"SKOMIYA ACODMEY 4 B 360 AWAS VIKAS COLONY HANSPURAM ROOM NO.2",597,477,1,1075,330,252,0,582,537,0,106,395,32,21,0,18,0,0,0,0,0,4,1,0,2,1,1,0,1,582
61,"S.J. EDUCATION CENTER AWAS VIKAS HANSPURAM ROOM NO.1",691,545,0,1236,398,287,0,685,620,0,93,489,55,22,0,2,1,0,2,1,3,4,2,1,3,3,1,2,1,685
62,"S.J. EDUCATION CENTER AWAS VIKAS HANSPURAM ROOM NO.2",826,654,0,1480,307,252,0,559,537,0,49,434,38,21,0,8,1,0,1,0,0,1,1,0,2,0,0,2,1,559
63,"SKOMIYA ACODMEY 4 B 360 AWAS VIKAS COLONY HANSPURAM ROOM NO.3",540,420,0,960,288,229,0,517,473,0,52,364,44,41,0,4,0,0,0,0,0,3,0,1,1,1,2,2,2,517
64,"SKOMIYA ACODMEY 4 B 360 AWAS VIKAS COLONY HANSPURAM ROOM NO.4",603,494,0,1097,262,200,0,462,418,0,48,350,35,13,0,13,0,0,0,1,0,0,0,0,1,0,0,1,0,462
65,"S.J. EDUCATION CENTER AWAS VIKAS HANSPURAM ROOM NO.3",959,761,1,1721,458,375,0,833,341,0,96,606,68,37,0,8,0,1,0,1,3,2,2,0,0,2,0,1,6,833
66,"S.J. EDUCATION CENTER AWAS VIKAS HANSPURAM ROOM NO.4",945,762,0,1707,444,367,0,811,400,0,113,598,52,29,1,10,0,0,0,0,1,1,0,0,1,0,0,1,4,811
67,"S.J.VIDYA NIKATAN INTER COLLEGE HANSPURAM ROOM NO.3 HANSPUR",817,633,0,1450,421,278,0,699,692,0,96,493,69,17,1,9,0,1,0,0,0,0,0,1,0,2,0,6,4,699
68,"S.J.VIDYA NIKATAN INTER COLLEGE HANSPURAM ROOM NO.4",750,573,0,1323,362,266,0,628,626,0,90,428,37,28,2,17,0,0,0,0,1,1,0,0,0,4,0,7,13,628
69,"S.J.VIDYA NIKATAN INTER COLLEGE HANSPURAM ROOM NO.5",554,421,0,975,226,141,0,367,345,0,69,243,39,10,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,367
70,"S.J.VIDYA NIKATAN INTER COLLEGE HANSPURAM ROOM NO.6",835,717,0,1552,475,335,0,810,776,0,93,591,75,25,0,10,0,0,0,0,0,2,1,0,6,2,0,3,2,810
71,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.1",659,476,0,1135,337,236,0,573,554,0,19,358,23,152,1,0,1,0,0,6,0,7,0,0,3,0,0,2,1,573
72,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.2",386,278,0,664,197,123,0,320,291,0,13,208,13,60,0,3,0,0,0,2,0,16,0,0,2,0,0,0,3,320
73,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.3",902,698,0,1600,508,371,0,879,187,0,45,657,43,75,1,10,1,0,1,1,1,8,1,2,5,7,1,15,5,879
74,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.4",918,651,0,1569,479,346,0,825,555,0,54,627,36,86,0,8,0,0,0,0,1,7,0,1,3,0,0,0,2,825
75,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.5",796,677,0,1473,393,349,0,742,616,0,99,538,21,49,0,1,0,0,0,0,0,11,2,3,2,2,1,5,8,742
76,"CH.R.K.A.D INTER COLLAGE NARAYANPURI NAUBASTA ROOM NO.6",305,214,0,519,172,117,0,289,286,0,7,230,15,18,0,0,0,0,0,1,1,3,0,1,0,1,2,9,1,289
77,"BADSAH SINGH MEMORIAL PUBLIC SCHOOL RAJENDRA NAGAR BAKTAURI PURWA ROOM NO.1 NARAYANPURI NAUBASTA",591,487,0,1078,290,221,0,511,467,0,9,437,13,28,0,1,0,0,0,0,0,16,0,0,1,1,0,4,1,511
78,"BADSAH SINGH MEMORIAL PUBLIC SCHOOL RAJENDRA NAGAR BAKTAURI PURWA ROOM NO.1 NARAYANPURI NAUBASTA",544,398,0,942,228,163,0,391,358,0,25,300,17,37,0,6,0,0,1,0,0,1,1,0,1,1,0,1,0,391
79,"PARISADIYE PURWA M. VIDYALAY NAUBASTA ROOM NO.1 NAUBASTA POLICE CHOKI KE PASS",544,412,0,956,314,202,0,516,497,0,119,299,53,18,0,2,0,0,0,0,0,13,1,6,2,1,0,1,1,516
80,"PARISADIYE PURWA M. VIDYALAY NAUBASTA ROOM NO.2 NAUBASTA POLICE CHOKI JE PASS",492,406,0,898,257,215,0,472,398,0,106,296,33,14,0,6,0,1,0,0,1,3,1,4,1,4,1,0,1,472
81,"PARISADIYE PURWA M. VIDYALAY NAUBASTA ROOM NO.3 NAUBASTA POLICE CHOKI JE PASS",599,471,0,1070,303,226,0,529,483,0,47,426,23,20,1,4,0,0,0,0,0,6,0,1,0,1,0,0,0,529
82,"PARISADIYE PURWA M. VIDYALAY NAUBASTA ROOM NO.4 NAUBASTA POLICE CHOKI JE PASS",562,466,0,1028,282,212,0,494,458,0,57,329,73,19,1,3,0,1,0,1,0,1,0,1,3,2,0,1,2,494
83,"PARISADIYE PR.VIDYALAY NAUBASTA ROOM NO.1  NAUBASTA POLICE CHOKE KE PASS",658,575,0,1233,351,286,0,637,633,0,87,453,54,26,0,1,0,1,0,1,0,6,2,1,1,2,0,0,2,637
84,"PARISADIYE PR.VIDYALAY NAUBASTA ROOM NO.2NAUBASTA POLICE CHOKE KE PASS",940,753,0,1693,576,244,0,820,227,0,136,474,138,37,0,8,0,0,0,0,0,3,1,1,6,10,1,3,2,820
85,"PARISADIYE PR.VIDYALAY NAUBASTA ROOM NO.3 NAUBASTA POLICE CHOKE KE PASS",746,622,0,1368,443,342,0,785,762,0,124,504,63,51,1,9,0,0,0,0,1,19,0,0,4,3,1,2,3,785
86,"PARISADIYE PR.VIDYALAY NAUBASTA ROOM NO.4  NAUBASTA POLICE CHOKE KE PASS",361,293,1,655,208,157,0,365,18,0,26,234,38,35,1,6,1,1,1,1,2,3,1,4,3,3,1,2,2,365
87,"SANT PATHIK BALIKA E.COLLEGE  MACHARIYA ROAD NAUBASTA ROOM NO.1",390,325,1,716,199,162,0,361,318,0,58,224,32,32,0,0,1,0,0,1,0,2,2,0,4,2,0,0,3,361
88,"SANT PATHIK BALIKA E.COLLEGE  MACHARIYA ROAD NAUBASTA ROOM NO.2",550,442,0,992,324,248,0,572,554,0,30,444,33,49,1,2,1,0,0,1,0,3,0,0,3,1,1,2,1,572
89,"SANT PATHIK BALIKA E.COLLEGE  MACHARIYA ROAD NAUBASTA ROOM NO.3",501,453,0,954,303,208,0,511,397,0,32,400,36,16,0,8,0,1,0,1,0,3,0,0,1,0,0,8,5,511
90,"N.M.P.B.PR.P BUDHPUR MACHARIYA ROOM NO.1",564,397,0,961,371,170,0,541,410,0,119,263,84,60,1,4,0,0,2,0,0,1,0,1,1,2,2,1,0,541
91,"N.M.P.B.PR.P BUDHPUR MACHARIYA ROOM NO.2",412,304,0,716,231,149,0,380,290,0,150,128,81,14,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,380
92,"N.M.P.B.PR.P BUDHPUR MACHARIYA ROOM NO3",796,637,0,1433,479,360,0,839,716,0,322,151,288,36,3,1,1,1,2,1,1,2,2,2,4,7,6,4,5,839
93,"SARDA VIDYA MANDIR INTER COLLEGE RAJEEV NAGAR  G BLOCK  KALI MANDIR KE PAS ROOM NO.1",692,536,0,1228,294,212,0,506,460,0,181,83,169,58,1,4,1,0,1,0,0,0,1,2,0,2,2,1,0,506
94,"SARDA VIDYA MANDIR INTER COLLEGE RAJEEV NAGAR  G BLOCK  KALI MANDIR KE PAS ROOM NO.2",384,285,0,669,191,130,0,321,51,0,155,43,96,20,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,321
95,"SARDA VIDYA MANDIR INTER COLLEGE RAJEEV NAGAR  G BLOCK  KALI MANDIR KE PAS ROOM NO.3",827,624,0,1451,447,331,0,778,713,0,94,562,61,35,1,2,0,0,0,0,0,8,0,2,1,4,1,1,6,778
96,"SARDA VIDYA MANDIR INTER COLLEGE RAJEEV NAGAR  G BLOCK  KALI MANDIR KE PAS ROOM NO.4",702,506,0,1208,366,350,0,716,660,0,106,486,72,32,0,8,0,0,0,3,0,0,0,0,4,0,0,3,2,716
97,"SARDA VIDYA MANDIR INTER COLLEGE RAJEEV NAGAR  G BLOCK  KALI MANDIR KE PAS ROOM NO.5",362,317,0,679,180,130,0,310,278,0,50,189,40,18,0,6,0,0,0,0,0,2,0,1,0,1,0,2,1,310
98,"L. R. CHANDEL INTER COLLEGE C BLOCK YASODA NAGAR ROOM NO.1",867,626,0,1493,389,228,0,617,580,0,264,137,108,87,2,2,0,0,1,0,0,6,1,1,1,1,1,1,4,617
99,"L. R. CHANDEL INTER COLLEGE C BLOCK YASODA NAGAR ROOM NO.2",385,330,0,715,273,204,0,477,475,0,69,362,23,17,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,477
100,"L. R. CHANDEL INTER COLLEGE C BLOCK YASODA NAGAR ROOM NO.3",578,444,0,1022,299,204,0,503,380,0,179,52,247,21,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,503
101,"L. R. CHANDEL INTER COLLEGE C BLOCK YASODA NAGAR ROOM NO.4",381,310,0,691,224,162,0,386,317,0,68,64,228,20,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,386
102,"L. R. CHANDEL INTER COLLEGE C BLOCK YASODA NAGAR ROOM NO.5",574,506,0,1080,327,256,0,583,538,0,110,296,128,30,1,3,0,0,0,0,0,5,0,1,1,1,1,3,3,583
103,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.1",784,673,0,1457,434,326,0,760,639,0,38,641,34,33,0,4,0,0,0,0,0,0,0,0,3,2,0,2,3,760
104,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.1",515,464,0,979,304,242,0,546,494,0,33,457,31,12,1,4,0,0,0,0,0,0,1,0,0,1,0,5,1,546
105,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.2",474,439,0,913,270,238,0,508,463,0,40,403,33,25,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,508
106,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.3",422,358,0,780,225,209,0,434,398,0,22,370,21,13,0,2,0,0,0,0,0,2,0,0,0,0,0,3,1,434
107,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.4",336,284,0,620,172,140,0,312,270,0,39,237,19,6,0,7,0,0,0,0,0,0,0,0,0,0,1,1,2,312
108,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.5",563,469,0,1032,300,224,0,524,480,0,67,417,13,18,0,5,0,0,0,0,0,2,0,0,1,1,0,0,0,524
109,"P. RAGHUNATH PRASAD MISHR INTER COLLEGE K BLOCK YASODA NAGAR ROOM NO.6",469,390,0,859,250,187,0,437,421,0,48,346,23,10,0,4,0,0,0,1,0,1,0,0,0,1,1,1,1,437
110,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.2",523,459,0,982,284,210,0,494,470,0,43,399,34,4,0,8,0,0,0,0,0,1,0,0,1,0,0,1,3,494
111,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.3",485,437,1,923,270,231,0,501,492,0,23,380,32,45,1,6,1,0,0,0,0,12,0,0,0,0,1,0,0,501
112,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.4",704,619,0,1323,405,308,0,713,690,0,50,551,44,39,0,9,0,0,0,0,0,6,0,0,0,0,0,12,2,713
113,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.5",528,436,0,964,314,250,0,564,563,0,45,385,76,38,0,8,0,0,0,0,0,1,0,0,0,1,0,7,3,564
114,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.6",418,353,0,771,228,196,0,424,405,0,33,329,27,16,0,11,0,0,0,0,0,2,1,0,0,0,0,5,0,424
115,"SARDA SHISHU MANDIR 126 K BLOCK YASODA NAGAR ROOM NO.7",599,485,0,1084,381,271,0,652,631,0,46,519,50,8,0,7,0,0,0,0,0,9,0,0,2,0,0,10,1,652
116,"JAY BAJRANG BALI PAWAN TANAY INTER COLLEGE YASODA NAGAR GANGAPUR COLONY ROOM NO.1",561,379,0,940,266,177,0,443,422,0,49,340,26,17,1,5,0,0,0,0,1,1,1,0,1,0,0,0,1,443
117,"JAY BAJRANG BALI PAWAN TANAY INTER COLLEGE YASODA NAGAR GANGAPUR COLONY ROOM NO.2",796,617,1,1414,416,327,0,743,695,0,76,536,46,54,0,12,0,1,2,0,1,0,0,1,1,3,2,6,2,743
118,"JAY BAJRANG BALI PAWAN TANAY INTER COLLEGE YASODA NAGAR GANGAPUR COLONY ROOM NO.3",490,393,0,883,302,238,0,540,47,0,80,369,42,20,1,6,1,1,0,2,1,0,0,1,1,3,2,8,2,540
119,"JAY BAJRANG BALI PAWAN TANAY INTER COLLEGE YASODA NAGAR GANGAPUR COLONY ROOM NO.4",431,393,0,824,196,154,0,350,311,0,56,238,26,17,0,7,0,0,0,0,0,0,0,0,1,1,2,1,1,350
120,"YASODA INTER COLLEGE YASODA NAGAR ROOM NO.1",793,666,0,1459,480,351,0,831,731,0,87,624,74,22,0,0,0,0,1,1,1,2,3,0,1,1,5,8,1,831
