"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
25,"PRATHMIK VIDHALYA JATNAGLA",745,567,0,1312,613,456,0,1069,10,0,46,713,282,8,1,0,0,1,0,3,2,7,6,1069
26,"PRATHMIK VIDHALYA PURVI BHAG KACHOLI",705,543,0,1248,559,404,0,963,963,0,1,915,41,3,1,0,0,0,0,0,0,1,1,963
27,"PRATHMIK VIDHALYA PASHCHIMI BHAG KACHOLI",188,136,0,324,109,98,0,207,201,0,0,25,173,3,1,0,0,0,0,1,3,0,1,207
28,"PRATHMIK VIDHALYA KAMRA NO 1 DIDAHEDI",566,481,0,1047,442,324,0,766,766,0,2,18,134,592,0,1,1,0,11,1,2,1,3,766
29,"PRATHMIK VIDHALYA KAMRA NO 2 DIDAHEDI",552,433,0,985,410,287,0,697,694,0,0,13,175,491,3,4,0,0,2,3,4,0,2,697
30,"PRATHMIK VIDHALYA KAL‍LARPUR",378,340,0,718,252,236,0,488,488,0,2,211,217,50,1,0,0,0,1,2,3,1,0,488
31,"PRATHMIK VIDHALYA SINGALPUR KAMRA NO 1",318,230,0,548,197,140,0,337,337,0,2,191,131,5,1,1,0,0,0,1,1,3,1,337
32,"NATIONAL HAI SCHOOL K. N.3  DADHEDUKALAN",798,600,0,1398,492,349,0,841,841,0,6,91,63,638,5,2,0,3,28,1,0,2,2,841
33,"NATIONAL HAI SCHOOL PACHMI BHAG DHADDEDUKALAN",902,630,0,1532,525,429,0,954,954,0,0,17,46,861,4,0,0,1,22,1,0,1,1,954
34,"NATIONAL HAI SCHOOL DHADDEDUKALAN",818,607,0,1425,485,390,0,875,861,0,0,177,213,460,0,2,0,0,10,3,1,4,5,875
35,"PRATHMIK VIDHALYA PURVI BHAG DADHEDU KHURD",485,327,0,812,314,243,0,557,557,0,3,25,110,414,2,0,1,1,0,0,0,0,1,557
36,"PRATHMIK VIDHALYA ATIRIK‍T KAKSH DADHEDU KHURD",386,331,0,717,236,220,0,456,456,0,3,178,68,195,3,1,0,0,1,0,2,3,2,456
37,"PRATHMIK VIDHALYA PASHCHIMI BHAG DADHEDU KHURD",853,657,0,1510,543,463,0,1006,1006,0,0,38,63,894,1,0,1,0,2,2,0,0,5,1006
38,"PRATHMIK VIDHALYA MAHMOOD PUR URF LAKADSANDHA",753,605,0,1358,570,461,0,1031,1031,0,42,673,298,4,1,1,0,0,1,5,1,1,4,1031
39,"PRATHMIK VIDHALYA KAMRA NO 1 SALEMPUR",635,543,0,1178,503,416,0,919,916,0,61,714,118,7,0,1,1,1,1,4,1,3,7,919
40,"PRATHMIK VIDHALYA KAMRA NO 2 SALEMPUR",671,609,0,1280,496,451,0,947,944,0,15,458,447,5,0,0,0,1,0,7,5,2,7,947
41,"PRATHMIK VIDHALYA KAMRA NO 1 RUKANPUR",364,300,0,664,313,259,0,572,572,0,0,75,481,4,1,0,0,0,1,1,2,1,6,572
42,"PRATHMIK VIDHALYA UTTARI BHAG PINNA",730,589,1,1320,507,383,0,890,890,0,23,530,116,214,1,0,1,1,1,1,1,1,0,890
43,"PRATHMIK VIDHALYA DAKSHINI BHAG PINNA",670,549,0,1219,535,378,0,913,760,0,47,817,27,11,0,5,1,0,0,0,1,2,2,913
44,"BALIKA UCH‍CHATAR MA0 VI0 SHAMLI ROAD (BALIKA INTER COLLEGE) PINNA",729,574,1,1304,561,427,0,988,988,0,90,869,4,14,1,5,0,1,0,2,0,2,0,988
45,"BALIKA UCH‍CHATAR MA0 VI0 SHAMLI ROAD (BALIKA INTER COLLEGE) PINNA",640,496,0,1136,489,345,0,834,834,0,19,662,106,20,0,2,0,2,2,3,2,5,11,834
46,"BALIKA UCH‍CHATAR MA0 VI0 SHAMLI ROAD (BALIKA INTER COLLEGE) PINNA",763,594,0,1357,495,403,0,898,897,0,20,572,249,28,1,2,1,0,0,4,7,3,11,898
47,"KAL‍YANKARI KAN‍YA IN‍TAR KA0 JAGAHEDI KA0NA0 1",455,361,0,816,293,225,0,518,469,0,66,266,112,60,0,0,1,0,0,2,4,3,4,518
48,"KAL‍YANKARI KAN‍YA IN‍TAR KA0 JAGAHEDI KA0NA0 2",440,354,0,794,258,204,0,462,455,0,61,292,10,92,2,0,0,0,0,3,2,0,0,462
49,"PRATHMIK VIDHALYA PURVI UTTARI BHAG KAJIKHEDA",798,646,0,1444,606,416,0,1022,523,0,149,522,226,109,2,0,2,0,0,5,3,4,0,1022
50,"PRATHMIK VIDHAYA PACHMI BHAG KAJIKHEDA",500,376,0,876,386,221,0,607,15,0,94,428,3,76,0,0,0,2,0,1,1,2,0,607
51,"PRATHMIK VIDHALYA KAMRA NO 1 NAROTTAMPUR",868,615,0,1483,578,430,0,1008,1008,0,21,649,220,105,1,1,1,0,0,1,0,3,6,1008
52,"JUNIYAR HAI SCHOOL PURVI BHAG KINONI",514,358,0,872,455,271,0,726,726,0,27,684,7,1,0,1,0,0,0,1,0,4,1,726
53,"JOONIYAR HAI SCHOOL PACHMI BHAG KINONI",373,310,0,683,274,202,0,476,476,0,2,467,1,1,0,0,1,0,0,1,0,2,1,476
54,"JUNIYAR HAI SCHOOL BICH KA KAMRA KINONI",668,499,0,1167,574,328,0,902,840,0,7,883,1,6,1,0,0,0,0,1,0,1,2,902
55,"RAVIDAS MANDIR BHAVAN KINAUNI",559,401,0,960,331,201,0,532,531,0,9,429,75,1,2,0,2,1,2,1,2,4,4,532
56,"PRATHMIK VIDHALYA KAMRA NO 1 SANJHAK",842,607,0,1449,530,390,0,920,919,0,3,2,88,808,6,0,1,1,6,0,0,0,5,920
57,"PRATHMIK VIDHALYA KAMRA NO 2 SANJHAK",840,633,0,1473,555,447,0,1002,1000,0,2,9,34,937,7,1,1,0,1,3,0,1,6,1002
58,"PRATHMIK VIDHALYA KAMRA NO 3 SANJHAK",702,571,0,1273,453,378,0,831,816,0,5,482,139,183,4,3,0,2,1,1,2,6,3,831
59,"UCH‍CH PRA0 VI0 KHAN‍JHAPUR KA0NA0 1",320,235,0,555,270,182,0,452,452,0,3,443,2,3,0,0,0,0,0,0,0,1,0,452
60,"UCH‍CH PRA0 VI0 KHAN‍JHAPUR KA0 NA0 2",629,526,0,1155,528,450,0,978,978,0,12,942,13,6,0,0,0,1,1,1,0,0,2,978
61,"PRATHMIK VIDHALYA KAMRA NO 1 SHAHBUDEENPUR",667,571,0,1238,473,435,0,908,895,0,4,426,454,7,3,1,1,1,0,4,4,2,1,908
62,"BHARTIYA SANS‍KAR EKEDMI JOO0 HA0 S‍KOOL KA0 NA0 1 EKTA VIHAR RUDKI CHUNGI SHAHBUDEENPUR",635,499,0,1134,412,338,0,750,745,0,9,372,153,205,5,3,0,0,1,0,1,0,1,750
63,"BHARTIYA SANS‍KAR EKEDMI JOO0 HA0 S‍KOOL KA0 NA0 2 EKTA VIHAR RUDKI CHUNGI SHAHBUDEENPUR",593,466,0,1059,346,274,0,620,611,0,6,483,90,23,3,2,1,1,1,1,1,3,5,620
64,"BASIK PRAT. PA. KAMRA NO 1 SHAHBUDEENPUR",653,544,0,1197,417,342,0,759,752,0,5,654,34,57,3,1,0,1,0,0,1,1,2,759
65,"BASIK PRAT. PA. KAMRA NO 2 SHAHBUDEENPUR",724,527,1,1252,298,413,0,711,711,0,2,222,148,324,1,1,0,0,4,2,2,1,4,711
66,"PRATHMIK VI0 KA0NA0 1 N‍YAJOOPURA MAJRA SHAHBUDDINPUR",678,502,0,1180,378,267,0,645,611,0,1,23,35,569,2,0,1,0,4,1,0,2,7,645
67,"PRATHMIK VI0 KA0NA0 4	 N‍YAJOOPURA MAJRA SHAHBUDDINPUR",613,444,0,1057,338,245,0,583,568,0,16,19,34,507,1,0,0,0,1,2,2,1,0,583
68,"PRATHMIK VIDHALYA KAMRA NO 2 NYAJUPURA MAJRA SHAHBUDEENPUR",579,419,0,998,311,246,0,557,557,0,3,88,55,395,5,0,0,0,8,1,1,0,1,557
69,"PRATHMIK VIDHALYA KAMRA NO 3 NYAJUPURA MAJRA SHAHBUDEENPUR",319,252,0,571,237,183,0,420,409,0,1,19,75,311,3,0,0,1,5,1,2,0,2,420
70,"POORV MADH‍YMIK VI0 KAKSH NA0 7 NYAJUPURA MAJRA SHAHBUDEENPUR",635,462,1,1098,360,271,0,631,631,0,5,128,40,441,3,0,0,1,1,4,1,0,7,631
71,"POORV MADH‍YMIK VI0 KAKSH NA0 8 NYAJUPURA MAJRA SHAHBUDEENPUR",428,320,0,748,213,163,0,376,367,0,0,75,17,280,1,0,0,0,1,0,0,0,2,376
72,"PRATHMIK VIDHALYA UTTARI BHAG MIMLANA",620,564,0,1184,414,378,0,792,789,0,0,96,178,512,3,0,0,0,2,0,0,0,1,792
73,"PRATHMIK VIDHALYA DAKSHINI BHAG MIMLANA",628,546,0,1174,461,410,0,871,859,0,0,326,38,472,2,0,0,1,28,0,0,0,4,871
74,"ESHIYA PABLIK S‍CHOOL BAJHEDI ROAD SAIFI COLONY SARAVAT GANV TIN SHED",657,542,0,1199,467,348,0,815,814,0,2,6,93,696,3,1,1,2,2,3,1,0,5,815
75,"ESHIYA PABLIK S‍KOOL BAJHEDI ROD SAIFI COLONY SARAVAT GANV TIN SHED",712,563,1,1276,438,335,0,773,770,0,1,6,68,677,3,4,0,1,3,4,0,3,3,773
76,"ESHIYA PABLIK S‍KOOL BAJHEDI ROD SAIFI COLONY SARAVAT GANV KAMA NO 5",818,610,0,1428,446,295,0,741,705,0,2,7,28,684,3,2,0,1,5,2,2,0,5,741
77,"ESHIYA PABLIK S‍KOOL BAJHEDI ROD SAIFI COLONY SARAVAT KAMRA NO. 9",910,525,0,1435,445,231,0,676,545,0,2,0,23,632,3,2,0,0,0,1,1,2,10,676
78,"JAYHIN‍D IN.KA. NASIRPUR ROAD SUBHASHNAGAR SARAVAT KA.NA. 3",878,639,0,1517,487,376,0,863,862,0,2,83,31,735,2,1,0,1,2,1,1,1,3,863
79,"JAYHIN‍D IN.KA0 NASIRPUR ROAD SUBHASHNAGAR SARAVAT KA0NA0 8",706,489,0,1195,425,295,0,720,705,0,2,118,58,530,4,2,1,1,2,0,0,0,2,720
80,"JAYHIN‍D I0KA0 NASIRPUR ROD SUBHASHNAGAR SARAVAT KA0NA0 7",630,372,0,1002,320,134,0,454,454,0,1,27,18,393,2,1,0,1,2,0,0,2,7,454
81,"JAYHIN‍D IN.KA. NASIRPUR ROAD SUBHASHNAGAR SARAVAT KA.NA. 4",443,370,0,813,290,231,0,521,521,0,2,325,111,76,0,2,0,0,1,0,1,0,3,521
82,"JAYHIN‍D IN.KA. NASIRPUR ROAD SUBHASHNAGAR SARAVAT KA.NA. 1",441,383,0,824,299,273,0,572,571,0,5,363,65,136,0,0,0,0,0,0,0,0,3,572
83,"JAYHIN‍D IN.KA. NASIRPUR ROAD SUBHASHNAGAR SARAVAT KA.NA. 5",756,705,0,1461,482,454,0,936,892,0,19,820,69,17,0,2,1,0,1,0,4,0,3,936
84,"JAYHIN‍D I0KA0 NASIRPUR ROD SUBHASHNAGAR SARAVAT GA0N 6",616,567,0,1183,393,329,0,722,721,0,16,660,17,19,0,1,0,0,0,1,0,1,7,722
85,"BARAT GHAR GANDHI COLONY KAMRA NO.1",648,560,0,1208,444,361,0,805,805,0,11,769,11,2,0,5,0,0,0,0,1,1,5,805
86,"BARAT GHAR GANDHI COLONY HALL KAMRA",672,557,1,1230,443,334,0,777,777,0,22,737,9,3,1,1,0,0,0,0,2,0,2,777
87,"BARAT GHAR GANDHI COLONY KAMRA NO.2",510,477,0,987,297,268,0,565,559,0,52,488,4,6,0,11,0,0,0,0,0,2,2,565
88,"BARAT GHAR GANDHI COLONY HALL KAMRA",463,409,0,872,274,246,0,520,515,0,27,459,26,1,1,5,0,0,0,0,1,0,0,520
89,"BARAT GHAR GANDHI COLONY KAMRA NO.3",589,533,0,1122,416,356,0,772,756,0,35,713,11,2,0,7,0,0,0,0,2,0,2,772
90,"BARAT GHAR GANDHI COLONY  HALL MAIN",543,514,0,1057,406,402,0,808,808,0,22,718,43,5,2,6,0,0,0,2,4,0,6,808
91,"BARAT GHAR GANDHI COLONY KAMRA NO.4",795,679,0,1474,486,407,0,893,893,0,33,829,23,0,0,2,0,1,0,0,0,0,5,893
92,"BARAT GHAR GANDHI COLONY KA HALL MAIN",557,515,0,1072,360,325,0,685,680,0,27,637,11,3,0,3,0,0,0,0,2,0,2,685
93,"EKTA PRIMARY SCHOOL ADARSH COLONY SARVAT VILLAGE",799,711,0,1510,565,484,0,1049,900,0,32,971,27,5,0,6,0,0,0,0,4,0,4,1049
94,"N S B PUBLIC SCHOOL AADARSH COLONY DAKSHINI PASHCHIM KA KAMRA NO 3 SARWAT GANV",689,585,0,1274,484,348,0,832,773,0,13,776,35,6,0,1,0,0,0,0,0,0,1,832
95,"HOLI CHILD JUNIOR HIGH SCHOOL PACHENDA ROAD SARWAT GANV",537,487,0,1024,336,273,0,609,550,0,15,576,10,2,2,1,0,0,0,0,0,1,2,609
96,"HOLI CHILD JUNIOR HIGH SCHOOL PACHENDA ROAD KAMRA NO 4 SARWAT GANV",417,341,0,758,283,204,0,487,404,0,8,459,13,4,0,2,0,0,0,0,0,1,0,487
97,"HOLI CHILD JUNIOR HIGH SCHOOL PACHENDA ROAD KAMRA NO 7 SARWAT GANV",283,253,0,536,222,179,0,401,9,0,2,383,8,3,0,2,0,0,0,0,0,1,2,401
98,"INDIA PUBLIC SCHOOL AADARSH COLONY  KAMRA NO. 1 SARWAT GANV",574,534,0,1108,352,322,0,674,661,0,29,582,44,11,0,6,0,0,0,0,0,0,2,674
99,"INDIA PUBLIC SCHOOL AADARSH COLONY  KAMRA NO. 2 SARWAT GANV",340,261,0,601,235,197,0,432,424,0,2,108,15,301,0,0,0,0,3,0,1,0,2,432
100,"A P PUBLIC SCHOOL PACHENDA ROAD KAMRA NO 1 SARWAT GANV",633,492,0,1125,417,314,0,731,731,0,26,610,61,19,1,1,1,1,3,0,0,1,7,731
101,"E0 PI0 PABLIK S‍KOOL PACHENDA ROD KA0NA0 3 SARWAT GANV",606,505,0,1111,443,356,0,799,784,0,6,515,84,187,0,1,0,1,0,2,1,1,1,799
102,"E0 PI0 PABLIK S‍KOOL PACHENDA ROAD KA0 NA0 2 SARWAT GANV",615,518,0,1133,424,308,0,732,528,0,6,668,46,4,0,3,0,0,1,2,0,0,2,732
103,"E0 PI0 PABLIK S‍KOOL PACHENDA ROD KA0NA0 4 SARWAT GANV",741,545,0,1286,471,334,0,805,605,0,9,739,39,7,0,8,1,0,0,0,2,0,0,805
104,"PRATHMIK VIDHALYA UTTARI BHAG KAMRA NO 1 ALMASPUR",719,569,0,1288,475,388,0,863,855,0,4,699,85,58,0,1,0,2,0,1,4,2,7,863
105,"JO. BESIK VI0 ALMASPUR KA0NA0 1",587,474,0,1061,408,310,0,718,608,0,5,439,262,5,0,0,1,0,0,0,2,2,2,718
106,"PRATHMIK VIDHALYA UT‍TRI BHAG KA0NA0 2",833,650,0,1483,492,398,0,890,868,0,11,564,282,8,0,4,2,0,1,0,3,2,13,890
107,"PRATHMIK VIDHALYA NYA KAMRA",610,475,0,1085,340,309,0,649,367,0,3,351,287,4,0,0,0,0,0,0,0,1,3,649
108,"SAKSHAM SHIKSHA SADAN ALMASPUR KA0NA0 1",892,707,0,1599,595,439,0,1034,1034,0,6,855,135,22,1,4,0,1,0,1,2,5,2,1034
109,"SAKSHAM SHIKSHA SADAN ALMASPUR KA0NA0 2",739,581,0,1320,461,382,0,843,842,0,16,711,93,9,1,3,0,1,0,1,2,0,6,843
110,"SAKSHAM SHIKSHA SADAN ALMASPUR KA0NA0 3",676,530,0,1206,570,365,0,935,935,0,9,842,71,9,0,1,0,0,1,1,0,0,1,935
111,"PRATHMIK VIDHALYA KAMRA NO 1 MUSTAFABAD",516,440,0,956,436,334,0,770,690,0,30,568,10,152,1,3,0,0,0,1,1,2,2,770
112,"PRATHMIK VIDHALYA ATIRIK‍T KAKSH KE BARABR VALA KA .N0 2 MUSTFABAD",380,292,0,672,240,226,0,466,418,0,1,32,7,416,0,0,1,1,2,0,1,3,2,466
113,"SAMUDAYIK VIKAS KEN‍DRA BHAVAN MUS‍TFABAD",819,683,0,1502,629,555,0,1184,1180,0,5,741,425,5,1,0,0,1,0,3,1,2,0,1184
114,"JANTA IN‍TAR COLLEGE PACHAIN‍DA KALAN KA NA0 10",518,427,0,945,363,266,0,629,371,0,115,494,9,2,2,0,0,0,0,2,1,2,2,629
115,"JANTA IN‍TAR COLLEGE PACHAIN‍DA KALAN KA0 NA0 15",351,304,0,655,266,189,0,455,455,0,65,381,3,2,0,1,0,0,0,0,0,0,3,455
116,"JANTA IN‍TAR COLLEGE PACHAIN‍DA KALAN PASHCHIMI KAMARA",727,593,0,1320,590,421,0,1011,1011,0,45,825,66,58,1,0,2,1,2,2,2,2,5,1011
117,"PRATHMIK VIDHALYA PACHENDA KHURD KALAN",504,392,0,896,340,285,0,625,624,0,9,284,318,4,1,0,0,0,2,0,1,3,3,625
118,"PRATHMIK VIDHALYA KAMRA NO 1 PANCHEDA KHURD",795,629,2,1426,710,527,0,1237,1232,0,7,1075,140,1,1,1,2,2,0,1,0,4,3,1237
119,"PRATHMIK VIDHALYA NO. 1KAMRA NO 1 MEGHAKHEDI",482,408,0,890,403,306,0,709,708,0,85,557,16,49,0,0,0,0,0,0,0,1,1,709
120,"PRATHMIK VIDHALYA NO 1KAMRA NO 1 MEGHAKHEDI",384,347,0,731,328,287,0,615,614,0,55,556,1,1,1,0,1,0,0,0,0,0,0,615
121,"HARIJAN CHAUPAL UT‍TRI KAMARA MEGHAKHEDI",543,396,1,940,374,255,0,629,629,0,4,134,171,298,8,1,2,3,0,0,2,4,2,629
122,"HARIJAN CHAUPAL DAKSHINI KAMARA MEGHAKHEDI",377,305,0,682,273,253,0,526,526,0,3,183,93,232,3,1,0,0,0,4,1,2,4,526
123,"PRATHMIK VIDHALYA UT‍TRI KAMARA RATHEDI",577,455,0,1032,392,307,0,699,689,0,10,403,167,107,2,0,0,0,0,0,3,2,5,699
124,"PRATHMIK VIDHALYA UTTARI BHAG SA MILA DA. KA KAMRA RATHEDI",513,408,0,921,345,298,0,643,643,0,5,46,35,541,0,0,0,1,1,2,2,3,7,643
125,"PRATHMIK VIDHALYA DAKSHINI KAMRA RATHERI",580,478,0,1058,359,321,0,680,630,0,0,2,34,628,0,0,1,0,2,3,0,1,9,680
126,"PRATHMIK VIDHALYA BICH KA KAMRA RATHEDI",561,457,0,1018,348,308,0,656,653,0,0,3,33,610,1,0,0,0,0,0,0,2,7,656
127,"PRATHMIK VIDHALYA NASIRPUR",757,615,0,1372,559,495,0,1054,1053,0,2,187,453,389,3,0,0,0,1,7,5,1,6,1054
128,"PRATHMIK VIDHALYA UT‍TRI BHAG BAJHEDI",546,421,0,967,407,262,0,669,660,0,1,7,81,566,2,12,0,0,0,0,0,0,0,669
129,"PRATHMIK VIDHALYA POORVI BHAG BAJHEDI BICH KA KAMARA",374,289,0,663,231,199,0,430,396,0,0,3,45,367,3,5,0,2,0,0,0,3,2,430
130,"JUNIYAR HAI SCHOOL KAMRA NO 1 BAJHEDI",754,586,0,1340,435,364,0,799,725,0,2,2,71,698,3,16,0,0,0,4,1,1,1,799
131,"JOONIYR HAI S‍KOOL DAKSHINI KAMARA BAJHEDI",499,375,0,874,284,254,0,538,522,0,1,24,141,362,0,0,0,0,3,2,1,1,3,538
132,"JOONIYR HAI S‍KOOL DAKSHINI KAMRE KE UT‍TAR VALA KAMARA BAJHEDI",404,304,0,708,237,201,0,438,308,0,1,14,72,342,1,1,0,0,1,0,2,3,1,438
133,"PURV MADH‍YAMIK VI0 PASHVIM KA KAMARA SHERPUR",540,417,0,957,399,316,0,715,701,0,2,1,72,632,2,2,1,0,0,1,0,1,1,715
134,"PURV MADH‍YAMIK VI0 PASHCHIM KE KAMRE KE BARABR VALA KAMARA SHERPUR",330,288,0,618,242,193,0,435,428,0,1,11,43,369,4,0,1,0,0,2,0,0,4,435
135,"POORV MADH‍YMIK VI0 BICH KA KAMARA SHERPUR",602,529,0,1131,475,316,0,791,791,0,2,1,51,727,1,0,0,0,0,0,1,0,8,791
136,"POORV MADH‍YMIK VI0 BICH KE KAMRE KE BARABR VALA KAMARA SHERPUR",322,277,0,599,251,189,0,440,440,0,1,5,11,421,0,0,0,0,0,1,0,0,1,440
137,"PRATHMIK VIDHALYA KAMRA NO 1 SHERPUR",664,494,0,1158,498,311,0,809,809,0,0,4,36,760,3,0,0,1,0,2,1,1,1,809
138,"PRATHMIK VIDHALYA KAMRA NO 2 SHERPUR",350,285,0,635,268,200,0,468,468,0,3,19,97,329,2,0,1,2,1,1,1,1,11,468
139,"PRATHMIK VIDHALYA BAMANHEDI",706,553,0,1259,591,452,0,1043,1030,0,7,917,112,3,0,1,0,0,1,0,1,0,1,1043
140,"PRATHMIK VIDHALYA PURVI BHAG RAMPUR",737,624,0,1361,595,477,0,1072,1072,0,22,969,59,18,0,1,0,0,0,1,0,0,2,1072
141,"PRATHMIK VI0 NA0 1 RAMPUR KA UT‍TRI BHAG",640,575,0,1215,505,455,0,960,955,0,9,392,533,13,0,1,0,0,0,2,2,3,5,960
142,"GUROOVIRJANN‍D I0 KA0 RAMPUR KA0 NA0 3",794,620,0,1414,570,435,0,1005,1005,0,8,540,441,6,1,0,0,0,1,1,0,4,3,1005
143,"PRATHMIK VIDHALYA BAGOWALI",816,643,0,1459,523,405,0,928,31,0,4,78,204,615,3,1,0,4,0,5,3,2,9,928
144,"JUNIYR HAI S‍KOOL KA0 NA0 BAGOWALI",872,598,0,1470,544,348,0,892,870,0,7,16,46,757,6,4,0,0,46,2,0,2,6,892
145,"JUNIYR HAI S‍KOOL KA0 NA0 2 BAGOWALI",571,423,1,995,400,269,0,669,669,0,2,0,19,630,3,5,0,2,5,1,0,0,2,669
146,"JUNIYR HAI S‍KOOL KA0 NA0 3 BAGOWALI",348,248,0,596,210,167,0,377,371,0,1,5,21,334,3,5,0,7,1,0,0,0,0,377
147,"PRATHMIK VIDHALYA KAMRA NO 2 BAGOWALI",551,424,0,975,337,278,0,615,395,0,0,1,25,575,1,4,0,2,4,0,0,0,3,615
148,"PRATHMIK VIDHALYA KAMRA NO 3 BAGOWALI",416,269,0,685,236,181,0,417,317,0,0,0,21,386,0,0,0,1,1,0,0,3,5,417
