"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
37,"PRATHMIK VIDYALAYA ROOM NO. 1 NOORPUR BHARAWAD",494,407,0,901,408,355,0,763,763,0,468,82,207,1,0,0,1,0,1,0,0,0,2,0,1,763
38,"PRATHMIK VIDYALAYA ROOM NO. 1 KASAMPUR M. PADLI",586,544,0,1130,485,468,0,953,945,0,708,71,96,44,1,0,1,0,0,2,0,4,4,2,20,953
39,"PRATHMIK VIDYALAYA ROOM NO. 4 KASAMPUR M. PADLI",396,350,0,746,312,280,0,592,592,0,476,32,26,39,1,0,1,0,3,1,2,2,0,2,7,592
40,"PRATHMIK VIDYALAYA ROOM NO. 2 KASAMPUR M. PADLI",727,718,0,1445,609,563,0,1172,1172,0,256,161,668,25,5,1,2,4,9,2,6,9,11,4,9,1172
41,"PRATHMIK VIDYALAYA ROOM NO. 1 MAYAPUR ROOPPUR",471,401,0,872,351,310,0,661,661,0,279,27,312,21,0,0,0,1,4,2,1,1,6,2,5,661
42,"PURVA MADHYMIK VIDYALAYA ROOM NO. 1 MAYAPUR ROOPPUR",388,320,0,708,318,231,0,549,545,0,198,49,248,39,0,2,2,2,1,0,2,0,2,0,4,549
43,"SHIVALIK PURVA MADHYMIK VIDYALAYA ROOM NO. 1 KHARA COLONY",263,202,0,465,188,148,0,336,336,0,23,31,266,7,3,0,0,0,2,0,0,1,1,0,2,336
44,"PRATHMIK VIDYALAYA ROOM NO. 1 MOH. SHAFIPUR",563,534,0,1097,485,443,0,928,928,0,30,118,687,56,2,1,1,3,4,3,2,2,6,5,8,928
45,"PRATHMIK VIDYALAYA ROOM NO. 1 MOHIUDDINPUR",279,223,0,502,200,170,0,370,351,0,349,10,4,5,0,1,0,0,0,0,0,0,1,0,0,370
46,"PRATHMIK VIDYALAYA ROOM NO. 1  PADLI GRANT",777,589,0,1366,588,488,0,1076,1076,0,865,155,8,19,2,1,0,3,1,2,0,1,3,6,10,1076
47,"PRATHMIK VIDYALAYA ROOM NO. 1 KUSHALPUR",845,604,0,1449,602,486,0,1088,19,0,495,148,26,381,3,0,0,0,0,3,7,3,4,6,12,1088
48,"PRATHMIK VIDYALAYA ROOM NO. 1 ASGARPUR",690,576,0,1266,517,463,0,980,258,0,601,139,165,60,2,1,0,1,0,2,0,0,1,3,5,980
49,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 FATHEULLAPUR",749,680,0,1429,602,571,0,1173,90,0,87,712,333,12,1,3,1,1,0,0,4,1,6,5,7,1173
50,"PRATHMIK VIDYALAYA ROOM NO. 1 TAHARPUR",409,348,0,757,330,262,0,592,450,0,265,178,38,93,1,1,0,1,0,0,4,2,3,1,5,592
51,"PRATHMIK VIDYALAYA ROOM NO. 1 MALAKPUR",554,486,0,1040,494,397,0,891,7,0,179,150,399,141,4,0,1,0,3,0,2,3,3,1,5,891
52,"PRATHMIK VIDYALAYA ROOM NO. 1 RAIPUR",481,433,0,914,367,307,0,674,674,0,389,86,140,31,0,0,1,0,1,2,1,3,4,4,12,674
53,"PRATHMIK VIDYALAYA ROOM NO. 2 RAIPUR",488,415,0,903,342,264,0,606,603,0,364,114,29,91,1,0,1,0,0,0,0,2,1,0,3,606
54,"PRATHMIK VIDYALAYA ROOM NO. 3 RAIPUR",721,634,0,1355,529,489,0,1018,1018,0,442,321,90,102,2,5,5,2,3,0,7,3,3,7,26,1018
55,"PURVA MADHYMIK VIDYALAYA ROOM NO. 1 RAIPUR",691,584,0,1275,489,433,0,922,922,0,575,118,114,61,3,2,1,1,5,1,2,3,7,8,21,922
56,"PURVA MADHYMIK VIDYALAYA ROOM NO. 2 RAIPUR",613,518,0,1131,481,360,0,841,837,0,636,136,5,40,1,1,0,0,0,0,1,2,0,5,14,841
57,"PRATHMIK VIDYALAYA ROOM NO. 1 ALAMPUR",551,451,0,1002,404,370,0,774,773,0,462,7,168,112,1,1,0,0,1,1,0,2,2,4,13,774
58,"PRATHMIK VIDYALAYA ROOM NO. 2 ALAMPUR",707,610,0,1317,555,464,0,1019,1019,0,551,266,52,124,1,1,1,0,2,1,3,1,3,5,8,1019
59,"PRATHMIK VIDYALAYA  ROOM NO. 1 SADHOLI BHOOD",666,585,0,1251,556,502,0,1058,1058,0,236,203,514,76,0,1,2,1,2,1,2,4,4,6,6,1058
60,"PUBLIC INTER COLLEGE  ROOM NO. 24 SADHOLI KADEEM",429,387,0,816,341,291,0,632,503,0,4,170,441,11,0,0,0,1,1,0,0,1,2,0,1,632
61,"PUBLIC INTER COLLEGE  ROOM NO. 25 SADHOLI KADEEM",455,374,0,829,301,270,0,571,571,0,116,21,411,8,0,0,0,1,3,1,0,3,5,0,2,571
62,"PUBLIC INTER COLLEGE  ROOM NO. 23 SADHOLI KADEEM",400,348,0,748,287,277,0,564,557,0,149,265,115,2,1,0,0,2,2,1,3,4,4,8,8,564
63,"PUBLIC INTER COLLEGE  ROOM NO. 26 SADHOLI KADEEM",589,438,0,1027,428,370,0,798,790,0,551,89,44,92,0,1,0,0,1,0,0,0,1,5,14,798
64,"PRATHMIK VIDYALAYA ROOM NO. 1 HATHOLI",451,375,0,826,302,281,0,583,583,0,104,124,329,2,1,0,0,0,2,1,0,4,9,5,2,583
65,"PRATHMIK VIDYALAYA ROOM NO. 2 HATHOLI",488,421,0,909,375,326,0,701,699,0,88,42,564,1,0,1,0,0,2,0,0,0,1,2,0,701
66,"PRATHMIK VIDYALAYA ROOM NO. 1 ISHAKPUR CHANCHI",655,555,0,1210,513,452,0,965,965,0,319,278,332,18,0,0,0,1,1,1,0,2,1,6,6,965
67,"PRATHMIK VIDYALAYA ROOM NO. 1 LODIPUR",707,636,0,1343,573,504,0,1077,1009,0,379,8,511,160,0,0,0,1,1,2,3,0,3,1,8,1077
68,"PRATHMIK VIDYALAYA ROOM NO. 2 LODIPUR",460,382,0,842,333,273,0,606,595,0,255,170,85,83,0,1,0,0,1,0,1,0,2,3,5,606
69,"YAMUNA KHADER INTER COLLEGE KAMBOH MAJRA  ROOM NO. 8 RASOOLPUR",243,215,0,458,182,167,0,349,346,0,97,59,166,13,0,1,1,0,3,0,1,0,3,2,3,349
70,"YAMUNA KHADER INTER COLLEGE KAMBOH MAJRA  ROOM NO. 10 RASOOLPUR",593,517,0,1110,492,446,0,938,935,0,172,256,420,64,2,0,1,0,5,1,1,2,3,6,5,938
71,"YAMUNA KHADER INTER COLLEGE KAMBOH MAJRA  ROOM NO. 9 RASOOLPUR",526,496,0,1022,399,386,0,785,670,0,278,107,342,29,0,0,1,0,3,1,2,3,7,0,12,785
72,"PRATHMIK VIDYALAYA ROOM NO. 1 KHIJARPUR CHACK MUSTFAPUR",705,628,0,1333,568,550,0,1118,1083,0,340,337,391,24,0,1,0,0,1,1,2,4,3,10,4,1118
73,"PRATHMIK VIDYALAYA ROOM NO. 1 TODERPUR",523,436,0,959,465,408,0,873,873,0,448,11,257,152,2,0,0,0,0,0,0,0,0,2,1,873
74,"PRATHMIK VIDYALAYA ROOM NO. 2 TODERPUR",680,509,0,1189,460,354,0,814,814,0,212,431,128,22,3,0,1,0,0,0,0,3,3,2,9,814
75,"PRATHMIK VIDYALAYA ROOM NO. 1 DABKOURA",783,648,0,1431,501,504,0,1005,1004,0,415,207,90,257,8,1,0,2,2,0,2,1,1,5,14,1005
76,"PRATHMIK VIDYALAYA ROOM NO. 2 DABKOURA",513,448,0,961,378,380,0,758,700,0,370,47,58,252,14,0,0,0,0,3,0,0,3,2,9,758
77,"PRATHMIK VIDYALAYA ROOM NO. 1 ROGLA HATHOLI",544,474,0,1018,473,432,0,905,905,0,342,254,219,79,1,0,0,0,0,5,1,0,1,1,2,905
78,"PRATHMIK VIDYALAYA ROOM NO. 1 PATHANPURA",517,430,0,947,422,328,0,750,140,0,440,84,10,201,2,1,3,0,0,0,1,1,0,3,4,750
79,"PRATHMIK VIDYALAYA ROOM NO. 2 PATHANPURA",548,426,0,974,361,269,0,630,630,0,320,41,126,119,2,1,0,0,1,0,1,5,6,4,4,630
80,"PRATHMIK VIDYALAYA ROOM NO. 1 MARWA",541,493,0,1034,451,427,0,878,878,0,173,370,303,4,0,4,2,0,1,0,1,2,4,3,11,878
81,"PRATHMIK VIDYALAYA ROOM NO. 2 MARWA",768,602,0,1370,596,503,0,1099,378,0,785,76,140,72,0,1,0,2,2,1,1,5,3,4,7,1099
82,"PRATHMIK VIDYALAYA ROOM NO. 1 SULTANPUR MALI",677,569,0,1246,521,457,0,978,977,0,462,345,49,93,2,2,0,0,1,0,2,1,2,7,12,978
83,"PRATHMIK VIDYALAYA ROOM NO. 1 MEERPUR GANDEWAD",637,540,0,1177,505,431,0,936,924,0,316,129,367,102,3,1,0,0,1,0,0,2,3,4,8,936
84,"PRATHMIK VIDYALAYA ROOM NO. 1 ISMAILPUR",771,652,0,1423,561,539,0,1100,1100,0,467,168,278,156,1,0,1,1,3,0,3,1,4,6,11,1100
85,"PRATHMIK VIDYALAYA ROOM NO. 1 SHAABUDDINPUR",454,363,0,817,325,294,0,619,499,0,487,33,13,73,0,2,0,0,1,0,0,2,0,1,7,619
86,"JANTA INTER COLLEGE ROOM NO. 11 BEHAT",611,533,0,1144,422,350,0,772,772,0,297,53,311,101,0,1,0,0,0,0,2,0,1,2,4,772
87,"JANTA INTER COLLEGE ROOM NO. 12 BEHAT",377,377,0,754,265,268,0,533,531,0,235,27,243,20,0,0,0,0,0,1,1,1,1,0,4,533
88,"B. R. C. OFFICE ROOM NO. 1 BEHAT",582,472,0,1054,416,281,0,697,672,0,616,18,12,45,0,0,0,0,0,0,0,1,1,2,2,697
89,"B. R. C. OFFICE ROOM NO. 1 BEHAT",354,296,0,650,281,211,0,492,485,0,434,25,2,23,1,0,0,0,0,2,1,1,1,1,1,492
90,"PURVA MADHYMIK VIDYALAYA ROOM NO. 3 BEHAT",756,630,0,1386,510,383,0,893,893,0,742,37,2,97,0,2,1,1,2,1,0,1,0,0,7,893
91,"PURVA MADHYMIK VIDYALAYA ROOM NO. 4 BEHAT",385,306,0,691,252,214,0,466,460,0,423,10,6,18,2,0,0,0,0,0,2,1,1,0,3,466
92,"PURVA MADHYMIK VIDYALAYA ROOM NO. 5 BEHAT",553,488,0,1041,397,334,0,731,495,0,626,25,30,39,0,0,0,0,1,0,1,0,0,1,8,731
93,"PURVA MADHYMIK VIDYALAYA ROOM NO. 2 BEHAT",502,420,0,922,374,300,0,674,672,0,621,20,2,25,0,0,1,0,0,0,0,0,1,1,3,674
94,"JANTA INTER COLLEGE ROOM NO. 21 BEHAT",664,556,0,1220,461,417,0,878,878,0,249,32,553,19,1,0,0,2,3,1,3,1,6,0,8,878
95,"JANTA INTER COLLEGE ROOM NO. 20 BEHAT",547,512,0,1059,406,371,0,777,646,0,438,82,165,86,0,0,0,1,0,0,0,1,0,2,2,777
96,"JANTA INTER COLLEGE ROOM NO. 19 BEHAT",809,752,0,1561,633,543,0,1176,1140,0,449,470,166,58,4,4,0,0,3,1,1,3,4,11,2,1176
97,"JANTA INTER COLLEGE ROOM NO. 8 BEHAT",895,717,0,1612,658,531,0,1189,1187,0,1024,24,15,110,1,0,2,1,0,0,0,1,0,0,11,1189
98,"JANTA INTER COLLEGE ROOM NO. 7 BEHAT",673,619,0,1292,531,459,0,990,990,0,413,242,266,52,3,0,0,0,1,3,0,1,3,3,3,990
99,"JANTA INTER COLLEGE ROOM NO. 3 BEHAT",664,609,0,1273,457,478,0,935,925,0,609,17,152,146,0,0,0,0,0,1,1,0,4,0,5,935
100,"PRATHMIK VIDYALAYA ROOM NO. 1 KADARPUR",749,637,0,1386,602,545,0,1147,1070,0,367,401,328,15,2,5,1,1,1,0,0,4,4,8,10,1147
101,"PRATHMIK VIDYALAYA ROOM NO. 3 YUSUFKHERI TALABPUR URF USAND",491,443,0,934,361,338,0,699,699,0,118,380,176,7,0,3,0,0,1,0,0,1,3,4,6,699
102,"PRATHMIK VIDYALAYA ROOM NO. 2 YUSUFKHERI TALABPUR URF USAND",397,355,0,752,349,287,0,636,635,0,39,87,499,4,0,0,0,0,1,0,0,0,5,0,1,636
103,"PRATHMIK VIDYALAYA ROOM NO. 1 HARIPUR",653,608,0,1261,459,468,0,927,867,0,30,243,623,18,2,0,0,0,1,0,0,1,1,5,3,927
104,"PRATHMIK VIDYALAYA ROOM NO. 1 RUHALKA",649,575,0,1224,488,512,0,1000,1000,0,412,109,424,33,1,0,0,2,2,0,0,2,7,3,5,1000
105,"PRATHMIK VIDYALAYA ROOM NO. 1 RUHALKI",485,417,0,902,399,320,0,719,719,0,17,128,545,3,3,1,0,0,2,0,1,2,8,8,1,719
106,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 CHATKI",585,521,0,1106,440,442,0,882,882,0,467,145,97,158,6,0,0,0,0,0,0,0,1,2,6,882
107,"PRATHMIK VIDYALAYA ROOM NO. 1 RATANPUR KALAYANPUR",540,475,0,1015,407,380,0,787,242,0,65,381,321,2,0,1,0,0,2,0,0,3,1,4,7,787
108,"PRATHMIK VIDYALAYA ROOM NO. 1 RAWASOLI",518,486,0,1004,413,418,0,831,831,0,254,288,261,14,1,1,0,0,0,0,1,1,5,1,4,831
109,"PRATHMIK VIDYALAYA ROOM NO. 1 RANDOL",636,550,0,1186,488,361,0,849,849,0,77,429,317,8,1,1,0,1,3,1,0,0,3,1,7,849
110,"PRATHMIK VIDYALAYA ROOM NO. 2 RANDOL",695,602,0,1297,501,457,0,958,900,0,229,258,437,4,1,1,0,1,1,0,3,4,9,3,7,958
111,"PRATHMIK VIDYALAYA ROOM NO. 1 MALAKPUR",319,248,0,567,228,215,0,443,90,0,248,114,27,47,0,0,0,0,0,0,0,0,1,2,4,443
112,"PRATHMIK VIDYALAYA TOLI",496,400,0,896,400,357,0,757,757,0,699,5,0,45,0,2,0,0,0,0,0,1,0,0,5,757
113,"NEHRU INTER COLLEGE ROOM NO. 1 AKALSIYA",541,474,0,1015,359,357,0,716,672,0,33,351,304,3,0,0,0,1,1,1,1,4,7,5,5,716
114,"NEHRU INTER COLLEGE ROOM NO. 2 AKALSIYA",495,433,0,928,368,313,0,681,211,0,250,42,271,106,2,0,0,0,0,0,0,1,2,2,5,681
115,"NEHRU INTER COLLEGE ROOM NO. 3 AKALSIYA",298,280,0,578,232,214,0,446,446,0,75,58,292,10,1,0,0,0,0,1,0,0,3,3,3,446
116,"PURVA MADHYMIK VIDYALAYA ROOM NO. 1 MURTAJAPUR M. BEHAT",477,407,0,884,386,349,0,735,735,0,41,262,388,28,0,0,0,0,1,1,1,0,0,7,6,735
117,"PRATHMIK VIDYALAYA ROOM NO. 1 ABDULLAPUR M. BEHAT",835,718,0,1553,685,580,0,1265,1265,0,312,342,518,62,2,1,0,1,2,1,2,3,6,7,6,1265
118,"PRATHMIK VIDYALAYA ROOM NO. 1 HIRAHERI",177,164,0,341,165,141,0,306,250,0,10,40,191,51,0,0,0,0,2,0,1,2,6,2,1,306
119,"PRATHMIK VIDYALAYA ROOM NO. 1 BELKA MAFI",239,224,0,463,213,206,0,419,143,0,48,50,302,10,0,0,0,1,2,0,0,0,2,2,2,419
120,"PRATHMIK VIDYALAYA SHAHPUR NO. 2, ROOM NO. 1 HUSAIN MALAKPUR",664,530,0,1194,455,422,0,877,877,0,579,238,22,16,1,0,1,0,0,0,1,0,4,3,12,877
121,"PRATHMIK VIDYALAYA ROOM NO. 1 BEGPUR",389,338,0,727,284,273,0,557,517,0,328,57,143,16,1,0,0,1,0,0,0,1,0,2,8,557
122,"PRATHMIK VIDYALAYA ROOM NO. 2 BEGPUR",446,382,0,828,347,288,0,635,7,0,359,128,80,53,0,1,1,1,1,1,2,1,2,1,4,635
123,"PRATHMIK VIDYALAYA ROOM NO. 1 SHAHPUR",691,613,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"PRATHMIK VIDYALAYA  ROOM NO. 1 SHERULLAPUR URF JATOWALA",726,596,0,1322,572,440,0,1012,1012,0,572,75,264,60,0,1,1,1,2,0,4,6,14,4,8,1012
125,"PRATHMIK VIDYALAYA  ROOM NO. 1 SHAHPUR GADA",754,626,0,1380,667,550,0,1217,1217,0,901,201,35,60,5,1,1,1,1,1,0,1,2,1,6,1217
126,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 1 MIRZAPUR POLE",568,484,0,1052,378,306,0,684,679,0,462,52,58,80,0,0,0,0,2,2,1,0,5,4,18,684
127,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 5 MIRZAPUR POLE",443,371,0,814,299,244,0,543,465,0,392,71,5,61,0,3,0,1,0,0,1,5,2,1,1,543
128,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 2 MIRZAPUR POLE",640,505,0,1145,429,335,0,764,758,0,495,54,105,91,1,0,0,2,1,4,0,1,2,1,7,764
129,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 6 MIRZAPUR POLE",381,296,0,677,243,177,0,420,420,0,287,56,9,61,1,0,0,0,1,0,1,0,1,0,3,420
130,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 3 MIRZAPUR POLE",689,526,0,1215,427,312,0,739,436,0,394,208,76,31,0,0,1,1,0,1,0,4,6,4,13,739
131,"PURVA MADHYAMIK VIDYALAYA  ROOM NO. 4 MIRZAPUR POLE",629,547,1,1177,437,360,0,797,794,0,468,193,45,66,0,1,0,0,2,1,3,5,4,2,7,797
132,"PRATHMIK VIDYALAYA  ROOM NO. 1 MIRZAPUR POLE",515,419,0,934,341,250,0,591,555,0,291,208,61,21,0,0,0,0,1,1,0,0,0,2,6,591
133,"PRATHMIK VIDYALAYA  ROOM NO. 2 MIRZAPUR POLE",599,484,0,1083,378,320,0,698,620,0,522,102,22,39,0,1,1,0,1,0,1,1,0,1,7,698
134,"PRATHMIK VIDYALAYA  ROOM NO. 1 SHERPUR PELO",523,418,0,941,429,326,0,755,754,0,346,93,240,40,3,1,2,2,6,1,1,2,3,5,10,755
135,"PRATHMIK VIDYALAYA  ROOM NO. 2 SHERPUR PELO",623,466,0,1089,508,390,0,898,8,0,373,278,175,25,4,2,4,1,5,6,1,6,4,2,12,898
136,"PRATHMIK VIDYALAYA ROOM NO. 1 HABIBPUR URF TPOWAN",515,407,0,922,435,317,0,752,705,0,311,18,6,380,2,2,0,0,6,0,2,8,5,3,9,752
137,"PRATHMIK VIDYALAYA ROOM NO. 1 HADERPUR URF HINDUWALA",193,163,0,356,171,130,0,301,295,0,159,30,36,49,5,4,0,0,2,3,3,0,4,3,3,301
138,"PANCHAYAT GHAR ALIPURA",857,713,0,1570,585,544,0,1129,1027,0,352,85,527,137,2,1,0,0,4,1,1,1,6,7,5,1129
139,"PRATHMIK VIDYALAYA ROOM NO. 1 RAJAPUR",860,730,0,1590,677,540,0,1217,1203,0,503,118,441,112,9,1,0,2,3,0,2,5,6,3,12,1217
140,"PRATHMIK VIDYALAYA ROOM NO. 1 SHAMASHPUR",780,661,0,1441,534,513,0,1047,1047,0,495,116,204,185,10,0,1,0,1,1,4,5,6,10,9,1047
141,"PURVA MADHYAMIK VIDYALAYA ROOM NO. 1 HASANPUR NOGAWAN",389,356,0,745,282,286,0,568,543,0,163,139,232,10,0,0,0,0,3,0,2,3,6,4,6,568
142,"PRATHMIK VIDYALAYA ROOM NO. 1 CHOUDPUR KALAN",579,452,0,1031,425,365,0,790,784,0,205,177,393,7,1,0,0,0,0,0,0,2,1,1,3,790
143,"PRATHMIK VIDYALAYA ROOM NO. 1 FATHEPUR KALAN",709,607,0,1316,534,474,0,1008,986,0,104,281,564,8,0,6,0,0,1,1,1,1,10,19,12,1008
144,"PRATHMIK VIDYALAYA ROOM NO. 1 KASHIPUR NOGAWAN",311,256,0,567,284,244,0,528,528,0,8,61,433,11,1,0,0,1,2,1,1,3,5,0,1,528
