"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AJAY RAI","2 - KAILASH CHAURASIYA","3 - NARENDRA MODI","4 - VIJAY PRAKASH JAISAWAL","5 - HIRALAL YADAV","6 - A.K. AGGARWAL","7 - ABHIMANYU SINGH PATEL","8 - ARVIND KEJRIWAL","9 - ARUN","10 - INDIRA TIWARI","11 - USMAN","12 - OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH","13 - DEVI PRASAD NAND","14 - NARENDRA NATH DUBEY ADIG","15 - BACHCHELAL","16 - RAJESH BHARTI SURYA","17 - RAM LAKHAN GUPTA","18 - LALLAN","19 - SHIVHARI AGARWAL","20 - SANTOSH KUMAR","21 - HARI LAL","22 - HEMANT KUMAR YADAV","23 - AHMED SOHEL SIDDIQUI","24 - IFTEKHAR KURAISHI","25 - GHANSHYAM","26 - JOHNSON THOMAS","27 - NARENDRA BAHADUR SINGH","28 - PRAKASH PRASAD","29 - PRABHAT KUMAR","30 - PRAMOD KUMAR","31 - BACHCHAN PRASAD YADAV","32 - BASEER KINNAR","33 - MANOJ KUMAR CHAUBEY","34 - MAHENDRA MISHRA","35 - RAVINDRA KUMAR","36 - RAJIV KUMAR MISHRA","37 - RAJENDRA PRASAD GARIB DAS","38 - RAMPYARE SINGH","39 - SHIV KUMAR SHAH","40 - SATISH SHANKAR JAYASWAL","41 - SATYAPRAKASH SRIVASTAVA","42 - SARVESH KUMAR GUPTA","43 - None of the Above","Total Votes Secured"
11,B.P.P.KASHIPUR,537,428,0,965,358,299,0,657,657,0,4,30,392,71,1,0,0,91,3,3,1,0,0,3,3,3,0,1,3,1,2,3,4,5,1,2,3,4,3,6,2,5,0,0,0,0,1,0,0,0,2,2,2,657
12,"B.P.P.BHATSAR R.NO.1",956,670,0,1626,512,360,0,872,872,0,26,181,411,15,3,6,0,110,6,7,6,2,4,7,2,6,4,4,9,3,2,6,2,8,3,1,2,2,0,5,2,8,4,0,2,4,5,1,0,0,1,2,0,872
13,"B.P.P.BHATSAR R.NO.2",914,731,0,1645,546,483,0,1029,1029,0,17,18,527,256,8,4,0,86,1,4,2,5,5,4,2,6,2,2,1,2,4,8,2,3,3,3,5,8,4,9,1,7,0,0,1,1,8,0,1,1,2,5,1,1029
14,"B.P.P.BHATSAR R.NO.3",573,479,0,1052,404,311,0,715,715,0,6,16,543,21,3,7,1,58,2,3,3,1,5,2,1,5,3,1,4,1,2,0,1,1,0,3,2,4,1,0,1,2,0,0,4,4,2,0,0,0,0,2,0,715
15,"B.P.P.KHEWLI  R.N0.1",758,634,0,1392,406,380,0,786,786,0,34,58,401,123,8,5,1,53,5,8,2,2,3,2,2,8,3,3,6,6,2,2,1,4,2,3,3,5,2,6,3,5,0,0,3,0,3,1,0,1,1,1,5,786
16,"B.P.P.KHEWLI R.NO2",586,463,0,1049,341,305,0,646,646,0,14,25,295,5,12,2,3,241,3,6,1,3,1,1,2,7,0,0,0,1,0,0,1,4,2,3,0,1,1,1,1,1,0,1,2,0,0,1,0,0,1,2,2,646
17,"B.P.P.KAPARFORWA R.NO.1",897,728,1,1626,575,510,0,1085,1085,0,4,9,739,40,1,5,3,211,2,6,3,2,5,5,3,7,1,2,5,0,2,2,1,4,4,0,3,1,3,4,1,1,0,0,0,1,0,0,1,0,0,1,3,1085
18,"B.P.P.KAPARFORWA R.NO.2",897,681,0,1578,538,455,0,993,993,0,38,14,279,263,20,4,5,276,9,9,1,1,3,3,5,9,1,3,1,0,2,3,0,8,0,5,1,3,1,5,2,5,1,1,1,0,7,0,0,0,1,1,2,993
19,B.P.P.KORAUT,748,604,0,1352,536,365,0,901,901,0,47,216,548,6,2,2,2,35,0,3,1,2,4,6,4,2,1,1,2,0,1,0,0,0,0,2,1,0,1,4,1,0,0,0,1,1,0,0,0,0,2,2,1,901
20,B.P.P.AYODHYAPUR,575,392,0,967,427,216,0,643,643,0,5,20,410,126,20,1,0,25,3,1,0,2,0,1,0,2,1,1,3,0,0,0,0,1,1,2,0,1,1,1,5,3,1,0,1,0,2,0,0,0,1,1,1,643
21,B.P.P.KHEWSIPUR,656,551,0,1207,472,324,0,796,796,0,10,51,506,40,6,2,2,143,0,1,3,2,1,3,4,2,0,1,1,1,0,1,1,2,0,0,1,0,0,1,0,3,3,1,0,0,3,0,0,0,0,0,1,796
22,P.P.SARWANPUR,839,590,0,1429,511,321,0,832,832,0,52,212,282,4,12,1,0,189,5,2,1,5,2,3,3,7,3,3,2,3,0,0,1,3,1,4,1,1,0,3,3,6,2,4,2,2,1,1,1,0,0,3,2,832
23,"B.P.P.LOHARAPUR R.N0.1",393,341,0,734,225,192,0,417,417,0,5,87,265,4,2,4,1,22,0,3,0,2,0,2,2,2,1,1,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,1,2,1,2,0,0,0,0,1,1,417
24,"B.P.P.LOHARAPUR R.NO.2",343,295,0,638,186,160,0,346,346,0,10,19,273,2,2,1,0,12,2,4,1,0,1,2,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,2,1,0,1,0,1,1,0,0,0,0,0,1,1,346
25,"B.P.P.KORAUTI R.N0.1",544,456,0,1000,349,288,0,637,637,0,21,48,247,171,3,1,2,97,3,1,1,1,2,1,1,2,3,2,1,3,2,2,0,1,2,1,2,2,2,2,1,4,0,0,1,0,2,0,1,0,0,0,1,637
26,"B.P.P.KORAUTI R.N02",261,188,0,449,157,122,0,279,279,0,6,86,122,2,1,0,1,48,2,1,0,0,0,3,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,279
27,"J.H.SCHOOL BITTHALPUR",326,271,0,597,229,197,0,426,426,0,35,161,164,4,0,1,1,15,0,3,1,2,1,1,0,3,0,2,1,0,0,0,0,2,1,2,3,1,2,3,0,2,0,1,2,3,2,2,0,1,0,2,2,426
28,"B.P.P.KOTWA R.NO.1",914,605,0,1519,605,325,0,930,930,0,124,25,348,2,2,4,3,347,6,2,0,1,1,4,1,6,2,0,5,5,2,1,2,11,1,2,1,2,1,1,1,7,0,0,0,0,1,1,1,0,1,5,1,930
29,"B.P.P KOTWA R.NO.2",767,480,0,1247,450,225,0,675,675,0,46,48,67,2,2,0,2,456,8,1,1,0,0,2,0,3,2,1,1,0,1,1,0,3,3,1,0,2,2,0,2,2,2,1,0,1,0,0,2,2,0,7,1,675
30,"B.P.P.KOTWA R.NO.3",423,377,0,800,236,175,0,411,411,0,19,10,35,31,2,0,2,284,3,2,0,0,0,1,2,0,0,0,0,0,0,1,1,4,2,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,6,0,411
31,"B.P.P.KOTWA R,NO.4",720,449,0,1169,522,284,0,806,806,0,70,72,2,1,1,0,3,560,18,3,2,2,0,2,1,8,2,1,1,4,1,3,1,13,2,4,1,2,1,2,1,8,1,1,0,0,0,0,0,4,3,5,0,806
32,"B.P.P.KOTWA R.NO.5",704,453,0,1157,528,223,0,751,751,0,59,40,2,0,1,1,1,601,5,1,0,0,1,1,2,3,1,1,2,0,1,0,1,8,0,1,1,0,0,0,0,1,2,1,1,0,1,0,0,1,0,9,1,751
33,P.M.V.KOTWA,756,520,0,1276,517,316,0,833,833,0,61,6,134,299,6,1,2,246,3,0,2,2,1,1,0,8,0,0,2,3,1,0,2,3,1,2,3,2,1,2,4,8,2,0,0,0,7,0,1,0,1,11,5,833
34,B.P.P.TADIYA,580,435,0,1015,393,281,0,674,674,0,25,10,374,8,10,2,1,213,1,3,0,1,0,1,0,1,1,0,3,0,0,0,1,0,1,1,0,0,1,1,1,4,0,2,2,1,0,0,0,1,0,4,0,674
35,"MADARSA ISLAMIYA KOTWA R.NO.1",567,429,0,996,444,230,0,674,674,0,73,13,5,1,0,1,1,545,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,12,4,674
36,"MADARSA ISLAMIYA KOTWA R.NO.2",773,514,0,1287,539,326,0,865,865,0,40,64,164,35,3,0,2,499,6,2,3,3,0,3,0,7,3,1,1,1,1,0,1,4,0,2,1,0,2,2,0,3,0,0,1,0,1,0,0,1,0,5,4,865
37,"B.P.P.CHHITAUNI R.NO.1",545,409,0,954,369,249,0,618,618,0,20,21,363,61,20,3,2,99,3,0,0,1,0,7,1,1,2,0,0,2,0,0,0,2,1,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0,0,2,0,618
38,"B.P.P.CHHITAUNI R.NO.2",548,393,0,941,335,231,0,566,566,0,14,5,259,15,4,0,2,228,2,2,0,0,0,1,0,4,0,0,1,2,0,0,2,2,2,0,1,3,3,0,2,3,4,0,0,0,0,0,0,0,0,3,2,566
39,"B.P.P.CHHITAUNI R.N0.3",679,448,0,1127,425,221,0,646,646,0,44,8,320,13,0,1,1,233,5,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,0,3,1,646
40,"B.P.P.CHHITAUNI R.NO.4",471,326,0,797,323,226,0,549,549,0,30,11,326,5,5,1,1,108,5,4,4,0,3,3,5,7,1,1,0,1,0,0,0,3,2,1,0,0,2,3,0,3,0,0,2,1,0,0,0,1,1,6,3,549
41,B.P.P.KAKARAHIYA,446,355,0,801,317,268,0,585,585,0,18,3,409,5,4,1,1,120,1,3,1,1,2,3,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,585
42,"AGANWADI KENDRA LAKHIMPUR",523,434,0,957,369,304,0,673,673,0,24,7,421,59,16,4,1,72,3,6,0,3,3,3,5,17,1,0,0,2,1,3,3,3,0,2,1,2,2,2,2,3,0,0,1,1,0,0,0,0,0,0,0,673
43,K.P.P.SIRSA,445,371,0,816,286,225,0,511,511,0,71,91,273,16,1,0,0,47,0,0,0,0,1,1,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,511
44,P.P.MANORATHPUR,302,247,0,549,195,242,0,437,437,0,6,1,116,269,0,0,1,16,0,0,0,2,4,2,2,3,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,0,1,0,1,437
45,"PANCHYAT BHAWAN SARAHARI",833,660,0,1493,576,446,0,1022,1022,0,26,9,794,9,0,1,3,128,6,5,1,1,4,4,0,0,2,1,3,1,0,2,0,1,0,0,2,0,3,3,2,1,1,0,3,1,0,0,0,0,1,0,4,1022
46,"B.P.P.BHARATHARA R.NO.1",663,507,0,1170,420,280,0,700,700,0,16,91,310,154,5,0,0,92,5,4,0,0,3,1,2,1,0,0,1,2,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,0,2,0,0,0,1,3,0,700
47,"B.P.P.BHARTHARA R.NO.2",563,419,0,982,343,225,0,568,568,0,31,20,422,26,8,0,0,33,2,3,1,2,2,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,2,1,0,0,0,0,1,0,1,568
48,"B.P.P,BHARTHARA R.NO.3",632,470,0,1102,349,304,0,653,553,0,15,14,496,11,3,0,0,65,2,2,1,0,0,3,1,4,3,0,3,1,3,3,0,4,0,4,2,3,0,4,1,0,0,0,1,0,0,0,0,0,0,2,2,653
49,"B.P.P.BHARTHARA R.NO.4",477,348,0,825,251,171,0,422,422,0,17,7,322,11,1,0,0,42,2,2,1,0,0,2,1,4,0,1,2,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,422
50,"SHIV VIDHYAMANDIR BEDAULI",357,314,0,671,275,205,0,480,480,0,12,64,380,3,2,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,480
51,"B.P.P.BAKHARIYA R.NO.1",632,514,0,1146,453,349,0,802,802,0,22,20,598,10,8,6,0,79,2,7,0,2,5,2,2,3,2,0,2,3,2,1,3,3,2,3,0,0,2,2,2,2,1,1,3,1,0,0,0,0,1,0,0,802
52,"B.P.P.BAKHARIYA R.NO.2",804,572,0,1376,515,349,0,864,864,0,32,8,317,353,7,1,1,109,3,4,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,5,2,0,1,0,0,1,0,0,1,0,1,864
53,B.P.P.ANANTPUR,621,481,0,1102,372,303,0,675,675,0,18,5,194,288,3,4,0,99,1,3,1,3,3,1,3,3,3,0,1,4,3,2,0,1,1,1,2,1,0,1,0,2,0,1,1,2,13,2,1,0,1,2,1,675
54,"B.P.P. MANGALPUR R.NO.1",456,339,0,795,288,240,0,528,528,0,18,7,118,5,0,1,1,348,4,1,0,0,1,1,1,1,1,0,2,0,1,0,0,2,0,1,0,2,1,4,0,0,1,0,0,0,0,0,0,2,3,0,1,528
55,"B.P.P.MANGALPUR R.NO.2",648,587,0,1235,403,340,0,743,743,0,35,15,110,3,0,1,2,550,7,1,1,2,0,3,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,743
56,"P.P.PARJANPUR R.NO.1",479,378,0,857,348,246,0,594,594,0,11,36,271,101,3,0,1,148,0,3,1,0,3,2,0,3,0,0,0,0,0,0,0,2,1,0,0,3,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,594
57,"P.P.PARJANPUR R.NO.2",569,385,0,954,366,241,0,607,607,0,16,32,189,162,1,0,1,175,1,2,1,0,0,0,0,4,0,0,0,3,0,0,1,2,1,2,2,3,1,1,1,1,0,0,0,4,0,0,0,0,1,0,0,607
58,P.P.BANKAT,557,449,0,1006,350,302,0,652,652,0,29,12,402,104,0,2,0,97,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,652
59,P.P.SARAHARI(MAHESHPUR),324,244,0,568,247,181,0,428,428,0,18,7,317,1,1,1,1,63,2,3,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,428
60,P.P.NARICHA,306,255,0,561,232,207,0,439,439,0,27,6,162,208,0,0,0,10,0,1,2,0,0,0,2,3,1,0,2,1,0,0,0,0,1,2,0,1,0,1,0,2,0,1,0,0,5,0,0,0,0,0,1,439
61,P.P.PARAMPUR,612,459,0,1071,417,268,0,685,685,0,45,13,490,18,1,3,1,90,1,1,1,1,4,3,1,2,1,0,2,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,685
62,B.P.P.RAMRAIPUR,443,332,0,775,328,243,0,571,571,0,13,9,320,3,7,2,0,190,9,1,0,0,1,0,0,4,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,2,0,571
63,P.P.TULACHAK,197,166,0,363,143,117,0,260,260,0,5,2,88,127,1,0,0,14,2,0,1,2,5,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,260
64,"B.P.P.KORAUTA R.NO.1",497,374,0,871,336,239,0,575,575,0,40,9,177,264,1,1,3,43,0,1,0,1,5,0,1,2,3,0,2,4,2,0,0,3,0,1,0,0,0,0,0,4,1,0,0,4,1,0,0,0,2,0,0,575
65,"B.P.P.KORAUTA R.NO.2",532,414,0,946,335,236,0,571,571,0,17,64,272,132,1,0,0,50,1,1,0,1,2,0,1,3,0,0,2,1,1,1,1,1,0,0,1,1,2,2,1,4,2,1,0,0,2,2,0,0,0,1,0,571
66,"B.P.P.KORAUTA R.NO3",581,455,0,1036,397,291,0,688,688,0,14,11,486,6,13,3,2,98,2,0,1,2,0,7,1,8,0,1,1,0,0,1,0,1,3,0,2,2,1,3,0,4,1,0,1,0,4,1,0,2,0,3,3,688
67,"PANCHYAT BHAWAN KORAUTA",258,219,0,477,222,122,0,344,344,0,41,6,205,10,0,0,0,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,2,0,344
68,"J.H.SCHOOL UCHAGAON R.NO.1",432,360,0,792,286,194,0,480,480,0,7,149,244,5,1,3,1,59,0,2,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,480
69,"J.H.SCHOOL UCHAGAON R.NO.2",508,341,0,849,324,175,0,499,499,0,4,82,325,8,1,0,2,58,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,499
70,"J.H.SCHOOL UCHAGAON R.NO.3",909,674,0,1583,535,404,0,939,939,0,42,9,544,180,7,4,0,70,1,6,3,4,4,6,2,4,5,0,1,2,2,4,2,1,0,5,4,3,5,7,3,3,0,0,0,0,5,0,0,0,0,0,1,939
71,P.P.DAUDPUR,405,330,0,735,363,242,0,605,605,0,10,8,416,16,5,3,2,77,7,4,1,0,4,8,3,0,2,1,3,2,1,1,2,1,0,4,2,2,1,0,1,3,2,1,5,0,0,0,1,1,0,1,4,605
72,"B.P.P.ALLAUDDINPUR R.NO.1",436,370,0,806,343,260,0,603,603,0,15,29,386,8,1,0,0,153,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,603
73,"B.P.P.ALLAUDDINPUR R.NO.2",424,337,0,761,329,232,0,561,561,0,12,185,241,9,3,1,1,101,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,561
74,"B.P.P.GHATAMPUR  R.NO.1",434,344,0,778,262,205,0,467,467,0,21,1,317,51,4,1,0,31,3,2,0,3,1,1,1,2,1,1,2,2,0,1,1,2,0,1,1,2,1,2,0,1,2,0,0,1,1,0,2,1,0,2,1,467
75,"B.P.P. MANIYARIPUR R.NO.2",360,299,0,659,287,189,0,476,476,0,4,5,395,2,4,1,1,40,1,1,0,1,1,1,0,1,2,2,1,0,0,2,0,0,1,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,476
76,"B.P.P.GHATAMPUR  R.NO.3",530,365,0,895,296,198,0,494,494,0,8,59,249,76,1,0,72,0,2,1,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,3,0,0,0,0,1,7,0,0,2,0,0,1,0,0,1,0,4,494
77,B.P.P.MANIYARI,627,504,0,1131,418,318,0,736,736,0,3,12,633,4,2,1,0,56,0,2,1,1,0,2,1,1,0,0,1,0,0,0,2,0,0,3,1,3,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,736
78,"PANCHYAT BHAWAN KHULASPUR",545,365,0,910,363,241,0,604,604,0,22,6,406,102,2,2,1,39,0,1,0,0,0,5,1,0,1,1,1,0,1,0,0,1,1,2,0,1,1,1,0,0,0,1,2,0,1,0,0,0,1,0,1,604
79,"P .P.PILKHINI",404,328,0,732,227,176,0,403,403,0,40,4,194,101,1,1,1,33,0,0,1,0,4,0,0,2,0,1,3,2,0,0,0,0,0,2,1,1,1,2,0,1,0,0,0,0,4,0,0,1,1,0,1,403
80,"B.P.P.SAJOEE R.NO.1",764,543,0,1307,418,304,0,722,722,0,9,75,399,23,26,6,3,102,1,5,4,2,0,1,1,9,1,3,3,2,1,1,2,2,6,2,4,2,2,3,4,4,1,0,1,1,3,1,1,1,0,3,2,722
81,"B.P.P.SAJOEE R.NO.2",535,406,0,941,331,243,0,574,574,0,7,58,251,5,14,0,1,200,7,2,0,1,1,1,1,6,0,0,0,1,2,0,0,0,0,1,3,2,1,1,1,2,0,0,0,1,0,0,0,0,0,2,2,574
82,"B.P.P.SAJOEE R.NO3",436,305,0,741,250,187,0,437,437,0,8,43,230,4,32,2,2,78,2,2,0,0,0,2,2,4,1,0,3,1,1,1,1,1,1,0,2,4,0,1,0,0,4,1,0,0,0,1,0,1,0,1,1,437
83,"PANCHYAT BHAWAN SAJOEE",999,729,0,1728,316,232,0,548,548,0,15,100,251,32,15,0,2,94,2,4,1,4,2,8,0,1,2,1,2,1,2,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,548
84,B.P.P.BHADAO,649,485,0,1134,418,322,0,740,740,0,20,128,340,115,8,5,2,49,1,3,2,4,1,6,1,5,5,0,2,0,2,2,3,0,2,3,2,3,3,3,1,4,0,1,0,0,7,1,0,0,3,3,0,740
85,"P.P.SIHORAWA R.NO.1",493,367,1,861,344,252,0,596,596,0,11,19,485,2,0,3,1,36,3,2,0,1,1,2,1,6,0,1,0,2,1,1,1,1,2,2,3,1,0,0,1,2,1,1,0,1,1,0,0,0,0,1,0,596
86,"P.P.SIHORAWA R.NO.2",726,566,0,1292,466,331,0,797,797,0,8,37,551,74,1,4,1,39,1,4,1,0,2,1,0,2,2,2,8,3,3,2,1,3,4,8,5,2,3,1,0,8,2,2,1,1,5,1,0,0,1,3,0,797
87,U.M.V.SARAUNI,792,658,0,1450,564,457,0,1021,1021,0,134,15,641,82,8,5,1,78,6,6,2,1,1,7,2,5,2,2,1,4,0,2,0,2,2,1,4,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,1,1021
88,"B.P.P.DAREKHU R.NO.1",559,445,0,1004,356,276,0,632,632,0,36,28,378,88,3,0,0,85,3,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,632
89,"B.P.P.DAREKHU R.NO.2",512,377,0,889,300,203,0,503,503,0,20,30,154,161,0,1,2,62,0,1,0,1,2,4,0,1,5,4,6,2,2,2,2,3,3,3,0,3,1,0,1,0,7,3,3,1,2,0,0,2,4,4,1,503
90,"B.P.P.DAREKHU R.NO.3",585,421,0,1006,318,225,0,543,543,0,15,19,400,3,1,1,1,74,0,3,0,0,1,2,1,4,1,0,1,0,0,1,0,1,0,1,0,0,0,4,0,4,1,0,0,0,0,0,1,0,2,1,0,543
91,"B.P.P.DAREKHU R.NO.4",782,499,0,1281,413,246,0,659,659,0,23,60,451,6,2,0,1,85,2,1,2,0,4,5,1,7,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,659
92,"I.C.JAGATPUR R.NO.1",457,367,0,824,322,269,0,591,591,0,50,10,443,9,4,1,0,66,2,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
93,"I.C.JAGATPUR R.NO.2",479,380,0,859,293,238,0,531,531,0,33,2,209,212,1,1,1,55,1,2,0,0,3,1,0,2,0,1,1,0,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,531
94,"I.C.JAGATPUR R.NO.3",792,592,0,1384,483,336,0,819,819,0,27,115,447,8,2,1,4,197,3,0,1,1,0,0,1,5,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,819
