"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
52,"P.S DARIHARDO",572,478,0,1050,263,252,0,515,507,0,118,93,13,225,11,1,1,2,3,1,0,1,0,2,6,4,9,2,0,11,5,3,0,0,2,2,515
53,"PUE.M.B GURA KHURD",395,354,0,749,178,208,0,386,350,0,40,96,1,189,10,0,1,0,21,0,1,0,15,2,0,4,1,0,1,1,0,0,0,0,1,2,386
54,"P.S BHTIMAFI",323,266,0,589,165,168,0,333,331,0,79,126,13,81,1,0,1,1,1,3,0,1,0,3,3,5,1,2,0,1,0,0,2,0,4,5,333
55,"KANY P.M.B CHITHI UTTRI KACHH",506,389,0,895,269,275,0,544,541,0,75,163,2,252,4,0,0,3,4,1,0,0,24,0,3,2,2,0,1,2,0,0,2,2,1,1,544
56,"KANY P.M.B CHITHI",418,310,0,728,183,162,0,345,336,0,110,58,3,78,1,3,1,0,2,2,0,2,71,1,1,2,1,0,1,0,0,2,2,2,2,0,345
57,"KANY P.M.B CHITHI",616,554,0,1170,284,335,0,619,619,0,423,13,11,20,2,0,0,2,3,4,0,0,132,0,0,3,2,0,1,0,1,1,0,0,1,0,619
58,"KANYA P.M.B CHTI DACHHIRI KACHH M0 PART",483,418,0,901,188,176,0,364,351,0,252,20,4,23,2,0,1,1,1,2,0,0,45,3,1,2,2,1,0,0,0,0,0,0,1,3,364
59,"KANYA P.M.B CHTI DACHHIRI KACHH D0 PART",464,372,0,836,189,223,0,412,411,0,200,148,2,14,1,1,0,0,0,1,0,0,27,2,2,4,0,2,2,0,0,1,0,2,2,1,412
60,"P.S CHORHAT",614,541,0,1155,445,416,0,861,850,0,540,68,9,205,4,0,1,2,1,5,1,1,3,1,1,6,3,1,0,0,0,0,1,2,4,2,861
61,"MAKTAB I.S BHAGOTIPUR",758,665,0,1423,322,341,0,663,651,0,339,189,2,29,0,1,1,1,1,2,0,2,85,3,1,1,4,0,1,0,0,0,0,0,1,0,663
62,"P.S SIGHAPUR",266,194,0,460,129,114,0,243,229,0,87,73,3,57,0,0,1,0,0,0,0,0,0,0,4,2,4,2,0,3,0,1,0,0,3,3,243
63,"P.S TIKUICOL BABU",375,342,0,717,268,266,0,534,490,0,460,17,0,34,3,0,1,1,1,3,0,0,1,1,0,6,3,0,0,0,1,0,0,0,0,2,534
64,"J.H .SH MAHULI KHAS",829,699,1,1529,349,351,0,700,653,0,172,87,10,347,6,1,1,3,0,3,0,3,14,5,7,14,3,3,0,1,1,3,2,3,5,6,700
65,"J.H .SH MAHULI KHAS",735,667,0,1402,388,426,0,814,800,0,326,14,14,339,5,2,3,3,1,1,1,1,74,2,2,6,3,1,1,7,0,0,2,1,2,3,814
66,"J.H .SH MAHULI KHAS",844,705,0,1549,423,444,0,867,853,0,218,15,5,549,5,0,1,2,0,3,0,1,31,1,1,2,2,1,0,1,2,3,1,3,13,7,867
67,"J.S.H MAHULI KHAS",418,370,0,788,199,196,0,395,395,0,82,63,5,184,4,0,1,2,0,0,1,1,16,1,0,1,5,1,2,2,1,3,2,3,7,8,395
68,"J.S.H MAHULI KHAS",443,348,0,791,174,154,0,328,320,0,63,35,3,205,2,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,0,1,0,0,1,1,328
69,"J.S.H MAHULI KHAS",262,220,0,482,137,108,0,245,230,0,111,12,2,94,2,0,1,0,0,1,0,0,7,2,0,6,0,0,0,0,0,1,1,1,2,2,245
70,"P.S BASIYA JOT",353,328,0,681,160,210,0,370,340,0,193,107,3,49,2,0,2,0,2,2,0,0,1,1,2,2,1,0,0,0,0,0,0,0,2,1,370
71,"J.S.H BASIHA JOT",814,639,0,1453,362,382,0,744,740,0,284,173,2,224,4,0,2,2,7,1,1,1,19,1,1,8,3,1,1,0,0,0,0,3,4,2,744
72,"S.V CHEND MUKMUKUNDPUR",472,463,0,935,256,299,0,555,554,0,126,133,5,262,9,0,0,0,0,4,2,0,1,0,2,3,2,0,0,0,1,1,1,1,1,1,555
73,"P.S NATAWA",427,361,0,788,245,206,0,451,450,0,344,22,9,51,2,0,0,1,2,0,0,0,1,3,2,7,5,0,0,1,0,0,0,0,0,1,451
74,"A.B KENDRA HATA",268,262,0,530,174,142,0,316,295,0,148,68,1,80,0,0,0,0,0,0,1,0,1,0,0,1,3,0,3,1,1,4,1,0,1,2,316
75,"P.S JAGDISHPUR",719,577,0,1296,321,299,0,620,620,0,322,62,13,176,1,1,3,4,4,2,2,0,0,0,3,3,2,0,0,2,3,1,2,4,5,5,620
76,"J.H.S NATHNAGAR UTTRI KACHH",499,410,0,909,277,230,0,507,480,0,252,41,3,188,1,1,0,1,1,2,1,0,0,1,3,6,0,0,0,1,1,0,0,0,2,2,507
77,"J.S.H NATHNAGAR M0 PART",430,396,0,826,204,150,0,354,300,0,149,41,1,150,1,0,1,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,2,2,1,354
78,"J.H.S NATHNAGAR UTTRI KACHH D0 PART",687,625,0,1312,338,297,0,635,627,0,316,151,17,95,3,1,0,2,2,2,2,1,23,1,3,6,3,0,0,1,0,3,0,0,1,2,635
79,"PANCHYANT BHAWAN NATHNAGAR",454,367,0,821,217,213,0,430,400,0,213,23,6,128,2,1,0,2,1,5,0,0,36,0,1,2,0,0,1,2,1,1,1,1,3,0,430
80,"P.S ALINAGAR",325,294,0,619,148,151,0,299,290,0,180,6,3,85,0,0,1,1,0,3,0,3,0,1,2,4,5,0,0,0,0,0,1,1,1,2,299
81,"P.S ALINAGAR",668,555,0,1223,300,346,0,646,635,0,192,175,9,223,3,0,2,2,2,0,4,3,2,3,3,6,2,1,0,0,2,2,0,1,5,4,646
82,"P.S LAKHNAPAR",293,224,0,517,151,202,0,353,350,0,191,52,4,94,1,0,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,0,0,0,1,353
83,"PS JASOUWAR",345,321,0,666,173,180,0,353,350,0,129,199,3,12,0,0,0,0,1,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,1,0,353
84,"P.S TINHARI",612,506,0,1118,360,290,0,650,650,641,271,135,8,224,2,0,0,0,3,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,650
85,"P.S SHATRA",782,654,0,1436,512,382,0,894,881,0,478,131,6,236,0,0,0,2,3,6,0,2,1,2,2,6,6,0,1,1,0,1,0,3,2,5,894
86,"P.S TILTHHA",253,244,0,497,146,168,0,314,305,0,66,106,8,109,2,1,1,0,1,0,0,0,0,0,1,3,1,0,0,1,0,0,2,3,3,6,314
87,"P.S DHOBHRA",263,253,0,516,128,159,0,287,281,0,17,75,36,144,2,0,1,0,2,0,1,0,0,0,1,1,0,0,3,1,0,0,1,1,0,1,287
88,"P.S KATHECHA",343,309,0,652,234,202,0,436,436,0,255,59,9,105,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,1,0,0,0,436
89,"P.S MOHWARI",432,332,0,764,243,183,0,426,411,0,181,51,3,176,1,0,1,1,0,2,0,0,2,0,1,3,1,0,0,0,0,0,2,1,0,0,426
90,"J.H.S MOHABARA",453,364,0,817,299,238,0,537,487,0,322,31,3,166,3,1,0,0,1,0,0,0,1,1,2,2,1,1,0,0,0,1,0,0,1,0,537
91,"प्रा0पा0 भिटकिनी",411,358,0,769,212,188,0,400,392,0,198,7,5,147,4,0,0,1,1,0,0,0,3,0,2,14,3,0,0,0,0,1,1,6,5,2,400
92,"P.S SAKRAICHA",398,372,0,770,310,254,0,564,554,0,504,14,1,20,1,0,0,0,0,1,0,0,0,0,4,8,3,1,0,0,0,0,1,0,0,6,564
93,"P.S BHAWANPUR PURBI PURBI KACHH",497,443,0,940,253,244,0,497,482,0,183,131,5,133,1,0,1,0,0,1,0,0,0,0,1,1,9,9,0,3,1,0,1,1,12,4,497
94,"P.S BHAWANPUR PURBI PURBI KACHH",401,304,1,706,173,148,0,321,317,0,129,17,2,140,2,0,0,1,0,1,0,0,11,0,2,4,2,0,0,1,0,2,1,1,3,2,321
95,"P.S KLEND HARDO",431,368,0,799,276,274,0,550,545,0,236,91,8,199,5,1,0,0,1,0,0,1,1,0,0,4,1,0,0,0,1,0,0,0,0,1,550
96,"P.S JAYRAMPATTI",642,621,0,1263,373,342,0,715,690,0,258,182,11,244,5,1,0,0,0,5,1,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,715
97,"P.S BAROULI",663,581,0,1244,369,366,0,735,721,0,142,230,15,294,7,0,0,0,1,2,1,2,1,0,1,2,8,9,2,6,1,0,2,2,3,4,735
98,"P.S FARENDIYA",352,300,0,652,137,161,0,298,291,0,32,133,7,98,0,2,2,0,3,3,1,0,1,0,2,8,0,0,1,0,0,0,0,2,2,1,298
99,"P.S CONDOURA",407,310,0,717,159,205,0,364,361,0,26,134,4,183,3,0,0,2,1,1,0,0,0,1,2,3,1,0,0,1,0,1,1,0,0,0,364
100,"P.S PINDRARI",549,504,0,1053,314,348,0,662,652,0,115,279,13,203,4,2,1,3,1,2,2,1,0,0,1,7,1,2,2,6,2,1,2,1,8,3,662
101,"P.S NIBAHORIL",645,577,0,1222,294,326,0,620,611,0,180,266,7,151,2,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,1,4,2,620
102,"P.S NIBAHORIL",475,395,0,870,232,214,0,446,446,0,154,38,8,193,4,0,1,1,17,1,0,0,19,0,1,4,1,0,0,0,0,1,0,2,1,0,446
103,"P.S PARSA URF FINAIPUR",366,339,0,705,262,232,0,494,484,0,449,4,0,27,0,0,0,0,0,0,1,0,0,0,2,4,7,0,0,0,0,0,0,0,0,0,494
104,"P.S MAJHOUWA AKDANGA",430,375,0,805,247,219,0,466,463,0,159,33,9,233,6,1,0,2,5,1,0,0,1,0,4,7,0,0,1,1,0,0,0,1,0,2,466
105,"P.S SHANTINARGAPAR",298,259,0,557,187,188,0,375,375,0,103,35,5,187,1,0,5,1,5,1,1,12,13,1,0,4,0,0,0,0,0,0,1,0,0,0,375
106,"PS PARSHURAMPUR",228,211,0,439,164,169,0,333,320,0,130,41,4,147,1,0,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,333
107,"P.S LAHRISUARAHA",313,246,0,559,159,140,0,299,281,0,45,114,4,100,6,0,0,0,1,0,1,1,0,0,0,3,2,9,0,1,0,1,0,2,5,4,299
108,"J.H.S OONBILAI",684,657,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"P.S SADRHARA",626,557,0,1183,362,328,0,690,671,0,234,210,12,173,5,1,0,0,2,4,5,1,13,2,9,9,2,0,0,1,0,0,1,3,3,0,690
110,"P.S KODRARI",262,233,0,495,146,130,0,276,271,0,107,58,7,90,0,0,1,0,0,0,0,0,0,0,1,4,3,1,0,1,0,0,2,0,0,1,276
111,"P.S GITTHNI",705,600,0,1305,438,368,0,806,791,0,131,307,22,289,8,2,0,3,3,9,0,0,2,4,1,8,2,2,1,4,0,2,0,3,3,0,806
112,"P.S BALHI",428,393,0,821,243,261,0,504,475,0,133,119,8,204,4,0,0,2,1,2,0,1,2,1,2,2,6,1,0,1,2,0,0,4,3,6,504
113,"P.S KHIRIYA",444,368,0,812,231,238,0,469,453,0,70,75,8,264,6,0,0,2,20,2,0,1,0,2,0,3,0,1,1,1,1,1,1,1,5,4,469
114,"P.S KHIRIYA",531,427,0,958,284,260,0,544,531,0,95,55,11,332,6,2,0,2,3,3,2,0,6,4,0,8,2,0,0,1,0,0,1,0,7,4,544
115,"P.S KODRARA BHUAAL PATTI",291,247,0,538,144,149,0,293,287,0,71,100,4,112,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,293
116,"P.S KODRARA BHUAALPATTI",416,348,0,764,221,195,0,416,416,0,100,74,3,172,2,1,0,1,37,3,1,2,0,0,1,8,2,1,1,1,0,0,0,2,4,0,416
117,"P.S MOLNAPUR",696,564,0,1260,349,295,0,644,631,0,183,77,3,357,2,0,1,1,2,4,0,1,1,0,2,2,2,0,0,0,0,1,0,1,3,1,644
118,"P.S SHANICHARA PURBI",779,674,0,1453,379,409,0,788,770,0,197,147,17,372,9,1,2,1,1,5,2,2,6,2,4,7,2,0,0,3,0,1,0,2,2,3,788
119,"P.S JHAKICHIK BELHDUHA",585,450,0,1035,294,279,0,573,561,0,156,135,10,208,7,1,2,0,1,4,1,3,4,0,4,5,6,4,3,6,3,0,1,2,6,1,573
120,"INTER COLLAGE DEUKLIKALA",183,158,0,341,100,95,0,195,192,0,81,30,2,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,195
121,"PANCHYAT BAWAN DEUKLIKHURD",260,220,0,480,156,139,0,295,295,0,111,83,5,86,2,0,1,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,0,295
122,"P.S MARWATIYA",286,281,0,567,158,163,0,321,315,0,124,102,5,60,0,0,0,0,0,0,1,1,15,1,0,1,4,1,3,0,0,1,0,2,0,0,321
123,"P.S LAKHNOHAR",312,226,0,538,180,162,0,342,317,0,127,45,4,146,1,0,0,0,0,0,0,0,5,2,0,2,1,0,0,3,0,3,0,1,1,1,342
124,"P.S JIJINA",333,277,0,610,179,185,0,364,334,0,87,108,5,147,3,1,1,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,1,0,2,2,364
125,"P.S JIGINA",276,214,0,490,127,136,0,263,261,0,44,11,5,182,3,0,0,0,3,2,0,1,1,3,0,3,1,0,0,2,0,0,0,1,1,0,263
126,"P.S DOMADIH",302,268,0,570,147,150,0,297,291,0,148,62,1,80,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,297
127,"P.S KALIJAGDISHPUR",553,523,0,1076,324,323,0,647,632,0,145,48,4,415,4,1,1,0,3,0,1,1,1,1,0,6,1,0,0,3,0,2,0,1,6,3,647
128,"P.S KALIJAGDISHPUR",788,759,0,1547,478,440,0,918,911,0,176,360,26,270,7,0,2,4,4,7,2,5,3,3,5,18,5,4,2,1,1,2,2,2,4,3,918
129,"P.S DHOURETAR BADHYA",468,375,0,843,258,301,0,559,558,0,274,187,4,73,0,0,1,1,0,1,2,0,0,1,0,5,6,1,0,0,0,1,0,0,1,1,559
130,"P.S JASROULI BHESHI",373,341,0,714,268,254,0,522,522,0,385,20,10,87,1,0,0,0,0,0,0,4,1,0,1,9,2,0,0,1,0,0,0,0,0,1,522
131,"P.S GOURA",335,269,0,604,226,176,0,402,396,0,155,77,5,153,2,0,0,1,0,0,1,0,0,2,0,0,2,1,0,0,1,0,0,0,2,0,402
132,P.SCHAWARIYA,300,275,0,575,160,151,0,311,303,0,27,83,4,155,5,0,0,0,1,3,1,0,2,0,0,1,0,6,0,6,3,2,0,2,7,3,311
133,"P.S OOJHAPATTI",426,330,0,756,289,237,0,526,523,0,331,99,5,74,2,1,1,0,0,0,1,1,0,0,1,4,3,1,0,0,0,1,0,0,0,1,526
134,"P.S HARSAI",217,191,0,408,138,128,0,266,259,0,29,153,3,71,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,266
135,"P.S MAJHAGANWA",231,218,0,449,135,142,0,277,269,0,204,13,2,52,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,277
136,"P.S LOIYABHAR",446,404,0,850,255,282,0,537,528,0,124,167,5,222,3,0,0,0,1,1,1,2,1,0,4,2,0,0,0,0,0,0,0,1,1,2,537
137,"P.S GORYAGAHT",411,360,0,771,238,209,0,447,432,0,64,102,10,255,0,1,0,0,1,1,1,1,2,3,1,2,0,0,0,1,0,0,1,0,1,0,447
138,"PS SUKROULI",555,448,0,1003,246,294,0,540,537,0,134,109,12,222,16,1,1,0,17,2,0,0,1,2,1,7,4,1,0,0,1,1,0,2,4,2,540
139,"P.S BELHARA",673,600,0,1273,391,395,0,786,772,0,282,162,9,263,6,4,0,1,7,4,2,2,4,2,4,7,7,1,0,3,0,1,2,4,2,7,786
140,"P.S SANKHI",769,605,0,1374,434,435,0,869,852,0,342,176,11,292,5,0,3,1,1,3,0,1,3,2,6,8,3,2,0,1,0,2,0,3,4,0,869
141,"P.S SANKHI",367,317,0,684,181,196,0,377,377,0,90,203,3,60,2,0,0,1,0,0,0,0,0,2,2,3,0,5,0,1,1,0,1,1,2,0,377
