"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
289,"P.S. PRAJAPTIPUR",488,452,0,940,201,205,0,406,375,0,80,156,5,149,0,1,2,0,0,2,0,1,1,1,1,1,0,0,0,0,0,2,0,2,2,0,406
290,"P.S. PRAJAPATIPUR",497,475,0,972,272,290,0,562,505,0,150,170,3,190,4,1,0,0,0,5,2,2,23,0,0,6,1,0,0,0,1,0,0,1,1,2,562
291,"P.S. GOPIPUR",424,367,0,791,310,224,0,534,530,0,230,171,8,100,1,0,1,1,0,2,0,0,0,1,3,5,4,0,0,4,0,0,0,1,1,1,534
292,"P.S. SEMARDADI",429,383,0,812,296,302,0,598,562,0,295,236,4,45,1,0,0,0,1,2,0,2,0,0,3,2,1,2,1,1,1,0,0,0,0,1,598
293,"P.S. SEMARDADI",526,446,0,972,313,264,0,577,541,0,140,191,8,184,6,0,2,2,2,2,3,1,3,1,1,11,3,0,0,2,0,0,1,3,6,5,577
294,"P.S. RUPIN",390,363,0,753,186,244,0,430,400,0,64,98,3,129,2,2,0,2,30,6,2,1,77,0,1,3,0,1,1,1,1,1,0,3,1,1,430
295,"P.S. BARNDA",610,535,0,1145,369,328,0,697,690,0,242,51,9,344,4,1,2,2,0,8,1,1,7,1,3,1,2,2,0,0,1,1,1,3,7,3,697
296,"P.S. SURAINA",594,523,0,1117,391,379,0,770,765,0,333,266,17,84,7,1,1,3,2,3,1,4,28,2,5,6,0,3,0,0,0,1,1,1,0,1,770
297,"P.S. BAIKUNTHPUR",410,354,0,764,217,181,0,398,370,0,126,87,2,162,3,0,0,0,0,0,1,3,0,1,6,3,1,0,1,0,0,0,0,0,1,1,398
298,"P.S. DUDHARA KALA",522,487,0,1009,339,343,0,682,681,0,104,358,15,170,1,2,0,0,0,1,0,4,0,4,0,1,6,0,0,0,0,2,1,1,12,0,682
299,"P.S. PARSAKALA",206,171,0,377,120,122,0,242,241,0,130,12,3,61,1,0,2,2,0,3,1,2,3,0,2,8,2,0,0,3,0,1,0,0,4,2,242
300,"P.S. MADHOPUR",431,379,0,810,238,223,0,461,447,0,112,135,7,173,3,1,1,1,0,3,3,1,0,0,0,1,7,2,0,1,0,0,0,2,4,4,461
301,"P.S. MADHOPUR",466,370,0,836,225,217,0,442,428,0,64,194,6,157,0,0,0,0,1,1,0,2,1,1,3,5,1,1,0,1,0,0,0,0,2,2,442
302,"P.S. KATAR MISHRA",536,500,0,1036,315,313,0,628,598,0,217,212,7,136,9,1,3,1,0,3,0,3,19,1,2,5,0,0,0,0,1,0,0,0,1,7,628
303,"P.S. KATAR MISHRA",655,558,0,1213,366,341,0,707,707,0,409,110,9,126,1,6,3,2,2,0,3,9,9,0,0,10,0,2,0,2,0,1,2,0,0,1,707
304,"P.S. AHARA",484,422,0,906,236,251,0,487,408,0,49,60,11,319,5,2,1,0,0,0,0,6,25,1,2,2,1,0,0,0,1,0,0,0,1,1,487
305,"P.S. PARSA KHURD",228,204,0,432,118,129,0,247,203,0,25,49,7,147,0,1,0,0,0,2,0,0,1,0,3,0,2,2,1,0,0,0,0,1,2,4,247
306,"P.S. MALAULI",593,502,0,1095,327,328,0,655,621,0,91,238,14,250,8,1,1,1,0,4,0,5,3,3,3,8,5,2,2,0,2,0,1,1,8,4,655
307,"P.S. MALAULI",571,524,0,1095,322,302,0,624,601,0,51,186,16,326,5,1,0,3,0,2,2,1,5,0,0,4,1,3,0,3,3,2,0,0,5,5,624
308,"P.S. KURMAUL",525,449,0,974,297,274,0,571,551,0,138,117,11,248,11,1,0,0,2,3,2,1,3,0,3,5,5,3,2,1,1,0,0,5,4,5,571
309,"P.S. KATAR SOYAM",272,221,0,493,175,149,0,324,321,0,28,163,6,108,1,0,0,0,0,0,1,0,0,1,2,3,0,8,1,0,0,1,0,0,1,0,324
310,"P.S. KATYA",674,540,0,1214,375,338,0,713,682,0,297,171,6,187,4,2,0,3,2,5,0,4,16,0,0,2,2,0,0,2,2,2,0,0,5,1,713
311,"P.S. MITHNA SITHNA",421,375,0,796,253,235,0,488,451,0,294,66,3,96,2,0,0,1,0,1,1,0,10,0,0,1,1,3,1,1,2,2,0,2,1,0,488
312,"P.S. HAREWA",248,216,1,465,145,141,0,286,271,0,78,70,6,126,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,286
313,"P.S. KOCHARI",367,322,0,689,192,188,0,380,380,0,241,88,1,37,0,1,0,0,0,1,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,380
314,"P.S. KOCHARI",519,460,0,979,246,226,0,472,418,0,152,35,3,214,4,2,1,0,2,1,1,1,19,0,3,3,7,2,2,5,1,0,1,1,6,6,472
315,"P.S. SONDIHA",478,405,0,883,248,242,0,490,451,0,91,188,5,181,3,1,2,2,0,1,0,1,1,4,0,0,2,1,0,1,0,0,1,1,3,1,490
316,"P.S. RAMPUR MADHY",365,333,0,698,175,198,0,373,373,0,69,197,3,89,1,0,0,0,0,1,1,2,2,2,0,1,3,1,0,0,0,0,0,0,1,0,373
317,"P.S. BHAINSAKHUT",424,356,0,780,185,177,0,362,331,0,54,180,7,96,1,0,0,0,0,1,1,0,3,0,5,3,0,1,0,1,1,1,0,1,6,0,362
318,"P.S. BHAINSAKHUT",329,307,1,637,151,185,0,336,300,0,30,103,2,174,0,0,0,1,2,5,0,2,2,0,0,3,2,0,0,3,0,1,0,1,5,0,336
319,"J.H.S. HAINSAR BAZAR (SONADI)",698,659,0,1357,458,421,0,879,854,0,85,121,19,519,7,0,2,1,0,3,2,21,75,0,3,5,3,1,1,3,1,0,1,1,4,1,879
320,"J.H.S. HAINSAR BAZAR (SONADI)",247,258,0,505,120,136,0,256,241,0,69,31,4,85,2,2,0,0,0,3,0,8,47,2,0,0,1,0,0,1,0,0,0,0,1,0,256
321,"P.S. HAINSAR HARDO",813,641,0,1454,402,380,0,782,742,0,139,76,16,359,12,1,1,1,2,7,5,4,116,8,5,9,2,0,0,2,1,3,1,1,5,6,782
322,"J.S.H HAINSAR HARDO",499,398,0,897,241,230,0,471,377,0,56,41,6,193,6,2,1,0,2,3,3,2,135,1,0,4,0,0,1,0,4,0,2,2,1,6,471
323,"J.S H.HAINSAR HARDO",434,364,0,798,143,186,0,329,278,0,87,13,11,129,5,2,0,0,0,2,6,2,50,0,1,4,2,0,0,6,0,1,2,2,2,2,329
324,"J.H.S. BELAURA",506,426,0,932,304,307,0,611,595,0,107,63,8,387,4,0,0,1,0,1,2,19,2,1,1,2,1,2,0,0,0,0,1,1,4,4,611
325,"P.S. BARPARWA",732,580,0,1312,336,375,0,711,554,0,60,230,11,357,4,0,0,1,1,2,1,2,9,2,2,1,3,5,1,2,1,2,2,1,5,6,711
326,"P.S. SIGRAMAU",129,111,0,240,62,66,0,128,128,0,52,16,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,128
327,"P.S. DUHIYA KHURD",602,501,0,1103,288,316,0,604,595,0,114,242,23,157,3,1,2,1,0,10,4,7,5,6,5,17,1,1,1,0,0,0,0,2,2,0,604
328,"P.S. GAIBASANTPUR",784,670,0,1454,379,449,0,828,824,0,281,97,11,364,7,0,3,3,1,1,2,2,5,1,5,10,5,2,2,4,2,2,3,3,8,4,828
329,"P.S DUHIYA KALA",696,601,0,1297,315,415,0,730,730,0,231,283,17,111,3,0,1,9,4,8,1,0,5,3,7,14,5,4,1,3,2,1,1,2,4,10,730
330,"VI. U.MA. VI. BHAISATIKAR",347,346,0,693,194,196,0,390,337,0,163,105,18,80,3,0,0,1,3,0,0,11,0,0,1,1,1,0,0,0,0,0,0,1,1,1,390
331,"P.S. SIRSI",594,539,0,1133,280,289,0,569,555,0,257,75,13,181,2,1,1,0,7,7,0,0,0,1,0,8,9,3,1,0,0,0,0,0,2,1,569
332,"P.S. SIRSI",608,550,0,1158,296,318,0,614,600,0,132,106,19,329,0,0,2,0,1,4,0,0,5,0,0,3,1,1,1,2,1,0,0,2,4,1,614
333,"P.S. SIRSI",483,490,0,973,256,251,0,507,503,0,132,179,50,77,7,3,2,1,14,2,2,1,3,2,2,8,5,1,1,0,0,2,1,3,4,5,507
334,"J.H.S. GHORANG",608,500,0,1108,292,285,0,577,500,0,115,185,18,182,14,2,0,0,2,4,1,3,1,3,1,16,3,1,2,2,0,2,0,1,7,12,577
335,"J.H.S. GHORANG",560,521,0,1081,263,240,0,503,500,0,32,76,10,324,10,0,1,0,2,2,2,3,2,2,5,6,4,1,2,4,0,0,1,0,6,8,503
336,"J.H.S. GHORANG",692,664,0,1356,315,379,0,694,694,0,51,419,22,132,9,2,3,0,10,6,1,3,2,1,12,8,3,1,0,1,0,0,0,0,3,5,694
337,"J.H.S. GHORANG",202,196,0,398,90,93,0,183,183,0,98,58,0,13,1,0,1,0,0,0,1,0,0,1,3,2,2,0,0,1,0,0,0,0,1,1,183
338,"P.S. DADWA",349,316,0,665,214,193,0,407,407,0,222,61,4,89,0,0,0,0,1,0,0,0,1,0,2,1,20,0,0,0,0,0,2,1,3,0,407
339,"P.S. PARSAHAR PURVI",580,423,0,1003,275,223,0,498,485,0,81,105,12,265,6,0,0,3,3,4,1,1,2,0,1,2,0,1,2,3,0,2,2,1,1,0,498
340,"P.S. FULUI",617,481,0,1098,319,287,0,606,600,0,324,50,32,126,3,0,1,2,31,3,1,1,3,3,3,10,2,0,2,1,1,0,0,2,1,4,606
341,"P.S. TADA",663,564,0,1227,322,328,0,650,620,0,184,225,11,172,5,1,1,1,0,5,2,2,11,1,4,8,1,3,0,0,2,1,0,2,1,7,650
342,"P.S. TADA",566,494,0,1060,242,367,0,609,550,0,194,168,6,196,2,3,2,1,3,5,1,0,0,1,0,10,2,2,0,1,2,2,3,0,1,4,609
343,"P.S. KHJURTIKRA",394,340,0,734,229,212,0,441,400,0,85,138,9,187,1,0,0,0,0,2,0,0,0,2,2,1,1,0,0,2,0,1,2,0,5,3,441
344,P.S.JKHAUTI,467,413,0,880,242,246,0,488,485,0,84,58,16,304,5,1,0,1,1,4,2,0,0,1,2,3,2,1,0,1,1,0,0,0,0,1,488
345,"P.S. KHAJO",686,582,1,1269,336,345,0,681,625,0,98,203,18,315,4,1,0,0,0,0,0,0,1,0,3,9,2,3,0,4,2,0,1,4,4,9,681
346,"P.S. KHAJO",368,328,0,696,187,190,0,377,365,0,99,158,5,62,0,1,0,1,0,2,1,2,14,1,2,4,6,4,3,2,0,1,0,0,4,5,377
347,"P.S. BANTWAR",802,673,0,1475,434,389,0,823,800,0,267,185,7,274,6,0,2,4,4,2,1,2,5,2,6,7,20,10,1,2,1,4,4,1,6,0,823
348,"P.S. BELMA",262,249,0,511,151,171,0,322,320,0,112,47,4,118,0,0,0,0,0,4,0,2,5,1,0,2,10,3,0,3,2,1,3,1,2,2,322
349,"P.S. TAMA",430,378,1,809,208,257,0,465,450,0,22,271,6,149,1,1,0,0,0,0,2,1,0,1,0,4,1,1,1,1,1,0,0,0,0,2,465
350,"P.S. BHARATPURA",110,98,0,208,45,74,0,119,100,0,13,67,0,26,0,0,0,1,0,1,0,0,2,1,0,0,0,4,0,0,0,0,0,0,4,0,119
351,"P.S. BHARATPURA",529,486,0,1015,251,239,0,490,450,0,146,64,16,228,4,2,0,2,2,3,0,0,2,3,2,9,2,0,0,0,0,0,0,1,2,2,490
352,"P.S. BADGO",653,629,0,1282,370,387,0,757,750,0,86,215,15,385,7,4,3,4,5,5,0,2,4,0,2,8,2,0,2,0,1,1,1,1,1,3,757
353,"P.S. BADGO",170,158,0,328,91,83,0,174,170,0,25,50,3,88,0,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,174
354,"P.S. BADGO",635,523,0,1158,315,299,0,614,585,0,162,170,21,220,6,0,1,3,1,1,1,2,6,0,1,2,1,5,2,0,0,1,1,1,3,3,614
355,"P.S. PATTI BADGO HISS SRAUNA",146,113,0,259,71,53,0,124,100,0,6,103,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,124
356,"P.S. PATTI BADGO HISS SRAUNA",587,514,0,1101,350,366,0,716,690,0,84,436,19,140,0,0,2,1,1,3,0,0,1,0,0,7,2,4,4,2,2,2,0,1,2,3,716
357,"P.S. BARAUN",750,624,0,1374,410,319,0,729,699,0,60,136,19,449,9,2,2,2,0,3,1,0,27,2,1,4,0,1,1,1,2,0,2,0,4,1,729
358,"KI.PU.M.V. BHAINSAHI",245,183,0,428,114,92,0,206,206,0,133,2,2,64,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,206
359,"P.S. MUNDERA SHUKL",821,637,0,1458,395,253,0,648,640,0,107,193,21,252,7,16,4,0,5,6,0,4,3,0,9,5,1,0,0,1,2,1,1,3,4,3,648
360,"P.S. MUNDERA SHUKL",457,338,1,796,246,225,0,471,400,0,139,111,10,138,4,0,2,0,2,6,0,2,19,0,5,7,12,0,0,1,0,3,0,0,3,7,471
361,"P.S. AAUTANA",385,319,0,704,173,229,0,402,395,0,44,216,6,102,8,0,0,0,0,2,0,1,0,1,1,3,6,5,0,1,1,0,1,1,2,1,402
362,"P.S. GAYGHAT",481,357,0,838,190,235,0,425,400,0,11,144,5,103,5,3,0,2,0,1,1,6,119,2,4,4,3,1,0,1,1,1,0,1,6,1,425
363,"P.S. BHARWALPARWATA",670,572,0,1242,264,270,0,534,500,0,90,197,18,169,4,1,1,1,1,4,0,2,1,1,3,8,1,4,3,7,2,3,0,3,5,5,534
364,"P.S. BHARWALPARWATA",539,501,0,1040,223,231,0,454,400,0,50,105,14,239,10,1,0,0,3,0,1,0,5,3,6,5,1,0,0,1,0,1,1,4,2,2,454
365,"P.S. GARTHAULIYA",381,358,0,739,214,179,0,393,350,0,239,45,6,86,3,0,0,0,0,1,0,1,0,1,0,1,4,0,1,2,0,0,0,0,1,2,393
366,"P.S. BAIJNATHPUR",833,744,0,1577,354,434,0,788,780,0,135,189,20,372,9,7,1,1,8,3,0,1,3,0,2,9,4,3,0,5,2,1,4,3,3,3,788
367,"P.S. BAARIDIHA",532,458,0,990,266,246,0,512,500,0,109,115,5,237,5,2,2,6,2,1,3,4,1,2,8,1,0,0,0,0,0,2,1,2,2,2,512
368,"P.S. BAARIDIHA",724,596,0,1320,311,326,0,637,600,0,133,169,11,262,6,0,2,1,3,4,2,2,2,2,3,16,1,2,3,4,2,0,1,0,4,2,637
369,"P.S. DADARBAR",741,626,0,1367,378,381,0,759,700,0,124,72,17,481,6,4,0,0,2,4,1,1,14,1,0,1,5,1,1,6,0,2,0,2,11,3,759
370,"J.H.S. BABHANAULI",604,601,0,1205,331,321,0,652,640,0,161,43,5,412,8,0,0,2,0,2,1,1,1,0,1,0,5,1,1,0,0,0,0,1,4,3,652
371,"J.H.S. BABHANAULI",596,530,0,1126,293,312,0,605,600,0,72,256,6,256,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,3,605
372,"J.H.S. BABHANAULI",372,364,0,736,155,195,0,350,339,0,76,101,4,164,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,350
373,"P.S. NATWAVAR",545,464,0,1009,219,253,0,472,400,0,220,126,11,90,1,0,1,1,1,5,1,1,1,1,2,1,2,2,1,0,2,0,1,1,0,0,472
374,"P.S. NATWAVAR",420,308,0,728,201,179,0,380,375,0,266,64,2,38,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,380
375,"P.S. PATJEEV",516,528,0,1044,248,276,0,524,500,0,122,167,5,194,1,0,0,1,1,1,1,0,1,1,4,4,3,0,0,2,2,2,1,3,2,6,524
376,"P.S. RAJNAULI",416,363,0,779,228,207,0,435,400,0,233,5,4,176,0,0,1,0,0,1,0,0,0,1,0,5,3,0,0,0,0,1,0,0,3,2,435
377,"P.S. RAJNAULI",487,427,0,914,196,292,0,488,470,0,234,83,5,115,17,1,1,0,0,2,0,0,4,2,3,12,1,1,0,0,0,3,0,0,1,3,488
378,"P.S. KANAILA",845,637,1,1483,404,340,0,744,700,0,134,264,29,266,3,3,2,3,2,4,0,2,2,0,1,0,2,5,3,7,0,1,0,2,6,3,744
379,"P.S JIGINA",418,328,0,746,224,184,0,408,400,0,212,54,4,83,1,2,0,1,7,4,2,2,7,0,3,7,3,0,0,3,1,1,0,1,7,3,408
380,"P.S. JIGINA",379,404,0,783,200,222,0,422,400,0,234,30,7,130,1,1,2,0,1,2,0,0,6,0,0,5,1,0,0,0,0,1,0,0,0,1,422
381,"P.S. JIGINA",718,664,0,1382,336,406,0,742,700,0,198,105,38,266,4,1,2,0,3,7,5,4,44,4,4,19,6,0,0,4,4,4,3,3,8,6,742
382,"P.S. SANTHI",645,576,0,1221,345,348,0,693,600,0,332,170,6,124,26,0,0,3,1,0,0,0,1,0,1,1,5,4,1,4,0,2,0,2,8,2,693
383,"P.S. BAIKAINIYA PAKRI",609,465,0,1074,292,272,0,564,500,0,164,261,17,54,2,1,0,5,1,4,0,4,22,1,3,10,6,1,0,1,0,1,0,0,4,2,564
384,"P.S. BAIKAINIYA PAKRI",235,203,0,438,120,111,0,231,200,0,83,107,0,25,0,0,1,0,0,0,0,1,0,0,6,3,1,2,0,0,0,0,0,0,1,1,231
385,"P.S. SIAR KHURD",280,284,0,564,125,134,0,259,240,0,97,66,0,76,2,2,0,1,0,2,0,0,0,0,5,3,1,0,0,0,1,0,0,0,2,1,259
386,"P.S. SIAR KHURD",329,303,0,632,139,149,0,288,270,0,23,49,4,178,3,1,0,0,14,0,0,0,1,0,0,3,2,0,3,3,0,0,2,0,2,0,288
387,"P.S. DUGHARA URF KHAIRA",295,249,0,544,159,163,0,322,300,0,60,45,3,40,0,0,2,1,0,2,1,3,48,5,1,8,76,0,1,12,0,5,1,3,1,4,322
388,"P.S. ASHRAFPUR",738,519,0,1257,374,352,0,726,700,0,363,185,9,127,4,0,2,1,10,0,0,0,1,1,4,6,3,3,1,1,2,1,1,0,1,0,726
389,"P.S. ASHRAFPUR",302,246,0,548,171,154,0,325,300,0,79,24,11,156,10,0,2,0,30,1,0,0,1,0,1,1,0,0,0,3,0,0,0,5,1,0,325
390,"P.S. TURKAULIYA NAYAK",451,340,0,791,249,215,0,464,425,0,191,103,10,81,3,2,4,0,2,3,1,8,37,2,5,0,4,0,0,1,0,0,1,2,3,1,464
391,"P.S. JAGDISHPUR",522,455,0,977,320,241,0,561,560,0,422,41,2,48,1,0,0,0,1,3,0,1,0,2,1,4,25,2,2,3,0,0,0,0,2,1,561
392,"P.S. JAGDISHPUR",244,213,0,457,147,117,0,264,250,0,118,34,6,62,2,1,1,3,1,0,1,12,3,0,7,9,0,0,2,0,1,0,0,0,0,1,264
393,"P.S. MALHEPUR",424,385,0,809,215,231,0,446,440,0,169,135,5,42,0,0,0,1,1,1,0,2,33,0,2,5,26,7,2,4,1,1,1,1,5,2,446
394,"S.L.M.V. SEMARI KHAS",475,395,0,870,175,185,0,360,355,0,42,53,7,172,0,1,0,1,59,3,3,0,0,1,2,7,0,1,0,1,0,1,1,2,1,2,360
395,"S.L.M.V. SEMARI KHAS",557,465,0,1022,238,249,0,487,480,0,50,232,15,135,4,0,0,1,14,3,1,2,0,6,2,4,2,1,3,0,2,1,0,2,4,3,487
396,"P.S. MUNDERA RAI",633,573,0,1206,292,373,0,665,650,0,90,192,8,336,8,2,1,1,0,2,2,0,4,1,4,4,1,0,0,1,1,0,0,2,3,2,665
397,"P.S. MANIKAPAAR",414,361,0,775,230,227,0,457,450,0,328,46,3,62,4,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1,1,2,2,457
398,"P.S. RAMPUR",582,533,0,1115,295,285,0,580,570,0,253,88,6,132,8,1,2,4,33,4,1,2,11,1,4,5,4,0,0,3,0,6,0,0,8,4,580
399,"P.S. RAMPUR",632,579,0,1211,387,346,0,733,700,0,332,197,10,104,6,2,2,5,3,2,0,2,2,0,0,4,43,2,1,4,0,2,0,0,3,7,733
400,"P.S. AAURADAD",416,336,0,752,246,209,0,455,435,0,165,44,15,194,4,1,0,0,7,1,1,1,2,0,2,5,1,0,0,0,1,0,2,2,5,2,455
401,"P.S. AAURADAD",445,392,0,837,220,228,0,448,440,0,140,87,14,167,14,5,0,1,3,3,1,1,1,0,1,2,0,2,0,1,0,1,1,1,1,1,448
402,"P.S. AAURADAD",706,627,0,1333,366,352,0,718,700,0,290,270,2,142,0,0,1,0,0,0,0,1,3,0,1,2,2,0,0,1,0,0,1,0,1,1,718
403,"P.S. SIAR KALA",317,275,0,592,190,188,0,378,370,0,101,172,4,28,2,2,2,1,1,1,0,2,36,2,1,4,5,3,1,3,0,2,1,0,1,3,378
404,"P.S. MARWATIYA",234,203,0,437,128,143,0,271,271,0,34,163,1,51,1,0,0,0,0,2,1,0,1,1,2,1,3,4,0,1,0,1,0,2,1,1,271
405,"P.S. BAHRADADI",597,474,0,1071,309,292,0,601,600,0,165,128,20,222,3,0,1,3,3,1,0,1,9,0,4,8,5,5,1,2,4,1,2,2,4,7,601
406,"P.S. MAUR",636,585,0,1221,327,339,0,666,660,0,177,216,15,208,2,2,2,0,3,4,1,0,13,1,1,2,6,2,0,1,1,0,0,3,4,2,666
407,"P.S. GAYGHAT",379,321,0,700,202,162,0,364,360,0,107,75,1,28,0,1,4,1,1,9,0,5,105,3,3,10,4,1,0,0,0,1,0,1,4,0,364
408,"P.S. KATHA KHAIRGAD",708,482,0,1190,309,168,0,477,470,0,185,91,15,93,3,0,4,2,4,1,1,3,47,4,4,7,4,2,0,0,1,1,0,2,2,1,477
