"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
329,"P.V. TIYARA R.N. -1",606,482,0,1088,316,318,0,634,633,0,8,133,37,425,5,0,1,0,1,2,0,2,0,5,2,8,2,1,2,634
330,"P.V. TIYARA R.N. -2",443,400,0,843,223,227,0,450,440,0,20,119,229,40,3,1,1,1,5,3,3,5,6,4,1,4,0,2,3,450
331,"P.V. JAMUDIH",539,440,0,979,237,248,0,485,483,0,5,50,179,230,4,2,1,1,2,0,3,4,0,1,1,1,0,0,1,485
332,"P.V. UMARI",294,260,0,554,155,190,0,345,345,0,7,55,32,236,2,1,1,5,1,2,0,1,0,1,0,0,0,1,0,345
333,"P.M.V. NOORPUR BHAVARPUR",754,590,0,1344,386,370,0,756,739,0,21,94,347,254,2,2,2,3,5,1,1,0,5,3,1,2,3,6,4,756
334,"P.V. PAKADI KALA R.N. -1",700,585,0,1285,352,314,0,666,582,0,29,105,344,142,2,1,1,1,6,4,1,5,3,7,1,3,4,2,5,666
335,"P.V. PAKADI KALA R.N. -2",676,571,0,1247,333,333,0,666,658,0,30,140,385,88,5,0,0,0,4,2,1,0,1,1,0,2,1,2,4,666
336,"P.V. HAIBATPUR DUBHANV R.N. -1",755,618,0,1373,362,340,0,702,701,0,6,108,86,430,10,1,2,3,7,4,5,9,0,10,4,9,4,1,3,702
337,"P.V. HAIBATPUR DUBHANV R.N. -2",519,420,0,939,195,220,0,415,355,0,11,40,139,205,1,0,0,1,1,0,0,1,1,1,1,3,2,1,7,415
338,"J.H.S. HAIBATPUR DUBHANVA R.N. -1",500,416,0,916,216,242,0,458,458,0,4,70,56,308,4,0,0,1,1,1,2,1,0,1,0,3,1,0,5,458
339,"J.H.S. HAIBATPUR DUBHANVA R.N. -2",661,553,0,1214,285,270,0,555,553,0,33,242,206,46,1,0,0,2,4,2,1,0,4,5,1,5,0,1,2,555
340,"P.V. JAMUKHA R.N. -1",516,448,0,964,272,284,0,556,556,0,44,57,141,264,2,1,2,2,8,3,3,5,1,3,5,11,1,2,1,556
341,"P.V. JAMUKHA R.N. -2",364,352,1,717,171,192,0,363,363,0,18,26,46,249,8,0,2,1,2,0,1,0,2,1,1,2,1,1,2,363
342,"P.V. MAHUVAPAR",669,630,0,1299,324,426,0,750,744,0,32,164,212,314,8,1,0,1,1,1,4,2,1,1,1,2,1,0,4,750
343,"K.J.H.S. BARVA R.N. -1",470,385,0,855,212,217,0,429,429,0,25,60,89,229,2,2,0,1,1,2,1,1,0,1,2,3,2,2,6,429
344,"K.J.H.S. BARVA R.N. -2",423,340,0,763,216,211,0,427,422,0,4,221,86,92,1,0,2,0,2,1,2,2,2,7,0,2,1,2,0,427
345,"P.V. ITAILI",449,399,0,848,248,238,0,486,470,0,13,50,124,273,1,0,2,2,3,1,4,5,0,0,0,3,0,3,2,486
346,"P.V. LALMAU",640,570,0,1210,329,306,0,635,627,0,6,130,202,259,10,1,0,0,3,2,0,3,1,2,0,2,2,5,7,635
347,"JANTA V. LALMAU",707,626,0,1333,341,298,0,639,637,0,19,210,245,141,3,2,1,0,2,1,2,5,0,0,2,2,3,0,1,639
348,"P.V. CHAUBAH",755,658,2,1415,405,416,0,821,720,0,18,366,169,219,2,5,0,1,5,1,3,7,3,2,2,3,4,8,3,821
349,"U.M.V. KUBA R.N. -1",529,465,0,994,235,286,0,521,500,0,7,99,125,253,3,3,1,2,3,1,4,5,2,3,0,2,2,4,2,521
350,"U.M.V. KUBA R.N. -2",663,582,0,1245,310,300,0,610,502,0,27,171,167,197,6,0,3,4,11,0,1,5,4,3,4,1,1,1,4,610
351,"P.V. MAUPARASIN R.N. -1",798,683,0,1481,378,378,0,756,736,0,9,161,323,226,5,3,2,2,3,1,2,5,1,1,1,3,1,2,5,756
352,"P.V. MAUPARASIN R.N. -2",792,689,0,1481,325,364,0,689,650,0,27,191,386,45,4,3,0,3,6,4,2,3,2,6,5,1,1,0,0,689
353,"P.V. MATHBAIJNATHPUR",689,576,0,1265,314,330,0,644,634,0,13,87,126,383,3,3,0,1,6,2,2,1,0,3,1,7,2,1,3,644
354,"P.V. DHAKHA",615,515,1,1131,343,273,0,616,589,0,34,285,111,135,1,3,2,0,0,2,0,6,2,7,3,9,2,8,6,616
355,"P.V. DUHURU",454,412,0,866,228,198,0,426,368,0,16,61,208,119,5,2,1,2,4,1,1,2,0,1,0,0,0,1,2,426
356,"P.M.V. RAMPUR JAMEEN PALHAN",526,465,0,991,350,116,0,466,466,0,10,77,156,197,1,2,5,4,1,0,0,1,1,0,0,0,0,5,6,466
357,"P.V. SAKIYA BAKIYA R.N. -1",589,503,0,1092,289,273,0,562,562,0,11,175,162,189,4,0,1,0,5,1,2,1,0,2,3,1,1,2,2,562
358,"P.V. SAKIYA BAKIYA R.N. -2",168,157,0,325,84,79,0,163,143,0,5,45,79,24,1,0,2,1,2,0,0,1,1,0,0,1,0,0,1,163
359,"P.V. NARAINPUR",350,317,0,667,164,185,0,349,329,0,6,84,182,58,3,1,0,0,1,0,0,2,1,0,0,1,7,1,2,349
360,"P.V. MEHNAJPUR I R.N. -1",449,335,0,784,216,187,0,403,393,0,18,114,227,27,1,0,1,1,3,1,0,1,1,0,0,1,3,1,3,403
361,"P.V. MEHNAJPUR I R.N. -2",457,405,0,862,233,212,0,445,442,0,12,155,220,23,1,1,1,0,2,0,2,3,2,4,2,1,2,5,9,445
362,"P.V. MEHNAJPUR II",615,528,0,1143,317,222,0,539,531,0,24,98,263,133,2,0,1,3,6,0,1,1,1,1,1,1,0,3,0,539
363,"J.H.S. MEHNAJPUR R.N. -1",619,552,0,1171,301,336,0,637,635,0,17,102,219,242,9,0,0,3,7,2,2,3,6,7,2,9,0,4,3,637
364,"J.H.S. MEHNAJPUR R.N. -2",559,518,0,1077,265,285,0,550,503,0,20,137,221,138,6,1,1,0,4,1,4,4,2,2,4,1,0,1,3,550
365,"P.V. NIHULA",420,369,0,789,174,185,0,359,320,0,9,18,182,126,3,1,1,0,1,0,2,3,2,2,0,1,2,2,4,359
366,"P.V. BAHLOLPUR",558,495,0,1053,228,240,0,468,433,0,7,74,209,151,2,0,1,1,2,0,0,6,2,2,2,5,1,3,0,468
367,"P.V. JIYAPUR",636,542,0,1178,288,324,0,612,612,0,13,109,246,215,6,0,1,2,5,1,3,6,1,3,1,0,0,0,0,612
368,"P.V. KHUNDANPUR",130,117,0,247,68,90,0,158,158,0,5,20,10,116,0,1,1,0,3,0,0,1,0,0,0,1,0,0,0,158
