"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARVIND KUMAR JAISWAL","2 - MULAYAM SINGH YADAV","3 - RAMAKANT YADAV","4 - SHAH ALAM ALIAS GUDDU JAMALI","5 - M. AMIR RASHADI","6 - KIRAN SHARAMA","7 - DURG VIJAY YADAV","8 - PRAKASH CHANDRA","9 - MADAN","10 - RAJDHARI RAJBHAR","11 - RAJESH YADAV","12 - SANJAY KUMAR CHATURVEDI","13 - SANTOSH KUMAR GAUTAM","14 - PRAMOD SINGH","15 - RAM SINGH CHAUHAN","16 - SHAMSHAD AHMAD","17 - SUGRIV CHAUHAN","18 - SANJAY CHAUHAN","19 - None of the Above","Total Votes Secured"
28,"P.V. SURJANPUR R.N.-2",538,445,0,983,260,271,0,531,527,0,5,109,150,225,9,0,1,3,5,1,3,2,3,3,1,1,3,2,5,531
29,"P.V. BANAVE",485,446,0,931,223,267,0,490,455,0,4,142,83,243,4,0,0,1,2,0,1,3,1,0,0,1,4,0,1,490
30,"P.V. GAURI",643,483,0,1126,349,358,0,707,649,0,10,385,24,241,38,0,1,0,0,0,4,2,0,0,0,1,0,1,0,707
31,"P.V. BAHORPUR BHADDAUR",585,457,0,1042,266,266,0,532,532,0,28,35,333,113,4,0,1,0,5,0,3,2,1,2,1,3,1,0,0,532
32,"P.V. MAKHDUMPUR",866,650,0,1516,436,423,0,859,853,0,43,272,207,235,79,0,1,1,7,1,1,3,0,0,1,3,5,0,0,859
33,"P.V. SHIVRAJPUR",737,608,0,1345,398,418,0,816,816,0,6,355,250,141,32,3,0,0,2,0,1,5,3,1,1,1,0,3,12,816
34,"P.V. VAJEERMALPUR",223,182,0,405,137,143,0,280,271,0,4,153,106,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,280
35,"P.V. MADARPUR",526,435,0,961,253,253,0,506,506,0,4,228,79,120,60,0,1,0,3,0,2,2,3,0,0,0,0,2,2,506
36,"P.V. JAMALPUR R.N.-1",624,576,1,1201,357,441,0,798,798,0,1,24,44,692,29,1,0,1,0,0,1,1,1,0,0,2,0,0,1,798
37,"P.V. JAMALPUR R.N.-2",477,387,0,864,237,210,0,447,444,0,2,86,115,219,4,0,1,0,3,0,0,4,2,2,2,6,0,0,1,447
38,"P.V. RAMPUR ANDOI",417,291,0,708,183,172,0,355,355,0,5,28,139,166,2,1,0,1,2,1,0,2,1,3,0,2,1,1,0,355
39,"P.V. PITAMBERPUR",591,388,0,979,311,276,0,587,585,0,8,216,245,81,2,2,1,2,7,1,1,2,2,6,1,4,0,4,2,587
40,"P.V. MOLNAPUR R.N.-1",256,222,0,478,118,159,0,277,244,0,4,37,217,5,1,0,1,0,1,1,1,3,1,2,1,1,0,0,1,277
41,"P.V. MOLNAPUR R.N.-2",241,218,0,459,117,161,0,278,260,0,0,4,5,257,2,0,1,0,0,0,0,0,1,2,0,2,0,0,4,278
42,"P.V. KOILARI BUJURG R.N.-1",597,516,0,1113,300,262,0,562,530,0,7,244,142,68,81,1,2,1,2,1,0,1,4,1,2,1,0,0,4,562
43,"P.V. KOILARI BUJURG R.N.-2",482,400,0,882,174,237,0,411,385,0,5,33,19,323,22,1,0,0,0,0,2,3,0,0,0,1,0,0,2,411
44,"P.V. KOILARI KHURD",624,508,0,1132,414,343,0,757,757,0,6,423,69,233,2,1,0,0,0,1,0,3,2,0,3,6,4,2,2,757
45,"P.V. SAPNAHAR RUDRAPUR R.N.-1",584,521,1,1106,284,226,0,510,509,0,12,54,281,132,3,0,1,1,2,0,2,1,5,2,2,9,0,1,2,510
46,"P.V. SAPNAHAR RUDRAPUR R.N.-2",564,442,1,1007,260,266,0,526,523,0,6,122,134,247,2,1,0,0,2,1,1,2,1,0,2,2,0,2,1,526
47,"P.V. DEVAIT R.N.-1",749,595,0,1344,321,365,0,686,686,0,16,140,441,29,2,0,3,1,6,0,2,5,12,5,5,10,2,3,4,686
48,"P.V. DEVAIT R.N.-2",625,495,0,1120,318,270,0,588,588,0,14,422,107,31,1,1,0,0,0,0,0,1,1,2,1,0,3,1,3,588
49,"PANCHAYAT BHAWAN DEVAIT",697,557,0,1254,389,382,0,771,730,0,9,331,54,347,5,0,2,3,3,0,4,2,2,2,0,1,0,1,5,771
50,"P.V. MUSTAFABAD",692,536,1,1229,427,316,0,743,710,0,10,467,88,147,3,1,0,0,4,2,1,1,4,5,2,2,2,2,2,743
51,"P.V. PALIYA SOFIGANJ",601,502,0,1103,307,327,0,634,634,0,14,186,289,118,2,0,1,1,8,0,0,0,4,2,2,4,1,1,1,634
52,"P.V. PAKADIYA RANIPUR",655,556,0,1211,425,344,0,769,500,0,17,338,124,251,3,0,2,2,2,2,5,5,0,3,4,4,1,2,4,769
53,"P.V. NARSINGHPUR",516,421,0,937,241,239,0,480,402,0,9,160,239,50,1,0,0,1,3,0,4,1,2,2,1,3,2,1,1,480
54,"P.V. VIJAIPUR",768,619,0,1387,347,340,0,687,677,0,44,357,198,54,2,4,3,3,9,2,0,2,1,2,1,2,1,0,2,687
55,"U.P.V. CHAKVARA R.N.-1",338,287,0,625,137,135,0,272,272,0,8,174,69,3,1,0,0,1,4,1,1,2,0,1,2,2,0,3,0,272
56,"U.P.V. CHAKVARA R.N.-2",629,561,0,1190,321,331,0,652,652,0,10,356,205,43,2,2,2,1,5,2,2,5,4,2,3,3,4,1,0,652
57,"P.V. CHAKVARA",691,593,0,1284,308,344,0,652,621,0,8,182,106,327,3,0,3,0,1,2,1,4,4,0,1,1,1,0,8,652
58,"P.V. DIHA R.N.-1",543,441,0,984,255,212,0,467,467,0,16,239,164,17,0,0,0,3,2,1,3,3,3,2,2,1,3,4,4,467
59,"P.V. DIHA R.N.-2",582,451,0,1033,251,259,0,510,450,0,17,223,113,143,1,0,1,0,1,0,1,4,1,2,0,2,1,0,0,510
60,"P.V. SAMSHUDDINPUR",620,499,0,1119,372,289,0,661,624,0,10,462,88,64,3,0,2,3,1,3,1,5,2,2,5,3,1,1,5,661
61,"J.H S. NAI R.N.-1",701,553,0,1254,260,311,0,571,508,0,19,171,308,18,1,0,0,2,7,2,4,3,2,2,2,8,2,4,16,571
62,"J.H S. NAI R.N.-2",718,535,0,1253,263,237,0,500,375,0,11,57,214,193,2,0,0,4,3,0,3,5,0,0,1,4,1,1,1,500
63,"P.V. DHOLAPATTI",714,574,0,1288,334,346,0,680,680,0,6,238,187,204,7,2,1,0,5,2,1,2,3,5,3,5,2,4,3,680
64,"P.V. HATHAUDI",521,395,0,916,325,306,0,631,625,0,6,287,83,241,0,0,0,0,2,0,0,2,0,1,0,1,2,4,2,631
65,"P.V. GADDIPUR",443,387,0,830,272,288,0,560,448,0,6,293,48,183,5,1,2,0,2,1,1,1,2,4,2,6,0,3,0,560
66,"P.V. TILSADA",638,529,0,1167,303,240,0,543,543,0,11,145,137,212,4,3,3,2,5,2,1,5,1,2,3,2,0,0,5,543
67,"K.P.V. TILSADA",152,119,0,271,70,68,0,138,138,0,1,61,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138
68,"J.H.S AHIYAI",430,356,0,786,218,228,0,446,445,0,9,264,90,51,1,0,1,1,4,0,0,5,3,0,5,4,1,6,1,446
69,"P.V. DHOLAPUR ISTHIT BALELPUR",318,276,0,594,146,183,0,329,328,0,1,119,65,124,1,1,0,1,1,0,2,3,3,0,2,0,0,1,5,329
70,"P.V. KATAT CHAK KATAT R.N.-1",571,459,0,1030,288,281,0,569,569,0,7,284,228,22,2,0,1,1,1,0,2,2,1,4,0,0,2,5,7,569
71,"P.V.KATAT CHAK KATAT R.N.-2",302,282,0,584,158,187,0,345,343,0,3,93,17,216,2,0,0,1,1,0,0,1,0,1,3,2,0,5,0,345
72,"P.V. DAMA R.N.-1",396,347,0,743,163,185,0,348,298,0,2,22,113,193,4,1,0,0,0,1,0,3,2,4,0,1,2,0,0,348
73,"P.V.DAMA R.N. -2",481,423,0,904,256,236,0,492,492,0,6,82,282,107,1,1,0,3,2,1,3,1,0,1,0,0,1,1,0,492
74,"P.V. LAUDAH IMADPUR R.N.-1",773,660,0,1433,367,374,0,741,741,0,39,151,357,161,4,2,1,0,5,0,7,1,3,1,0,1,3,4,1,741
75,"P.V. LAUDAH IMADPUR R.N.-2",834,638,0,1472,312,345,0,657,626,0,27,6,10,10,2,1,0,1,0,1,1,19,352,53,149,10,5,3,7,657
76,"P.V. PANDHA  R.N. -1",565,432,0,997,240,200,0,440,437,0,5,112,262,22,2,3,0,4,1,0,0,2,2,6,3,5,0,5,6,440
77,"P.V. PANDHA  R.N. -2",513,410,0,923,178,245,0,423,400,0,9,4,90,305,1,0,2,1,1,0,2,2,0,1,0,0,2,1,2,423
78,"P.V. SAIDPUR",231,186,0,417,116,126,0,242,171,0,4,20,40,165,1,0,0,1,3,0,0,0,1,1,0,1,2,2,1,242
79,"P.V. THOTHIYA",649,517,0,1166,335,291,0,626,569,0,16,259,126,199,2,2,0,1,0,0,3,2,2,2,1,2,0,7,2,626
80,"P.V. DHARNIPUR RANIPUR R.N. -1",617,537,0,1154,243,275,0,518,480,0,13,214,221,41,0,1,0,1,2,2,6,3,1,5,1,3,1,2,1,518
81,"P.V. DHARNIPUR RANIPUR R.N. -2",643,509,0,1152,339,318,0,657,657,0,8,273,247,60,5,0,2,2,4,2,2,5,6,8,10,8,2,6,7,657
82,"J.H.S DHARNIPUR RANIPUR",843,723,0,1566,365,436,0,801,700,0,10,43,98,563,8,1,4,1,5,2,8,9,9,7,10,17,0,1,5,801
83,"P.V. GANJOR  R.N.-1",499,429,0,928,263,252,0,515,515,0,6,270,151,73,1,1,0,0,0,0,1,1,0,2,1,2,2,2,2,515
84,"P.V. GANJOR  R.N.-2",312,263,0,575,145,140,0,285,283,0,1,68,154,50,0,0,0,0,2,0,7,0,2,0,0,0,0,0,1,285
85,"P.M.V. GANJOR",809,643,0,1452,379,431,0,810,810,0,13,227,158,375,5,1,3,1,2,1,2,3,2,2,2,3,0,4,6,810
86,"P.V. GAURA -2",672,580,0,1252,291,305,0,596,531,0,12,179,151,194,13,2,2,2,4,3,3,3,2,4,4,4,1,4,9,596
87,"P.V. GAURA -1 R.N-1",537,498,0,1035,234,231,0,465,453,0,15,150,140,139,1,0,1,0,2,0,0,1,2,3,1,3,1,3,3,465
88,"P.V. GAURA -1 R.N. - 2",682,562,0,1244,324,330,0,654,600,0,13,182,97,342,4,0,0,1,0,0,2,3,3,0,1,2,0,2,2,654
89,"SAMUDAIK MILAN KENDRA CHAKJAINUDDINPUR",506,406,0,912,233,280,0,513,450,0,7,17,64,411,5,1,1,0,1,1,0,2,0,0,1,0,0,1,1,513
90,"K.P.V. MEHNAGAR R.N. -1",619,505,0,1124,379,280,0,659,647,0,5,190,409,39,6,0,0,1,2,0,1,0,0,0,0,4,2,0,0,659
91,"K.P.V. MEHNAGAR R.N. -2",848,656,0,1504,373,510,0,883,883,0,11,106,236,492,8,0,0,1,0,0,9,5,0,1,0,5,1,2,6,883
92,"K.J.H.S.MEHNAGAR R.N.- 1",717,573,0,1290,469,347,0,816,795,0,17,342,386,47,2,0,0,3,1,3,1,3,1,1,1,4,0,1,3,816
93,"K.J.H.S.MEHNAGAR R.N.- 2",558,498,0,1056,350,230,0,580,580,0,15,91,428,33,1,1,1,2,0,1,4,1,0,1,0,0,1,0,0,580
94,"K.J.H.S.MEHNAGAR R.N.- 3",423,353,0,776,220,205,0,425,425,0,13,174,222,11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,425
95,"I.P.V. MEHNAGAR R.N. -1",667,485,0,1152,314,340,0,654,628,0,11,254,284,58,1,2,0,1,4,1,3,5,1,5,1,2,4,9,8,654
96,"I.P.V. MEHNAGAR R.N. -2",585,475,0,1060,297,294,0,591,500,0,20,337,60,155,4,0,0,0,0,0,0,0,0,1,0,3,3,8,0,591
97,"P.V. KHUTVA CHAK KHUTVA",818,659,0,1477,375,414,0,789,732,0,5,142,44,566,1,1,1,2,0,2,2,3,4,1,0,6,1,3,5,789
98,"P.V. DAULATPUR",699,577,0,1276,344,300,0,644,561,0,11,379,104,123,14,0,0,0,3,0,0,2,0,1,2,3,0,0,2,644
99,"P.V. BASILA",742,583,0,1325,488,370,0,858,845,0,14,529,246,18,3,7,2,1,6,3,0,3,1,9,3,8,0,2,3,858
100,"P.M.V. VEERBHANPUR",518,375,0,893,227,188,0,415,415,0,3,82,277,30,0,0,3,1,6,0,2,3,0,1,1,2,0,0,4,415
101,"P.V. VEERBHANPUR R.N. - 1",169,143,0,312,76,91,0,167,150,0,0,5,11,138,1,0,1,0,0,1,1,2,0,2,1,1,0,0,3,167
102,"P.V. VEERBHANPUR R.N. - 2",602,465,0,1067,311,250,0,561,488,0,7,54,325,158,2,2,1,0,3,0,1,1,0,0,1,1,0,1,4,561
103,"P.V. BHORAMPUR",503,439,0,942,220,269,0,489,481,0,8,234,60,166,1,0,1,0,1,1,3,3,4,0,0,1,2,2,2,489
104,"P.V. RAHILA",411,327,0,738,175,222,0,397,375,0,1,69,7,309,4,0,0,0,1,0,0,4,0,1,0,0,1,0,0,397
105,"P.V. BARVA SAGAR R.N. - 1",303,242,0,545,175,127,0,302,302,0,8,82,158,33,1,0,2,1,1,1,1,2,2,5,1,3,0,0,1,302
106,"P.V. BARVA SAGAR R.N. - 2",632,563,0,1195,340,301,0,641,635,0,10,278,104,207,7,1,0,0,4,6,2,6,5,1,2,7,0,1,0,641
107,"P.V. MUHAMMADPUR NIYAMATPUR",456,351,0,807,240,232,0,472,472,0,9,267,38,136,7,2,0,1,0,0,1,2,0,1,2,4,1,0,1,472
108,"P.V. PATNA AHIYAI",535,404,0,939,226,251,0,477,477,0,25,89,219,125,6,1,1,2,0,0,0,1,0,2,0,1,0,2,3,477
109,"P.V. RASOOLPUR",799,747,0,1546,401,457,0,858,858,0,27,417,172,184,11,1,2,3,7,3,1,7,5,3,2,1,1,4,7,858
110,"P.V. SHEKHOOPUR - 1",371,274,0,645,173,160,0,333,312,0,8,192,102,7,1,0,2,1,3,0,2,0,1,4,1,3,3,3,0,333
111,"P.V. SHEKHOOPUR - 2",695,638,0,1333,341,375,0,716,672,0,35,205,292,136,2,4,3,5,10,0,3,3,4,3,0,1,1,5,4,716
112,"P.V. INVAL",450,345,0,795,200,190,0,390,300,0,11,142,64,145,3,1,1,1,6,1,2,5,4,0,0,3,0,1,0,390
113,"P.V. BACHHVAL R.N. - 1",664,509,0,1173,274,257,0,531,513,0,14,246,147,95,2,0,0,1,1,4,4,0,3,1,3,2,0,4,4,531
114,"P.V. BACHHVAL R.N. - 2",619,480,0,1099,303,218,0,521,423,0,13,118,165,184,5,2,1,0,2,2,5,4,2,4,5,2,4,2,1,521
115,"P.M.V. BACHHVAL",727,596,0,1323,359,316,0,675,675,0,7,346,76,198,10,2,2,2,3,1,1,2,4,3,3,2,1,9,3,675
116,"P.V. JIYASAD",525,437,0,962,222,260,0,482,482,0,4,124,141,195,3,1,1,2,2,0,1,1,2,1,0,0,0,0,4,482
117,"P.V. HATVA AIMA R.N. -1",538,420,0,958,245,255,0,500,470,0,12,227,128,109,4,1,0,1,4,0,2,2,0,4,2,2,0,1,1,500
118,"P.V. HATVA AIMA R.N. -2",770,583,0,1353,367,301,0,668,600,0,7,275,176,187,2,2,0,0,3,1,3,2,1,1,2,2,1,2,1,668
119,"P.V. GAHUNI R.N. -1",445,414,0,859,194,277,0,471,450,0,9,33,108,288,6,2,3,2,2,1,0,1,4,2,2,4,2,0,2,471
120,"P.V. GAHUNI R.N. -2",532,457,0,989,239,245,0,484,457,0,8,127,230,88,3,1,1,1,4,0,2,1,4,2,0,2,2,3,5,484
121,"P.V. SARDARGANJ R.N. -1",384,320,0,704,150,123,0,273,269,0,7,131,109,17,0,0,0,0,1,0,0,1,1,2,1,1,0,0,2,273
122,"P.V. SARDARGANJ R.N. -2",465,432,0,897,209,256,0,465,447,0,26,128,215,50,3,1,1,2,6,2,6,5,3,2,1,7,1,1,5,465
123,"P.V. RAJDHARPUR",224,187,0,411,131,129,0,260,260,0,1,2,10,240,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,260
124,"P.V. DEVARIYA",645,564,0,1209,332,350,0,682,656,0,16,257,134,240,7,0,0,2,3,0,2,4,2,2,1,1,5,5,1,682
125,"P.V. JAMKI R.N. -1",454,357,0,811,199,214,0,413,391,0,10,140,177,62,2,0,1,0,1,1,1,3,1,5,2,0,2,2,3,413
126,"P.V. JAMIKI - 2",891,713,0,1604,449,408,0,857,845,0,16,355,414,41,0,0,4,4,5,0,2,2,1,0,0,2,1,5,5,857
127,"P.V. KARNEHUVA R.N. -1",770,589,0,1359,331,316,0,647,647,0,23,165,149,253,8,3,1,4,4,2,5,6,2,3,2,5,0,3,9,647
128,"P.V. KARNEHUVA R.N. -2",729,548,0,1277,308,284,0,592,552,0,33,173,266,87,1,1,3,2,6,3,5,2,3,1,1,3,0,0,2,592
129,"P.V. KUSMULIYA",570,471,0,1041,286,286,0,572,523,0,7,141,234,143,2,0,0,1,4,1,3,7,5,4,4,6,2,1,7,572
130,"P.V. GOPALPUR R.N. -1",618,497,0,1115,275,273,0,548,547,0,19,101,335,65,0,0,11,0,2,0,2,1,1,2,0,3,0,2,4,548
131,"P.V. GOPALPUR R.N. -2",674,563,0,1237,314,357,0,671,668,0,12,105,256,266,7,1,1,1,6,1,2,3,4,1,0,2,0,1,2,671
132,"P.M.V. GOPALPUR",710,619,0,1329,343,369,0,712,711,0,27,171,219,247,1,2,2,4,6,3,2,4,1,4,0,4,1,4,10,712
133,"P.V. GHATIYA",787,646,0,1433,331,480,0,811,800,0,45,180,433,94,8,3,3,7,6,0,5,9,3,1,0,1,1,12,0,811
134,"P.V. SISVA R.N. - 1",789,606,0,1395,389,343,0,732,722,0,8,394,110,169,6,0,4,0,2,1,0,3,2,0,6,10,1,11,5,732
135,"P.V. SISVA R.N. - 2",360,274,0,634,151,127,0,278,278,0,1,44,49,158,2,0,1,0,2,0,0,1,2,1,0,10,1,0,6,278
136,"PANCHAYAT BHAVAN MAULI",429,408,0,837,233,228,0,461,400,0,4,96,239,107,2,0,1,1,2,1,0,1,0,2,0,3,1,1,0,461
137,"K.P.V. SINGHPUR R.N. - 1",630,503,0,1133,330,304,0,634,618,0,31,219,251,109,0,1,0,0,1,3,1,2,2,0,0,6,1,3,4,634
138,"K.P.V. SINGHPUR R.N. - 2",220,209,0,429,97,126,0,223,202,0,4,8,11,175,5,0,0,5,0,0,0,0,2,4,1,2,2,2,2,223
139,"P.M.V. SINGHPUR DHANNI",485,377,0,862,216,210,0,426,400,0,3,203,55,154,3,0,0,1,2,0,1,1,0,0,0,0,1,1,1,426
140,"P.V. UMMARPUR",348,297,0,645,154,179,0,333,313,0,1,24,189,55,1,0,2,46,4,2,2,0,0,1,1,0,0,0,5,333
141,"P.V. KATHAN R.N. - 1",407,365,0,772,246,207,0,453,453,0,2,74,152,209,4,0,0,3,0,0,0,2,2,1,1,2,0,0,1,453
142,"P.V. KATHAN R.N. -2",576,468,0,1044,314,251,0,565,490,0,2,158,128,252,6,0,1,2,3,0,2,0,3,1,0,0,0,3,4,565
143,"P.V. RAMGARH",567,502,0,1069,276,288,0,564,561,0,9,119,212,175,2,2,1,1,3,5,4,4,3,0,0,0,6,6,12,564
144,"P.V. DHIRJIPUR",304,279,0,583,226,173,0,399,182,0,7,286,72,8,0,0,0,0,1,0,8,1,3,2,2,0,0,6,3,399
145,"P.V. MADHUBAN",825,646,0,1471,344,379,0,723,685,0,21,172,166,311,4,0,1,1,1,2,3,6,5,5,2,11,2,2,8,723
146,"P.V. GUREHATHA",365,293,0,658,163,172,0,335,331,0,6,71,71,155,2,3,0,0,3,3,0,2,0,0,3,0,0,5,11,335
147,"K.P.V. GUREHATHA",680,560,0,1240,310,280,0,590,588,0,7,127,253,173,2,0,1,4,1,1,4,4,1,0,0,1,1,3,7,590
148,"K.P.V. KHARAGPUR R.N. - 1",372,333,0,705,174,186,0,360,327,0,4,157,77,102,3,0,0,0,1,1,1,3,2,0,0,3,1,2,3,360
149,"K.P.V. KHARAGPUR R.N. - 2",467,373,0,840,222,196,0,418,413,0,10,200,123,59,1,0,0,1,2,0,3,2,2,2,0,7,0,4,2,418
150,"I.K. KHARAGPUR",513,435,0,948,257,223,0,480,479,0,9,117,92,242,3,0,0,0,2,1,1,5,0,1,0,1,1,2,3,480
151,"P.V. KHARAGPUR ISTHIT KANGHARI",709,569,0,1278,389,320,0,709,671,0,10,253,37,378,1,1,0,1,1,0,3,5,1,1,3,5,2,4,3,709
152,"P.V. CHANDANI",189,143,0,332,101,96,0,197,170,0,0,49,72,69,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,197
153,"P.V. AMARI R.N. -1",601,489,0,1090,307,277,0,584,573,0,6,146,87,250,75,1,1,0,0,1,1,1,2,1,2,3,0,0,7,584
154,"P.V. AMARI -2",462,395,0,857,256,255,0,511,504,0,3,170,79,206,24,0,0,2,2,1,9,1,5,2,2,2,0,1,2,511
155,"P.V. PILKHUVA",576,459,1,1036,287,268,0,555,550,0,8,169,144,209,4,0,0,0,1,1,1,3,1,2,4,3,0,2,3,555
156,"P.V. GHINHAPUR R.N. - 1",717,627,0,1344,423,452,0,875,760,0,3,314,91,427,5,0,0,0,4,2,2,4,4,5,3,9,0,2,0,875
157,"P.V. GHINHAPUR - 2",458,347,0,805,234,222,0,456,449,0,7,187,61,166,3,2,0,1,1,1,0,2,0,1,2,0,2,12,8,456
158,"P.V. KAMHARIYA II R.N. - 1",730,634,0,1364,441,376,0,817,717,0,5,408,113,209,1,0,1,3,2,0,49,5,3,0,3,5,4,4,2,817
159,"P.V. KAMHARIYA II R.N. - 2",707,603,0,1310,397,321,0,718,718,0,24,194,347,119,2,2,1,0,5,0,7,2,0,2,2,4,1,2,4,718
160,"P.V. KAMHARIYA I R.N. - 1",472,373,0,845,255,213,0,468,413,0,6,67,34,330,6,0,1,0,3,0,4,6,2,0,1,3,1,0,4,468
