"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
12,"PRIMARY SCHOOL NARKHEDA  ROOM-1",542,450,0,992,411,312,0,723,721,0,72,10,569,52,2,1,4,0,0,0,0,0,4,9,723
13,"PRIMARY SCHOOL NARKHEDA  ROOM-2",570,470,0,1040,301,220,0,521,519,0,169,8,328,7,0,0,2,0,1,1,1,0,0,4,521
14,"PRIMARY SCHOOL GOVIN‍DPUR KHURD",685,480,0,1165,378,188,0,566,566,0,460,5,85,7,0,1,7,0,0,0,0,0,0,1,566
15,"JUNIOR HIGH SCHOOL SIRS KHEDA ROOM-1",677,483,0,1160,397,249,0,646,646,0,191,17,254,149,4,1,5,2,2,1,6,3,5,6,646
16,"JUNIOR HIGH SCHOOL SIRS KHEDA ROOM-4",480,342,0,822,300,205,0,505,408,0,12,1,228,239,1,0,6,0,0,3,4,4,1,6,505
17,"JUNIOR HIGH SCHOOL SIRS KHEDA ROOM-2",546,378,0,924,326,164,0,490,490,0,101,11,319,44,2,0,4,0,1,1,0,0,1,6,490
18,"JUNIOR HIGH SCHOOL SIRS KHEDA ROOM-5",497,356,0,853,313,205,0,518,578,0,24,4,343,131,1,0,1,0,0,1,2,3,1,7,518
19,"JUNIOR HIGH SCHOOL SIRS KHEDA ROOM-3",645,496,0,1141,399,271,0,670,636,0,7,0,62,453,3,113,1,1,1,2,10,7,3,7,670
20,"PRIMARY SCHOOL HARSAINPUR",273,204,0,477,213,166,0,379,379,0,28,1,51,266,2,23,2,0,0,0,5,0,0,1,379
21,"PRIMARY SCHOOL BHAYPUR ROOM-1",431,324,0,755,201,136,0,337,337,0,105,4,206,4,1,3,4,1,0,3,1,0,0,5,337
22,"PRIMARY SCHOOL BHAYPUR ROOM-3",258,169,0,427,157,95,0,252,23,0,31,0,75,110,2,25,1,1,0,0,7,0,0,0,252
23,"PRIMARY SCHOOL BHAYPUR ROOM-2",817,685,1,1503,482,306,0,788,788,0,165,7,315,114,4,150,8,0,2,1,7,2,2,11,788
24,"PRIMARY SCHOOL BHAYPUR ROOM-4",440,354,0,794,316,237,0,553,553,0,150,3,58,122,2,195,1,1,2,3,4,2,1,9,553
25,"PRIMARY SCHOOL KHAIKHEDA ROOM-1",674,612,0,1286,465,391,0,856,454,0,64,13,513,234,2,1,2,2,1,4,3,6,2,9,856
26,"PRIMARY SCHOOL KHAIKHEDA ROOM-2",391,367,0,758,297,227,0,524,314,0,4,2,123,293,3,82,0,2,0,0,9,4,1,1,524
27,"PRIMARY SCHOOL HASANAGANJ",476,352,0,828,357,227,0,584,584,0,29,5,53,115,3,370,1,1,1,0,3,0,0,3,584
28,"PRIMARY SCHOOL VINAVALA",497,415,0,912,385,292,0,677,673,0,5,0,468,189,2,0,1,0,0,0,2,6,0,4,677
29,"PRIMARY SCHOOL KHAVDIYABHOOD ROOM -1",550,410,0,960,365,310,0,675,672,0,172,10,457,29,0,0,1,0,1,0,0,0,0,5,675
30,"PRIMARY SCHOOL KHAVDIYABHOOD ROOM-2",419,327,0,746,296,252,0,548,487,0,5,6,428,102,0,1,0,0,1,0,0,4,0,1,548
31,"PRIMARY SCHOOL KHAVDIYABHOOD ROOM-3",437,420,0,857,273,287,0,560,555,0,6,4,125,397,2,2,0,1,0,4,6,3,3,7,560
32,"PRIMARY SCHOOL VARVARA KHAS  ROOM-1",561,424,0,985,349,248,0,597,557,0,326,5,122,127,2,0,0,1,2,0,4,2,0,6,597
33,"PRIMARY SCHOOL VARVARA KHAS ROOM-3",606,459,0,1065,284,189,0,473,471,0,163,4,212,83,1,0,1,0,0,0,1,2,2,4,473
34,"PRIMARY SCHOOL VARVARA KHAS ROOM-2",888,644,0,1532,509,373,0,882,879,0,392,14,420,17,3,0,5,2,6,2,4,1,4,12,882
35,"PRIMARY SCHOOL SIHORA BAJE  ROOM-1",527,443,0,970,338,243,0,581,580,0,68,12,179,294,3,1,2,2,1,2,5,7,1,4,581
36,"PRIMARY SCHOOL SIHORA BAJE ROOM -2",603,449,0,1052,366,243,0,609,600,0,267,10,176,130,0,2,3,0,1,2,3,3,1,11,609
37,"PRIMARY SCHOOL SIHORA BAJE  ROOM-3",662,474,0,1136,356,284,0,640,633,0,298,8,102,218,1,0,1,0,1,0,3,1,4,3,640
38,"RAJEN‍DRA SINGH INTER COLL EGE MOONDAPAN‍DE   ROOM-1",451,369,0,820,273,214,0,487,482,0,3,13,25,405,0,25,1,1,2,1,7,0,1,3,487
39,"RAJEN‍DRA SINGH INTER COLL EGE MOONDAPAN‍DE  ROOM-2",523,458,0,981,286,249,0,535,519,0,3,5,85,388,4,37,0,0,2,0,8,0,1,2,535
40,"PRIMARY SCHOOL MOONDAPAN‍DE",624,525,0,1149,343,307,0,650,600,0,9,5,32,572,1,12,0,2,2,1,4,5,2,3,650
41,"PRIMARY SCHOOL TAH NAYAK",404,318,0,722,264,232,0,496,495,0,195,2,73,154,2,55,1,1,2,1,5,2,0,3,496
42,"PRIMARY SCHOOL SAIJNA ROOM-1",599,471,0,1070,338,317,0,655,654,0,10,5,300,320,1,3,10,1,0,0,0,4,0,1,655
43,"PRIMARY SCHOOL SAIJNA ROOM-2",573,432,0,1005,323,244,0,567,567,0,64,7,372,99,1,0,13,1,0,0,2,1,4,3,567
44,"PRIMARY SCHOOL MANAKRA",762,650,1,1413,511,394,0,905,10,0,127,10,118,532,2,84,1,1,3,4,6,2,3,12,905
45,"PRIMARY SCHOOL  BHADASNA",632,520,0,1152,426,432,0,858,858,0,11,11,22,787,3,4,1,2,2,2,6,3,3,1,858
46,"PRIMARY SCHOOL N‍YAMTPUR  IK‍ROTIYA ROOM-1",871,627,0,1498,536,338,0,874,869,0,576,6,261,14,2,1,0,0,1,0,1,1,1,10,874
47,"PRIMARY SCHOOL N‍YAMTPUR  IK‍ROTIYA ROOM-2",641,475,0,1116,393,273,0,666,655,0,272,7,229,120,1,13,1,2,4,1,4,1,3,8,666
48,"PRIMARY SCHOOL N‍YAMTPUR IK‍ROTIYA ROOM-3",644,436,0,1080,387,190,0,577,563,0,96,4,186,260,3,13,0,2,0,1,4,4,1,3,577
49,"PRIMARY SCHOOL DOLARI ROOM-1",482,394,0,876,303,224,0,527,527,0,74,9,42,371,2,8,1,2,1,1,7,1,2,6,527
50,"PRIMARY SCHOOL DOLARI ROOM-3",453,395,0,848,252,213,0,465,223,0,36,6,196,204,2,1,0,1,1,0,5,5,3,5,465
51,"PRIMARY SCHOOL DOLARI  ROOM-2",540,371,1,912,328,232,0,560,559,0,128,6,253,142,3,6,4,0,2,2,0,4,4,6,560
52,"PRIMARY SCHOOL DOLARI  ROOM-4",635,535,1,1171,401,297,0,698,688,0,245,5,96,334,3,1,0,0,1,4,2,5,1,1,698
53,"PRIMARY SCHOOL DAULRA ROOM-1",614,488,0,1102,420,298,0,718,714,0,462,13,223,5,0,2,1,0,1,1,0,1,1,8,718
54,"PRIMARY SCHOOL ROOM-2",721,512,0,1233,401,299,0,700,700,0,507,9,176,3,0,1,0,0,1,1,0,0,0,2,700
55,"PRMARY SCHOOL DALAPATPUR ROOM-1",482,359,0,841,369,223,0,592,33,0,291,2,240,50,0,0,5,0,0,0,0,0,2,2,592
56,"PRIMARY SCHOOL DALAPATPUR  ROOM-2",494,449,0,943,302,247,0,549,258,0,258,20,197,57,1,2,5,1,3,1,1,0,1,2,549
57,"PRIMARY SCHOOL DALAPATPUR  ROOM -3",785,628,0,1413,490,370,0,860,6,0,289,8,413,120,2,3,2,1,3,3,3,2,0,11,860
58,"PRIMARY SCHOOL CHAMROA  ROOM-1",622,516,0,1138,383,280,0,663,654,0,244,10,273,128,0,0,1,0,1,1,2,2,1,0,663
59,"PRMARY SCHOOL CHAMROA ROOM -2",650,517,0,1167,439,293,0,732,730,0,345,12,335,19,0,1,2,0,2,1,1,3,5,6,732
60,"PRIMARY SCHOOL KHANPUR LAK‍KHI",541,450,0,991,411,307,0,718,42,0,331,9,341,5,3,0,2,2,3,2,3,2,4,11,718
61,"PRIMARY SCHOOL HALA NAGLA",341,301,0,642,229,193,0,422,380,0,64,4,103,244,1,1,1,1,1,0,0,2,0,0,422
62,"PRIMARY SCHOOL AK‍KA DILARI",826,635,0,1461,467,294,0,761,761,0,45,6,361,295,6,25,9,1,1,4,5,1,0,2,761
63,"PRIMARY SCHOOL MAJHRA MAULAGDH DILARI",321,251,0,572,243,164,0,407,407,0,55,3,338,4,2,0,0,2,0,0,0,1,0,2,407
64,"PRIMARY SCHOOL MILK DILARI",551,401,0,952,302,270,0,572,301,0,114,5,427,5,0,6,9,2,0,2,0,1,0,1,572
65,"PRIMARY SCHOOL YAKOOTPUR CHHAPARRA",514,465,0,979,398,350,0,748,82,0,192,5,336,129,4,58,0,0,2,3,7,5,0,7,748
66,"PRIMARY SCHOOL AKKA PODE BHOJPUR",667,467,0,1134,468,312,0,780,624,0,9,9,89,501,5,138,1,2,3,3,8,6,3,3,780
67,"PRIMARY SCHOOL GHAUSIPURA AK‍KA PAN‍DE BHOJPUR",258,254,0,512,237,218,0,455,446,0,10,11,402,23,1,2,0,0,0,0,1,3,1,1,455
68,"PRIMARY SCHOOL GOVARDHANPUR",529,485,0,1014,447,366,0,813,796,0,168,3,108,498,5,19,0,0,1,4,3,2,1,1,813
69,"PRIMARY SCHOOL ILAR RASOOLAVAD",382,330,0,712,287,234,0,521,521,0,152,0,1,336,0,26,0,0,1,0,3,0,0,2,521
70,"PRIMARY SCHOOL MACHHARIYA ROOM-1",373,297,0,670,285,205,0,490,250,0,42,4,70,351,1,2,1,0,2,1,9,2,3,2,490
71,"PRIMARY SCHOOL MACHHRIYA  ROOM-2",786,673,0,1459,532,363,0,895,895,0,56,17,119,663,7,5,0,3,0,3,15,3,3,1,895
72,"PRIMARY SCHOOL SIRSA INAYTPUR  ROOM-1",642,501,0,1143,419,318,0,737,612,0,2,4,264,435,8,2,0,2,1,2,6,2,3,6,737
73,"PRIMARY SCHOOL SIRSA INAYTPUR  ROOM -2",765,571,0,1336,493,373,0,866,864,0,6,8,263,567,0,4,2,1,0,4,6,1,3,1,866
74,"JUNIOR HIGH SCHOOL DEVAPUR   ROOM -1",500,352,0,852,373,254,0,627,104,0,89,2,39,476,2,1,1,3,0,1,6,5,1,1,627
75,"JUNIOR HIGH SCHOOL DEVAPUR   ROOM -2",494,361,0,855,353,217,0,570,100,0,52,2,164,322,6,0,1,0,0,1,13,2,2,5,570
76,"PRIMARY SCHOOL DEVAPUR ROOM-1",622,452,0,1074,405,289,0,694,688,0,238,4,142,277,1,1,2,2,0,3,10,3,2,9,694
77,"PRIMARY SCHOOL DEVAPUR ROOM-2",562,442,0,1004,333,266,0,599,598,0,344,7,125,101,0,1,0,1,4,0,1,1,1,13,599
78,"PRIMARY SCHOOL DEVAPUR ROOM-3",787,698,0,1485,456,370,0,826,430,0,118,2,291,395,5,1,0,2,0,1,2,3,2,4,826
79,"PRIMARY SCHOOL DEVAPUR ROOM-2",570,463,0,1033,351,243,0,594,490,0,76,5,255,233,3,1,1,3,5,1,4,2,1,4,594
80,"JUNIOR HIGH SCHOOL KHARAGPUR BAJE  ROOM-1",580,494,0,1074,432,337,0,769,769,0,227,3,17,487,2,2,0,2,3,2,12,5,1,6,769
81,"JUNIOR HIGH SCHOOL KHARAGPUR BAJE  ROOM-2",640,503,0,1143,427,325,0,752,749,0,5,11,140,575,1,17,0,0,0,0,1,0,1,1,752
82,"JUNIOR HIGH SCHOOL KHARAGPUR BAJE  ROOM-5",298,266,0,564,184,152,0,336,336,0,28,1,67,224,2,5,0,0,1,0,5,0,0,3,336
83,"PRIMARY SCHOOL ROOSTAMPUR BADHMAR RAILWAY LAIN KE PASS ROOM-1",302,253,0,555,210,163,0,373,370,0,0,0,7,357,1,0,1,0,0,0,5,1,0,1,373
84,"PRIMARY SCHOOL ROOSTAMPUR BADHMAR RAILWAY LAIN KE PASS ROOM-2",521,439,0,960,354,259,0,613,597,0,103,5,3,472,3,1,0,0,2,6,10,2,4,2,613
85,"PRIMARY SCHOOLJAITIYA SADULLAPUR ROOM-1",543,473,0,1016,360,285,0,645,643,0,173,17,49,380,2,0,0,2,0,2,10,3,2,5,645
86,"PRIMARY SCHOOL JAITIYA SADULLAPUR ROOM-2",881,705,0,1586,565,425,0,990,990,0,138,8,233,562,7,4,2,5,2,4,9,4,6,6,990
87,"PRIMARY SCHOOL SIKNDARPUR PATTI",573,429,0,1002,388,298,0,686,686,0,144,11,240,264,2,11,0,2,0,1,1,2,3,5,686
88,"PRIMARY SCHOOL SAIFPUR PALLA",459,385,0,844,355,283,0,638,638,0,15,7,267,314,3,4,0,1,1,4,10,2,5,5,638
89,"PRIMARY SCHOOL VEERPUR VARYAR URF KHARAG ROOM-1",596,425,0,1021,409,235,0,644,613,0,53,6,416,128,5,1,4,1,4,2,6,2,5,11,644
90,"PRIMARY SCHOOL VEERPUR VARYAR URF KHARAG  ROOM-3",547,450,0,997,312,204,0,516,516,0,51,4,386,51,0,2,1,1,2,0,3,3,5,7,516
91,"PRIMARY SCHOOL VEERPUR VARYAR URF KHARAG  ROOM-2",806,601,0,1407,450,264,0,714,714,0,75,3,615,12,1,0,1,1,0,1,1,1,2,1,714
92,"PRIMARY SCHOOL LODHIPUR VASOO",315,264,1,580,242,182,0,424,422,0,79,2,6,307,4,5,0,0,2,2,10,3,0,4,424
93,"PRIMARY SCHOOL CHANDANPUR ISAPUR",755,577,0,1332,592,435,0,1027,1027,0,99,2,63,817,4,0,0,0,2,3,12,7,8,10,1027
94,"PRIMARY SCHOOL NAJRPUR ROOM-1",531,413,0,944,417,277,0,694,691,0,2,5,412,188,2,68,1,1,1,1,5,4,2,2,694
95,"PRIMARY SCHOOL NAJRPUR PURVI",457,370,0,827,353,254,0,607,580,0,6,4,222,310,7,35,2,0,0,1,6,6,2,6,607
96,"PRIMARY SCHOOL SAMDA RAMSHAYA",538,451,0,989,363,260,0,623,100,0,96,5,105,405,0,1,0,0,0,2,1,0,2,6,623
97,"PRIMARY SCHOOL SAMDEE",836,627,0,1463,523,360,0,883,58,0,212,9,85,537,3,5,0,3,4,2,8,2,5,8,883
98,"PRIMARY SCHOOL MUDEEYA MALOOKPUR ROOM-1",321,262,0,583,245,194,0,439,436,0,129,6,234,66,0,0,0,0,0,1,1,1,1,0,439
99,"PRIMARY SCHOOL MUDEEYA MALOOKPUR ROOM-2",286,228,0,514,164,181,0,345,115,0,36,1,49,248,3,1,0,1,0,0,3,1,1,1,345
100,"PRIMARY SCHOOL GHAUSIYAN MUDIYA MALOOKPUR AITMALI",700,555,0,1255,455,371,0,826,12,0,118,7,528,135,5,2,2,1,3,2,4,6,3,10,826
101,"JUNIOR HIGH SCHOOL BHITKHEDA ROOM -1",521,415,0,936,366,294,0,660,107,0,93,15,48,473,3,10,1,1,3,3,5,1,0,4,660
102,"JUNIOR HIGH SCHOOL BHITKHEDA ROOM -2",535,459,0,994,288,269,0,557,557,0,78,3,128,318,2,5,0,1,1,1,4,5,2,9,557
103,"PRIMARY SCHOOL HIRANKHADA",506,429,0,935,287,256,0,543,130,0,20,4,35,450,3,17,0,1,0,1,6,4,1,1,543
104,"PRIMARY SCHOOL GANSH GHAT ROOM -1",652,518,0,1170,402,321,0,723,722,0,275,13,100,298,2,0,0,1,3,5,6,6,1,13,723
105,"PRIMARY SCHOOL GANSH GHAT ROOM-2",692,577,0,1269,455,375,0,830,818,0,22,8,181,588,8,0,1,1,1,3,11,5,0,1,830
106,"PRIMARY SCHOOL SAHRIYA ROOM -1",550,429,0,979,369,336,0,705,699,0,28,3,409,242,6,0,1,2,3,1,2,7,0,1,705
107,"PRIMARY SCHOOL SAHRIYA ROOM -2",438,374,0,812,274,223,0,497,497,0,6,0,96,376,2,0,1,1,3,1,5,1,1,4,497
108,"PRIMARY SCHOOL DHATURA MEGHA NAGLA ROOM -1",650,511,0,1161,491,385,0,876,204,0,16,6,174,623,12,24,0,2,2,2,4,4,1,6,876
109,"PRIMARY SCHOOL DHATURA MEGHA NAGLA ROOM-2",946,719,1,1666,648,422,0,1070,1070,0,189,34,403,350,7,34,1,2,4,6,4,10,6,20,1070
110,"PRIMARY SCHOOL MANPUR PATTY",483,406,0,889,359,280,0,639,639,0,68,7,69,464,4,15,0,3,1,0,6,2,0,0,639
111,"PRIMARY SCHOOL NABBA NAGLA",383,317,0,700,341,242,0,583,583,0,42,2,1,516,2,0,0,1,1,0,7,3,4,4,583
112,"PRIMARY SCHOOL JAITPUR VISAHAT  ROOM -1",634,527,0,1161,537,288,0,825,825,0,1,3,119,673,4,6,0,0,1,2,6,7,2,1,825
113,"PRIMARY SCHOOL JAITPUR VISAHAT  ROOM -2",324,257,0,581,239,155,0,394,394,0,29,1,15,321,2,4,0,0,2,2,11,4,2,1,394
114,"PRIMARY SCHOOL BHAJANPURI",288,234,0,522,213,161,0,374,374,0,43,4,86,215,3,6,1,0,1,3,4,4,1,3,374
115,"PRIMARY SCHOOL RAJODA KAN‍NARDEV",523,429,0,952,380,272,0,652,648,0,53,2,10,555,1,14,0,0,2,2,5,2,0,6,652
116,"PRIMARY SCHOOL DUPEDA",474,374,0,848,393,295,0,688,362,0,6,1,24,646,4,2,0,0,0,0,5,0,0,0,688
117,"PRIMARY SCHOOL RANIYATHER",618,486,0,1104,434,319,0,753,653,0,111,4,40,486,5,36,1,4,2,5,26,9,8,16,753
118,"PRIMARY SCHOOL GADAI KHEDA",659,488,0,1147,511,334,0,845,845,0,9,6,66,709,5,34,2,1,3,0,5,4,1,0,845
119,"PRIMARY SCHOOL KOHNKOO",264,232,0,496,176,146,0,322,200,0,9,1,8,183,2,112,1,0,0,3,2,0,0,1,322
120,"PRIMARY SCHOOL LALPUR TITRI",317,259,0,576,241,183,0,424,394,0,0,0,63,301,1,49,0,0,1,3,2,2,2,0,424
121,"PRIMARY SCHOOL JAGRAMPURA",408,368,0,776,273,234,0,507,507,0,296,2,25,165,0,11,1,0,0,3,1,2,0,1,507
122,"PRIMARY SCHOOL AHROLA",322,277,0,599,264,222,0,486,427,0,2,2,17,455,2,4,0,0,1,0,2,1,0,0,486
123,"PRIMARY SCHOOL LALATIKR MAHESH NAGLI",777,575,0,1352,525,351,0,876,872,0,208,5,114,505,3,4,1,0,3,3,15,3,1,11,876
124,"PRIMARY SCHOOL GATORA",947,629,0,1576,476,277,0,753,700,0,166,4,115,428,6,0,0,1,2,7,9,7,1,7,753
125,"PRIMARY SCHOOL GOVIN‍DPUR KALA",879,617,1,1497,522,328,0,850,682,0,27,9,136,196,8,420,9,5,3,4,11,1,4,17,850
126,"PRIMARY SCHOOL DAULTPUR AJAMATPUR  ROOM -1",454,376,0,830,291,244,0,535,530,0,355,5,83,74,2,2,0,0,5,0,0,3,2,4,535
127,"PRIMARY SCHOOLDAULTPUR AJAMATPUR  ROOM -2",486,370,0,856,272,218,0,490,490,0,139,2,325,20,1,0,0,0,0,0,0,0,1,2,490
128,"PRIMARY SCHOOL MOHM‍MADPUR",497,371,0,868,291,221,0,512,480,0,0,1,181,226,3,77,2,1,2,3,5,3,1,7,512
129,"PRIMARY SCHOOL RASOOLPUR NAGLI",422,333,1,756,294,259,0,553,108,0,46,4,91,382,5,1,0,2,1,2,13,4,2,0,553
130,"PRIMARY SCHOOLRON‍DA  ROOM -1",736,611,0,1347,440,401,0,841,481,0,304,5,260,248,1,1,1,1,0,0,3,1,2,14,841
131,"PRIMARY SCHOOL RONDA  ROOM -2",763,596,1,1360,568,433,0,1001,850,0,14,5,481,443,6,7,5,0,2,2,17,7,6,6,1001
132,"PRIMARY SCHOOL GHON‍DA  ROOM -1",814,599,0,1413,596,439,0,1035,932,0,375,8,88,537,4,4,0,2,0,3,8,3,0,3,1035
133,"PRIMARY SCHOOL GHON‍DA  ROOM-2",431,306,0,737,278,196,0,474,474,0,8,1,57,388,8,0,0,2,0,3,2,0,4,1,474
134,"PRIMARY SCHOOLPARSUPURA BAJE",481,395,0,876,351,254,0,605,600,0,5,1,22,544,1,24,0,1,2,1,1,1,1,1,605
135,"PRIMARY SCHOOL KISVA NAGLA",363,311,0,674,222,182,0,404,104,0,152,7,109,121,0,4,0,0,0,1,0,2,1,7,404
136,"PRIMARY SCHOOL KHAIRKHATA  ROOM-1",561,426,0,987,326,292,0,618,611,0,111,12,351,118,2,0,2,1,2,2,2,4,6,5,618
137,"PRIMARY SCHOOL KHAIRKHATA  ROOM -3",499,419,0,918,289,290,0,579,579,0,67,6,305,178,0,11,2,0,1,1,0,1,0,7,579
138,"PRIMARY SCHOOL KHAIRKHATA  ROOM -2",629,495,0,1124,371,304,0,675,675,0,137,17,446,64,0,5,1,0,0,1,0,1,1,2,675
139,"PRIMARY SCHOOL CHOOHA NAGLA",568,507,0,1075,407,352,0,759,758,0,418,9,298,2,1,0,1,2,2,3,3,5,5,10,759
140,"JUNIOR HIGH SCHOOL SARDAR NAGAR  ROOM -1",737,546,0,1283,518,341,0,859,350,0,117,12,303,382,6,3,5,0,3,3,6,6,5,8,859
141,"JUNIOR HIGH SCHOOL SARDAR NAGAR  ROOM -2",845,579,0,1424,534,296,0,830,622,0,368,33,412,2,1,0,3,0,3,0,0,2,1,5,830
142,"PRIMARY SCHOOL JAITPUR",505,415,0,920,338,289,0,627,620,0,235,11,203,161,1,0,0,0,0,1,2,2,2,9,627
143,"PRIMARY SCHOOL HAMIRPUR  ROOM -1",532,446,0,978,351,310,0,661,657,0,336,15,261,16,5,0,7,0,5,3,2,4,1,6,661
144,"PRIMARY SCHOOL HAMIRPUR  ROOM-2",571,412,0,983,396,277,0,673,673,0,333,7,304,13,2,1,7,0,1,1,0,1,1,2,673
145,"JUNIOR HIGH SCHOOL SARAKDA KHAS  ROOM-1",572,453,0,1025,353,262,0,615,613,0,350,1,125,133,0,1,1,1,0,1,0,1,0,1,615
146,"JUNIOR HIGH SCHOOL SARAKDA KHAS  ROOM-3",541,455,0,996,277,211,0,488,453,0,116,3,146,200,3,6,1,2,2,0,2,3,0,4,488
147,"JUNIOR HIGH SCHOOL SARAKDA KHAS  ROOM-2",561,468,0,1029,250,219,0,469,465,0,69,6,287,98,2,1,1,0,0,2,2,0,0,1,469
148,"JUNIOR HIGH SCHOOL SARAKDA KHAS  ROOM-4",766,581,0,1347,366,306,0,672,672,0,157,13,425,62,0,0,4,0,1,0,1,2,4,3,672
149,"PRIMARY SCHOOL KARNPUR ROOM -1",524,389,0,913,379,257,0,636,636,0,95,10,494,5,1,0,23,0,0,0,0,2,2,4,636
150,"PRIMARY SCHOOL KARNPUR ROOM-2",735,577,0,1312,442,328,0,770,770,0,79,4,660,6,1,0,16,2,0,0,0,1,0,1,770
151,"PRIMARY SCHOOL MUNIMPUR  ROOM-1",534,425,0,959,356,345,0,701,701,0,278,27,378,13,0,1,0,0,0,0,0,1,1,2,701
152,"PRIMARY SCHOOL BOOJPUR ASHA   ROOM -1",679,519,0,1198,437,251,0,688,600,0,134,9,170,230,4,118,3,3,1,0,4,9,1,2,688
153,"PRIMARY SCHOOL BOOJPUR ASHA   ROOM-2",575,420,0,995,391,246,0,637,307,0,470,7,54,97,0,0,1,0,3,0,0,0,0,5,637
154,"PRIMARY SCHOOL BOOJPUR MAN",600,440,0,1040,273,424,0,697,307,0,28,4,155,169,1,331,0,0,1,2,1,2,0,3,697
155,"PRIMARY SCHOOL SALEMPUR",310,267,0,577,242,187,0,429,116,0,62,0,64,112,5,170,3,3,1,0,3,1,0,5,429
156,"PRIMARY SCHOOL MAHESHPUR BHILA",374,344,0,718,314,255,0,569,569,0,208,5,73,212,2,57,0,0,0,1,1,6,1,3,569
157,"PRIMARY SCHOOL MOHD  KULI URF NAGLA",394,330,0,724,258,191,0,449,412,0,155,1,156,89,0,35,1,0,0,1,1,5,0,5,449
158,"PRIMARY SCHOOL  RAMPUR BHILA   ROOM-1",698,538,0,1236,500,338,0,838,802,0,520,14,275,18,1,1,6,0,1,0,0,0,1,1,838
159,"PRIMARY SCHOOL RAMPUR BHILA  ROOM-2",517,460,0,977,359,298,0,657,240,0,353,5,97,176,2,4,0,1,2,3,7,1,1,5,657
160,"PRIMARY SCHOOL MATIPUR URF MAINI",819,610,0,1429,569,348,0,917,917,0,66,7,559,245,4,0,1,1,2,7,12,4,1,8,917
161,"PRIMARY SCHOOLKHARAGPUR JAGATPUR ROOM-1",513,429,0,942,322,273,0,595,501,0,281,7,159,132,1,1,1,1,0,1,2,1,2,6,595
162,"PRIMARY SCHOOL KHARAGPUR JAGATPUR ROOM -2",451,411,0,862,283,250,0,533,490,0,362,6,90,69,0,1,1,0,1,0,0,0,1,2,533
