"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
278,"DHARMSHALA SARNEEMAL ROOM NO.1 NIKAT NIGAR CINEMA",767,685,1,1453,497,374,0,871,846,0,33,43,262,517,1,2,10,0,0,0,0,0,1,2,871
279,"DHARAMSHALA SARNEEMAL ROOM NO.2 NIKAT NIGAR CINEMA",730,642,0,1372,429,319,0,748,743,0,54,110,148,425,1,0,7,0,0,0,0,1,0,2,748
280,"KARYALYA ADHISASHI ABHIYANTA NALKOOP ROOM NO.1",579,512,0,1091,357,303,0,660,400,0,49,349,225,12,0,0,15,1,0,0,1,0,1,7,660
281,"KARYALYA ADHISASHI ABHIYANTA NALKOOP ROOM NO.2",483,439,0,922,326,286,0,612,603,0,44,494,21,16,0,1,31,0,0,0,0,1,0,4,612
282,"KARYALYA ADHISASHI ABHIYANTA NALKOOP ROOM NO.3",558,493,0,1051,353,321,0,674,650,0,41,459,129,9,1,1,24,2,0,0,0,1,0,7,674
283,"KARYALYA ADHISASHI ABHIYANTA NALKOOP ROOM NO.4",720,689,0,1409,397,421,0,818,538,0,31,722,16,11,0,0,33,0,0,0,0,0,2,3,818
284,"PRATHMIK VIDHALAYA ROOM NO.1 AAURANGSHAHPUR DIGGI",479,358,0,837,306,222,0,528,482,0,9,130,337,44,1,0,3,0,0,0,2,0,0,2,528
285,"PRATHMIK VIDHALAYA ROOM NO.2 AAURANGSHAHPUR DIGGI",481,350,0,831,279,198,0,477,447,0,8,122,240,99,0,1,5,0,0,0,0,1,0,1,477
286,"PRATHMIK VIDHALAYA ROOM NO.3 AAURANGSHAHPUR DIGGI",806,630,1,1437,474,342,0,816,814,0,31,214,421,134,0,4,4,0,0,1,0,0,3,4,816
287,"PRATHMIK VIDHALAYA ROOM NO.4 AAURANGSHAHPUR DIGGI",761,689,0,1450,488,449,0,937,903,0,49,632,214,23,0,0,13,1,0,0,0,2,1,2,937
288,"S.H.ACADEMY ENGLISH MEDIUM SCHOOL AJANTA COLONY",547,500,0,1047,329,319,0,648,631,0,59,472,83,13,0,1,18,0,1,0,0,0,0,1,648
289,"KARYALYA VISHVIDHYALYA ROOM NO.1",512,407,0,919,371,287,0,658,644,0,33,416,175,12,0,11,7,0,0,0,0,0,0,4,658
290,"KARYALYA VISHVIDHYALYA ROOM NO.2",764,673,0,1437,428,367,0,795,795,0,64,600,43,15,0,0,61,1,0,0,0,0,0,11,795
291,"KARYALYA VISHVIDHYALYA ROOM NO.3",324,276,0,600,178,177,0,355,353,0,16,294,27,3,0,0,13,0,0,0,0,0,0,2,355
292,"NOOR PUBLIC SCHOOL ROOM NO.1 LAKHIPURA",961,636,0,1597,539,305,0,844,835,0,32,5,345,444,3,0,5,1,1,1,2,0,1,4,844
293,"NOOR PUBLIC SCHOOL ROOM NO.2 LAKHIPURA",731,518,0,1249,390,227,0,617,561,0,19,5,231,358,1,0,0,0,0,0,1,1,1,0,617
294,"VEER A.AHMID MEMORIAL PUBLIC SCHOOL ROOM NO.1 GALI NO.26 LAKHIPURA",536,448,0,984,350,238,0,588,192,0,16,5,181,380,1,1,0,0,0,2,1,0,0,1,588
295,"VEER A.AHMID MEMORIAL PUBLIC SCHOOL ROOM NO.2 GALI NO.26 LAKHIPURA",484,318,0,802,289,144,0,433,432,0,13,5,135,272,4,0,1,2,0,0,0,0,0,1,433
296,"VEER A.AHMID MEMORIAL PUBLIC SCHOOL ROOM NO.3 GALI NO.26 LAKHIPURA",578,464,0,1042,367,260,0,627,623,0,16,1,150,451,2,1,0,0,0,2,0,0,0,4,627
297,"M.A.HIGHER SECONDARY SCHOOL ROOM NO.1 NISHAT COLONY GALI NO.26 LAKHIPURA",628,457,0,1085,359,215,0,574,574,0,18,4,216,330,1,0,3,1,0,0,0,0,0,1,574
298,"M.A.HIGHER SECONDARY SCHOOL ROOM NO.2 NISHAT COLONY GALI NO.26 LAKHIPURA",548,427,0,975,335,234,0,569,569,0,10,0,78,476,2,0,0,1,0,0,0,1,0,1,569
299,"M.A.HIGHER SECONDARY SCHOOL ROOM NO.3 NISHAT COLONY GALI NO.26 LAKHIPURA",469,368,0,837,300,197,0,497,402,0,4,2,82,402,3,0,2,0,0,0,0,2,0,0,497
300,"HOLY CRISENT JUNIOR HIGH SCHOOL ROOM NO.1 NEW ISLAM NAGAR",728,503,0,1231,357,227,0,584,136,0,5,4,292,274,0,0,9,0,0,0,0,0,0,0,584
301,"HOLY CRISENT JUNIOR HIGH SCHOOL ROOM NO.2 NEW ISLAM NAGAR",787,570,0,1357,421,301,0,722,707,0,7,0,340,357,1,0,4,3,0,0,2,2,0,6,722
302,"HOLY CRISENT JUNIOR HIGH SCHOOL ROOM NO.3 NEW ISLAM NAGAR",859,658,0,1517,491,366,0,857,850,0,10,5,483,330,0,2,10,2,3,0,0,1,2,9,857
