"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAGMA","2 - RAJENDRA AGARWAL","3 - MOHD.SHAHID AKHLAK","4 - SHAHID MANZOOR","5 - MOHD.USMAN GHAZI","6 - MOHD. SAJID SAIFI","7 - DR. EX. MAJ HIMANSHU SINGH","8 - ATUL KHODAWAL","9 - ANIL","10 - APHAJAL","11 - IQRA CHOUDHARY","12 - MUKESH KUMAR","13 - SUNIL DUTT","14 - None of the Above","Total Votes Secured"
39,"VARDHMAN ACADEMY ROOM NO.1 RAILWAY ROAD",534,513,0,1047,349,323,0,672,600,0,19,626,10,4,0,0,13,0,0,0,0,0,0,0,672
40,"VARDHMAN ACADEMY ROOM NO.2 RAILWAY ROAD",574,504,0,1078,373,274,0,647,491,0,20,554,19,34,0,0,13,1,0,0,0,0,0,6,647
41,"MAYUR PUBLIC SCHOOL ASHA NAGAR JAILCHUNGI",366,341,0,707,295,251,0,546,512,0,19,490,20,9,0,0,0,0,0,0,0,1,2,5,546
42,"SHAKUNTALA JUNIOR HIGH SCHOOL SARASWATI MANDIR ROOM NO.1 SURAJKUND ROAD",404,344,0,748,272,231,0,503,502,0,25,449,4,7,0,0,7,0,0,0,0,1,1,9,503
43,"SHAKUNTALA JUNIOR HIGH SCHOOL SARASWATI MANDIR ROOM NO.2 SURAJKUND ROAD",486,391,0,877,340,251,0,591,540,0,92,436,12,26,1,1,9,1,0,2,0,0,1,10,591
44,"PRATHMIK VIDHALAYA RAMBAGH SURAJKUND ROAD",467,461,0,928,320,299,0,619,619,0,30,529,25,9,0,0,20,0,0,0,0,0,3,3,619
45,"SHISHULOK ARYA NAGAR ROOM NO.1 SURAJKUND ROAD",384,334,0,718,314,265,0,579,554,0,29,522,10,10,0,0,4,0,0,0,1,0,0,3,579
46,"SHISHULOK ARYA NAGAR ROOM NO.2 SURAJKUND ROAD",422,377,0,799,353,267,0,620,615,0,35,548,9,5,1,0,14,0,0,0,0,0,2,6,620
47,"NEW MODEL JUNIOR HIGH SCHOOL DEVINAGAR",634,583,0,1217,453,436,0,889,884,0,53,778,22,12,1,1,12,1,0,0,0,0,0,9,889
48,"RAJKIYA PASHU CHIKITSALYA BARAMDA SOUTH HAPUR ROAD",674,519,0,1193,421,330,0,751,444,0,20,133,78,515,0,1,2,0,0,0,0,1,0,1,751
49,"RAJKIYA PASHU CHIKITSALYA BARAMDA MADHYA HAPUR ROAD",627,495,0,1122,442,273,0,715,713,0,23,14,145,531,0,0,1,0,0,0,0,0,0,1,715
50,"RAJKIYA PASHU CHIKITSALYA BARAMDA UTTAR HAPUR ROAD",615,522,0,1137,403,304,0,707,701,0,6,16,190,488,2,1,4,0,0,0,0,0,0,0,707
51,"RAJKIYA PASHU CHIKITSALYA BARAMDA UTTAR CORNER HAPUR ROAD",696,571,0,1267,475,323,0,798,788,0,65,108,214,405,0,1,3,0,0,0,1,0,0,1,798
52,"NANDLAL SHEKHRI SARASWATI SHISHU MANDIR ROOM NO.1 RAMNAGAR",307,270,0,577,228,141,0,369,359,0,9,152,55,145,1,4,1,0,0,0,0,1,1,0,369
53,"NANDLAL SHEKHRI SARASWATI SHISHU MANDIR ROOM NO.2 RAMNAGAR",554,467,0,1021,356,250,0,606,580,0,38,329,75,148,0,0,13,0,0,0,0,0,0,3,606
54,"NANDLAL SHEKHRI SARASWATI SHISHU MANDIR ROOM NO.3 RAMNAGAR",439,413,0,852,285,256,0,541,533,0,35,336,36,112,0,0,18,0,1,0,0,0,0,3,541
55,"PRATHMIK VIDHALAYA BAIRUN ROOM NO.1 SHOHRABH GATE HAPUR STAND",512,425,0,937,375,272,0,647,637,0,13,5,77,544,0,0,4,0,0,0,1,0,0,3,647
56,"SIMRAN PUBLIC SCHOOL PURVA MUFITYAN MANDIR WALI GALE ROOM NO.1",557,473,0,1030,404,267,0,671,670,0,23,66,120,452,1,0,1,0,0,0,0,0,1,7,671
57,"SIMRAN PUBLIC SCHOOL PURVA MUFITYAN MANDIR WALI GALE ROOM NO.2",437,360,0,797,303,212,0,515,512,0,23,4,71,408,6,0,0,0,0,0,0,1,0,2,515
58,"KAILASHWATI TRUST DHARAMSHALA ROOM NO.1 GANDHINAGAR",694,590,0,1284,399,309,0,708,701,0,53,616,5,14,0,0,16,0,0,0,2,0,0,2,708
59,"KAILASHWATI TRUST DHARAMSHALA ROOM NO.2 GANDHINAGAR",610,519,0,1129,364,299,0,663,663,0,39,460,35,110,1,0,14,1,0,0,0,0,1,2,663
60,"FLORA DAILS SCHOOL ROOM NO. 1 MURARIPURAM",615,544,0,1159,407,346,0,753,686,0,39,679,6,3,1,0,18,0,0,0,0,0,0,7,753
61,"FLORA DAILS SCHOOL ROOM NO.2 MURARIPURAM",525,541,0,1066,319,315,0,634,536,0,38,559,0,15,0,0,16,0,1,0,0,0,0,5,634
62,"FLORA DAILS SCHOOL ROOM NO.3 MURARIPURAM",220,206,0,426,147,134,0,281,279,0,10,266,1,1,0,0,3,0,0,0,0,0,0,0,281
63,"FLORA DAILS SCHOOL ROOM NO.4 MURARIPURAM",608,595,0,1203,400,358,0,758,742,0,26,706,4,4,0,0,13,0,0,0,0,0,0,5,758
64,"HAPPY WHALEY JUNIOR HIGH SCHOOL ROOM NO.1 PHOOL BAGH COLONY",662,605,0,1267,501,430,0,931,923,0,47,839,17,6,0,0,17,0,0,0,0,0,1,4,931
65,"HAPPY WHALEY JUNIOR HIGH SCHOOL ROOM NO.2 PHOOL BAGH COLONY",533,447,1,981,386,325,0,711,697,0,24,653,13,4,0,0,13,0,0,1,0,0,1,2,711
66,"MODEL PUBLIC SCHOOL ROOM NO.1 GALE NO.3 NEHRU NAGAR",493,447,0,940,340,277,0,617,450,0,19,555,21,12,0,0,5,1,0,0,0,0,1,3,617
67,"MODEL PUBLIC SCHOOL ROOM NO.2 GALE NO.3 NEHRU NAGAR",513,442,0,955,367,283,0,650,600,0,19,590,14,15,0,0,10,0,0,0,0,0,0,2,650
68,"ROHIT BAL VIHAR JUNIOR HIGH SCHOOL ROOM NO.1 NEHRU NAGAR GARH ROAD",822,786,0,1608,586,495,0,1081,1078,0,31,1010,12,6,0,0,16,0,0,2,0,0,1,3,1081
69,"ROHIT BAL VIHAR JUNIOR HIGH SCHOOL ROOM NO.2 NEHRU NAGAR GARH ROAD",567,499,0,1066,357,233,0,590,568,0,27,501,39,4,1,0,14,0,0,0,0,0,0,4,590
70,"ROHIT BAL VIHAR JUNIOR HIGH SCHOOL ROOM NO.3 NEHRU NAGAR GARH ROAD",380,382,1,763,297,281,0,578,199,0,21,532,5,3,0,0,15,0,0,0,0,0,0,2,578
71,"ROHIT BAL VIHAR JUNIOR HIGH SCHOOL ROOM NO.4 NEHRU NAGAR GARH ROAD",559,530,1,1090,383,348,0,731,731,0,21,689,3,5,0,0,7,0,0,0,1,0,2,3,731
72,"ROHIT BAL VIHAR JUNIOR HIGH SCHOOL ROOM NO.5 NEHRU NAGAR GARH ROAD",217,191,0,408,144,125,0,269,261,0,13,243,4,1,0,0,5,0,0,0,0,0,0,3,269
73,"KARYALA APAR NIDHESHAK UDHYOG (WEST DIVISION) SURAJ KUND ROAD, MEERUT MANDAL, MEERUT",588,573,0,1161,386,347,0,733,706,0,23,649,16,22,1,0,18,0,0,0,1,0,0,3,733
74,"JAIMINEE INTER COLLEGE ROOM NO.1 PHOOL BAGH COLONY",469,407,0,876,310,253,0,563,562,0,32,482,28,8,0,0,9,0,0,2,0,0,1,1,563
75,"JAIMINEE INTER COLLEGE ROOM NO.2 PHOOL BAGH COLONY",404,366,0,770,300,248,0,548,548,0,36,471,10,7,0,0,13,2,1,0,0,0,2,6,548
76,"JAIMINEE INTER COLLEGE ROOM NO.3 PHOOL BAGH COLONY",584,533,0,1117,380,350,0,730,730,0,41,637,16,13,0,0,16,0,0,0,0,1,2,4,730
77,"JAIMINEE INTER COLLEGE ROOM NO.4 PHOOL BAGH COLONY",441,397,0,838,317,268,0,585,585,0,33,493,35,3,0,1,11,0,0,0,1,1,1,6,585
78,"JILA UDHOYG KENDRA KARYALYA ROOM NO.1 SURAJKUND ROAD",645,579,1,1225,453,361,0,814,813,0,20,737,36,9,0,4,5,0,1,0,0,0,0,2,814
79,"JILA UDHOYG KENDRA KARYALYA ROOM NO.2 SURAJKUND ROAD",397,381,0,778,263,236,0,499,496,0,11,467,12,1,0,0,7,0,0,0,0,0,0,1,499
80,"RAM SAHAY INTER COLLEGE ROOM NO.1 GARH ROAD",611,514,0,1125,389,309,0,698,497,0,47,584,45,10,0,0,7,0,0,1,1,1,1,1,698
81,"RAM SAHAY INTER COLLEGE ROOM NO.2 GARH ROAD",700,553,0,1253,432,340,0,772,771,0,14,622,101,16,1,1,14,0,0,0,0,0,1,2,772
82,"RAM SAHAY INTER COLLEGE ROOM NO.3 GARH ROAD",394,319,0,713,245,183,0,428,428,0,27,374,12,6,1,0,4,0,0,0,0,0,1,3,428
83,"RAM SAHAY INTER COLLEGE ROOM NO.4 GARH ROAD",425,356,0,781,301,241,0,542,542,0,17,455,52,4,0,0,6,0,0,0,0,1,0,7,542
84,"SHANTA SMARAK INTER COLLEGE ROOM NO.1 KAILASHPURI",514,482,0,996,324,306,0,630,627,0,17,553,11,31,0,0,13,0,1,0,0,0,0,4,630
85,"SHANTA SMARAK INTER COLLEGE ROOM NO.2 KAILASHPURI",387,394,0,781,260,231,0,491,470,0,21,441,8,12,0,0,6,0,0,0,0,0,1,2,491
86,"SHANTA SMARAK INTER COLLEGE ROOM NO.3 KAILASHPURI",400,371,0,771,320,293,0,613,589,0,49,534,4,3,0,0,19,0,0,0,0,0,1,3,613
87,"SHANTA SMARAK INTER COLLEGE ROOM NO.4 KAILASHPURI",533,464,0,997,388,326,0,714,709,0,43,636,9,7,0,0,17,0,0,1,0,0,0,1,714
88,"SHANTA SMARAK INTER COLLEGE ROOM NO.5 KAILASHPURI",482,485,1,968,331,323,0,654,607,0,41,568,28,3,0,0,10,0,0,0,0,1,0,3,654
89,"MAIRI GOLD PUBLIC SCHOOL ROOM NO.1 RAMBAGH",585,474,0,1059,392,302,0,694,692,0,39,521,93,26,0,1,7,0,0,0,0,2,2,3,694
90,"MAIRI GOLD PUBLIC SCHOOL ROOM NO.2 RAMBAGH",839,670,0,1509,521,482,0,1003,1000,0,36,875,40,25,2,0,21,0,0,0,0,0,0,4,1003
91,"MOTHER TERESA PUBLIC SCHOOL BHAWANI NAGAR",569,501,0,1070,405,314,0,719,719,0,54,29,163,453,2,2,13,0,0,0,0,0,0,3,719
92,"BABY HAPPY HOME PUBLIC SCHOOL KARIM NAGAR ROOM NO.1",757,640,0,1397,534,367,0,901,901,0,30,3,165,660,1,20,15,1,1,0,0,0,0,5,901
93,"BABY HAPPY HOME PUBLIC SCHOOL KARIM NAGAR ROOM NO.2",782,620,0,1402,441,250,0,691,682,0,29,5,140,507,1,1,5,0,0,0,0,0,0,3,691
94,"BABY HAPPY HOME PUBLIC SCHOOL KARIM NAGAR ROOM NO.3",501,382,0,883,327,193,0,520,405,0,12,2,133,371,1,1,0,0,0,0,0,0,0,0,520
95,"PRATHMIK KANYA VIDHALAYA MADHO NAGAR",422,383,1,806,294,260,0,554,550,0,24,496,12,14,1,0,2,0,0,0,0,0,4,1,554
96,"HAPPY CHILD PUBLIC SCHOOL UMAR NAGAR, INDRALOK ROOM NO.1",730,553,0,1283,530,339,0,869,857,0,17,3,307,525,1,1,7,2,0,0,1,0,1,4,869
97,"HAPPY CHILD PUBLIC SCHOOL UMAR NAGAR, INDRALOK ROOM NO.2",653,520,0,1173,458,260,0,718,718,0,18,8,193,482,3,3,6,0,0,0,0,0,0,5,718
98,"HAPPY CHILD PUBLIC SCHOOL UMAR NAGAR, INDRALOK ROOM NO.3",744,569,0,1313,558,313,0,871,869,0,21,5,95,743,1,1,3,1,0,0,1,0,0,0,871
99,"HAPPY CHILD PUBLIC SCHOOL UMAR NAGAR, INDRALOK ROOM NO.4",796,588,0,1384,563,379,0,942,912,0,17,6,135,769,1,0,2,0,0,0,1,1,0,10,942
100,"KARYALYA BEHIND NAUCHANDI PATEL MANDAP ROOM NO.1",685,490,0,1175,466,269,0,735,733,0,19,1,70,637,3,2,1,0,0,0,0,1,0,1,735
101,"KARYALYA BEHIND NAUCHANDI PATEL MANDAP ROOM NO.2",701,525,0,1226,464,277,0,741,471,0,28,3,105,597,1,0,5,0,1,0,0,0,0,1,741
102,"N.S. PUBLIC SCHOOL KARIM NAGAR GALE NO.10, ROOM NO.1",810,605,0,1415,490,254,0,744,732,0,19,6,237,467,2,0,10,0,0,0,0,0,1,2,744
103,"N.S. PUBLIC SCHOOL KARIM NAGAR GALE NO.10, ROOM NO.2",927,686,1,1614,628,342,0,970,826,0,10,3,662,289,1,3,1,0,1,0,0,0,0,0,970
104,"N.S. PUBLIC SCHOOL KARIM NAGAR GALE NO.10, ROOM NO.3",260,162,0,422,134,78,0,212,211,0,1,1,122,86,0,0,1,0,0,0,0,0,0,1,212
105,"MADARSA ARBIYA KASMIYA GALE NO.13, KARIM NAGAR",893,658,0,1551,595,348,0,943,930,0,6,3,603,323,0,2,1,1,0,0,1,1,0,2,943
106,"BHARTIYA SHIKSHA SANSTHAN JUNIOR HIGH SCHOOL NEAR DURGA MANDIR NAUCHANDI",618,533,1,1152,315,258,0,573,572,0,20,329,85,131,0,0,4,0,0,0,0,0,1,3,573
107,"NANK CHAND SHIKSHA SADAN JUNIOR HIGH SCHOOL ROOM NO.1",814,639,0,1453,583,375,0,958,240,0,49,7,138,743,1,7,7,0,0,1,1,0,0,4,958
108,"NANK CHAND SHIKSHA SADAN JUNIOR HIGH SCHOOL ROOM NO.2",379,295,0,674,295,202,0,497,497,0,5,2,143,334,0,11,2,0,0,0,0,0,0,0,497
109,"MARIYAM PUBLIC SCHOOL AHMAD NAGAR GALE NO.11 ROOM NO.1",835,554,0,1389,608,287,0,895,789,0,16,3,130,727,5,1,2,1,1,8,0,0,0,1,895
110,"MARIYAM PUBLIC SCHOOL AHMAD NAGAR GALE NO.11 ROOM NO.2",674,467,0,1141,504,286,0,790,365,0,12,5,76,690,1,0,4,0,0,0,0,0,0,2,790
111,"H.M. PUBLIC JUNIOR HIGH SCHOOL AHMAD NAGAR GALE NO.14 ROOM NO.1",504,400,0,904,322,206,0,528,528,0,6,3,61,454,1,0,1,1,0,0,0,1,0,0,528
112,"H.M. PUBLIC JUNIOR HIGH SCHOOL AHMAD NAGAR GALE NO.14 ROOM NO.2",577,430,0,1007,417,245,0,662,647,0,3,6,59,585,0,0,7,0,0,0,0,1,0,1,662
113,"H.M.PUBLIC JUNIOR HIGH SCHOOL AHMAD NAGAR GALE NO.14 ROOM NO.3",304,232,0,536,203,105,0,308,302,0,9,0,47,244,0,0,5,0,0,0,0,0,1,2,308
114,"NEW D.M. PUBLIC SCHOOL AHMAD NAGAR GALE NO.7 KANCH KE PUL SE FATEHULLAHPUR ROAD  PAR ROOM NO.1",634,468,0,1102,465,280,0,745,744,0,15,7,127,588,3,0,1,1,1,0,0,0,0,2,745
115,"NEW D.M. PUBLIC SCHOOL AHMAD NAGAR GALE NO.7 KANCH KE PUL SE FATEHULLAHPUR ROAD  PAR ROOM NO.2",402,311,0,713,269,162,0,431,431,0,6,9,118,293,0,0,1,0,0,0,1,1,0,2,431
116,"NEW D.M. PUBLIC SCHOOL AHMAD NAGAR GALE NO.7 KANCH KE PUL SE FATEHULLAHPUR ROAD  PAR ROOM NO.3",715,590,0,1305,503,384,0,887,147,0,17,2,252,608,1,0,1,1,1,0,0,1,2,1,887
117,"M.A.HIGH SCHOOL ROOM NO.4 LAKHIPURA",730,547,0,1277,464,267,0,731,705,0,14,10,79,612,5,0,6,0,0,0,1,1,1,2,731
118,"M.A.HIGH SCHOOL ROOM NO.5 LAKHIPURA",336,253,0,589,197,107,0,304,304,0,2,1,31,268,1,0,0,0,0,0,1,0,0,0,304
119,"MADARSA JAMIYA ARBIYA KASIM ULLOOM ROOM NO.1 AHMAD NAGAR",582,464,0,1046,371,216,0,587,231,0,6,3,141,434,1,1,1,0,0,0,0,0,0,0,587
120,"MADARSA JAMIYA ARBIYA KASIM ULLOOM ROOM NO.2 AHMAD NAGAR",316,237,0,553,208,157,0,365,360,0,2,0,83,277,1,0,0,0,0,0,1,0,0,1,365
121,"MADARSA JAMIYA ARBIYA KASIM ULLOOM ROOM NO.3 AHMAD NAGAR",710,532,0,1242,445,278,0,723,700,0,11,5,188,509,1,2,1,0,0,0,1,1,1,3,723
122,"MADARSA JAMIYA ARBIYA KASIM ULLOOM ROOM NO.4 AHMAD NAGAR",802,590,0,1392,550,324,0,874,874,0,8,2,173,682,2,0,3,1,0,0,0,0,0,3,874
123,"MADARSA JAMIYA ARBIYA KASIM ULLOOM ROOM NO.5 AHMAD NAGAR",484,303,0,787,320,144,0,464,463,0,8,1,119,332,1,0,0,0,0,0,0,1,0,2,464
124,"ROJI PUBLIC SCHOOL ROOM NO.1 GALI NO. 3 ASHIYANA COLONY, MEERUT",681,486,0,1167,435,267,0,702,702,0,8,4,266,408,2,1,4,1,0,3,0,1,3,1,702
125,"ROJI PUBLIC SCHOOL ROOM NO.2 GALI NO. 3 ASHIYANA COLONY, MEERUT",548,390,0,938,365,190,0,555,71,0,6,4,163,379,1,1,1,0,0,0,0,0,0,0,555
126,"ROJI PUBLIC SCHOOL ROOM NO.3 GALI NO. 3 ASHIYANA COLONY, MEERUT",678,489,0,1167,422,263,0,685,684,0,10,5,113,547,1,0,1,2,0,0,0,0,1,5,685
127,"M.N.Q.URDU ENGLISH MEDIUM MADHYAMIK EDUCATION WITH ISLAMIC EDUCATION ROOM NO.3 ASHIYANA COLONY GALI NO.3",780,597,0,1377,511,348,0,859,815,0,18,3,150,673,2,1,2,0,1,0,0,1,2,6,859
128,"M.N.Q.URDU ENGLISH MEDIUM MADHYAMIK EDUCATION WITH ISLAMIC EDUCATION ROOM NO.4 ASHIYANA COLONY GALI NO.3",385,291,0,676,267,173,0,440,440,0,6,7,71,349,1,1,4,0,0,0,0,0,0,1,440
129,"B.H.S. JUNIOR HIGH SCHOOL ROOM NO.1 GALI NO.2 SOUTH ISLAMABAD GOLA KAUN",457,348,0,805,313,194,0,507,427,0,23,0,42,437,0,2,1,0,0,0,1,0,0,1,507
130,"B.H.S. JUNIOR HIGH SCHOOL ROOM NO.2 GALI NO.2 SOUTH ISLAMABAD GOLA KAUN",582,448,0,1030,429,290,0,719,413,0,19,1,81,611,1,1,0,0,1,0,0,0,0,4,719
131,"B.H.S. JUNIOR HIGH SCHOOL ROOM NO.3 GALI NO.2 SOUTH ISLAMABAD GOLA KAUN",526,417,0,943,391,258,0,649,280,0,28,2,56,555,1,0,2,0,0,0,0,0,1,4,649
132,"JAVED ACEDAMY ANGLO ISLAMIC EDU0 CENTER AZAD ROAD MEERUT ROOM NO 1",472,366,0,838,364,192,0,556,495,0,22,4,58,465,0,0,3,0,0,0,0,0,0,4,556
133,"JAVED ACEDAMY ANGLO ISLAMIC EDU0 CENTER AZAD ROAD MEERUT ROOM NO 2",564,387,0,951,379,191,0,570,570,0,32,5,158,370,2,0,3,0,0,0,0,0,0,0,570
134,"JAVED ACEDAMY ANGLO ISLAMIC EDU0 CENTER AZAD ROAD MEERUT ROOM NO 3",589,450,0,1039,412,227,0,639,119,0,24,1,147,453,3,0,5,2,0,0,0,0,0,4,639
