"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
313,"JAWHAR LAL  NEHRU BALIKA HAIGH S0 SCHOOL SHASTRINAGAR",627,545,0,1172,390,303,0,693,693,0,78,67,494,13,0,40,0,0,1,0,0,0,0,0,0,0,693
314,"JAWHAR LAL  NEHRU BALIKA HAIGH S0 SCHOOL SHASTRINAGAR",834,718,0,1552,515,465,0,980,757,0,115,86,705,10,0,60,2,1,0,0,0,0,0,0,0,1,980
315,"UTTAM PRIMERY SCHOOL SHASTRI",859,796,0,1655,500,438,0,938,721,0,101,129,607,16,1,83,0,0,0,0,0,0,0,0,1,0,938
316,"UTTAM PRIMERY SCHOOL SHASTRI",460,443,0,903,296,271,0,567,567,0,10,71,426,11,1,47,0,0,0,0,0,0,0,0,1,0,567
317,"UTTAM PRIMERY SCHOOL SHASTRI",453,398,0,851,287,257,0,544,528,0,92,52,360,18,2,17,2,0,0,0,0,0,0,0,1,0,544
318,"UTTAM PRIMERY SCHOOL SHASTRI",365,316,0,681,194,159,0,353,333,0,24,53,236,8,0,26,1,0,0,0,1,0,0,0,2,2,353
319,"UTTAM PRIMERY SCHOOL SHASTRI",431,402,0,833,285,265,0,550,280,0,41,47,426,5,1,28,0,0,0,0,0,0,0,1,0,1,550
320,"NEHRU WORLD SCHOOL E BLOCK SHASTRINAGAR",580,536,0,1116,410,393,0,803,752,0,15,54,603,38,1,84,1,0,0,0,0,0,0,0,1,6,803
321,"NEHRU WORLD SCHOOL E BLOCK SHASTRINAGAR",580,520,0,1100,310,272,0,582,384,0,31,48,414,38,1,43,0,0,0,1,0,0,0,0,1,5,582
322,"NEHRU WORLD SCHOOL E BLOCK SHASTRINAGAR",721,713,0,1434,473,413,0,886,868,0,23,90,688,13,1,59,0,0,0,0,0,1,0,0,1,10,886
323,"NEHRU WORLD SCHOOL E BLOCK SHASTRINAGAR",636,564,0,1200,371,338,0,709,552,0,26,54,552,21,3,45,1,0,0,0,0,0,0,0,0,7,709
324,"NEHRU WORLD SCHOOL E BLOCK SHASTRINAGAR",633,539,0,1172,441,313,0,754,726,0,33,49,588,13,0,67,3,0,0,0,0,0,0,0,0,1,754
325,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",482,473,0,955,349,330,0,679,670,0,9,47,565,8,0,49,0,0,0,0,0,0,0,1,0,0,679
326,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",704,679,0,1383,491,450,0,941,934,0,57,59,738,9,2,76,0,0,0,0,0,0,0,0,0,0,941
327,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",273,248,0,521,174,150,0,324,324,0,20,17,259,8,1,19,0,0,0,0,0,0,0,0,0,0,324
328,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",200,179,0,379,143,133,0,276,132,0,7,21,221,5,1,20,0,1,0,0,0,0,0,0,0,0,276
329,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",422,385,0,807,277,235,0,512,477,0,29,40,394,6,0,42,0,0,0,0,0,0,0,0,0,1,512
330,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",567,516,0,1083,411,353,0,764,764,0,22,52,610,2,0,74,0,4,0,0,0,0,0,0,0,0,764
331,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",346,329,0,675,239,216,0,455,388,0,13,33,367,5,0,36,1,0,0,0,0,0,0,0,0,0,455
332,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",896,757,0,1653,571,392,0,963,900,0,20,60,795,14,1,65,2,0,0,1,0,0,0,0,2,3,963
333,"CAMPUS SCHOOL AVANTIKA CHIRANJEEV VIHAR",494,444,0,938,247,213,0,460,386,0,11,34,382,2,0,29,0,0,0,0,0,0,0,1,1,0,460
334,"SANSKRITI INSTITUTE OF ADVANCE  SAHAKARINAGAR AVINTIKA",982,894,0,1876,571,533,0,1104,511,0,48,90,873,8,1,79,1,0,0,0,0,0,0,0,1,3,1104
335,"SANSKRITI INSTITUTE OF ADVANCE  SAHAKARINAGAR AVINTIKA",809,712,0,1521,539,441,0,980,962,0,17,40,844,14,2,60,0,0,0,0,0,0,1,0,0,2,980
336,"VIJAY COLLEGE OF EDUCATION MAHENDRA ENCLAVE",1050,919,0,1969,637,548,0,1185,612,0,58,71,958,44,0,46,0,0,0,0,0,0,0,2,1,5,1185
337,"VIJAY COLLEGE OF EDUCATION MAHENDRA ENCLAVE",744,569,0,1313,444,328,0,772,762,0,69,34,585,45,1,29,0,0,0,0,0,1,0,4,2,2,772
338,"VIJAY COLLEGE OF EDUCATION MAHENDRA ENCLAVE",1026,796,0,1822,660,463,0,1123,902,0,153,60,847,13,1,37,0,1,1,0,1,0,1,2,4,2,1123
339,"VIJAY COLLEGE OF EDUCATION MAHENDRA ENCLAVE",879,643,0,1522,485,405,0,890,890,0,60,41,732,26,2,27,0,0,0,0,0,0,0,1,0,1,890
340,"KANIYA PRIMERY SCHOOL RAJAPUR",1368,1059,0,2427,834,520,0,1354,1029,0,81,216,921,88,0,22,2,0,2,1,3,5,3,2,4,4,1354
341,"KANIYA PRIMERY SCHOOL RAJAPUR",460,357,0,817,226,173,0,399,398,0,25,55,278,22,0,11,0,0,1,1,1,0,2,0,0,3,399
342,"KANIYA PRIMERY SCHOOL RAJAPUR",754,597,0,1351,432,313,0,745,453,0,17,108,541,50,0,22,1,1,0,1,0,0,1,0,2,1,745
343,"KANIYA PRIMERY SCHOOL RAJAPUR",130,76,0,206,79,41,0,120,120,0,25,11,71,6,0,5,0,0,0,0,1,0,0,0,1,0,120
344,"RAVINDRA NATH TAGOUR SCHOOL SHASTRINAGAR K BLOCK SHASTRINAGAR",212,170,0,382,121,103,0,224,224,0,44,33,122,19,0,6,0,0,0,0,0,0,0,0,0,0,224
345,"RAVINDRA NATH TAGOUR SCHOOL SHASTRINAGAR K BLOCK SHASTRINAGAR",1053,790,0,1843,629,441,0,1070,1045,0,452,128,374,62,0,37,1,0,1,0,2,2,1,3,1,6,1070
346,"RAVINDRA NATH TAGOUR SCHOOL SHASTRINAGAR K BLOCK SHASTRINAGAR",509,375,0,884,299,191,0,490,451,0,164,45,254,10,0,12,0,0,0,1,0,1,0,1,0,2,490
347,"RAVINDRA NATH TAGOUR SCHOOL SHASTRINAGAR K BLOCK SHASTRINAGAR",298,208,0,506,202,121,0,323,315,0,21,39,216,12,2,26,2,0,0,1,0,0,1,1,1,1,323
348,"PRIMERY SCHOOL RAJAPRU",675,471,0,1146,404,265,0,669,644,0,75,63,467,15,0,31,2,1,0,1,0,0,0,4,5,5,669
349,"PRIMERY SCHOOL RAJAPRU",808,641,0,1449,516,340,0,856,856,0,82,75,628,26,0,36,0,1,0,1,1,0,1,1,1,3,856
350,"JUNIOR HAIGH SCHOOL MAHEROLI",521,410,0,931,382,287,0,669,625,0,42,27,575,21,0,2,0,0,0,0,0,0,0,0,1,1,669
351,"JUNIOR HAIGH SCHOOL MAHEROLI",489,356,0,845,310,198,0,508,496,0,25,21,422,28,1,4,0,0,0,1,0,0,0,1,2,3,508
352,"JUNIOR HAIGH SCHOOL MAHEROLI",866,627,0,1493,504,325,0,829,802,0,284,29,486,9,0,7,1,0,0,1,1,1,1,4,2,3,829
353,"JUNIOR HAIGH SCHOOL MAHEROLI",978,787,0,1765,660,500,0,1160,1151,0,237,60,779,16,1,62,2,0,0,0,0,0,0,1,1,1,1160
354,"PRIMERY SCHOOL NAIFAL",581,446,0,1027,438,325,0,763,130,0,435,37,273,2,0,5,0,0,0,2,0,0,1,2,2,4,763
355,"PRIMERY SCHOOL BAYANA",637,497,0,1134,476,294,0,770,744,0,384,35,304,12,3,8,6,0,0,0,0,1,0,3,8,6,770
356,"PRIMERY SCHOOL SADIKPUR URF KAZIPUR",627,497,0,1124,461,357,0,818,503,0,48,30,701,26,0,8,0,0,0,1,0,0,0,2,1,1,818
357,"PRIMERY SCHOOL LAL KUWA GHAZIABAD",1390,844,0,2234,778,433,0,1211,1204,0,90,28,962,68,1,33,12,0,1,0,2,1,0,3,6,4,1211
358,"PRIMERY SCHOOL LAL KUWA GHAZIABAD",262,181,0,443,141,90,0,231,231,0,3,5,170,36,0,10,1,0,1,0,1,0,0,1,1,2,231
359,"PRIMERY SCHOOL LAL KUWA GHAZIABAD",966,573,1,1540,466,284,0,750,738,0,48,48,569,47,0,18,2,1,0,0,0,0,5,3,7,2,750
360,"PRIMERY SCHOOL LAL KUWA GHAZIABAD",884,509,0,1393,452,274,0,726,673,0,31,24,551,61,0,28,7,0,0,2,1,1,1,3,8,8,726
361,"PRIMERY SCHOOL LAL KUWA GHAZIABAD",1041,639,0,1680,531,350,0,881,881,0,95,36,644,55,1,22,3,0,1,7,4,0,0,2,2,9,881
362,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",899,624,0,1523,564,321,0,885,660,0,25,96,670,75,1,1,0,0,0,1,0,0,0,0,4,12,885
363,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",411,274,0,685,281,171,0,452,450,0,13,40,309,80,2,1,0,0,0,1,0,0,0,0,2,4,452
364,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",491,341,0,832,289,176,0,465,464,0,11,38,349,41,1,11,0,0,0,0,0,0,0,2,6,6,465
365,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",750,506,0,1256,402,240,0,642,641,0,49,46,457,46,2,26,1,0,0,2,2,4,0,1,3,3,642
366,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",822,646,0,1468,481,356,0,837,743,0,50,25,669,56,0,33,0,0,0,0,0,0,0,3,0,1,837
367,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",542,374,0,916,396,270,0,666,664,0,158,38,440,22,0,0,0,0,1,0,0,0,1,3,1,2,666
368,"KISHAN ADARSH HAIGH S0 SCHOOL SHAHPUR BAMHETA",462,359,0,821,275,277,0,552,451,0,114,62,301,52,0,8,1,1,1,0,1,0,3,4,2,2,552
369,"PRIMERY SCHOOL SHAHPUR BAMHETA",599,427,0,1026,375,235,0,610,609,0,280,41,251,17,3,13,0,0,0,0,0,0,0,0,2,3,610
370,"PRIMERY SCHOOL SHAHPUR BAMHETA",767,630,0,1397,552,378,0,930,26,0,38,33,671,155,0,2,2,2,0,0,1,0,1,11,8,6,930
371,"PRIMERY SCHOOL SHAHPUR BAMHETA",842,647,0,1489,552,378,0,930,26,0,38,33,671,155,0,2,2,2,0,0,1,0,1,11,8,6,930
