"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
40,"JAIN INTER COLLEGE KHALAPAR K M 10",433,368,0,801,298,207,0,505,488,0,443,7,47,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,505
41,"JAIN INTER COLLEGE KHALAPAR K M 19",804,646,0,1450,503,357,0,860,860,0,755,11,75,3,0,1,0,3,0,1,0,0,1,0,1,4,4,0,0,1,860
42,"JAIN INTER COLLEGE KHALAPAR PASCHIMI KI LINE ME K M 21",766,568,0,1334,541,358,0,899,899,0,714,13,158,7,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,899
43,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 1",619,456,0,1075,338,214,0,552,539,0,410,10,108,14,0,0,0,1,0,0,0,0,0,0,0,1,7,0,1,0,552
44,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 5",790,680,0,1470,457,315,0,772,766,0,480,30,227,17,1,0,0,2,0,1,2,0,0,0,1,5,4,0,0,2,772
45,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 2",515,357,0,872,254,171,0,425,409,0,262,6,111,36,0,0,0,3,0,0,0,0,0,0,1,4,1,0,0,1,425
46,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 8",371,288,0,659,124,97,0,221,221,0,175,3,34,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,221
47,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 6",677,469,0,1146,386,288,0,674,674,0,588,4,61,3,0,0,1,0,1,0,0,1,0,0,4,2,8,0,1,0,674
48,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 9",338,245,0,583,185,152,0,337,335,0,296,1,30,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,1,337
49,"JAIN INTER COLLEGE KHALAPAR PASCHIMI KI LINE ME K M 22",472,395,0,867,275,174,0,449,440,0,381,8,53,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,449
50,"JAIN INTER COLLEGE KHALAPAR UTTAR ME NAYA BHAWAN K M 1",382,340,0,722,227,149,0,376,374,0,327,4,39,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,376
51,"KHALAPAR P K P NIKAT JAIN INTER COLLEGE  K N 1",821,548,0,1369,442,264,0,706,706,0,554,8,127,3,0,0,0,2,3,1,0,0,0,0,1,5,1,0,0,1,706
52,"KHALAPAR P K P NIKAT JAIN INTER COLLEGE  K N 2",1009,703,0,1712,555,414,0,969,969,0,864,8,73,1,1,0,0,1,1,2,2,0,0,0,3,9,1,1,1,1,969
53,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI K N 1",881,553,0,1434,535,350,0,885,752,0,809,13,33,0,0,0,1,0,2,0,0,1,0,0,0,7,14,0,3,2,885
54,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI K N 6",812,577,0,1389,511,322,0,833,610,0,744,15,51,1,0,0,1,1,0,1,1,1,0,0,2,8,4,1,2,0,833
55,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI K N 2",596,412,0,1008,335,219,0,554,552,0,475,14,49,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,554
56,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI PASCHIMI KI LINE HAL KAMRA",557,387,0,944,300,164,0,464,453,0,398,8,47,6,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,464
57,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI K N 4",645,452,0,1097,385,221,0,606,600,0,513,22,64,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,606
58,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR DAKSHINI K N 7",603,424,1,1028,382,255,0,637,637,0,543,13,62,2,1,0,0,1,0,0,1,1,0,2,0,3,2,2,2,2,637
59,"TASMIYA JUNIOR HIGH SCHOOL KHALAPAR",705,537,0,1242,466,316,0,782,782,0,715,5,52,4,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,782
60,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 3",910,670,0,1580,532,424,0,956,956,0,872,8,59,1,1,0,1,2,1,2,0,0,0,0,0,4,1,1,0,3,956
61,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 5",540,362,0,902,285,192,0,477,474,0,426,10,30,0,0,0,0,1,0,2,0,0,0,0,0,5,2,0,0,1,477
62,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 8",446,362,0,808,196,149,0,345,339,0,251,8,76,1,0,0,0,2,0,0,0,0,0,0,2,1,4,0,0,0,345
63,"JANABIYA GIRLS SCHOOL KIDVAINAGAR KAMRA NO 4",522,370,0,892,348,240,0,588,475,0,504,6,50,20,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,588
64,"JANABIYA GIRLS SCHOOL KIDVAINAGAR STAFF ROOM",437,371,0,808,275,194,0,469,469,0,337,7,113,6,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,469
65,"JAIN KANYA PATSHALA INTER COLLEGE PRAMPURI K N 6",681,565,1,1247,419,333,0,752,715,0,366,7,70,294,1,0,0,1,0,2,0,0,1,0,0,1,4,1,0,4,752
66,"JAIN KANYA PATSHALA INTER COLLEGE PARASNATH K N 4",689,546,0,1235,438,338,0,776,763,0,399,21,96,248,0,0,2,1,1,2,0,0,0,1,0,4,0,0,0,1,776
67,"JAIN KANYA PATSHALA INTER COLLEGE PARASNATH K N 7",596,473,0,1069,340,237,0,577,570,0,410,14,102,27,0,2,0,3,2,0,1,0,1,1,0,6,6,0,0,2,577
68,"JAIN KANYA PATSHALA INTER COLLEGE PARASNATH K N 8",527,415,0,942,310,276,0,586,551,0,529,11,32,0,2,0,0,2,0,1,0,0,0,0,1,4,4,0,0,0,586
69,"JAIN OSDHALYA PREMPURI K N 1",434,391,0,825,318,272,0,590,585,0,158,10,5,404,1,0,0,1,0,0,0,0,0,0,0,1,4,1,1,4,590
70,"JAIN OSDHALYA PREMPURI  K  4 BARAMDE ME",399,362,0,761,276,252,0,528,525,0,0,12,3,503,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,5,528
71,"JAIN OSDHALYA PREMPURI K N 2",400,356,0,756,309,246,0,555,506,0,22,13,11,501,0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,1,555
72,"JAIN OSDHALYA PREMPURI K N 5",444,388,0,832,371,289,0,660,648,0,14,17,2,620,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,660
73,"JAIN OSDHALYA PREMPURI K N 3",472,441,0,913,361,311,0,672,672,0,8,12,6,634,0,0,1,1,0,2,0,1,2,0,0,2,2,0,0,1,672
74,"JAIN OSDHALYA PREMPURI K N 6",375,342,0,717,249,221,0,470,398,0,12,5,2,444,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,470
75,"SSD INTER COLLEGE K N 1",523,442,0,965,359,303,0,662,650,0,2,6,5,633,2,0,1,3,0,1,0,0,1,0,0,0,1,0,0,7,662
76,"SSD INTER COLLEGE K N 2",438,372,0,810,305,244,0,549,549,0,20,10,6,503,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,4,549
77,"SSD INTER COLLEGE BARAMDA N 1 DAKSHINI KRISHNA PURI",722,618,6,1346,457,405,0,862,835,0,101,15,30,696,0,0,0,2,0,2,0,0,1,0,0,2,3,0,2,8,862
78,"ROOPA MONTASRI JUNIOR HIGH SCHOOL KRISHNA PURI DAKSHINI PURVA ME K N 1",819,620,0,1439,451,329,0,780,776,0,201,19,197,331,1,1,0,9,2,4,0,1,1,1,0,4,1,2,1,4,780
79,"ROOPA MONTASRI JUNIOR HIGH SCHOOL KRISHNA PURI DAKSHINI PURVA ME K N 2",304,236,0,540,164,132,0,296,270,0,47,7,40,197,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,296
80,"ROOPA MONTASRI JUNIOR HIGH SCHOOL KRISHNA PURI DAKSHINI PASCHIM ME K N 3",577,458,0,1035,377,259,0,636,500,0,45,7,7,565,1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,3,636
81,"ROOPA MONTASRI JUNIOR HIGH SCHOOL KRISHNA PURI DAKSHINI PASCHIM ME K N 4",378,318,0,696,250,209,0,459,455,0,30,5,10,402,0,0,0,0,0,2,0,1,1,0,4,0,1,0,1,2,459
82,"SSD INTER COLLEGE KAMRA NO 8 DAKSHINI KRISHNA PURI",802,631,0,1433,644,485,0,1129,1125,0,64,10,9,1016,5,0,0,2,1,2,0,1,1,0,0,1,4,0,1,12,1129
83,"JAIN KANYA PATSHALAINTER COLLEGE PREMPURI STAFF ROOM",694,610,0,1304,467,396,0,863,862,0,28,49,20,759,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,863
84,"JAIN KANYA PATSHALA INTER COLLEGE PREMPURI SANGEET ROOM",767,643,1,1411,428,423,0,851,847,0,27,19,7,772,2,0,0,4,0,5,0,0,2,2,0,2,1,0,0,8,851
85,"JAIN KANYA PATSHALA INTER COLLEGE PREMPURI K N 4",449,375,0,824,292,255,0,547,545,0,10,13,5,510,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,4,547
86,"JAIN KANYA PATSHALA INTER COLLEGE PRAMPURI K N 5",672,548,2,1222,376,297,0,673,673,0,88,47,68,453,1,1,0,3,0,2,0,0,1,1,0,1,3,0,1,3,673
87,"JAIN ATITHI BHAWAN PURVI BHAG DAKSHNI WALA KAMRA",806,693,0,1499,607,439,0,1046,1037,0,841,16,91,80,0,0,0,1,0,2,0,0,0,0,0,4,7,0,2,2,1046
88,"JAIN ATITHI BHAWAN PO ST 87 SE MILA KAMRA",379,390,0,769,278,235,0,513,477,0,27,25,4,446,1,0,0,1,0,2,0,0,0,0,0,3,0,0,1,3,513
89,"JAIN ATITHI BHAWAN PURVA KI LINE ME K N 5",409,360,0,769,305,239,0,544,539,0,8,18,3,514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,544
90,"JAIN ATITHI BHAWAN UTTARI LINE ME PURVA KA KAMRA",645,588,0,1233,482,398,0,880,867,0,22,39,26,788,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,880
91,"JAIN ATITHI BHAWAN UTTARI LINE ME PASCHIM KA KAMRA",381,385,0,766,291,249,0,540,524,0,44,19,70,393,1,0,0,5,0,0,0,0,0,0,1,0,0,2,0,5,540
92,"J B KANYA VIDHYLA GARBI PRATHAM CHETRA K N 1",606,587,0,1193,451,396,0,847,845,0,7,39,12,775,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,5,847
93,"J B KANYA VIDHYLA GARBI PRATHAM CHETRA K N 2",596,535,0,1131,537,315,0,852,700,0,91,20,4,717,2,1,1,2,0,1,0,0,0,0,0,0,1,0,6,6,852
94,"J B BALAK V GARBI PRATHAM CHETRA KAMRA N 1",562,472,0,1034,416,335,0,751,665,0,59,9,7,671,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,751
95,"J B BALAK V GARBI PRATHAM CHETRA KAMRA N 2",510,418,0,928,361,308,0,669,583,0,6,23,4,622,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,6,669
96,"GAUSHALA SABHA RAGISTERED SAHAR SHAMLI ROAD KAMRA NO 1",531,479,0,1010,430,291,0,721,706,0,26,19,6,649,2,0,0,3,1,2,0,0,0,1,0,0,2,0,2,8,721
97,"GAUSHALA SABHA RAGISTERED SAHAR SHAMLI ROAD KAMRA NO 2",616,576,0,1192,426,376,0,802,802,0,52,15,5,711,0,1,0,3,1,0,1,1,1,2,1,1,1,0,0,6,802
98,"PATEL KANYA PRATHMIK VIDHYALA RAMLILA TILLA K N 1",445,361,0,806,346,267,0,613,613,0,475,3,20,110,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,613
99,"PATEL KANYA PRATHMIK VIDHYALA RAMLILA TILLA K N 4",448,369,0,817,359,296,0,655,655,0,130,10,3,508,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,655
100,"PATEL KANYA PRATHMIK VIDHYALA RAMLILA TILLA K N 2",525,465,0,990,415,363,0,778,778,0,10,12,9,735,1,1,0,0,0,2,0,0,2,0,1,2,1,1,0,1,778
101,"PATEL KANYA PRATHMIK VIDHYALA RAMLILA TILLA ATIRIKT KAKSH K N 5",536,393,0,929,380,253,0,633,633,0,107,9,22,484,2,2,0,0,0,3,0,0,1,0,0,0,2,0,0,1,633
102,"PARISADYA P V RAMLILA TILLA K N 4",802,627,0,1429,465,383,0,848,838,0,482,18,101,226,1,0,0,0,0,2,0,0,0,0,1,2,4,5,1,5,848
103,"PARISADYA P V RAMLILA TILLA K N 5",542,457,0,999,314,234,0,548,548,0,229,19,57,227,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,5,548
104,"PRATHMIK V PARISHADYA RAMLILA TILLA K N 2",554,491,0,1045,428,370,0,798,795,0,20,24,9,709,2,1,0,0,1,1,0,3,1,0,0,3,1,1,8,14,798
105,"PRATHMIK VIDHYALA PARISHDYA RAMLILATILLA MOOB BADHIR WAL K N 2",313,225,1,539,225,168,0,393,385,0,18,2,8,351,2,1,0,0,1,1,0,1,3,0,1,1,0,0,0,3,393
106,"PRATHMIK VIDHYALA PARISHDYA RAMLILA TILLA NAYA KAMRA",558,469,0,1027,321,246,0,567,559,0,73,11,22,448,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,4,567
107,"PRATHMIK VIDHYALA PARISHDYA RAMLILATILLA PO ST 104 SE MILA KAMRA",648,595,0,1243,493,466,0,959,959,0,14,23,5,901,5,0,0,1,0,3,0,0,0,0,1,4,0,0,0,2,959
108,"PRATHMIK VIDHYALA PARISHDYA RAMLILATILLA NAYA KAMRA",576,486,0,1062,398,314,0,712,669,0,12,24,8,645,3,0,0,0,0,2,0,1,2,1,3,5,2,0,0,4,712
109,"MAHTAR MAJDUR KANYA PATSHALA KAMRA N 1 ABKARI",461,388,0,849,377,273,0,650,650,0,17,10,4,604,2,0,0,1,0,1,1,0,1,1,0,0,0,0,0,8,650
110,"MAHTAR MAJDUR KANYA PATSHALA KAMRA N 3 ABKARI",359,298,0,657,259,212,0,471,368,0,14,13,15,419,1,0,0,1,0,3,0,0,1,0,0,2,0,1,0,1,471
111,"MAHTAR MAJDUR KANYA PATSHALA KAMRA N 2 ABKARI",499,503,0,1002,433,397,0,830,830,0,15,26,36,725,2,0,1,2,0,5,1,2,1,1,1,2,0,1,0,9,830
112,"GAUSHALA SABHA RAGISTERED SHAMLI ROAD K N 3",425,379,0,804,301,262,0,563,563,0,2,18,5,515,0,1,0,0,0,3,0,1,0,0,0,0,1,0,4,13,563
113,"PRATHMIK VIDHYALA PARISHDYA RAMLILATILLA",819,735,0,1554,589,476,0,1065,1018,0,11,27,10,1003,1,0,0,1,0,4,0,0,0,1,0,1,1,0,0,5,1065
114,"MALVIYA PUBLIC SCHOOL PATHAR WALI SARAY K N 1",720,594,0,1314,460,346,0,806,806,0,131,35,36,590,1,0,0,4,0,5,0,0,0,0,0,1,0,0,0,3,806
115,"MALVIYA PUBLIC SCHOOL PATHAR WALI SARAY K N 2",700,654,0,1354,481,412,0,893,841,0,299,31,29,516,1,0,0,3,0,2,0,1,0,0,1,1,2,1,1,5,893
116,"KANYA PATSHALA ASPTAL KE NALE PAR K N 1",606,500,0,1106,368,308,0,676,676,0,441,23,52,147,0,0,0,3,0,3,0,0,0,0,2,0,5,0,0,0,676
117,"KANYA PATSHALA ASPTAL KE NALE PAR K N 2",871,726,0,1597,526,411,0,937,930,0,811,13,86,15,0,0,0,2,0,0,0,0,0,0,0,4,5,1,0,0,937
118,"JAVAHAR PRATHMIK VIDHYALA TEEN SHED LADDHAWALA MUZAFFAR NAGAR",489,434,0,923,341,297,0,638,627,0,547,7,67,5,0,0,0,3,1,1,0,0,1,0,0,1,2,0,2,1,638
119,"JAVAHAR PRATHMIK VIDHYALA TEEN SHED LADDHAWALA",512,402,0,914,339,278,0,617,617,0,519,5,78,1,0,0,0,0,0,2,0,0,0,0,1,2,8,0,1,0,617
120,"D MUSLIM JUNIOR HIGH SCHOOL LADDAWALA SHAHBUDEEN ROAD K N 1",574,415,0,989,351,271,0,622,622,0,547,8,55,6,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,622
121,"D MUSLIM JUNIOR HIGH SCHOOL LADDAWALA SHAHBUDEEN ROAD K N 2",410,304,0,714,252,178,0,430,430,0,392,3,29,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,430
122,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N 5",465,361,0,826,201,287,0,488,438,0,427,9,41,2,0,0,1,3,1,0,1,0,0,0,0,2,0,0,1,0,488
123,"DARASGAH ISLAMIYA SCHOOL LADDAWALA OFFICE SE MILA KAMRA",358,273,0,631,231,178,0,409,403,0,293,6,95,2,0,0,0,7,0,0,0,0,0,0,1,1,1,0,0,3,409
124,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N1",426,309,0,735,278,194,0,472,439,0,402,10,43,7,0,0,0,6,0,0,0,0,1,0,0,1,2,0,0,0,472
125,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N 2",565,397,1,963,345,228,0,573,563,0,475,2,79,3,2,0,0,1,0,1,0,0,0,0,1,0,5,1,1,2,573
126,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N 3",783,516,0,1299,434,322,0,756,756,0,635,24,74,2,1,0,0,1,0,4,0,2,1,0,0,4,3,1,2,2,756
127,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N 5",774,550,0,1324,453,301,0,754,754,0,666,10,69,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,754
128,"DARASGAH ISLAMIYA SCHOOL LADDAWALA K N 4",704,471,0,1175,395,267,0,662,659,0,571,7,76,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,662
