"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
266,"P V KUKRA N 1 STORE ROOM WALA KAMRA",404,295,0,699,277,192,0,469,400,0,64,2,2,392,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,3,469
267,"P V KUKRA N 1 KAMRA NO 1",734,477,0,1211,458,309,0,767,738,0,468,7,215,32,1,0,1,1,0,3,0,1,1,2,0,13,15,3,2,2,767
268,"P V KUKRA N 1 K N 2",437,290,0,727,308,200,0,508,495,0,346,8,44,87,0,0,0,1,0,3,0,0,0,0,0,1,11,2,2,3,508
269,"PRATHMIK VIDHYALA N 1 KAMRA N 1",647,483,0,1130,562,387,0,949,949,0,112,6,9,814,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,949
270,"PRATHMIK VIDHYALA N 1 NAL KE PAS KA NAYA KAMRA",708,576,0,1284,491,381,0,872,872,0,42,6,7,801,1,1,0,0,0,5,0,0,0,1,0,3,0,0,2,3,872
271,"JUNIOR HIGH NAYA BHAWAN ATIRIKT KAKSH KUKRA",268,197,0,465,195,121,0,316,303,0,17,2,0,293,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,316
272,"PRATHMIK VIDHYALA N 1 KAMRA N 3 KUKRA",593,450,0,1043,427,284,0,711,639,0,179,7,23,481,1,1,0,3,1,6,1,0,2,0,0,0,2,1,0,3,711
273,"PRATHMIK V NO 1 KAMRA N 4 KUKRA",349,269,0,618,259,186,0,445,435,0,55,3,3,379,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,445
274,"JUNIOR HIGH NAYA BHAWAN KUKRA KAMRA NO 1",835,622,0,1457,537,396,0,933,900,0,205,24,22,664,1,1,0,1,0,3,1,0,0,1,0,0,1,0,1,8,933
275,"JUNIOR HIGH NAYA BHAWAN KUKRA K N 2",703,526,0,1229,506,357,0,863,861,0,80,7,16,733,4,0,0,3,1,5,0,0,1,1,2,2,3,0,0,5,863
276,"G C PUBLIC SCHOOL GANDHI NAGAR SENIOR WING K N 8 KUKRA",744,584,0,1328,585,446,0,1031,1031,0,27,15,6,968,0,0,0,4,0,7,0,0,1,0,0,2,0,0,0,1,1031
277,"G CPUBLIC SCHOOL GANDHI NAGAR SINOR WING K N 9 KUKRA",901,686,0,1587,565,426,0,991,985,0,53,10,9,899,2,0,0,1,1,5,1,1,1,0,2,3,2,0,0,1,991
278,"G C PUBLIC SCHOOL GANDHI NAGAR SENIOR WING K N 10 KUKRA",813,716,0,1529,525,478,0,1003,1002,0,46,23,6,900,3,0,0,4,0,6,0,0,1,0,0,3,3,0,0,8,1003
279,"G C PUBLIC SCHOOL GANDHI NAGAR SENIOR WING K N 11 KUKRA",640,504,0,1144,428,330,0,758,751,0,26,15,5,690,2,0,0,4,0,5,0,0,3,1,2,2,1,0,0,2,758
280,"PRATHMIK VIDHYALA KAMRA NO 1 SAHAWALI",808,680,0,1488,628,544,0,1172,1166,0,481,15,25,632,1,0,1,0,0,5,1,1,1,0,0,2,3,0,0,4,1172
281,"PRATHMIK VIDHYALA KAMRA NO 2 SAHAWALI",710,559,0,1269,545,410,0,955,690,0,615,3,2,299,4,0,0,4,1,2,0,2,3,1,3,6,6,0,0,4,955
282,"PRATHMIK VIDHYALA BIBIPUR",507,420,0,927,325,278,0,603,602,0,321,5,4,250,0,1,0,1,1,1,2,0,0,1,1,9,4,0,0,2,603
283,"PRATHMIK VIDHYALA KAMRA NO 1 SHERNAGAR",746,614,0,1360,509,389,0,898,898,0,350,7,18,485,6,2,1,0,1,5,2,1,4,1,1,9,2,0,0,3,898
284,"PRATHMIK VIDHYALA KAMRA NO 2 SHERNAGAR",668,570,0,1238,539,466,0,1005,1005,0,144,2,11,819,2,1,0,0,0,8,0,1,4,0,4,4,1,0,2,2,1005
285,"JUNIOR HIGH SCHOOL K N 1 SHERNAGAR",769,656,0,1425,570,465,0,1035,1000,0,814,7,47,147,2,1,0,1,1,3,0,0,0,1,1,6,2,0,0,2,1035
286,"JUNIOR HIGH SCHOOL K N 2 SHERNAGAR",568,456,0,1024,442,312,0,754,737,0,436,2,237,65,2,0,0,1,1,1,0,0,0,1,0,5,1,0,1,1,754
287,"JUNIOR HIGH SCHOOL K N 3 SHERNAGAR",417,366,0,783,294,230,0,524,506,0,205,3,232,73,1,0,0,0,0,0,1,1,0,6,0,1,0,0,0,1,524
288,"PRATHMIK VIDHYALA KAMRA NO 1 BHIKKI",861,691,0,1552,671,513,0,1184,1184,0,68,7,296,764,5,1,1,2,4,11,0,1,5,4,0,8,0,0,2,5,1184
289,"PRATHMIK VIDHYALA KAMRA N 1 SIKHREDA",587,489,0,1076,404,331,0,735,735,0,70,4,359,283,5,1,0,1,0,2,0,1,0,0,1,5,1,1,0,1,735
290,"PRATHMIK VIDHYALA KAMRA NO 2 SIKHREDA",708,579,0,1287,455,353,0,808,805,0,133,7,279,366,3,0,2,0,1,9,0,0,3,0,1,4,0,0,0,0,808
291,"PRATHMIK VIDHYALA DHANDHERA",827,674,0,1501,632,503,0,1135,735,0,636,7,73,402,2,0,0,0,2,1,1,1,1,0,0,4,3,0,1,1,1135
292,"UCCAH PRATHMIK VIDHYALA K N 2 DHANDHERA",801,625,0,1426,554,404,0,958,750,0,252,7,584,88,1,0,0,0,0,3,0,1,3,3,3,4,3,0,4,2,958
293,"PRATHMIK VIDHYALA KAMRA NO 1 BILASPUR",878,701,0,1579,623,474,0,1097,1097,0,146,8,87,821,6,0,0,1,1,5,0,3,2,0,3,6,4,0,0,4,1097
294,"PRATHMIK VIDHYALA KAMRA NO 2 BILASPUR",581,462,0,1043,346,278,0,624,595,0,339,4,43,213,4,0,1,1,1,3,0,0,2,0,0,0,7,0,4,2,624
295,"PRATHMIK VIDHYALA KAMRA NO 4 BILASPUR",367,290,0,657,257,171,0,428,427,0,181,3,65,169,1,1,1,0,0,2,0,0,3,0,1,1,0,0,0,0,428
296,"PRATHMIK VIDHYALA KAMRA NO 3 BILASPUR",583,497,0,1080,396,337,0,733,363,0,293,7,175,252,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,733
297,"JUNIOR HIGH SCHOOL KAMRA NO 1 BILASPUR",524,501,0,1025,381,335,0,716,655,0,313,7,141,219,3,0,0,4,1,1,0,3,5,2,1,11,3,0,0,2,716
298,"PRATHMIK VIDHYALA NO 2 MAKHYALI",822,682,0,1504,657,494,0,1151,1149,0,680,6,59,371,2,0,0,1,2,4,1,2,0,2,2,10,5,1,0,3,1151
299,"PRATHMIK VIDHYALA NO1 K N 1 MAKHYALI",830,722,0,1552,709,482,0,1191,1191,0,498,11,65,598,3,0,0,2,0,3,0,0,0,0,1,4,2,0,1,3,1191
300,"PURVA MADHYAMIK VIDHYALA K N 1 MAKHYALI",754,615,0,1369,613,445,0,1058,1058,0,420,5,11,595,3,0,0,1,0,2,1,1,2,0,2,9,2,0,0,4,1058
301,"PURVA MADHYAMIK VIDHYALA K N 2 MAKHYALI",662,541,0,1203,465,372,0,837,827,0,359,3,5,436,1,1,1,0,0,3,0,3,2,1,3,10,0,1,0,8,837
302,"PRATHMIK VIDHYALA NO 2 CHANDPUR",696,578,0,1274,547,401,0,948,942,0,0,10,0,926,3,0,0,1,0,2,0,0,3,0,0,0,0,0,1,2,948
303,"PRATHMIK VIDHYALA KAMRA NO 2 CHANDPUR",570,458,0,1028,423,311,0,734,732,0,392,20,3,298,1,1,0,0,0,3,4,2,0,0,1,2,4,0,0,3,734
304,"PRATHMIK VIDHYALA KAMRA NO 1 TIGRI",707,559,0,1266,567,346,0,913,897,0,430,10,42,393,2,1,0,0,0,8,1,0,3,2,1,5,6,2,1,6,913
305,"PRATHMIK VIDHYALA KAMRA NO 2 TIGRI",652,553,0,1205,541,428,0,969,968,0,271,4,37,632,2,0,0,0,2,3,1,0,2,1,1,8,3,0,0,2,969
306,"JUNIOR HIGH JATMUJHEDA",837,664,0,1501,669,486,0,1155,1155,0,77,17,12,1013,6,0,2,2,1,12,2,0,2,0,1,5,1,0,0,2,1155
307,"PRATHMIK VIDHYALA JATMUJHEDA",629,500,0,1129,500,313,0,813,800,0,343,12,7,430,0,0,0,2,2,6,0,0,4,1,0,3,3,0,0,0,813
308,"PRATHMIK VIDHYALA KAMRA NO 1 BHANDURA",543,419,0,962,417,312,0,729,729,0,508,4,31,152,0,1,1,0,0,6,2,0,2,2,2,8,5,1,1,3,729
309,"PRATHMIK VIDHYALA KAMRA NO 4 BHANDURA",439,345,0,784,335,282,0,617,617,0,255,3,62,278,0,0,0,1,0,5,0,1,0,0,1,3,3,0,2,3,617
310,"PRATHMIK VIDHYALA KAMRA NO 2 BHANDURA",855,673,0,1528,583,481,0,1064,1063,0,694,13,59,271,2,3,0,0,0,5,2,1,3,2,1,3,2,0,2,1,1064
311,"PRATHMIK VIDHYALA KAMRA NO 3 BHANDURA",358,301,0,659,265,235,0,500,496,0,224,4,16,235,4,1,0,0,1,2,0,0,1,0,1,4,1,3,0,3,500
312,"PRATHMIK V ASADNAGAR MAJRA BHANDURA  KAMRA N 1",427,287,0,714,384,223,0,607,601,0,498,13,33,49,1,0,0,1,0,1,1,0,0,0,2,4,1,0,1,2,607
