"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
59,ASAMPUR,492,346,0,838,262,139,0,401,390,0,20,304,44,4,0,2,4,0,1,1,1,1,0,1,3,5,0,1,1,4,2,1,1,401
60,"BALIPATTI RANIGAU",540,465,0,1005,292,214,0,506,505,0,59,349,40,33,0,1,4,2,1,0,0,1,0,0,0,0,1,1,0,1,12,0,1,506
61,KUTLUPUR,586,481,0,1067,327,230,0,557,506,0,79,250,165,28,1,4,0,0,1,4,1,0,1,0,3,4,2,6,6,0,0,0,2,557
62,KUBERPUR,475,396,0,871,309,213,0,522,409,0,16,145,326,9,0,2,2,0,0,2,1,0,1,1,2,4,0,2,2,1,5,0,1,522
63,"NAGARIYA JAVAHAR",681,504,0,1185,410,278,0,688,603,0,44,409,181,10,1,2,0,0,1,0,5,0,3,1,8,4,1,2,3,2,9,1,1,688
64,KUSMAPUR,324,285,0,609,256,187,0,443,313,0,220,171,32,2,1,0,0,0,0,0,1,0,2,0,1,4,1,0,1,3,3,0,1,443
65,"IMADPUR SOMVANSI",149,131,0,280,129,100,0,229,228,0,3,67,157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229
66,AMBARPUR,523,425,0,948,321,215,0,536,536,0,171,308,20,6,0,3,1,1,0,1,4,1,0,2,3,5,3,1,1,0,4,0,1,536
67,"BHUDEYA BHEDA",412,375,0,787,292,250,0,542,300,0,48,198,272,3,1,1,0,1,1,1,2,1,2,0,1,1,0,2,1,0,6,0,0,542
68,BARUA,371,308,0,679,251,174,0,425,399,0,125,206,30,38,2,2,0,0,1,0,3,1,1,2,0,6,1,1,0,0,5,0,1,425
69,"HAMEERPUR SOMVANSI",477,367,0,844,263,212,0,475,356,0,119,262,64,15,1,0,0,0,1,0,0,0,0,3,2,3,1,2,1,0,0,0,1,475
70,"RAJEPUR RATHURI ANSIK",498,425,0,923,355,250,0,605,605,0,48,441,86,8,0,0,1,0,0,0,2,0,1,0,0,1,1,4,2,0,8,1,1,605
71,"RAJEPUR RATHURI ANSIK",435,364,0,799,283,217,0,500,490,0,29,273,154,4,0,2,0,1,0,1,2,0,1,4,2,4,1,2,1,1,18,0,0,500
72,"RAJEPUR RATHURI ANSIK",419,391,0,810,224,197,0,421,421,0,171,179,53,1,0,1,0,0,0,1,1,2,0,0,1,4,3,0,1,0,2,0,1,421
73,MAHESPUR,473,389,0,862,314,213,0,527,331,0,117,235,94,18,1,1,4,2,3,3,2,0,1,1,2,3,3,4,0,1,31,0,1,527
74,JAINAPUR,426,371,0,797,223,191,0,414,354,0,21,300,76,3,0,0,0,0,2,0,0,0,0,1,0,2,1,3,1,0,4,0,0,414
75,JAINAPUR,491,337,0,828,234,142,0,376,376,0,37,241,62,7,0,0,0,0,0,1,0,1,0,0,2,2,3,4,0,1,12,2,1,376
76,DABRI,529,488,1,1018,411,319,0,730,505,0,46,484,92,18,2,4,3,2,1,1,0,3,0,0,4,2,0,5,0,0,61,1,1,730
77,TUSAUR,653,516,0,1169,332,240,0,572,500,0,99,301,127,10,7,2,2,1,0,0,3,0,0,0,0,2,0,1,4,2,11,0,0,572
78,GAJIPUR,294,237,0,531,176,124,0,300,170,0,100,157,27,2,1,4,0,1,1,0,0,0,0,1,0,2,0,1,1,0,0,1,1,300
79,KHANPUR,176,156,0,332,123,97,0,220,220,0,35,78,86,11,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,220
80,"GAUTIYA PURVI",336,312,0,648,239,205,0,444,444,0,58,320,40,5,0,1,0,1,0,2,2,0,0,0,3,6,2,2,0,0,1,0,1,444
81,"JAMAPUR MAZRA BADANPUR",249,224,0,473,2,1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
82,BADANPUR,681,528,0,1209,399,225,0,624,622,0,121,257,85,54,2,4,7,0,1,1,1,3,0,2,0,4,3,1,0,1,72,1,4,624
83,KANKAPUR,307,280,0,587,203,174,0,377,376,0,83,120,145,9,0,3,0,1,1,0,1,0,3,1,0,3,1,2,1,2,1,0,0,377
84,TERAKHAS,314,282,0,596,219,199,0,418,400,0,82,231,74,4,0,2,0,0,0,2,2,0,0,0,1,5,2,1,0,0,11,1,0,418
85,AHILAMAI,290,237,0,527,176,145,0,321,321,0,36,119,144,3,1,2,1,4,2,0,0,0,0,2,0,1,0,0,1,0,5,0,0,321
86,DARAPUR,539,464,0,1003,358,232,0,590,318,0,220,264,58,14,0,6,0,1,0,1,2,1,1,2,0,6,1,4,1,1,3,1,3,590
87,"NAGLA KEVAL",356,271,0,627,246,181,0,427,420,0,96,280,23,6,0,1,0,0,0,0,0,0,1,1,3,3,1,1,1,0,9,0,1,427
88,BHUSERA,422,364,0,786,303,187,0,490,440,0,74,225,108,7,0,3,1,3,0,1,2,2,0,5,1,4,5,15,4,1,24,3,2,490
89,BHAHADURPUR,506,450,0,956,269,233,0,502,495,0,29,242,143,61,1,1,1,0,2,1,2,2,0,2,2,2,2,0,0,0,8,1,0,502
90,BHAHADURPUR,402,295,0,697,207,132,0,339,226,0,23,209,77,9,2,1,0,1,1,0,0,0,2,3,2,3,0,3,0,1,2,0,0,339
91,DHAHILIYA,533,439,0,972,315,244,0,559,559,0,167,256,92,5,0,3,1,0,1,0,3,1,0,2,6,9,1,0,0,0,8,1,3,559
92,DHAHILIYA,469,371,0,840,255,151,0,406,315,0,111,212,54,6,0,2,0,0,1,1,2,2,1,2,0,4,0,3,0,1,1,2,1,406
93,GADIYA,299,212,0,511,222,165,0,387,386,0,50,151,161,2,0,2,0,0,2,0,0,1,1,2,1,1,1,0,1,0,9,0,2,387
94,MAHEMADPUR,502,380,0,882,286,208,0,494,399,0,80,279,45,6,1,6,2,0,1,0,1,0,0,0,4,1,2,3,0,0,63,0,0,494
95,GANDHI,884,719,0,1603,523,446,0,969,957,0,140,644,68,12,1,9,1,1,4,1,3,0,2,3,6,8,11,28,10,3,4,2,8,969
96,"KUIYA MAZRA GANDHI",332,322,0,654,306,209,0,515,501,0,53,128,298,18,1,0,0,0,1,0,1,3,1,0,1,2,2,1,1,0,2,1,1,515
97,NIVEYA,346,280,0,626,240,181,0,421,350,0,77,116,192,0,0,1,1,0,0,2,0,0,1,0,0,2,1,3,0,0,23,0,2,421
98,"UJRAMAU NAYAGAU",460,397,0,857,320,234,0,554,546,0,34,235,236,2,2,1,5,0,1,0,1,0,1,1,0,1,0,1,0,1,32,0,0,554
99,"UJRAMAU NAYAGAU",367,323,0,690,222,182,0,404,380,0,169,116,79,22,1,1,1,0,0,0,0,0,2,0,1,0,3,3,0,1,5,0,0,404
100,TURKHATA,311,243,0,554,219,161,0,380,363,0,124,214,7,10,0,1,3,0,0,2,2,0,2,0,2,2,1,1,0,0,9,0,0,380
101,"NAGLA GHAG",381,320,0,701,258,187,0,445,403,0,253,79,91,3,0,0,0,0,0,3,4,0,1,1,2,5,2,0,0,0,0,0,1,445
102,KHARAGPUR,435,309,0,744,282,190,0,472,422,0,101,222,82,0,1,1,1,2,0,0,2,1,0,0,1,3,2,6,2,0,43,1,1,472
103,SHERAKHAR,706,557,0,1263,421,315,0,736,600,0,314,126,221,5,0,0,1,0,1,1,4,2,1,3,4,4,19,3,7,3,12,1,4,736
104,KHANDAULI,793,584,0,1377,415,268,0,683,683,0,121,367,137,14,3,3,3,2,3,1,2,2,3,1,2,0,3,6,2,1,4,1,2,683
105,KHANDAULI,483,387,0,870,288,242,0,530,510,0,273,83,117,22,1,1,2,1,0,1,1,1,1,1,1,8,2,1,1,0,8,2,2,530
106,RAEE,382,309,0,691,251,201,0,452,405,0,87,313,17,5,1,1,0,6,0,0,0,1,6,0,1,3,4,3,1,2,0,1,0,452
107,SIDECHAKARPUR,778,568,0,1346,484,328,0,812,800,0,64,428,254,15,3,6,0,1,3,0,7,2,1,4,5,6,0,3,2,1,3,2,2,812
108,SATHRA,676,479,0,1155,392,211,0,603,603,0,48,448,69,3,1,1,1,1,1,3,0,0,0,1,2,0,1,10,1,1,10,0,1,603
109,KAMALUDEENPUR,869,675,1,1545,472,334,0,806,806,0,114,359,226,23,2,1,1,0,2,0,2,1,0,3,4,4,3,12,11,2,32,1,3,806
110,CHANDOKHA,293,228,0,521,172,123,0,295,294,31,31,140,47,28,1,5,4,1,0,0,0,0,1,0,0,0,0,4,2,0,30,1,0,295
111,JITHOLI,396,317,0,713,241,161,0,402,402,0,83,200,68,15,2,4,1,0,2,0,2,1,0,2,1,11,2,2,1,0,1,2,2,402
112,JITHOLI,553,466,0,1019,304,257,0,561,561,0,23,437,65,16,1,1,2,0,0,2,0,1,1,0,2,1,0,1,1,2,1,1,3,561
113,SALAMPUR,566,446,0,1012,296,179,0,475,474,0,7,332,79,36,1,2,1,0,0,0,1,1,4,0,0,6,0,0,1,1,2,0,1,475
114,SALAMPUR,459,386,0,845,244,163,0,407,407,0,15,328,10,25,1,3,0,2,0,2,2,1,1,3,1,1,2,5,0,2,1,0,2,407
115,AATAR,366,262,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,MAHAMADPUR,157,120,0,277,92,59,0,151,148,0,58,69,14,2,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,0,1,151
117,"DUSHI HUSHANPUR",256,181,0,437,227,115,0,342,274,0,62,45,184,3,0,0,3,1,0,0,0,0,0,0,1,2,0,5,1,35,0,0,0,342
118,BHARHAPUR,667,467,0,1134,349,169,0,518,515,0,114,240,111,13,3,3,2,2,1,0,0,0,3,0,1,1,4,2,1,3,12,0,2,518
119,SARAH,586,446,1,1033,323,134,0,457,421,0,65,197,78,26,3,3,1,0,0,0,1,1,1,0,1,4,0,2,0,1,70,2,1,457
120,SARAH,889,649,0,1538,421,228,0,649,500,0,54,391,143,31,1,1,0,0,0,1,0,0,1,1,5,3,1,3,1,0,12,0,0,649
121,MISANPURBA,249,204,0,453,149,97,0,246,210,0,50,77,26,9,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,74,3,0,0,246
122,KHUTIYA,423,365,0,788,284,245,0,529,514,0,23,334,19,19,1,2,3,1,3,1,0,0,1,2,3,0,0,0,3,0,113,0,1,529
123,SHIYA,344,259,0,603,248,155,0,403,303,0,50,228,51,3,2,1,3,0,2,1,0,2,2,0,0,1,0,5,0,0,50,1,1,403
124,"KUNWARPUR MAZRA KADHAR",484,349,0,833,243,160,0,403,402,0,38,273,41,4,2,7,2,0,0,1,4,1,4,1,1,1,1,2,1,2,15,0,2,403
125,KADHAR,458,310,0,768,267,150,0,417,417,0,52,250,55,27,2,1,2,1,0,1,1,2,0,0,5,0,5,4,2,2,5,0,0,417
126,"TERA AKABARPUR",394,305,0,699,247,137,0,384,383,0,133,129,65,6,1,1,6,0,1,0,0,0,0,0,0,0,2,3,1,1,33,1,1,384
127,MAHAMADGANJ,754,497,0,1251,342,205,0,547,425,0,11,166,327,2,0,3,4,2,2,1,3,1,1,3,0,0,0,4,0,0,16,1,0,547
128,MAHAMADGANJ,363,315,0,678,194,163,0,357,352,0,2,97,214,3,0,2,1,0,1,2,2,1,2,1,1,3,2,2,3,0,17,0,1,357
129,SABASHI,885,604,0,1489,443,167,0,610,608,0,140,293,127,13,1,1,3,1,1,0,4,2,0,3,0,2,2,5,3,2,5,1,1,610
130,SUNDERPUR,395,301,0,696,157,98,0,255,249,0,28,134,79,3,0,0,0,0,1,0,2,0,0,1,0,2,2,2,1,0,0,0,0,255
131,"NAGLA DURG",440,305,0,745,136,44,0,180,180,0,7,4,158,0,0,0,0,0,2,0,0,1,0,2,0,1,1,0,0,4,0,0,0,180
132,BHARKHA,770,649,0,1419,437,309,0,746,746,0,188,414,60,21,11,5,0,1,1,0,0,0,5,4,1,8,0,5,0,3,17,1,1,746
133,"NAGRIYA GIRDHAR",722,528,0,1250,360,211,0,571,562,0,114,335,20,63,1,2,1,1,0,0,3,3,1,1,8,5,1,3,1,2,4,1,1,571
134,"PATTI DARAPUR",440,391,0,831,317,249,0,566,500,0,102,354,63,1,0,3,0,0,0,1,5,1,2,1,2,9,5,4,1,1,11,0,0,566
135,"CHACHUPUR JATPURA",520,454,0,974,422,284,0,706,700,0,95,486,12,75,3,4,0,3,1,1,1,2,1,2,6,6,3,2,0,1,0,1,1,706
136,"CHACHUPUR JATPURA",549,443,0,992,450,244,0,694,607,0,82,496,20,65,0,1,1,5,0,1,1,0,1,3,2,6,1,2,1,1,4,1,0,694
137,"UDAYPUR MAZRA KANCHANPUR",298,233,0,531,239,195,0,434,434,0,10,193,202,1,0,1,0,1,0,0,3,0,0,1,4,5,2,4,4,1,1,1,0,434
138,KANCHANPUR,294,256,0,550,224,158,0,382,382,0,70,272,21,2,0,2,0,0,0,1,0,0,0,1,1,5,1,3,0,0,1,0,2,382
139,"RAMPUR JOGRAJPUR",357,312,0,669,204,143,0,347,347,0,25,150,161,3,1,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,347
140,UGARPUR,376,297,0,673,267,164,0,431,225,0,26,303,80,2,1,3,2,0,0,1,0,2,1,1,3,1,0,2,0,1,2,0,0,431
141,BHIDUR,890,738,0,1628,559,450,0,1009,1000,0,196,368,241,14,1,5,8,2,8,2,1,3,2,1,4,5,4,7,3,1,132,0,1,1009
142,"KATRI RUPPUR MANGLIPUR",332,194,0,526,245,178,0,423,423,0,4,308,77,4,0,2,0,0,1,0,2,1,1,4,2,3,0,9,2,0,1,1,1,423
143,DARIYAPUR,553,465,0,1018,459,338,0,797,792,0,42,655,39,6,0,2,4,0,2,0,0,1,3,1,4,6,0,3,1,1,27,0,0,797
144,DUBARI,567,499,0,1066,316,224,0,540,507,0,97,339,47,12,0,2,1,0,0,0,2,3,3,3,3,6,3,1,1,0,17,0,0,540
145,BHATPURA,285,252,0,537,191,171,0,362,362,0,98,202,6,17,0,0,1,0,0,0,0,1,0,0,4,4,3,5,0,1,18,1,1,362
146,"PRAHLADPUR SANTOSH",477,417,0,894,398,308,0,706,656,0,69,540,51,2,1,0,0,1,2,1,0,1,2,1,4,4,4,2,0,0,21,0,0,706
147,SANTOSHAPUR,535,471,0,1006,339,212,0,551,501,0,113,131,248,18,0,2,1,0,2,0,1,0,1,1,5,7,1,0,0,0,20,0,0,551
148,RAMPURA,224,209,0,433,203,149,0,352,284,0,4,228,77,2,1,1,0,0,0,0,0,0,0,0,1,2,2,8,3,0,21,0,2,352
149,"KATRI TAUFIK GARHIYA HAIVATPUR",321,286,0,607,300,206,0,506,505,0,3,437,37,1,1,4,1,0,0,0,4,4,0,0,3,2,0,3,0,1,2,2,1,506
150,"GHARIYA HAIVATPUR",548,477,1,1026,392,306,0,698,600,0,16,211,29,355,4,4,2,1,0,0,5,3,2,1,3,4,3,9,5,4,32,3,2,698
151,ACHANAKPUR,300,262,0,562,242,205,0,447,370,0,3,397,8,1,0,2,1,0,1,1,1,0,1,1,3,6,4,8,0,2,3,2,2,447
152,JHAUA,524,381,0,905,306,173,0,479,377,0,50,23,274,4,1,0,11,2,4,2,4,2,2,1,1,3,2,2,1,0,88,1,1,479
153,CHAMPATPUR,464,401,0,865,338,263,0,601,450,0,275,219,41,24,2,3,1,0,1,0,1,4,3,0,8,5,5,2,1,1,5,0,0,601
154,"BELA SARAI GAJA",664,496,0,1160,407,266,0,673,665,0,97,236,262,32,0,10,1,0,0,1,2,1,0,2,0,2,3,1,3,0,19,0,1,673
155,AJIJABAD,534,388,0,922,394,222,0,616,527,0,66,484,30,0,0,2,0,0,0,0,2,1,2,2,7,4,2,5,0,1,8,0,0,616
156,JATPURA,392,281,0,673,215,109,0,324,324,0,12,96,170,3,2,1,1,1,1,2,0,1,3,2,0,6,0,0,1,2,19,0,1,324
157,"FARIDPUR MANGALIPUR",403,323,0,726,230,188,0,418,418,0,60,245,47,11,0,1,2,2,1,3,1,1,1,3,3,2,1,7,5,3,17,0,2,418
158,"CHICHAUNA PATTI",373,311,0,684,352,259,0,611,611,0,19,542,10,14,3,1,1,1,0,0,2,0,0,2,1,5,1,2,1,0,4,0,2,611
159,"HUSAINPUR TARAI",478,370,0,848,262,233,0,495,458,0,231,179,59,2,3,0,3,0,0,0,3,0,0,0,1,4,1,1,0,0,7,0,1,495
