"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR AHMAD DUMPY","2 - OM PRAKASH","3 - KIRTI VARDHAN SINGH","4 - NANDITA SHUKLA","5 - BENI PRASAD VERMA","6 - AJAY  KUMAR  PRABHAKAR","7 - PREM KUMAR","8 - MASOOD ALAM KHAN","9 - MAHESH KUMAR","10 - MASHOOQ AHMAD","11 - RAJENDRA PRASAD","12 - RAJESH  KUMAR  MAURYA","13 - SATYA PRAKASH","14 - TILAK RAM","15 - BRIJNANDAN TIWARI","16 - None of the Above","Total Votes Secured"
340,"P.P. MUNDAMAFI",277,248,0,525,138,148,0,286,286,0,2,0,134,120,27,0,1,1,0,0,0,0,0,1,0,0,286
341,"P.P. ALAUDDINPUR EAST",633,419,0,1052,215,190,0,405,392,0,26,1,57,271,38,2,0,5,0,0,0,0,0,2,0,3,405
342,"P.P. ALAUDDINPUR WEST",689,434,0,1123,258,162,0,420,214,0,139,8,64,145,49,2,0,0,0,0,1,1,1,4,4,2,420
343,"P.P. KAMMARPUR",678,589,0,1267,332,352,0,684,684,0,75,11,148,397,25,0,0,14,0,0,0,1,2,6,2,3,684
344,"P.P. GUMAFATMA JOT ROOM NO.1",970,661,0,1631,393,339,0,732,732,0,44,8,182,419,44,0,0,14,2,0,2,1,6,2,4,4,732
345,"P.P. GUMAFATMA JOT ROOM NO.2",301,201,0,502,145,102,0,247,247,0,36,6,100,76,19,0,0,5,0,0,0,1,2,0,1,1,247
346,"P.P. GUMAFATIMA JOT EXTRA ROOM",848,618,0,1466,374,289,0,663,551,0,126,9,294,163,40,0,0,21,0,0,1,1,4,0,1,3,663
347,"P.P. KHARIKA MASOOMPUR NORTH",755,578,0,1333,246,182,0,428,428,0,91,3,98,164,53,1,0,3,0,2,1,1,2,2,1,6,428
348,"P.P. KHARIKA MASOOMPUR SOUTH",630,488,0,1118,252,226,0,478,478,0,61,6,210,55,20,2,1,108,2,2,2,0,3,1,1,4,478
349,"J.H. SCHOOL KHARIKA MASOOMPUR",623,453,0,1076,202,184,0,386,386,0,70,4,77,149,60,0,2,17,0,1,0,1,2,1,0,2,386
350,"P.P. SADULLAHNAGAR EAST",557,446,0,1003,311,243,0,554,524,0,27,5,252,240,16,0,1,2,0,0,1,1,4,4,0,1,554
351,"P.P. SADULLANAGAR MIDIAM",386,261,0,647,180,120,0,300,300,0,24,2,117,140,10,0,0,2,0,0,0,1,3,0,0,1,300
352,"P.P. SADULLANAGAR WEST",524,449,0,973,261,191,0,452,399,0,26,7,119,254,18,0,0,6,0,2,1,2,6,1,1,9,452
353,"P.P. SADULLANAGAR EXTRA ROOM",386,353,0,739,179,157,0,336,336,0,10,2,49,245,17,0,0,8,1,0,0,0,2,0,0,2,336
354,"KANYA P.P. SADULLNAGAR",525,438,1,964,271,188,0,459,450,0,45,1,161,221,12,1,1,4,0,0,0,1,1,2,1,8,459
355,"P.P. AIDAHA",716,656,0,1372,307,349,0,656,656,0,64,8,93,347,22,0,2,108,0,0,0,0,1,9,2,0,656
356,"P.P. PARSIYA",316,257,0,573,181,166,0,347,347,0,81,5,103,131,14,3,0,2,0,0,0,2,1,3,1,1,347
357,"P.P. BABHANPURWA",492,448,0,940,231,253,0,484,484,0,58,11,279,116,8,0,1,0,0,0,0,0,0,4,3,4,484
358,"P.P. ACHALPUR GHAT",713,594,0,1307,305,284,0,589,589,0,68,19,186,104,67,2,3,127,2,0,2,1,1,0,1,6,589
359,"P.P. RANIPUR",512,436,0,948,282,289,0,571,378,0,126,18,177,168,15,2,2,43,0,0,0,2,5,3,3,7,571
360,"P.P. FIROZPUR",866,666,0,1532,444,331,0,775,775,0,100,17,368,180,55,0,1,30,0,2,1,2,2,9,4,4,775
361,"P.P. MADDOBHEEKH",737,631,0,1368,351,314,0,665,665,0,190,13,264,129,38,3,0,12,0,1,3,0,2,4,2,4,665
362,"P.P. SALEMPUR NORTH",567,493,0,1060,281,205,0,486,480,0,114,7,257,54,38,3,1,7,0,0,0,0,2,1,0,2,486
363,"P.P. SALEMPUR NORTH",424,351,0,775,184,165,0,349,302,0,118,11,60,115,27,0,1,8,0,1,0,1,3,1,1,2,349
364,"P.P. LALPUR BHALUHIYA  NORTH",690,471,0,1161,212,231,0,443,418,0,106,2,30,261,22,0,3,4,1,0,0,0,6,3,1,4,443
365,"P.P. LALPUR BHALUHIYA  SOUTH",658,504,0,1162,205,229,0,434,434,0,46,9,96,247,13,1,0,16,1,1,0,1,1,0,0,2,434
366,"P.P. FATTEPUR BHELYA MADANPUR EAST",506,375,0,881,226,182,0,408,408,0,198,8,89,67,16,0,1,6,2,1,0,2,2,8,2,6,408
367,"P.P. FATTEPUR BHELYA MADANPUR  WEST",463,350,0,813,136,134,0,270,270,0,183,1,14,47,14,0,0,8,0,1,0,0,0,0,0,2,270
368,"P.P. FATTEPUR BHELYA MADANPUR NORTH",485,376,0,861,211,171,0,382,382,0,251,7,40,35,35,2,1,4,0,1,0,0,1,5,0,0,382
369,"P.P. FATTEPUR BHELYA MADANPUR SOUTH",510,388,0,898,191,195,0,386,386,0,234,2,22,66,15,3,0,35,0,0,0,0,1,1,3,4,386
370,"P.P. GOLHIPUR EAST",719,589,0,1308,307,279,0,586,577,0,113,7,170,237,30,1,0,3,2,1,2,0,5,7,5,3,586
371,"P.P. GOLHIPUR WEST",338,284,0,622,152,148,0,300,300,0,26,15,192,17,25,0,0,18,1,0,1,0,2,1,1,1,300
372,"P.P. PARSURAMPUR",436,393,0,829,182,196,0,378,317,0,97,10,83,126,43,0,2,6,0,0,2,1,1,1,1,5,378
373,"P.P. KOTWA DARGAD ROOM NO. 1",507,419,0,926,218,217,0,435,399,0,17,5,39,232,125,1,0,2,0,1,1,2,3,1,1,5,435
374,"P.P. KOTWA DARGAD ROOM NO. 2",571,493,0,1064,324,291,0,615,588,0,62,14,84,349,67,2,0,19,1,1,1,1,5,5,1,3,615
375,"P.P. RANKIBADALPUR",846,708,0,1554,204,300,0,504,324,0,40,13,24,279,122,2,2,11,1,0,0,1,4,1,1,3,504
376,"P.P. KISUNPUR SAGAR",446,361,0,807,242,199,0,441,435,0,139,8,143,137,7,1,1,0,0,0,2,0,1,0,1,1,441
