"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
14,"ZILA PARISHAD PRA0 PA0 MAHERA",610,483,0,1093,366,254,0,620,615,0,123,79,243,142,7,2,7,1,5,2,0,0,0,0,2,2,1,1,1,0,0,0,2,0,620
15,"ZILA PARISHAD PRA0 PA0 GHURI",405,360,0,765,255,232,0,487,487,0,249,14,173,21,0,0,0,1,1,16,0,0,0,0,0,6,3,0,1,1,1,0,0,0,487
16,"ZILA PARISHAD PRA0 PA0 BOBARA TARHAR",476,413,0,889,280,241,0,521,521,0,52,190,214,34,1,2,1,0,1,0,0,1,0,1,1,5,1,4,3,2,1,2,0,5,521
17,"ZILA PARISHAD PRA0 PA0 CHATHARA GHURETHA EAST",828,721,0,1549,517,348,0,865,865,0,245,195,67,225,1,2,4,7,10,65,5,1,1,0,8,11,6,3,0,2,0,3,1,3,865
18,"ZILA PARISHAD PRA0 PA0 CHATHARA GHURETHA WEST",750,626,1,1377,400,320,0,720,720,0,249,186,128,103,3,5,4,1,1,7,4,4,0,0,4,8,2,3,1,1,2,0,2,2,720
19,"ZILA PARISHAD PRA0 PA0 BASHARA TARHAR EAST",694,532,0,1226,450,237,0,687,683,0,232,51,189,190,1,0,0,0,2,7,3,0,2,2,1,5,1,0,0,1,0,0,0,0,687
20,"ZILA PARISHAD PRA0 PA0 BASHARA TARHAR EWST",485,383,0,868,286,195,0,481,481,0,225,55,123,45,1,1,0,2,0,9,1,0,0,0,1,6,2,1,0,3,0,3,1,2,481
21,"ZILA PANCHAYAT INTER COLLEGE MANPUR",571,498,0,1069,307,274,0,581,581,0,60,144,208,147,0,0,0,0,3,0,1,2,0,0,0,2,3,2,3,2,2,0,0,2,581
22,"ZILA PARISHAD PRA0 PA0 OJHA PATTI",485,389,0,874,268,252,0,520,520,0,172,104,157,55,2,2,0,0,2,3,2,0,1,2,0,7,1,0,0,3,1,3,1,2,520
23,"ZILA PARISHAD PRA0 PA0 BHABHAUR",252,224,0,476,176,142,0,318,317,0,49,136,90,23,1,2,2,1,0,1,1,0,0,1,0,0,1,1,0,3,0,3,1,2,318
24,"ZILA PARISHAD PRA0 PA0 KACHRA",420,354,0,774,246,208,0,454,454,0,45,24,351,24,0,0,1,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,1,0,454
25,"ZILA PARISHAD PRA0 PA0 JAGDISHPUR",616,471,0,1087,412,298,0,710,710,0,217,142,121,119,2,0,12,2,2,2,4,1,4,22,6,2,5,3,0,4,0,36,1,3,710
26,"ZILA PARISHAD PRA0 PA0 NAGARWAR",383,308,0,691,198,155,0,353,353,0,10,20,147,146,3,1,0,0,1,3,1,0,3,5,1,2,1,0,1,3,1,0,0,4,353
27,"SADHAN SAHKARI SAMITI BHAWAN CHILLAGAUHANI EAST",568,455,1,1024,360,299,0,659,658,0,113,57,123,317,9,0,0,0,1,0,1,0,2,0,3,10,7,2,1,7,0,1,2,3,659
28,"SADHAN SAHKARI SAMITI BHAWAN CHILLAGAUHANI WEST",338,299,0,637,186,156,0,342,342,0,71,74,111,63,0,7,0,0,0,1,0,0,0,0,1,6,1,1,1,3,0,0,1,1,342
29,"SADHAN SAHKARI SAMITI SE MILA HUA KISHAN BHAWAN CHILLAGAUHANI EAST",535,427,0,962,294,202,0,496,494,0,44,28,203,172,2,1,2,1,1,1,6,4,3,4,2,4,3,2,4,2,1,0,2,4,496
30,"SADHAN SAHKARI SAMITI SE MILA HUA KISHAN BHAWAN CHILLAGAUHANI WEST",472,392,0,864,302,190,0,492,492,0,96,11,277,53,1,6,2,1,0,9,1,1,5,7,2,2,5,2,3,4,2,0,2,0,492
31,"ZILA PARISHAD PRA0 PA0 PARSARA",753,599,1,1353,498,405,0,903,903,0,112,77,489,153,6,0,2,2,1,5,8,5,4,9,4,10,2,3,1,2,1,1,2,4,903
32,"ZILA PARISHAD PRA0 PA0 TATARGANG",763,645,0,1408,449,389,0,838,838,0,168,70,425,114,1,2,0,1,2,15,3,0,3,2,4,3,8,2,4,5,2,2,0,2,838
33,"ZILA PARISHAD PRA0 PA0 SENDHUAR",718,601,0,1319,477,349,0,826,826,0,68,246,223,239,10,1,1,2,2,0,2,2,4,0,3,3,1,3,4,2,2,1,3,4,826
34,"ZILA PARISHAD PRA0 PA0 LEVDA",381,276,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ZILA PARISHAD PRA0 PA0 SUJAUNA",625,516,0,1141,426,331,0,757,757,0,110,180,139,268,8,2,2,1,6,5,1,3,1,1,1,7,7,0,0,2,1,3,5,4,757
36,"ZILA PARISHAD PRA0 PA0 BIRBAL",808,630,0,1438,485,373,0,858,858,0,150,212,298,108,2,3,3,3,3,0,3,2,1,8,7,13,6,5,6,9,1,7,2,6,858
37,"ZILA PARISHAD PRA0 PA0 KAINUA UPARHAR",397,324,0,721,196,199,0,395,395,0,134,45,22,177,4,1,1,1,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,395
38,"ZILA PARISHAD PRA0 PA0 KANJASA UPARHAR NARTH",843,630,0,1473,404,302,0,706,706,0,37,416,69,51,4,5,5,2,2,2,2,0,6,43,2,9,2,0,1,2,0,39,4,3,706
39,"ZILA PARISHAD PRA0 PA0 KANJASA UPARHAR SOUTH",849,598,0,1447,457,295,0,752,452,0,87,325,199,93,1,12,2,0,3,1,2,1,2,9,0,2,1,0,0,3,1,5,0,3,752
40,"ZILA PARISHAD PRA0 PA0 BIKAR",869,644,0,1513,509,309,0,818,754,0,55,177,268,155,9,6,4,2,1,0,3,2,0,24,7,8,3,1,4,7,2,71,5,4,818
41,"JAWAHAR LAL JUNIOR HIGH SCHOOL IRADATGANG NORTH",723,547,0,1270,403,277,0,680,676,0,80,69,229,253,5,5,0,0,1,1,3,0,0,0,1,5,3,0,4,7,0,4,3,7,680
42,"JAWAHAR LAL JUNIOR HIGH SCHOOL IRADATGANG SOUTH",767,599,0,1366,301,205,0,506,505,0,100,51,278,59,0,1,1,0,3,0,1,0,1,2,0,2,0,1,3,1,0,0,0,2,506
43,"ZILA PARISHAD PRA0 PA0 EAST",494,397,0,891,332,199,0,531,531,0,98,71,206,123,1,1,0,2,1,0,1,1,1,0,1,2,3,1,3,5,0,6,1,3,531
44,"ZILA PARISHAD PRA0 PA0 GHURPUR SOUTH",672,535,0,1207,422,276,0,698,691,0,53,167,158,283,7,3,0,1,2,0,1,1,0,3,3,3,2,0,3,2,1,3,0,2,698
45,"ZILA PARISHAD PRA0 PA0 GHURPUR SOUTH MIDIL",548,435,0,983,279,216,0,495,386,0,44,97,226,120,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,495
46,"ZILA PARISHAD PRA0 PA0 SEMARA KALVANA EAST",476,422,0,898,316,234,0,550,550,0,16,115,221,160,1,3,2,0,1,1,0,0,0,2,3,1,3,4,4,4,1,5,0,3,550
47,"ZILA PARISHAD PRA0 PA0 SEMARA KALVANA MIDIL",400,352,0,752,263,191,0,454,445,0,66,63,137,134,1,0,0,0,2,1,0,2,5,2,2,6,6,2,4,10,4,0,0,7,454
48,"ZILA PARISHAD PRA0 PA0 SEMARA KALVANA WEST",802,705,0,1507,520,418,0,938,938,0,280,63,246,265,4,3,2,2,6,4,4,4,2,7,11,16,5,0,1,6,1,1,0,5,938
49,"ZILA PARISHAD PRA0 PA0 BHITA EAST",403,317,0,720,281,186,0,467,467,0,30,137,234,49,0,4,0,0,0,1,2,0,1,3,0,2,0,1,0,0,0,1,0,2,467
50,"ZILA PARISHAD PRA0 PA0 BHITA WEST",462,383,0,845,255,226,0,481,481,0,159,108,146,36,2,3,0,0,1,2,0,1,1,3,4,4,1,1,1,2,0,1,2,3,481
51,"ZILA PARISHAD PRA0 PA0 MANAKWAR",871,687,0,1558,513,377,0,890,887,0,152,148,395,85,8,22,3,3,2,7,5,3,5,7,7,13,3,1,4,7,2,2,1,5,890
52,"ZILA PARISHAD PRA0 PA0 AMREHA EAST",603,505,0,1108,357,259,0,616,616,0,19,25,353,148,0,0,1,1,1,43,1,1,0,1,3,2,2,0,4,7,1,0,0,3,616
53,"ZILA PARISHAD PRA0 PA0 AMREHA WEST",608,500,0,1108,356,274,0,630,630,0,112,68,51,361,0,0,1,2,0,16,1,0,1,2,5,3,1,2,1,0,1,0,0,2,630
54,"ZILA PARISHAD PRA0 PA0 GAUHANIYA EAST",597,472,0,1069,398,269,0,667,663,0,97,75,331,89,4,23,2,0,4,3,2,2,1,5,3,9,3,0,2,9,1,1,0,1,667
55,"ZILA PARISHAD PRA0 PA0 GAUHANIYA WEST",717,500,0,1217,394,222,0,616,611,0,45,112,328,73,1,40,1,0,1,3,1,0,0,4,0,1,1,0,0,2,0,2,0,1,616
56,"UCCHATAR MADHYMIK VIDYALAY KHATAGIYA",761,633,0,1394,471,385,0,856,856,0,229,88,298,190,4,0,0,0,4,6,2,2,1,1,1,12,2,4,0,2,0,7,2,1,856
57,"ZILA PARISHAD PRA0 PA0 CHITAURI",833,645,0,1478,524,401,0,925,925,0,224,52,405,192,3,5,3,3,1,3,1,1,0,4,4,13,0,1,2,3,0,2,0,3,925
58,"ZILA PARISHAD PRA0 PA0 DAUNA",837,718,0,1555,577,424,0,1001,1000,0,351,57,284,219,10,4,2,6,4,4,7,5,2,6,4,19,6,0,1,3,1,2,2,2,1001
59,"ZILA PARISHAD PRA0 PA0 PACHKHARA",644,565,0,1209,446,326,0,772,727,0,201,86,203,249,7,0,1,0,6,1,0,0,0,3,0,7,4,0,0,1,0,0,1,2,772
60,"ZILA PARISHAD PRA0 PA0 BUDAVA EAST",599,446,0,1045,332,216,0,548,548,0,27,79,214,203,2,2,0,0,1,0,0,0,1,4,2,2,1,1,0,3,1,5,0,0,548
61,"ZILA PARISHAD PRA0 PA0 BUDAVA MIDDLE",391,371,0,762,269,218,0,487,487,0,86,44,161,122,2,5,2,2,1,0,4,1,2,12,0,14,0,0,0,3,3,19,0,4,487
62,"ZILA PARISHAD PRA0 PA0 BUDAVA WEST",869,762,0,1631,570,486,0,1056,1056,0,215,18,402,329,3,4,6,2,3,4,3,4,1,7,6,15,3,0,5,11,3,1,4,7,1056
63,"PURVA MADHYMIK VIDYALAY  JASARA NORTH",532,433,0,965,346,207,0,553,543,0,25,210,284,22,0,0,0,1,1,0,0,0,0,1,0,1,0,2,3,0,2,0,0,1,553
64,"PURVA MADHYMIK VIDYALAY  JASARA SOUTH",481,388,0,869,316,184,0,500,490,0,25,141,208,110,1,2,0,0,1,0,2,1,0,2,1,0,0,0,1,2,0,1,0,2,500
65,"ZILA PARISHAD PRA0 PA0  JASARA SOUTH",624,515,0,1139,377,284,0,661,649,0,87,141,307,98,1,3,0,0,1,3,1,1,2,2,0,7,0,1,0,4,0,0,0,2,661
66,"ZILA PARISHAD PRA0 PA0 JASARA NORTH",487,405,0,892,308,239,0,547,542,0,146,82,174,105,1,2,0,1,3,1,1,3,2,5,0,5,3,2,2,3,1,4,1,0,547
67,"ZILA PARISHAD PRA0 PA0 TIKARI TA0 KANJASA",761,600,0,1361,417,304,0,721,705,0,104,25,358,139,5,1,0,1,4,1,4,5,3,1,19,14,3,1,5,13,3,1,4,7,721
68,"JUNIOR HIGH SCHOOL KANTI NORTH",674,559,0,1233,385,299,0,684,684,0,145,102,324,76,3,5,0,2,0,2,1,3,0,2,2,3,0,1,1,3,0,0,7,2,684
69,"JUNIOR HIGH SCHOOL KANTI MIDDLA",507,457,0,964,316,233,0,549,549,0,133,63,222,83,4,5,0,0,3,1,3,2,1,6,2,10,0,0,1,2,0,4,2,2,549
70,"JUNIOR HIGH SCHOOL KANTI SOUTH",408,322,0,730,341,128,0,469,469,0,103,27,197,75,2,2,2,0,2,0,0,1,5,2,1,15,6,2,2,9,1,4,3,8,469
71,"ZILA PARISHAD PRA0 PA0 KANTI",737,682,0,1419,387,288,0,675,675,0,206,130,118,151,4,0,1,1,3,6,8,1,3,4,3,5,8,3,2,6,1,6,2,3,675
72,"ZILA PARISHAD PRA0 PA0 SADAVA KHURD",407,318,0,725,238,185,0,423,423,0,45,18,292,37,2,4,2,0,1,0,0,0,1,3,0,5,1,0,2,1,0,7,1,1,423
73,"ZILA PARISHAD PRA0 PA0 KHUTARIYA",441,357,0,798,301,201,0,502,140,0,138,59,35,242,3,2,0,0,1,2,1,1,1,0,2,5,1,2,0,1,2,1,0,3,502
74,"ZILA PARISHAD PRA0 PA0 REHI EAST",582,436,0,1018,349,204,0,553,553,0,55,68,94,243,3,5,10,1,0,1,3,0,3,23,3,6,2,0,1,1,2,27,2,0,553
75,"ZILA PARISHAD PRA0 PA0 REHI WEST",418,327,0,745,207,136,0,343,343,0,37,14,49,213,7,1,0,1,1,0,0,0,1,5,1,4,1,0,0,2,0,2,0,4,343
76,"ZILA PARISHAD PRA0 PA0 RERA",836,682,0,1518,515,341,0,856,855,0,180,69,272,264,5,3,3,2,4,1,2,4,7,4,5,9,8,0,3,4,0,2,2,3,856
77,"ZILA PARISHAD PRA0 PA0 MUNNDEHARA",487,399,0,886,318,231,0,549,549,0,257,39,130,88,1,1,1,1,2,3,1,1,2,0,1,9,5,1,1,1,1,1,1,1,549
78,"ZILA PARISHAD PRA0 PA0 GADRA",241,194,0,435,168,145,0,313,233,0,147,13,115,18,0,1,0,1,0,0,1,0,3,0,2,3,4,0,2,1,0,0,0,2,313
79,"ZILA PARISHAD PRA0 PA0 CHIDIYA",386,319,0,705,256,185,0,441,441,0,148,25,184,46,0,2,1,2,1,1,1,0,1,4,1,16,4,1,0,1,0,0,1,1,441
80,"ZILA PARISHAD PRA0 PA0 PANDAR NORTH",675,560,0,1235,436,308,0,744,744,0,151,55,421,85,0,2,3,1,0,0,0,0,1,4,5,5,4,0,2,3,0,1,0,1,744
81,"ZILA PARISHAD PRA0 PA0 PANDAR MIDDLA",628,494,0,1122,354,216,0,570,570,0,134,52,296,44,0,5,0,2,1,5,5,2,1,0,2,8,5,2,0,0,1,2,1,2,570
82,"ZILA PARISHAD PRA0 PA0 SOUTH",391,327,0,718,199,150,0,349,349,0,115,34,116,9,0,1,0,1,5,9,0,0,0,21,4,10,0,1,1,0,1,15,0,6,349
83,"ZILA PARISHAD PRA0 PA0 SARSEDI",767,707,0,1474,453,375,0,828,828,0,149,87,348,125,5,3,3,2,2,58,4,2,1,3,2,3,5,3,3,3,6,5,1,5,828
84,"ZILA PARISHAD PRA0 PA0 CHIDI EAST",664,539,0,1203,362,276,0,638,638,0,25,73,370,121,7,3,1,1,1,1,4,1,4,3,1,12,0,0,2,2,0,0,2,4,638
85,"ZILA PARISHAD PRA0 PA0 CHIDI WEST",659,561,0,1220,437,370,0,807,807,0,298,120,99,212,10,6,2,0,1,15,3,2,4,2,3,17,3,1,1,3,1,1,2,1,807
86,"ZILA PARISHAD PRA0 PA0 PARVEJABAD",357,356,0,713,217,206,0,423,422,0,120,38,109,113,6,4,0,1,1,3,0,1,3,0,2,9,4,0,1,3,1,0,1,3,423
87,"HEMVANTI NANDAN BAHGUNA AU. VI. RIGAVA",296,229,0,525,201,145,0,346,341,0,66,139,42,45,0,2,1,0,2,38,2,1,1,2,2,1,0,0,0,1,1,0,0,0,346
88,"ZILA PARISHAD PRA0 PA0 HARDI",331,275,0,606,223,147,0,370,370,0,115,33,87,81,1,1,0,1,2,35,2,0,1,0,1,2,3,0,2,1,1,1,0,0,370
89,"ZILA PARISHAD PRA0 PA0 TIKARI KALA",761,586,0,1347,499,357,0,856,856,0,164,76,268,259,9,7,2,0,5,43,1,0,3,2,6,8,1,0,0,0,1,0,1,0,856
90,"ZILA PARISHAD PRA0 PA0 KORARI",342,263,0,605,244,171,0,415,412,0,43,143,22,187,1,0,0,0,1,0,0,1,2,4,1,1,0,1,1,2,0,0,4,1,415
91,"ZILA PARISHAD PRA0 PA0  KHADESAR",214,201,0,415,156,133,0,289,289,0,63,76,51,74,0,0,0,1,0,12,1,1,0,0,1,4,3,0,0,0,1,0,0,1,289
92,"ZILA PARISHAD PRA0 PA0 DHARA",681,550,0,1231,348,259,0,607,600,0,322,92,112,7,0,2,3,0,7,7,1,2,1,4,4,19,7,4,1,2,1,1,1,7,607
93,"ZILA PARISHAD PRA0 PA0 BAKIPUR",255,196,0,451,170,122,0,292,292,0,112,13,106,34,1,1,0,0,3,6,0,1,1,1,1,4,3,1,2,0,0,0,0,2,292
94,"ZILA PARISHAD PRA0 PA0 ASVAN",361,280,1,642,249,188,0,437,437,0,54,21,254,24,1,0,0,1,0,70,0,0,2,0,3,2,0,0,0,2,0,1,1,1,437
95,"ZILA PARISHAD PRA0 PA0 SONVAI",492,444,0,936,377,314,0,691,689,0,189,48,364,51,2,3,0,1,3,0,0,0,4,3,4,5,5,3,2,1,1,0,0,2,691
96,"ZILA PARISHAD PRA0 PA0 GOISARA",742,603,0,1345,503,383,0,886,886,0,198,122,184,331,8,3,1,1,1,10,2,2,2,1,4,10,3,1,0,1,0,1,0,0,886
97,"ZILA PARISHAD PRA0 PA0 ICHAURA",278,229,0,507,173,130,0,303,303,0,64,52,67,79,1,4,0,0,3,10,3,0,4,1,1,6,3,1,1,1,1,0,0,1,303
98,"HARI SHANKAR PANDEY INTER COLLEGE LALAPUR",743,551,0,1294,452,295,0,747,747,0,58,47,449,158,2,2,1,1,0,0,2,2,2,2,4,8,1,2,1,2,1,0,0,2,747
99,"ZILA PARISHAD PRA0 PA0 CHAKSUCHER",439,368,0,807,233,174,0,407,405,0,91,90,143,51,3,0,0,1,3,0,0,1,0,2,1,4,7,4,2,1,1,0,0,2,407
100,"ZILA PARISHAD PRA0 PA0 MADURI",340,292,0,632,250,203,0,453,453,0,212,42,105,61,1,1,1,1,2,4,0,5,0,0,1,7,4,0,1,1,1,0,1,2,453
101,"ZILA PARISHAD PRA0 PA0 OTHAGI TARHAR WEST",857,660,0,1517,586,395,0,981,981,0,175,122,525,80,7,3,2,3,2,5,2,6,4,11,6,7,2,2,1,7,4,1,1,3,981
102,"ZILA PARISHAD PRA0 PA0 OTHAGI TARHAR SOUTH",485,388,0,873,296,217,0,513,513,0,108,142,171,53,1,2,1,0,0,9,0,1,0,7,3,4,1,0,1,1,0,5,0,3,513
103,"ZILA PARISHAD PRA0 PA0 GOLAIHA",649,518,0,1167,412,318,0,730,670,0,254,90,91,232,4,0,1,1,5,12,0,2,2,1,4,9,5,3,2,1,0,0,3,8,730
104,"ZILA PARISHAD PRA0 PA0 LAUDKALA",730,598,0,1328,448,370,0,818,818,0,307,55,83,247,4,3,1,3,7,13,2,2,6,8,6,30,9,1,0,6,2,13,5,5,818
105,"ZILA PARISHAD PRA0 PA0 DUBAHA",419,383,0,802,232,222,0,454,454,0,59,75,178,81,2,1,3,1,2,3,1,1,1,5,4,2,2,0,1,1,0,26,5,0,454
106,"PURVA MADHYMIK JUNIOR HIGH SCHOOL BAGHALA MADANPUR",515,423,0,938,291,248,0,539,539,0,276,57,128,54,1,0,1,1,3,11,0,1,1,1,2,2,0,0,0,0,0,0,0,0,539
107,"PURVA MADHYMIK JUNIOR HIGH SCHOOL BAGHALA MADANPUR WEST",445,355,0,800,264,200,0,464,261,0,166,48,130,81,4,2,0,2,2,2,1,0,2,3,2,8,0,0,0,0,0,0,10,1,464
108,"ZILA PARISHAD PRA0 PA0 PUREVALDU",406,323,0,729,245,199,0,444,444,0,63,116,119,112,1,1,1,1,1,3,0,2,0,2,2,5,1,2,0,0,2,0,9,1,444
109,"ZILA PARISHAD PRA0 PA0 LAUDKHURD",416,323,0,739,260,216,0,476,476,0,115,114,21,175,8,2,2,2,1,1,0,0,2,1,2,9,4,3,1,4,2,0,4,3,476
110,"P.W.D. OVERCIAR VISHRAM GRIH SHIVRAJPUR",884,771,0,1655,479,496,0,975,975,0,245,191,286,147,9,5,2,4,10,4,3,3,3,5,4,11,5,2,6,15,1,4,2,8,975
111,"ZILA PARISHAD PRA0 PA0 SHIVRAJPUR NEAR BENIPUR",887,644,0,1531,505,367,0,872,871,0,126,217,361,105,4,3,1,1,3,2,2,3,3,7,6,12,2,1,3,0,1,2,1,6,872
112,"ZILA PARISHAD PRA0 PA0 KAPSOATARI",372,330,0,702,291,224,0,515,515,0,43,87,18,323,7,1,3,0,0,1,1,0,0,1,3,6,3,1,1,6,3,1,2,4,515
113,"ZILA PARISHAD PRA0 PA0 CHAK ARAJI GADHVA",328,349,0,677,209,217,0,426,426,0,79,115,17,151,5,3,0,2,2,3,5,1,2,5,9,15,1,1,0,2,1,0,1,6,426
114,"ZILA PARISHAD PRA0 PA0 LAKHANPUR",608,478,0,1086,378,250,0,628,627,0,350,43,101,81,0,5,0,1,0,1,1,1,0,1,8,11,8,2,3,2,0,5,1,3,628
115,"ZILA PARISHAD PRA0 PA0 BADGADI",498,426,0,924,286,238,0,524,524,0,191,107,41,69,3,0,2,3,2,3,0,0,2,2,4,9,0,1,1,0,0,7,74,3,524
116,"ZILA PARISHAD PRA0 PA0 BHAISHAI",218,187,0,405,150,131,0,281,281,0,135,92,14,19,1,0,0,0,2,5,0,1,1,1,5,1,2,0,0,1,0,0,1,0,281
117,"ZILA PARISHAD PRA0 PA0 BIHARIYA",783,632,0,1415,507,386,0,893,893,0,251,30,380,145,2,3,0,3,3,0,4,0,4,7,10,13,12,0,12,5,3,0,6,0,893
118,"ZILA PARISHAD PRA0 PA0 AAM GODAR",613,503,1,1117,293,286,0,579,579,0,188,47,174,141,0,0,0,1,5,1,2,0,0,1,2,6,8,0,2,0,0,0,0,1,579
119,"ZILA PARISHAD PRA0 PA0 AAM GODAR NORTH",440,383,0,823,276,207,0,483,483,0,183,77,31,129,4,0,3,1,4,2,3,2,1,1,4,9,4,1,0,1,0,2,16,5,483
120,"ZILA PARISHAD PRA0 PA0 ABHAYPUR",435,366,0,801,263,271,0,534,534,0,156,94,75,136,1,1,1,4,4,0,1,5,1,2,5,9,10,3,1,2,1,0,21,1,534
121,"ZILA PARISHAD PRA0 PA0 GADHA",860,780,0,1640,542,470,0,1012,884,0,309,320,91,153,7,5,1,4,8,0,2,4,6,5,12,28,10,8,1,2,1,1,19,15,1012
122,"ZILA PARISHAD PRA0 PA0 CHUNDAVA",458,342,0,800,347,244,0,591,590,0,431,39,98,10,0,1,0,0,2,0,0,0,0,1,1,5,2,1,0,0,0,0,0,0,591
123,"RAJA KAMLAKAR INTER COLLEGE SHANKARGARH EAST",653,528,0,1181,357,297,0,654,654,0,221,159,207,36,3,1,0,0,2,1,0,2,1,2,1,14,1,0,1,0,0,0,1,1,654
124,"RAJA KAMLAKAR INTER COLLEGE SHANKARGARH MIDDLE",432,339,0,771,386,108,0,494,494,0,33,130,274,50,0,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,494
