"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
256,"PRATHMIK VIDYALAYA  GAURA TALUKA PURVA PASHACHEMI BHAG",497,413,0,910,308,229,0,537,537,0,135,43,225,100,3,1,0,1,2,0,0,4,2,2,2,2,3,0,2,5,0,2,0,3,537
257,"PRATHMIK VIDYALAYA  NAUGVA UTTARI BHAG",804,716,1,1521,454,366,0,820,650,0,116,165,266,162,6,3,3,3,3,6,14,1,3,4,6,8,13,5,15,6,1,4,0,7,820
258,"PRATHMIK VIDYALAYA   NAUGVA MADHY BHAG",463,399,0,862,280,259,0,539,539,0,119,162,83,141,4,1,2,2,6,6,0,0,1,4,1,1,0,0,0,0,2,2,0,2,539
259,"PRATHMIK VIDYALAYA  NAUGVA DAKSHINI BHAG",473,417,0,890,279,202,0,481,480,0,33,27,180,197,4,1,0,1,2,1,3,0,2,3,1,8,2,1,1,5,0,3,1,5,481
260,"RAGHUNATH PRASAD JUNIYAR HAI SCHOOL BADGOHANA KLA UTTARI  BHAG",474,405,0,879,307,251,0,558,558,0,108,22,117,231,7,0,1,2,0,3,6,1,2,1,3,17,7,1,3,8,5,1,5,7,558
261,"RAGHUNATH PRASAD JUNIYAR HIGH  SCHOOL BADGOHANA KALA UTTARI  BHAG",521,474,0,995,336,264,0,600,599,0,62,72,187,232,6,3,2,0,2,7,4,1,3,2,4,7,0,0,0,4,0,0,1,1,600
262,"PRATHMIK VIDYALAYA  BELSARA PURVI BHAG",868,691,0,1559,570,398,0,968,965,0,243,55,269,321,5,6,1,0,2,9,2,1,3,5,5,12,5,2,1,8,1,4,4,4,968
263,"PRATHMIK VIDYALAYA  BAKRAVA ROOM NO1",337,303,0,640,254,191,0,445,444,0,41,25,314,19,2,2,0,0,0,1,4,2,0,3,0,1,1,0,8,8,0,1,7,6,445
264,"PRATHMIK VIDYALAYA  BELAVA",700,588,0,1288,376,375,0,751,751,0,100,43,235,329,3,3,1,0,3,4,4,2,4,1,0,5,1,0,1,6,4,1,0,1,751
265,"PHIROJ GADHI JUNIYAR HIGH SCHOOL GOTHI TALUKA LAVAYN ROOM NO 1",415,356,0,771,287,238,0,525,520,0,61,15,345,80,0,0,0,1,0,0,0,3,2,5,1,1,2,0,8,0,0,0,1,0,525
266,"PRATHMIK VIDYALAYA   UMARI TA. KATI ROOM NO 1",759,580,0,1339,427,358,0,785,781,0,213,43,295,150,6,2,3,2,2,6,5,0,3,13,0,12,5,2,1,4,0,15,1,2,785
267,"PRATHMIK VIDYALAYA   KULHDIYA ROOM NO 1",429,359,0,788,291,250,0,541,540,0,134,57,166,96,2,1,1,2,0,25,2,1,3,8,0,5,0,0,1,3,0,27,2,5,541
268,"PRATHMIK VIDYALAYA   MAVAIYA TA. BLAPUR UTTARI BHAG",471,388,0,859,278,267,0,545,537,0,140,78,162,104,3,0,0,2,1,3,3,4,0,0,3,9,11,6,3,7,1,1,1,3,545
269,"PRATHMIK VIDYALAYA   MAVAIYA TA. BLAPUR DAKSHENI  BHAG",565,495,0,1060,321,271,0,592,591,0,139,38,201,166,1,2,1,0,2,11,2,1,2,2,4,4,1,0,2,3,0,0,3,7,592
270,"PRATHMIK VIDYALAYA  NIRAUDHA ROOM NO 1",537,431,0,968,275,224,0,499,499,0,49,12,239,161,4,2,0,0,1,4,4,4,2,1,2,3,0,1,2,3,0,1,1,3,499
271,"PRATHMIK VIDYALAYA   DAHI ROOM NO 1",243,192,0,435,137,117,0,254,254,0,15,25,161,38,0,1,2,0,1,4,1,2,0,1,0,1,0,0,0,1,0,1,0,0,254
272,"PRATHMIK VIDYALAYA  BHARHRA ROOM NO 1",387,341,0,728,241,186,0,427,406,0,174,25,143,53,2,0,0,0,4,1,2,0,0,0,5,1,8,0,0,3,2,0,2,2,427
273,"MOTI LAL INTER COLLEGE KAUDHIYARA ROOM NO 1",902,727,0,1629,566,421,0,987,970,0,168,138,328,282,3,2,3,7,1,3,14,5,6,5,2,9,3,1,1,2,1,3,0,0,987
274,"NAGAR KOTHI NERIKSHAN BHAVAN DHODHARI PU. BHAG",612,499,0,1111,276,302,0,578,578,0,76,51,193,191,6,0,2,4,5,4,3,6,2,11,3,11,1,0,1,2,0,1,2,3,578
275,"NAGAR KOTHI NERIKSHAN BHAVAN DHODHARI PASHACHEMI  BHAG",711,555,0,1266,417,298,0,715,703,0,226,39,188,189,3,1,0,3,6,2,1,4,1,13,5,18,1,1,1,2,1,6,2,2,715
276,"PRATHMIK VIDYALAYA   KUKHUDI PU. BHAG",520,466,0,986,353,277,0,630,630,0,304,15,179,103,3,1,0,0,1,1,0,0,0,2,1,9,2,2,3,1,0,0,2,1,630
277,"PRATHMIK VIDYALAYA   KUKHUDI PASHACHEMI BHAG",579,490,0,1069,299,244,0,543,543,0,182,44,80,202,6,0,0,2,1,1,1,0,1,1,2,9,2,0,0,2,0,1,1,5,543
278,"PRATHMIK VIDYALAYA  AKAUNI  PU. BHAG",426,366,0,792,241,195,0,436,436,0,148,34,147,83,2,1,0,0,2,4,0,1,0,1,1,3,1,0,2,2,1,1,0,2,436
279,"PRATHMIK VIDYALAYA   AKAUNI PASHACHEMI BHAG",720,664,0,1384,431,381,0,812,812,0,221,168,95,199,2,0,0,3,4,85,2,2,0,0,3,13,3,0,0,2,1,0,2,7,812
280,"PRATHMIK VIDYALAYA  TEDUI   TA. KULMAI ROOM NO 1",387,330,0,717,315,230,0,545,448,0,139,36,331,27,2,0,0,1,0,2,0,0,0,0,0,2,1,0,1,1,0,0,1,1,545
281,"PRATHMIK VIDYALAYA  KHIRI ROOM NO 1",554,496,0,1050,369,310,0,679,674,0,87,14,227,297,2,2,1,1,0,1,2,5,4,4,2,13,3,0,2,6,2,2,0,2,679
282,"KANYA PRAIMARI VIDYALAYA SEMRI  TU. ROOM NO 1",776,652,0,1428,463,397,0,860,835,0,169,56,154,403,9,3,3,1,3,6,4,2,3,7,3,9,5,1,4,6,2,5,1,1,860
283,"PRATHMIK VIDYALAYA  BADHA PURAVI BHAG",422,377,0,799,226,216,0,442,430,0,210,33,66,115,1,0,0,0,1,1,0,1,0,3,0,4,6,0,0,0,0,0,0,1,442
284,"PRATHMIK VIDYALAYA  BADAHA PASHACHEMI BHAG",523,380,0,903,255,178,0,433,432,0,101,26,46,242,1,1,0,0,1,5,0,0,1,0,2,2,0,2,2,0,0,0,0,1,433
285,"PRATHMIK VIDYALAYA  KHAPTIHA ROOM NO 1",710,633,1,1344,453,353,0,806,806,0,115,44,320,229,5,4,2,2,1,5,8,4,4,2,5,11,9,2,8,14,2,2,1,7,806
286,"PRATHMIK VIDYALAYA  PEPRAHTA ROOM NO 1",755,667,0,1422,462,426,0,888,888,0,185,40,272,301,5,29,6,2,2,3,0,1,3,1,2,7,6,0,4,4,2,5,4,4,888
287,"PRATHMIK VIDYALAYA  AMBA PURAVI BHAG",642,497,0,1139,352,264,0,616,616,0,14,44,507,44,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,616
288,"PRATHMIK VIDYALAYA   AMBA PASHACHEMI BHAG",709,549,0,1258,401,297,0,698,698,0,214,53,236,121,0,1,1,0,12,4,2,1,1,3,5,16,6,0,1,4,0,6,2,9,698
289,"SADHAN SAHKARI SAMITI CHIPAUDHA  ROOM NO 1",279,223,0,502,178,149,0,327,327,0,223,9,36,41,2,2,0,1,0,0,0,0,1,0,2,8,0,0,0,2,0,0,0,0,327
290,"PRATHMIK VIDYALAYA  OSA ROOM NO 1",430,315,0,745,242,168,0,410,405,0,79,34,195,87,1,0,0,0,0,1,1,0,1,0,3,4,0,1,1,1,0,1,0,0,410
291,"PRATHMIK VIDYALAYA   DEVRA PURAVI BHAG",631,528,0,1159,339,233,0,572,572,0,38,140,271,75,2,0,0,0,0,3,1,2,0,3,4,16,0,1,3,6,1,0,3,3,572
292,"PRATHMIK VIDYALAYA  DEVRA MADHAY BHAG",564,424,0,988,276,205,0,481,480,0,112,59,112,153,1,1,6,1,1,1,0,2,3,6,2,9,2,0,1,1,0,5,0,3,481
293,"PRATHMIK VIDYALAYA   DEVRA PASHACHEMI BHAG",675,560,0,1235,296,245,0,541,540,0,102,48,275,91,1,0,1,1,4,3,2,0,0,2,2,1,2,0,0,1,0,0,1,4,541
294,"PRATHMIK VIDYALAYA   DHRI ROOM NO 1",714,584,0,1298,411,345,0,756,756,0,395,17,51,272,3,4,0,0,1,0,0,0,2,1,0,3,4,0,0,0,1,0,1,1,756
295,"PRATHMIK VIDYALAYA   BARSVL PURVI BHAG",581,441,0,1022,326,242,0,568,563,0,74,19,241,218,2,1,0,3,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,4,568
296,"PRATHMIK VIDYALAYA  BARSVL PASHACHEMI BHAG",606,487,0,1093,383,279,0,662,662,0,174,30,44,388,3,0,0,1,4,2,0,1,3,0,2,4,1,0,0,1,0,2,2,0,662
297,"PRATHMIK VIDYALAYA   GADHVA KALA ROOM NO 1",434,383,0,817,242,213,0,455,455,0,76,19,177,155,2,1,1,0,1,1,0,2,0,0,0,5,1,4,8,2,0,0,0,0,455
298,"PRATHMIK VIDYALAYA   KUA  PURAVI BHAG",414,357,0,771,262,239,0,501,501,0,121,14,110,177,5,1,0,1,2,35,1,6,0,0,3,5,7,0,1,4,1,2,2,3,501
299,"PRATHMIK VIDYALAYA  KUA PASHACHEMI BHAG",431,399,0,830,265,228,0,493,493,0,217,14,124,93,1,0,1,2,1,15,2,0,1,1,0,10,2,0,0,4,1,2,2,0,493
300,"PRATHMIK VIDYALAYA   MAHI UTTARI BHAG",466,364,0,830,288,259,0,547,540,0,180,11,145,166,6,2,0,0,0,17,3,0,2,0,4,7,1,0,0,1,0,1,0,1,547
301,"PRATHMIK VIDYALAYA  MAHI DAKSHENI BHAG",448,368,0,816,271,200,0,471,471,0,155,27,163,70,3,1,1,0,1,6,2,1,3,4,2,10,2,0,2,2,1,8,3,4,471
302,"PRATHMIK VIDYALAYA   JOKNAI PORAVI BHAG",603,534,0,1137,384,323,0,707,707,0,148,31,200,295,4,1,1,0,0,1,1,2,3,1,2,6,3,0,2,2,0,0,2,2,707
303,"PRATHMIK VIDYALAYA   JOKNAI PASHACHEMI  BHAG",528,472,0,1000,290,211,0,501,501,0,68,21,79,307,6,3,0,1,0,1,1,1,1,2,0,2,3,1,1,1,1,0,0,1,501
304,"PRATHMIK VIDYALAYA   PIDI UTTARI BHAG",430,378,0,808,241,169,0,410,410,0,80,52,148,93,2,2,0,0,1,1,2,2,1,5,1,4,1,0,0,5,1,7,0,2,410
305,"PRATHMIK VIDYALAYA   PIDI DAKSHENI BHAG",525,440,0,965,327,230,0,557,557,0,100,63,205,160,7,0,0,0,0,0,1,0,1,5,2,3,2,0,1,1,1,1,0,4,557
306,"PRATHMIK VIDYALAYA  JETHOO PUR PURAVI BHAG",584,471,1,1056,308,250,0,558,556,0,41,31,259,183,5,2,0,0,2,0,4,1,3,3,1,6,1,1,4,6,0,0,0,5,558
307,"PRATHMIK VIDYALAYA   KOLHUA ROOM NO 1",311,243,0,554,141,114,0,255,254,0,6,5,97,130,3,0,0,0,1,0,0,0,1,0,3,2,3,0,3,0,1,0,0,0,255
308,"PRATHMIK VIDYALAYA   PEPRAV   URF. KATHOLI KANCHAVA ROOM NO 1",660,576,0,1236,365,261,0,626,624,0,154,27,213,170,6,2,0,1,5,1,0,1,0,3,3,4,2,2,4,13,2,4,4,5,626
309,"PRATHMIK VIDYALAYA  BENIPUR UTTARI BHAG",520,398,0,918,323,279,0,602,598,0,128,19,157,245,5,1,1,0,2,11,1,4,0,1,4,5,4,1,3,4,1,0,3,2,602
310,"PRATHMIK VIDYALAYA   BENIPUR DAKSHENI BHAG",466,389,0,855,234,217,0,451,451,0,103,13,133,170,1,0,1,0,0,1,0,0,0,3,2,6,2,1,7,6,0,0,0,2,451
311,"PRATHMIK VIDYALAYA   SODHIYA ROOM NO 1",670,570,0,1240,448,304,0,752,752,0,194,16,145,359,5,2,0,1,0,3,0,3,2,1,2,6,5,0,1,3,0,0,2,2,752
312,"PURV MADHYAMIK VIDYALAYA SODHIYA ROOM NO 1",611,475,0,1086,323,237,0,560,559,0,119,33,158,202,4,0,3,0,2,2,0,1,2,2,3,9,5,1,1,4,0,4,0,5,560
