"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
23,"J.I.C. RAMPUR KARKHANA.R.N.3",670,542,0,1212,348,342,0,690,690,0,449,124,70,25,1,1,0,2,4,2,0,1,0,0,3,8,690
24,"J.I.C. RAMPUR KARKHANA.R.N.4",844,689,1,1534,410,340,0,750,750,0,389,256,57,16,1,2,1,0,2,2,1,1,3,1,4,14,750
25,"J.I.C. RAMPUR KARKHANA.R.N.5",834,711,0,1545,352,326,0,678,678,0,374,214,34,26,0,0,1,2,3,3,0,1,1,2,5,12,678
26,"J.I.C. RAMPUR KARKHANA.R.N.6",795,595,0,1390,334,175,0,509,509,0,349,117,23,12,0,0,0,0,1,1,0,0,0,0,0,6,509
27,"P.V. KHADECHHAPAR",302,262,0,564,181,179,0,360,360,0,213,65,59,6,6,1,1,0,1,1,0,1,0,0,1,5,360
28,"P.V. GOVINDPUR",787,598,0,1385,294,304,0,598,598,0,263,240,52,15,2,2,0,0,6,4,0,4,0,1,3,6,598
29,"J.H.S. MADARAPALI.R.N.1",594,514,0,1108,241,243,0,484,484,0,205,120,119,20,1,0,1,0,1,0,1,1,4,2,3,6,484
30,"J.H.S. MADARAPALI.R.N.2",358,269,0,627,131,129,0,260,260,0,95,85,64,7,0,0,0,0,0,2,1,1,1,0,2,2,260
31,"P.V. HARPUR .R.N.1",719,560,0,1279,298,305,0,603,603,0,446,66,60,11,3,2,0,1,3,4,0,0,2,1,1,3,603
32,"P.V. HARPUR .R.N.2",674,582,0,1256,298,340,0,638,638,0,382,62,144,20,2,1,0,3,0,7,1,1,4,2,1,8,638
33,"P.V. BARAIPUR",616,469,0,1085,258,268,0,526,526,0,304,91,58,16,3,1,0,1,8,10,4,2,3,4,8,13,526
34,"K.P.M.V. SAMIPATTI R.N.1",610,550,0,1160,152,390,0,542,542,0,67,397,37,14,1,0,1,2,1,4,0,0,4,3,4,7,542
35,"K.P.M.V. SAMIPATTI R.N.2",317,273,0,590,138,166,0,304,304,0,30,238,24,5,0,0,2,0,0,1,0,0,0,0,2,2,304
36,"P.V. PIPRAHI BHARATHRAY",532,465,0,997,290,263,0,553,553,0,383,127,21,11,3,0,1,0,2,2,1,0,0,0,1,1,553
37,"P.V. VISHUNPUR URF CHIRKIHVA",511,468,0,979,238,291,0,529,529,0,123,312,82,5,2,0,0,0,1,1,0,0,1,1,0,1,529
38,"P.V. AHIRAULI",420,375,0,795,214,249,0,463,463,0,270,58,66,33,1,0,1,3,0,4,1,2,3,3,1,17,463
39,"P.V. MOGALAPURA",358,297,0,655,149,202,0,351,351,0,56,200,82,3,0,0,0,0,1,1,0,0,0,1,2,5,351
40,"P.V. MOHANMUNDERA",469,409,0,878,180,255,0,435,435,0,43,274,77,17,0,0,0,1,1,1,0,2,5,2,5,7,435
41,"P.V. PARASKHAD",664,533,0,1197,402,346,0,748,748,0,274,213,200,16,2,1,3,3,2,7,2,2,5,5,4,9,748
42,"P.V. KAITHAULI.R.N.1",444,347,0,791,244,184,0,428,428,0,215,140,26,27,3,1,0,1,3,4,0,1,0,0,2,5,428
43,"P.V. KAITHAULI.R.N.2",636,488,0,1124,352,295,0,647,647,0,359,151,92,23,4,1,1,2,2,6,1,0,1,1,2,1,647
44,"RAMCHANDRA.I.C. BASANTPUR DHUSI (SIRSIA PATTI HUSEN)",833,680,0,1513,424,435,0,859,859,0,543,89,175,31,4,1,1,1,5,2,0,0,1,1,2,3,859
45,"P.V. VISHUNPUR BHUPAT",435,371,0,806,237,247,0,484,484,0,374,27,25,41,2,0,0,0,0,2,0,0,2,2,0,9,484
46,"P.V. MADARIYA",343,265,0,608,194,168,0,362,362,313,313,18,4,14,0,0,0,0,2,1,0,1,0,2,3,4,362
47,"P.V. SIRSIYA GOTHA .R.N. 1",574,487,0,1061,310,311,0,621,621,404,404,124,43,17,0,0,1,4,1,7,1,1,0,3,3,12,621
48,"P.V. SIRSIYA GOTHA .R.N. 2",195,178,0,373,88,113,0,201,201,0,61,43,77,3,0,0,1,0,1,1,0,0,4,6,2,2,201
49,"P.V. KHUTHA PATKHAULI",419,348,0,767,187,221,0,408,408,0,180,50,131,24,1,0,0,0,2,1,0,0,1,9,2,7,408
50,"P.V. PAKADICHHAPAR PATKHAULI.R.N.1",589,494,0,1083,263,257,0,520,520,0,384,42,41,24,2,0,1,0,1,3,2,1,3,2,3,11,520
51,"P.V. PAKADICHHAPAR PATKHAULI.R.N.2",522,430,0,952,240,220,0,460,460,0,249,69,122,9,0,0,1,0,2,2,0,1,0,2,1,2,460
52,"P.V. HARPUR NIJAM",558,505,0,1063,296,338,0,634,634,0,310,196,88,11,1,0,0,1,4,5,0,0,1,2,6,9,634
53,"P.V. GOPALPUR",504,383,1,888,290,211,0,501,501,0,333,40,104,9,1,3,0,0,1,1,0,0,2,0,3,4,501
54,"P.V. RAMPUR SHUKLA",782,669,0,1451,319,334,0,653,653,337,337,132,115,43,6,1,1,1,3,2,1,1,2,2,2,4,653
55,"P.V. PAKADIBABU",470,366,1,837,200,191,0,391,391,0,240,77,57,8,0,1,1,3,2,0,0,0,0,1,0,1,391
56,"P.V. PACHARUKHIYA",448,357,0,805,251,248,0,499,499,0,282,141,28,20,0,0,1,0,1,3,0,1,1,2,5,14,499
57,"P.V. RATANPURA",485,434,0,919,253,272,0,525,525,0,329,111,41,19,0,0,0,1,3,7,0,0,5,1,1,7,525
58,"K.I.C. KANCHANPUR .R.N.1",711,634,0,1345,412,355,0,767,767,0,434,177,67,42,3,0,0,1,4,4,2,5,2,5,3,18,767
59,"K.I.C. KANCHANPUR .R.N. 2",740,652,1,1393,350,404,0,754,754,0,401,197,53,56,3,1,3,3,4,5,2,4,3,4,3,12,754
60,"P.V. SIRVANIYA .R.N. 1",486,372,0,858,253,262,0,515,515,0,301,42,129,12,1,0,0,0,2,6,1,3,1,2,3,12,515
61,"P.V. SIRVANIYA .R.N. 2",668,550,0,1218,422,356,0,778,778,0,369,352,15,14,1,2,2,1,2,5,0,3,1,2,5,4,778
62,"P.V.KONHAWALIYA .R.N.1",500,403,0,903,281,242,0,523,523,0,363,19,84,13,2,6,3,5,5,8,0,1,4,3,2,5,523
63,"P.V. KONHAWALIYA .R.N.2",786,569,0,1355,408,338,0,746,746,0,409,90,134,13,1,2,2,4,4,25,8,4,9,9,6,26,746
64,"P.V. KAMDHENVA",843,682,0,1525,468,430,0,898,898,0,580,221,36,37,2,1,1,0,7,5,0,2,1,0,3,2,898
65,"P.V. MATHURACHHAPAR",663,564,0,1227,283,273,0,556,556,0,238,164,118,12,7,0,1,1,4,4,2,0,0,2,0,3,556
66,"J.H.S. KOTVA",777,687,0,1464,368,423,0,791,791,0,252,405,98,13,1,0,1,2,9,3,0,0,1,1,3,2,791
67,"P.V. BARAIPUR",868,712,0,1580,422,423,0,845,845,0,388,277,105,22,1,0,1,1,4,8,1,3,6,3,13,12,845
68,"P.V. SIRSIYA .R.N.1",813,719,1,1533,418,471,0,889,889,0,674,163,25,11,2,2,0,0,1,0,1,1,0,2,2,5,889
69,"P.V. SIRSIYA .R.N.2",746,617,0,1363,462,325,0,787,787,0,395,308,36,5,4,0,1,1,5,7,1,0,7,0,6,11,787
70,"P.V.SIRSIYA R.N. 3",295,255,0,550,161,150,0,311,311,0,256,14,15,12,0,1,0,1,0,0,2,0,2,0,1,7,311
71,"P.V. BABHANAULI",553,409,0,962,291,186,0,477,477,0,185,69,174,36,0,0,0,1,2,2,1,2,1,2,1,1,477
72,"J.H.S. BHIMPUR .R.N.1",558,436,0,994,332,276,0,608,608,0,342,193,45,14,1,0,3,1,2,3,0,0,1,1,0,2,608
73,"J.H.S. BHIMPUR .R.N.2",406,315,0,721,245,183,0,428,428,0,229,47,128,7,0,2,2,0,1,2,2,0,2,1,3,2,428
74,"P.V. POKHARBHINDA",664,539,0,1203,399,360,0,759,759,0,455,174,27,33,10,2,6,4,5,5,2,2,15,5,6,8,759
75,"P.V. BARARI",397,336,0,733,262,228,0,490,490,0,220,103,136,8,2,2,1,2,2,7,2,1,0,1,2,1,490
76,"P.V. BAIKUNTHPUR",595,489,0,1084,352,324,0,676,676,0,365,128,136,26,3,0,1,0,5,9,1,0,0,0,1,1,676
77,"P.V. PURUSHOTTAMPUR",465,388,0,853,205,247,0,452,452,0,300,84,20,23,1,1,2,0,1,5,0,0,2,3,2,8,452
78,"P.V. BHAGWANPUR",326,279,0,605,178,188,0,366,366,225,225,84,27,8,0,0,1,0,2,0,2,1,4,3,4,5,366
79,"J.H.S. SHAHAPUR R.N.1",817,685,0,1502,482,412,0,894,894,0,366,286,159,47,5,1,3,2,9,5,1,0,0,1,4,5,894
80,"J.H.S. SHAHAPUR R.N.2",358,313,0,671,216,225,0,441,441,0,182,133,78,17,1,0,0,1,5,4,2,4,2,0,5,7,441
81,"P.V. SIDHUVA R.N.1",816,742,0,1558,428,428,0,856,856,0,553,137,70,24,4,3,0,17,6,6,3,2,4,7,5,15,856
82,"P.V. SIDHUVA R.N.2",669,560,0,1229,383,354,0,737,737,0,180,194,308,9,1,0,1,11,6,3,0,2,3,6,1,12,737
83,"P.V. GAUTAMCHAK MATHIYA .R.N.1",827,700,0,1527,445,410,0,855,855,0,455,176,134,31,5,2,2,2,14,10,1,3,3,1,3,13,855
84,"P.V. GAUTAMCHAK MATHIYA .R.N.2",441,365,0,806,252,203,0,455,455,0,196,12,204,9,2,0,1,0,5,5,2,1,1,3,2,12,455
85,"P.V. MUNDERA MISHRA .R.N.1",529,485,0,1014,258,299,0,557,557,0,357,95,44,19,5,0,0,2,5,11,0,1,0,2,1,15,557
86,"P.V. MUNDERA MISHRA .R.N.2",498,382,0,880,228,222,0,450,450,0,236,120,32,29,2,1,0,1,14,2,0,1,4,2,2,4,450
87,"P.V. HARPURKALA",721,594,0,1315,409,414,0,823,823,0,367,216,164,21,1,2,2,3,9,6,4,2,3,8,5,10,823
88,"P.V. CHANDPUR",552,446,0,998,296,269,0,565,565,0,485,26,21,6,5,1,1,1,3,3,2,2,1,2,0,6,565
89,"P.V. POKHARBHINDA",767,684,0,1451,491,328,0,819,819,0,491,175,107,15,2,2,3,5,5,2,1,1,2,0,1,7,819
90,"P.V. KISHUNPALI",456,398,0,854,303,268,0,571,571,0,283,179,31,38,14,1,0,0,2,2,3,0,0,1,3,14,571
91,"P.V. BELVANIYA TOLA",410,324,0,734,254,211,0,465,465,0,260,114,51,6,4,0,1,0,0,1,1,1,3,4,7,12,465
92,"K.I.C. VISHUNPURKALA .R.N.1",603,419,0,1022,326,239,0,565,565,485,485,26,21,6,5,1,1,1,3,3,2,2,1,2,0,6,565
93,"K.I.C. VISHUNPURKALA .R.N.2",448,384,0,832,268,245,0,513,513,0,254,171,57,12,0,1,2,3,2,1,1,0,0,3,3,3,513
94,"K.I.C. VISHUNPURKALA .R.N.3",263,213,0,476,149,131,0,280,280,0,175,85,13,4,0,0,0,0,0,0,0,0,0,2,0,1,280
95,"P.V. GORAYA",509,427,0,936,295,264,0,559,559,0,211,234,75,11,4,1,3,0,5,4,0,3,3,0,2,3,559
96,"I.C. BINDVALIYA",464,379,0,843,233,250,0,483,483,0,262,117,57,24,1,0,1,0,1,0,3,1,2,2,4,8,483
97,"P.V. CHAKGAJBABDHAN URF MISHRAULI",647,544,0,1191,361,379,0,740,740,0,385,241,45,22,0,1,1,5,2,9,3,2,3,2,6,13,740
98,"J.H.S. BAGHDA MAHUARI .R.N. 1",570,449,0,1019,209,210,0,419,419,0,125,158,59,57,1,0,0,2,3,2,0,1,3,3,2,3,419
99,"J.H.SCHOOL  BAGHDA MAHUARI .R.N.2",443,389,0,832,211,205,0,416,416,0,196,125,58,22,6,2,0,0,0,2,0,0,0,2,1,2,416
100,"PANCHAYAT.BHAVAN KAULAMUNDERA",877,662,0,1539,459,389,0,848,848,302,302,376,125,9,0,1,2,0,6,7,1,0,2,1,5,11,848
101,"P.V. BHAISADABAR",698,594,0,1292,264,300,0,564,564,0,222,51,259,11,3,1,0,2,0,2,0,1,7,1,2,2,564
102,"P.V. MUNDERA JAGDISH",663,552,0,1215,338,313,0,651,651,0,415,180,18,6,2,0,1,0,3,2,1,1,3,3,4,12,651
103,"P.V. PIPRA",753,562,0,1315,338,328,0,666,666,0,492,38,80,13,4,1,1,1,1,8,5,1,4,2,1,14,666
104,"P.V. MALGHOT VIRAICHA",472,428,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"P.V. SHAHAPUR PURAINI",779,610,0,1389,415,292,0,707,707,384,384,105,176,14,4,0,0,0,4,1,1,2,0,5,2,9,707
106,"P.V. BHIKHAMPUR .R.N.1",669,545,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"P.V. BHIKHAMPUR .R.N.2",744,613,0,1357,387,278,0,665,665,0,332,181,85,9,1,0,1,1,6,6,0,5,2,3,5,28,665
108,"P.V. KUSHARI .R.N.1",779,650,0,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"P.V. KUSHARI .R.N.2",471,369,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"P.V. KUSHARI .R.N.3",843,642,0,1485,377,305,0,682,682,0,421,89,111,24,9,2,2,2,1,7,2,3,2,0,1,6,682
111,"P.V. MAHUVA KHURAD",518,399,0,917,288,230,0,518,518,0,273,116,90,15,3,1,0,0,2,5,0,1,2,2,1,7,518
112,"P.V. MUJHAHANALALA",703,611,0,1314,317,364,0,681,681,363,363,75,165,28,1,0,1,0,3,5,3,1,2,8,2,24,681
113,"P.V. GAUR .R.N.1",910,653,0,1563,403,333,0,736,736,0,370,174,140,20,0,1,0,0,5,4,1,2,2,1,4,12,736
114,"P.V. GAUR .R.N.2",859,701,0,1560,348,323,0,671,671,0,318,104,174,14,1,0,1,2,2,12,1,5,9,6,5,17,671
115,"P.V. GAUR .R.N.3",843,653,0,1496,355,362,0,717,717,0,468,109,92,12,5,0,3,0,3,3,2,0,2,2,2,14,717
116,"P.V. SEMRAHVA",254,219,0,473,114,133,0,247,247,0,130,67,22,3,8,0,0,1,3,1,1,0,0,3,1,7,247
117,"P.V. GARIBPATTI",386,329,0,715,214,205,0,419,419,0,226,103,57,14,0,0,0,0,1,1,0,1,2,2,4,8,419
118,"P.V. MAHUVA BUJURAG",736,625,0,1361,379,300,0,679,679,0,347,125,163,9,4,1,0,1,4,2,2,1,5,3,4,8,679
119,"P.V. LOHARAULI",662,570,0,1232,244,317,0,561,561,0,156,155,211,20,5,0,0,1,3,3,0,0,4,1,1,1,561
120,"MAHANTH.T.P.I.V. VISHUNPURA .R.N.1",680,524,0,1204,320,341,0,661,661,0,305,222,56,13,2,0,1,1,5,4,2,2,3,5,8,32,661
121,"MAHANTH.T.P.I.V. VISHUNPURA .R.N.2",706,566,0,1272,337,323,0,660,660,0,493,72,42,1,0,1,0,2,6,5,4,0,7,2,1,24,660
122,"MAHANTH.T.P.I.V. VISHUNPURA .R.N.3",759,616,0,1375,429,340,0,769,769,0,476,121,106,15,1,0,0,1,7,5,2,1,5,6,3,20,769
123,"P.V. PIPRAKANAK",533,455,0,988,253,198,0,451,451,0,264,80,83,2,1,0,1,0,2,2,0,1,10,0,2,3,451
124,"U.M.V. RAMPUR AVASTHI .R.N.1",530,428,0,958,215,185,0,400,400,0,263,40,40,20,5,3,0,4,5,1,2,2,2,2,3,8,400
125,"U.M.V. RAMPUR AVASTHI .R.N.2",456,363,0,819,201,208,0,409,409,0,150,160,63,13,0,0,3,0,1,2,3,1,2,3,3,5,409
126,"P.V. DHUSVA",733,622,0,1355,389,400,0,789,789,0,478,40,214,12,8,1,1,0,5,8,0,2,2,7,4,7,789
127,"P.V. CHAMANPURA",533,407,0,940,240,255,0,495,495,0,183,189,46,36,6,0,1,2,4,5,1,0,11,2,0,9,495
128,"P.V. UDAYAPURA",563,494,0,1057,260,278,0,538,538,0,180,125,189,16,1,0,0,0,3,2,0,0,3,2,4,13,538
129,"P.V. DALAN",550,490,0,1040,265,283,0,548,548,0,207,161,147,8,3,0,1,0,4,3,0,0,0,2,4,8,548
130,"P.V. NAUTAN .R.N.1",537,421,0,958,279,270,0,549,549,0,156,257,84,9,4,1,2,4,7,2,2,2,2,4,7,6,549
131,"P.V. NAUTAN .R.N.2",397,338,0,735,183,148,0,331,331,110,110,108,88,6,5,1,0,0,1,4,0,4,2,0,1,1,331
132,"P.V. LAGDA",544,471,0,1015,311,323,0,634,634,0,378,112,73,43,2,0,1,0,0,1,1,2,10,0,2,9,634
133,"P.V. GUDDIJOR .R.N.1",492,373,0,865,253,227,0,480,480,0,254,139,40,10,3,2,0,0,5,2,1,0,4,6,6,8,480
134,"P.V. GUDDIJOR .R.N.2",407,324,1,732,173,198,0,371,371,0,89,214,45,13,0,0,2,2,0,1,0,0,0,1,2,2,371
135,"P.V. MUJHAHANAGHAT",372,319,0,691,224,183,0,407,407,0,228,126,37,4,3,0,0,0,0,1,1,1,2,1,0,3,407
136,"P.V. KHAJURIYA",410,312,0,722,264,191,0,455,455,0,157,37,240,6,1,0,0,0,2,4,0,0,1,0,2,5,455
137,"P.V. SOHANIPAR",512,455,0,967,288,304,0,592,592,0,264,195,89,9,0,2,0,0,1,2,0,8,5,5,2,10,592
138,"G.U.M.V. RAMPUR TIWARI",267,218,0,485,172,146,0,318,318,0,234,54,16,4,3,0,0,0,2,0,0,0,0,0,4,1,318
139,"P.V. PANDAYPUR",683,603,0,1286,342,406,0,748,748,0,432,95,166,16,4,2,2,3,1,6,1,4,4,2,3,7,748
140,"P.V. MAHUAPATAN",549,464,0,1013,305,283,0,588,588,0,275,157,106,24,4,1,3,0,4,3,2,1,1,0,2,5,588
141,"H.P.V. DIHABASANT",559,499,0,1058,344,282,0,626,626,0,361,147,88,8,11,0,0,1,4,0,0,0,0,0,2,4,626
142,"P.V. MEHARAUNA",656,506,0,1162,343,284,0,627,627,0,296,178,78,45,2,1,1,1,3,8,2,4,1,1,2,4,627
143,"J.H.S. PRANPUR",616,471,0,1087,327,257,0,584,584,0,258,183,83,14,0,0,0,4,3,3,2,8,1,4,10,11,584
144,"P.V. NONIYACHHAPRA 1",308,265,0,573,171,150,0,321,321,0,237,6,34,24,2,1,0,0,2,0,0,4,3,0,3,5,321
145,"P.V. NONIYACHHAPRA 2",437,360,0,797,221,174,0,395,395,0,271,26,69,11,1,1,1,2,2,1,0,1,1,1,1,6,395
146,"P.V. LAHILPAR URF RATANPURA",688,531,0,1219,419,332,0,751,751,0,475,103,35,96,5,0,0,2,2,6,0,3,4,2,8,10,751
147,"P.V. LAHILPAR KHAS",655,515,0,1170,386,311,0,697,697,0,313,186,97,69,8,2,2,3,2,2,0,4,4,0,3,2,697
148,"P.V. VASPAR",395,312,0,707,187,155,0,342,342,0,182,97,45,2,13,0,0,0,3,0,0,0,0,0,0,0,342
149,"P.V. CHAKBUDHAN URF SINGHPUR",367,266,0,633,224,148,0,372,372,0,97,15,250,5,0,0,1,0,1,0,0,0,0,1,1,1,372
150,"P.V.DHNAUTI KALA",804,709,0,1513,438,314,0,752,752,0,299,177,241,6,3,2,1,1,7,4,1,5,1,2,1,1,752
151,"P.V. PIPRAICH .R.N. 1",292,221,0,513,122,115,0,237,237,0,189,39,0,2,1,0,0,0,0,2,0,0,1,0,2,1,237
152,"P.V. PIPRAICH .R.N. 2",592,454,0,1046,339,290,0,629,629,0,324,215,47,15,1,0,2,0,2,3,0,0,8,2,2,8,629
153,"P.V. KUSMHA URF BELVA",427,332,0,759,263,232,0,495,495,0,157,128,182,10,9,0,2,0,2,0,0,0,1,0,4,0,495
154,"J.H.S. DAMBARPUR URF JATMALPUR",683,529,0,1212,418,336,0,754,754,0,286,241,187,12,3,0,1,2,4,2,0,4,0,3,3,6,754
155,"P.V. PAGARA URF PRASIYA",696,556,0,1252,438,356,0,794,794,0,387,186,178,8,2,0,2,2,3,8,0,0,1,3,5,9,794
156,"J.H.S. BADHARA R.N.1",421,312,0,733,213,176,0,389,389,0,95,252,26,5,0,0,1,0,0,0,1,0,2,3,1,3,389
157,"J.H.S. BADHARA R.N.2",493,451,0,944,300,302,0,602,602,0,242,284,43,14,1,1,1,0,3,2,4,1,0,2,1,3,602
158,"P.V. PAKADI BUJURAG",478,407,0,885,307,272,0,579,579,0,92,182,259,10,0,1,1,0,2,5,0,2,5,8,6,6,579
159,"P.V. CHAKBANDI URF GHTAILACHETI",573,451,1,1025,325,307,0,632,632,0,394,76,106,27,1,0,1,1,10,5,0,1,0,3,2,5,632
160,"P.V. GHTAILAGAJI",786,590,0,1376,412,387,0,799,799,0,466,211,58,13,0,1,2,0,2,2,1,0,27,2,5,9,799
161,"P.V. CHAKRAVADHUS",764,641,0,1405,391,378,0,769,769,0,402,168,110,27,7,1,2,1,7,7,1,3,9,3,6,15,769
162,"MALIVARI .I.C. GAMBHIRPUR",570,464,0,1034,268,251,0,519,519,0,209,53,193,7,8,1,1,31,1,4,1,0,0,3,3,4,519
163,"P.V. MADIPAR BUJURAG",375,317,0,692,214,182,0,396,396,0,191,42,124,22,4,0,0,0,1,3,0,0,2,1,4,2,396
164,"P.V. CHAKMADHO URF MATHIYA",766,625,0,1391,289,295,0,584,584,0,352,183,8,14,2,1,1,0,5,3,0,2,0,0,6,7,584
165,"P.V. BHALUA",718,640,0,1358,324,354,0,678,678,0,319,93,165,16,0,1,0,56,4,8,1,3,5,2,0,5,678
166,"P.V. ASNA",513,431,0,944,272,251,0,523,523,0,266,160,52,14,4,2,1,0,3,3,3,4,2,3,3,3,523
167,"P.V. DULHU",443,356,0,799,229,229,0,458,458,0,238,156,6,17,1,1,1,21,4,1,0,1,2,2,2,5,458
168,P.V.BHAISHA,358,284,0,642,192,186,0,378,378,0,234,77,44,9,3,0,0,3,1,3,0,0,0,0,1,3,378
169,"P.V. MUJHAHANA URF BHATPURVA",310,259,0,569,142,154,0,296,296,0,171,34,78,5,1,0,0,1,1,0,0,0,0,0,4,1,296
170,"P.V. DHOBI CHHAPRA",246,221,0,467,124,113,0,237,237,0,111,11,93,9,1,0,0,1,1,1,0,2,2,1,4,0,237
171,"P.V. PAKADI KHAS",375,278,0,653,220,200,0,420,420,0,260,115,15,6,0,1,0,9,3,2,0,1,0,0,1,7,420
172,"P.V. BATRAULI",605,490,0,1095,369,293,0,662,662,0,317,174,132,11,3,0,1,0,2,2,1,3,3,0,4,9,662
173,"P.V. SIRSIYA",274,214,0,488,150,124,0,274,274,0,78,171,13,4,1,1,0,0,1,0,1,0,0,1,3,0,274
174,"A.R.D.I.C. BABHANI .R.N.1",536,446,0,982,217,175,0,392,392,0,248,80,25,20,2,0,2,1,1,2,1,2,0,1,3,4,392
175,"A.R.D.I.C. BABHANI .R.N.2",286,211,0,497,96,100,0,196,196,0,164,3,17,6,1,0,1,1,0,0,0,0,0,1,1,1,196
176,"P.V. RAUTPAR .R.N. 1",646,508,0,1154,326,279,0,605,605,0,340,172,73,5,0,1,0,2,2,4,1,0,0,0,3,2,605
