"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
274,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-3",526,491,0,1017,314,269,0,583,583,0,38,27,22,468,3,0,0,0,0,14,0,0,3,0,0,8,583
275,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-4",486,349,0,835,332,212,0,544,530,0,28,122,47,328,1,0,0,0,0,6,3,0,2,2,2,3,544
276,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-5",393,314,0,707,294,202,0,496,452,0,21,321,20,117,1,0,0,0,1,4,1,0,2,3,4,1,496
277,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-6",847,668,1,1516,588,455,0,1043,892,0,24,626,10,335,1,1,0,0,0,5,3,2,10,7,14,5,1043
278,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-7",466,455,0,921,337,296,0,633,453,0,23,14,21,546,4,1,0,0,0,12,0,0,1,0,0,11,633
279,"SARSWATI VIDHAYA MANDIR IN.CO. NORTH VIJAY NAGAR COLONY R.NO-8",408,340,0,748,251,206,0,457,445,0,9,20,6,404,1,0,0,0,0,11,0,1,0,1,2,2,457
280,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALAK R.NO-1",673,486,0,1159,325,476,0,801,546,0,57,52,28,620,7,2,3,0,1,12,4,2,3,4,2,4,801
281,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALAK R.NO-2",468,425,0,893,280,231,0,511,511,0,51,18,22,405,1,0,0,0,0,2,3,0,4,3,1,1,511
282,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALAK R.NO-3",209,172,0,381,141,111,0,252,252,0,24,51,2,162,2,0,0,0,0,4,0,0,0,0,1,6,252
283,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALIKA R.NO-1",565,420,0,985,436,283,0,719,635,0,16,517,12,156,1,0,1,1,0,1,1,1,2,3,6,1,719
284,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALIKA R.NO-2",272,202,0,474,217,141,0,358,358,0,12,280,3,48,1,0,1,0,0,2,1,0,2,4,1,3,358
285,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALIKA R.NO-3",803,621,0,1424,486,322,0,808,752,0,33,316,22,410,5,0,1,0,2,6,1,0,4,2,4,2,808
286,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALIKA R.NO-4",590,453,0,1043,331,240,0,571,564,0,30,167,6,352,4,1,0,0,0,0,0,1,2,1,3,4,571
287,"PARISADIY PR.VI.NORTH VIJAYNAGAR COLONY BALIKA R.NO-5",732,555,0,1287,456,342,0,798,796,0,72,216,40,442,4,1,1,0,0,4,1,0,9,4,4,0,798
288,"RAJ PUBLIC SCHOOL LANGDE KI CHAUKI HANUMAN MANDIR KE SAMNE R.NO-1",597,444,0,1041,427,285,0,712,712,0,35,439,9,214,3,0,0,0,1,3,1,0,3,0,2,2,712
289,"RAJ PUBLIC SCHOOL LANGDE KI CHAUKI HANUMAN MANDIR KE SAMNE R.NO-2",464,417,0,881,324,271,0,595,594,0,24,441,3,116,2,0,0,0,0,2,1,0,1,2,2,1,595
290,"PRA.VIDHYALAY KANYA SHIVPURI BALKESWER COLONY R.NO-1",570,454,1,1025,400,282,0,682,682,0,12,526,9,123,0,0,0,0,0,3,0,0,1,1,3,4,682
291,"PRA.VIDHYALAY KANYA SHIVPURI BALKESWER COLONY R.NO-2",535,378,0,913,351,227,0,578,569,0,9,438,20,103,0,0,0,0,1,1,0,0,0,3,3,0,578
292,"PRA.VIDHYALAY KANYA SHIVPURI BALKESWER COLONY R.NO-3",627,536,0,1163,460,310,0,770,560,0,23,547,8,173,1,0,0,0,0,4,0,2,2,3,3,4,770
293,"AMAR SAHEED PUBLIC JU.HAI.SCHOOL AMBEDKAR VATIKA BHEEMNAGAR BYPASS ROAD AGRA R.NO-1",787,639,0,1426,499,366,0,865,865,0,36,640,4,152,5,2,1,1,1,3,2,2,3,1,7,5,865
294,"AMAR SAHEED PUBLIC JU.HAI.SCHOOL AMBEDKAR VATIKA BHEEMNAGAR BYPASS ROAD AGRA R.NO-2",608,385,0,993,435,267,0,702,582,0,39,467,18,157,3,0,0,0,0,7,2,1,1,4,2,1,702
295,"AMAR SAHEED PUBLIC JU.HAI.SCHOOL AMBEDKAR VATIKA BHEEMNAGAR BYPASS ROAD AGRA R.NO-3",416,361,0,777,253,224,0,477,470,0,38,230,12,165,1,2,0,2,1,3,4,1,4,5,3,6,477
296,"AMAR SAHEED PUBLIC JU.HAI.SCHOOL AMBEDKAR VATIKA BHEEMNAGAR BYPASS ROAD AGRA R.NO-4",758,615,0,1373,581,400,0,981,981,0,72,543,28,270,6,2,1,1,0,7,4,3,5,14,6,19,981
297,"PRA.BASIC SIKSHA PARISADIY VIDHAYALAY BALAK PRACHEEN BALKESHWER R.NO-1",514,472,0,986,356,322,0,678,571,0,42,2,14,613,1,1,0,0,0,3,1,0,0,0,0,1,678
298,"PRA.BASIC SIKSHA PARISADIY VIDHAYALAY BALAK PRACHEEN BALKESHWER R.NO-2",430,372,0,802,307,263,0,570,565,0,50,9,9,490,0,0,0,0,1,6,0,0,0,0,0,5,570
299,"PRA.BASIC SIKSHA PARISADIY VIDHAYALAY BALAK PRACHEEN BALKESHWER R.NO-3",551,452,0,1003,390,324,0,714,683,0,17,9,15,654,3,2,0,0,1,0,1,1,1,1,2,7,714
300,"I.T.I. BALKESHWER COLONY R.NO-1",408,309,0,717,309,224,0,533,168,0,13,373,6,114,0,1,1,1,0,7,1,0,2,2,5,7,533
301,"I.T.I. BALKESHWER COLONY R.NO-2",521,404,0,925,388,276,0,664,664,0,43,361,41,178,6,1,1,1,0,4,5,1,1,5,5,11,664
302,"I.T.I. BALKESHWER COLONY R.NO-3",514,466,0,980,293,238,0,531,527,0,26,8,8,476,1,0,0,0,0,11,0,0,0,0,0,1,531
303,"I.T.I. BALKESHWER COLONY R.NO-4",535,442,1,978,306,231,0,537,436,0,39,12,9,456,1,0,0,0,1,13,0,1,1,0,1,3,537
304,"I.T.I. BALKESHWER COLONY R.NO-5",469,407,0,876,315,222,0,537,537,0,43,4,11,460,3,0,0,0,0,14,0,0,0,0,0,2,537
305,"I.T.I. BALKESHWER COLONY R.NO-6",390,372,0,762,247,202,0,449,449,0,36,1,9,386,1,0,0,0,1,11,0,0,0,0,0,4,449
306,"I.T.I. BALKESHWER COLONY R.NO-7",643,586,1,1230,442,354,0,796,650,0,40,22,22,700,5,1,0,0,0,2,0,1,0,2,1,0,796
307,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-1",360,328,1,689,257,201,0,458,456,0,8,21,6,418,1,0,0,0,0,1,2,0,0,1,0,0,458
308,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-2",500,417,0,917,355,232,0,587,371,0,14,48,3,514,1,0,0,0,0,3,1,0,1,1,0,1,587
309,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-3",464,400,0,864,318,272,0,590,586,0,12,4,6,551,2,0,1,0,0,10,1,2,0,0,0,1,590
310,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-4",495,406,0,901,335,246,0,581,581,0,17,3,20,534,1,0,0,0,0,6,0,0,0,0,0,0,581
311,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-5",462,357,0,819,343,246,0,589,373,0,13,19,21,521,2,0,0,0,0,8,0,1,0,0,0,4,589
312,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-6",513,426,0,939,332,220,0,552,552,0,67,6,55,396,1,0,0,0,0,20,1,0,2,2,0,2,552
313,"SENT ANDREWS SENIUR SE.SCHOOL BALKESHWER COLONY R.NO-7",562,487,0,1049,314,249,0,563,500,0,49,9,10,479,0,1,1,0,0,12,2,0,0,0,0,0,563
314,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-1",631,582,0,1213,420,317,0,737,732,0,30,4,12,676,4,0,0,0,0,5,0,0,0,1,0,5,737
315,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-2",640,533,0,1173,478,366,0,844,844,0,23,17,22,762,2,0,0,1,0,2,0,0,1,3,0,11,844
316,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-3",523,429,0,952,345,262,0,607,445,0,11,27,11,549,2,0,0,0,0,5,0,0,1,0,0,1,607
317,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-4",629,510,0,1139,428,320,0,748,478,0,30,69,25,600,1,1,0,0,1,2,2,1,3,2,1,10,748
318,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-5",834,644,0,1478,544,356,0,900,850,0,45,49,23,756,6,0,1,0,0,8,1,0,2,0,2,7,900
319,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-6",744,601,0,1345,500,459,0,959,910,0,27,22,18,855,8,0,0,0,1,11,3,1,4,1,0,8,959
320,"GANESHRAM NAGAR SARSWATI BALIKA VIDHYA MANDIR VARISTHA VIDHYALAY BALKESHWER R.NO-7",480,350,0,830,366,155,0,521,471,0,8,24,0,483,2,0,0,0,0,2,0,1,0,1,0,0,521
321,"SHRI SANATAN DHARM KANYA IN.CO. BALKESHWER COLONY R.NO-1",659,543,0,1202,341,224,0,565,470,0,33,8,30,478,3,0,0,0,0,3,1,1,3,0,2,3,565
322,"SHRI SANATAN DHARM KANYA IN.CO. BALKESHWER COLONY R.NO-2",562,449,0,1011,349,229,0,578,556,0,29,14,20,508,0,0,0,0,0,4,0,1,1,1,0,0,578
323,"SHRI SANATAN DHARM KANYA IN.CO. BALKESHWER COLONY R.NO-3",390,272,0,662,172,120,0,292,287,0,16,3,12,255,2,0,0,0,0,0,0,0,1,0,0,3,292
324,"SHRI SANATAN DHARM KANYA IN.CO. BALKESHWER COLONY R.NO-4",558,422,0,980,295,180,0,475,294,0,30,22,9,396,4,0,0,0,0,6,1,0,2,2,1,2,475
325,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-1",362,330,0,692,234,183,0,417,406,0,12,7,12,375,0,0,0,0,3,1,4,0,0,1,0,2,417
326,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-2",566,487,0,1053,343,263,0,606,571,0,28,4,2,564,2,0,0,0,0,2,1,0,0,1,0,2,606
327,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-3",704,601,0,1305,423,354,0,777,776,0,16,5,8,735,1,0,0,0,0,9,0,0,0,0,0,3,777
328,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-4",568,479,1,1048,380,271,0,651,626,0,31,3,15,586,5,1,0,0,1,3,2,1,1,0,0,2,651
329,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-5",523,559,0,1082,348,355,0,703,563,0,39,51,21,570,2,0,1,0,0,11,0,2,0,2,1,3,703
330,"SANT RAMKRISHAN KANYA MAHAVIDHYALAY BALKESHWER COLONY R.NO-6",628,489,0,1117,403,303,0,706,265,0,46,38,15,595,1,0,0,0,0,6,0,0,0,0,0,5,706
331,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-1",680,629,0,1309,511,438,0,949,350,0,21,23,27,856,1,0,0,0,0,11,1,0,2,0,0,7,949
332,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-2",366,327,0,693,236,220,0,456,253,0,8,88,17,336,2,0,0,0,0,1,0,0,1,1,1,1,456
333,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-3",770,639,0,1409,414,352,0,766,690,0,31,24,19,671,3,0,0,0,0,7,3,1,1,0,1,5,766
334,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-4",548,436,0,984,295,205,0,500,475,0,29,24,19,416,3,0,0,0,0,0,7,0,0,1,0,1,500
335,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-5",432,405,0,837,272,256,0,528,523,0,29,11,27,447,1,0,1,0,0,9,1,0,1,0,0,1,528
336,"SENT COLAMBUS SCHOOL KANHAIYA KUNJ KAMLA NAGAR R.NO-6",657,569,0,1226,396,367,0,763,669,0,24,21,27,675,1,0,0,0,0,10,0,0,1,0,0,4,763
337,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-1",370,316,0,686,221,192,0,413,307,0,20,9,5,360,0,0,0,0,0,13,1,0,1,0,0,4,413
338,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-2",638,594,0,1232,504,356,0,860,756,0,26,11,5,794,1,1,0,0,0,20,0,1,0,0,0,1,860
339,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-3",406,340,0,746,259,213,0,472,155,0,37,12,6,402,0,0,0,0,0,13,0,0,0,0,0,2,472
340,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-4",402,400,0,802,249,238,0,487,480,0,20,16,15,428,1,0,0,0,0,3,0,0,0,0,0,4,487
341,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-5",530,464,0,994,371,321,0,692,687,0,41,10,11,616,1,0,0,0,0,2,1,1,3,2,0,4,692
342,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-6",775,635,0,1410,493,394,0,887,645,0,22,184,5,652,0,0,0,0,0,20,0,0,1,0,0,3,887
343,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-7",607,480,0,1087,362,259,0,621,251,0,19,8,19,555,1,1,0,0,0,5,4,0,1,3,0,5,621
344,"M M SERY KANYA VIDHYALAY KAMLA NAGAR R.NO-8",830,666,0,1496,527,364,0,891,498,0,36,256,57,522,0,0,0,0,1,5,1,0,1,4,0,8,891
345,"VIJAY MEMORIAL PUBLIC INTER COLLEGE KAVERI KUNJ PHASE-2 KAMLA NAGAR R.NO-1",596,499,0,1095,380,319,0,699,498,0,27,11,16,628,1,0,0,0,0,13,0,0,0,1,0,2,699
346,"VIJAY MEMORIAL PUBLIC INTER COLLEGE KAVERI KUNJ PHASE-2 KAMLA NAGAR R.NO-2",765,632,0,1397,557,421,0,978,978,0,28,225,13,682,3,3,1,1,0,13,0,0,3,2,0,4,978
347,"VIJAY MEMORIAL PUBLIC INTER COLLEGE KAVERI KUNJ PHASE-2 KAMLA NAGAR R.NO-3",767,649,0,1416,514,417,0,931,927,0,39,23,21,825,1,1,1,0,0,12,1,0,1,0,1,5,931
348,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-1",494,431,0,925,332,263,0,595,546,0,12,15,5,542,0,0,0,0,0,15,0,0,1,0,0,5,595
349,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-2",508,476,0,984,364,333,0,697,646,0,17,18,4,645,1,1,0,0,0,8,0,0,0,0,0,3,697
350,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-3",536,490,0,1026,301,257,0,558,349,0,23,8,3,503,0,0,5,0,0,15,0,0,0,0,0,1,558
351,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-4",597,529,0,1126,400,248,0,648,648,0,29,23,16,555,2,0,4,0,0,15,0,0,0,0,0,4,648
352,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-5",800,656,0,1456,445,304,0,749,699,0,26,230,36,438,0,1,0,0,1,7,0,0,3,0,0,7,749
353,"SUMIT RAHUL GOYAL MEMORIAL SECANDRI SCHOOL B BLOCK KAMLA NAGAR R.NO-6",712,593,0,1305,443,324,0,767,736,0,25,383,22,321,0,0,0,0,1,6,2,0,0,0,1,6,767
354,"SARSWATI VI.MANDIR VARISTHA MADHYAMIK VIDHYALAY KAMLA NAGAR R.NO-1",601,534,0,1135,399,348,0,747,734,0,35,10,14,677,0,0,0,1,0,6,0,0,0,0,1,3,747
355,"SARSWATI VI.MANDIR VARISTHA MADHYAMIK VIDHYALAY KAMLA NAGAR R.NO-2",519,501,0,1020,316,295,0,611,579,0,35,8,10,543,1,0,0,0,0,13,0,1,0,0,0,0,611
356,"SARSWATI VI.MANDIR VARISTHA MADHYAMIK VIDHYALAY KAMLA NAGAR R.NO-3",380,389,0,769,249,252,0,501,385,0,9,6,3,470,1,0,0,0,0,10,0,0,0,0,0,2,501
357,"SARSWATI VI.MANDIR VARISTHA MADHYAMIK VIDHYALAY KAMLA NAGAR R.NO-4",421,383,0,804,312,221,0,533,533,0,27,1,7,484,2,1,0,0,0,8,0,0,0,0,1,2,533
358,"SRASWATI SISHU VIDHAYA MANDIR VIDHYALAY KAMLA NAGAR R.NO-1",356,307,0,663,255,193,0,448,424,0,17,13,8,393,1,0,0,0,1,14,0,0,0,0,0,1,448
359,"SARSWATI SISHU VIDHYA MANDIR VIDHAYALAY KAMLA NAGAR R.NO-2",452,398,0,850,279,236,0,515,474,0,21,14,7,456,0,0,0,0,0,15,0,1,0,0,0,1,515
360,"SARSWATI SISHU VIDHYA MANDIR VIDHAYALAY KAMLA NAGAR R.NO-3",558,483,0,1041,363,307,0,670,300,0,42,10,10,595,0,0,1,0,0,7,0,0,0,1,0,4,670
361,"SARSWATI SISHU VIDHYA MANDIR VIDHAYALAY KAMLA NAGAR R.NO-4",518,474,2,994,342,268,0,610,606,0,25,15,12,549,2,0,0,0,0,4,0,0,1,1,0,1,610
362,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-1",677,545,0,1222,500,310,0,810,809,0,12,39,30,697,1,0,0,0,0,16,2,1,5,0,0,7,810
363,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-2",520,435,0,955,297,189,0,486,472,0,12,139,9,312,4,0,1,0,0,3,0,0,0,2,4,0,486
364,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-3",521,486,0,1007,398,282,0,680,635,0,8,22,8,625,2,0,0,0,0,10,1,0,0,0,0,4,680
365,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-4",637,567,0,1204,425,372,0,797,400,0,19,16,4,728,2,0,0,0,0,21,0,0,2,1,0,4,797
366,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-5",356,331,0,687,260,226,0,486,484,0,10,5,3,449,4,0,0,0,0,11,0,0,1,0,0,3,486
367,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-6",471,356,0,827,199,272,0,471,399,0,9,6,7,441,0,0,0,0,0,4,0,0,0,0,0,4,471
368,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-7",797,675,0,1472,478,397,0,875,849,0,20,20,12,801,1,0,0,0,0,14,0,1,0,0,0,6,875
369,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-8",724,564,0,1288,397,336,0,733,733,0,27,42,7,636,4,1,0,0,2,4,0,4,0,2,1,3,733
370,"S.S. CONVENT PU.SCHOOL U.MA.VI. KARMYAGI KAMLANAGAR R.NO-9",433,335,0,768,315,209,0,524,480,0,25,148,10,336,0,0,0,0,0,2,0,0,0,2,0,1,524
