"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
11,"S.K.L. ME.INT.COLLEGE SIKANDRA R.NO.2",804,643,0,1447,474,345,0,819,812,0,24,126,51,598,1,1,0,0,1,7,3,0,0,0,1,6,819
12,"S.K.L. ME.INT.COLLEGE SIKANDRA R.NO.3",506,383,0,889,326,202,0,528,200,0,32,29,43,410,3,0,2,1,1,1,3,0,1,0,1,1,528
13,"S.K.L. ME.INT.COLLEGE SIKANDRA R.NO.4",503,410,0,913,267,184,0,451,430,0,8,38,68,327,1,1,0,0,0,6,0,1,0,1,0,0,451
14,"S.K.L. ME.INT.COLLEGE SIKANDRA R.NO.5",600,468,0,1068,279,257,0,536,478,0,13,246,7,251,2,0,1,0,2,5,4,1,1,2,1,0,536
15,"S.K.L. ME.INT.COLLEGE SIKANDRA R.NO.6",552,489,0,1041,344,337,0,681,654,0,27,16,46,572,0,0,1,0,2,14,2,0,0,0,0,1,681
16,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-1",594,448,0,1042,283,168,0,451,450,0,12,35,99,293,0,2,0,0,0,2,1,1,2,1,1,2,451
17,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-2",473,321,0,794,269,161,0,430,362,0,8,161,42,210,2,1,0,0,2,2,0,0,1,1,0,0,430
18,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-3",427,344,0,771,271,186,0,457,457,0,11,308,19,112,0,0,0,0,0,1,0,0,2,0,3,1,457
19,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-4",528,383,0,911,317,213,0,530,470,0,7,399,28,88,1,1,1,0,0,1,0,0,0,2,0,2,530
20,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-5",798,587,0,1385,401,255,0,656,470,0,11,531,20,75,1,0,1,1,0,6,0,0,1,3,3,3,656
21,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-6",746,601,0,1347,444,274,0,718,450,0,61,51,98,487,6,2,0,2,1,0,3,0,4,2,0,1,718
22,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-7",430,304,1,735,257,165,0,422,419,0,19,59,13,319,0,0,0,0,1,1,0,2,2,2,1,3,422
23,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-8",640,531,0,1171,375,327,0,702,692,0,23,89,37,518,0,0,0,0,1,22,2,1,1,5,0,3,702
24,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-9",780,547,0,1327,445,282,0,727,727,0,16,142,32,515,3,0,1,0,0,9,2,2,0,0,1,4,727
25,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-10",862,734,0,1596,486,424,0,910,910,0,52,115,48,661,1,0,0,0,1,25,0,0,0,1,0,6,910
26,"DR. MARIYA ROZY AKA.SCHOOL BADLA SIKANDRA ROAD R.NO.-11",676,566,0,1242,364,243,0,607,507,0,36,46,55,453,1,0,1,0,0,7,0,1,0,3,0,4,607
27,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-1",451,317,0,768,223,123,0,346,344,0,15,16,10,291,1,1,0,0,0,3,1,0,1,2,0,5,346
28,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-2",1120,830,0,1950,550,339,0,889,767,0,25,92,99,639,2,0,1,0,2,15,3,1,2,2,0,6,889
29,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-3",940,684,0,1624,433,264,0,697,680,0,46,215,154,266,0,2,0,1,1,2,3,0,3,2,1,1,697
30,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-4",340,238,0,578,198,93,0,291,277,0,7,79,23,171,2,1,0,0,0,2,0,3,0,1,1,1,291
31,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-5",948,596,0,1544,548,295,0,843,835,0,20,299,44,446,5,4,1,1,1,7,2,3,0,2,4,4,843
32,"LORD SHIVA UCHCHATAR MADHYAMIK VIDHYALAY DEHTORA RAOD BODLA AGRA R.NO.-6",502,381,0,883,268,169,0,437,402,0,12,108,53,250,2,0,0,1,0,1,2,2,1,1,0,4,437
33,"NAGAR MHA.PA.PA. BODLA R.NO.1",486,395,0,881,198,158,0,356,350,0,4,239,6,96,0,0,0,0,1,1,0,1,2,1,1,4,356
34,"NAGAR MHA.PA.PA. BODLA R.NO.2",746,546,0,1292,397,289,0,686,683,0,10,215,18,416,1,0,1,0,0,4,0,2,3,4,5,7,686
35,"NAGAR MHA.PA.PA. BODLA R.NO.3",392,311,0,703,259,169,0,428,423,0,7,255,21,139,1,0,0,0,0,1,0,1,0,0,1,2,428
36,"NAGAR MHA.PA.PA. BODLA R.NO.4",360,274,0,634,266,180,0,446,446,0,11,15,67,340,2,0,0,0,0,1,2,0,4,0,1,3,446
37,"NAGAR MHA.PA.PA. BODLA R.NO.5",608,444,0,1052,310,183,0,493,493,0,22,101,153,203,2,1,0,0,0,3,0,2,4,1,0,1,493
38,"NAGAR MHA.PA.PA. BODLA R.NO.6",369,235,0,604,203,111,0,314,312,0,24,106,89,87,0,0,1,1,0,1,1,1,0,0,3,0,314
39,"N.R. GAUTAM BUDHA PRA.SCHOOL BODLA R.NO.-1",825,630,0,1455,540,320,0,860,860,0,26,56,154,609,4,0,0,1,0,4,2,0,2,1,0,1,860
40,"N.R. GAUTAM BUDHA PRA.SCHOOL BODLA R.NO.-2",733,556,0,1289,378,269,0,647,637,0,21,58,69,479,2,0,1,1,0,3,1,0,4,1,3,4,647
41,"SHANTIVAN CONVENT PUBLIC SCHOOL BEEDHA MANDIR KE PASS BAISALI NAGAR AGRA R.NO.-1",753,580,0,1333,519,312,0,831,753,0,17,18,59,677,10,2,3,3,1,4,1,2,8,6,5,15,831
42,"SHANTIVAN CONVENT PUBLIC SCHOOL BEEDHA MANDIR KE PASS BAISALI NAGAR AGRA R.NO.-2",451,346,0,797,327,203,0,530,530,0,24,78,96,323,1,3,0,1,0,0,0,1,1,1,0,1,530
43,"SHANTIVAN CONVENT PUBLIC SCHOOL BEEDHA MANDIR KE PASS BAISALI NAGAR AGRA R.NO.-3",453,364,0,817,301,206,0,507,507,0,8,49,78,348,8,2,0,1,1,3,5,0,0,1,0,3,507
44,"SHANTIVAN CONVENT PUBLIC SCHOOL BEEDHA MANDIR KE PASS BAISALI NAGAR AGRA R.NO.-4",1177,847,0,2024,652,420,0,1072,950,0,28,153,239,609,3,2,0,1,1,7,2,2,1,3,5,16,1072
45,"H R A IN.COLL. VINAY NAGAR BODLA AGRA R.NO.-1",296,234,0,530,189,169,0,358,358,0,14,10,38,274,2,0,0,1,2,13,0,0,0,0,0,4,358
46,"H R A IN.COLL. VINAY NAGAR BODLA AGRA R.NO.-2",547,500,0,1047,229,214,0,443,433,0,18,38,27,349,0,0,0,0,0,4,0,0,1,1,0,5,443
47,"H R A IN.COLL. VINAY NAGAR BODLA AGRA R.NO.-3",260,225,0,485,111,57,0,168,168,0,0,17,2,145,0,0,0,0,0,3,0,0,0,0,0,1,168
48,"SMT. BAIJANTI DEVI INTER COLLEGE GHARI BHADOURIA AGRA R.NO.-1",735,585,0,1320,394,258,0,652,552,0,12,48,43,531,2,0,1,0,0,3,0,1,7,1,0,3,652
49,"SMT. BAIJANTI DEVI INTER COLLEGE GHARI BHADOURIA AGRA R.NO.-2",657,533,0,1190,402,280,0,682,682,0,26,58,62,517,3,2,1,1,0,5,0,0,2,1,0,4,682
50,"SMT. BAIJANTI DEVI INTER COLLEGE GHARI BHADOURIA AGRA R.NO.-3",807,644,0,1451,475,319,0,794,694,0,20,53,37,652,5,0,0,0,0,8,3,1,3,3,1,8,794
51,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-1",706,521,0,1227,396,256,0,652,630,0,31,312,46,249,3,0,0,0,0,4,1,1,2,3,0,0,652
52,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-2",541,428,0,969,228,154,0,382,382,0,7,204,19,138,2,0,0,0,0,0,1,3,1,1,3,3,382
53,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-3",572,475,0,1047,344,220,0,564,294,0,22,247,53,222,1,0,1,0,0,3,3,1,3,2,2,4,564
54,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-4",797,593,3,1393,423,303,0,726,379,0,20,434,30,207,1,0,3,1,1,4,4,1,5,4,7,4,726
55,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-5",243,200,0,443,166,122,0,288,200,0,7,51,5,214,2,0,0,0,0,1,0,0,1,1,0,6,288
56,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-6",729,592,0,1321,381,242,0,623,623,0,30,334,107,135,1,0,0,0,1,1,4,0,1,2,2,5,623
57,"SAINIK PUBLIC MADHYAMIK COLLEGE KABIRKUNJ JAGDISHPURA AGRA R.NO-7",747,599,0,1346,428,318,0,746,706,0,41,230,74,379,2,0,0,0,2,7,3,0,1,1,3,3,746
58,"UMRI PUBLIC SCHOOL BHEEMNAGAR GHARI BHADOURIA AGAR R.NO-1",661,487,0,1148,369,240,0,609,407,0,20,236,29,301,2,2,0,0,2,2,3,0,0,3,4,5,609
59,"UMRI PUBLIC SCHOOL BHEEMNAGAR GHARI BHADOURIA AGAR R.NO-2",724,573,0,1297,333,192,0,525,400,0,19,321,29,132,1,2,1,0,0,2,3,1,3,5,4,2,525
60,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-1",614,489,0,1103,374,274,0,648,505,0,18,48,50,518,2,0,0,1,1,5,0,2,1,1,0,1,648
61,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-2",675,518,0,1193,472,346,0,818,815,0,17,547,15,208,5,0,0,1,0,8,1,1,3,2,5,5,818
62,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-3",648,515,0,1163,371,253,0,624,624,0,21,266,17,301,1,0,0,0,0,3,2,2,1,5,4,1,624
63,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-4",505,405,0,910,323,247,0,570,566,0,4,424,10,123,0,0,0,0,0,6,0,0,0,1,2,0,570
64,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-5",588,485,0,1073,415,346,0,761,759,0,12,670,6,38,1,1,1,4,0,4,0,1,2,7,9,5,761
65,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-6",599,447,0,1046,394,282,0,676,676,0,12,580,8,54,2,0,1,0,0,2,2,0,3,3,6,3,676
66,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-7",690,479,0,1169,458,252,0,710,660,0,8,634,7,43,0,2,0,1,2,3,1,0,1,1,3,4,710
67,"MANIK CHANDRA HA.SCHOOL JAGDISHPURA  R.NO-8",793,627,0,1420,576,267,0,843,799,0,28,292,63,424,6,2,1,0,2,3,2,3,4,2,1,10,843
68,"GYANDEEP BALIKA U.MA. VIDHYALAY BHEEMNAGAR JAGDISHPURA R.NO-1",414,333,0,747,229,163,0,392,284,0,9,310,11,44,2,3,1,0,1,0,0,3,0,2,3,3,392
69,"GYANDEEP BALIKA U.MA. VIDHYALAY BHEEMNAGAR JAGDISHPURA R.NO-2",763,626,0,1389,334,244,0,578,362,0,20,449,13,71,2,3,0,0,2,1,2,0,2,7,4,2,578
70,"GYANDEEP BALIKA U.MA. VIDHYALAY BHEEMNAGAR JAGDISHPURA R.NO-3",704,541,0,1245,327,203,0,530,422,0,15,278,13,206,3,1,0,0,1,5,1,0,1,1,4,1,530
71,"GYANDEEP BALIKA U.MA. VIDHYALAY BHEEMNAGAR JAGDISHPURA R.NO-4",642,516,0,1158,322,220,0,542,528,0,35,110,33,337,5,1,0,0,0,7,2,1,4,3,1,3,542
72,"U.BA.VI.MANDIR JU.HAI.SCHOOL BHEEMNAGAR JAGDISHPURA R.NO-1",735,647,0,1382,438,280,0,718,714,0,29,195,30,449,1,0,0,0,0,3,0,0,5,2,2,2,718
73,"U.BA.VI.MANDIR JU.HAI.SCHOOL BHEEMNAGAR JAGDISHPURA R.NO-2",698,589,0,1287,316,218,0,534,534,0,17,189,32,265,5,0,0,2,1,3,4,1,6,3,2,4,534
74,"U.BA.VI.MANDIR JU.HAI.SCHOOL BHEEMNAGAR JAGDISHPURA R.NO-3",468,391,0,859,270,205,0,475,474,0,18,179,33,233,1,0,0,0,0,2,1,1,0,1,3,3,475
75,"U.BA.VI.MANDIR JU.HAI.SCHOOL BHEEMNAGAR JAGDISHPURA R.NO-4",497,437,0,934,319,207,0,526,128,0,21,214,51,225,3,0,0,1,1,2,0,2,2,3,1,0,526
76,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-1",570,417,0,987,367,220,0,587,564,0,2,550,4,18,2,0,0,0,0,0,2,2,0,2,5,0,587
77,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-2",559,433,0,992,390,280,0,670,670,0,6,568,6,70,2,1,0,1,0,4,0,2,2,4,3,1,670
78,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-3",250,190,0,440,141,67,0,208,161,0,5,190,0,9,1,0,0,0,0,0,1,1,1,0,0,0,208
79,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-4",572,481,0,1053,384,297,0,681,595,0,10,505,10,135,4,1,0,2,0,2,1,0,1,3,3,4,681
80,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-5",610,516,0,1126,333,264,0,597,590,0,15,284,14,266,2,1,0,1,0,7,1,1,2,1,2,0,597
81,"ISHWARI PRASAD IN.COLLEGE NAGLA AJEETA R.NO-6",811,604,0,1415,472,333,0,805,805,0,76,304,33,368,0,0,0,0,0,13,1,0,2,2,2,4,805
82,"MAHADEVI ME.GIRLS HAI.SCHOOL NAGLA AJEETA R.NO-1",814,643,0,1457,433,297,0,730,729,0,32,208,47,426,0,0,1,0,0,4,1,1,1,0,4,5,730
83,"MAHADEVI ME.GIRLS HAI.SCHOOL NAGLA AJEETA R.NO-2",323,287,0,610,173,118,0,291,200,0,19,67,14,187,0,0,0,0,0,2,1,0,0,0,0,1,291
84,"MAHADEVI ME.GIRLS HAI.SCHOOL NAGLA AJEETA R.NO-3",902,734,0,1636,504,410,0,914,904,0,34,99,29,717,3,0,0,0,0,17,1,1,6,1,0,6,914
85,"MAHADEVI ME.GIRLS HAI.SCHOOL NAGLA AJEETA R.NO-4",667,575,0,1242,332,317,0,649,648,0,41,35,20,527,2,1,0,0,0,14,0,0,1,0,2,6,649
86,"MAHADEVI ME.GIRLS HAI.SCHOOL NAGLA AJEETA R.NO-5",256,221,0,477,129,108,0,237,169,0,17,27,6,180,1,0,0,0,0,5,0,0,0,0,0,1,237
87,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-1",742,559,0,1301,438,297,0,735,715,0,26,50,41,585,2,0,4,0,1,21,1,1,1,0,0,2,735
88,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-2",474,355,0,829,250,168,0,418,245,0,17,24,20,344,0,0,0,0,0,7,1,0,3,0,0,2,418
89,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-3",639,507,0,1146,347,277,0,624,600,0,25,44,25,514,5,0,0,0,0,5,0,1,0,0,0,5,624
90,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-4",790,594,1,1385,478,370,0,848,848,0,36,48,24,719,4,0,0,0,0,12,1,0,0,2,0,2,848
91,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-5",751,671,0,1422,496,412,0,908,900,0,38,68,31,747,2,1,0,0,1,14,2,1,0,1,0,2,908
92,"G.D. PUBLIC SCHOOL NAGLA AJEETA R.NO-6",801,708,1,1510,529,466,0,995,970,0,39,70,41,824,0,0,1,0,1,9,0,1,0,0,0,9,995
93,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-1",754,632,0,1386,446,346,0,792,230,0,40,136,32,563,1,0,0,0,0,19,0,0,0,0,0,1,792
94,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-2",859,718,0,1577,469,409,0,878,222,0,44,144,36,625,3,0,0,0,0,12,0,0,1,1,0,12,878
95,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-3",865,758,1,1624,450,442,0,892,886,0,27,118,31,686,0,0,1,0,0,26,0,0,0,0,0,3,892
96,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-4",874,703,0,1577,429,337,0,766,721,0,34,170,19,518,2,0,0,2,0,15,2,0,0,0,0,4,766
97,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-5",809,667,0,1476,407,367,0,774,666,0,46,165,41,482,1,1,0,0,0,31,0,0,0,0,0,7,774
98,"RAGENDRA SWAROOP PUBLC SCHOOL SECTOR-10 AGRA R.NO-6",788,599,0,1387,349,321,0,670,589,0,29,111,15,495,2,0,0,0,0,16,0,0,0,0,0,2,670
99,"DESH DEEPAK PUBLIC SCHOOL SECTOR-10 R.NO-1",443,412,0,855,363,158,0,521,520,0,30,56,18,404,0,0,1,0,0,10,1,0,1,0,0,0,521
100,"DESH DEEPAK PUBLIC SCHOOL SECTOR-10 R.NO-2",380,357,0,737,226,222,0,448,410,0,23,81,14,313,0,0,0,0,1,14,0,0,0,0,0,2,448
101,"DESH DEEPAK PUBLIC SCHOOL SECTOR-10 R.NO-3",354,261,0,615,180,126,0,306,276,0,22,44,12,221,0,0,0,0,0,5,0,1,0,0,0,1,306
102,"DESH DEEPAK PUBLIC SCHOOL SECTOR-10 R.NO-4",643,526,0,1169,318,263,0,581,522,0,39,37,36,453,3,1,0,0,0,7,0,0,2,1,0,2,581
103,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-1",640,499,0,1139,311,222,0,533,504,0,18,67,18,402,2,0,6,0,1,15,0,0,0,0,1,3,533
104,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-2",783,683,0,1466,211,134,0,345,319,0,17,27,15,278,1,0,0,0,0,5,0,0,1,0,0,1,345
105,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-3",484,423,0,907,287,234,0,521,518,0,26,46,27,410,0,0,0,1,0,10,0,0,1,0,0,0,521
106,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-4",651,585,0,1236,390,317,0,707,707,0,41,60,30,553,1,0,1,0,1,16,0,0,1,1,0,2,707
107,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-5",872,706,0,1578,567,388,0,955,913,0,28,132,58,711,0,0,0,0,1,22,2,0,0,0,0,1,955
108,"RADHA KRISHAN KANYA MAHAVIDHYALAY SECTOR-9 R.NO-6",527,409,0,936,280,202,0,482,200,0,33,44,13,376,1,1,0,0,0,9,0,0,1,0,0,4,482
109,"SHIVALIK CAMBRIJ  COLLEGE SECTOR-7 R.NO-1",619,570,0,1189,383,300,0,683,680,0,28,89,37,497,1,1,0,0,0,17,0,1,1,0,3,8,683
110,"SHIVALIK CAMBRIJ  COLLEGE SECTOR-7 R.NO-2",564,504,0,1068,297,230,0,527,521,0,28,60,25,394,2,0,0,0,0,15,1,0,2,0,0,0,527
111,"SHIVALIK CAMBRIJ  COLLEGE SECTOR-7 R.NO-3",826,665,0,1491,431,372,0,803,788,0,18,111,49,610,2,0,0,0,0,9,3,1,0,0,0,0,803
112,"SHIVALIK CAMBRIJ  COLLEGE SECTOR-7 R.NO-4",870,667,0,1537,470,359,0,829,624,0,53,92,27,632,4,1,0,0,0,14,1,1,0,2,1,1,829
113,"BHARTIYA SISHU MANDIR SCHOOL SECTOR-1 R.NO-1",791,676,0,1467,487,373,0,860,556,0,31,87,40,682,3,0,2,1,0,4,2,1,1,2,1,3,860
114,"BHARTIYA SISHU MANDIR SCHOOL SECTOR-1 R.NO-2",909,770,0,1679,522,401,0,923,885,0,37,135,56,664,5,1,0,1,0,18,1,0,1,1,2,1,923
115,"NAGAR MAHAPALIKA PRA.PA KAKRETHA AGRA R.NO-1",804,583,0,1387,566,286,0,852,802,0,21,80,235,503,4,0,0,0,1,5,0,0,2,0,0,1,852
116,"NAGAR MAHAPALIKA PRA.PA KAKRETHA AGRA R.NO-2",945,729,0,1674,610,428,0,1038,1038,0,28,37,122,808,4,2,0,0,0,24,0,0,1,4,0,8,1038
117,"NAGAR MAHAPALIKA PRA.PA KAKRETHA AGRA R.NO-3",294,208,0,502,231,105,0,336,302,0,0,16,64,252,1,0,0,0,0,2,0,0,1,0,0,0,336
118,"NAGAR MAHAPALIKA PRA.PA SRAYBEGA AGRA R.NO-1",715,610,0,1325,356,263,0,619,603,0,19,44,49,474,0,0,1,0,0,26,2,0,1,0,0,3,619
119,"NAGAR MAHAPALIKA PRA.PA SRAYBEGA AGRA R.NO-2",722,529,0,1251,442,296,0,738,738,0,14,39,10,620,5,1,8,1,1,24,3,0,2,8,0,2,738
120,"NAGAR NIGAM PRA.VI. GAILANA  R.NO-1",812,566,0,1378,427,273,0,700,322,0,17,204,38,417,3,0,1,0,1,4,2,0,0,9,0,4,700
121,"NAGAR NIGAM PRA.VI. GAILANA  R.NO-2",443,331,0,774,300,175,0,475,475,0,7,45,33,372,4,0,1,0,0,7,0,2,2,2,0,0,475
122,"PRIMEUM INTER NATIONAL SCHOOL GAILANA ROAD ASHOPA HOSPITAL ROAD GAILANA AGRA R.NO-1",819,700,0,1519,457,423,0,880,800,0,24,75,45,705,5,0,1,0,0,17,1,0,1,2,3,1,880
123,"PRIMEUM INTER NATIONAL SCHOOL GAILANA ROAD ASHOPA HOSPITAL ROAD GAILANA AGRA R.NO-2",654,513,0,1167,318,273,0,591,520,0,13,37,26,495,1,0,0,0,0,15,0,0,0,0,0,4,591
124,"PRIMEUM INTER NATIONAL SCHOOL GAILANA ROAD ASHOPA HOSPITAL ROAD GAILANA AGRA R.NO-3",219,199,0,418,120,119,0,239,48,0,3,33,15,185,1,0,0,0,0,1,0,0,0,0,0,1,239
125,"VISHWA BHARTI VIDHYAPEETH BALIKA U.MA.VI. SUDAMA KUNJ CENTRAL JAIL ROAD KAILASHPURI AGRA R.NO-1",330,286,0,616,202,167,0,369,305,0,24,19,11,297,1,0,0,0,0,12,0,0,0,1,0,4,369
126,"VISHWA BHARTI VIDHYAPEETH BALIKA U.MA.VI. SUDAMA KUNJ CENTRAL JAIL ROAD KAILASHPURI AGRA R.NO-2",461,435,0,896,289,252,0,541,285,0,52,55,66,337,2,0,1,0,0,10,3,0,1,2,2,10,541
127,"NAGAR MAHA PALIKA PRA.PA. BILLOCHPURA AGRA R.NO-1",805,628,0,1433,513,350,0,863,790,0,47,198,48,550,2,0,0,1,0,6,2,1,1,3,0,4,863
128,"NAGAR MAHA PALIKA PRA.PA. BILLOCHPURA AGRA R.NO-2",444,382,0,826,220,164,0,384,375,0,23,83,18,250,0,0,0,0,1,3,0,0,1,0,1,4,384
129,"NAGAR MAHA PALIKA PRA.PA. BILLOCHPURA AGRA R.NO-3",432,347,0,779,241,141,0,382,329,0,18,146,33,177,0,1,0,0,0,1,2,0,1,1,1,1,382
130,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-1",729,657,0,1386,440,357,0,797,567,0,29,143,12,571,0,0,1,0,0,28,2,0,0,2,2,7,797
131,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-2",531,467,0,998,299,243,0,542,500,0,37,14,4,475,1,0,0,0,0,9,0,0,0,1,0,1,542
132,"R.B.S INTER COLLEGE MADIYA KATRA R.NO-3",329,323,0,652,252,214,0,466,466,0,17,74,4,360,0,0,0,0,0,10,0,0,0,0,0,1,466
