"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
11,"P.P.DANUKARA UTTARI  KAKSH",756,641,0,1397,394,411,0,805,752,0,227,116,11,348,14,19,1,0,4,2,0,19,1,4,4,10,2,0,1,2,2,1,1,2,9,5,805
12,"P.P.CHAHORA SHAHPUR PURVI KAKSH",868,751,0,1619,492,440,0,932,932,0,125,190,26,523,4,0,2,3,1,6,9,7,4,0,4,7,1,1,0,3,0,3,1,0,7,5,932
13,"P.P.PARSAUNA  PURVI KAKSH",189,168,0,357,103,109,0,212,212,0,39,50,1,101,0,1,0,0,0,0,1,3,8,1,0,1,2,1,1,0,0,2,0,0,0,0,212
14,P.P.BRAHMSHAHPUR,316,297,0,613,197,179,0,376,376,0,74,105,5,127,4,0,0,1,0,1,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,376
15,"P.P.ISAURINASIRPUR PURVI KAKSH",618,547,0,1165,342,363,0,705,705,0,186,140,12,302,5,0,1,4,1,2,2,27,3,3,1,3,0,0,0,0,1,1,2,3,1,5,705
16,"P.P. ESAURI NASEERPUR PASHCHIMI KAKSH",380,319,0,699,206,187,0,393,386,0,92,163,8,104,5,1,2,0,0,1,0,6,0,0,1,1,1,0,0,0,1,0,1,1,3,2,393
17,"P.P.PATARABHAR UTTARI KAKSH",359,332,0,691,224,221,0,445,442,0,225,107,7,64,5,0,1,3,0,0,1,4,1,2,4,4,2,0,0,0,2,3,1,1,3,5,445
18,"P.P. GOVERDHANPUR UTTARI KAKSH",667,547,0,1214,408,359,0,767,767,0,95,257,40,317,3,1,1,1,1,3,2,8,6,2,3,4,3,2,1,2,1,2,0,3,8,1,767
19,"P.P. TIGHRA TAPPA JAHANGIRGANJ    PURVI  KAKSH",245,188,0,433,143,105,0,248,248,0,39,40,1,141,13,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,1,2,4,248
20,"P.P.KAVAHI ANJANPUR  UTTARI KAKSH",576,502,0,1078,334,330,0,664,664,0,137,139,31,302,6,4,1,2,0,3,2,4,4,0,1,5,2,1,0,4,2,2,2,3,1,6,664
21,"P.P. BHAVANIPUR UMARI UTTARI KAKSH",527,452,0,979,298,282,0,580,580,0,118,81,2,346,5,0,1,2,1,1,0,1,5,0,0,3,2,1,0,2,1,1,1,2,1,3,580
22,"P.P.BHAVANIPUR UMARI DAKSHINI KAKSH",278,233,0,511,156,148,0,304,304,0,38,115,8,115,3,0,1,1,0,1,0,5,0,0,0,2,1,3,0,2,1,0,0,2,3,3,304
23,"P.P. KALYANPUR URF PAHI TIYAPUR UTTARI KAKSH",242,205,0,447,122,135,0,257,257,0,132,40,4,55,2,0,1,0,0,0,0,8,1,1,3,2,0,1,2,0,1,0,0,0,3,1,257
24,"P.P.MAHMADPUR CHAK FAREEDPUR",507,453,0,960,283,299,0,582,582,0,301,75,6,154,6,2,3,0,1,4,1,3,2,1,0,0,7,2,0,1,0,3,2,0,7,1,582
25,"P.P. LAKHAMIPUR NAYA  BHAWAN",533,468,0,1001,329,304,0,633,633,0,119,227,11,240,3,0,2,1,0,0,0,16,3,0,1,3,3,0,1,1,0,1,0,1,0,0,633
26,"P.P. SULTANPUR TAPPA CHAHORA UTTARI KAKSH",655,550,0,1205,305,340,0,645,645,0,54,107,10,403,10,10,2,1,0,2,0,31,1,0,1,2,1,0,0,0,0,0,2,0,5,3,645
27,"P.P.SARAWAN PURVI KAKSH",526,432,0,958,275,262,0,537,527,0,54,251,2,210,2,1,0,0,0,2,0,2,3,0,2,1,0,2,0,0,0,1,0,0,2,2,537
28,"P.P.SARAWAN PASHCHIMI KAKSH",400,324,0,724,233,200,0,433,432,0,44,35,2,311,3,0,0,0,0,2,1,1,15,1,0,1,3,2,2,5,0,0,1,1,2,1,433
29,"P.P. SARAWAN NAYA BHAWAN",452,386,0,838,256,240,0,496,492,0,101,110,4,228,3,7,1,3,4,1,2,10,3,0,5,9,0,2,0,0,0,0,0,0,3,0,496
30,"U.P.V.HISAMUDDEENPUR PIPRA PURVI",853,715,0,1568,489,440,0,929,929,0,268,122,22,472,12,0,2,4,1,3,0,2,3,0,3,4,2,0,1,2,1,1,0,0,3,1,929
31,"U.P.V. HISAMUDDEENPUR PIPRA PASHCHIMI",745,613,0,1358,458,333,0,791,791,0,215,249,10,275,1,1,0,1,1,4,1,1,3,2,1,8,4,2,1,0,0,0,0,1,7,3,791
32,"K.J.H.S. SHEKHPUR MALPURA PURVIKAKSH",575,542,0,1117,329,359,0,688,688,0,74,153,15,377,3,15,3,1,1,6,2,6,4,3,4,4,1,1,0,1,1,2,0,3,4,4,688
33,"K.J.H.S. SHEKHPUR MALPURA PASHCHIMI KAKSH",680,554,0,1234,320,347,0,667,667,0,83,234,8,301,4,4,2,0,3,2,1,1,2,0,4,2,0,0,0,3,1,1,2,3,2,4,667
34,"P.P. DILAWALPUR UTTARI KAKSH",536,470,0,1006,323,311,0,634,634,0,125,246,4,194,2,0,0,0,2,1,0,1,2,1,0,1,11,18,3,9,1,4,0,2,4,3,634
35,"P.P. PATNA MUBARAKPUR UTTARI KAKSH",603,486,0,1089,326,245,0,571,571,0,51,182,10,293,1,2,1,1,1,2,0,6,2,1,0,2,2,1,0,1,2,1,0,3,1,5,571
36,"P.P. PATNA MUBARAKPUR DAKSHINI KAKSH",343,316,0,659,199,216,0,415,409,0,59,186,4,125,3,2,0,0,1,1,1,1,7,1,3,7,2,2,0,0,0,0,0,3,4,3,415
37,"PURV M.V. ACHHATI PASHCHIMI KAKSH (MUSTAFABAD)",424,364,0,788,255,247,0,502,502,0,32,165,15,248,5,0,1,2,1,4,1,1,2,2,3,3,1,2,0,0,0,3,0,2,5,4,502
38,"P.P.ACHHATI PURVI KAKSH",761,628,0,1389,399,429,0,828,828,0,281,15,17,465,6,15,1,2,2,3,1,2,4,1,1,2,2,0,0,2,0,0,0,0,2,4,828
39,"P.P.ACHHATI PASHCHIMI KAKSH",562,468,0,1030,343,333,0,676,676,0,160,228,6,242,5,0,0,1,0,2,0,4,3,2,6,5,5,1,0,1,0,0,0,2,3,0,676
40,"P.P.  INDAIPUR PURVI KAKSH",781,643,0,1424,446,448,0,894,891,0,324,183,18,293,11,6,2,3,1,3,1,4,24,6,1,5,2,0,0,1,0,0,0,2,1,3,894
41,"P.P.HATHINARAJ PURVI  KAKSH",563,502,0,1065,301,264,0,565,565,0,278,79,4,170,5,0,0,2,0,0,0,0,17,0,3,3,0,1,0,0,0,1,0,0,1,1,565
42,"P.P.HATHINARAJ PASHCHMI KAKSH",805,681,0,1486,386,431,0,817,817,0,67,250,11,336,8,70,0,1,0,2,3,26,2,2,5,7,2,3,0,1,4,2,0,4,6,5,817
43,"PURV M.V.ALAPUR UTTARI KAKSH",470,396,0,866,240,248,0,488,488,0,106,144,8,194,13,1,0,0,1,1,1,5,1,1,1,4,0,0,1,0,1,1,0,2,2,0,488
44,"P.P.HAFIJPUR LANGARI PURVI KAKSH",602,520,0,1122,408,292,0,700,700,0,222,210,8,179,18,2,3,3,2,1,1,10,1,4,3,5,4,6,1,6,1,1,0,2,3,4,700
45,"P.P.SAIDPUR RASEEDPUR PURVI KAKSH",353,283,0,636,186,202,0,388,388,0,169,42,4,157,1,0,0,2,0,2,0,4,3,0,0,2,0,0,0,0,1,0,0,0,0,1,388
46,"P.P.KHAWAJABARAPUR PURVI KAKSH",265,232,0,497,167,158,0,325,324,0,120,118,7,71,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,325
47,"P.P.ARIBPUR  DAKSHINIKAKSH",549,415,0,964,306,246,0,552,552,0,26,145,11,318,4,0,0,2,1,5,0,2,21,0,2,2,2,3,0,0,1,1,1,1,3,1,552
48,"P.P.ARIBPUR UTTARI KAKSH",363,305,0,668,194,218,0,412,408,0,27,105,4,248,2,0,0,0,0,1,0,0,5,1,0,2,5,1,2,3,0,2,0,3,1,0,412
49,"P.P.BHEETI UTTARI KAKSH",341,289,0,630,225,231,0,456,456,0,136,83,4,207,3,0,3,2,0,3,0,2,0,1,3,7,0,1,0,0,0,0,0,0,1,0,456
50,"P.P.VIMAWAL UTTARI KAKSH",782,643,1,1426,429,407,0,836,780,0,87,110,10,511,2,1,1,4,5,5,3,47,1,5,1,9,2,1,0,1,3,2,3,3,13,6,836
51,"P.P.ASHARAFABAD UTTARI KAKSH",759,629,0,1388,448,400,0,848,848,0,241,201,12,294,8,2,2,1,2,5,2,35,23,3,4,3,1,0,0,1,1,2,0,1,2,2,848
52,"P.P.BARIDEEHSIKANDARPUR PURVI KAKSH",269,247,0,516,159,180,0,339,338,0,127,46,5,129,3,1,0,0,2,1,2,6,1,0,0,5,5,0,1,2,0,0,1,1,1,0,339
53,"P.P.MANVARPUR UTTARI KAKSH",661,575,0,1236,386,371,0,757,757,0,109,188,11,396,4,1,2,0,1,1,1,7,1,0,3,5,3,4,1,3,1,2,0,4,3,6,757
54,"J.H.S.BHAVANIPUR UMARI PURVIKAKSH  (BAKSAPUR)",208,175,0,383,114,122,0,236,221,0,95,44,5,78,3,0,1,1,0,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,236
55,P.P.BHAURA,718,631,0,1349,374,437,0,811,811,0,275,338,7,161,2,0,1,1,0,1,1,1,9,1,3,5,2,1,0,0,0,0,0,1,0,1,811
56,P.P.BAURAON,761,610,0,1371,423,396,0,819,819,0,122,221,12,427,8,1,1,1,0,2,0,15,0,2,1,0,0,0,1,0,0,0,0,0,3,2,819
57,"P.P.MASENAMIRJAPUR UTTARI KAKSH",662,626,0,1288,406,401,0,807,807,0,123,245,27,359,5,0,1,2,0,1,0,25,3,0,3,2,2,1,1,2,0,0,1,2,2,0,807
58,"P.P. MASENA MIRJAPUR DAKSHINI KAKSH",479,380,0,859,289,214,0,503,473,0,108,30,9,332,4,0,0,0,1,1,1,4,3,0,1,0,2,0,1,0,0,0,0,1,1,4,503
59,"J.H.S. RAMNAGAR MAHUVAR UTTRI",576,499,0,1075,330,325,0,655,640,0,213,114,5,155,3,3,1,2,2,4,0,5,52,2,3,4,64,1,0,11,0,4,2,3,0,2,655
60,"J.H.S.RAMNAGAR MAHUVAR DAKSHINI",501,431,0,932,294,286,0,580,568,0,15,52,8,251,3,1,1,2,0,3,7,10,5,0,3,10,175,4,1,7,2,4,3,5,1,7,580
61,"P.P.RAMNAGAR MAHUVAR PASHCHIMI",695,545,1,1241,406,394,0,800,800,0,229,216,7,277,3,1,0,2,1,4,0,5,13,2,2,8,1,2,1,3,0,1,2,3,11,6,800
62,"P.P.RAMNAGARMAHUVAR PURVI",329,312,0,641,177,168,0,345,342,0,89,15,8,215,1,1,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,1,1,2,1,345
63,"P.P. BANHAVAN UTTARI KAKSH(SHAHPUR  AURAON)",501,398,0,899,316,257,0,573,573,0,82,107,16,213,2,1,2,0,3,2,3,46,38,0,1,2,29,1,4,1,2,2,1,4,5,6,573
64,"P.P.BAHRAMPUR UTTARI KAKSH",863,710,0,1573,410,408,0,818,790,0,106,70,13,502,9,0,0,3,1,1,0,2,51,2,2,0,10,4,3,8,3,5,3,5,10,5,818
65,"P.P.KHATMIPUR UTTARI KAKSH",646,578,0,1224,350,382,0,732,715,0,124,202,5,272,2,12,2,2,2,1,2,49,20,0,4,1,2,8,2,1,3,2,0,4,8,2,732
66,"P.P.RANNAPUR DAKSHINI  KAKSH",338,284,0,622,189,207,0,396,396,0,39,160,26,146,1,0,0,1,1,2,0,4,3,0,0,0,1,0,0,3,1,2,0,1,3,2,396
67,"P.P.NEEBA PURVI  KAKSH",729,629,0,1358,313,381,0,694,694,0,331,180,16,82,7,0,1,2,1,1,0,1,41,1,2,0,21,2,0,0,1,0,0,2,2,0,694
68,"P.P.NEEBA PASHCHIMI KAKSH",165,132,0,297,79,88,0,167,167,0,99,8,19,28,1,0,1,0,1,0,0,0,6,1,0,0,0,0,0,1,1,1,0,0,0,0,167
69,"P.P.SAHIJANAHAMJAPUR UTTARI  KAKSH",838,699,0,1537,430,453,0,883,883,0,159,218,7,351,5,8,0,4,9,2,2,29,45,1,2,10,2,4,0,1,0,2,1,2,11,8,883
70,"P.P.HUSENPUR MUSALMAN UTTARI KAKSH",531,429,0,960,239,225,0,464,464,0,291,63,77,3,5,1,1,0,1,3,1,3,7,1,0,2,0,0,0,0,0,0,0,2,1,2,464
71,"P.P. HUSENPUR MUSALMAN DAKSHINI  KAKSH",611,548,0,1159,340,372,0,712,712,0,190,358,24,90,4,0,1,1,0,7,1,4,1,2,10,2,1,3,1,1,0,0,1,1,4,5,712
72,"P.P.JALLAPUR TAPPA NEORI UTTARI  KAKSH",279,235,0,514,142,170,0,312,312,0,44,99,4,157,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,312
73,"P.P.KHAJURIYA DAKSHINI   KAKSH",559,482,0,1041,308,309,0,617,617,0,72,39,16,444,14,0,1,3,1,2,1,3,2,0,2,2,2,1,0,1,0,6,1,1,2,1,617
74,"P.P.KHVAJAPUR PURVI  KAKSH",405,345,0,750,212,204,0,416,399,0,62,45,3,186,4,0,1,0,3,2,0,0,3,1,0,0,77,2,0,9,0,4,2,4,7,1,416
75,"P.P.SANDAHAMAJHGAVANA DAKSHINI  KAKSH",575,485,0,1060,320,296,0,616,612,0,189,129,12,154,9,1,3,2,0,5,3,5,78,3,1,10,0,1,0,0,1,1,1,3,3,2,616
76,"P.P.SANDAHAMAJGAVAN  MADHYA  KAKSH",308,282,0,590,171,162,0,333,333,0,61,81,6,132,0,2,0,2,0,2,2,1,17,1,1,1,2,1,0,2,2,1,2,5,5,4,333
77,"P.P.SANDAHAMAJGAVANA UTTARI  KAKSH",661,562,0,1223,361,324,0,685,685,0,337,118,12,187,2,1,2,0,0,2,2,1,12,0,2,0,0,1,0,1,1,0,0,0,2,2,685
78,"MATRI SHISHU KALYAN KENDRA SANDAHAMAJGAVANA",507,437,0,944,324,304,0,628,628,0,87,189,11,234,2,1,0,2,0,1,0,8,78,0,0,5,1,0,0,1,1,0,1,1,1,4,628
79,"P.P.SULTANPUR KABEERPUR UTTARI  KAKSH",506,448,0,954,302,299,0,601,586,0,59,305,9,207,0,0,0,1,2,1,0,0,5,0,0,1,0,3,0,0,1,1,2,1,1,2,601
80,"P.P. BUKIYA PURVI  KAKSH",811,684,0,1495,490,403,0,893,893,0,128,337,20,358,3,0,2,7,4,2,3,2,9,0,2,2,4,0,0,0,0,2,2,2,3,1,893
81,"P.P.BUKIYA PASHCHIMI  KAKSH",453,369,0,822,253,240,0,493,487,0,114,22,8,291,6,0,2,1,2,2,3,2,19,0,3,5,4,1,0,1,0,0,0,0,4,3,493
82,"J.H.S. DURGIPUR FAIJULLAHPUR PURVI  KAKSH",329,267,0,596,184,170,0,354,345,0,21,119,2,177,3,0,0,0,2,2,2,14,0,1,0,1,1,2,0,0,0,2,0,1,3,1,354
83,"P.P.KATAYA PAHALVAN PURVI KAKSH",298,256,0,554,161,170,0,331,331,0,3,139,2,175,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,2,2,0,331
84,"P.P.MARAUCHA  PURVI  KAKSH",866,711,0,1577,484,419,0,903,903,0,174,86,14,466,8,1,1,4,5,6,3,7,42,2,5,12,28,2,0,8,0,7,4,2,13,3,903
85,"P.P.MARAUCHA PASHCHIMI  KAKSH",784,650,0,1434,452,405,0,857,857,0,79,301,13,356,5,0,1,3,1,4,1,3,5,1,1,10,34,4,3,6,2,3,2,3,6,10,857
86,"P.P.SHIVTARA UTTARI  KAKSH",763,670,0,1433,342,441,0,783,783,0,212,219,15,178,12,0,3,2,3,3,2,18,77,1,2,0,4,6,0,2,2,5,1,7,7,2,783
87,"P.P.SHIVTARA DAKSHINI  KAKSHA",390,367,0,757,248,234,0,482,482,0,45,197,7,102,1,1,4,0,4,1,2,76,2,1,5,7,6,3,1,2,0,4,0,2,5,4,482
88,"P.P.RAUTPARA PASHCHIMI  KAKSH",788,672,0,1460,378,429,0,807,805,0,81,333,4,322,9,0,0,1,2,5,0,23,5,2,3,0,0,0,0,2,1,0,2,2,9,1,807
89,"P.P.BHEEKHPUR (RAMPUR INDI PINDI) UTTARI  KAKSH",748,620,0,1368,393,365,0,758,758,0,79,114,25,283,7,4,0,1,2,1,2,2,176,1,4,7,30,1,0,3,0,5,0,6,2,3,758
90,"P.P.NASEERPUR UTTARI KAKSH",751,622,0,1373,439,406,0,845,845,0,222,172,20,281,13,6,3,0,3,6,4,6,36,2,5,6,24,1,0,3,1,9,0,4,8,10,845
91,"P.P.NASEERPUR DAKSHINI KAKSH",441,366,0,807,249,219,0,468,468,0,114,168,4,145,2,1,1,1,0,4,0,20,1,2,0,2,0,0,0,0,0,0,0,0,1,2,468
92,"P.P.JHAKHARVARA NAYA BHAWAN UTTARI  KAKSH",443,402,0,845,269,231,0,500,500,0,115,5,7,256,5,0,4,0,3,3,2,4,58,2,0,4,14,1,1,2,3,3,2,3,1,2,500
93,"P.P.KATAR GRAH PURVI  KAKSH",370,299,0,669,183,189,0,372,372,0,56,57,9,135,1,0,2,1,1,4,1,6,61,4,1,4,17,0,1,3,1,3,0,1,2,1,372
94,"SAH.S.LT.TENDUA PURVI  KAKSH",376,342,0,718,245,229,0,474,474,0,43,202,4,193,4,1,2,0,3,2,0,3,0,1,4,1,2,2,1,1,0,1,0,0,2,2,474
95,"P.P.KASDAHA  (PRATAPUR BELVARIYA )UTTARI KAKSH",806,711,0,1517,425,401,0,826,785,0,212,351,10,220,3,0,2,1,1,5,1,1,3,0,3,3,1,2,1,0,0,3,1,1,1,0,826
96,"P.P. KAURAHI PURVI  KAKSH",718,630,0,1348,390,421,0,811,811,0,10,17,9,261,6,4,5,9,3,6,5,7,369,1,4,15,32,0,2,9,3,6,4,10,9,5,811
97,"P.P.KAURAHI ATIRIKAT  KAKSH",865,656,0,1521,435,397,0,832,829,0,109,213,7,217,2,2,1,2,0,0,3,2,237,1,2,5,3,0,0,1,3,2,2,7,8,3,832
98,"P.P.KAURAHI PASHCHIMI  KAKSH",736,587,0,1323,487,294,0,781,781,0,124,264,5,243,4,1,0,0,1,3,1,3,121,1,1,2,0,2,1,0,0,1,1,1,0,1,781
99,"P.P.AMOLA BUJURG UTTARI  KAKSH",562,471,0,1033,310,303,0,613,613,0,33,149,5,337,5,2,4,3,3,7,0,2,10,0,1,3,16,1,3,3,1,4,0,4,13,4,613
100,"P.P.AMOLA BUJURG PURVI  KAKSH",418,368,0,786,218,253,0,471,471,0,57,200,6,146,2,1,2,2,0,2,1,6,16,3,3,4,8,0,1,3,2,2,0,0,2,2,471
101,"P.P.AMOLA BUJURG DAKSHINI  KAKSH",474,370,0,844,227,220,0,447,447,0,88,151,8,161,5,0,1,1,1,1,1,2,14,0,1,3,2,0,0,0,1,0,0,1,3,2,447
102,"P.P. AMOLA BUJURG  ATIRIKT KAKSH",464,410,0,874,213,209,0,422,422,0,107,64,23,117,2,1,2,2,0,1,0,1,78,2,1,6,1,0,1,3,0,1,2,2,4,1,422
103,"P.P. IMADPUR PURVI KAKSH",732,608,0,1340,406,408,0,814,814,0,116,275,17,317,6,0,3,3,2,2,1,4,11,2,5,14,1,1,3,1,1,5,0,4,11,9,814
104,"P.P.AHIRAULI GOVINDSAHAB UTTARI KAKSHA",474,386,0,860,278,274,0,552,552,0,11,132,18,232,3,0,1,1,1,4,0,4,89,2,2,3,11,1,2,2,4,10,1,8,7,3,552
105,"P.P. BHAGVANPUR MANJHARIYA  UTTARI KAKSH",631,524,0,1155,328,339,0,667,667,0,49,112,14,310,5,2,3,4,3,1,1,0,83,3,5,5,22,1,0,8,4,10,1,7,8,6,667
106,"P.P.BHAGVANPUR MANJHARIYA  MADHYA  KAKSH",362,321,0,683,189,202,0,391,391,0,79,108,7,60,2,0,1,2,2,4,1,4,88,3,1,4,11,3,0,1,1,3,1,1,3,1,391
107,"P.P.BHAGVANPUR MANJAHARIYA  DAKSHINI  KAKSH",339,290,0,629,199,220,0,419,419,0,27,6,14,122,6,2,4,1,5,3,3,4,141,2,2,5,44,2,1,5,1,4,3,4,3,5,419
108,"P.P.AMDI PURVI  KAKSH",745,577,0,1322,383,355,0,738,738,0,88,100,24,376,6,2,5,1,5,4,0,10,57,1,4,5,11,0,0,2,2,6,6,8,11,4,738
109,"P.P.AMDI PASHCHIMI  KAKSH",468,369,0,837,253,232,0,485,485,0,53,137,26,233,3,0,0,0,1,0,0,2,10,2,3,0,0,0,0,1,0,0,0,2,9,3,485
110,"P.P.DAUDPUR TAPPA NEORI",564,494,0,1058,337,322,0,659,659,0,154,198,6,258,2,2,3,1,0,2,0,2,5,1,3,3,5,3,1,1,2,3,0,2,1,1,659
111,"J.H. RUSTAMPUR UTTARI  KAKSH",543,502,0,1045,389,314,0,703,703,0,155,151,8,194,5,3,2,2,2,4,3,5,141,4,1,4,1,0,0,2,0,1,2,5,5,3,703
112,"P.P.MAHMOODPUR SHAHPUR PURVI  KAKSH",526,443,0,969,259,276,0,535,535,0,54,239,15,185,6,1,0,1,0,4,0,2,1,1,0,3,4,0,2,4,1,1,3,3,5,0,535
113,"P.P.BHOJPUR DAKSHINI  KAKSH",497,431,0,928,263,306,0,569,569,0,73,234,3,131,4,2,1,1,2,3,2,4,3,5,2,10,53,5,1,6,0,6,5,2,4,7,569
114,"P.P.NEORI PASHCHIMI  KAKSH",867,706,0,1573,383,391,0,774,774,0,252,191,21,81,4,3,1,2,2,4,2,1,187,2,1,0,2,1,0,0,4,1,1,4,4,3,774
115,"P.P.NEORI  PURVI  KAKSH",288,255,0,543,170,178,0,348,348,0,42,266,4,7,1,0,0,0,0,0,0,1,21,0,1,2,1,1,0,0,0,0,0,1,0,0,348
116,"P.P.AMADARVESHPUR  PASHCHIMI  KAKSH",613,509,0,1122,355,284,0,639,639,0,223,58,23,279,13,2,1,1,0,3,2,2,1,0,1,2,2,2,1,6,3,1,2,1,7,3,639
117,"P.P.AMADARVESHPUR PURVI  KAKSH",557,489,0,1046,299,293,0,592,592,0,92,316,18,111,2,0,0,0,1,2,1,9,13,2,3,3,2,6,3,2,0,1,0,1,1,3,592
118,"P.P.SATRAHI UTTARI  KAKSH",583,504,0,1087,353,347,0,700,695,0,124,272,16,189,10,2,2,0,1,8,2,4,43,0,2,4,4,3,1,2,1,1,2,2,2,3,700
119,"P.P.LONIDEEH PURVI  KAKSH",500,430,0,930,263,270,0,533,533,0,95,80,12,268,5,0,0,3,2,3,6,2,9,2,0,6,18,0,1,3,1,3,0,4,8,2,533
120,"P.P.MIRJAPUR JANGAL UTTARI  KAKSH",427,352,0,779,235,225,0,460,456,0,49,80,3,108,0,4,0,0,1,3,0,0,102,0,1,1,61,1,2,8,5,9,1,10,10,1,460
121,"P.P.BASAHIYA GANGASAGAR PURVI  KAKSH",811,694,0,1505,416,450,0,866,864,0,105,301,17,230,5,1,3,9,3,5,5,8,44,7,11,14,51,3,2,5,2,15,4,0,10,6,866
122,"P.P. BAHIGAWANJOGIPUR PASHCHIMI  KAKSH",540,490,0,1030,283,289,0,572,545,0,33,109,8,196,4,0,0,0,1,4,1,3,201,1,1,1,2,2,0,1,0,2,0,1,1,0,572
123,"P.P.BAHINGAWANJOGIPUR  UTTARI  KAKSH",381,337,0,718,193,192,0,385,385,0,66,72,4,133,0,2,0,0,0,1,0,1,95,1,0,2,0,0,2,2,0,0,1,2,1,0,385
