"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
255,"K. P.P.TANDVA JALAL",473,390,0,863,256,255,0,511,511,0,16,154,7,315,3,0,0,0,1,0,1,1,4,0,1,1,1,1,0,1,1,1,0,0,2,0,511
256,"P.P. KHARUVAIYA UTTARI",418,347,0,765,233,232,0,465,460,0,63,110,14,116,6,1,2,0,1,0,2,6,110,1,0,2,2,2,2,2,3,7,1,6,6,0,465
257,"P.P.SHANKAR PUR TAPPA HAVELI .PASHCHIMI KAKSH",674,581,0,1255,300,293,0,593,593,0,75,234,11,225,8,2,0,2,3,0,4,0,6,1,3,0,5,2,2,0,0,2,1,0,3,4,593
258,"P.P.  KAMALPUR PIKAR PURVI (BABHANPURA)",482,406,0,888,256,244,0,500,500,0,26,192,9,253,6,2,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,3,500
259,"P.P.DEVLAR UTTARI KAKSH",880,712,0,1592,466,395,0,861,861,0,108,222,45,393,19,0,0,1,3,5,8,3,3,2,4,8,1,1,0,2,3,2,4,2,10,12,861
260,"P.P. NIJAMPUR RATIGARPUR PURVI KAKSH",598,500,0,1098,265,278,0,543,543,0,23,116,8,338,19,0,2,1,0,4,1,0,8,1,2,3,1,2,1,0,1,1,0,2,6,3,543
261,"P.P.  MUBARKPUR PIKAR  (KAMALPUR PIKAR) DUTIEYA",500,398,1,899,211,192,0,403,403,0,3,86,12,271,1,0,0,1,0,0,0,3,2,1,1,3,0,3,2,7,2,0,0,2,0,3,403
262,"P.P. MAJHA KAMHARIYA",907,689,0,1596,414,456,0,870,860,0,163,151,26,82,4,6,5,4,1,2,1,11,329,5,5,13,11,2,1,6,1,3,3,6,15,14,870
263,"P.P. ARAJIDEVARA PURVI KAKSH",576,452,0,1028,356,289,0,645,610,0,181,233,22,169,4,0,0,2,3,4,1,0,0,1,1,2,2,1,1,6,2,2,0,1,6,1,645
264,"P.P. ARAJI DEVARA. PASHCHIMI KAKSH",437,362,0,799,234,216,0,450,450,0,90,232,3,81,5,0,2,1,1,2,0,1,13,2,2,4,2,1,0,1,0,2,0,0,3,2,450
265,"P.P. MUBARAKPUR PIKAR PRATHAM",497,434,0,931,238,225,0,463,463,0,106,137,12,169,2,0,3,0,0,2,0,0,24,0,0,0,2,1,0,0,0,0,1,2,1,1,463
266,"P.P. INDAURPUR URF GHINAHAPUR",788,662,1,1451,484,422,0,906,906,0,515,192,16,127,7,0,3,2,1,3,3,3,14,1,4,4,2,1,1,0,1,2,0,0,4,0,906
267,"P.P. SAITHUA  PURVI KAKSH",446,380,0,826,252,238,0,490,490,0,95,43,1,319,2,0,0,0,0,1,0,2,8,1,3,2,1,0,2,1,2,2,0,0,2,3,490
268,"P.P. SHANKARPUR DHARAMPUR .PASHCHIMI KAKSH",163,114,0,277,90,69,0,159,159,0,4,67,3,73,1,0,0,0,0,0,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,159
269,"P.P. SHANKARPUR DHARAMPUR  PURVI KAKSH",219,170,0,389,107,105,0,212,212,0,23,8,4,161,0,0,0,0,0,1,0,2,0,0,1,5,0,0,1,0,0,1,1,0,4,0,212
270,"SHREE LALLANJI BARAHMCHAR. INTER C. BHARATPUR .K.N.1",641,527,0,1168,262,316,0,578,568,0,5,208,9,323,6,1,1,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,12,4,578
271,"SHREE  LALLANJI BARHMCHAR. INTER C. BHARATPUR .K.N.2",672,531,0,1203,322,284,0,606,606,0,146,150,3,210,7,2,2,6,3,6,4,4,6,5,4,18,4,4,2,4,1,1,3,4,3,4,606
272,"SHREE LALLANJI BARAHMCHAR. INTER C. BHARATPUR .K.N.3",489,415,0,904,252,233,0,485,485,0,9,151,13,266,2,1,0,2,1,2,0,5,13,0,4,2,2,0,1,0,0,0,1,1,2,7,485
273,"P.P. MUDIYARI UTTARI KAKSH",359,320,0,679,172,191,0,363,363,0,98,119,13,104,7,0,1,1,0,2,0,1,2,1,2,1,2,0,0,1,1,0,1,1,0,5,363
274,"J.H. SABITPUR UTTARI KAKSH",557,485,1,1043,297,332,0,629,629,0,50,176,27,171,21,6,2,2,1,3,1,4,99,4,2,4,8,6,1,6,2,5,4,5,9,10,629
275,"P.P. BHADAYA DAKSHINI KAKSH",198,168,0,366,110,100,0,210,210,0,27,104,1,72,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,210
276,"P.P.BHADAYA UTTTARI KAKSH",414,349,0,763,209,233,0,442,434,0,75,96,13,219,6,2,3,0,0,3,2,1,4,3,1,2,2,2,0,1,1,0,1,2,1,2,442
277,"P.P.BHADAYA MADHAY KAKSH",471,367,0,838,225,213,0,438,436,0,79,22,12,169,11,1,2,0,2,5,1,1,66,1,3,4,23,0,1,6,0,5,3,6,3,12,438
278,"P.P.DURGECHEETPUR PURVI KAKSH",619,521,0,1140,282,261,0,543,537,0,67,93,16,326,11,1,2,3,3,4,0,1,2,2,0,2,0,1,0,2,1,0,0,2,3,1,543
279,"K.P.P.MALPUR MADHAVPUR PURVI KAKSH",512,407,0,919,248,230,0,478,478,0,25,139,9,264,3,0,1,1,1,3,1,9,2,2,2,2,2,1,0,1,2,2,0,4,0,2,478
280,"K.P.P.MALPUR MADHAVPUR PASHCHIMI KAKSH",219,204,0,423,103,95,0,198,198,0,89,33,0,62,0,0,0,0,1,2,0,0,6,0,0,2,0,0,0,1,0,0,0,0,1,1,198
281,"S.L.J.B. U.M.V. KASHTOORIPUR",459,385,1,845,192,185,0,377,377,0,91,51,2,196,3,0,0,1,0,3,1,1,0,2,1,2,0,0,0,3,1,2,0,1,11,5,377
282,"PURV.M.V. SHANKARPURBARJI DAKSHINI KAKSH",214,206,0,420,119,115,0,234,232,0,30,59,2,120,0,1,1,1,0,1,0,7,0,1,1,2,1,0,0,0,0,0,1,1,0,5,234
283,"P.P.FAREEDPUR HETHARIYA PURVI  KAKSH",733,580,0,1313,365,326,0,691,691,0,25,199,24,411,5,0,2,1,2,2,1,0,3,0,0,0,1,1,1,0,1,2,0,4,3,3,691
284,"P.P.GOPALPUR MADHAVPUR PASHCHIMI KAKSH",530,402,0,932,249,203,0,452,452,0,59,57,17,262,3,2,1,1,3,0,6,2,8,2,1,1,0,3,1,2,2,2,3,1,6,7,452
285,"P.P.BHUPATPUR KODRARAHA PURVI KAKSH",558,475,0,1033,303,281,0,584,555,0,41,237,4,243,6,0,3,1,2,1,1,0,1,0,3,0,2,13,2,7,2,1,2,2,7,3,584
286,"P.P.THEGIPUR PURVI KAKSH",374,306,0,680,178,182,0,360,360,0,61,71,25,189,1,0,1,1,0,2,0,0,2,1,1,0,0,4,0,0,0,0,0,0,1,0,360
287,"P.P.PRATAPPUR RUPAIPATTI PURVI KAKSH",567,470,0,1037,357,259,0,616,616,0,118,265,12,189,1,1,0,3,0,3,1,0,1,1,7,3,0,2,0,3,1,0,0,0,3,2,616
288,"P.P.CHORMARA KAMALPUR UTTARI KAKSH",361,303,0,664,198,195,0,393,390,0,31,116,8,219,6,0,0,2,0,2,0,0,0,2,0,0,1,2,1,1,0,0,0,0,1,1,393
289,"P.P. PARSANPUR DAKSHINI  KAKSH (KURAON)",553,457,0,1010,283,283,0,566,556,0,21,202,17,302,3,0,0,2,1,0,0,0,0,0,1,1,1,0,1,2,0,0,0,5,5,2,566
290,"P.P. PARSANPUR DAKSHINI (KURAON )",508,445,0,953,243,238,0,481,481,0,33,185,39,205,6,0,0,0,0,1,1,0,1,3,1,2,0,2,0,0,0,0,0,0,0,2,481
291,"P.P.ALLIPUR BARJI UTTARI KAKSH",454,377,0,831,302,290,0,592,592,0,5,167,5,391,0,1,1,1,0,1,0,10,2,0,1,2,1,1,0,0,0,0,0,0,0,3,592
292,"J.H. JAISINGHPUR  PASHCHIMI KAKSH",277,224,0,501,159,132,0,291,291,0,13,96,3,165,1,0,0,0,0,1,1,1,0,0,1,2,1,2,0,0,0,0,0,0,3,1,291
293,"P.P. NIKASPUR  UTTARI KAKSH",728,628,0,1356,445,303,0,748,748,0,16,390,15,242,2,0,1,1,1,1,1,24,3,1,4,3,5,4,1,4,2,4,1,4,11,7,748
294,"P.P GODALPUR  DAKSHINI KAKSH (SAGHAPUR)",524,412,0,936,269,223,0,492,492,0,11,144,9,295,4,1,0,2,0,2,2,0,0,0,1,1,3,1,2,0,3,2,0,3,4,2,492
295,"P.P GODALPUR(SAGAHAPUR ) UTTARI KAKSH",313,246,0,559,160,152,0,312,312,0,3,164,1,129,1,1,1,0,0,0,0,0,0,2,1,1,0,3,0,1,2,0,0,0,1,1,312
296,"PURV. M.V. LALMANPUR PURVI KAKSH",388,323,0,711,194,174,0,368,368,0,36,153,7,139,3,1,1,0,1,1,0,13,1,1,2,3,0,0,0,0,0,0,1,0,3,2,368
297,"PURV.M.V. LALMANPUR  PASHCHIMI KAKSH",793,664,0,1457,406,362,0,768,749,0,31,265,25,407,7,0,3,1,2,0,2,4,0,0,3,3,2,0,1,1,0,1,0,3,3,4,768
298,"P.P.TIHAYATPUR   PASHCHIMI KAKSH",447,371,1,819,210,217,0,427,427,0,36,224,12,131,1,0,0,0,0,2,0,1,1,3,0,6,1,2,1,1,0,1,1,0,2,1,427
299,"P.P.TIHAYATPUR PURVI KAKSH",473,358,0,831,261,217,0,478,478,0,35,231,15,174,1,0,1,0,1,0,1,0,1,0,1,3,0,1,1,0,1,0,0,2,5,4,478
300,"P.P.MUJAHIDPUR UTTARI KAKSH",496,400,0,896,266,247,0,513,492,0,10,182,13,298,0,0,0,1,1,0,0,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,513
301,"P.P.MUJAHIDPUR DAKSHINI KAKSH",442,370,0,812,207,227,0,434,434,0,143,111,9,135,1,1,1,1,0,2,0,3,8,0,2,2,4,0,0,3,0,1,1,4,1,1,434
302,"U.P.V, DHARUPUR  UTTARI KAKSH",823,634,0,1457,411,338,0,749,749,0,48,328,13,313,5,2,0,2,1,0,1,0,2,0,4,0,4,5,0,7,0,3,0,3,7,1,749
303,"U. P.V.DHARUPUR DAKSHINI KAKSH",142,112,0,254,72,54,0,126,126,0,44,5,2,49,0,0,0,0,0,0,1,2,17,0,0,2,1,0,0,0,0,0,0,1,1,1,126
304,"P.P.JANESARI BUJURG PURVI KAKSH",349,286,0,635,186,173,0,359,359,0,59,73,6,185,5,0,0,4,1,3,3,0,2,1,1,1,2,1,1,4,0,1,2,0,2,2,359
305,"P.P.SIRSIYA  JAMUNIPUR",440,366,0,806,242,234,0,476,476,0,232,74,4,142,1,4,1,1,0,0,0,0,3,1,0,1,2,0,0,2,0,0,0,2,6,0,476
306,"J.H. SIRSIYA SISWA (JAMUNIPUR)",226,186,0,412,136,128,0,264,264,0,78,99,0,76,3,0,1,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,264
307,"PURV M.V, RAJESULTANPUR UTTARI KAKSH",807,662,0,1469,491,388,0,879,879,0,268,59,26,300,11,1,3,6,6,3,4,1,34,1,3,17,58,0,2,15,5,14,4,8,15,15,879
308,".P.M.V. RAJESULATANPUR  DAKSHINI KAKSH",865,695,0,1560,545,409,0,954,950,0,193,406,14,288,2,1,1,4,3,4,1,3,3,1,4,8,2,1,1,1,0,1,0,1,5,6,954
309,"P.M.V. RAJESULTANPUR  MADHYA KAKSH-1",577,460,0,1037,333,272,0,605,598,0,206,32,8,324,1,2,2,0,1,0,1,1,4,0,0,2,3,1,1,5,1,2,3,1,4,0,605
310,"P.M.V.RAJESULTANPUR MADHAY KAKSH2",414,324,0,738,216,171,0,387,387,0,234,28,0,91,1,2,2,0,0,1,0,0,7,1,0,1,3,1,1,1,1,1,0,0,7,4,387
311,"G.S.I.C. RAJESULTANPUR UTTARI KAKSH-1",766,639,0,1405,359,405,0,764,764,0,97,329,21,245,6,2,0,1,2,6,0,7,19,1,5,9,1,4,1,4,0,0,1,1,2,0,764
312,"G.S.I.C. RAJEPUR SULATANPUR UTTTARI . KAKSH2",673,550,0,1223,313,254,0,567,567,0,91,178,12,256,5,1,0,0,0,1,0,2,4,2,0,3,0,3,0,0,0,3,1,0,2,3,567
313,"G.S.I.C. RAJESULATANPUR DAKSHINI KAKSH.2",606,510,0,1116,321,268,0,589,589,0,37,126,10,390,2,0,2,1,0,0,1,1,2,0,1,2,2,0,0,1,2,1,1,1,3,3,589
314,"P.P. TARAUNA BANSGAON PURVI  KAKSH",554,485,0,1039,307,430,0,737,737,0,17,134,16,479,5,3,2,6,3,2,0,11,38,1,4,2,1,0,0,0,0,3,1,1,3,5,737
315,P.P.SANTI,577,444,0,1021,293,278,0,571,571,0,19,149,11,307,7,1,3,3,1,0,1,3,5,0,2,3,6,9,0,11,4,5,1,7,7,6,571
316,"U.P.V. KATYA JANESARI PASHCHIMI KAKSH",427,351,0,778,277,200,0,477,477,0,12,295,8,145,0,2,0,2,1,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,3,477
317,"P.P. BANKATA BUJURG  UTTTARI  KAKSH",774,655,0,1429,469,362,0,831,831,0,161,250,22,303,5,0,0,2,4,9,2,1,35,2,7,6,2,2,2,2,1,3,2,3,1,4,831
318,"P.P.BANKATA BUJURG  DAKSHINI  KAKSH",444,389,0,833,189,187,0,376,376,0,24,159,4,168,3,0,1,1,2,1,0,0,1,0,2,3,1,0,1,3,0,0,1,0,0,1,376
319,"P.P. MALLUPUR MAJGAON(GOBDAUR)",524,510,0,1034,258,265,0,523,523,0,97,117,3,291,0,0,2,1,0,1,1,0,1,0,1,2,1,0,0,0,2,0,0,1,2,0,523
320,"P.P.BIJALI TIHAITPUR  PASHCHIMI",426,362,0,788,230,218,0,448,448,0,54,133,5,232,6,0,0,0,1,1,2,0,2,1,1,1,1,2,0,0,0,0,1,1,2,2,448
321,"P.P.BIJALI TIHAITPUR PURVI",521,447,0,968,263,253,0,516,516,0,161,228,7,100,4,1,0,1,0,3,0,0,0,0,2,1,0,2,1,1,0,0,1,0,3,0,516
