"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
25,"PRATHMIK VIDYALAYA R0 NO. 2 SIKANDARPUR",444,303,0,747,263,239,0,502,464,0,107,0,26,347,2,0,0,0,0,3,1,0,4,2,0,0,2,0,1,7,502
26,"PRATHMIK VIDYALAYA N.2 R0 NO. 1 NYAMU",813,681,0,1494,489,451,0,940,933,0,332,6,36,539,3,0,0,4,0,2,0,0,1,0,0,3,6,0,3,5,940
27,"PRATHMIK VIDYALAYA N.1 R0 NO. 3 NYAMU",850,682,0,1532,535,444,0,979,979,0,478,8,185,280,1,0,0,0,0,4,0,1,3,2,1,6,8,0,0,2,979
28,"PRATHMIK VIDYALAYA PURVI BHAG KANHAHEDI",545,507,0,1052,359,323,0,682,600,0,268,0,44,346,0,0,1,1,0,2,1,1,1,1,0,7,5,0,1,3,682
29,"PRATHMIK VIDYALAYA PASHCHAMI BHAG KANHAHEDI",273,245,0,518,220,176,0,396,388,0,56,1,4,324,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,6,396
30,"PRATHMIK VIDYALAYA PILAKHNI",236,217,0,453,212,198,0,410,220,0,2,0,7,395,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,410
31,"PRATHMIK VIDYALAYA N.1 R0 NO. 1 DUDHLI",767,637,0,1404,638,528,0,1166,1021,0,111,3,33,1010,0,0,0,1,0,1,0,0,0,0,1,3,1,0,1,1,1166
32,"PRATHMIK VIDYALAYA N.1 R0 NO. 2 DUDHLI",655,467,0,1122,602,388,0,990,800,0,15,1,34,928,5,0,0,2,0,2,0,1,1,0,0,0,0,0,0,1,990
33,"PRATHMIK VIDYALAYA N.1 R0 NO. 3 DUDHLI",819,644,0,1463,787,502,0,1289,1100,0,3,0,11,1261,2,0,0,1,0,5,0,2,0,1,0,1,1,0,0,1,1289
34,"PRATHMIK VIDYALAYA BEECH KA KAMRA CHHAMAU",514,432,0,946,460,369,0,829,800,0,76,10,1,730,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,3,829
35,"UCCH PRATHMIK VIDYALAYA R0 NO0 BUDDHAKHEDA",666,553,0,1219,552,481,0,1033,1031,0,205,4,20,785,2,0,0,1,0,3,0,0,2,0,0,4,4,0,1,2,1033
36,"PRATHMIK VIDYALAYA KAMRA NO. 1KAYAMPUR",410,325,0,735,300,260,0,560,490,0,192,6,327,16,1,1,0,0,0,2,0,1,0,4,0,3,3,0,4,0,560
37,"PRATHMIK VIDYALAYA NAYA BHAWAN R0 NO. 1 KUTESRA",477,383,0,860,266,240,0,506,500,0,142,3,349,4,0,0,0,0,0,2,0,1,1,2,0,2,0,0,0,0,506
38,"PRATHMIK VIDYALAYA NAYA BHAWAN R0 NO. 3 KUTESRA",354,324,0,678,203,213,0,416,408,0,168,1,241,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,416
39,"PRATHMIK VIDHYALAY NAYA BHAWAN KAMRA NO 2 KUTESRA",762,553,0,1315,451,393,0,844,834,0,192,5,629,4,1,0,0,1,0,0,1,0,1,0,0,4,2,0,2,2,844
40,"JANTA INTER COLLEGE KUTESRA KAMRA NO.7",523,420,0,943,281,298,0,579,576,0,283,21,251,14,0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,1,579
41,"JANTA INTER COLLEGE KUTESRA KAMRA NO.10",390,329,0,719,221,223,0,444,395,0,258,7,165,3,0,0,0,0,1,0,0,1,1,2,1,4,1,0,0,0,444
42,"JANTA INTER COLLEGE KUTESRA KAMRA NO.8",862,639,0,1501,526,405,0,931,923,0,291,20,591,3,2,1,0,0,0,3,0,1,3,1,4,4,4,0,1,2,931
43,"JANTA INTER COLLEGE KUTESRA KAMRA NO.4",722,526,0,1248,409,337,0,746,727,0,404,11,132,183,2,0,0,0,0,2,0,0,0,0,0,4,6,0,2,0,746
44,"JANTA INTER COLLEGE KUTESRA KAMRA NO.5",773,656,0,1429,499,432,0,931,931,0,72,6,110,723,5,0,1,0,0,3,0,0,0,1,0,0,4,1,2,3,931
45,"JANTA INTER COLLEGE KUTESRA KAMRA NO.6",732,619,0,1351,424,477,0,901,899,0,476,2,263,133,2,0,0,0,0,1,1,0,1,1,1,7,9,0,2,2,901
46,"JANTA INTER COLLEGE KUTESRA KAMRA NO.9",694,526,0,1220,425,309,0,734,733,0,210,6,370,124,1,0,2,0,0,4,0,0,1,4,0,2,3,0,4,3,734
47,"PRATHMIK VIDYALAYA N.1 UTTARI BHAG KASOLI",525,445,0,970,355,309,0,664,664,0,86,3,36,494,3,0,0,0,2,9,0,2,7,0,0,6,5,1,3,7,664
48,"PRATHMIK VIDYALAYA N.1 UTTARI BHAG SE MILA KAMRA KASAULI",509,412,0,921,309,292,0,601,596,0,176,1,32,364,4,0,1,0,1,6,0,1,0,1,1,5,3,0,1,4,601
49,"PRATHMIK VIDYALAYA N.2 DAKSHINI BHAG PASHCHAMI KAMRA KASAULI",459,348,0,807,389,242,0,631,631,0,23,2,132,465,0,0,0,0,0,5,0,0,1,0,0,1,0,1,0,1,631
50,"PRATHMIK VIDYALAYA N.2 DAKSHINI BHAG PURVI KAMRA KASAULI",417,356,0,773,356,257,0,613,612,0,10,2,65,531,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,613
51,"PRATHMIK VIDYALAYA NO. 1 BEECH KA KAMRA CHAUKDA",876,650,1,1527,603,482,0,1085,819,0,411,0,48,574,1,1,1,0,0,8,2,1,1,2,3,8,14,1,0,9,1085
52,"PRATHMIK VIDYALAYA NO. 1 PURVI BHAG CHAUKDA",812,643,0,1455,468,545,0,1013,1013,0,428,3,57,499,1,1,0,4,1,2,0,3,3,0,2,1,4,1,0,3,1013
53,"PRATHMIK VIDYALAYA GHISSUKHEDA",755,619,0,1374,401,353,0,754,538,0,254,2,33,449,2,0,0,0,1,2,0,0,2,0,0,2,2,0,1,4,754
54,"PRATHMIK VIDYALAYA KAMRA NO. 1 MUTHRA",560,486,0,1046,442,397,0,839,839,0,25,2,108,683,3,0,1,0,0,5,0,0,1,0,0,0,3,1,0,7,839
55,"PRATHMIK VIDYALAYA KAMRA NO. 2 MUTHRA",623,539,1,1163,439,392,0,831,831,0,228,3,82,482,0,0,0,1,2,15,3,0,3,1,1,2,3,0,1,4,831
56,"PRATHMIK VIDYALAYA KAMRA NO. 1 NANGLARAI",617,530,0,1147,444,351,0,795,764,0,301,12,266,205,3,0,1,0,0,3,0,0,0,0,0,2,0,1,1,0,795
57,"PRATHMIK VIDYALAYA KAMRA NO. 2  NANGLARAI",809,578,0,1387,567,432,0,999,949,0,177,2,695,104,3,0,1,0,0,2,0,1,0,2,1,3,1,0,6,1,999
58,"PRATHMIK VIDYALAYA MOHBALIPUR",591,489,0,1080,558,405,0,963,963,0,20,3,77,858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963
59,"JUNIOR HIGH SCHOOL U0  R0 NO. 1 KULHEDI",535,421,0,956,386,278,0,664,663,0,383,12,241,12,1,0,0,0,0,1,1,2,1,3,1,2,3,0,0,1,664
60,"JUNIOR HIGH SCHOOL D0  R0 NO. 2 KULHEDI",451,344,0,795,274,228,0,502,400,0,376,1,97,17,2,0,0,0,0,2,0,1,0,0,1,1,1,0,2,1,502
61,"PRATHMIK VIDYALAYA PASHCHAMI BHAR KA KAMRA NO. 2 KULHEDI",478,454,0,932,362,332,0,694,694,0,460,12,155,22,0,0,0,0,0,0,0,2,0,2,0,7,23,0,8,3,694
62,"PRATHMIK VIDYALAYA PASHCHAMI BHAG KA KAMRA NO. 5 KULHEDI",359,280,0,639,225,201,0,426,421,0,264,1,155,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,426
63,"PRATHMIK VIDYALAYA PASHCHAMI BHAG KA KAMRA NO. 3 KULHEDI",564,458,0,1022,435,332,0,767,765,0,645,2,106,5,0,0,0,0,1,0,0,0,0,1,0,2,5,0,0,0,767
64,"PRATHMIK VIDYALAYA PASHCHAMI BHAR KA KAMRA NO. 4 KULHEDI",546,483,0,1029,350,305,0,655,655,0,326,6,277,6,0,0,0,3,0,2,0,0,2,0,1,1,13,2,11,5,655
65,"PRATHMIK VIDYALAYA N.1 KAMRA NO. 1 KHUSROPUR",461,371,0,832,358,262,0,620,620,0,39,1,307,257,0,0,0,1,0,2,1,0,1,1,0,0,3,1,5,1,620
66,"PRATHMIK VIDYALAYA N.2 KAMRA NO. 2 KHUSROPUR",446,417,0,863,304,295,0,599,599,0,49,4,451,87,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,0,599
67,"PRATHMIK VIDYALAYA KAMRA NO. 1 NIRDHANA",812,648,0,1460,475,404,0,879,879,0,328,9,521,2,0,0,0,0,1,1,0,0,1,3,0,3,6,3,1,0,879
68,"PRATHMIK VIDYALAYA KAMRA NO. 2 NIRDHANA",548,421,0,969,344,279,0,623,623,0,422,5,184,0,1,2,0,1,0,0,0,0,1,1,0,6,0,0,0,0,623
69,"PRATHMIK VIDYALAYA KAMRA NO. 3 NIRDHANA",446,378,0,824,265,237,0,502,500,0,329,1,159,0,1,0,0,1,0,0,0,0,0,1,0,5,1,0,1,3,502
70,"ARYA KANYA INTER COLLEGE RO NO.4 CHARTHAWAL DEHAT",566,461,0,1027,394,343,0,737,730,0,241,6,296,183,0,1,1,1,1,1,0,0,0,1,0,3,2,0,0,0,737
71,"ARYA KANYA INTER COLLEGE RO NO.3 CHARTHAWAL DEHAT",506,387,0,893,268,222,0,490,487,0,140,4,311,25,0,0,0,1,2,1,0,0,0,2,0,3,0,0,1,0,490
72,"ARYA KANYA INTER COLLEGE RO NO.5 CHARTHAWAL",654,482,0,1136,390,308,0,698,682,0,207,4,443,11,0,1,0,4,0,0,0,2,0,0,0,2,6,0,17,1,698
73,"ARYA KANYA INTER COLLEGE RO NO.6 CHARTHAWAL",663,497,0,1160,384,311,0,695,672,0,189,5,270,209,0,0,0,4,1,5,1,0,2,1,1,4,2,0,0,1,695
74,"PRATHMIK VIDYALAYA KAMRA NO. 1 KISHANPURA MAJRA CHARTHAWAL",164,152,0,316,142,104,0,246,208,0,68,1,2,169,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,246
75,"PRATHMIK VIDYALAYA KAMRA NO. 1 AMIGARH MAJRA CHARTHAWAL",154,123,0,277,124,100,0,224,220,0,159,1,3,47,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0,2,224
76,"PRATHMIK VIDYALAYA BEECH KA KAMRA MAJRA CHARTHAWAL",258,205,0,463,201,177,0,378,373,0,273,4,3,83,1,1,0,0,0,1,0,1,1,0,0,6,3,0,0,1,378
77,"PRATHMIK VIDHYALAY ALAWALPUR NAYA BHAWAN UTTRI BHAGH KA KAMRA ALAWALPUR MAJRA CHARTHAWAL",514,419,0,933,361,335,0,696,696,0,162,19,2,469,3,1,0,0,0,4,0,1,0,0,0,6,5,1,2,21,696
78,"PRATHMIK VIDHYALAY BEECH KA KAMRA DALIPPURA MAJRA CHARTHAWAL",235,190,0,425,165,135,0,300,252,0,128,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,300
79,"ARYA KANYA INTER COLLEGE RO NO.1 CHARTHAWAL",533,444,0,977,404,324,0,728,728,0,213,10,115,368,2,1,0,5,1,0,0,0,2,0,1,0,2,3,1,4,728
80,"ARYA KANYA INTER COLLEGE RO NO.7 CHARTHAWAL",278,256,0,534,200,181,0,381,372,0,161,8,89,113,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1,3,381
81,"ARYA KANYA INTER COLLEGE RO NO.2 CHARTHAWAL",651,560,0,1211,456,369,0,825,805,0,197,11,10,582,1,0,0,1,0,3,0,2,1,1,2,1,2,2,3,6,825
82,"JAI  HIND INTER COLLEGE R0 NO. 2 CHARTHAWAL",724,594,0,1318,487,410,0,897,863,0,76,8,374,425,0,0,0,1,1,3,0,0,0,0,0,3,1,0,3,2,897
83,"JAI  HIND INTER COLLEGE R0 NO. 4 CHARTHAWAL",815,628,0,1443,517,408,0,925,600,0,341,8,403,147,1,0,0,2,2,3,0,3,0,1,1,4,5,0,3,1,925
84,"JAI  HIND INTER COLLEGE R0 NO. 9 CHARTHAWAL",810,636,0,1446,496,423,0,919,919,0,289,9,596,6,0,0,0,2,1,0,0,0,0,0,0,0,7,1,8,0,919
85,"GANDHI INTER COLLEGE R0 NO.19 CHARTHAWAL",669,586,0,1255,332,304,0,636,608,0,151,28,50,392,1,0,0,1,0,1,0,0,0,1,0,3,2,2,1,3,636
86,"GANDHI INTER COLLEGE R0 NO.11 CHARTHAWAL",735,627,0,1362,520,418,0,938,930,0,94,35,163,631,0,0,1,1,1,3,0,1,1,2,0,0,1,0,1,3,938
87,"GANDHI BALIKA INTER COLLEGE R0 NO.1 CHARTHAWAL",873,712,0,1585,529,488,0,1017,1003,0,489,24,269,199,0,0,0,1,2,8,1,2,0,1,6,8,3,0,0,4,1017
88,"GANDHI BALIKA INTER COLLEGE R0 NO.4 CHARTHAWAL",800,676,0,1476,515,439,0,954,624,0,242,17,221,437,0,1,1,1,3,9,0,1,2,1,1,4,2,0,3,8,954
89,"GANDHI INTER COLLEGE R0 NO.14 CHARTHAWAL",727,595,0,1322,453,378,0,831,831,0,378,5,207,218,2,0,0,3,0,5,0,0,1,0,0,7,3,0,0,2,831
90,"PRATHMIK VIDYALAYA KAMRA NO. 1 PAVTI",728,600,0,1328,369,358,0,727,727,0,316,4,95,299,1,0,0,0,1,1,0,0,0,0,1,5,3,0,1,0,727
91,"PRATHMIK VIDYALAYA KAMRA NO. 2 PAVTI",824,595,0,1419,423,361,0,784,750,0,514,10,197,28,1,0,0,1,0,1,0,2,1,1,1,13,8,0,4,2,784
92,"PRATHMIK VIDYALAYA NO. 2 DEHCHAND",460,354,0,814,270,219,0,489,479,0,399,5,0,53,0,0,0,0,0,0,0,1,2,0,0,3,24,0,0,2,489
93,"PRATHMIK VIDYALAYA NO. 1 DEHCHAND",650,555,0,1205,487,383,0,870,785,0,1,6,6,845,5,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,870
94,"PRATHMIK VIDYALAYA N.1 UTTARI BHAG BADHAI KALA",530,445,0,975,406,312,0,718,660,0,96,7,24,547,6,0,0,0,2,5,0,0,0,0,1,2,4,0,3,21,718
95,"PRATHMIK VIDYALAYA N.1 DAKSHINI BHAG BADHAI KALA",629,499,1,1129,485,344,0,829,829,0,106,7,23,671,4,0,0,0,0,3,0,1,3,1,0,2,4,0,0,4,829
96,"PRATHMIK VIDYALAYA N.1 SAIDPUR KALAN K NO 1",511,426,0,937,379,297,0,676,621,0,112,19,320,207,1,0,1,0,0,0,0,1,0,4,4,3,0,0,3,1,676
97,"PRATHMIK VIDYALAYA KAMRA NO. 2 SAIDPUR KALAN",345,292,0,637,283,207,0,490,488,0,10,7,393,70,2,1,0,1,1,0,0,0,1,0,1,2,0,0,1,0,490
98,"PRATHMIK VIDYALAYA KASIYARA",671,491,0,1162,473,352,0,825,749,0,561,15,7,218,1,1,1,0,0,5,0,0,3,3,0,4,2,1,1,2,825
99,"PRATHMIK VIDYALAYA KAMRA NO. 1 RASOOLPUR",482,336,0,818,332,263,0,595,595,0,543,10,2,29,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,595
100,"PRATHMIK VIDYALAYA KAMRA NO. 1 SAIDNANGLA",602,399,0,1001,333,241,0,574,570,0,369,5,158,22,1,1,0,0,0,2,0,0,0,1,0,11,3,0,0,1,574
101,"PRATHMIK VIDYALAYA KAMRA NO. 2 SAIDNANGLA",365,262,0,627,189,188,0,377,374,0,184,3,79,88,2,1,0,0,0,7,1,0,2,1,0,2,3,0,2,2,377
102,"PRATHMIK VIDYALAYA N.1 KAMRA NO. 1 LUHARI KHURD",779,620,0,1399,549,428,0,977,975,0,326,3,216,414,2,0,0,2,0,1,1,0,1,1,0,5,0,0,1,4,977
103,"PRATHMIK VIDYALAYA N.2 KAMRA NO. 3 LUHARI KHURD",710,584,0,1294,445,426,0,871,665,0,230,5,224,397,1,0,0,2,1,2,0,0,2,0,1,4,0,0,1,1,871
104,"JUNIOR HIGH SCHOOL R0 NO. 1 LUHARI KHURD",438,355,0,793,308,254,0,562,562,0,234,3,75,234,2,1,2,0,1,2,2,0,1,0,0,1,1,0,0,3,562
105,"PRATHMIK VIDYALAYA NO. 2 KAMRA NO. 1 ींपइंजचनत",568,432,0,1000,415,315,0,730,529,0,248,4,231,224,1,0,1,1,2,0,0,0,2,2,1,4,1,0,0,8,730
106,"PRATHMIK VIDYALAYA N.1 R. N.1 HAIBATPUR",631,497,0,1128,422,360,0,782,631,0,45,1,147,538,1,0,0,1,3,3,1,1,2,3,0,3,3,1,4,25,782
107,"PRATHMIK VIDYALAYA KHEDI DOODHADHARI",580,441,0,1021,482,312,0,794,794,0,239,22,42,476,2,0,0,0,0,2,1,0,0,0,2,2,2,1,1,2,794
108,"PRATHMIK VIDYALAYA NAYE BHAWAN ME DAKSHINI KAMRA KHEDI DOODHADHARI",558,406,0,964,444,309,0,753,727,0,106,7,58,562,2,0,0,0,1,2,1,0,1,1,0,1,2,1,4,4,753
109,"PRATHMIK VIDYALAYA ALIPUR KHURD",676,529,0,1205,490,384,0,874,800,0,28,6,10,806,0,0,0,1,0,3,0,0,6,0,0,1,0,0,0,13,874
110,"PRATHMIK VIDYALAYA KAMRA NO. 3 BUDINA KHURD",500,446,1,947,324,292,0,616,616,0,225,6,376,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,616
111,"PRATHMIK VIDYALAYA KAMRA NO. 4 BUDINAKHURD",404,316,0,720,200,161,0,361,333,0,147,4,140,57,0,0,1,0,0,0,0,0,0,0,0,2,8,1,1,0,361
112,"PRATHMIK VIDYALAYA PURVI BHAG BUDINA KHURD",502,460,0,962,284,256,0,540,312,0,216,2,279,32,0,0,0,0,0,0,0,0,1,0,0,6,1,2,0,1,540
113,"PRATHMIK VIDYALAYA KAMRA NO. 5 BUDINA KHURD",390,299,0,689,250,167,0,417,402,0,56,8,290,41,2,0,0,1,0,0,0,0,1,0,0,3,1,1,8,5,417
114,"PRATHMIK VIDYALAYA JAFARPUR",413,300,0,713,357,244,0,601,402,0,52,1,2,539,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,2,601
115,"ISLAMIA MADARSA AMIRNAGAR",879,616,0,1495,371,293,0,664,601,0,189,5,172,256,3,0,0,1,2,3,2,1,3,1,2,5,5,2,5,7,664
116,"PRATHMIK VIDYALAYA PASHCHAMI BHAG AMIRNAGAR",796,599,0,1395,585,393,0,978,958,0,94,21,230,607,0,0,0,1,0,7,0,1,3,0,1,3,2,0,4,4,978
117,"PRATHMIK VIDYALAYA PASHCHAMI BHAG LADVA",588,506,0,1094,437,323,0,760,619,0,158,2,60,522,1,0,1,0,0,2,1,0,1,3,1,3,0,2,2,1,760
118,"PRATHMIK VIDYALAYA PASHCHAMI BHAG SE MILA POORV KA KAMRA LADWA",657,551,0,1208,460,345,0,805,785,0,256,3,24,497,2,0,0,0,2,6,0,0,3,1,2,3,4,0,1,1,805
119,"PRATHMIK VIDYALAYA PURVI BHAG LADVA",815,642,0,1457,534,386,0,920,880,0,334,3,9,548,6,0,1,1,0,6,0,1,2,1,0,1,3,0,1,3,920
120,"PRATHMIK VIDYALAYA PURVI BHAG NASIRPUR",728,636,0,1364,555,482,0,1037,1000,0,50,16,1,910,21,1,4,0,1,13,1,1,8,0,1,4,1,0,1,3,1037
121,"PRATHMIK VIDYALAYA PASHCHAMI BHAG NASIRPUR",650,509,0,1159,478,351,0,829,829,0,81,4,4,720,1,0,2,2,0,3,0,0,2,0,0,2,3,0,0,5,829
122,"PRIVATE MADARSA ISLAMIA ARABIA TALIMUL KURAAN DHANSAINI",519,468,0,987,384,348,0,732,732,0,319,5,21,372,1,0,0,0,0,1,1,0,1,0,0,2,4,0,0,5,732
123,"PRATHMIK VIDYALAYA KAMRA NO. 2 DHANSAINI",368,313,0,681,282,222,0,504,499,0,81,5,3,402,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,5,504
124,"PRATHMIK VIDYALAYA POORVI BHAG TITAVI",781,618,0,1399,549,477,0,1026,1020,0,250,4,37,703,5,1,0,1,1,3,0,3,3,1,2,3,4,1,1,3,1026
125,"PRATHMIK VIDYALAYA PASHCHIMI BHAG TITAVI",598,459,0,1057,417,305,0,722,722,0,78,13,9,587,4,0,0,0,0,5,1,3,1,0,0,1,6,0,2,12,722
126,"PRATHMIK VIDYALAYA UTTARI BHAG TITAWI",676,509,0,1185,468,334,0,802,802,0,128,5,7,628,2,1,0,0,0,12,1,0,2,0,3,4,5,0,2,2,802
127,"PRATHMIK VIDYALAYA DHAULDA",557,449,0,1006,440,365,0,805,804,0,68,22,45,636,6,0,2,0,0,15,0,1,3,2,0,2,0,0,0,3,805
128,"KISAN MAZDOOR INTER COLLEGE KAMRA NO 19 JASOI",526,354,0,880,293,245,0,538,538,0,406,2,8,79,1,2,0,0,0,3,0,2,0,2,1,5,20,2,0,5,538
129,"KISAN MAZDOOR INTER COLLEGE KAMRA NO 3 JASOI",489,366,0,855,291,254,0,545,499,0,237,2,16,247,1,0,0,0,0,2,0,0,0,0,2,3,8,3,5,19,545
