"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
193,"PURV MA0 VI0 PANAITHI",678,587,0,1265,482,407,0,889,878,0,91,381,313,84,2,1,3,1,4,9,889
194,"PRIMARY SCHOOL KHANGARHI",400,362,0,762,300,250,0,550,550,0,30,55,447,9,1,1,0,1,1,5,550
195,"PRIMARY SCHOOL BHOJPUR R.N.1",340,301,0,641,217,176,0,393,392,0,1,15,241,130,2,1,0,3,0,0,393
196,"PRIMARY SCHOOL BHOJPUR R.N.2",510,440,0,950,269,255,0,524,524,0,5,437,56,20,2,1,0,1,0,2,524
197,"PRIMARY SCHOOL DUMHERA",322,289,0,611,249,213,0,462,462,0,18,119,231,82,2,2,1,1,0,6,462
198,"PRIMARY SCHOOL JASRATHPUR",315,280,0,595,211,160,0,371,371,0,234,9,106,19,0,0,0,0,1,2,371
199,"PRIMARY SCHOOL BHAWANKHEDA",484,419,0,903,303,239,0,542,538,0,49,48,380,50,1,1,1,4,4,4,542
200,"PRIMARY SCHOOL BHURA KISHANGARHI",419,370,0,789,342,297,0,639,639,0,3,140,460,26,3,1,0,2,1,3,639
201,"PRIMARY SCHOOL ALINAGAR R.N.1",253,215,0,468,185,150,0,335,310,0,7,118,203,2,0,0,1,1,2,1,335
202,"PRIMARY SCHOOL BONER",545,474,0,1019,389,342,0,731,321,0,4,260,364,86,5,5,1,2,2,2,731
203,"JUNIOR HIGH SCHOOL DNIPUR R.N.1",489,436,0,925,310,256,0,566,494,0,25,65,394,68,7,1,0,3,1,2,566
204,"JUNIOR HIGH SCHOOL DNIPUR R.N.3",531,498,0,1029,342,315,0,657,622,0,7,431,160,53,1,0,0,5,0,0,657
205,"JUNIOR HIGH SCHOOL DNIPUR R.N.2",567,531,0,1098,295,240,0,535,535,0,37,82,386,17,2,1,2,2,2,4,535
206,"JUNIOR HIGH SCHOOL DNIPUR R.N.4",518,465,0,983,282,228,0,510,257,0,14,84,378,24,3,3,1,1,0,2,510
207,"PRIMARY SCHOOLSCHOOL DNIPUR R.N.1",661,567,0,1228,388,363,0,751,740,0,27,33,629,49,6,0,1,3,0,3,751
208,"PRIMARY SCHOOL DNIPUR R.N.2",753,689,0,1442,440,403,0,843,821,0,11,55,730,35,8,1,0,1,0,2,843
209,"N.D M.JUNIOR HIGH SCHOOL DHANIPUR R.N.1",703,585,0,1288,375,249,0,624,615,0,12,28,531,27,3,3,3,7,2,8,624
210,"N.D M.JUNIOR HIGH SCHOOL DHANIPUR R.N.2",730,655,0,1385,351,291,0,642,379,0,25,13,553,29,7,2,1,1,3,8,642
211,"N.D M.JUNIOR HIGH SCHOOL DHANIPUR R.N.3",690,569,0,1259,338,230,0,568,210,0,15,33,460,35,8,4,1,3,3,6,568
212,"N.D M.JUNIOR HIGH SCHOOL DHANIPUR R.N.4",682,596,0,1278,359,326,0,685,685,0,8,21,626,18,4,2,1,2,0,3,685
213,"NEW SHASTRI BAAL VIDHALAY ASADPUR QYAM",582,502,0,1084,383,280,0,663,219,0,157,151,280,53,9,1,1,1,3,7,663
214,"PRIMARY SCHOOL DEVI KA NAGLA R.N.1",733,633,0,1366,450,300,0,750,746,0,14,248,196,265,7,0,2,2,4,12,750
215,"PRIMARY SCHOOL DEVI KA NAGLA R.N.2",715,596,0,1311,403,294,0,697,691,0,36,136,393,105,12,3,0,0,3,9,697
216,"PRIMARY SCHOOL DEVI KA NAGLA R.N.3",897,746,0,1643,458,360,0,818,786,0,7,97,592,88,17,4,0,2,3,8,818
217,"PRIMARY SCHOOL SIDHAULI R.N.1",595,524,0,1119,408,291,0,699,483,0,3,241,408,35,2,3,1,3,1,2,699
218,"PRIMARY SCHOOL SIDHAULI R.N.3",548,483,0,1031,241,178,0,419,400,0,10,33,353,16,3,0,1,0,0,3,419
219,"PRIMARY SCHOOL SIDHAULI R.N.2",878,738,0,1616,504,371,0,875,875,0,73,211,564,20,1,1,3,2,0,0,875
220,"PRIMARY SCHOOL NAGLA MAANSINGH R.N.1",847,711,0,1558,464,405,0,869,811,0,7,817,32,4,3,0,0,0,1,5,869
221,"PRIMARY SCHOOL NAGLA MAANSING R.N.2",780,655,0,1435,443,390,0,833,777,0,2,797,17,6,2,0,1,0,3,5,833
222,"PRIMARY SCHOOL NAGLA MAANSINGH R.N.3",770,653,0,1423,444,336,0,780,720,0,10,728,20,14,0,0,0,0,2,6,780
223,"PRIMARY SCHOOL NAGLA MAANSINGH R.N.4",730,643,0,1373,387,340,0,727,119,0,2,677,20,25,0,0,0,0,1,2,727
224,"PRIMARY SCHOOL ALINAGAR R.N.2",415,367,0,782,311,279,0,590,193,0,11,486,76,6,5,1,0,1,3,1,590
225,SUNAHARA,552,487,0,1039,373,249,0,622,622,0,37,9,137,419,4,3,1,3,0,9,622
226,NAUSHA,750,635,0,1385,354,286,0,640,600,0,107,270,93,154,7,2,0,1,3,3,640
227,DATAWALI,773,656,0,1429,379,380,0,759,739,0,75,86,401,186,2,1,3,2,1,2,759
228,DATAWALI,478,387,0,865,211,175,0,386,300,0,13,137,159,71,0,1,1,3,0,1,386
229,DATAWALI,404,354,0,758,238,190,0,428,413,0,11,13,346,45,5,2,1,2,0,3,428
230,"CHANDGARHI DATAWALI",603,534,0,1137,385,392,0,777,400,0,14,79,650,25,1,2,0,2,0,4,777
231,KHARAGOOPURA,413,327,0,740,247,196,0,443,443,0,4,303,25,103,2,0,1,0,0,5,443
232,ALAHDADPUR,531,482,0,1013,316,205,0,521,516,0,26,213,196,79,0,0,2,1,2,2,521
233,ALAHDADPUR,496,426,0,922,299,235,0,534,532,0,34,132,284,79,0,1,1,0,0,3,534
234,PAHARIPUR,640,558,0,1198,439,344,0,783,783,0,23,73,132,545,2,2,0,2,0,4,783
235,PAHARIPUR,563,499,0,1062,326,288,0,614,614,0,4,285,87,234,1,0,1,1,0,1,614
236,AZADPUR,280,295,0,575,193,171,0,364,362,0,0,68,47,247,2,0,0,0,0,0,364
237,MUDHER,615,569,0,1184,376,345,0,721,718,0,51,197,463,3,0,2,1,0,2,2,721
238,"KHARSA NAGLA BHUD",404,361,0,765,242,258,0,500,440,0,19,17,358,105,1,0,0,0,0,0,500
239,FUSAWALI,328,276,0,604,204,164,0,368,364,0,94,7,215,34,1,1,2,5,3,6,368
240,"MOHAKAMPUR TALUKA DATAWALI",285,253,0,538,208,200,0,408,408,0,2,6,380,6,2,3,1,6,1,1,408
241,FUSAWALI,697,594,0,1291,412,348,0,760,675,0,87,176,438,42,2,2,5,4,1,3,760
242,PARORA,697,605,0,1302,500,388,0,888,874,0,11,6,822,21,2,3,2,6,5,10,888
243,PARORA,732,647,1,1380,363,318,0,681,200,0,84,182,335,58,0,5,3,4,2,8,681
244,BARALA,751,555,0,1306,424,277,0,701,695,0,10,76,520,78,1,2,1,1,1,11,701
245,BARALA,760,671,1,1432,447,385,0,832,831,0,5,104,403,300,4,3,1,3,2,7,832
246,BARALA,524,423,0,947,213,187,0,400,400,0,5,208,153,17,2,1,1,3,4,6,400
247,"DILALPUR ALFATPUR NAGLA KHITKARI",805,629,0,1434,453,342,0,795,712,0,20,80,495,179,5,2,1,4,1,8,795
248,BARALA,154,145,0,299,79,90,0,169,169,0,1,156,6,5,0,0,0,1,0,0,169
249,"NAGLA KHITKARI, NAGLA KARSAV",528,441,0,969,374,325,0,699,644,0,3,385,8,286,2,5,4,0,0,6,699
250,"NAGALA KHARI M. BARALA",565,406,0,971,240,172,0,412,324,0,1,12,368,16,1,2,8,1,0,3,412
251,BARALA,825,734,0,1559,445,397,0,842,650,0,8,420,99,300,3,4,1,1,2,4,842
252,TIKATA,676,601,0,1277,488,400,0,888,688,0,16,292,81,488,6,2,1,1,0,1,888
253,ARANI,473,434,0,907,256,208,0,464,453,0,110,2,233,105,4,1,4,3,0,2,464
254,ARANI,509,416,0,925,289,208,0,497,490,0,60,145,113,173,0,3,0,1,1,1,497
255,SIHAWALI,635,540,0,1175,336,322,0,658,654,0,37,287,156,164,0,1,1,1,1,10,658
256,SIHAWALI,671,538,0,1209,389,320,0,709,556,0,3,176,333,188,3,2,1,0,1,2,709
257,SATRAPUR,581,510,0,1091,286,250,0,536,405,0,13,138,49,327,1,2,2,0,2,2,536
258,SATRAPUR,479,452,0,931,295,287,0,582,582,0,26,112,54,386,1,2,1,0,0,0,582
259,DAHELI,288,239,0,527,140,126,0,266,256,0,6,93,132,27,3,0,0,2,1,2,266
260,"SIKARNA KALAN",528,465,0,993,266,251,0,517,505,0,17,52,248,184,6,2,1,2,1,4,517
261,"SIKARNA KALAN",356,282,0,638,209,144,0,353,310,0,10,88,184,67,0,2,0,0,0,2,353
262,"BHUDIYA MAZRA RAMPUR",515,461,0,976,312,264,0,576,575,0,29,108,273,142,7,5,3,2,1,6,576
263,"RAMPUR MAZRA BHUDIYA",363,302,0,665,208,186,0,394,350,0,68,103,122,92,8,0,0,0,0,1,394
264,CHHARRA,630,537,0,1167,337,247,0,584,469,0,14,54,227,277,6,2,1,0,0,3,584
265,CHHARRA,523,468,0,991,269,219,0,488,487,0,20,37,278,150,1,0,0,0,0,2,488
266,CHHARRA,618,550,0,1168,367,289,0,656,507,0,11,22,368,249,0,3,1,0,0,2,656
267,CHHARRA,629,552,0,1181,431,311,0,742,723,0,14,98,545,81,2,0,0,0,1,1,742
268,CHHARRA,548,481,0,1029,305,208,0,513,459,0,15,9,418,66,2,1,0,0,1,1,513
269,CHHARRA,502,423,0,925,303,204,0,507,300,0,3,6,425,69,1,0,0,1,1,1,507
270,CHHARRA,580,506,0,1086,340,285,0,625,612,0,14,34,301,269,2,0,0,3,0,2,625
271,CHHARRA,653,570,0,1223,340,282,0,622,608,0,6,49,112,444,1,2,0,1,1,6,622
272,CHHARRA,437,401,0,838,273,243,0,516,515,0,18,7,458,28,1,0,0,2,0,2,516
273,CHHARRA,569,503,0,1072,330,266,0,596,569,0,16,14,342,213,3,3,0,3,1,1,596
274,CHHARRA,505,457,0,962,288,233,0,521,347,0,26,44,162,282,4,2,0,0,0,1,521
275,CHHARRA,530,467,0,997,307,264,0,571,571,0,10,29,486,35,0,3,4,2,0,2,571
276,CHHARRA,633,556,0,1189,384,360,0,744,744,0,17,25,505,183,4,1,2,4,2,1,744
277,CHHARRA,407,334,0,741,231,191,0,422,422,0,19,12,4,366,3,2,2,3,1,10,422
278,"NAGLA BADSHAH",546,506,0,1052,318,322,0,640,600,0,56,60,311,199,7,1,0,3,1,2,640
279,CHHARRA,446,397,0,843,280,234,0,514,514,0,3,486,7,12,0,1,1,1,2,1,514
280,BHONAI,522,474,0,996,328,312,0,640,634,0,63,166,77,322,9,1,0,0,1,1,640
281,RASENI,731,639,0,1370,400,334,0,734,423,0,7,217,256,221,4,4,3,5,3,14,734
282,HABIVPUR,465,387,0,852,290,209,0,499,430,0,27,127,319,13,0,3,0,0,4,6,499
283,BARAULI,524,488,0,1012,351,338,0,689,689,0,2,86,538,52,1,2,0,1,2,5,689
284,BARULI,416,329,0,745,272,225,0,497,198,0,4,10,389,82,0,2,2,7,0,1,497
285,DHANSARI,470,367,0,837,259,211,0,470,470,0,2,91,137,230,3,0,0,0,3,4,470
286,DHANSARI,604,588,0,1192,360,345,0,705,705,0,13,73,31,574,3,3,0,1,5,2,705
287,DHANSARI,465,406,0,871,222,204,0,426,425,0,8,39,150,215,4,3,2,2,2,1,426
288,BAIKALA,547,515,0,1062,282,304,0,586,559,0,26,146,166,232,5,1,1,0,1,8,586
289,DHANSARI,442,347,0,789,251,212,0,463,462,0,4,32,375,46,2,2,1,0,0,1,463
290,"BAI KALAN",854,718,0,1572,418,412,0,830,322,0,9,421,98,288,4,1,3,1,0,5,830
291,"BAI KALAN",517,480,0,997,308,291,0,599,596,0,6,22,81,476,5,2,1,2,1,3,599
292,"BAI KALAN",423,337,0,760,202,159,0,361,220,0,26,3,116,211,1,1,1,0,1,1,361
293,JIJATHAL,659,541,0,1200,421,293,0,714,704,0,3,14,661,22,2,1,1,2,1,7,714
294,JIJATHAL,564,465,0,1029,306,234,0,540,534,0,16,154,311,49,4,1,1,1,2,1,540
295,LODHAI,272,246,0,518,213,195,0,408,180,0,0,9,379,13,1,3,0,0,0,3,408
296,"BAI KHURD",766,662,0,1428,543,462,0,1005,922,0,3,5,941,44,5,2,1,2,1,1,1005
297,DORAI,845,644,0,1489,521,406,0,927,833,0,412,54,413,22,3,2,2,6,3,10,927
298,RUKHALA,732,727,0,1459,358,324,0,682,675,0,136,231,193,108,3,2,1,3,2,3,682
299,RUKHALA,646,555,0,1201,306,315,0,621,607,0,4,440,22,152,1,0,0,0,0,2,621
300,"NAGLA GULARIYA MAZRA RUKHALA",457,412,0,869,339,299,0,638,630,0,1,3,603,26,0,0,2,0,1,2,638
301,"BAHADURPUR RAHCHOI",563,474,0,1037,403,293,0,696,650,0,5,58,383,237,2,3,2,1,2,3,696
302,GALIBPUR,463,406,0,869,341,279,0,620,534,0,22,20,213,354,4,1,0,1,0,5,620
303,MAJHOLA,625,467,0,1092,294,178,0,472,460,0,9,93,297,54,7,3,2,1,0,6,472
304,MAJHOLA,389,357,0,746,181,120,0,301,239,0,14,13,248,17,6,2,0,0,0,1,301
305,"NAGLA BAMAN MAZRA MAJHOLA",309,237,1,547,173,127,0,300,293,0,9,21,210,51,1,3,1,1,0,3,300
306,"RATROI MAZRA MAJHOLA",761,597,0,1358,414,307,0,721,715,0,11,22,234,428,9,5,4,1,1,6,721
307,HIDRAMAI,648,561,0,1209,410,361,0,771,771,0,164,98,446,46,7,7,0,0,2,1,771
308,"HUSENPUR DEYMAFI",771,639,0,1410,467,324,0,791,701,0,5,103,466,199,5,1,3,5,0,4,791
309,"KUMRUA MAZRA SHADIPUR KUMRAUA",690,663,0,1353,479,493,0,972,964,0,2,7,890,63,4,2,0,1,1,2,972
310,"SHADIPUR KUMRAUA",694,586,0,1280,417,268,0,685,685,0,20,116,313,214,5,2,3,2,4,6,685
311,"DHANSINGH MAZRA SHADIPUR KUMRAUA",497,436,0,933,300,286,0,586,554,0,4,5,415,152,0,2,0,2,1,5,586
312,"NARAYAN MAZRA SHADIPUR KUMRAUA",386,353,0,739,294,239,0,533,395,0,0,1,519,10,0,1,0,1,0,1,533
313,GANGIRI,834,670,0,1504,495,384,0,879,505,0,1,56,111,687,4,4,5,2,3,6,879
314,GANGIRI,827,718,0,1545,481,312,0,793,781,0,9,91,419,249,3,3,3,0,5,11,793
315,GANGIRI,776,670,0,1446,435,305,0,740,740,0,8,174,485,57,8,2,1,1,0,4,740
316,HASANPUR,510,421,0,931,267,234,0,501,386,0,76,14,212,192,1,4,1,0,1,0,501
317,HASANPUR,494,381,0,875,282,234,0,516,394,0,16,286,162,36,15,1,0,0,0,0,516
318,"KADAMPUR MAZRA BADHARI BUJURG",273,248,0,521,224,203,0,427,411,0,2,13,388,13,1,3,4,1,0,2,427
319,"BHIGIPUR MAZRA BADHARI BUJURG",364,315,0,679,300,239,0,539,454,0,2,4,516,8,1,1,2,1,0,4,539
320,"TODARPUR MAZRA BADHARI BUJURG",318,294,0,612,250,222,0,472,472,0,0,5,458,4,1,0,0,3,1,0,472
321,"BADHARI BUJURG",688,603,0,1291,288,239,0,527,527,0,8,167,291,47,2,2,1,4,1,4,527
322,"BADHARI BUJURG",485,437,0,922,211,178,0,389,380,0,13,210,105,54,1,2,1,0,1,2,389
323,"BADHARI KHURD",352,288,0,640,187,163,0,350,217,0,21,81,235,10,1,0,0,0,0,2,350
324,"UMMEDPUR MAZRA MANENA UMMEDPUR",741,657,0,1398,443,404,0,847,847,0,30,102,651,42,0,4,2,7,4,5,847
325,KANOVI,673,587,0,1260,354,307,0,661,656,0,171,55,194,221,4,4,0,4,2,6,661
326,"NAGLA DOHRA MAZRA KANOVI",330,274,0,604,223,217,0,440,434,0,2,14,413,4,1,1,1,0,2,2,440
327,"SHERPUR MAZRA KANOVI",432,348,0,780,265,240,0,505,294,0,1,7,484,8,1,2,1,0,1,0,505
328,"GOSHAPUR MAZRA KANBI",808,657,0,1465,381,361,0,742,739,0,11,22,642,39,1,6,3,4,6,8,742
329,RAJGAHILA,609,514,0,1123,415,347,0,762,758,0,4,24,700,23,3,1,1,1,0,5,762
330,"MAKHADUM NAGAR",533,488,0,1021,323,330,0,653,653,0,2,11,559,66,1,6,2,2,1,3,653
331,MALSAI,580,508,0,1088,444,315,0,759,753,0,3,14,702,24,4,0,3,3,3,3,759
332,RAJGAHILA,315,259,0,574,221,211,0,432,427,0,2,2,409,17,1,0,1,0,0,0,432
333,"BILONA CHITRASI",587,453,0,1040,239,213,0,452,392,0,13,161,63,203,3,0,0,3,3,3,452
334,"BILONA CHITRASI",617,508,0,1125,350,233,0,583,302,0,6,6,51,511,3,0,1,1,0,4,583
335,"NAGLA SUMMER MAZRA BILONA CHITRASI",815,700,0,1515,490,437,0,927,924,0,7,77,644,177,4,5,3,5,0,5,927
336,"CHITRASI MAZRA BILONA CHITRASI",457,356,0,813,314,206,0,520,497,0,6,7,42,458,4,0,1,0,0,2,520
337,NAUGAAN,524,473,0,997,313,282,0,595,529,0,8,225,32,315,3,2,0,1,5,4,595
338,NAUGWAN,527,474,0,1001,351,243,0,594,594,0,4,9,38,532,1,2,2,2,1,3,594
339,"JARAITH MAZRA NAUGWAN",487,397,0,884,335,265,0,600,511,0,15,11,45,521,6,0,1,0,1,0,600
340,BUDHAGANVA,533,470,0,1003,219,175,0,394,296,0,45,57,101,180,1,0,2,1,3,4,394
341,BUDHAGANVA,348,272,0,620,168,153,0,321,171,0,1,269,35,7,0,2,0,0,2,5,321
342,BUDHAGANVA,792,685,0,1477,454,242,0,696,696,0,3,2,348,323,8,2,1,1,4,4,696
343,TANDOLI,860,764,0,1624,430,366,0,796,794,0,73,118,143,444,9,1,1,2,3,2,796
344,"NAGLA MOHAN MAZRA TANDOLI",373,346,0,719,187,113,0,300,300,0,0,0,46,241,11,0,0,1,0,1,300
345,"KHULAWALI URF HAVIVGANG",399,347,0,746,240,174,0,414,398,0,2,8,198,201,1,0,1,0,1,2,414
346,"BHAMORI BUJARG",587,475,0,1062,374,306,0,680,600,0,4,19,103,526,11,2,5,0,1,9,680
347,"BHAMORI BUJARG",504,440,0,944,282,246,0,528,528,0,6,89,217,205,6,1,0,0,1,3,528
348,"NAGLA NATHU MAZRA BHAMORI BUJARG",518,445,0,963,405,341,0,746,735,0,1,5,598,134,4,2,1,1,0,0,746
349,CHITAKURA,567,505,0,1072,300,175,0,475,317,0,41,40,107,268,4,3,2,2,2,6,475
