"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
55,"KIRASAK  I. C .C.ROOM 2 SAREEF NAGAR",557,465,0,1022,323,296,0,619,618,0,2,13,35,288,256,2,1,0,0,0,13,1,1,1,2,1,2,0,1,619
56,"KIRASAK  I. .C.ROOM 7 SAREEF NAGAR",443,407,0,850,376,205,0,581,581,0,4,6,73,298,181,1,1,0,2,0,4,4,1,2,3,0,0,0,1,581
57,"KIRSAK  I. C .C.ROOM 3 SAREEF NAGAR",593,479,0,1072,328,276,0,604,604,0,2,43,69,106,370,1,2,0,2,1,5,1,0,2,0,0,0,0,0,604
58,"KIRASAK  I. .C.ROOM - 8 SAREEF NAGAR",437,315,0,752,258,191,0,449,384,0,1,19,128,5,275,1,0,0,0,2,10,1,0,3,1,2,1,0,0,449
59,"KIRSAK  I. .C.ROOM -4  SAREEF NAGAR",547,410,0,957,313,243,0,556,550,0,0,21,127,15,339,2,1,0,0,0,35,0,3,3,0,3,2,2,3,556
60,"KIRSAK. I.C.ROOM -9 SAREEF NAGAR",435,403,0,838,263,267,0,530,188,0,2,4,76,15,388,6,0,0,1,3,20,2,0,3,0,4,2,0,4,530
61,"KIRSAK I. .C.ROOM 5 SAREEF NAGAR",606,531,0,1137,348,345,0,693,608,0,5,4,137,7,502,2,3,3,1,0,6,0,5,7,2,6,1,1,1,693
62,"PRAIMARY SCHOOL MADARPUR",436,371,0,807,332,276,0,608,608,0,1,0,131,291,171,0,0,1,0,0,2,1,0,3,1,1,0,0,5,608
63,"PRAIMARY SCHOOL DARAPUR",429,353,0,782,339,281,0,620,620,0,0,4,16,357,222,1,0,0,0,0,2,6,2,1,3,2,2,0,2,620
64,"PRAIMARY SCHOOL BHAGIYAWALA",288,269,0,557,204,228,0,432,432,0,6,2,207,197,9,0,0,0,0,0,1,5,0,1,0,1,1,0,2,432
65,"PRAIMARY SCHOOL ROOM1 BHAYPUR",490,411,0,901,359,272,0,631,631,0,0,2,5,558,55,1,0,1,0,0,1,3,1,0,2,0,0,0,2,631
66,"PRAIMARY SCHOOLROOM - 3 BHAYPUR",408,328,0,736,325,267,0,592,592,0,0,1,61,39,423,6,0,1,0,1,52,0,1,1,0,2,0,0,4,592
67,"PRAIMARY SCHOOLROOM 2 BHAYPUR",737,631,0,1368,517,452,0,969,960,0,2,5,224,536,167,4,1,0,1,0,1,8,1,3,5,5,0,0,6,969
68,"PRAIMARY SCHOOL KHERULLAPUR",590,499,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"PRAIMARY SCHOOL ASALATPUR",439,359,0,798,375,322,0,697,697,0,1,4,210,441,34,1,0,0,1,0,0,1,2,0,0,0,2,0,0,697
70,"PRAIMARY SCHOOL KUAKHEDA KHALSA",332,308,0,640,301,264,0,565,565,0,0,2,94,373,90,0,1,0,0,1,0,0,0,0,1,0,1,0,2,565
71,"PRAIMARY SCHOOL TAHIRABAD",430,378,0,808,349,321,0,670,670,0,1,0,110,417,99,0,0,0,1,0,1,36,0,2,0,1,0,0,2,670
72,"PRAIMARY SCHOOL MUNIMPUR",406,375,0,781,355,330,0,685,685,0,3,7,53,463,138,2,2,0,1,1,3,7,0,1,3,0,0,0,1,685
73,"PRAIMARY SCHOOL MUNDIYAKHEDA",268,244,0,512,205,201,0,406,406,0,2,3,88,278,7,0,0,0,0,0,1,23,0,0,0,1,0,0,3,406
74,"PRAIMARY SCHOOL RAMUWALASEKHU",734,642,0,1376,492,521,0,1013,1013,0,3,6,171,473,339,3,1,0,0,1,1,3,1,1,3,2,0,2,3,1013
75,"PRAIMARY SCHOOL PANUWALA",792,675,0,1467,680,409,0,1089,1089,0,2,14,164,344,453,1,0,1,0,0,91,5,1,4,3,2,1,0,3,1089
76,"PRAIMARY SCHOOL LALPUR GOSAI",766,688,0,1454,565,515,0,1080,1080,0,2,4,222,595,217,6,2,1,2,1,1,5,1,5,3,10,0,1,2,1080
77,"PRAIMARY SCHOOL RAJPUR KALA",559,521,0,1080,411,427,0,838,838,0,0,2,132,472,171,4,0,2,0,2,27,4,2,5,7,3,1,0,4,838
78,"PRAIMARY SCHOOL MADHUPURI",266,263,0,529,189,207,0,396,396,0,0,3,6,364,9,1,1,2,1,0,0,0,1,0,1,3,0,1,3,396
79,"K J.H.   SCHOOL ROOM 1 RATUPURA",482,387,0,869,328,266,0,594,594,0,3,4,222,267,42,4,0,1,1,2,1,0,2,11,3,4,1,9,17,594
80,"J.H.  SCHOOL ROOM - 3 RATUPURA",455,347,0,802,298,253,0,551,551,0,0,3,34,123,365,3,0,2,0,1,3,1,2,4,0,2,3,1,4,551
81,"K J.H.  SCHOOL ROOM 2 RATUPURA",864,651,0,1515,594,495,0,1089,1089,0,0,5,9,674,353,3,3,4,0,5,3,1,1,3,4,2,4,2,13,1089
82,"J. H. SCHOOL ROOM -1 RATUPURA",463,393,0,856,323,270,0,593,292,0,1,2,14,555,10,0,0,0,0,0,0,3,2,1,1,2,0,0,2,593
83,"J. H. SCHOOL ROOM 2 RATUPURA",753,674,0,1427,540,430,0,970,959,0,2,3,130,772,38,0,0,1,1,2,2,2,0,0,4,1,4,2,6,970
84,"PRAIMARY SCHOOL KHAIKHEDA",627,560,0,1187,488,366,0,854,854,0,1,2,12,596,218,3,1,3,2,0,1,2,2,0,8,2,0,0,1,854
85,"PRAIMARY SCHOOLROOM 1  ABDULLAPURLEDA",577,497,0,1074,401,362,0,763,763,0,5,19,79,210,385,4,0,4,1,1,44,2,1,2,2,3,0,0,1,763
86,"PRAIMARY SCHOOLROOM-3 ABDULLAPUR LEDA",333,259,1,593,217,172,0,389,389,0,0,3,11,73,283,4,2,1,1,0,2,2,0,1,2,2,0,2,0,389
87,"PRAIMARY SCHOOLROOM 2 ABDULLAPUR LEDA",541,462,0,1003,408,334,0,742,742,0,1,5,109,159,442,2,1,1,1,2,8,1,0,1,0,2,3,0,4,742
88,"PRAIMARY SCHOOL LALAWALA",186,172,0,358,160,139,0,299,241,0,0,0,13,281,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299
89,"PRAIMARY SCHOOL RUPPUR TANDOLA",612,558,0,1170,482,400,0,882,882,0,3,4,228,433,194,0,1,0,0,2,0,1,1,1,5,1,2,2,4,882
90,"PRAIMARY SCHOOL BEJNATHPUR",518,457,0,975,440,332,0,772,741,0,4,0,283,383,91,1,0,0,0,1,0,1,0,2,2,0,1,1,2,772
91,"PRAIMARY SCHOOL KALAJHNDA",657,559,0,1216,523,415,0,938,938,0,45,8,95,572,167,4,3,2,0,4,1,9,8,1,6,5,0,1,7,938
92,"PRAIMARY SCHOOL KAMALPURI KHALSA",840,747,0,1587,607,559,0,1166,1154,0,3,55,366,449,255,1,0,1,1,0,8,1,0,6,2,1,0,11,6,1166
93,"PRAIMARY SCHOOL KALAWALA",371,330,0,701,336,276,0,612,596,0,0,4,66,478,46,1,0,1,0,0,0,1,1,0,5,2,2,1,4,612
94,"PRAIMARY SCHOOL MADHOWALA",458,410,0,868,388,348,0,736,735,0,1,3,14,665,33,0,2,0,0,1,0,4,1,0,1,3,1,1,6,736
95,"PRAIMARY SCHOOL MALHAPUR LAKCHMIPUR",745,648,0,1393,562,453,0,1015,1012,0,1,14,13,216,748,4,0,1,1,3,4,1,2,0,3,2,0,1,1,1015
96,"PRAIMARY SCHOOL RAMNAWALA",231,216,0,447,188,162,0,350,4,0,1,5,4,324,5,1,0,0,1,1,0,0,2,0,1,1,1,0,3,350
97,"PRAIMARY SCHOOL RAGHUWALA",709,628,0,1337,457,448,0,905,902,0,1,7,31,347,450,3,2,0,1,0,41,2,1,4,1,4,0,3,7,905
98,"J. H. SCHOOL ROOM 1 TALI T.K.D",667,566,0,1233,470,362,0,832,832,0,0,31,19,148,619,3,2,0,0,0,7,1,1,1,0,0,0,0,0,832
99,"J. H. SCHOOL ROOM 3 TALI T.K.D",496,385,0,881,300,234,0,534,534,0,1,6,19,210,292,1,0,0,0,0,1,1,0,0,0,1,0,0,2,534
100,"PRAIMARY SCHOOL ROOM 1 N.N.P THAKURDWARA",646,527,0,1173,322,245,0,567,567,0,0,14,18,256,276,0,0,0,0,0,0,2,0,0,0,0,0,0,1,567
101,"PRAIMARY SCHOOLROOM 2  N.N.P THAKURDWARA",258,187,0,445,143,109,0,252,252,0,0,7,9,176,54,0,0,0,0,0,0,2,0,0,1,0,0,0,3,252
102,"J. H. SCHOOL ROOM 2 N.N.P THAKURDWARA",501,401,0,902,265,237,0,502,502,0,3,8,7,409,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,502
103,"PRAIMARY SCHOOL NAGALIYA NARAYAN",461,359,0,820,239,208,0,447,406,0,0,3,7,321,111,1,0,0,0,0,0,0,1,0,0,0,0,1,2,447
104,"PRAIMARY SCHOOL MOH. JATWAN N.P.P THAKURDWARA",545,459,1,1005,345,273,0,618,618,0,2,6,212,194,192,1,0,0,0,0,0,5,1,2,3,0,0,0,0,618
105,"PRAIMARY SCHOOL MOH. JATWAN N.P.P THAKURDWARA",353,292,0,645,235,198,0,433,407,0,0,1,252,146,12,0,0,0,0,1,1,1,3,3,0,5,1,0,7,433
106,"S.D.D INTER.COLLEGE ROOM-1 N.P.P THAKURDWARA",759,700,1,1460,490,414,0,904,889,0,3,4,15,431,433,3,1,0,0,2,1,1,1,1,3,1,0,0,4,904
107,"S.D.H INTER.COLLEGE ROOM-2 N.P.P THAKURDWARA",827,707,1,1535,490,427,0,917,910,0,3,10,127,411,345,1,4,0,0,1,2,3,0,3,2,1,1,1,2,917
108,"S.D.H INTER.COLLEGE ROOM-3 N.P.P THAKURDWARA",575,485,0,1060,329,259,0,588,585,0,0,20,20,78,455,4,2,0,0,0,1,3,1,1,2,0,1,0,0,588
109,"S.D.H INTER.COLLEGE ROOM-5 N.P.P THAKURDWARA",491,458,0,949,318,258,0,576,200,0,1,16,14,235,298,0,0,2,1,1,0,1,1,4,0,0,0,1,1,576
110,"S.D.H INTER.COLLEGE ROOM-4 N.P.P THAKURDWARA",611,533,0,1144,416,335,0,751,748,0,2,19,26,155,533,0,0,1,1,0,11,1,1,0,0,1,0,0,0,751
111,"M.I.C ROOM-2 N.P.P THAKURDWARA",553,468,0,1021,400,320,0,720,720,0,0,28,6,26,630,2,2,1,0,2,17,1,1,1,0,1,0,1,1,720
112,"PRAIMARY SCHOOLROOM1  BAHEDAWALA",891,718,1,1610,503,432,0,935,641,0,1,19,2,23,857,5,2,0,1,1,5,4,0,0,5,3,2,0,5,935
113,"PRAIMARY SCHOOL ROOM 2  BAHEDAWALA N.P.P THAKURDWARA",539,465,0,1004,379,355,0,734,734,0,0,4,4,17,679,5,1,1,0,1,16,2,0,0,1,2,0,0,1,734
114,"M.I.C ROOM-3 N.P.P THAKURDWARA",563,508,0,1071,363,291,0,654,654,0,0,35,9,67,522,5,0,2,0,1,0,0,1,3,4,2,0,2,1,654
115,"M.I.C ROOM-7 N.P.P THAKURDWARA",466,380,0,846,314,257,0,571,568,0,0,31,34,11,479,5,1,0,0,0,1,0,1,1,1,3,0,1,2,571
116,"M.I.C ROOM-4 N.P.P THAKURDWARA",722,578,0,1300,476,345,0,821,821,0,2,12,165,177,456,1,0,0,0,1,0,1,1,1,1,0,1,0,2,821
117,"M.I.C ROOM-5 N.P.P THAKURDWARA",693,630,0,1323,469,353,0,822,820,0,1,31,16,240,512,0,1,0,0,2,2,6,0,2,2,3,0,3,1,822
118,"G J. H. SCHOOL ROOM-1 N.N.P THAKURDWARA",495,443,0,938,309,255,0,564,399,0,1,18,70,71,389,0,1,0,0,1,0,0,0,2,2,2,0,1,6,564
119,"PRAIMARY SCHOOLROOM 1  SECOND N.N.P THAKURDWARA",388,335,0,723,246,202,0,448,440,0,0,8,51,159,217,2,0,0,2,0,0,0,0,0,0,2,1,1,5,448
120,"G J. H. SCHOOL ROOM 2 N.N.P THAKURDWARA",677,486,0,1163,447,323,0,770,310,0,0,8,438,25,272,3,1,1,0,0,6,0,0,7,2,4,3,0,0,770
121,"G J. H. SCHOOL ROOM 3 N.N.P THAKURDWARA",736,591,0,1327,477,349,0,826,826,0,2,7,301,9,485,4,2,1,0,1,10,0,1,0,0,0,0,0,3,826
122,"K.UP.KR.PR MITING HALL N.P.P THAKURDWARA",394,380,0,774,294,255,0,549,471,0,0,30,2,58,452,2,0,0,0,0,2,3,0,0,0,0,0,0,0,549
123,"M.I.C ROOM-1 N.P.P THAKURDWARA",560,494,0,1054,344,325,0,669,664,0,4,8,29,42,506,4,1,0,1,2,59,1,0,1,2,7,0,0,2,669
124,"M.I.C ROOM-10 N.P.P THAKURDWARA",444,354,0,798,311,226,0,537,534,0,1,3,14,7,476,3,1,0,0,0,27,0,0,0,0,1,3,0,1,537
125,"M.I.C ROOM-6 N.P.P THAKURDWARA",679,591,0,1270,447,382,0,829,829,0,0,7,9,19,757,4,1,1,1,0,19,0,0,1,1,2,4,1,2,829
126,"M.I.C ROOM-9 N.P.P THAKURDWARA",559,461,0,1020,367,275,0,642,638,0,0,1,1,92,527,4,3,0,0,1,6,3,0,1,1,2,0,0,0,642
127,"P S. SCHOOL ROOM 1 FAREEDNAGAR",679,610,0,1289,523,432,0,955,954,0,0,7,177,34,691,4,1,0,1,0,3,9,1,3,3,17,1,1,2,955
128,"PRAIMARY SCHOOL ROOM 2FAREEDNAGAR",308,275,0,583,243,190,0,433,432,0,1,15,11,8,370,4,1,1,0,2,13,0,0,3,2,1,0,0,1,433
129,"J. H. SCHOOL ROOM 1 FAREEDNAGAR",658,597,0,1255,403,506,0,909,908,0,5,71,14,234,544,4,0,1,2,4,12,6,1,2,4,3,0,1,1,909
130,"J. H. SCHOOL ROOM 2 FAREEDNAGAR",321,293,0,614,257,207,0,464,464,0,1,2,13,147,282,2,0,0,0,1,1,3,1,3,3,3,0,1,1,464
131,"P S  SCHOOL ROOM 3 FAREEDNAGAR",544,488,0,1032,382,291,0,673,673,0,5,6,5,362,271,1,0,3,2,1,1,0,1,0,8,1,0,3,3,673
132,"J. H. SCHOOL FEJULLANAGAR",322,301,0,623,270,256,0,526,526,0,1,5,98,46,353,4,0,1,0,1,14,0,0,0,1,1,0,0,1,526
133,"PRAIMARY SCHOOL ROOM 1 PILAKPUR GUMANI",582,534,0,1116,469,408,0,877,874,0,2,11,363,71,413,0,0,0,0,1,9,0,0,2,1,0,0,2,2,877
134,"PRAIMARY SCHOOL ROOM2 PILAKPUR GUMANI",452,415,0,867,372,287,0,659,659,0,6,1,9,554,66,1,0,0,3,1,0,1,3,0,3,2,1,2,6,659
135,"PRAIMARY SCHOOL RAMUWALA GANESH",404,344,0,748,335,269,0,604,604,0,1,2,51,417,96,0,0,0,0,1,0,1,1,0,19,1,0,0,14,604
136,"PRAIMARY SCHOOL RAMPUR BALBHARD",290,268,0,558,223,191,0,414,412,0,3,6,90,240,68,0,0,2,1,1,0,1,0,0,1,1,0,0,0,414
137,"PRAIMARY SCHOOL MANPUR DATTRAM",764,691,0,1455,544,457,0,1001,1001,0,5,10,374,185,392,7,2,0,0,2,4,4,1,3,2,2,1,0,7,1001
138,"PRAIMARY SCHOOL KALYANPUR",678,618,0,1296,540,460,0,1000,1000,0,4,3,393,299,250,5,3,3,1,2,2,4,3,7,5,5,1,2,8,1000
139,"J. H. SCHOOL NANHUWAALA",764,702,0,1466,534,502,0,1036,1036,0,2,16,74,432,474,4,4,3,2,0,1,5,1,2,2,9,1,1,3,1036
140,"PRAIMARY SCHOOL BATHUAKHEDA",450,411,0,861,348,286,0,634,634,0,1,5,119,177,308,3,1,1,2,0,4,5,2,1,1,0,1,0,3,634
141,"PRAIMARY SCHOOL BHARTAWALA",504,526,0,1030,377,377,0,754,754,0,1,3,90,327,315,0,1,0,0,1,1,0,1,5,2,2,1,0,4,754
142,"PRAIMARY SCHOOL INAYAT NAGAR",264,207,0,471,237,187,0,424,419,0,0,1,54,357,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,424
143,"PRAIMARY SCHOOL GADUWALA",429,353,0,782,361,273,0,634,634,0,0,5,14,438,144,1,0,1,2,1,1,16,0,2,1,5,1,1,1,634
144,"PRAIMARY SCHOOLROOM 1  GAJHEDAALAM ROOM 2",505,436,0,941,386,325,0,711,504,0,2,9,47,401,232,6,1,0,1,3,0,1,0,3,4,0,1,0,0,711
