"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
291,"PRIMARY SCHOOL ROOM 1KUKARJHUNDI",530,405,0,935,421,338,0,759,757,0,6,4,140,215,366,5,2,1,0,3,1,0,1,3,2,5,1,0,4,759
292,"PRIMARY SCHOOL ROOM 2 KUKURJHUNDI",417,348,0,765,304,267,0,571,570,0,0,4,148,198,188,2,1,1,1,0,4,2,2,6,5,2,3,1,3,571
293,"PRIMARY SCHOOL LALPUR PUREHIT",431,363,0,794,329,260,0,589,580,0,5,3,274,195,94,1,0,1,1,1,0,0,1,3,0,1,1,2,6,589
294,"PRIMARY SCHOOL ROOM 1 TAHMADAN",530,434,0,964,397,332,0,729,711,0,1,34,150,171,338,4,0,0,1,0,14,1,2,2,4,0,2,3,2,729
295,"PRIMARY SCHOOLROOM 2 TAHMADAN 2",483,434,0,917,301,263,0,564,564,0,7,13,17,218,293,1,0,1,0,1,6,1,0,0,3,2,0,1,0,564
296,"PRIMARY SCHOOL NARENDRAPUR",487,386,0,873,408,292,0,700,697,0,4,1,10,625,43,1,0,0,0,0,0,1,1,0,7,1,0,1,5,700
297,"PRIMARY SCHOOL PADIYA NAGLA",823,671,0,1494,596,458,0,1054,1051,0,4,12,196,347,446,3,4,1,1,1,3,1,2,6,9,9,0,3,6,1054
298,"PRIMARY SCHOOL KALA JHANDA",177,157,0,334,152,137,0,289,289,0,1,0,26,253,3,0,0,1,0,0,0,0,0,0,0,1,1,0,3,289
299,"PRIMARY SCHOOL BARAHI LALPUR",875,695,0,1570,532,418,0,950,950,0,2,13,72,532,305,2,0,1,1,1,1,0,2,0,5,1,1,0,11,950
300,"PRIMARY SCHOOL SAKATPUR",434,349,0,783,313,242,0,555,553,0,2,3,126,351,46,0,1,0,2,0,0,0,3,3,2,1,2,1,12,555
301,"PRIMARY SCHOOL BHANPUR GAJRAULA",530,444,0,974,432,334,0,766,766,0,3,1,18,668,43,2,1,0,1,4,0,1,6,0,10,0,2,0,6,766
302,"PRIMARY SCHOOL UDHOPURA",402,353,0,755,279,217,0,496,493,0,2,6,170,100,212,1,0,0,0,0,0,0,1,1,1,1,0,0,1,496
303,"PRAIMARY SCHOOL LAKHANPUR LADPUR",643,622,0,1265,384,446,0,830,830,0,3,3,10,13,770,5,1,1,0,1,7,1,0,1,0,10,0,1,3,830
304,"PRIMARY SCHOOL FIROZPUR",277,254,0,531,223,224,0,447,447,0,1,5,223,202,6,0,1,1,0,1,0,1,1,1,1,2,0,0,1,447
305,"PRIMARY SCHOOL UDMAWALA ROOM 1",389,382,0,771,266,262,0,528,527,0,1,2,36,150,313,5,1,2,0,0,9,0,0,1,4,1,1,0,2,528
306,"PRIMARY SCHOOLROOM 2  UDMAWALA ROOM 1",498,472,0,970,355,313,0,668,400,0,2,0,12,261,373,2,2,0,0,0,2,2,1,1,2,3,2,1,2,668
307,"PRIMARY SCHOOLROOM3 UDMAWALA",292,267,0,559,171,187,0,358,358,0,1,3,5,219,105,0,0,0,1,2,3,0,0,1,3,4,0,3,8,358
308,"PRIMARY SCHOOL SATTIKHEDA",655,549,0,1204,469,385,0,854,852,0,2,4,141,426,250,3,2,0,0,1,1,2,4,4,7,5,1,1,0,854
309,"PRIMARY SCHOOL MANGAWALA",688,606,0,1294,520,424,0,944,930,0,3,7,79,420,373,4,4,1,2,0,0,2,6,2,6,16,4,5,10,944
310,"PRIMARY SCHOOL BAHEDI ROOM 1",640,594,0,1234,471,370,0,841,841,0,1,6,3,21,779,7,2,1,2,0,12,0,1,0,0,3,0,1,2,841
311,"PRIMARY SCHOOLROOM 3 BAHEDI",343,313,0,656,250,238,0,488,400,0,3,3,15,285,158,2,1,1,0,1,0,6,3,0,5,3,0,0,2,488
312,"PRIMARY SCHOOL BAHEDI ROOM 2",731,592,0,1323,489,389,0,878,878,0,0,3,130,369,332,4,0,3,1,2,0,4,3,6,6,10,1,1,3,878
313,"PRIMARY SCHOOL BAHEDI ROOM 4",297,238,0,535,186,159,0,345,345,0,0,0,2,73,264,3,0,0,0,0,0,2,1,0,0,0,0,0,0,345
314,"PRIMARY SCHOOL DAULPURI BAMANIYA ROOM 1",730,601,0,1331,532,434,0,966,518,0,2,8,4,39,873,10,0,0,2,3,2,1,0,6,2,8,1,0,5,966
315,"PRIMARY SCHOOL DAULPURI BAMANIYA ROOM 4",227,189,0,416,170,134,0,304,302,0,1,1,7,25,257,0,0,0,0,0,0,1,0,0,1,9,0,1,1,304
316,"PRIMARY SCHOOL DAULPURI BAMANIYA ROOM 3",681,607,0,1288,478,416,0,894,894,0,1,4,15,4,851,6,0,0,0,0,1,1,1,2,0,4,2,0,2,894
317,"PRIMARY SCHOOL DAULPURI BAMANIYA ROOM 2",266,231,0,497,149,142,0,291,291,0,0,1,5,6,271,1,3,1,1,0,0,0,0,1,0,0,0,0,1,291
318,"PRIMARY SCHOOL KOTLA NAGLA",781,668,0,1449,565,470,0,1035,4,0,1,2,68,165,759,10,0,2,1,1,8,1,1,3,1,5,1,2,4,1035
319,"PRIMARY SCHOOL BHAGATPUR TANDA ROOM 1",659,586,0,1245,386,260,0,646,116,0,0,11,1,6,593,3,2,2,3,0,8,0,2,3,2,7,2,0,1,646
320,"PRIMARY SCHOOL BHAGATPUR TANDA ROOM 3",330,257,0,587,143,132,0,275,224,0,0,1,1,24,243,3,0,0,0,0,0,0,0,2,0,0,0,0,1,275
321,"PRIMARY SCHOOL BHAGATPUR TANDA ROOM 2",693,614,0,1307,367,343,0,710,640,0,1,7,0,61,627,4,0,1,1,0,0,0,0,0,2,4,1,0,1,710
322,"PRIMARY SCHOOL BHAGATPUR TANDA ROOM 4",226,218,0,444,125,132,0,257,250,0,0,10,1,120,120,1,0,0,1,1,0,1,1,0,1,0,0,0,0,257
323,"J H  BHATGAWAN ROOM 1",653,581,0,1234,442,345,0,787,787,0,0,18,72,538,139,0,0,1,0,0,1,2,4,1,1,9,0,0,1,787
324,"J H BHATGAWAN ROOM 2",526,487,0,1013,377,281,0,658,658,0,2,2,75,171,400,3,0,0,0,1,1,0,0,0,0,1,1,0,1,658
325,"PRIMARY SCHOOLROOM 1 UDAWALA",613,547,0,1160,444,378,0,822,820,0,4,3,133,231,412,4,1,3,2,0,5,6,4,3,1,5,1,0,4,822
326,"PRIMARY SCHOOLROOM 2 UDAWALA",370,319,0,689,244,212,0,456,456,0,1,2,36,58,343,1,1,0,1,0,2,1,1,2,3,3,0,0,1,456
327,"PRIMARY SCHOOL KACHNAL ROOM 1",582,525,0,1107,493,315,0,808,800,0,0,7,36,482,276,0,0,0,1,1,1,0,0,0,1,0,0,1,2,808
328,"PRIMARY SCHOOL KACHNAL ROOM 2",186,170,0,356,114,103,0,217,217,0,0,3,3,3,199,1,0,0,0,0,6,2,0,0,0,0,0,0,0,217
329,"PRIMARY SCHOOL AADONAGLI",368,339,0,707,305,251,0,556,556,0,3,2,276,143,109,0,3,0,1,0,1,0,1,3,4,1,2,1,6,556
330,"PRIMARY SCHOOL CHANDPUR ROOM 1",578,474,0,1052,380,270,0,650,422,0,1,5,38,293,236,1,0,0,0,1,63,0,1,2,3,5,1,0,0,650
331,"PRIMARY SCHOOL CHANDPUR ROOM 3",603,468,0,1071,410,257,0,667,667,0,6,5,4,55,372,2,0,3,0,2,211,2,1,2,2,0,0,0,0,667
332,"PRIMARY SCHOOL CHANDPUR ROOM 2",668,562,0,1230,507,300,0,807,120,0,6,8,7,396,309,2,1,1,0,1,60,0,5,0,5,4,0,1,1,807
333,"PRIMARY SCHOOL CHANDPUR ROOM 4",400,316,0,716,265,161,0,426,120,0,1,11,113,177,94,1,0,0,0,0,10,0,0,1,3,4,2,2,7,426
334,"PRIMARY SCHOOL GHOSIPURA BABUPURA",243,193,0,436,185,148,0,333,327,0,0,4,121,162,32,0,1,0,1,0,0,0,0,2,3,2,2,2,1,333
335,"PRIMARY SCHOOL PARVATPUR MAHANAND",280,243,0,523,193,175,0,368,360,0,0,0,1,351,8,1,0,0,0,1,4,0,0,0,1,1,0,0,0,368
336,"PRIMARY SCHOOL JAHIDPUR SEEKAMPUR ROOM 1",768,670,0,1438,430,356,0,786,580,0,1,10,133,148,423,2,0,0,1,1,28,1,1,1,5,5,1,6,19,786
337,"PRIMARY SCHOOL JAHIDPUR SEEKAMPUR ROOM 2",254,202,0,456,156,111,0,267,266,0,0,1,46,6,209,1,0,0,0,0,2,1,0,0,0,1,0,0,0,267
338,"J.H .S. JHAHIDPUR SEEKAMPUR ROOM 1",822,678,0,1500,455,346,0,801,400,0,3,16,7,42,615,4,3,0,1,4,71,1,1,3,2,20,0,4,4,801
339,"J.H S JAHIDPUR SEEKAMPUR ROOM 2",305,225,0,530,170,102,0,272,273,0,0,2,2,2,59,203,0,0,0,0,0,0,0,0,2,1,0,0,1,272
