"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KU. DEVENDRA SINGH YADAV","2 - NOOR MOHAMMAD KHAN","3 - RAJVEER SINGH RAJU BHAIYA","4 - TH. JOGINDRA SINGH BHADORIYA","5 - RAJENDRA","6 - VINAY","7 - THAKUR HEMENDRA VEER SINGH","8 - HANS  RAJ SINGH","9 - DANVEER","10 - RAKESH GANDHI","11 - RAJVEER SINGH","12 - None of the Above","Total Votes Secured"
11,"CHANDRAKANTA U.M.V. NAGLA POTA R.N.2",415,357,0,772,176,141,0,317,15,0,17,9,278,1,0,0,0,0,1,8,2,1,317
12,"CHANDRAKANTA U.M.V. NAGLA POTA R.N.3",637,546,0,1183,261,251,0,512,15,0,78,39,364,3,0,0,1,2,0,22,1,2,512
13,"CHANDRAKANTA U.M.V. NAGLA POTA R.N.4",846,750,0,1596,390,368,0,758,300,0,103,13,614,4,1,1,1,1,0,16,1,3,758
14,"KANYA J.H.B.V. MANDIR MALGODAM ROAD ETAH R.N.1",893,739,0,1632,484,336,0,820,10,0,114,29,634,3,1,1,3,5,0,16,9,5,820
15,"KANYA J.H.B.V. MANDIR MALGODAM ROAD ETAH R.N.2",872,700,1,1573,418,339,0,757,694,0,190,22,499,5,0,0,0,9,0,32,0,0,757
16,"KANYA J.H.B.V. MANDIR MALGODAM ROAD ETAH R.N.3",523,425,0,948,230,227,0,457,5,0,57,5,384,0,0,0,0,1,0,5,1,4,457
17,"KANYA J.H.B.V. MANDIR MALGODAM ROAD ETAH R.N.4",486,345,0,831,141,175,0,316,25,0,22,7,274,3,0,0,0,0,1,6,1,2,316
18,"KARYALAY UPNIDESHAK KRISHI PRASAR ETAH R.N.1",620,539,0,1159,359,280,0,639,337,0,3,3,612,7,0,0,3,1,0,4,4,2,639
19,"KARYALAY UPNIDESHAK KRISHI PRASAR ETAH R.N.2",802,652,0,1454,481,369,0,850,604,0,38,236,535,5,2,1,1,3,0,19,5,5,850
20,"KANYA P.P. PATIYALI GATE ETAH R.N. 1",371,330,0,701,254,212,0,466,17,0,9,15,421,2,0,0,0,6,0,10,1,2,466
21,"KANYA P.P. PATIYALI GATE ETAH R.N. 2",803,668,0,1471,397,356,0,753,230,0,195,93,434,7,0,1,5,0,0,8,4,6,753
22,"KANYA P.P. PATIYALI GATE ETAH R.N. 3",627,540,0,1167,306,260,0,566,1,0,97,42,411,2,0,1,1,1,0,8,0,3,566
23,"KANYA J.H.SCH. PATIYALI GATE ETAH R.N. 1",390,342,0,732,214,162,0,376,227,0,56,23,289,1,0,0,0,0,0,1,2,4,376
24,"GANGA ACADEMY PEEPAL ADDA SAHAWAR ROAD ETAH R.NO-1",516,433,0,949,254,215,0,469,279,0,61,20,369,3,0,1,2,3,1,4,2,3,469
25,"GANGA ACADEMY PEEPAL ADDA SAHAWAR ROAD ETAH R.NO-2",484,403,0,887,238,188,0,426,29,0,85,118,201,1,0,0,2,0,1,11,5,2,426
26,"BAPU VIDYA MANDIR ETAH R.N.2",612,514,0,1126,310,244,0,554,487,0,129,205,202,0,2,1,2,0,0,5,2,6,554
27,"BAPU VIDYA MANDIR ETAH R.N.5",685,567,1,1253,347,286,0,633,3,0,78,116,398,4,2,3,1,4,1,14,8,4,633
28,"BAPU VIDYA MANDIR ETAH R.N.3",620,506,0,1126,304,264,0,568,378,0,104,312,141,1,2,0,0,0,0,6,1,1,568
29,"BAPU VIDYA MANDIR ETAH R.N.6",504,376,0,880,271,175,0,446,45,0,76,289,67,1,0,0,1,0,0,10,0,2,446
30,"BAPU VIDYA MANDIR ETAH R.N.4",770,626,0,1396,384,315,0,699,356,0,135,203,344,2,0,0,0,1,1,12,0,1,699
31,"VACHNALAY MEHTA PARK ETAH",865,724,0,1589,469,372,0,841,20,0,73,85,646,2,1,1,0,3,1,11,8,10,841
32,"P.P. HOLI DARWAJA ETAH HALL 1",518,455,0,973,311,223,0,534,109,0,130,206,177,0,0,2,2,2,1,9,2,3,534
33,"P.P. HOLI DARWAJA ETAH HALL 2",616,533,0,1149,292,233,0,525,286,0,58,107,349,1,3,1,0,1,0,3,0,2,525
34,"P.P. HOLI DARWAJA ETAH HALL 3",612,534,0,1146,407,303,0,710,93,0,37,157,497,3,0,0,0,0,1,10,0,5,710
35,"P.P. KAILASHGANJ ETAH TEENSHED 1",722,557,0,1279,390,303,0,693,685,0,65,23,557,7,1,1,0,0,0,26,7,6,693
36,"P.P. KAILASHGANJ ETAH TEENSHED 2",379,356,0,735,225,171,0,396,14,0,31,82,249,2,0,0,1,1,1,20,3,6,396
37,"BAIKUNTHI DEVI AGRAWAL SHIKSHA NIKETAN KAILASHGANJ ETAH HALL UTTAR DISHA",575,480,0,1055,299,256,0,555,7,0,39,247,246,3,1,0,0,1,0,14,4,0,555
38,"BAIKUNTHI DEVI AGRAWAL SHIKSHA NIKETAN KAILASHGANJ ETAH HALL DAKSHIN DISHA",642,561,0,1203,445,323,0,768,82,0,51,107,536,9,1,1,6,6,2,37,9,3,768
39,"JAWAHARLAL NEHRU DEGREE COLLEGE ETAH R.N.1",758,687,0,1445,358,335,0,693,101,0,71,171,397,9,4,3,7,2,0,18,1,10,693
40,"JAWAHARLAL NEHRU DEGREE COLLEGE ETAH R.N.2",760,675,0,1435,368,323,0,691,600,0,209,58,396,3,0,2,2,3,0,8,2,8,691
41,"N.P.BOARD OFFICE ETAH BHUTAL HALL POORVI PART",475,440,0,915,350,280,0,630,4,0,10,21,580,3,0,2,1,3,0,5,2,3,630
42,"N.P.BOARD OFFICE ETAH BHUTAL HALL PASHCHIMI PART",392,370,0,762,278,233,0,511,86,0,34,27,426,8,0,0,2,2,0,6,0,6,511
43,"MAHARANI LAXMIBAI I.C. ETAH R.N.1",727,599,0,1326,293,205,0,498,287,0,30,84,366,0,0,0,0,0,1,16,1,0,498
44,"MAHARANI LAXMIBAI I.C. ETAH R.N.5",411,350,0,761,182,126,0,308,224,0,10,25,262,3,0,0,0,0,0,3,0,5,308
45,"MAHARANI LAXMIBAI I.C. ETAH R.N.2",498,415,0,913,239,188,0,427,56,0,75,148,194,2,0,0,0,0,1,1,3,3,427
46,"MAHARANI LAXMIBAI I.C. ETAH R.N.3",441,409,0,850,280,204,0,484,269,0,104,236,121,0,1,1,1,2,0,16,1,1,484
47,"MAHARANI LAXMIBAI I.C. ETAH R.N.4",505,459,0,964,222,199,0,421,36,0,33,12,357,0,0,0,0,0,1,13,2,3,421
48,"P.W.D. PRANTIYA KHAND THANDI SADAK ETAH R.N.1",489,436,0,925,271,233,0,504,261,0,20,19,449,1,0,0,0,4,0,7,1,3,504
49,"P.W.D. PRANTIYA KHAND THANDI SADAK ETAH R.N.5",500,436,0,936,264,221,0,485,320,0,21,7,438,3,3,1,0,4,0,8,0,0,485
50,"P.W.D. PRANTIYA KHAND THANDI SADAK ETAH R.N.2",661,586,0,1247,357,315,0,672,581,0,62,33,554,3,0,0,1,0,0,12,2,5,672
51,"VARNI JAIN INTER COLLEGE ETAH R.N.1",813,744,0,1557,457,338,0,795,118,0,63,90,609,5,1,1,3,4,0,11,3,5,795
52,"VARNI JAIN INTER COLLEGE ETAH R.N.2",302,296,0,598,171,148,0,319,131,0,24,22,266,1,0,0,1,0,0,2,2,1,319
53,"VARNI JAIN INTER COLLEGE ETAH R.N.3",731,651,0,1382,448,364,0,812,294,0,27,12,752,4,0,0,1,2,0,4,7,3,812
54,"VARNI JAIN INTER COLLEGE ETAH R.N.4",403,364,0,767,246,219,0,465,327,0,8,16,426,5,1,0,0,2,0,2,4,1,465
55,"VARSHNEY INTER COLLEGE ETAH R.N.1",712,637,0,1349,326,295,0,621,358,0,85,56,438,8,2,1,3,1,1,17,6,3,621
56,"VARSHNEY INTER COLLEGE ETAH R.N.2",322,273,0,595,142,124,0,266,2,0,11,56,182,3,0,0,1,1,0,4,3,5,266
57,"VARSHNEY INTER COLLEGE ETAH R.N.3",498,439,0,937,251,237,0,488,4,0,128,137,202,2,0,2,1,5,0,8,0,3,488
58,"KALAWATI SARASWATI SHISHU MANDIR SUNEHRI NAGAR ETAH R.N.1",865,751,0,1616,436,420,0,856,2,0,117,15,693,6,1,1,0,3,0,13,3,4,856
59,"KALAWATI SARASWATI SHISHU MANDIR SUNEHRI NAGAR ETAH R.N.2",631,513,0,1144,310,274,0,584,265,0,143,4,409,2,1,0,0,0,0,22,2,1,584
60,"KALAWATI SARASWATI SHISHU MANDIR SUNEHRI NAGAR ETAH R.N.3",549,465,0,1014,240,260,0,500,12,0,166,4,293,3,0,0,1,0,0,26,2,5,500
61,"PRENTISS GIRLS INTER COLLEGE ETAH R.N.1",252,247,0,499,142,112,0,254,82,0,68,61,120,1,0,0,0,1,0,2,0,1,254
62,"PRENTISS GIRLS INTER COLLEGE ETAH R.N.5",740,631,0,1371,348,353,0,701,547,0,147,318,193,2,1,5,5,1,0,21,4,4,701
63,"PRENTISS GIRLS INTER COLLEGE ETAH R.N.4",662,560,0,1222,310,252,0,562,31,0,66,329,123,6,1,2,2,1,3,16,5,8,562
64,"PRENTISS GIRLS INTER COLLEGE ETAH R.N.2",699,655,0,1354,387,297,0,684,196,0,60,247,308,6,1,1,3,7,1,36,4,10,684
65,"PRENTISS GIRLS INTER COLLEGE ETAH R.N.3",582,480,0,1062,295,201,0,496,420,0,47,250,180,2,0,1,0,2,0,11,1,2,496
66,"PLANNING OFFICE ETAH R.N.1",687,592,0,1279,355,322,0,677,602,0,40,35,577,3,0,0,0,8,0,10,0,4,677
67,"PLANNING OFFICE ETAH R.N.2",635,531,0,1166,331,259,0,590,4,0,72,84,415,1,1,1,0,0,0,10,3,3,590
68,"CHRISTIAN INTER COLLEGE ETAH R.N.1",866,687,0,1553,341,285,0,626,138,0,270,18,192,6,0,3,1,0,0,126,4,6,626
69,"CHRISTIAN INTER COLLEGE ETAH R.N.2",532,428,0,960,227,210,0,437,226,0,184,10,165,8,0,1,0,5,1,61,2,0,437
70,"CHRISTIAN INTER COLLEGE ETAH R.N.3",652,541,0,1193,250,221,0,471,272,0,179,21,191,2,0,0,0,1,0,72,4,1,471
71,"CHRISTIAN INTER COLLEGE ETAH R.N.5",470,364,0,834,187,167,0,354,154,0,96,40,197,0,1,0,0,1,0,15,1,3,354
72,"CHRISTIAN INTER COLLEGE ETAH R.N.4",764,683,0,1447,307,249,0,556,59,0,161,31,288,15,0,3,0,7,1,44,1,5,556
73,"SAMUDAIK VIKAS KHAND AMBEDKAR NAGAR ETAH R.N-1",704,597,0,1301,327,362,0,689,102,0,1,604,59,0,0,2,1,10,0,10,1,1,689
74,"SAMUDAIK VIKAS KHAND AMBEDKAR NAGAR ETAH R.N-2",600,522,0,1122,285,302,0,587,155,0,5,523,46,1,0,1,1,1,0,6,1,2,587
75,"A.S.ARYA INTER COLLEGE ETAH R.N.1",634,549,0,1183,308,261,0,569,1,0,213,15,305,4,0,1,0,1,0,20,5,5,569
76,"A.S.ARYA INTER COLLEGE ETAH R.N.2",570,462,0,1032,297,241,0,538,388,0,39,13,468,3,3,1,0,5,0,3,1,2,538
77,"A.S.ARYA INTER COLLEGE ETAH R.N.3",522,405,0,927,279,231,0,510,405,0,33,8,452,5,3,0,0,2,0,6,0,1,510
78,"MAYADEVI RAMCHANDRA ARYA SCHOOL NIDHAULI ROAD ETAH R.N.1",496,451,0,947,285,250,0,535,1,0,26,15,478,3,0,0,0,1,0,8,3,1,535
79,"MAYADEVI RAMCHANDRA ARYA SCHOOL NIDHAULI ROAD ETAH R.N.2",591,533,0,1124,308,295,0,603,24,0,43,38,497,5,2,1,0,0,1,8,3,5,603
80,"MAYADEVI RAMCHANDRA ARYA SCHOOL NIDHAULI ROAD ETAH R.N.4",791,667,0,1458,390,335,0,725,180,0,167,18,484,0,0,0,3,5,0,34,3,11,725
81,"MAYADEVI RAMCHANDRA ARYA SCHOOL NIDHAULI ROAD ETAH R.N.4",863,699,0,1562,394,306,0,700,130,0,134,16,496,3,1,0,0,6,1,28,11,4,700
82,"HALL ZILA PARISHAD ETAH R.N.1",444,394,0,838,241,218,0,459,417,0,29,34,381,4,1,0,0,1,0,4,2,3,459
83,"HALL ZILA PARISHAD ETAH R.N.2",236,242,0,478,131,101,0,232,119,0,21,12,189,1,0,0,0,3,0,3,0,3,232
84,"SUBHASH CHANDRA BOSS BESIK VIDYALAY G.T.ROAD ETAH R.N.1",818,743,0,1561,439,374,0,813,36,0,38,56,683,4,0,1,2,8,0,7,2,12,813
85,"SUBHASH CHANDRA BOSS BESIK VIDYALAY G.T.ROAD ETAH R.N.2",429,350,0,779,192,170,0,362,7,0,67,36,242,3,8,0,0,1,0,4,0,1,362
86,"P.P. POLICE LINE ETAH",562,451,0,1013,223,165,0,388,3,0,64,120,169,1,1,0,0,3,0,24,0,6,388
87,"P.P. LALPUR ETAH",527,410,1,938,287,246,0,533,103,0,32,335,128,12,0,2,1,5,0,13,1,4,533
88,"P.P.LALPUR ETAH HALL DAKSHIN",558,459,0,1017,275,205,0,480,292,0,76,179,197,4,0,2,2,3,1,12,2,2,480
89,"P.P. SHIVSINGHPUR BLOCK KE SAMNE R.N.1",779,596,0,1375,437,395,0,832,101,0,25,236,527,9,2,0,3,2,3,5,5,15,832
90,"P.P. SHIVSINGHPUR BLOCK KE SAMNE R.N.2",418,355,0,773,235,200,0,435,29,0,23,35,365,4,0,1,0,0,0,1,4,2,435
91,"P.P. NAGLA MURLI M. JAAT ETAH R.N.1",322,291,0,613,223,185,0,408,408,0,127,44,232,0,0,0,1,0,0,3,0,1,408
92,"PANCHAYAT GHAR DHARAMSHALA RAMPUR GHANSHYAM",503,439,0,942,366,273,0,639,266,0,16,7,582,6,1,5,3,2,1,6,6,4,639
93,"P.P. RAMPUR GHANSHYAM",485,443,0,928,304,257,0,561,305,0,15,380,155,0,1,0,3,3,0,2,0,2,561
94,"P.P. SHEETALPUR R.N0-1",540,458,0,998,391,207,0,598,10,0,460,11,102,0,2,3,2,5,0,7,1,5,598
95,"P.P. SHEETALPUR R.N0-2",391,341,0,732,284,188,0,472,20,0,205,182,71,0,1,0,1,1,0,7,1,3,472
96,"P.P.M0-KANSHIRAM AWASIYE YOJNA PARISAR-1",535,512,0,1047,306,299,0,605,118,0,28,356,203,3,1,1,2,1,0,4,1,5,605
97,"P.P.M0-KANSHIRAM AWASIYE YOJNA PARISAR-2",513,493,0,1006,306,230,0,536,28,0,42,304,167,5,1,1,3,2,1,6,4,0,536
98,"P.P.RUDRAPUR M0-SHITALPUR",317,282,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"P.P. NARHARA",403,350,0,753,268,172,0,440,9,0,388,1,29,0,0,2,1,0,0,3,6,10,440
100,"P.P. KUSADI",529,531,0,1060,350,336,0,686,217,0,2,63,587,6,2,3,1,2,3,5,4,8,686
101,"P.P. KUNAWALI",258,225,0,483,220,198,0,418,201,0,2,98,306,2,2,0,0,1,1,2,1,3,418
102,P.P.SAINTHARI,489,426,0,915,362,310,0,672,131,0,16,241,401,2,0,2,1,0,0,1,5,3,672
103,"P.P. PURA",516,457,0,973,457,383,0,840,40,0,22,16,783,6,0,1,1,0,0,6,2,3,840
104,"P.P. BHADON",366,306,0,672,314,256,0,570,62,0,1,7,554,4,0,0,0,0,0,0,1,3,570
105,"P.M.V.MANPUR R.N0-1",730,615,0,1345,429,354,0,783,215,0,27,258,444,8,3,2,5,2,4,7,10,13,783
106,"P.M.V.MANPUR R.NO-2",484,389,0,873,299,203,0,502,8,0,38,158,291,3,0,1,0,0,0,2,2,7,502
107,P.P.CHILASANI,746,611,0,1357,458,359,0,817,7,0,31,217,494,29,2,3,5,2,2,11,8,13,817
108,P.P.HEERAPUR,449,388,0,837,324,250,0,574,254,0,170,12,348,20,3,1,0,0,2,14,2,2,574
109,P.P.MISHRI,238,187,0,425,163,117,0,280,69,0,1,69,207,1,0,1,0,0,0,0,0,1,280
110,P.P.BIGAUR,577,516,0,1093,362,282,0,644,1,0,12,79,533,8,2,2,0,0,1,0,2,5,644
111,P.P.N0-KHOKAL,388,311,0,699,212,150,0,362,23,0,4,126,220,0,0,0,2,2,1,5,2,0,362
112,"MA MADALS I.COLLEGE UDAITPUR M0-BHAGIPUR",765,565,0,1330,416,325,0,741,436,0,48,85,585,4,1,3,0,1,2,5,1,6,741
113,"P.P.BHAGIPUR R.N0-1",381,338,0,719,196,189,0,385,377,0,30,6,341,2,1,0,0,1,0,0,2,2,385
114,"P.P.BHAGIPUR R.N0-2",700,586,0,1286,332,288,0,620,315,0,82,4,513,3,0,1,1,1,1,5,5,4,620
115,"J.H.SCH. BHAGIPUR R.N0-1",538,503,0,1041,345,290,0,635,35,0,21,7,585,7,1,0,1,7,0,3,1,2,635
116,"J.H.SCH. BHAGIPUR R.N0-2",592,516,0,1108,269,231,0,500,296,0,18,21,425,9,1,0,1,4,1,3,14,3,500
117,"J.H.SCH. BHAGIPUR R.N0-3",707,604,0,1311,383,342,0,725,669,0,42,82,535,11,0,2,2,17,2,14,4,14,725
118,"J.H.SCH. BHAGIPUR R.N0-4",590,515,0,1105,293,259,0,552,49,0,33,186,312,1,1,2,4,2,2,3,5,1,552
119,"BEEJ SANGRAH KENDRA GANGANPUR M0-BHAGIPUR",671,545,0,1216,422,241,0,663,123,0,532,7,105,0,1,0,2,1,1,9,4,1,663
120,P.P.GHILAUA,745,599,0,1344,533,373,0,906,797,0,547,47,143,6,1,2,1,7,0,146,2,4,906
121,"P.P. YUSUFPUR URF NAGLA DHANI",729,606,0,1335,539,271,0,810,415,0,683,19,71,2,0,0,0,1,0,27,2,5,810
122,"P.P. POOTH",259,226,0,485,150,119,0,269,24,0,38,102,116,2,0,1,1,4,0,3,1,1,269
123,"P.P. CHAMKARI R.N0-1",470,372,0,842,239,181,0,420,27,0,8,236,157,1,0,1,0,0,0,16,1,0,420
124,"P.P.CHAMKARI R.N0-2",374,285,0,659,186,142,0,328,38,0,11,116,189,2,0,0,1,0,0,3,4,2,328
125,"P.P. KASIMPUR",463,331,0,794,288,189,0,477,4,0,156,62,237,4,0,2,0,0,0,11,3,2,477
126,"P.P. BAHADURGARH",322,277,0,599,192,164,0,356,14,0,211,0,130,1,0,0,1,0,0,8,4,1,356
127,"P.P. GHAZIPUR PAHOR",724,555,0,1279,385,237,0,622,265,0,63,122,376,9,0,2,1,3,3,25,11,7,622
128,"P.P. PRATHVIRAJPUR",362,271,0,633,213,140,0,353,11,0,13,62,267,0,0,0,0,1,0,8,1,1,353
129,"P.P. HASANPUR",159,122,0,281,102,80,0,182,5,0,59,32,85,0,0,2,0,1,0,1,0,2,182
130,"P.P. CHINTAPUR",429,337,0,766,255,219,0,474,167,0,166,4,274,8,0,0,2,1,1,4,7,7,474
131,"PANCHAYAT GHAR JAAR",278,230,0,508,182,141,0,323,11,0,64,68,135,46,1,1,0,1,1,0,1,5,323
132,"PANCHAYATGHAR DANDA",396,339,0,735,238,147,0,385,13,0,296,1,63,3,1,1,1,0,2,12,2,3,385
133,"P.P. NAGLA BEECH M. DANDA",212,186,1,399,129,94,0,223,19,0,166,29,21,0,0,1,0,0,1,1,0,4,223
134,"P.P. NIDHAULI KHURD R.N.1",617,523,0,1140,394,315,0,709,1,0,75,173,416,15,1,0,1,0,2,15,3,8,709
135,"P.P. NIDHAULI KHURD R.N.2",600,502,0,1102,327,254,0,581,207,0,174,225,166,2,0,1,2,4,0,3,2,2,581
136,"J.H. SCHOOL SARAY JAWAHARPUR",466,417,0,883,434,336,0,770,102,0,3,21,738,4,0,0,0,2,0,0,0,2,770
137,"P.P. MIRZAPUR SAI",544,462,0,1006,320,214,0,534,237,0,213,100,183,3,3,0,1,1,3,23,1,3,534
138,"P.P. NAGLA BHAJUA",689,601,0,1290,437,343,0,780,432,0,140,144,485,4,0,1,0,0,0,4,1,1,780
139,"P.P. GUMANPUR",329,278,0,607,266,235,0,501,157,0,2,1,488,3,0,0,1,0,0,2,3,1,501
140,"J.H.SCHOOL MANSUKHPUR",519,448,0,967,370,329,0,699,10,0,57,25,604,2,2,0,1,0,1,3,4,0,699
141,"D.I.COLLEGE BHARTOLI",436,386,0,822,242,218,0,460,1,0,89,41,320,0,0,2,2,3,0,3,0,0,460
142,"P.P.KUREENAPUR DAULATPUR",542,471,0,1013,313,205,0,518,345,0,239,84,177,1,1,2,1,1,0,2,5,5,518
143,P.P.GHUTLAI,458,372,0,830,399,262,0,661,77,0,7,2,641,4,0,0,0,1,0,3,3,0,661
144,P.P.N0-HAMEER,605,522,0,1127,461,384,0,845,319,0,21,109,666,4,4,1,2,2,3,12,8,13,845
145,U.P.V.DALELPUR,463,453,0,916,424,420,0,844,10,0,2,5,818,4,1,2,0,0,0,5,2,5,844
146,"P.P.HARCHANDPUR KALAN",449,366,0,815,256,239,0,495,87,0,119,7,352,2,0,1,1,2,0,4,5,2,495
147,P.P.CHACHHAINA,882,723,0,1605,510,404,0,914,693,0,582,57,256,4,0,2,2,2,0,5,1,3,914
148,"P.V.MUBARIKPUR CHACHHAINA",699,576,0,1275,428,228,0,656,219,0,445,3,187,1,1,1,1,0,1,9,2,5,656
149,"P.P.MANIKPUR R.NO-1",441,366,0,807,294,255,0,549,70,0,33,242,255,1,0,1,1,1,1,4,3,7,549
150,"P.P.MANIKPUR R.NO-2",441,390,0,831,317,264,0,581,151,0,29,106,438,3,0,1,0,0,0,1,3,0,581
151,P.P.KAMMAPUR,229,204,0,433,180,178,0,358,85,0,4,92,259,0,0,0,0,0,0,0,2,1,358
152,"P.P.SAKATPUR ETAH",531,454,0,985,391,357,0,748,366,0,10,8,714,6,1,0,0,1,0,1,4,3,748
153,"J.H.SCH. KAWAR R.N0-1",543,463,0,1006,305,196,0,501,501,0,44,115,281,30,1,3,2,1,3,9,6,6,501
154,"J.H.SCH. KAWAR R.N0-2",536,469,0,1005,233,169,0,402,139,0,15,43,321,11,2,1,1,1,1,1,3,2,402
155,"P.P.CHAPRAI SIKANDARPUR",698,543,0,1241,381,278,0,659,28,0,204,122,295,6,0,2,1,0,0,16,5,8,659
156,P.P.DODALPUR,422,401,0,823,298,302,0,600,189,0,14,169,405,3,1,2,0,0,1,3,1,1,600
157,P.P.GHUMARIYA,833,701,0,1534,598,284,0,882,10,0,741,51,71,5,1,0,0,0,1,6,3,3,882
158,"P.P.AHMADPUR URF N0-DHANU",276,240,0,516,151,126,0,277,29,0,127,81,60,2,0,0,2,0,0,0,2,3,277
159,P.P.JAGATPUR,308,267,0,575,242,200,0,442,7,0,431,1,6,0,0,0,0,0,0,3,0,1,442
160,"P.P. N0-VACHA",341,274,0,615,289,195,0,484,35,0,455,2,19,1,0,0,0,2,0,0,2,3,484
161,P.P.VIKRAMPUR,259,230,0,489,159,139,0,298,249,0,179,32,74,1,0,2,0,1,0,2,4,3,298
162,"J.H.SCH. FAFOTU R.N0-1",700,596,0,1296,349,275,0,624,15,0,86,160,351,7,0,1,2,2,2,8,2,3,624
163,"J.H.SCH. FAFOTU R.N0-2",486,424,0,910,280,209,0,489,80,0,238,86,153,2,0,1,2,0,0,5,2,0,489
164,P.P.SUNDARPUR,241,181,0,422,173,109,0,282,10,0,183,72,24,0,0,0,0,0,0,1,1,1,282
165,P.P.CHURAITHA,422,361,0,783,397,318,0,715,3,0,624,1,80,2,0,0,0,2,0,5,0,1,715
166,P.P.N0-BIKE,454,386,0,840,297,239,0,536,176,0,473,13,37,1,0,1,1,2,0,2,2,4,536
167,"PANCHAYATGHAR KHUSHALGARH",276,242,0,518,271,207,0,478,2,0,462,0,16,0,0,0,0,0,0,0,0,0,478
168,"J.H.SCH.RAJKOT R.N0-1",499,435,0,934,447,347,0,794,167,0,765,6,22,0,0,0,0,0,0,1,0,0,794
169,"J.H.SCH.RAJKOT R.N0-2",447,359,0,806,376,244,0,620,70,0,584,2,26,1,1,0,1,2,0,2,0,1,620
170,"P.P.RAMNAGAR RIJOR",482,375,0,857,358,225,0,583,20,0,528,3,30,3,0,1,1,1,1,11,2,2,583
171,"P.P.HASANKULIPUR URF GILAUDIYA",532,448,0,980,305,223,0,528,18,0,26,126,351,3,0,0,1,0,1,12,3,5,528
172,"P.P.SALEMPUR URF KUMARPUR  R.N0-1",412,328,0,740,288,208,0,496,108,0,42,40,397,4,0,2,2,1,0,2,4,2,496
173,"P.P.SALEMPUR URF KUNWARPUR  R.N0-2",266,221,0,487,225,167,0,392,11,0,33,18,334,0,0,0,0,1,0,2,2,2,392
174,"P.P.SALEMPUR SANI",429,342,0,771,233,194,0,427,41,0,52,29,320,4,0,1,1,0,0,6,8,6,427
175,"P.P.RIJOR UTTAR",657,554,0,1211,465,319,0,784,723,0,49,18,699,9,1,0,1,1,1,4,1,0,784
176,"P.P.RIJOR DAKSHIN",445,375,0,820,362,301,0,663,72,0,8,235,401,4,0,3,1,0,0,1,3,7,663
177,"J.H.SCHOOL RIJOR",794,671,0,1465,489,375,0,864,1,0,115,169,550,9,0,2,1,1,2,5,7,3,864
178,"P.P.RADHEY NAGAR",284,249,0,533,216,185,0,401,14,0,247,90,50,1,0,0,1,0,2,4,1,5,401
179,"P.P.UDAYPUR M0- RADHEYNAGAR",259,219,0,478,225,166,0,391,17,0,356,5,24,1,0,0,1,0,0,4,0,0,391
180,"P.P.SARFUDDIN HUSAINPUR",385,347,0,732,270,235,0,505,184,0,246,11,235,4,0,1,2,0,0,1,2,3,505
