"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KADIR RANA","2 - PANKAJ AGARWAL","3 - VIRENDER SINGH","4 - DR. SANJEEV KUMAR BALYAN","5 - ANIL KUMAR","6 - CHATAR SINGH KASHYAP","7 - MANGE RAM KASHYAP","8 - MOHAMMED YAMIN","9 - MO. YAMIN","10 - RAJESH DEVI ALIAS RADHIKA BALIYAN","11 - LALIT CHAUHAN","12 - ANKUR","13 - GUFRAN AHMAD","14 - JAGBIR SINGH","15 - NASEEM AHMAD ANSARI","16 - PHOOL SINGH PAL","17 - RAKESH","18 - SHABNAM","19 - SHANDAR GUFRAN","20 - None of the Above","Total Votes Secured"
252,"PRAIMARI SCHOOL SULTANPUR",314,293,0,607,205,207,0,412,408,0,63,1,258,82,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,2,412
253,"ISLAMIYA MADRSA PURVI ROOM KASERVA",701,630,0,1331,465,390,0,855,535,0,72,4,746,3,3,0,0,2,0,0,0,0,0,6,0,1,3,8,4,3,855
254,"ISLAMIYA MADRSA PASCHIMI BHAG ROOM  N0. 1 KASERVA",450,373,0,823,305,231,0,536,536,0,100,1,403,23,0,0,0,0,0,2,0,1,2,1,1,1,0,0,1,0,536
255,"ISLAMIYA MADRSA PASCHIMI BHAG ROOM  N0. 2  KASERVA",426,348,0,774,215,183,0,398,398,0,129,1,196,46,0,0,0,0,0,3,0,0,0,0,0,1,7,3,5,7,398
256,"PRAIMARI SCHOOL ROOM N0.1 KASERVA",606,451,0,1057,491,304,0,795,793,0,34,0,732,20,0,0,0,3,2,0,0,2,0,1,1,0,0,0,0,0,795
257,"PRAIMARI SCHOOL ROOM N0 2 KASERVA",448,379,0,827,355,255,0,610,290,0,157,2,443,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,610
258,"PRAIMARI SCHOOL ROOM N0 3  KASERVA",553,464,0,1017,389,306,0,695,695,0,76,4,561,40,4,0,0,2,0,0,0,1,0,1,1,3,0,0,1,1,695
259,"PRAIMARI SCHOOL ROOM N0 4  KASERVA",528,446,0,974,347,309,0,656,652,0,67,1,565,5,0,0,0,2,1,1,0,1,1,2,0,5,0,0,3,2,656
260,"PRAIMARI SCHOOL PRURVI BHAG SHAHJUDDI",778,641,0,1419,616,452,0,1068,985,0,56,1,103,885,0,0,0,0,0,5,1,2,0,1,0,5,2,0,2,5,1068
261,"JUNIOR HIGH SCHOOL R.N.1,GOYALA",546,401,0,947,323,188,0,511,511,0,0,0,3,497,1,0,2,0,0,5,0,0,0,0,1,0,0,0,0,2,511
262,"JUNIOR HIGH SCHOOL ROOM.NO.2 ,GOYALA",562,424,0,986,396,304,0,700,700,0,0,0,1,686,1,0,0,2,0,4,0,1,2,1,0,0,0,0,0,2,700
263,"JUNIOR HIGH SCHOOL R.N 3,GOYALA",458,357,0,815,383,195,0,578,578,0,0,0,8,567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,578
264,"JUNIOR HIGH SCHOOL ROOM.NO.4 ,GOYALA",450,321,0,771,368,224,0,592,287,0,0,0,7,581,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,592
265,"PRAIMARY  SCHOOL NO.2 , ROOM NO 3, GOYALA",438,369,0,807,430,299,0,729,729,0,0,1,7,710,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,729
266,"PRAIMARI SCHOOL NO. 2 EXTRA ROOM GOYALA",425,327,0,752,402,257,0,659,119,0,0,0,1,655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,659
267,"PRAIMARI SCHOOL NO.2 ROOM NO.1 GOYALA",666,489,0,1155,499,422,0,921,921,0,2,1,2,909,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,921
268,"PRAIMARI SCHOOL NO.2 ROOM NO. 2 GOYALA",618,449,0,1067,514,304,0,818,818,0,7,0,2,806,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818
269,"PRAIMARI SCHOOL UTTAR BAGH DHANAYAN",766,647,0,1413,610,496,0,1106,1104,0,34,2,49,1015,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1106
270,"PRAIMARI SCHOOL HAJURNAGAR",440,398,0,838,329,315,0,644,622,0,24,0,605,7,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,2,644
271,"PRAIMARI SCHOOL DABAL",565,479,0,1044,395,324,0,719,709,0,51,1,29,607,3,0,0,0,1,5,2,0,1,1,0,0,3,6,3,6,719
272,"PRAIMARI SCHOOL KITAS",667,510,0,1177,542,381,0,923,865,0,88,1,1,823,3,1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,923
273,"PRAIMARI SCHOOL INCHORA",238,198,0,436,204,174,0,378,373,0,0,0,20,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,378
274,"PRAIMARI SCHOOL MANDAVLI BANGAR",624,485,0,1109,422,397,0,819,750,0,29,7,47,720,4,0,0,0,0,2,0,1,5,0,0,1,0,0,0,3,819
275,"PRAIMARI SCHOOL MANDAWALI KHADDAR",531,456,0,987,484,374,0,858,858,0,1,1,8,832,2,0,1,0,0,1,0,0,2,0,0,1,1,0,1,7,858
276,"PRAIMARI SCHOOL ROOM N0. 1 KALYANPUR",538,410,0,948,386,282,0,668,525,0,143,1,493,12,2,0,0,2,1,2,0,2,0,2,0,6,0,0,1,1,668
277,"PRAIMARI SCHOOL ROOM N0. 2 KALYANPUR",531,394,0,925,387,254,0,641,641,0,69,9,537,21,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,641
278,"ISLAMIYA MADARSA ROOM N0 1 KALYANPUR",528,448,0,976,390,288,0,678,674,0,228,1,433,11,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,678
279,"ISLAMIYA MADARSA ROOM N0 2 KALYANPUR",494,457,0,951,378,315,0,693,690,0,142,5,527,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,693
280,"HARIJANO KI DHARAMSHALA ALIPUR ATERNA",608,487,0,1095,453,387,0,840,622,0,9,7,286,512,1,0,4,1,0,4,0,0,7,1,1,1,1,1,0,4,840
281,"PRAIMARI SCHOOL ROOM N0.1  ALIPUR ATERNA",639,520,0,1159,396,355,0,751,751,0,144,1,435,167,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,751
282,"PRAIMARI SCHOOL ROOM N0. 2 ALIPUR ATERNA",628,524,0,1152,474,399,0,873,873,0,135,0,68,663,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,873
283,"PANCHAYAT GHAR SHAHPUR BASI",371,283,0,654,281,221,0,502,478,0,4,5,5,482,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,502
284,"PRAIMARI SCHOOL VELLI",578,417,0,995,470,329,0,799,794,0,1,14,2,778,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,799
285,"PRAIMARI SCHOOL NO. 2 VELLI",539,412,0,951,195,305,0,500,300,0,18,0,1,461,3,0,0,1,1,4,1,2,0,0,0,1,2,0,1,4,500
286,"PRAIMARI SCHOOL NASIRPUR",410,329,0,739,328,253,0,581,422,0,1,1,224,347,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,581
287,"PRAIMARI SCHOOL PURANA TANDA MAJRA",752,553,0,1305,700,397,0,1097,1097,0,0,3,1,1090,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1097
288,"PRAIMARI SCHOOL NAYA TANDA MAJRA",700,486,0,1186,511,420,0,931,931,0,10,1,34,885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931
289,"PRAIMARI SCHOOL ROOM N0. 1 RASULPUR DABHERI",469,371,0,840,312,222,0,534,534,0,164,15,326,22,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,1,534
290,"PRAIMARI SCHOOL ROOM N0. 2 RASULPUR DABHERI",433,346,0,779,332,235,0,567,567,0,124,15,391,16,0,0,0,0,0,0,0,1,0,1,0,2,0,2,14,1,567
291,"PRAIMARI SCHOOL ROOM N0. 3  RASULPUR DABERI",731,621,0,1352,530,356,0,886,100,0,373,6,470,5,1,0,0,0,1,2,0,1,0,0,0,2,3,2,18,2,886
292,"ISLAMIYA SCHOOL RASULPUR DABHERI",846,704,0,1550,649,473,0,1122,1116,0,719,4,355,10,0,0,1,0,0,2,0,0,1,1,0,3,20,0,5,1,1122
293,"PRAIMARI SCHOOL ROOM N0. 1  TODA",624,499,0,1123,467,307,0,774,774,0,82,1,432,244,1,0,0,0,1,2,0,0,0,0,0,7,2,0,0,2,774
294,"PRAIMARI SCHOOL ROOM N0. 2 TODA",475,389,0,864,354,262,0,616,614,0,86,1,254,159,6,0,0,89,1,2,1,0,0,2,0,1,3,3,5,3,616
295,"PRAIMARI SCHOOL ROOM N0. 3  TODA",658,541,0,1199,472,371,0,843,843,0,90,8,526,139,0,0,0,68,0,1,0,0,1,1,0,1,3,1,3,1,843
296,"PRAIMARI SCHOOL UTTAR BAGH HUSANABAD BHANWADA",417,375,0,792,271,314,0,585,514,0,157,3,409,3,0,1,1,0,0,0,0,0,1,1,0,2,2,3,1,1,585
297,"PRAIMARI SCHOOL DAKSHINI BHAG  HUSAINABAD BHANWADA",441,361,0,802,293,223,0,516,417,0,93,3,405,6,0,0,0,3,0,0,1,0,0,2,1,0,0,0,2,0,516
298,"PURV MADHYAMIK VIDYALAY HUSAINABAD BHANWADA",728,614,0,1342,460,383,0,843,803,0,388,6,375,24,2,3,0,0,1,4,2,1,1,3,2,16,5,0,3,7,843
299,"ISLAMIYA SCHOOL PURVI BHAG HUSAINABAC BHANWARA",469,398,0,867,332,232,0,564,457,0,284,2,261,0,2,0,0,0,0,0,0,0,0,4,2,5,2,0,1,1,564
300,"ISLAMIYA SCHOOL PASCHIMI  BHAG HUSAINABAC BHANWARA",437,372,0,809,340,277,0,617,610,0,386,14,202,6,1,0,1,0,0,0,1,0,0,0,1,2,2,0,0,1,617
301,"PRAIMARI SCHOOL UTTARI BHAG RIYAWALI NAGLA",708,585,0,1293,549,402,0,951,951,0,711,8,173,3,0,1,0,0,1,3,0,1,0,3,1,20,15,2,5,4,951
302,"PRAIMARI  SCHOOL DAKSHINI BHAG RIYAWALI NAGLA",728,634,0,1362,563,395,0,958,958,0,701,10,165,48,4,0,1,0,1,1,3,2,2,1,2,9,5,1,1,1,958
303,"ISLAMIYA MADARSA UTTARI BHAG RIYAWALI NAGLA",426,372,0,798,307,256,0,563,563,0,364,6,173,1,0,0,0,0,1,1,0,1,0,0,1,8,5,1,1,0,563
304,"ISLAMIYA MADARSA  MADHYA BHAG RIYAWALI NAGLA",442,385,0,827,339,258,0,597,597,0,485,4,82,4,1,1,0,0,0,0,0,1,3,0,2,9,2,0,1,2,597
305,"ISLAMIYA MADARSA DAKSHINI  BHAG RIYAWALI NAGLA",267,204,0,471,191,152,0,343,343,0,229,1,93,3,2,2,0,0,0,0,0,0,0,0,2,5,4,0,0,2,343
306,"PRATHMIK VIDYALAY RIYAWALI NAGLA",540,446,0,986,426,365,0,791,791,0,511,2,171,75,3,0,0,0,0,4,0,1,1,3,1,7,9,1,1,1,791
307,"PRAIMARI SCHOOL ROOM N0. 1 MUBARIKPUR",447,393,0,840,331,279,0,610,610,0,4,5,178,406,2,0,0,0,0,6,0,0,1,1,0,3,1,0,1,2,610
308,"PRAIMARI SCHOOL ROOM N0. 2 MUBARIKPUR",371,350,0,721,333,278,0,611,610,0,15,1,10,584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,611
309,"PRAIMARI SCHOOL NAYA BHAWAN ROOM N0. 1 MUBARIKPUR",439,345,0,784,350,259,0,609,609,0,164,4,15,417,0,0,0,2,0,2,0,1,0,1,0,2,1,0,0,0,609
310,"PRAIMARI SCHOOL NAYA BHAWANROOM N0. 2 MUBARIKPUR",350,290,0,640,278,213,0,491,483,0,4,2,29,444,1,1,0,0,0,5,0,2,1,0,0,0,1,0,0,1,491
311,"PRAIMARI SCHOOL DAKSHINI BHAG KHUBBAPUR",854,695,0,1549,613,517,0,1130,1125,0,127,10,154,784,6,1,1,4,2,10,0,4,7,3,3,4,2,0,3,5,1130
312,"PRAIMARI SCHOOL ALIYARPUR DEH",423,357,0,780,368,286,0,654,581,0,32,3,618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,654
313,"PRAIMARI SCHOOL PURVI BHAG BASDHADA",558,453,0,1011,299,289,0,588,583,0,244,4,228,100,1,0,0,0,0,2,0,0,1,0,1,1,1,0,1,4,588
314,"PRAIMARI SCHOOL PASCHIMI BHAG BASDHADA",508,409,0,917,266,260,0,526,523,0,301,1,197,17,2,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,526
315,"PRAIMARI SCHOOL ROOM N0. 10 BASDHADA",438,368,0,806,281,238,0,519,518,0,210,1,122,167,0,0,0,0,0,1,0,1,0,0,2,1,4,1,2,7,519
316,"JUNIOR HIGH SCHOOL BASDHADA",578,431,0,1009,297,254,0,551,537,0,158,6,362,16,0,1,0,0,0,1,0,0,0,0,0,1,3,2,0,1,551
317,"PRAIMARI SCHOOL DINKARPUR",535,435,0,970,480,336,0,816,815,0,60,0,86,660,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,4,816
318,"MAHANAND JUNIOR VADIK HIGH SCHOOL",675,483,0,1158,533,333,0,866,866,0,154,3,24,671,2,0,0,0,2,1,0,1,1,0,0,1,5,0,0,1,866
319,"PRAIMARI SCHOOL SOHAJANI TAGAN",509,420,0,929,343,249,0,592,80,0,18,6,21,532,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,8,592
320,"KANYA PATSHALA UTTARI BHAG",613,474,0,1087,541,354,0,895,810,0,125,5,7,740,6,0,0,0,0,2,0,1,0,0,0,2,5,1,0,1,895
321,"KANYA PATSHALA DAKSHANI BHAG SHOGANI TAGGAN",538,453,0,991,436,352,0,788,788,0,47,3,69,656,1,2,0,0,1,6,0,0,0,0,0,3,0,0,0,0,788
322,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 1 PURBALYAN",412,359,0,771,346,310,0,656,627,0,1,0,2,647,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,656
323,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 6 PURBALYAN",423,375,0,798,327,297,0,624,621,0,10,3,89,493,2,1,0,0,0,4,1,0,2,1,1,5,5,0,2,5,624
324,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 3 PURBALYAN",511,438,0,949,399,331,0,730,726,0,11,0,92,607,4,1,0,1,0,1,1,0,0,0,0,0,1,0,3,8,730
325,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 5 PURBALYAN",488,411,0,899,394,323,0,717,717,0,32,2,263,393,4,0,0,0,1,4,1,4,3,0,1,3,0,0,2,4,717
326,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 2 PURBALYAN",519,440,0,959,363,274,0,637,636,0,42,2,553,33,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,637
327,"NAVGAGRATI JUNIOR HIGH SCHOOL ROOM NO. 4 PURBALYAN",454,393,0,847,315,258,0,573,571,0,45,2,443,51,1,0,2,0,0,3,0,0,0,0,1,2,1,1,18,3,573
328,"PRATHMIK VIDYALAY NO. 1 ROOM NO. 2 PURBALAYAN",816,629,0,1445,671,488,0,1159,1085,0,28,4,39,1068,3,0,1,1,0,6,0,0,2,0,0,1,0,0,1,5,1159
329,"PRATHMIK VIDYALAY NO. 1 ROOM NO. 3 PURBALAYAN",574,413,0,987,351,260,0,611,560,0,229,2,322,22,0,1,0,2,0,3,0,0,0,0,1,6,8,0,13,2,611
330,"PRATHMIK VIDYALAY NO. 1 ROOM NO. 4 PURBALAYAN",530,350,0,880,323,210,0,533,300,0,107,1,374,16,2,0,0,0,0,0,0,0,0,1,0,1,8,1,13,9,533
331,"PRATHMIK VIDYALAY NO.2 ROOM NO. 1",551,449,0,1000,358,293,0,651,651,0,123,5,440,58,3,0,1,0,0,2,1,0,1,1,1,5,4,2,2,2,651
332,"PRATHMIK VIDYALAY NO. 2 ROOM N0 2 PURBALIYAN",494,326,0,820,298,177,0,475,472,0,116,3,292,56,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,2,475
333,"HARIJAN PANCHAYAT GHAR MANDIR KE PAS PURBALIYAN",855,656,0,1511,567,448,0,1015,977,0,163,3,129,670,8,1,0,1,1,7,1,1,2,1,1,4,8,0,3,11,1015
334,"PRAIMARI SCHOOL NIJAMPUR",565,437,0,1002,456,337,0,793,760,0,89,0,8,685,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,4,793
335,"PRAIMARI SCHOOL ROOM N0. 1  PURA",497,367,0,864,409,279,0,688,688,0,57,2,57,562,1,0,0,0,0,1,0,0,1,0,0,2,1,1,1,2,688
336,"PRAIMARI SCHOOL ROOM N0. 2 PURA",486,377,0,863,385,273,0,658,510,0,76,3,104,456,0,0,0,1,0,2,0,2,2,0,0,2,2,1,1,6,658
337,"KANYA PATHSHALA JEEVNA",711,623,0,1334,675,494,0,1169,1169,0,58,21,76,982,3,1,0,1,2,9,1,2,3,0,1,1,3,1,0,4,1169
338,"PRAIMARI SCHOOL HARIJAN ABAADI SE JEEVNA",518,434,0,952,449,298,0,747,722,0,178,2,103,451,2,0,0,0,0,4,1,0,0,0,1,0,2,0,1,2,747
339,"PRATHMIK VIDYALAY MORKUKKA",715,569,0,1284,543,400,0,943,943,0,87,4,84,741,4,1,0,0,2,2,1,0,4,1,0,4,3,1,1,3,943
