"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
280,"PRIMARY SCHOOL NO.1 NAHAL (BUS STAND K PASS)",495,399,0,894,377,298,0,675,675,0,62,21,24,553,0,2,0,0,0,2,0,1,3,0,2,5,675
281,"PRIMARY SCHOOL NO.1 NAHAL (BUS STAND K PASS)",492,329,0,821,318,176,0,494,494,0,13,31,30,405,2,5,0,0,0,2,0,1,2,1,1,1,494
282,"PRIMARY SCHOOL NO.1 NAHAL (BUS STAND K PASS)",528,385,0,913,366,232,0,598,598,0,7,56,13,505,2,10,0,0,0,1,0,1,0,0,0,3,598
283,"PRIMARY SCHOOL NO.1 NAHAL (BUS STAND K PASS)",804,586,0,1390,567,368,0,935,935,0,201,33,28,648,6,1,1,0,0,0,1,2,2,1,7,4,935
284,"PRIMARY SCHOOL MAHIUDDINPUR DHABARSI",859,676,0,1535,566,367,0,933,933,0,75,190,78,574,7,2,1,1,0,0,0,0,1,3,0,1,933
285,"PRIMARY SCHOOL MAHIUDDINPUR DHABARSI",714,524,0,1238,518,278,0,796,796,0,102,238,19,431,1,0,1,0,0,1,0,0,1,1,1,0,796
286,"PRIMARY SCHOOL MAHIUDDINPUR DHABARSI",397,316,0,713,316,161,0,477,477,0,28,102,13,329,0,1,0,0,0,2,0,0,2,0,0,0,477
287,"PRIMARY SCHOOL NIGRAWATI",409,299,0,708,312,206,0,518,518,0,71,15,54,369,3,1,0,0,0,1,1,1,0,0,1,1,518
288,"PRIMARY SCHOOL NIDAURI",763,531,0,1294,475,250,0,725,725,0,111,156,82,361,1,6,0,0,0,1,0,0,1,4,0,2,725
289,"PRIMARY SCHOOL NIDAURI",682,430,0,1112,388,218,0,606,606,0,51,260,34,258,0,0,0,0,0,0,0,1,1,0,0,1,606
290,"PRIMARY SCHOOL MASAUTA",620,518,0,1138,537,425,0,962,962,0,68,13,840,25,0,1,3,0,1,0,1,1,1,3,4,1,962
291,"DR.AMBEDKAR INTER COLLEG INDERGADHI",819,605,0,1424,459,289,0,748,748,0,490,27,201,12,0,7,1,0,0,0,1,0,0,1,1,7,748
292,"DR.AMBEDKAR INTER COLLEG INDERGADHI",639,490,0,1129,374,258,0,632,632,0,437,18,158,7,0,7,0,1,0,0,0,0,0,1,1,2,632
293,"DR.AMBEDKAR INTER COLLEG INDERGADHI",728,576,0,1304,425,312,0,737,737,0,401,26,260,11,0,23,1,0,0,4,2,0,0,2,1,6,737
294,"DR.AMBEDKAR INTER COLLEG INDERGADHI",818,586,0,1404,408,300,0,708,708,0,226,24,423,16,0,11,0,0,0,1,0,0,0,2,2,3,708
295,"DR.AMBEDKAR INTER COLLEG INDERGADHI",540,398,0,938,391,244,0,635,635,0,454,45,96,30,0,8,0,0,0,0,0,0,0,0,0,2,635
296,"DR.AMBEDKAR INTER COLLEG INDERGADHI",575,458,0,1033,353,264,0,617,617,0,258,96,142,104,4,11,0,0,0,0,0,0,0,0,0,2,617
297,"DR.AMBEDKAR INTER COLLEG INDERGADHI",590,445,0,1035,316,216,0,532,532,0,318,25,161,19,1,3,0,0,0,1,0,0,0,0,2,2,532
298,"DR.AMBEDKAR INTER COLLEG INDERGADHI",490,376,0,866,269,202,0,471,471,0,198,25,213,22,0,6,0,0,0,1,0,0,0,1,1,4,471
299,"DR.AMBEDKAR MADOL PRIMARY SCHOOL INDERGADHI",476,386,0,862,307,238,0,545,545,0,294,35,153,46,0,10,0,1,3,0,0,0,0,1,1,1,545
300,"DR.AMBEDKAR MADOL PRIMARY SCHOOL INDERGADHI",682,497,0,1179,365,264,0,629,629,0,290,53,216,32,2,23,1,0,0,1,1,2,2,2,2,2,629
301,"PRIMARY SCHOOL KUDIYAGADHI",616,451,0,1067,430,263,0,693,693,0,74,14,360,225,0,1,1,0,0,0,1,2,3,5,6,1,693
302,"PRIMARY SCHOOK KALLUGADHI",449,386,0,835,272,201,0,473,473,0,9,99,3,352,2,5,0,0,0,1,0,0,0,0,0,2,473
303,"PRIMARY SCHOOK KALLUGADHI",864,706,0,1570,564,350,0,914,914,0,17,155,2,721,5,6,2,1,0,0,0,1,0,2,2,0,914
304,"PRIMARY SCHOOK KALLUGADHI",497,357,0,854,256,153,0,409,409,0,4,95,6,287,2,8,0,0,0,0,2,1,1,1,0,2,409
305,"PRIMARY SCHOOL MAYUR VIHAR",598,429,0,1027,396,268,0,664,664,0,42,354,130,91,2,22,0,2,0,1,3,2,4,3,4,4,664
306,"PRIMARY SCHOOL MAYUR VIHAR",762,608,0,1370,502,370,0,872,872,0,53,539,96,132,1,35,1,0,0,0,1,3,0,2,2,7,872
307,"PRIMARY SCHOOL MAYUR VIHAR",226,161,0,387,142,89,0,231,231,0,23,125,15,34,0,32,0,0,0,0,0,1,0,0,0,1,231
308,"PRIMARY SCHOOL MAYUR VIHAR",1033,769,0,1802,621,452,0,1073,1073,0,121,629,101,146,2,51,1,0,2,4,1,4,0,3,5,3,1073
309,"PRIMARY SCHOOL BHURGARHI",794,500,0,1294,498,327,0,825,825,0,104,24,567,79,3,13,0,0,0,0,3,1,0,17,10,4,825
310,"PRIMARY SCHOOL BHURGARHI",907,640,0,1547,661,404,0,1065,1065,0,404,163,30,430,2,23,0,3,1,0,0,1,1,1,1,5,1065
311,"ADARSH KANYA HA.SECENDARY SCHOOL DASNA",754,528,0,1282,450,308,0,758,758,0,37,191,21,458,3,35,0,0,1,1,0,1,6,0,0,4,758
312,"BAHAL PRAMIRY SCHOOL DASNA",489,371,0,860,289,182,0,471,471,0,33,30,359,22,0,19,0,0,1,0,0,1,0,0,1,5,471
313,"BAHAL PRIMARY SCHOOL DASNA",1066,739,0,1805,695,464,0,1159,1159,0,32,67,982,32,0,31,0,1,0,1,0,1,2,7,1,2,1159
314,"BAHAL PRIMARY SCHOOL DASNA",380,256,0,636,207,115,0,322,322,0,6,97,88,112,1,8,0,0,0,4,0,1,3,0,1,1,322
315,"PRIMARY SCHOOL YASINGARHI",564,390,0,954,332,201,0,533,533,0,25,71,266,150,1,16,0,0,0,0,0,0,0,1,2,1,533
316,"PRIMARY SCHOOL YASINGARHI",806,603,0,1409,470,213,0,683,683,0,42,201,81,317,1,25,1,0,0,0,2,3,0,1,4,5,683
317,"AZAD MEMO.INTER COLLEGE DASNA",651,459,0,1110,345,229,0,574,574,0,82,229,17,196,1,31,0,0,2,0,2,4,2,5,0,3,574
318,"AZAD MEMO.INTER COLLEGE DASNA",502,384,0,886,300,207,0,507,507,0,38,172,4,241,4,29,1,3,1,2,1,1,0,1,4,5,507
319,"AZAD MEMO.INTER COLLEGE DASNA",552,429,0,981,358,200,0,558,558,0,11,194,3,262,2,78,0,0,4,1,0,0,0,2,0,1,558
320,"AZAD MEMO.INTER COLLEGE DASNA",510,382,0,892,330,184,0,514,514,0,19,186,11,258,0,32,1,0,1,0,3,0,2,0,1,0,514
321,"ADHTYAMIKNAGAR INTER COLL.DASNA",652,527,0,1179,433,279,0,712,712,0,32,322,87,213,1,53,0,1,0,1,1,0,0,0,0,1,712
322,"ADARSH KANYA HA.SECENDARY SCHOOL DASNA",688,556,0,1244,453,321,0,774,774,0,22,403,29,292,1,15,1,0,0,2,0,0,1,1,3,4,774
323,"ADARSH KANYA HA.SECENDARY SCHOOL DASNA",821,606,0,1427,617,385,0,1002,1002,0,18,502,229,179,0,64,0,0,0,0,1,1,0,1,5,2,1002
324,"ADARSH KANYA HA.SECENDARY SCHOOL DASNA",717,591,0,1308,446,315,0,761,761,0,18,431,74,191,1,32,0,0,1,2,1,0,2,2,4,2,761
325,"AZAD MEMO.INTER COLLEGE DASNA",441,298,0,739,256,144,0,400,400,0,4,242,58,87,0,4,0,0,0,0,0,0,0,2,2,1,400
326,"AZAD MEMO.INTER COLLEGE DASNA",1041,891,0,1932,667,454,0,1121,1121,0,97,255,59,653,5,28,2,0,0,0,1,0,6,9,1,5,1121
327,"AZAD MEMO.INTER COLLEGE DASNA",597,451,0,1048,316,207,0,523,523,0,34,284,36,130,4,19,0,2,0,1,0,3,0,2,2,6,523
328,"AZAD MEMO.INTER COLLEGE DASNA",494,412,0,906,260,178,0,438,438,0,36,190,56,132,1,15,0,0,0,0,0,0,0,2,2,4,438
329,"AZAD MEMO.INTER COLLEGE DASNA",835,583,0,1418,551,318,0,869,869,0,21,298,195,333,1,7,0,0,1,2,0,3,2,1,3,2,869
330,"AZAD MEMO.INTER COLLEGE DASNA",620,526,0,1146,446,317,0,763,763,0,68,433,50,181,0,26,0,1,0,1,0,0,0,1,1,1,763
331,"PRIMARY SCHOOL SADATNAGAR IQLA",500,415,0,915,385,273,0,658,658,0,58,70,443,81,0,2,1,0,0,0,0,0,0,1,2,0,658
332,"PRIMARY SCHOOL SADATNAGAR IQLA",432,356,0,788,337,262,0,599,599,0,278,9,289,3,0,6,0,1,0,0,0,0,0,4,5,4,599
333,"PRIMARY SCHOOL INAYATPUR",560,416,0,976,428,243,0,671,671,0,98,20,527,12,0,1,0,0,0,0,0,0,1,7,2,3,671
334,"PRIMARY SCHOOL RAGHUNATHPUR",599,468,0,1067,489,331,0,820,820,0,35,21,664,90,0,0,0,0,0,0,0,0,2,5,3,0,820
335,"PRIMARY SCHOOL DINANATHPUTHI",409,299,0,708,330,205,0,535,535,0,19,80,376,46,1,4,0,1,0,0,1,1,0,3,3,0,535
336,"PRIMARY SCHOOL DINANATHPUTHI",513,333,0,846,373,234,0,607,607,0,156,8,426,7,0,1,0,0,0,0,0,0,1,3,1,4,607
