"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NEERAJ SHEKHAR","2 - BHARAT SINGH","3 - VIRENDRA KUMAR PATHAK","4 - SUDHA RAI","5 - AFZAL ANSARI","6 - AVADHESH VERMA","7 - COL RETD. BHARAT SINGH SHAURYA CHAKRA","8 - MANNU YADAV","9 - RAMJI","10 - RAMROOP","11 - SUCHIT GOND","12 - BHOLA NATH","13 - MANISH","14 - MANOJ","15 - SHESHNATH","16 - None of the Above","Total Votes Secured"
12,"P.P.BASANTPUR,MIDDLE",756,574,0,1330,409,265,0,674,674,0,246,262,31,10,90,1,2,0,0,3,3,2,4,9,0,11,674
13,"P.P.BASANTPUR NO.1",660,540,0,1200,346,285,0,631,631,0,141,412,49,4,10,3,0,0,0,1,1,2,3,3,1,1,631
14,"P.P.BASANTPUR NO.2, NORTH",520,427,0,947,248,180,0,428,428,0,79,174,72,1,69,8,2,0,1,4,1,1,5,4,0,7,428
15,"P.P.BASANTPUR NO.2, SOUTH",822,584,0,1406,400,311,0,711,711,0,149,519,11,4,7,1,1,0,0,2,2,0,4,3,5,3,711
16,P.P.HANUMANGANJ,636,487,0,1123,393,309,0,702,702,0,128,486,46,5,10,0,0,2,1,2,3,1,3,8,3,4,702
17,P.P.HANUMANGANJ,560,470,0,1030,343,284,0,627,627,0,70,449,36,9,45,0,0,0,0,1,2,1,9,2,1,2,627
18,P.P.JIRABASTI,759,607,0,1366,410,298,0,708,708,0,101,450,37,10,64,1,2,2,2,1,7,4,6,13,2,6,708
19,"JR.H.S.JIRABASTI,NORTH",601,478,0,1079,341,219,0,560,560,0,197,279,13,13,40,0,1,0,1,3,2,1,4,1,1,4,560
20,"Jr.H.S.Jirabasti,South",654,541,0,1195,349,289,0,638,638,0,74,441,26,13,40,0,1,2,1,4,13,1,6,4,4,8,638
21,"Jr.H.S.Patakhauli,East",620,541,0,1161,352,273,0,625,625,0,129,359,106,5,7,0,2,2,1,0,4,0,3,3,2,2,625
22,"Jr.H.S.Patakhauli,West",681,511,0,1192,365,223,0,588,588,0,268,214,20,17,31,0,1,0,4,4,2,0,5,8,3,11,588
23,"P.P.Deokali,West",587,475,0,1062,311,285,0,596,596,0,53,497,20,8,1,1,4,2,1,0,0,0,2,4,3,0,596
24,"P.P.Deokali,East",707,570,0,1277,432,309,0,741,741,0,89,387,200,8,5,0,2,1,1,3,5,2,14,16,4,4,741
25,"P.P.Bahadur Mu.Brahmain,East",739,617,0,1356,476,315,0,791,791,0,100,372,199,33,50,1,1,1,1,4,1,1,3,11,3,10,791
26,"P.P.Bahadur Mu.Brahmain,West",883,775,0,1658,382,340,0,722,722,0,112,524,39,14,8,0,15,0,0,0,3,0,1,4,0,2,722
27,"P.P.Bahadur Mu.Brahmain,Middle",743,635,0,1378,324,263,0,587,587,0,79,451,32,11,4,0,3,0,0,1,0,0,1,0,0,5,587
28,"PANCHAYAT BHAWAN PARIKHARA",819,680,1,1500,455,385,0,840,840,0,92,637,37,14,32,1,8,0,0,1,3,1,2,6,4,2,840
29,"Politeknic School,Ballia",670,485,0,1155,353,254,0,607,607,0,75,461,21,10,12,2,1,0,0,1,1,2,4,6,1,10,607
30,"Politeknic School,Ballia",480,386,0,866,250,175,0,425,425,0,37,329,28,3,13,5,2,0,0,0,0,0,1,4,1,2,425
31,"P.P.Tikhampur,East",858,746,0,1604,483,363,0,846,846,0,110,534,126,19,47,0,1,0,0,1,0,0,2,2,1,3,846
32,"P.P.TIKHAMPUR,EAST",464,393,0,857,234,153,0,387,387,0,34,324,20,3,1,0,4,0,0,0,0,0,0,0,1,0,387
33,"P.P.TIKHAMPUR,EAST",692,577,0,1269,274,228,0,502,502,0,37,421,29,9,0,0,2,0,0,0,1,0,0,1,1,1,502
34,"P.P.Tikhampur,West",388,295,0,683,168,98,0,266,266,0,8,206,24,7,9,0,7,0,0,1,0,0,1,1,0,2,266
35,"P.P.Harpur,West",587,455,0,1042,232,194,0,426,426,0,74,311,32,2,1,0,5,0,0,0,0,0,0,1,0,0,426
36,"P.P.Harpur,Middle",578,453,0,1031,218,169,0,387,387,0,57,261,48,4,0,1,10,1,1,0,2,0,0,0,1,1,387
37,"P.P.Harpur,Middle",446,368,0,814,189,167,0,356,356,0,25,300,26,3,0,0,1,0,0,0,0,0,0,1,0,0,356
38,"P.P.Harpur,East",358,285,0,643,160,137,0,297,297,0,26,169,79,9,10,0,3,0,0,0,0,0,0,1,0,0,297
39,"Jr.H.S.Harpur,East",649,538,0,1187,274,224,0,498,498,0,44,363,37,7,19,0,5,0,1,0,14,0,2,3,1,2,498
40,"Jr.H.S.Harpur,West",671,625,0,1296,345,315,0,660,660,0,71,381,162,19,6,3,6,1,0,0,3,1,1,2,2,2,660
41,"Jr.H.S.Harpur,Middle",529,407,0,936,192,158,0,350,350,0,50,255,30,8,2,0,1,0,0,0,1,0,0,1,0,2,350
42,"Municipal Board,North",551,456,0,1007,331,214,0,545,545,0,91,299,80,8,45,7,2,1,0,2,3,1,1,3,1,1,545
43,"Municipal Board,South",538,484,0,1022,287,235,0,522,522,0,138,302,35,13,26,0,2,0,0,0,1,0,1,3,0,1,522
44,"TOWN DEGREE COLLEG,BALLIA,NORTH",482,397,0,879,184,141,0,325,325,0,85,179,45,7,2,0,0,0,1,0,1,1,3,0,0,1,325
45,"Town Degree Colleg,Ballia,North",595,497,0,1092,202,181,0,383,383,0,51,195,101,12,12,0,5,0,1,2,1,1,1,1,0,0,383
46,"TOWN INTER COLLEG,BALLIA,MIDDLE",107,77,0,184,32,24,0,56,56,0,7,34,12,2,0,0,0,0,0,0,0,0,0,0,0,1,56
47,"TOWN INTER COLLEG,BALLIA,MIDDLE",429,297,0,726,178,99,0,277,277,0,140,108,12,0,6,0,2,0,0,0,0,1,1,1,0,6,277
48,"TOWN INTER COLLEG,BALLIA,MIDDLE",138,113,0,251,68,48,0,116,116,0,19,90,3,1,0,1,1,0,0,0,0,0,0,0,0,1,116
49,"TOWN INTER COLLEG,BALLIA,SOUTH",246,191,0,437,114,83,0,197,197,0,36,115,34,6,1,0,0,0,0,0,1,0,0,2,0,2,197
50,"Kunwar Singh I.C.Ballia",692,550,0,1242,365,247,0,612,612,0,141,379,74,4,3,2,2,0,0,0,2,0,1,1,2,1,612
51,"Kunwar Singh I.C.Ballia",690,617,0,1307,292,244,0,536,536,0,110,381,20,6,5,0,6,0,1,0,0,0,1,1,0,5,536
52,"Kunwar Singh I.C.Ballia",405,325,0,730,168,145,0,313,313,0,54,220,23,7,0,0,4,0,0,0,0,1,0,0,1,3,313
53,"Kunwar Singh I.C.Ballia",584,481,0,1065,255,215,0,470,470,0,43,372,23,17,2,0,8,0,0,0,0,0,3,2,0,0,470
54,"Kunwar Singh I.C.Ballia",754,620,0,1374,292,224,0,516,516,0,66,397,22,10,5,0,8,1,0,0,0,1,1,0,1,4,516
55,"Kunwar Singh I.C.Ballia",580,456,0,1036,285,211,0,496,496,0,176,263,28,10,6,0,2,0,2,0,0,0,2,3,2,2,496
56,"Kunwar Singh I.C.Ballia",500,408,0,908,225,177,0,402,402,0,107,259,4,17,8,0,3,0,0,1,0,0,1,2,0,0,402
57,"Kunwar Singh I.C.Ballia",162,133,0,295,53,42,0,95,95,0,25,61,1,2,0,0,1,0,0,0,0,0,1,0,0,4,95
58,"ISLAMIA SCHOOL PARMANDAPUR,NORTH",555,459,0,1014,317,288,0,605,605,0,160,36,10,2,382,3,1,0,0,6,1,1,0,1,0,2,605
59,"P.P.PARMANDAPUR,NORTH",621,492,0,1113,338,241,0,579,579,0,71,174,35,8,262,5,2,0,0,1,6,2,4,2,2,5,579
60,"P.P.PARMANDAPUR,NORTH",523,404,0,927,223,159,0,382,382,0,26,229,9,11,90,0,3,0,0,1,0,4,3,1,1,4,382
61,P.P.AMADARI,735,685,0,1420,410,376,0,786,786,0,106,306,147,13,197,2,0,0,0,6,2,2,1,2,0,2,786
62,"P.P.A.M.,HAIDARCHAK",821,661,0,1482,514,310,0,824,824,0,87,91,205,8,403,2,1,2,0,2,3,3,6,6,2,3,824
63,"P.P.PANDEYPUR MISHRA,NORTH",765,629,0,1394,375,344,0,719,719,0,33,345,143,14,146,0,0,1,1,4,5,1,7,7,7,5,719
64,"P.P.NIDHIRIA,NORTH",571,475,0,1046,301,238,0,539,539,0,58,335,33,9,70,0,14,0,0,3,1,3,3,4,3,3,539
65,"P.P.NIDHIRIA,MIDDLE",487,414,0,901,263,219,0,482,482,0,48,310,8,9,75,1,13,0,0,1,1,0,5,5,3,3,482
66,"P.P.NIDHIRIA,NORTH",323,292,0,615,180,183,0,363,363,0,22,295,15,15,6,0,0,0,0,1,1,0,2,3,2,1,363
67,"P.P.NIDHIRIA,MIDDLE",804,633,0,1437,417,295,0,712,712,0,74,563,47,5,1,2,1,0,0,0,2,0,3,9,4,1,712
68,"P.P.NIDHIRIA,SOUTH",465,370,0,835,257,177,0,434,434,0,58,280,57,7,7,1,9,1,0,1,0,1,3,3,2,4,434
69,"P.P.NIDHIRIA,MIDDLE",439,331,1,771,188,133,0,321,321,0,44,244,7,3,2,0,3,1,0,1,1,2,4,4,2,3,321
70,"IN THE FIELD OF KALI STHAN(TEM.)",780,683,0,1463,437,374,0,811,811,0,136,107,21,12,489,1,3,1,0,17,3,0,5,4,4,8,811
71,"IN THE FIELD OF KALI STHAN(TEM.)",582,479,0,1061,313,303,0,616,616,0,74,62,18,11,417,1,6,0,2,5,3,4,3,2,2,6,616
72,"IN THE FIELD OF KALI STHAN(TEM.)",750,631,0,1381,394,335,0,729,729,0,138,38,3,11,512,0,0,0,2,15,0,4,0,0,3,3,729
73,"IN THE FIELD OF KALI STHAN(TEM.)",569,489,0,1058,380,240,0,620,620,0,80,46,192,5,286,1,0,0,1,7,0,1,0,0,1,0,620
74,"IN THE FIELD OF KALI STHAN(TEM.)",697,618,0,1315,428,353,0,781,781,0,117,345,15,15,261,1,2,2,1,5,0,4,7,3,2,1,781
75,P.P.DEORIAKALA,375,309,0,684,256,211,0,467,467,0,137,186,106,7,9,0,1,1,0,1,2,2,3,6,4,2,467
76,P.P.MANSOORCHAK,161,126,0,287,126,98,0,224,224,0,15,42,154,1,2,0,1,0,1,1,1,0,2,2,1,1,224
77,"P.P.NASIRABAD,EAST",661,600,0,1261,359,284,0,643,643,0,161,384,72,2,13,0,3,0,0,0,1,0,2,1,3,1,643
78,"P.P.NASIRABAD,EAST",382,320,0,702,249,127,0,376,376,0,110,205,27,3,23,1,0,0,0,1,0,1,2,1,0,2,376
79,P.P.DARAMPUR,437,378,0,815,347,203,0,550,550,0,250,283,6,3,3,0,0,1,0,0,0,0,0,2,1,1,550
80,"P.P.MALDEPUR,NORTH",528,458,0,986,329,294,0,623,623,0,198,261,120,13,3,1,1,1,0,4,0,2,2,8,2,7,623
81,"P.P.MALDEPUR,SOUTH",503,386,0,889,299,190,0,489,489,0,101,216,94,5,41,1,0,0,0,11,3,1,2,4,1,9,489
82,"P.P.HAIBATPUR,WEST",749,599,0,1348,402,327,0,729,729,0,91,452,102,5,56,2,4,1,0,1,6,0,3,3,2,1,729
83,"P.P.HAIBATPUR,EAST",749,611,0,1360,464,350,0,814,814,0,78,574,126,5,15,0,1,0,1,1,0,2,2,3,3,3,814
84,P.P.KHORIPAKAD,509,433,0,942,295,278,0,573,573,0,112,241,159,3,37,1,1,0,1,3,3,0,1,5,3,3,573
85,P.P.KHORIPAKAD,400,335,0,735,191,131,0,322,322,0,98,186,12,4,9,1,0,0,0,1,1,0,3,1,1,5,322
86,P.P.KHORIPAKAD,418,317,0,735,220,147,0,367,367,0,69,213,79,2,0,0,0,0,0,0,0,1,0,1,2,0,367
87,P.P.JALALPUR,644,551,0,1195,321,282,0,603,603,0,79,463,9,0,36,1,1,0,0,0,1,2,2,7,1,1,603
88,"P.P.RAMPUR MAHAWAL,WEST",503,360,0,863,309,191,0,500,500,0,235,221,13,5,8,0,3,1,0,0,1,0,2,4,2,5,500
89,"P.P.RAMPUR MAHAWAL,WEST",547,448,0,995,282,219,0,501,501,0,142,281,32,2,28,0,2,1,0,6,2,0,2,2,0,1,501
90,"P.P.RAMPUR MAHAWAL,WEST",352,278,0,630,178,125,0,303,303,0,100,167,4,6,19,0,1,0,0,0,0,0,1,4,0,1,303
91,"P.P.RAMPUR MAHAWAL,MIDDLE",460,363,0,823,224,153,0,377,377,0,94,250,6,4,16,0,2,0,0,3,0,0,1,1,0,0,377
92,"P.P.RAMPUR MAHAWAL,WEST",711,565,0,1276,292,240,0,532,532,0,96,334,13,13,45,1,3,0,0,2,9,0,6,4,1,5,532
93,"P.P.ISLAMIA SCHOOL,BAHERI",497,387,0,884,348,238,0,586,586,0,124,7,3,5,432,0,2,0,0,11,0,0,1,0,0,1,586
94,"P.P.ISLAMIA SCHOOL,BAHERI",403,343,0,746,261,247,0,508,508,0,122,47,28,9,284,0,1,0,0,4,1,1,3,1,3,4,508
95,"P.P.ISLAMIA SCHOOL,BAHERI",776,640,0,1416,493,341,0,834,834,0,189,34,18,7,560,1,5,1,0,7,0,3,4,0,1,4,834
96,"P.P.BAHERI,EAST",470,390,0,860,224,211,0,435,435,0,118,26,11,7,261,1,2,0,1,4,2,0,0,0,0,2,435
97,"P.P.BAHERI,MIDDLE",444,329,0,773,260,185,0,445,445,0,92,4,2,4,331,0,1,0,0,3,0,2,4,0,0,2,445
98,"P.P.BAHERI WEST",343,279,0,622,165,155,0,320,320,0,50,77,4,5,180,0,1,0,0,0,2,0,1,0,0,0,320
99,"GOVT.I.C.BALLIA,EAST",507,365,0,872,267,156,0,423,423,0,72,224,4,4,114,0,3,0,0,0,0,0,0,0,2,0,423
100,"GOVT.I.C.BALLIA,WEST",358,310,0,668,192,168,0,360,360,0,63,241,2,8,38,1,2,0,0,0,1,0,0,1,1,2,360
101,GOVT.I.C.BALLIA,650,514,0,1164,374,265,0,639,639,0,94,481,5,4,39,0,5,0,0,1,2,0,0,4,1,3,639
102,GOVT.I.C.BALLIA,569,434,0,1003,330,225,0,555,555,0,94,391,11,9,41,0,4,1,0,0,1,2,0,0,1,0,555
103,GOVT.I.C.BALLIA,645,543,0,1188,323,241,0,564,564,0,53,428,39,8,20,0,6,1,0,0,1,0,4,3,1,0,564
104,GOVT.I.C.BALLIA,503,392,0,895,247,169,0,416,416,0,78,240,67,16,1,0,2,0,1,0,0,1,1,1,3,5,416
105,GOVT.I.C.BALLIA,365,321,0,686,165,135,0,300,300,0,57,208,7,3,10,1,6,0,0,0,0,2,0,3,0,3,300
106,GOVT.I.C.BALLIA,612,525,0,1137,322,219,0,541,541,0,96,222,192,11,5,0,2,1,1,1,0,1,2,4,2,1,541
107,GOVT.I.C.BALLIA,308,283,0,591,148,140,0,288,288,0,50,182,33,2,17,0,2,0,0,0,0,0,0,1,0,1,288
108,GOVT.I.C.BALLIA,360,299,0,659,207,161,0,368,368,0,103,145,15,13,86,0,1,0,0,1,0,2,0,0,0,2,368
109,GOVT.I.C.BALLIA,452,381,0,833,231,214,0,445,445,0,146,225,9,8,51,1,1,0,0,1,0,0,0,1,0,2,445
110,GOVT.I.C.BALLIA,423,320,0,743,233,177,0,410,410,0,118,255,15,11,3,0,1,0,1,0,1,0,1,3,0,1,410
111,"TOWN HAL,BALLIA EAST",569,426,0,995,272,226,0,498,498,0,37,264,10,25,154,0,1,0,1,3,0,0,1,1,0,1,498
112,"TOWN HAL,BALLIA WEST",514,408,0,922,298,218,0,516,516,0,34,406,10,28,29,0,1,0,0,1,0,0,3,0,0,4,516
113,"ISLAMIA SCHOOL VISHUNIPUR,BALLIA",517,485,0,1002,306,232,0,538,538,0,85,257,6,6,169,0,3,0,0,0,0,3,3,0,0,6,538
114,"ISLAMIA SCHOOL VISHUNIPUR,BALLIA",353,349,0,702,195,171,0,366,366,0,60,7,3,7,276,1,4,1,0,2,0,3,0,0,0,2,366
115,"P.P.SUBHASH NAGAR,BANKATA,EAST",449,363,0,812,273,217,0,490,490,0,59,356,27,8,22,0,1,0,1,0,2,1,2,4,1,6,490
116,"P.P.SUBHASH NAGAR,BANKATA,MIDDLE",487,388,0,875,294,192,0,486,486,0,88,311,62,6,5,0,5,2,0,0,1,1,1,3,0,1,486
117,"P.P.SUBHASH NAGAR,BANKATA,MIDDLE",508,425,0,933,308,229,0,537,537,0,75,360,70,5,5,0,4,1,0,2,0,1,3,6,3,2,537
118,"P.P.SUBHASH NAGAR,BANKATA,WEST",322,259,0,581,191,150,0,341,341,0,39,246,41,6,5,0,0,0,0,1,0,0,1,2,0,0,341
119,"P.P.SUBHASH NAGAR,BANKATA,WEST",864,694,0,1558,514,351,0,865,865,0,157,546,92,35,12,2,4,1,0,0,3,2,1,7,2,1,865
120,"U.M.V.JATAHA BABA,BALLIA,WEST",385,324,0,709,185,140,0,325,325,0,26,271,17,5,3,0,1,0,0,0,0,0,1,0,0,1,325
121,"U.M.V.JATAHA BABA,BALLIA,EAST",611,544,0,1155,371,244,0,615,615,0,68,436,6,10,87,1,0,0,0,1,0,2,3,0,0,1,615
122,P.P.VAJIRAPUR,798,533,0,1331,546,275,0,821,821,0,618,107,42,1,39,1,2,1,1,0,3,3,1,0,0,2,821
123,"GULAB DEVI KANYA H.S.SCHOOL,BALLIA",616,597,0,1213,402,296,0,698,698,0,142,470,13,3,54,1,1,0,0,1,0,0,4,1,3,5,698
124,"GULAB DEVI KANYA H.S.SCHOOL,BALLIA",495,450,0,945,331,259,0,590,590,0,128,361,10,6,66,1,7,0,0,2,0,0,2,1,2,4,590
125,"GULAB DEVI KANYA H.S.SCHOOL,BALLIA",722,666,0,1388,433,298,0,731,731,0,92,444,6,6,164,3,2,0,1,3,1,0,2,3,2,2,731
126,"GULAB DEVI KANYA H.S.SCHOOL,BALLIA",335,253,0,588,211,133,0,344,344,0,52,221,3,0,59,0,3,0,0,1,0,0,2,1,1,1,344
127,"JUBALI SANSKRIT P.P. NORTH",504,372,0,876,314,200,0,514,514,0,29,448,11,8,11,0,2,0,0,1,0,0,2,2,0,0,514
128,"JUBALI SANSKRIT P.P. SOUTH",548,400,0,948,313,195,0,508,508,0,76,398,14,5,4,2,2,0,0,0,0,0,3,1,2,1,508
129,"JUBALI SANSKRIT P.P. SOUTH",720,494,0,1214,514,120,0,634,634,0,103,478,12,5,4,0,3,0,0,1,5,3,3,4,2,11,634
130,"JUBALI SANSKRIT P.P. SOUTH",518,414,0,932,273,175,0,448,448,0,60,366,4,5,3,0,2,1,0,0,2,0,3,1,0,1,448
131,"JUBALI SANSKRIT P.P. MIDDLE",377,320,0,697,196,165,0,361,361,0,58,285,9,2,3,0,1,0,1,0,0,0,0,0,0,2,361
132,"JUBALI SANSKRIT P.P. MIDDLE",551,418,0,969,329,225,0,554,554,0,51,457,12,9,6,0,2,2,0,1,3,0,3,5,2,1,554
133,"TEHSILI JR.H.S.WEST",634,513,0,1147,332,222,0,554,554,0,50,401,61,8,10,1,8,1,1,0,6,0,1,2,1,3,554
134,"TEHSILI JR.H.S.MIDDLE",467,425,0,892,279,225,0,504,504,0,44,342,95,7,3,0,7,0,0,0,1,1,0,2,0,2,504
135,"TEHSILI JR.H.S.WEST",346,300,0,646,200,145,0,345,345,0,22,161,148,5,0,0,6,0,0,0,0,0,0,2,0,1,345
136,"TEHSILI JR.H.S.WEST",545,421,0,966,261,176,0,437,437,0,113,276,36,5,0,0,1,0,1,0,0,0,0,1,1,3,437
137,"TEHSILI JR.H.S.SOUTH",643,524,0,1167,334,332,0,666,666,0,68,531,26,17,5,0,1,0,0,0,0,0,1,1,9,7,666
138,"TEHSILI JR.H.S.MIDDLE",496,408,0,904,303,220,0,523,523,0,48,436,12,5,16,0,1,0,0,0,1,0,0,0,2,2,523
139,"TEHSILI JR.H.S.MIDDLE",546,462,0,1008,335,228,0,563,563,0,68,459,15,9,2,0,2,0,1,0,0,0,3,1,0,3,563
140,"DAYANAND BAL V.M.ARAY SMAJ ROAD,EAST",258,175,0,433,113,70,0,183,183,0,13,157,3,5,3,0,0,0,0,0,0,1,0,0,0,1,183
141,"DAYANAND BAL V.M.ARAY SMAJ ROAD,MIDDLE",400,348,0,748,216,156,0,372,372,0,31,206,97,11,8,0,2,1,1,0,2,2,3,5,1,2,372
142,"DAYANAND BAL V.M.ARAY SMAJ ROAD,WEST",400,324,0,724,190,144,0,334,334,0,42,259,8,0,11,0,9,0,0,0,0,0,3,1,1,0,334
143,"LAKSHAMI RAJ DEVI I.C.BALLIA,NORTH",488,450,0,938,243,214,0,457,457,0,65,56,66,4,242,2,1,0,1,5,11,2,1,1,0,0,457
144,"LAKSHAMI RAJ DEVI I.C.BALLIA,MIDDLE",634,519,0,1153,355,252,0,607,607,0,49,23,132,8,379,1,1,0,0,8,1,1,1,0,1,2,607
145,"LAKSHAMI RAJ DEVI I.C.BALLIA,MIDDLE",509,366,0,875,264,214,0,478,478,0,39,19,94,4,301,4,0,0,0,5,2,1,2,1,2,4,478
146,"LAKSHAMI RAJ DEVI I.C.BALLIA,MIDDLE",665,538,0,1203,378,256,0,634,634,0,75,38,58,6,441,2,1,2,0,3,2,1,1,0,2,2,634
147,"LAKSHAMI RAJ DEVI I.C.BALLIA,SOUTH",439,336,0,775,250,142,0,392,392,0,42,296,38,7,1,0,8,0,0,0,0,0,0,0,0,0,392
148,"LAKSHAMI RAJ DEVI I.C.BALLIA,SOUTH",385,339,0,724,177,125,0,302,302,0,20,240,31,7,1,1,0,0,0,0,0,1,1,0,0,0,302
149,"SATISHCHANDRA COLLEGE,NORTH",723,637,0,1360,300,239,0,539,539,0,50,410,53,18,1,0,1,0,0,0,1,0,1,0,1,3,539
150,"SATISHCHANDRA COLLEGE,MIDDLE",774,624,0,1398,309,269,0,578,578,0,94,420,26,23,3,0,3,0,1,0,0,0,1,2,2,3,578
151,"SATISHCHANDRA COLLEGE,MIDDLE",634,477,0,1111,331,200,0,531,531,0,78,394,23,11,11,0,3,0,0,1,1,1,1,3,0,4,531
152,"SATISHCHANDRA COLLEGE,MIDDLE",462,335,0,797,234,131,0,365,365,0,59,228,31,5,24,1,2,0,0,0,1,1,2,5,4,2,365
153,"P.P.BHRIGU ASHRAM,EAST",666,549,0,1215,331,259,0,590,590,0,46,430,56,25,6,1,4,0,0,2,4,2,1,1,3,9,590
154,"P.P.BHRIGU ASHRAM,WEST",740,636,0,1376,364,293,0,657,657,0,123,448,46,14,5,1,3,0,0,0,1,0,2,5,3,6,657
155,"P.P.BHRIGU ASHRAM,EAST",887,659,0,1546,503,350,0,853,853,0,52,520,211,24,12,0,4,1,1,2,4,3,9,4,3,3,853
156,"JR.H.S.BHRIGU ASHRAM,EAST",464,374,0,838,232,158,0,390,390,0,33,326,8,6,8,1,4,0,0,0,0,0,2,2,0,0,390
157,"JR.H.S.BHRIGU ASHRAM,MIDDLE",691,552,0,1243,403,282,0,685,685,0,73,426,73,11,71,0,2,1,1,1,3,1,6,6,3,7,685
158,"JR.H.S.BHRIGU ASHRAM,MIDDLE",748,647,0,1395,380,290,0,670,670,0,56,527,37,13,16,0,6,1,0,1,2,1,3,0,3,4,670
159,"JR.H.S.BHRIGU ASHRAM,MIDDLE",699,618,0,1317,395,291,0,686,686,56,56,219,94,6,283,1,3,1,1,7,2,2,1,5,2,3,686
160,"KANYA P.P.BHRIGU ASHRAM",539,425,0,964,305,210,0,515,515,0,40,352,81,10,11,0,4,0,0,1,1,2,5,3,1,4,515
161,"KANYA P.P.BHRIGU ASHRAM",421,324,0,745,284,219,0,503,503,0,60,393,21,13,2,1,8,0,0,0,0,1,1,2,0,1,503
162,"P.P.KADAMTAR,NORTH",796,629,0,1425,388,294,0,682,682,0,108,510,31,14,3,0,1,1,0,0,0,0,6,2,1,5,682
163,"P.P.KADAMTAR,MIDDLE",826,637,0,1463,419,244,0,663,663,0,118,456,40,19,7,1,5,0,1,3,4,0,2,1,0,6,663
164,"P.P.KADAMTAR,SOUTH",718,557,0,1275,394,247,0,641,641,0,55,254,272,13,1,0,5,2,1,1,10,1,8,8,2,8,641
165,"P.P.AMRITPALI EAST",484,328,0,812,362,164,0,526,526,0,183,239,46,9,19,2,2,1,1,5,4,3,3,2,2,5,526
166,"P.P.AMRITPALI WEST",452,345,0,797,270,190,0,460,460,0,104,275,11,9,40,0,1,0,0,0,2,1,4,5,0,8,460
167,"P.P.SUREMANPUR,EAST",522,419,0,941,320,240,0,560,560,0,124,371,53,4,0,0,3,0,0,1,0,0,1,1,1,1,560
168,"P.P.SUREMANPUR,WEST",594,441,0,1035,288,230,0,518,518,0,217,214,19,7,45,0,0,1,1,1,1,1,3,3,2,3,518
169,"P.P.SUREMANPUR,EAST",485,397,0,882,288,197,0,485,485,0,68,313,74,5,3,0,0,0,0,2,5,1,5,5,3,1,485
170,"P.P.SONADABAR,NORTH",350,279,0,629,190,134,0,324,324,0,69,77,126,5,30,0,0,0,0,2,14,0,1,0,0,0,324
171,"P.P.SONADABAR,SOUTH",413,289,0,702,267,169,0,436,436,0,120,106,135,1,22,0,1,0,1,3,35,1,3,3,0,5,436
172,"P.P.TAKARSAN,EAST",735,540,0,1275,504,286,0,790,790,0,407,232,108,7,4,2,2,0,1,5,1,1,4,6,2,8,790
173,"P.P.TAKARSAN,WEST",532,380,0,912,388,230,0,618,618,0,379,173,18,8,10,1,0,0,1,1,1,2,1,9,5,9,618
