"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
21,"UCHCHTAR MADHYAMIK  ROOM NO.2 PALTHEDI",494,409,0,903,398,351,0,749,734,0,2,208,371,155,4,1,0,0,1,1,1,5,749
22,"PRAIMARI PATHSHALA ROOM NO. 1 BUNTA",803,698,1,1502,705,454,0,1159,939,0,2,37,1071,40,0,1,0,0,0,4,0,4,1159
23,"PRAIMARI PATHSHALA ROOM NO. 2 BUNTA",447,448,0,895,411,380,0,791,773,0,2,13,772,0,0,0,0,0,1,1,0,2,791
24,"PRAIMARI PATHSHALA ROOM NO. 3 BUNTA",372,331,0,703,308,272,0,580,525,0,3,107,463,4,0,0,0,0,0,1,0,2,580
25,"PRAIMARI PATHSHALA UNUSPUR",314,269,0,583,210,182,0,392,392,0,2,226,4,157,1,0,0,1,0,0,0,1,392
26,"PRIAMARI PATHSHALA JAMIYA MILIYA SCHOOL GURANA",645,559,0,1204,438,368,0,806,806,0,9,302,462,21,1,0,0,0,4,3,1,3,806
27,"PRAIMARI PATHSHALA ROOM NO.1 BHANEDA UDDA",626,523,1,1150,418,377,0,795,795,0,21,192,87,469,11,1,2,1,0,1,4,6,795
28,"PRAIMARI PATHSHALA ROOM NO.2 BHANEDA UDDA",609,529,0,1138,428,339,0,767,767,0,0,2,52,691,12,1,2,0,1,1,2,3,767
29,"PRAIMARI PATHSHALA UTTARI BHAG MANAKPUR",565,455,0,1020,330,261,0,591,589,0,5,304,12,258,3,1,1,0,2,2,1,2,591
30,"PRAIMARI PATHSHALA DAXINI BHAG MANAKPUR",257,194,0,451,162,100,0,262,256,0,2,64,44,147,3,0,0,0,0,1,0,1,262
31,"PRATHMIK VIDYALAY DERA MAJRA MANAKPUR",248,176,0,424,222,157,0,379,347,0,0,1,3,375,0,0,0,0,0,0,0,0,379
32,"PRAIMARI KANYA PATHSHALA OURANGABAD URF GANDEVDA",685,612,0,1297,469,382,0,851,650,0,81,89,35,627,7,0,0,0,6,1,2,3,851
33,"PRAIMARI  PATHSHALA OURANGABAD URF GANDEVDA",432,369,0,801,230,245,0,475,475,0,8,204,7,253,1,0,1,0,0,0,1,0,475
34,"PRATHMIK VIDYALAY JAANIPUR",451,392,1,844,225,236,0,461,366,0,3,297,30,122,4,0,0,0,1,1,2,1,461
35,"PRAIMARI PATHSHALA AHAMADPUR ROOM NO. 1",695,597,2,1294,491,420,0,911,800,0,5,505,39,357,0,0,0,0,1,2,1,1,911
36,"PRAIMARI PATHSHALA UTTARI BHAG SOHANJANI  UMARPUR",848,603,0,1451,623,453,0,1076,1056,0,8,296,535,205,6,3,0,0,1,9,3,10,1076
37,"PRAIMARI PATHSHALA DAXINI BHAG SOHANJANI UMARPUR",775,628,0,1403,524,436,0,960,900,0,31,294,231,387,9,1,2,0,2,0,1,2,960
38,"PRAIMARI PATHSHALA ROOM NO .1 KADARPUR",246,213,0,459,224,197,0,421,421,0,33,8,1,377,1,0,0,0,1,0,0,0,421
39,"PRAIMARI PATHSHALA ROOM NO .1 DULAWA AMBEHTA YAKUBPUR",285,246,0,531,155,162,0,317,96,0,3,280,1,31,0,0,0,0,1,0,0,1,317
40,"PRAIMARI PATHSHALA ROOM NO .1  AMBEHTA YAKUBPUR",367,325,0,692,206,194,0,400,383,0,4,141,2,249,0,0,0,0,0,0,1,3,400
41,"PRAIMARI PATHSHALA ROOM NO .2 AMBEHTA YAKUBPUR",698,582,0,1280,427,385,0,812,812,0,2,160,232,404,4,1,1,0,1,4,2,1,812
42,"PRAIMARI PATHSHALA ROOM NO .1 DABHEDI",363,335,0,698,271,280,0,551,524,0,85,191,142,126,3,0,0,1,1,0,0,2,551
43,"PRAIMARI PATHSHALA ROOM NO .1 DUKHEDI JAMALPUR",530,436,0,966,336,282,0,618,614,0,1,74,154,355,12,3,1,1,3,6,0,8,618
44,"PRAIMARI PATHSHALA ROOM NO .2 DUKHEDI JAMALPUR",415,334,0,749,314,251,0,565,540,0,0,10,123,428,2,0,0,0,2,0,0,0,565
45,"PRAIMARI PATHSHALA  ROOM NO .1CHANDENAMAL",771,690,0,1461,697,584,0,1281,1281,0,29,332,14,897,2,0,0,0,1,4,0,2,1281
46,"PRAIMARI PATHSHALA ROOM NO .2 CHANDENAMAL",256,214,0,470,183,133,0,316,306,0,5,25,44,224,6,0,1,0,1,1,1,8,316
47,"PRAIMARI PATHSHALA ALIPURA",221,190,0,411,182,153,0,335,237,0,4,13,2,308,4,1,0,0,1,0,0,2,335
48,"PRAIMARI PATHSHALA ROOM NO.1 UMAPUR",751,579,0,1330,485,548,0,1033,775,0,3,205,55,758,8,0,0,0,0,0,2,2,1033
49,"PRAIMARI PATHSHALA ROOM NO.2 UMAPUR",410,358,1,769,369,332,0,701,699,0,3,16,14,662,4,1,0,0,1,0,0,0,701
50,"JUNIOR HIGH SCHOOL UTTARI BHAG JALALABAD",789,664,0,1453,496,394,0,890,650,0,49,79,633,117,1,1,2,0,1,3,0,4,890
51,"JUNIOR HIGH SCHOOL UTTARI BHAG JALALABAD",784,668,0,1452,498,420,0,918,918,0,46,101,447,312,7,2,0,1,0,0,0,2,918
52,"JUNIOR HIGH SCHOOL DAXINI BHAG JALALABAD",783,611,0,1394,408,357,0,765,765,0,120,102,521,15,0,0,1,1,0,1,0,4,765
53,"NATION PUBLIC INTER COLLEGE ROOM NO.12 JALALABAD",651,532,0,1183,390,356,0,746,743,0,17,115,340,258,6,1,1,2,0,1,2,3,746
54,"NATION PUBLIC INTER COLLEGE ROOM NO.12 JALALABAD",292,268,0,560,200,165,0,365,340,0,7,78,257,19,0,0,0,0,1,2,0,1,365
55,"IPRATHMIK VIDYALAY IRSHADPURA MAZRA JALALABAD",225,196,0,421,166,169,0,335,240,0,25,190,9,109,1,0,0,0,0,0,1,0,335
56,"RAASTRIYA JUINOR HIGH SCHOOL  ROOM NO .1 JALALABAD",468,349,0,817,364,273,0,637,596,0,5,29,111,469,5,2,1,0,5,3,3,4,637
57,"RAASTRIYA JUINOR HIGH SCHOOL ROOM NO .3 JALALABAD",809,609,0,1418,424,387,0,811,811,0,84,84,635,3,0,0,0,0,2,1,0,2,811
58,"RAASTRIYA JUINOR HIGH SCHOOL ROOM NO .4 JALALABAD",824,705,0,1529,539,455,0,994,991,0,95,43,724,116,5,0,1,0,2,3,1,4,994
59,"RAASTRIYA JUINOR HIGH SCHOOL ROOM NO .5 JALALABAD",511,420,0,931,378,303,0,681,681,0,4,17,144,511,4,0,0,0,0,0,0,1,681
60,"PRAIMARI PATHSHALA UTTARI BHAG ROOM NO .1JALALABAD",673,562,0,1235,421,341,0,762,760,0,72,197,367,114,1,0,1,0,5,2,1,2,762
61,"PRAIMARI PATHSHALA UTTARI BHAG ROOM NO .2 JALALABAD",857,684,0,1541,526,448,0,974,974,0,76,23,612,245,6,1,0,0,2,5,1,3,974
62,"GURUNANAK KANYA INTER COLLEGE ROOM NO .1 JALALABAD",543,494,0,1037,313,301,0,614,586,0,119,122,328,41,0,0,0,0,1,2,0,1,614
63,"GURUNANAK KANYA INTER COLLEGE ROOM NO .2 JALALABAD",641,461,0,1102,303,399,0,702,692,0,18,36,471,165,4,0,0,0,1,2,1,4,702
64,"GURUNANAK KANYA INTER COLLEGE ROOM NO .5  JALALABAD",231,204,0,435,173,148,0,321,321,0,7,9,96,208,0,0,0,0,0,1,0,0,321
65,"GURUNANAK KANYA INTER COLLEGE ROOM NO .3 JALALABAD",696,516,0,1212,400,309,0,709,435,0,22,43,302,331,2,0,0,0,4,0,0,5,709
66,"GURUNANAK KANYA INTER COLLEGE ROOM NO .4 JALALABAD",610,439,1,1050,374,292,0,666,606,0,20,36,228,363,9,1,2,0,2,2,1,2,666
67,"PRAIMARI PATHSHALA ROOM NO. 1 NANGAL",679,597,0,1276,447,354,0,801,791,0,8,217,48,515,4,1,1,0,2,2,1,2,801
68,"PRAIMARI PATHSHALA ROOM NO .1 ISMAILPUR",190,169,0,359,129,146,0,275,275,0,2,68,4,197,3,0,0,0,0,1,0,0,275
69,"PRAIMARI PATHSHALA ROOM NO .1 HASANPUR LUHARI",481,356,0,837,291,229,0,520,514,0,8,12,235,250,5,2,2,0,1,0,1,4,520
70,"PRAIMARI PATHSHALA ROOM NO .6  HASANPUR LUHARI",442,323,0,765,252,205,0,457,405,0,4,2,239,201,5,1,0,1,1,1,1,1,457
71,"PRAIMARI PATHSHALA ROOM NO .2 HASANPUR LUHARI",529,428,1,958,440,184,0,624,619,0,3,10,71,538,1,0,0,0,0,0,0,1,624
72,"PRAIMARI PATHSHALA ROOM NO .7 HASANPUR LUHARI",467,345,0,812,302,234,0,536,501,0,3,13,180,333,3,1,1,0,1,0,0,1,536
73,"PRAIMARI PATHSHALA ROOM NO .3 HASANPUR LUHARI",660,451,0,1111,369,260,0,629,629,0,1,35,537,47,2,0,0,0,0,1,0,6,629
74,"PRAIMARI PATHSHALA ROOM NO .5  HASANPUR LUHARI",364,287,0,651,170,156,0,326,326,0,1,14,283,23,0,0,0,0,0,3,1,1,326
75,"PRAIMARI PATHSHALA ROOM NO .4  HASANPUR LUHARI",748,549,0,1297,399,338,0,737,725,0,10,17,504,194,3,0,0,0,3,4,1,1,737
76,"PRAIMARI PATHSHALA N0. 2 ROOM NO.1 HASANPUR LUHARI",747,581,0,1328,402,340,0,742,730,0,2,11,401,314,4,0,0,0,3,2,0,5,742
77,"PRAIMARI PATHSHALA N0. 2 ROOM NO.2  HASANPUR LUHARI",792,672,1,1465,489,434,0,923,916,0,2,11,401,492,6,2,1,0,2,4,0,2,923
78,"PRAIMARI PATHSHALA AHAATA ROOM NO.1  GOSGARH",480,401,0,881,364,287,0,651,650,0,1,44,19,570,8,1,2,0,3,2,1,0,651
79,"PRAIMARI PATHSHALA AHAATA ROOM NO.2 GOSGARH",415,353,0,768,310,245,0,555,555,0,4,183,12,349,3,0,0,1,2,0,0,1,555
80,"PRAIMARI PATHSHALA KHYAWADI",564,504,0,1068,449,396,0,845,714,0,8,186,19,616,5,1,1,0,1,2,0,6,845
81,"JUNIOR HIGH SCHOOL UTTRI BHAG  NIRALSI URF MARUKHEDI",834,683,0,1517,544,445,0,989,700,0,7,76,263,630,6,1,0,0,2,0,0,4,989
82,"JUNIOR HIGH SCHOOL DAXINI BHAG NIRALSI URF MARUKHEDI",813,662,0,1475,606,422,0,1028,1028,0,2,190,33,787,6,2,0,0,1,2,3,2,1028
83,"PRAIMAIR PATHSHALA ROOM NO 1  BHAISANI ISLAMPUR",522,465,0,987,421,385,0,806,806,0,5,199,593,5,0,0,0,0,0,3,0,1,806
84,"PRAIMAIR PATHSHALA ROOM NO 5  BHAISANI ISLAMPUR",501,457,0,958,452,396,0,848,704,0,1,104,729,6,0,0,0,0,5,2,0,1,848
85,"PRAIMAIR PATHSHALA ROOM NO 2 BHAISANI ISLAMPUR",570,548,0,1118,453,398,0,851,842,0,2,116,720,4,0,0,0,0,0,5,0,4,851
86,"PRAIMAIR PATHSHALA ROOM NO.6 BHAISANI ISLAMPUR",498,461,0,959,392,376,0,768,768,0,6,45,709,6,0,1,0,0,1,0,0,0,768
87,"PRAIMAIR PATHSHALA  BEECH KA ROOM NO.3 BHAISANI ISLAMPUR",600,461,0,1061,383,351,0,734,734,0,0,100,623,4,1,1,0,0,1,1,0,3,734
88,"PRAIMAIR PATHSHALA ROOM NO.7 BHAISANI ISLAMPUR",532,407,0,939,385,295,0,680,680,0,4,31,635,2,0,1,1,0,1,2,1,2,680
89,"PRAIMAIR PATHSHALA ROOM NO.4  BHAISANI ISLAMPUR",546,439,0,985,382,309,0,691,691,0,6,71,602,3,0,0,0,0,2,4,0,3,691
90,"PRAIMAIR PATHSHALA ROOM NO.8 BHAISANI ISLAMPUR",511,433,0,944,368,334,0,702,702,0,0,56,634,3,0,0,0,0,0,6,1,2,702
91,"ISALAMIYA SOCHOOL ROOM NO.5 BHAISANI ISLAMPUR",641,493,0,1134,463,355,0,818,700,0,9,245,534,10,0,1,0,1,1,3,4,10,818
92,"PRATHMIK VIDYALYA ROOM N0. 1 	JAMALPUR",136,121,0,257,118,100,0,218,168,0,1,3,11,199,2,0,0,0,1,0,0,1,218
93,"PRATHMIK VIDYALYA ROOM N0. 1 	MULLAPUR",404,345,0,749,345,283,0,628,623,0,3,28,17,577,1,1,0,0,1,0,0,0,628
94,"PRATHMIK VIDYALYA ROOM N0. 1  MASAWI",505,445,1,951,388,310,0,698,510,0,6,175,388,119,2,1,0,0,0,4,1,2,698
95,"PRATHMIK VIDYALYA ROOM N0.3  MASAWI",460,365,0,825,313,273,0,586,536,0,1,39,516,20,2,1,0,0,2,3,1,1,586
96,"PRATHMIK VIDYALYA ROOM N0. 2  MASAWI",545,458,0,1003,391,338,0,729,700,0,6,114,556,42,1,0,0,1,0,4,1,4,729
97,"PRATHMIK VIDYALYA ROOM N0. 4 MASAWI",400,359,0,759,313,265,0,578,576,0,8,180,332,52,2,1,0,0,1,0,1,1,578
98,"SARASWATI JUNIYAR HIGH SCHOOL ROOM.NO.3 THANABHAWAN",638,542,0,1180,358,305,0,663,662,0,3,97,441,107,1,1,3,0,2,3,2,3,663
99,"SARASWATI JUNIYAR HIGH SCHOOL ROOM.NO.5 THANABHAWAN",573,454,0,1027,335,284,0,619,598,0,3,56,290,262,3,1,0,0,1,0,1,2,619
100,"SARASWATI JUNIYAR HIGH SCHOOL ROOM.NO.4 THANABHAWAN",689,559,0,1248,435,356,0,791,785,0,8,19,497,261,1,0,0,0,1,1,0,3,791
101,"BESIC PRAIMAIR SCHOOL SAHADRA SAHARANPUR SADAK PAR DAXINI BHAG ROOM NO .3 THANABHAWAN",818,637,0,1455,437,296,0,733,703,0,6,340,52,322,3,0,0,0,3,4,1,2,733
102,"BESIC PRAIMAIR SCHOOL SAHADRA SAHARANPUR SADAK PAR DAXINI BHAG ROOM NO .4 THANABHAWAN",900,740,0,1640,728,570,0,1298,1292,0,2,75,1166,40,3,0,2,0,1,5,2,2,1298
103,"BESIC PRAIMAIR SCHOOL SAHADRA SAHARANPUR SADAK PAR DAXINI BHAG ROOM NO .5 THANABHAWAN",660,551,0,1211,436,348,0,784,780,0,1,93,499,184,0,1,1,1,1,0,0,3,784
104,"BESIC PRAIMAIR SCHOOL SAHADRA SAHARANPUR SADAK PAR DAXINI BHAG  THANABHAWAN",556,501,0,1057,429,370,0,799,555,0,0,23,441,327,3,1,0,0,1,2,1,0,799
105,"PRATHMIK VIDYALYA  NO .2 ROOM N0. 1 THANABHAWAN",313,258,0,571,202,176,0,378,378,0,3,12,267,93,0,0,0,0,0,0,0,3,378
106,"PRATHMIK VIDYALYA NO .2 ROOM N0. 2 THANABHAWAN",808,615,0,1423,633,433,0,1066,207,0,0,25,463,567,3,0,0,0,1,4,0,3,1066
107,"KISHAN INTER COLLEGE ROOM NO.9THANABHAWAN",509,415,1,925,327,256,0,583,400,0,3,21,532,23,1,0,0,0,0,0,1,2,583
108,"KISAN INTER COLLEGE ROOM NO.8 THANABHAWAN",442,309,0,751,282,230,0,512,333,0,2,18,438,46,0,0,1,0,2,2,1,2,512
109,"KISAN INTER COLLEGE ROOM NO.12 THANABHAWAN",410,340,0,750,281,228,0,509,509,0,1,6,234,263,2,0,1,0,0,0,0,2,509
110,"KISAN INTER COLLEGE ROOM NO.13 THANABHAWAN",569,443,0,1012,414,347,0,761,519,0,5,22,384,339,6,0,1,0,1,2,0,1,761
111,"KISAN INTER COLLEGE ROOM NO.7 THANABHAWAN",347,289,1,637,247,212,0,459,353,0,7,5,107,332,0,0,1,0,0,2,0,5,459
112,"KISAN INTER COLLEGE ROOM NO.14 THANABHAWAN",291,235,0,526,194,153,0,347,314,0,4,23,129,187,0,0,0,0,0,1,0,3,347
113,"KISAN INTER COLLEGE ROOM NO.6 THANABHAWAN",668,511,0,1179,437,357,0,794,790,0,11,283,236,252,4,0,1,0,3,2,2,0,794
114,"KISAN INTER COLLEGE ROOM NO.15 THANABHAWAN",395,322,0,717,249,212,0,461,461,0,3,12,147,295,1,0,1,0,1,1,0,0,461
115,"KISAN INTER COLLEGE ROOM NO.16 THANABHAWAN",480,396,0,876,329,275,0,604,475,0,11,14,68,496,6,2,1,0,1,3,0,2,604
116,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .4 THANABHAWAN",871,717,1,1589,593,481,0,1074,1050,0,8,16,251,787,5,1,0,0,2,1,0,3,1074
117,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .1 THANABHAWAN",515,438,0,953,295,234,0,529,529,0,6,99,189,225,3,0,0,0,0,1,2,4,529
118,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .6 THANABHAWAN",510,410,0,920,313,244,0,557,556,0,11,106,201,224,4,0,3,1,1,2,1,3,557
119,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .7 THANABHAWAN",547,425,0,972,388,280,0,668,668,0,8,74,426,148,2,0,1,1,2,2,3,1,668
120,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .12 THANABHAWAN",406,375,0,781,267,190,0,457,455,0,6,84,135,226,0,0,0,0,4,1,0,1,457
121,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .2 THANABHAWAN",757,649,0,1406,500,428,0,928,835,0,9,16,438,459,1,1,1,0,0,2,0,1,928
122,"LAJPAT RAY INTER COLLEGE DAXINI BHAG ROOM NO .3 THANABHAWAN",766,649,4,1419,553,405,0,958,958,0,8,71,613,252,1,0,0,0,9,2,1,1,958
123,"PRATHMIK VIDYALYA ABADGARH (VAHIDPURA)",185,160,0,345,128,124,0,252,224,0,1,145,8,94,0,0,0,0,1,1,2,0,252
124,"PRATHMIK VIDYALYALATIF GARH THANABHAWAN DEHAT",399,286,0,685,322,235,0,557,480,0,12,8,47,477,4,1,0,0,1,0,1,6,557
125,"PRAIMARI PATHSHALA KHANPUR",810,666,0,1476,586,448,0,1034,1034,0,13,168,56,785,3,1,0,0,4,0,1,3,1034
126,"PRAIMARI PATHSHALA MANAT MANTI",775,610,0,1385,606,460,0,1066,1063,0,8,98,75,858,12,0,3,4,1,2,1,4,1066
127,"PRAIMARI PATHSHALA ROOM NO .1 MANTI HASANPUR",443,358,0,801,372,308,0,680,679,0,36,30,8,597,3,1,1,0,0,0,0,4,680
128,"PRAIMARI PATHSHALA ROOM NO .2 MANTI HASANPUR",452,363,0,815,323,277,0,600,592,0,3,230,4,359,2,0,0,0,0,1,1,0,600
129,"PRAIMAIR PATHSHAL NO.1 ROOM NO. 1 YARPUR",653,464,0,1117,393,259,0,652,651,0,156,103,38,353,1,0,0,0,1,0,0,0,652
130,"PRAIMAIR PATHSHAL NO.2 ROOM NO. 2 YARPUR",482,356,0,838,242,212,0,454,454,0,17,202,9,216,5,0,0,0,1,0,1,3,454
131,"PRAIMARI PATHSHALA KHERA GADAI",768,658,0,1426,617,441,0,1058,1058,0,146,176,48,679,5,0,0,0,1,1,1,1,1058
132,"PRAIMARI PATHSHALA ROOM NO .1 PURANA BHAVAN BHATU",805,585,0,1390,398,362,0,760,760,0,18,167,299,263,0,1,1,1,2,5,0,3,760
133,"SARV HITKARI JUNIOR HIGH SCHOOL UTTRI BHAG DULLA KHEDI",507,452,0,959,383,345,0,728,728,0,9,7,167,532,3,1,0,0,1,1,3,4,728
134,"SARV HITKARI JUNIOR HIGH SCHOOL  DAXINI BHAG  DULLA KHEDI",797,638,0,1435,432,415,0,847,750,0,7,162,187,469,7,1,2,1,1,4,4,2,847
135,"PRAIMARI PATHSHALA NAYA UTTRI BHAG  KAILSIKARPUR",610,510,0,1120,345,274,0,619,618,0,118,10,75,404,3,0,0,1,3,3,2,0,619
136,"PRAIMARI PATHSHALA NAYA DAXINI BHAG KAILSIKARPUR",586,417,0,1003,328,232,0,560,551,0,99,268,11,173,4,0,0,0,2,1,1,1,560
137,"PRAIMARI PATHSHALA THIRVA",187,146,0,333,131,120,0,251,236,0,4,111,2,132,1,0,0,0,1,0,0,0,251
138,"PRAIMARI PATHSHALA UTTARI BHAG NAUJAL NAUJALI",752,649,0,1401,521,435,0,956,956,0,3,3,11,934,1,0,1,0,1,1,1,0,956
139,"PRAIMARI PATHSHALA PASCHIMI BHAG  NAUJAL NAUJALI",744,643,0,1387,517,427,0,944,910,0,4,155,11,767,1,0,0,0,2,2,2,0,944
140,"PRAIMARI PATHSHALA N0. 2  ROOM N0.1 RASIDGARH",619,576,0,1195,392,368,0,760,408,0,37,136,21,545,4,2,1,1,4,3,3,3,760
141,"PRAIMARI PATHSHALA N0. 2  ROOM N0. 2  RASIDGARH",322,280,0,602,212,183,0,395,390,0,2,364,7,10,0,0,1,0,2,0,3,6,395
142,"PRAIMARI PATHSHALA NAUJALI",374,321,0,695,243,227,0,470,470,0,8,124,69,222,27,2,0,2,2,2,2,10,470
143,"PRAIMARI PATHSHALA UTTARI BHAG  HARAD FATEHPUR",632,598,0,1230,492,454,0,946,944,0,5,4,10,910,10,0,2,0,0,1,0,4,946
144,"PRAIMARI PATHSHALA DHKSHINI BHAG  HARAD FATEHPUR",585,524,0,1109,471,412,0,883,881,0,15,17,59,778,4,2,0,0,2,1,1,4,883
145,"PRAIMARI PATHSHALA MADHY BHAG HARAD FATEHPUR",605,553,0,1158,490,404,0,894,894,0,2,8,156,717,6,0,0,0,3,1,0,1,894
146,"ADARSH UCCH MADHYAMIK VIDYALAY KA DAXINI BHAG ROOM.2 KAHARAD FATEHPUR",674,587,1,1262,445,367,0,812,338,0,8,251,7,528,6,0,2,0,2,2,2,4,812
147,"PRAI MARI PATHSHALA USMANPUR",794,661,0,1455,547,428,0,975,973,0,153,106,145,555,11,0,0,0,1,4,0,0,975
148,"PRAI MARI PATHSHALA PURVI BHAG HIND",758,578,0,1336,491,378,0,869,869,0,7,30,612,198,4,1,1,5,1,2,1,7,869
149,"PRAI MARI PATHSHALA PASCHIMI BHAG HIND",697,537,0,1234,456,362,0,818,816,0,2,296,389,124,0,0,0,0,3,0,2,2,818
150,"PRAIMARI PATHSHALA MAJRA HIND",416,285,0,701,335,200,0,535,535,0,2,61,107,356,3,0,1,1,0,0,1,3,535
151,"PARIMARI PATHSHALA JAGDISHPURK MAJRA HIND",221,189,0,410,179,151,0,330,330,0,4,5,34,280,5,0,1,0,0,0,0,1,330
152,"JUNIOR HIGH SCHOOL MADALPUR",446,373,0,819,346,275,0,621,619,0,29,1,144,443,0,0,0,2,0,1,0,1,621
153,"PRAIMARI PATHSHALA MADALPUR",402,302,0,704,287,213,0,500,429,0,6,133,63,285,5,0,0,1,2,1,0,4,500
154,"PRAIMARI PATHSHALA JASANA URF MASTGARH",564,487,0,1051,362,310,0,672,672,0,3,175,21,464,5,1,0,0,1,1,0,1,672
155,"PRAI MARI PATHSHALA KAZIPURA",555,436,0,991,340,277,0,617,614,0,64,61,22,450,9,2,2,0,1,1,1,4,617
156,"PRAI MARI PATHSHALA ROOM NO1  RAJHAD",744,583,0,1327,467,344,0,811,604,0,161,122,49,459,4,4,2,0,3,1,2,4,811
