"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
17,"KAMAKHYA BAL VIDYA MANDIR KANYAN PUR ROOM NO-2",998,775,0,1773,530,413,0,943,893,0,29,52,686,132,34,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,2,943
18,"KAMAKHYA BAL VIDYA MANDIR KANYAN PUR ROOM NO-3",947,823,0,1770,553,436,0,989,928,0,22,64,653,206,36,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,989
19,"KAMAKHYA BAL VIDYA MANDIR KANYAN PUR ROOM NO-4",743,626,0,1369,443,249,0,692,692,0,40,33,488,107,16,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,692
20,"KAMAKHYA BAL VIDYA MANDIR KANYAN PUR ROOM NO-5",393,333,0,726,244,220,0,464,442,0,7,24,376,37,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,464
21,"MOUNT BERY INTER COLLEGE KANCHANA BIHARI MARG KALYAN PUR ROOM NO-1",726,548,0,1274,457,301,0,758,746,0,24,50,553,89,29,2,1,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,758
22,"MOUNT BERY INTER COLLEGE KANCHANA BIHARI MARG KALYAN PUR ROOM NO-2",603,473,0,1076,345,254,0,599,540,0,29,16,403,114,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,6,599
23,"MOUNT BERY INTER COLLEGE KANCHANA BIHARI MARG KALYAN PUR ROOM NO-3",766,604,0,1370,421,348,0,769,769,0,29,33,558,109,26,2,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,4,769
24,"MOUNT BERY INTER COLLEGE KANCHANA BIHARI MARG KALYAN PUR ROOM NO-4",760,632,0,1392,436,323,0,759,283,0,37,56,505,117,32,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,759
25,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-1",568,461,0,1029,347,228,0,575,572,0,33,39,287,196,15,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,575
26,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO -2",540,419,0,959,278,220,0,498,479,0,16,11,231,212,21,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,498
27,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-3",785,634,0,1419,393,320,0,713,713,0,19,18,456,181,30,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,713
28,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-4",701,585,0,1286,398,288,0,686,681,0,15,35,508,95,21,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,686
29,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-5",432,404,0,836,235,200,0,435,411,0,2,26,270,106,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,435
30,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-6",747,575,5,1327,402,287,0,689,660,0,21,20,194,415,31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,689
31,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-7",502,474,0,976,308,274,0,582,562,0,22,25,430,73,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,3,582
32,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-8",552,480,0,1032,338,252,0,590,585,0,26,9,380,137,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,590
33,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-9",478,371,0,849,192,145,0,337,319,0,13,25,213,66,12,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,337
34,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-10",667,493,0,1160,374,276,0,650,650,0,23,24,352,215,29,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,650
35,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-11",875,735,0,1610,466,387,0,853,853,0,57,66,421,244,44,0,0,1,0,1,0,0,1,2,2,1,0,2,2,1,0,0,1,2,0,0,0,1,0,4,853
36,"RAISHFIL ACADEMY I.COLLEGE KALYAN PUR ROOM NO-12",329,274,0,603,176,146,0,322,304,0,14,22,206,57,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,322
37,"PURVE MA.VI.CHADAN ROOM NO-1",837,698,0,1535,557,398,0,955,945,0,75,183,194,476,6,0,0,1,2,1,0,1,0,2,1,1,2,0,0,0,0,0,3,2,1,1,0,1,0,2,955
38,"PURVE MA.VI.CHADAN ROOM NO-2",861,687,0,1548,491,371,0,862,804,0,54,70,491,215,17,1,0,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5,862
39,"PRA.VIDYALAYA JARHARA ROOM NO-1",546,431,0,977,436,303,0,739,739,0,158,177,284,56,6,2,4,1,2,0,3,0,2,2,2,6,7,1,1,0,3,2,4,1,0,3,2,2,1,7,739
40,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-1",781,615,0,1396,429,328,0,757,670,0,39,129,468,88,18,0,0,0,0,0,0,2,0,0,0,1,0,5,2,0,1,0,1,1,0,0,0,0,0,2,757
41,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-2",740,587,0,1327,366,291,0,657,590,0,20,66,450,80,24,1,0,0,0,0,0,2,0,0,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,1,657
42,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-3",484,393,0,877,277,179,0,456,456,0,114,39,243,41,11,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,456
43,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-4",735,683,0,1418,470,437,0,907,898,0,48,56,663,90,42,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,907
44,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR- ROOM NO5",270,267,0,537,151,159,0,310,309,0,11,21,218,26,27,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,310
45,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-6",780,729,0,1509,444,432,0,876,838,0,43,37,658,84,44,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,876
46,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-7",765,674,0,1439,454,398,0,852,838,0,34,34,645,100,26,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,852
47,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-8",844,620,0,1464,621,260,0,881,881,0,64,170,475,121,17,0,1,0,0,3,1,0,0,2,2,2,2,4,1,0,0,0,3,2,0,0,1,4,3,3,881
48,"KANAUSA GIRLS VIDYALAYA , FARIDI NAGAR ROOM NO-9",843,767,0,1610,516,460,0,976,816,0,121,48,662,97,34,1,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,4,976
49,"KRISHI SAHKARI PRASIKSHAN SANSTHAN SE-21 INDIRA NAGAR ROOM NO-1",727,739,0,1466,398,394,0,792,772,0,18,15,605,97,44,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,792
50,"KRISHI SAHKARI PRASIKSHAN SANSTHAN SE-21 INDIRA NAGAR ROOM NO-2",514,487,0,1001,280,251,0,531,531,0,7,14,382,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,531
51,"KRISHI SAHKARI PRASIKSHAN SANSTHAN SE-21 INDIRA NAGAR ROOM NO-3",650,642,0,1292,357,367,0,724,713,0,10,15,540,110,38,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,724
52,"SHERWOOD ACADEMY PRI.PRA.WING SE. 25 INDIRI NAGAR ROOM NO-1",565,540,0,1105,325,352,0,677,676,0,33,41,499,74,23,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,677
53,"SHERWOOD ACADEMY PRI.PRA.WING SE. 25 INDIRI NAGARROOM NO-2",603,570,0,1173,397,367,0,764,750,0,21,29,571,89,47,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,764
54,"SHERWOOD ACADEMY PRI.PRA.WING SE. 25 INDIRI NAGAR ROOM NO-3",680,587,0,1267,344,337,0,681,677,0,25,70,460,89,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,681
55,"DELHI PUBLIC SCHOOL SE.19 INDIRA NAGAR ROOM NO-1",708,613,0,1321,436,381,0,817,817,0,25,79,545,129,30,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,817
56,"DELHI PUBLIC SCHOOL SE.19 INDIRA NAGAR ROOM NO-2",683,564,0,1247,395,357,0,752,752,0,18,63,507,109,42,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,752
57,"DELHI PUBLIC SCHOOL SE.19 INDIRA NAGAR ROOM NO-3",621,578,0,1199,355,376,0,731,727,0,34,47,504,107,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,731
58,"DELHI PUBLIC SCHOOL SE.19 INDIRA NAGAR ROOM NO-4",503,458,0,961,313,268,0,581,570,0,14,35,377,114,30,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,581
59,"DELHI PUBLIC SCHOOL SE.19 INDIRA NAGAR ROOM NO-5",670,679,0,1349,404,426,0,830,830,0,22,54,565,133,48,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,830
60,"RAVINDRA NATH TAIGOR PUBLIC SCHOOL SE-17 INDIRA NAGAR ROOM NO-1",624,513,0,1137,389,318,0,707,699,0,37,64,433,127,33,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,707
61,"RAVINDRA NATH TAIGOR PUBLIC SCHOOL SE-17 INDIRA NAGAR ROOM NO-2",542,476,0,1018,360,323,0,683,683,0,30,46,477,87,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,4,683
62,"RAVINDRA NATH TAIGOR PUBLIC SCHOOL SE-17 INDIRA NAGAR ROOM NO-3",714,651,0,1365,456,424,0,880,880,0,45,46,605,127,50,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,880
63,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-1",599,591,0,1190,325,313,0,638,506,0,9,15,482,99,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,638
64,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-2",469,466,0,935,259,260,0,519,508,0,3,19,393,75,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,519
65,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-3",644,572,0,1216,358,352,0,710,710,0,21,59,501,85,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,710
66,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-4",661,602,0,1263,409,375,0,784,784,0,32,72,513,120,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,784
67,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-5",616,567,0,1183,379,326,0,705,691,0,23,69,501,67,36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,5,705
68,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-6",609,543,0,1152,362,297,0,659,659,0,43,31,458,73,27,1,9,0,0,1,0,0,1,1,2,2,1,0,0,0,1,1,0,0,1,0,0,1,0,5,659
69,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-7",790,717,0,1507,419,450,0,869,869,0,23,62,628,107,40,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,869
70,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-8",583,536,0,1119,358,319,0,677,675,0,25,52,468,103,20,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,677
71,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-9",546,436,0,982,320,230,0,550,531,0,18,63,361,78,23,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,550
72,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-10",516,411,0,927,310,248,0,558,556,0,38,50,346,97,18,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,558
73,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-11",544,424,0,968,341,257,0,598,590,0,28,46,408,79,22,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,1,0,0,0,1,5,598
74,"R.L.B.SENI.SE.SCHOOL SE-14 INDIRA NAGAR ROOM NO-12",444,379,0,823,275,226,0,501,501,0,35,70,293,73,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,501
75,"RAJ. BALIKA I. COLLEGE SE.11 INDIRA NAGAR ROOM NO-1",768,741,0,1509,419,426,0,845,830,0,23,110,531,115,50,0,0,0,2,0,4,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,845
76,"RAJ. BALIKA I. COLLEGE SE.11 INDIRA NAGAR ROOM NO-2",761,676,0,1437,465,409,0,874,862,0,27,98,557,131,52,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,874
77,"RAJ. BALIKA I. COLLEGE SE.11 INDIRA NAGAR ROOM NO-3",547,491,0,1038,331,311,0,642,629,0,24,73,441,66,29,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,642
78,"RAJ. BALIKA I. COLLEGE SE.11 INDIRA NAGAR ROOM NO-4",696,637,0,1333,438,419,0,857,857,0,27,117,529,128,45,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,1,0,0,1,2,857
79,"KULWANTI CONVENT SCHOOL HARIHAR NAGAR  ISMAIL GANJ ROOM NO-1",811,585,0,1396,395,245,0,640,640,0,31,29,352,201,15,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,640
80,"KULWANTI CONVENT SCHOOL HARIHAR NAGAR  ISMAIL GANJ ROOM NO-2",512,408,0,920,306,250,0,556,556,0,27,32,322,137,25,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,1,0,1,0,2,556
81,"KULWANTI CONVENT SCHOOL HARIHAR NAGAR  ISMAIL GANJ ROOM NO-3",854,665,0,1519,471,376,0,847,821,0,30,70,606,114,15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1,0,1,3,1,847
82,"KULWANTI CONVENT SCHOOL HARIHAR NAGAR  ISMAIL GANJ ROOM NO-4",852,679,0,1531,506,393,0,899,899,0,45,82,597,128,29,1,0,1,0,0,1,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,6,899
83,"L.B.S.PUBLIC INTER COLLEGE HARIHAR NAGAR ISMAIL GANJ-1",838,657,0,1495,469,350,0,819,791,0,13,28,447,283,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,819
84,"L.B.S.PUBLIC INTER COLLEGE HARIHAR NAGAR ISMAIL GANJ-2",921,727,0,1648,493,413,0,906,710,0,41,39,613,151,45,1,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,906
85,"L.B.S.PUBLIC INTER COLLEGE HARIHAR NAGAR ISMAIL GANJ-3",707,576,0,1283,374,295,0,669,669,0,43,39,429,113,30,0,3,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,669
86,"L.B.S.PUBLIC INTER COLLEGE HARIHAR NAGAR ISMAIL GANJ-4",838,721,0,1559,469,407,0,876,827,0,29,68,649,90,25,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,5,876
87,"VASUDEO GIRLS DIGREE COLLEGE 51 VIMAL NAGAR ROOM NO-1",321,280,0,601,149,118,0,267,262,0,0,22,182,54,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267
88,"VASUDEO GIRLS DIGREE COLLEGE 51 VIMAL NAGAR ROOM NO-2",1026,642,0,1668,556,315,0,871,690,0,52,77,529,160,19,2,0,0,1,1,1,4,1,6,2,2,2,0,0,0,0,0,0,0,1,1,0,1,1,8,871
89,"VASUDEO GIRLS DIGREE COLLEGE 51 VIMAL NAGAR ROOM NO-3",938,719,0,1657,555,417,0,972,972,0,68,62,609,176,32,0,0,0,1,0,0,1,0,3,1,3,2,1,0,1,0,0,1,0,0,0,1,1,1,8,972
90,"VASUDEO GIRLS DIGREE COLLEGE 51 VIMAL NAGAR ROOM NO-4",602,466,0,1068,314,232,0,546,546,0,23,28,362,99,21,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,1,0,1,0,4,546
91,"NAGAR NIGAM DIGREE SURENDRA NAGAR ISMAIL GANJ ROOM NO-1",776,651,1,1428,372,253,0,625,625,0,44,115,347,97,13,0,0,0,0,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,625
92,"NAGAR NIGAM DIGREE SURENDRA NAGAR ISMAIL GANJ ROOM NO-2",843,629,1,1473,385,275,0,660,660,0,43,110,410,79,6,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0,0,1,0,1,0,660
93,"NAGAR NIGAM DIGREE SURENDRA NAGAR ISMAIL GANJ ROOM NO-3",518,374,0,892,208,145,0,353,345,0,43,13,234,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,353
94,"NAGAR NIGAM DIGREE SURENDRA NAGAR ISMAIL GANJ ROOM NO-4",695,486,1,1182,303,232,0,535,535,0,44,50,327,105,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
95,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-1",523,511,0,1034,316,298,0,614,610,0,11,34,430,101,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,614
96,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-2",507,474,0,981,278,273,0,551,505,0,25,49,351,95,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,551
97,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-3",790,691,0,1481,439,381,0,820,804,0,26,49,542,154,37,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,5,820
98,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-4",617,518,0,1135,386,286,0,672,570,0,31,54,459,76,39,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,6,672
99,"CENTRAL ACADEMY SE.9 INDIRA NAGAR ROOM NO-5",525,514,0,1039,301,301,0,602,202,0,27,65,392,91,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,602
