"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAGDAMBIKA PAL","2 - MATA PRASAD PANDEY","3 - MUHAMMAD MUQEEM","4 - VASUNDHARA","5 - HAMIDULLAH CHAUDHARY","6 - DR. MOHD. AYUB","7 - ARJUN SINGH","8 - PINGLE PRASAD","9 - BADRE ALAM","10 - MANOJ KUMAR","11 - RAVI KUMAR","12 - DR. SATYENDRA  NATH PANDEY","13 - SANTRAM","14 - KALI RAM","15 - DIWAKAR PRASAD","16 - MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA","17 - RAM UGRAH","18 - None of the Above","Total Votes Secured"
26,PIPRA,598,477,0,1075,275,259,0,534,530,0,95,49,141,204,5,2,3,8,3,1,0,2,4,4,4,4,2,3,534
27,"MAHUWA KALA",437,382,0,819,205,200,0,405,393,0,95,53,33,179,6,4,0,3,3,0,2,5,5,1,4,9,0,3,405
28,"MAHUWA KALA",450,377,0,827,218,178,0,396,389,0,186,9,103,56,4,2,0,5,1,0,2,3,4,4,1,12,2,2,396
29,"SONFERWA KHURD",437,367,0,804,210,196,0,406,399,0,135,25,96,80,5,33,0,1,3,3,4,4,2,1,3,6,3,2,406
30,TIWARIPUR,393,374,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"BARANW NANKAR",487,399,1,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"BARANW NANKAR",388,317,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,JIVPUR,243,199,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,JIVPUR,301,260,0,561,143,160,0,303,295,0,50,63,81,44,5,13,2,5,0,3,0,2,2,5,2,4,11,11,303
35,CHETIYA,542,440,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,SEKHUI,642,605,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"KOLHUI BUJURG",552,453,0,1005,191,247,0,438,431,0,64,19,142,184,7,9,0,1,1,1,1,1,3,3,0,2,0,0,438
38,MECHUKA,471,365,0,836,210,202,0,412,406,0,150,14,34,185,8,1,2,1,0,2,0,4,0,0,4,4,3,0,412
39,"DANDWA GHAT",119,115,0,234,50,65,0,115,102,0,59,16,16,21,0,0,0,0,0,0,0,0,0,0,0,2,1,0,115
40,JHALHEKHOR,421,347,0,768,192,184,0,376,369,0,128,110,25,74,5,1,0,0,2,3,3,6,2,4,1,5,5,2,376
41,TELAURA,584,484,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"VIMAUWA BUJURG",428,333,0,761,188,154,0,342,339,0,60,16,78,154,5,1,1,2,2,1,0,5,0,3,2,7,2,3,342
43,MAGARGAHA,259,210,0,469,131,129,0,260,254,0,94,31,89,33,3,0,0,1,0,0,0,0,0,1,2,2,1,3,260
44,BHAISHAT,309,245,0,554,141,122,0,263,253,0,78,36,74,64,4,2,1,2,0,0,0,0,0,0,1,1,0,0,263
45,BALEJINWA,462,379,2,843,263,227,0,490,453,0,167,153,24,52,1,2,0,2,3,1,2,7,4,4,6,11,24,27,490
46,RAMTIKRA,432,330,0,762,238,218,0,456,452,0,106,179,97,22,1,13,1,3,1,4,0,7,0,3,7,4,3,5,456
47,JANIYAJOT,643,519,0,1162,301,302,0,603,585,0,48,85,49,237,6,77,56,4,2,1,1,4,2,2,10,13,2,4,603
48,JANIYAJOT,622,494,0,1116,262,236,0,498,492,0,41,25,142,233,5,19,6,1,1,1,0,0,4,8,4,4,2,2,498
49,"HIYAT NAGAR",645,572,0,1217,333,359,0,692,685,0,195,131,39,221,15,11,3,2,0,0,2,7,5,5,4,17,17,18,692
50,BADHARGHAT,801,646,0,1447,368,370,0,738,722,0,151,227,150,113,9,21,1,3,7,2,4,7,6,5,3,20,1,8,738
51,BADHARGHAT,381,327,0,708,197,178,0,375,371,0,127,47,98,75,0,2,1,4,1,0,0,4,1,4,1,5,3,2,375
52,SANGRAMPUR,261,225,0,486,133,125,0,258,248,0,47,87,6,99,5,2,0,0,0,0,0,1,3,1,3,3,0,1,258
53,BHAKURAHWA,277,242,0,519,138,137,0,275,269,0,89,96,57,13,3,0,0,2,0,2,1,3,1,3,1,1,1,2,275
54,NIHALWA,325,250,0,575,137,176,0,313,305,0,40,48,108,80,5,7,0,4,1,1,1,2,0,0,0,2,6,8,313
55,RUDRAPUR,334,255,2,591,169,135,0,304,301,0,125,82,50,35,0,0,1,2,0,0,0,2,0,3,0,1,0,3,304
56,BASTHA,593,474,0,1067,290,293,0,583,582,0,93,200,100,144,6,3,3,1,1,1,1,2,2,6,5,9,2,4,583
57,REHRA,830,662,0,1492,418,353,0,771,768,0,149,173,94,265,10,4,2,2,4,3,0,9,4,7,5,19,8,13,771
58,CHETIYA,421,388,0,809,214,233,0,447,435,0,74,103,193,23,10,2,0,5,3,0,1,5,2,12,3,6,2,3,447
59,CHETIYA,431,388,0,819,192,213,0,405,398,0,68,204,66,28,2,2,1,4,3,1,0,3,5,1,6,6,0,5,405
60,CHETIYA,426,359,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CHETIYA,525,426,0,951,203,163,0,366,362,0,172,60,6,82,2,2,1,1,2,1,3,4,3,3,1,4,13,6,366
62,CHETIYA,719,595,0,1314,389,305,0,694,669,0,219,244,36,110,5,11,0,4,1,4,3,5,5,5,7,27,5,3,694
63,DASIYA,425,411,0,836,188,244,0,432,425,0,71,121,72,111,3,15,1,2,2,1,0,4,1,0,4,15,0,9,432
64,TIWAR,356,310,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,ASIDHAWA,313,259,0,572,161,157,0,318,316,0,84,84,54,81,2,0,0,2,0,0,0,2,2,1,0,1,1,4,318
66,"THUMHWA BUJURG",491,490,0,981,210,285,0,495,486,0,102,53,231,84,4,6,0,2,1,1,1,0,1,3,1,1,0,4,495
67,CHHATWA,654,530,0,1184,317,325,0,642,648,0,226,105,110,145,5,4,5,6,1,2,5,6,5,3,3,6,2,3,642
68,TIGHARA,382,284,0,666,167,135,0,302,295,0,64,72,24,102,1,16,1,1,1,0,0,4,1,1,0,7,4,3,302
69,UDAWALIYA,508,431,0,939,224,225,0,449,435,0,219,59,68,78,1,4,1,1,2,1,0,5,2,0,0,0,6,2,449
70,MAU,458,380,0,838,244,242,0,486,471,0,229,117,18,101,7,1,2,0,3,0,0,3,0,0,3,2,0,0,486
71,ASHOGAWA,604,515,0,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,NEURI,857,643,0,1500,376,346,0,722,719,0,163,77,220,187,7,16,0,7,4,1,3,6,3,4,4,10,3,7,722
73,NEURI,422,343,0,765,195,180,0,375,371,0,11,110,153,39,3,24,2,11,1,0,0,1,0,6,1,4,1,8,375
74,BIHRA,344,277,0,621,219,160,0,379,372,0,110,136,25,84,2,1,0,0,0,1,0,2,0,1,1,2,6,8,379
75,MARCHA,391,320,0,711,248,168,0,416,409,0,18,86,37,217,18,2,1,2,0,3,3,2,2,1,1,2,5,16,416
76,CHANDEGADIYA,229,192,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,NAWAILA,426,299,0,725,208,172,0,380,374,0,83,66,72,129,6,10,0,3,1,0,0,0,1,1,4,3,0,1,380
78,MAJIGWA,489,397,5,891,297,263,0,560,559,0,262,90,45,147,0,1,1,1,2,0,1,2,0,0,2,1,4,1,560
79,SUBHAULI,375,343,0,718,177,192,0,369,358,0,13,53,161,55,3,51,1,6,2,1,3,4,2,3,1,3,1,6,369
80,SUBHAULI,448,398,0,846,211,231,0,442,435,0,195,74,24,79,8,7,3,0,1,4,2,4,3,5,3,15,10,5,442
81,CODARI,575,404,0,979,249,285,0,534,529,0,148,111,95,146,7,4,4,0,0,1,0,5,1,1,0,6,2,3,534
82,"BHADAHI URF MISHRAULIYA",300,264,0,564,178,170,0,348,337,0,51,165,15,111,1,0,0,1,0,0,0,0,1,0,0,1,0,2,348
83,"TARA GUJRAOLIYA",198,158,0,356,117,108,0,225,211,0,75,27,14,71,6,4,6,2,3,0,0,1,1,5,1,5,2,2,225
84,BALUA,662,554,0,1216,377,387,0,764,752,0,41,239,123,305,5,10,29,3,0,1,2,1,0,3,1,1,0,0,764
85,SATWADHI,717,576,0,1293,326,257,0,583,576,0,89,112,161,47,5,76,51,8,2,1,1,4,2,4,8,9,1,2,583
86,DADIYA,456,351,0,807,266,220,0,486,476,0,165,102,74,85,0,2,38,2,1,0,1,4,1,1,5,2,0,3,486
87,BHAGAUTAPUR,313,255,0,568,186,160,0,346,339,0,118,61,33,98,5,1,10,1,0,0,2,3,0,2,1,6,4,1,346
88,SUPARAJA,654,484,4,1142,393,340,0,733,726,0,163,67,41,190,5,5,186,10,2,2,4,4,2,6,19,8,12,7,733
89,NAGWA,538,453,0,991,332,280,0,612,602,0,190,51,119,175,2,4,37,5,0,2,2,3,1,2,3,12,4,0,612
90,SUPAGHAT,453,399,0,852,276,255,0,531,525,0,36,38,58,159,4,4,174,6,4,3,1,2,1,2,27,7,4,1,531
91,SONKHAR,499,314,0,813,237,200,0,437,428,0,61,150,19,105,6,12,25,6,2,18,2,3,1,4,11,9,1,2,437
92,SONKHAR,652,479,0,1131,227,240,0,467,455,0,95,163,42,85,4,18,17,5,3,6,1,3,3,3,5,10,2,2,467
93,SONKHAR,542,379,0,921,311,229,0,540,537,0,90,232,16,153,2,10,2,3,1,1,0,4,2,0,2,7,4,11,540
94,TRILOKPUR,315,277,0,592,145,143,0,288,283,0,33,109,12,106,4,10,0,0,2,0,0,3,2,1,1,0,1,4,288
95,"GULRIHA RAJA",472,354,0,826,242,188,0,430,428,0,39,241,26,64,7,2,8,4,0,7,2,1,3,3,7,9,1,6,430
96,"MUDILA RAJA",302,230,0,532,125,148,0,273,270,0,65,42,40,80,4,0,15,1,0,0,0,9,3,2,2,5,2,3,273
97,TEKAPAR,275,215,0,490,166,147,0,313,310,0,26,100,11,124,1,1,42,1,1,0,0,1,1,2,0,2,0,0,313
98,BABHANITAL,378,321,0,699,192,190,0,382,380,0,66,96,96,71,4,27,4,1,2,1,1,1,1,2,0,5,3,1,382
99,SUPABAKSI,236,199,0,435,138,137,0,275,272,0,21,3,108,106,1,3,14,4,0,2,0,0,2,2,1,2,2,4,275
100,BHANWARI,553,452,0,1005,275,228,0,503,495,0,69,189,76,116,7,5,2,1,1,1,3,4,4,3,5,11,3,3,503
101,AZAMAGARH,281,232,0,513,154,147,0,301,297,0,73,38,8,143,5,0,1,2,0,0,0,6,3,0,1,3,8,10,301
102,PHOOLPUR,713,505,0,1218,410,314,0,724,711,0,202,114,45,201,4,2,83,7,3,2,4,8,6,5,19,15,1,3,724
103,TADWALGHAT,475,356,0,831,268,233,0,501,488,0,44,61,47,228,7,3,89,3,0,0,1,1,0,0,7,2,4,4,501
104,DATRANGWA,270,231,0,501,157,136,0,293,287,0,43,29,4,150,8,0,46,1,1,0,0,0,0,2,6,0,1,2,293
105,BHUJRAYI,596,486,0,1082,332,291,0,623,617,0,109,235,64,148,7,1,20,6,1,2,1,5,2,6,9,4,2,1,623
106,PAKARDIHA,663,568,1,1232,284,366,0,650,643,0,124,136,159,148,15,2,12,5,2,3,3,3,0,1,2,21,4,10,650
107,HATAKHAS,518,405,0,923,261,183,0,444,431,0,55,209,81,41,11,14,7,3,1,3,0,1,3,2,1,3,3,6,444
108,HATAKHAS,581,444,0,1025,255,218,0,473,471,0,27,146,79,128,9,8,17,9,3,2,0,8,7,8,6,11,0,5,473
109,SONBARSA,476,401,0,877,286,239,0,525,519,0,148,180,13,137,5,3,1,0,0,1,0,7,2,3,2,3,10,10,525
110,DEVPUR,336,234,0,570,215,176,0,391,381,0,107,63,4,190,4,2,1,3,5,1,0,1,0,1,0,3,5,1,391
111,MADHUKARPUR,365,255,0,620,183,155,0,338,331,0,108,21,140,45,1,3,0,3,0,0,0,2,3,1,1,4,3,3,338
112,PATKHAULI,903,633,0,1536,445,330,0,775,769,0,207,218,130,72,1,1,99,10,2,1,1,3,1,3,20,2,3,1,775
113,TIWARIPUR,398,332,0,730,233,208,0,441,439,0,240,76,24,66,2,13,1,1,2,1,0,0,0,3,2,4,5,1,441
114,"HARRIYA NANKAR",464,373,0,837,257,218,0,475,472,0,95,76,75,161,7,6,1,3,5,3,2,5,5,6,7,8,3,7,475
115,RAMWAPUR,218,180,0,398,134,131,0,265,261,0,66,68,49,16,0,2,54,1,2,1,0,0,0,0,2,1,1,2,265
116,KADMAHWA,405,340,0,745,195,217,0,412,403,0,89,96,14,137,4,23,15,1,0,0,2,6,1,3,8,5,3,5,412
117,BHAGAUTAPUR,425,329,0,754,228,227,0,455,441,0,38,110,106,144,6,20,1,1,1,4,3,3,3,2,2,3,1,7,455
118,BANDHAWATAL,281,252,0,533,156,155,0,311,306,0,25,36,49,153,2,1,21,1,4,2,1,3,1,2,5,3,1,1,311
119,TEJGARH,687,598,0,1285,360,393,0,753,743,0,161,158,120,187,9,3,43,3,1,3,6,9,3,5,12,13,6,11,753
120,"SEMRA MUSTAHAKAM",812,675,0,1487,416,385,0,801,741,0,265,75,187,141,4,53,3,3,5,1,7,16,2,5,1,20,5,8,801
121,"BANJARHA BUJURG",634,514,0,1148,339,290,0,629,621,0,147,87,80,31,3,5,183,7,0,2,1,1,1,8,46,15,10,2,629
122,"DOMARIYA BUJURG",851,666,1,1518,335,285,0,620,618,0,187,63,71,247,7,4,0,2,2,1,2,5,3,3,3,7,9,4,620
123,TIKUR,670,526,1,1197,375,290,0,665,661,0,397,117,20,64,3,31,0,0,2,0,0,3,2,0,2,5,14,5,665
124,TIKUR,534,410,0,944,250,234,0,484,471,0,81,49,157,13,1,148,2,3,2,0,3,4,1,2,5,12,0,1,484
125,MAHULANI,735,490,0,1225,333,249,0,582,574,0,253,98,131,70,2,2,1,2,0,0,0,3,0,4,1,8,3,4,582
126,SEMRAHANA,330,201,0,531,124,133,0,257,254,0,66,11,63,32,3,50,2,4,0,0,1,1,5,5,4,2,2,6,257
127,SAKARPAR,636,503,0,1139,372,284,0,656,651,0,223,95,166,58,0,7,70,8,6,1,0,4,2,5,6,3,1,1,656
128,BANAULI,569,443,0,1012,274,234,0,508,498,0,255,89,36,105,3,1,0,1,1,0,1,0,0,3,1,4,3,5,508
129,AIECHANI,769,610,0,1379,377,294,0,671,652,0,321,87,114,118,4,2,1,2,1,1,0,3,2,1,0,5,6,3,671
130,BHAGPURWA,223,176,0,399,113,136,0,249,241,0,127,62,18,20,4,0,1,1,0,0,0,6,0,2,0,6,2,0,249
131,BELHARA,569,449,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"MAHUI NANKAR",590,440,0,1030,273,242,0,515,496,0,128,96,135,62,4,28,16,3,0,2,0,3,3,3,10,15,4,3,515
133,"MAHUI NANKAR",543,419,0,962,285,239,0,524,513,0,65,46,120,122,3,28,85,10,0,1,0,5,1,4,26,8,0,0,524
134,GENGTA,644,485,0,1129,285,295,0,580,572,0,180,121,123,90,6,19,2,3,3,0,1,5,2,7,2,13,2,1,580
135,PARROYI,626,433,0,1059,365,287,0,652,649,0,276,72,202,64,2,2,1,1,1,1,0,3,1,6,5,10,4,1,652
136,"SURAHI TAL",268,253,0,521,149,140,0,289,283,0,24,146,38,66,4,1,0,1,2,0,0,0,0,1,2,1,1,2,289
137,KOTIYA,505,402,0,907,254,163,0,417,413,0,95,235,11,27,2,5,12,1,0,2,0,3,1,2,5,8,4,4,417
138,KOTIYA,394,310,0,704,189,160,0,349,341,0,120,50,108,37,3,0,5,1,0,0,0,0,1,3,5,7,4,5,349
139,BELBANWA,499,397,0,896,333,241,0,574,563,0,130,130,21,73,5,2,150,12,1,1,1,4,1,2,25,7,6,3,574
140,KUDJA,700,547,0,1247,352,302,0,654,649,0,84,134,141,80,12,24,57,9,5,3,3,9,12,7,20,23,8,23,654
141,KUDJA,835,669,0,1504,397,314,0,711,702,0,149,230,27,185,17,1,40,8,6,2,0,5,9,6,11,10,0,5,711
142,DULHI,354,245,0,599,148,160,0,308,301,0,91,38,81,88,2,0,0,2,0,0,1,1,1,0,0,2,1,0,308
143,TALCHORAYI,417,328,0,745,238,208,0,446,441,0,60,60,159,118,7,2,3,10,0,4,1,3,5,2,5,6,1,0,446
144,PENDARIBUJURG,678,536,0,1214,376,334,0,710,701,0,187,303,68,100,7,1,0,1,3,0,3,5,5,3,3,9,7,5,710
145,PENDARIBUJURG,664,543,1,1208,363,343,0,706,700,0,211,156,207,71,5,3,2,5,1,3,0,5,2,11,3,18,3,0,706
146,CHITAUNI,351,300,0,651,147,168,0,315,310,0,119,141,12,14,0,0,2,2,2,0,0,1,3,6,5,6,2,0,315
147,KALNAKHOR,530,400,0,930,235,223,0,458,452,0,177,104,58,73,5,13,1,4,1,1,2,2,4,4,1,6,2,0,458
148,KALNAKHOR,384,274,0,658,182,102,0,284,281,0,119,40,20,81,2,5,0,2,2,2,1,0,0,3,0,0,4,3,284
149,KALNAKHOR,784,608,0,1392,402,294,0,696,691,0,226,192,117,103,4,2,1,3,2,2,1,8,1,4,2,18,3,7,696
150,GULRIHA,478,329,0,807,237,180,0,417,402,0,54,79,19,208,7,27,6,1,0,0,0,6,0,2,0,7,0,1,417
151,MADUWAPUR,593,508,0,1101,305,278,0,583,581,0,106,48,97,239,12,3,2,8,3,3,4,7,10,5,6,21,4,5,583
152,BAGHA,255,193,0,448,158,119,0,277,271,0,41,12,21,117,3,3,53,1,0,1,1,3,3,7,8,0,0,3,277
153,KAITHWALIYA,500,388,0,888,223,199,0,422,421,0,77,67,110,140,5,4,2,0,0,0,0,3,1,3,4,3,1,2,422
154,"LAMUYI TAL",504,362,0,866,193,170,0,363,359,0,62,77,98,62,3,30,6,2,1,1,3,4,1,0,3,7,2,1,363
155,DEVBHARIYA,588,438,0,1026,210,172,0,382,280,0,182,31,72,69,4,8,0,1,0,1,0,1,0,0,0,2,7,4,382
156,PARSIYA,623,505,0,1128,225,205,0,430,425,0,151,21,133,53,2,41,1,3,0,1,2,3,3,4,3,8,0,1,430
157,BAGHAULI,372,300,0,672,180,166,0,346,341,0,134,29,128,19,2,1,1,1,1,1,0,4,3,2,2,4,6,8,346
158,HARDWAR,449,380,0,829,245,229,0,474,470,0,93,17,251,68,7,8,9,5,0,1,0,2,0,2,9,0,0,2,474
159,KHOJIPUR,381,332,0,713,148,170,0,318,310,0,83,39,133,31,0,12,0,3,0,0,0,3,0,0,0,0,6,8,318
160,HARRIYA,797,581,0,1378,341,290,0,631,625,0,123,15,227,40,8,170,4,6,6,5,3,4,5,5,2,5,2,1,631
161,"KHARIKA KHAS",443,371,0,814,226,180,0,406,400,0,94,17,162,77,2,24,3,7,1,0,2,1,4,1,1,2,4,4,406
162,"RAMWAPUR DUBE",591,474,0,1065,294,278,0,572,570,0,240,39,144,99,3,13,1,3,0,2,2,2,4,2,1,9,5,3,572
163,"RAMWAPUR DUBE",450,372,1,823,195,258,0,453,450,0,17,39,80,5,2,292,2,2,2,1,2,1,0,1,0,4,1,2,453
164,AKSRAMAFI,479,401,0,880,237,225,0,462,460,0,135,23,108,113,9,44,3,2,0,0,3,5,1,3,2,4,3,4,462
165,"PADIE KHURD",296,280,0,576,160,159,0,319,310,0,120,34,27,76,3,28,0,0,0,0,1,5,2,4,2,10,5,2,319
166,SUJNAPUR,511,464,0,975,236,257,0,493,480,0,87,8,40,63,7,248,3,0,3,5,1,3,4,4,2,4,4,7,493
167,DHANWAR,308,246,0,554,201,151,0,352,345,0,67,18,119,118,5,14,0,1,1,0,2,2,1,1,1,1,1,0,352
168,"GAURA PACHPEDWA",579,466,0,1045,248,290,0,538,525,0,144,48,30,83,8,210,2,1,0,0,0,2,0,0,2,6,2,0,538
169,NADANW,777,772,0,1549,413,447,0,860,855,0,317,37,280,56,18,70,2,2,2,3,6,14,4,9,6,19,8,7,860
170,NACHANI,385,378,0,763,253,237,0,490,485,0,237,13,62,106,7,4,0,3,6,27,2,3,3,3,2,7,4,1,490
171,"THUMWA BHIYA",514,476,1,991,188,197,0,385,380,0,90,8,82,48,5,133,0,3,0,0,2,3,0,1,2,5,2,1,385
172,TILAULI,626,543,0,1169,385,323,0,708,700,0,390,28,126,72,2,52,1,1,2,1,2,7,2,2,0,5,11,4,708
173,TILAULI,613,512,1,1126,232,309,0,541,535,0,6,18,33,3,23,441,1,0,1,4,2,2,0,0,1,3,1,2,541
174,DHANDHAPAR,167,178,0,345,76,96,0,172,170,0,41,11,33,3,2,77,0,1,1,1,1,1,0,0,0,0,0,0,172
175,MAHUWA,531,470,0,1001,248,262,0,510,500,0,181,65,67,44,7,121,1,2,0,0,0,4,0,2,0,0,13,3,510
176,"JIGINA BUJURG",535,517,0,1052,192,267,0,459,445,0,82,59,81,37,4,167,1,3,1,0,3,4,1,3,1,11,0,1,459
177,DANOQUIYA,510,442,0,952,257,261,0,518,510,0,174,55,108,90,8,27,0,8,2,0,2,7,2,4,6,16,5,4,518
178,SIKTA,503,450,0,953,269,259,0,528,515,0,74,89,143,151,8,32,4,4,1,2,0,3,2,1,3,5,3,3,528
179,SIKTA,453,473,0,926,242,240,0,482,475,0,173,39,21,140,3,68,5,0,1,2,2,4,5,2,0,10,6,1,482
180,PIPRAHIYA,285,258,0,543,150,146,0,296,285,0,199,35,24,20,1,0,1,2,0,0,0,4,0,1,2,3,2,2,296
181,KATHA,226,239,0,465,136,139,0,275,270,0,135,23,47,38,2,0,3,2,2,0,1,5,0,1,2,3,10,1,275
182,BANKATIYA,432,419,0,851,260,248,0,508,500,0,215,9,96,138,3,24,3,2,3,2,1,5,0,1,1,3,2,0,508
183,"BAIDAULI KALA",616,489,0,1105,343,327,0,670,665,0,143,100,183,132,9,42,3,4,4,1,0,2,2,2,5,6,13,19,670
184,"BAIDAULI KHURD",250,216,0,466,115,86,0,201,200,0,80,11,62,36,1,0,0,2,0,0,0,3,0,1,2,3,0,0,201
185,"KATSARYA KHURD",205,154,0,359,110,95,0,205,200,0,76,4,34,79,2,0,0,1,2,0,1,2,2,0,0,1,1,0,205
186,ASHOGAWA,428,413,0,841,212,271,0,483,475,0,110,18,228,66,0,34,0,4,0,1,0,0,2,4,3,9,3,1,483
187,PRATAPPUR,588,494,0,1082,334,285,0,619,610,0,267,28,180,89,4,16,2,5,3,0,0,2,0,1,4,3,5,10,619
188,BANSI,210,204,0,414,101,85,0,186,175,0,131,8,33,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,186
189,BANSI,748,560,0,1308,380,255,0,635,625,0,336,61,102,84,4,16,0,0,1,1,0,1,1,1,3,2,13,9,635
190,BANSI,680,536,0,1216,330,268,0,598,585,0,371,43,54,102,0,9,3,3,1,1,1,0,0,2,1,4,1,2,598
