"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
24,"PRIPARY SCHOOL AHIROLI",344,267,0,611,208,191,0,399,97,0,49,172,120,49,1,0,0,0,1,2,0,0,1,1,0,3,399
25,"PRIPARY SCHOOL MATHIYA KARTAGIRI",668,492,0,1160,331,299,0,630,25,0,275,237,63,12,1,3,2,3,7,4,2,1,4,6,7,3,630
26,"PRIPARY SCHOOL BADAHARA BRIT",626,481,0,1107,271,258,0,529,26,0,160,225,71,33,2,2,3,0,2,6,4,2,2,3,6,8,529
27,"PRIPARY SCHOOL CHIRKUTHA",558,420,0,978,316,337,0,653,238,0,189,346,21,22,3,1,2,6,6,6,1,5,13,6,8,18,653
28,"PRIPARY SCHOOL LOHARPATTI",606,490,0,1096,376,315,0,691,203,0,297,227,21,84,9,0,2,0,9,5,1,0,3,10,5,18,691
29,"PRIPARY SCHOOL MATHIYA MAFI DAKAHI  PASCHIMI KHAND",876,618,1,1495,483,434,0,917,217,0,558,210,37,26,4,4,9,4,5,17,5,4,7,6,4,17,917
30,"PRIPARY SCHOOL MATHIYA MAFI DAKAHI PURVI KHAND",1019,828,1,1848,538,607,0,1145,157,0,586,342,77,44,7,3,1,6,7,21,5,0,9,6,7,24,1145
31,"PRIPARY SCHOOL GODRIYA",794,639,0,1433,413,401,0,814,207,0,533,123,32,35,4,2,4,3,5,20,1,3,10,8,7,24,814
32,"PRIPARY SCHOOL NORTH KHAND JANGAL VISHUNPURA",717,534,0,1251,396,373,0,769,126,0,558,120,36,14,3,1,0,4,5,6,1,2,5,1,0,13,769
33,"PRIPARY SCHOOL SOUTH KHAND JANGAL VISHUNPURA",762,588,0,1350,363,352,0,715,32,0,392,170,99,23,3,1,2,1,3,3,1,1,1,2,3,10,715
34,"JUNIAR HAISCHOOL LALA CHAPARA NORTH KHAND",850,692,0,1542,448,409,0,857,17,0,413,297,74,33,1,0,1,5,5,2,1,3,10,1,3,8,857
35,"JUNIAR HAISCHOOL LALA CHAPARA SOUTH KHAND",724,580,0,1304,394,400,0,794,275,0,526,168,32,33,3,1,1,3,7,7,0,1,0,3,2,7,794
36,"PRIPARY SCHOOL CHAFF ROOM NO. 1",516,397,0,913,289,276,0,565,110,0,320,58,108,28,2,2,1,2,3,7,2,2,8,4,3,15,565
37,"PRIPARY SCHOOL CHAFF ROOM NO. 2",517,406,0,923,232,241,0,473,24,0,201,158,52,29,3,0,0,1,7,3,0,1,8,2,5,3,473
38,"PRIPARY SCHOOL CHAFF ROOM NO. 3",675,503,0,1178,346,284,0,630,44,0,277,186,72,32,1,2,2,2,8,8,3,4,6,8,4,15,630
39,"PRIPARY SCHOOL CHAFF EXTRA ROOM",603,513,0,1116,311,270,0,581,56,0,342,100,76,9,4,2,2,1,4,7,3,0,5,3,4,19,581
40,"PRIMARY SCHOOL BATROLI DHURKHADWA ROOM NO. 1",812,632,0,1444,424,394,0,818,117,0,328,374,37,10,2,1,3,3,10,8,2,1,7,4,11,17,818
41,"PRIMARY SCHOOL BATROLI DHURKHADWA ROOM NO. 2",782,615,1,1398,418,396,0,814,121,0,467,244,46,13,4,4,1,1,7,12,3,2,0,4,0,6,814
42,"PRIMARY SCHOOL SHAHPUR KHALWAPATTI",892,787,1,1680,501,523,0,1024,314,0,569,219,69,27,8,0,4,5,9,9,5,5,66,5,10,14,1024
43,"PRIMARY SCHOOL SHAHPUR UCHAKIPATTI",657,508,1,1166,390,341,0,731,105,0,173,372,59,23,8,0,2,1,8,7,3,2,52,7,8,6,731
44,"PRIMARY SCHOOL SHAHPUR MAFFI",267,224,0,491,148,157,0,305,37,0,38,161,83,2,1,0,0,1,4,4,0,0,0,3,5,3,305
45,"PRIMARY SCHOOL SOHARAWA",333,297,0,630,208,169,0,377,25,0,77,64,129,68,6,2,0,2,6,3,2,1,4,5,3,5,377
46,"PRIMARY SCHOOL JANGAL SHANKARPUR UTTRI KHAD",536,408,0,944,299,256,0,555,113,0,332,95,65,19,3,4,1,3,3,5,4,3,5,2,4,7,555
47,"PRIMARY SCHOOL JANGAL SHANKARPUR SOUTH KHAND",447,326,0,773,209,230,0,439,112,0,140,127,140,25,2,0,0,0,2,0,0,0,0,1,1,1,439
48,"PRIMARY SCHOOL MACHARIYA BHARTI",384,303,1,688,237,157,0,394,78,0,229,63,63,20,3,0,0,2,3,4,0,0,1,2,0,4,394
49,"PRIMARY SCHOOL JANGAL GHORATH PASHCHIMI KHAND",603,445,0,1048,302,266,0,568,92,0,325,64,95,26,2,1,0,3,3,14,1,3,1,2,8,20,568
50,"PRIMARY SCHOOL JANGAL GHORATH PURBI KHAND",679,489,0,1168,340,278,0,618,98,0,196,186,179,22,3,0,1,1,4,1,0,1,6,4,4,10,618
51,"PRIMARY SCHOOL AMAHI",474,340,0,814,285,271,0,556,54,0,117,229,151,7,4,1,4,0,9,5,2,2,11,1,6,7,556
52,"JUNIAR HAISCHOOL THADIBHAR ROOM NO. 1",506,468,0,974,337,325,0,662,57,0,160,191,252,11,3,0,4,1,4,3,0,4,5,6,12,6,662
53,"JUNIAR HAISCHOOL THADIBHAR ROOM NO.2",539,422,1,962,275,298,0,573,106,0,167,111,231,8,2,0,0,1,4,5,7,1,14,2,5,15,573
54,"JUNIAR HAISCHOOL THADIBHAR ROOM NO.3",879,698,1,1578,503,466,0,969,104,0,328,411,119,52,2,2,1,4,10,7,2,6,1,7,7,10,969
55,"PRIMARY SCHOOL THADIBHAR INDERPATTI",865,672,1,1538,457,525,0,982,213,0,383,220,141,100,5,4,3,3,14,25,4,4,11,11,15,39,982
56,"PRIMARY SCHOOL MISOLI",566,433,0,999,351,294,0,645,52,0,206,291,129,3,5,1,1,0,1,3,0,0,4,0,1,0,645
57,"JUNIAR HAISCHOOL DUDHI ROOM NO. 1",838,673,0,1511,487,396,0,883,129,0,635,137,76,23,1,3,0,0,1,2,1,1,2,0,0,1,883
58,"JUNIAR HAISCHOOL DUDHI ROOM NO.2",542,461,1,1004,320,300,0,620,210,0,170,346,48,16,2,0,3,2,4,2,0,0,13,3,4,7,620
59,"JUNIAR HAISCHOOL DUDHI ROOM NO. 3",428,334,0,762,226,185,0,411,68,0,169,187,17,19,2,0,0,0,2,2,1,0,1,4,1,6,411
60,"JUNIAR HAISCHOOL DUDHI ROOM NO. 4",662,516,0,1178,348,283,0,631,82,0,323,215,53,14,2,0,2,3,0,5,2,3,1,1,1,6,631
61,"PANCHAYAT BHAWAN DUDAHI",833,670,0,1503,452,417,0,869,124,0,420,328,58,15,1,1,1,1,6,5,2,4,7,3,5,12,869
62,"PRIMARY SCHOOL PADARAUN MADURAHI ROOM NO. 1",1057,726,0,1783,457,424,0,881,613,0,462,264,28,70,2,4,0,2,5,10,1,3,9,1,9,11,881
63,"PRIMARY SCHOOL PADARAUN MADURAHI ROOM NO. 2",1221,717,0,1938,540,430,0,970,732,0,352,449,79,41,4,2,3,0,6,2,2,5,5,2,9,9,970
64,"PRIMARY SCHOOL PADARAUN MADURAHI ROOM NO. 3",901,798,0,1699,450,325,0,775,175,0,588,95,17,40,0,1,1,0,5,9,2,0,5,3,3,6,775
65,"PRIMARY SCHOOL PADARAUN MADURAHI ROOM NO. 4",694,394,0,1088,242,141,0,383,80,0,273,61,9,24,2,0,0,1,1,1,1,1,1,0,3,5,383
66,"PRIMARY SCHOOL VISHUNPUR BARIYA PTTI ROOM NO 1",631,538,0,1169,392,384,0,776,134,0,301,170,248,14,3,0,0,3,4,6,1,1,5,5,5,10,776
67,"PRIMARY SCHOOL VISHUNPUR BARIYA PTTI ROOM NO. 2",550,461,0,1011,277,256,0,533,87,0,119,198,161,28,2,0,0,0,7,4,0,0,9,2,0,3,533
68,"PRIMARY SCHOOL VISHUNPUR BARIYA PTTI ROOM NO.3",575,511,0,1086,340,341,0,681,71,0,139,298,150,51,2,1,2,1,2,8,1,2,2,6,6,10,681
69,"PRIMARY SCHOOL PRITHVIPUR ROOM NO. 1",502,407,0,909,312,253,0,565,62,0,278,96,46,107,3,0,1,2,0,9,1,2,1,3,6,10,565
70,"PRIMARY SCHOOL PRITHVIPUR ROOM NO. 2",554,420,0,974,268,203,0,471,48,0,175,170,33,58,6,0,0,2,0,2,1,0,8,4,5,7,471
71,"PRIMARY SCHOOL MATHIYA BHOKARIYA",805,691,0,1496,494,359,0,853,128,0,271,292,191,27,7,1,0,1,6,7,3,2,1,11,15,18,853
72,"PRIMARY SCHOOL MATHIYA BHOKARIYA PURVI KHAND",789,630,0,1419,407,352,0,759,63,0,477,136,72,29,6,1,1,2,5,6,1,2,5,2,7,7,759
73,"PRIMARY SCHOOL DUMAHI UTTRI KHAND",586,493,0,1079,340,280,0,620,106,0,382,91,22,74,1,2,0,0,6,9,0,0,4,5,8,16,620
74,"PRIMARY SCHOOL DUMAHI UTTRI KHAND EXTRA ROOM",527,455,0,982,297,252,0,549,73,0,268,184,45,27,1,0,1,0,0,3,2,0,1,5,4,8,549
75,"PRIMARY SCHOOL DUMAHI SOUTH KHAND",521,448,0,969,268,290,0,558,92,0,346,73,110,11,1,0,1,1,1,0,1,2,3,2,2,4,558
76,"PRIMARY SCHOOL JAMUAAN",924,670,0,1594,540,305,0,845,83,0,329,240,194,21,3,2,2,4,8,8,4,5,4,2,8,11,845
77,"GENDA SINGH U.M.V BARWA RAJA PAKAR ROOM NO.1",442,305,0,747,200,197,0,397,62,0,238,82,38,5,0,0,0,1,2,4,0,1,4,2,4,16,397
78,"GENDA SINGH U.M.V BARWA RAJA PAKAR ROOM NO.2",660,477,0,1137,302,288,0,590,90,0,382,72,49,30,11,1,4,5,6,9,1,2,3,3,4,8,590
79,"GENDA SINGH U.M. BARWA RAJA PAKAR ROOM NO. 3",1079,843,0,1922,531,469,0,1000,922,0,653,216,55,22,5,0,3,1,5,10,4,1,0,3,5,17,1000
80,"PRIMARY SCHOOL BARWA RAJA PAKAR ROOM NO. 1",708,533,0,1241,328,320,0,648,142,0,392,172,44,10,1,1,2,0,2,3,1,0,1,5,9,5,648
81,"PRIMARY SCHOOL BARWA RAJA PAKAR ROOM NO.2",426,350,0,776,270,203,0,473,68,0,237,159,34,3,0,1,2,2,1,3,2,1,3,7,6,12,473
82,"PRIMARY SCHOOL KHUDURA AHIROLI ROOM NO. 1",483,383,0,866,260,159,0,419,39,0,285,64,22,14,3,0,1,0,4,4,1,1,1,2,2,15,419
83,"PRIMARY SCHOOL KHUDURA AHIROLI ROOM NO .2",413,315,0,728,190,115,0,305,45,0,224,18,32,15,0,2,1,0,0,6,1,0,0,0,1,5,305
84,"PANCHAYAT BHAWAN BAGARA RAMBAKSH RAI",479,401,0,880,230,217,0,447,67,0,180,133,97,18,1,0,1,1,4,2,1,0,6,0,2,1,447
85,"PRIMARY SCHOOL RAJAPAKAR",600,493,1,1094,389,202,0,591,99,0,355,27,158,13,2,0,0,2,8,7,2,0,2,6,2,7,591
86,"PRIMARY SCHOOL BARAMPUR UTTRI KHAND",492,443,0,935,266,265,0,531,122,0,235,7,252,10,3,1,0,0,0,2,2,0,3,8,1,7,531
87,"PRIMARY SCHOOL BARAMPUR  SOUTH KHAND",417,322,0,739,196,163,0,359,42,0,45,205,75,2,1,0,0,0,1,2,2,1,3,2,12,8,359
88,"PRIMARY SCHOOL DHARAMPUR ROOM NO. 1",675,604,0,1279,402,346,0,748,118,0,488,93,59,64,5,0,1,2,5,1,0,4,7,3,3,13,748
89,"PRIMARY SCHOOL DHARAMPUR ROOM  NO. 2",709,579,0,1288,390,272,0,662,131,0,298,187,112,18,4,0,2,4,4,8,1,2,2,3,6,11,662
90,"PRIMARY SCHOOL VIJAYPUR U. PATTI ROOM NO. 1",814,650,0,1464,443,427,0,870,110,0,415,157,212,14,3,2,0,4,7,9,3,4,2,7,9,22,870
91,"PRIMARY SCHOOL VIJAYPUR U. PATTI ROOM NO. 2",746,606,1,1353,426,388,0,814,208,0,380,257,109,6,0,0,4,2,1,12,2,4,4,9,9,15,814
92,"PRIMARY SCHOOL VIJAYPUR SOUTH PATTI  U. KHAND ROOM NO. 1",623,496,0,1119,385,300,0,685,200,0,393,100,82,17,3,3,5,3,5,8,5,5,2,9,13,32,685
93,"PRIMARY SCHOOL VIJAYPUR SOUTH PATTI  U. KHAND ROOM NO. 2",475,399,0,874,246,260,0,506,128,0,297,61,113,4,1,0,1,0,2,1,4,1,0,5,3,13,506
94,"PRIMARY SCHOOL GURWALIYA ROOM NO. 1",724,570,0,1294,406,344,0,750,153,0,473,146,32,35,2,1,4,2,5,12,2,1,1,7,6,21,750
95,"PRIMARY SCHOOL GURWALIYA ROOM NO. 2",505,427,0,932,326,203,0,529,112,0,292,174,36,7,1,0,0,1,2,5,0,1,0,1,2,7,529
96,"I.C GURWALIYA",610,459,0,1069,317,300,0,617,94,0,328,30,211,11,0,0,0,2,3,6,1,1,1,8,4,11,617
97,"PRIMARY SCHOOL MATHIYA",600,435,0,1035,361,291,0,652,252,0,413,96,68,30,2,4,5,5,4,3,1,1,3,3,6,8,652
98,"PRIMARY SCHOOL  SRISAWA UTTRI KHAND ROOM NO. 1",509,425,0,934,243,295,0,538,85,0,122,296,86,10,0,1,1,2,2,0,0,0,3,4,4,7,538
99,"PRIMARY SCHOOL  SRISAWA UTTRI KHAND ROOM NO. 2",460,324,0,784,181,175,0,356,31,0,189,87,48,5,2,0,2,2,1,3,3,2,2,1,2,7,356
100,"PRIMARY SCHOOL MAHESHPUR",216,175,0,391,142,144,0,286,25,0,244,23,10,7,0,0,0,0,0,0,0,0,0,0,0,2,286
101,"PRIMARY SCHOOL MACHARIYADALJIT KUWAR",544,418,0,962,224,283,0,507,207,0,252,93,133,10,0,1,0,1,5,2,0,0,1,1,6,2,507
102,"PRIMARY SCHOOL KHIRIYA PURVI KHAND",711,578,0,1289,426,359,0,785,184,0,660,9,57,33,4,0,3,0,2,5,1,1,0,1,2,7,785
103,"PRIMARY SCHOOL DOGHRA ROOM NO. 1",805,556,1,1362,410,326,0,736,122,0,289,179,146,15,2,2,5,1,6,12,2,6,11,7,9,44,736
104,"PRIMARY SCHOOL DHOGHRA ROOM NO. 2",738,528,2,1268,408,337,0,745,178,0,314,273,74,19,0,0,1,3,6,23,3,2,0,5,5,17,745
105,"PRIMARY SCHOOL DOGHRA ROOM NO. 3",468,352,0,820,266,225,0,491,181,0,169,280,17,12,2,0,1,0,6,1,0,0,0,2,1,0,491
106,"PRIMARY SCHOOL TARVISHUNPUR",490,392,0,882,321,255,0,576,126,0,384,31,121,13,2,0,1,2,1,5,1,0,2,1,3,9,576
107,"JUNIOR HIGH  SCHOOL SEMRA HARDO PATTI ROOM NO. 1",622,465,1,1088,362,300,0,662,228,0,439,152,22,13,2,2,3,0,1,1,2,2,2,3,6,12,662
108,"JUNIOR HIGH  SCHOOL SEMRA HARDO PATTI ROOM NO. 2",492,376,0,868,279,207,0,486,138,0,401,44,27,7,2,0,0,1,1,0,0,0,1,0,1,1,486
109,"PANCHAYAT BHAWAN PRASAD GIRI",501,394,0,895,285,266,0,551,40,0,343,107,24,28,3,0,2,1,1,8,3,2,3,5,0,21,551
110,"PRIMARY SCHOOL SAPAHI ROOM NO. 1",584,472,0,1056,384,349,0,733,163,0,384,247,66,5,5,3,1,0,5,6,2,3,0,1,4,1,733
111,"PRIMARY SCHOOL SAPAHI ROOM NO. 2",508,372,0,880,205,180,0,385,15,0,191,85,75,6,0,0,1,0,4,5,2,3,4,6,2,1,385
112,"PRIMARY SCHOOL PAGARA PADARI 1",680,511,0,1191,400,300,0,700,113,0,392,108,65,91,7,3,3,2,3,4,2,1,1,4,6,8,700
113,"PRIMARY SCHOOL PAGARA PADARI ROOM NO. 2",598,485,0,1083,363,319,0,682,282,0,298,187,120,24,5,0,0,1,3,11,1,1,3,7,9,12,682
114,"PRIMARY SCHOOL BASANTPUR HARICHARAN RAI",335,271,0,606,200,127,0,327,87,0,233,27,46,16,0,0,0,0,2,0,0,0,1,0,0,2,327
115,"PRIMARY SCHOOL NAWGAWA",513,408,0,921,288,262,0,550,200,0,356,57,66,18,2,1,0,2,1,7,4,1,1,5,8,21,550
116,"PRIMARY SCHOOL AMARWA KHURD",674,507,0,1181,372,270,0,642,140,0,409,167,40,12,0,0,1,0,1,1,0,0,2,2,3,4,642
117,"PRIMARY SCHOOL PADARI TILAK RAI",375,281,0,656,248,178,0,426,26,0,245,121,37,13,1,0,0,1,0,2,0,0,0,2,1,3,426
118,"PANCHYAT BHAWAN PADARI VISHUNDAYAL",245,204,0,449,168,156,0,324,124,0,214,64,28,2,1,0,0,0,0,2,0,0,1,0,4,8,324
119,"PRIMARY SCHOOL AMARWA BUJURG",556,470,0,1026,256,251,0,507,106,0,311,105,38,26,5,1,1,0,2,1,1,1,2,2,6,5,507
120,"PRIMARY SCHOOL PAKARI GOSAI",710,550,0,1260,331,324,0,655,125,0,328,73,206,13,3,0,1,0,5,2,2,3,5,2,3,9,655
121,"PRIMARY SCHOOL SAPAHI KHURD",587,510,1,1098,295,304,0,599,171,0,190,194,139,31,3,0,3,0,7,6,2,4,0,4,10,6,599
122,"PRIMARY SCHOOL KHALWA PATTI",372,259,0,631,210,175,0,385,20,0,248,37,68,6,3,0,1,0,6,1,2,0,1,3,4,5,385
123,"KRISHAK I. C. SAPAHI BUJURG",647,523,0,1170,327,308,0,635,40,0,333,168,77,18,2,1,1,3,8,5,2,1,1,3,3,9,635
124,"PRIMARY SCHOOL JAWAR",464,389,0,853,227,236,0,463,53,0,237,168,27,7,0,0,1,3,1,0,0,1,4,0,2,12,463
125,"PRIMARY SCHOOL BHAISAHA",319,294,0,613,195,188,0,383,38,0,152,203,10,3,0,0,1,0,4,0,0,0,0,2,5,3,383
126,"PRIMARY SCHOOL LOHALANGRI",358,306,0,664,194,192,0,386,81,0,139,46,160,10,6,0,1,1,4,3,0,1,2,4,1,8,386
127,"PRIMARY SCHOOL GAGALWA",611,508,0,1119,348,304,0,652,152,0,403,89,113,21,3,0,1,3,3,4,1,1,2,1,3,4,652
128,S.V.K.BABHAVAWALI,649,530,1,1180,355,336,0,691,22,0,457,80,103,23,5,0,0,1,1,2,1,1,3,1,1,12,691
129,"PRIMARY SCHOOL MATHOLI",361,265,0,626,182,163,0,345,11,0,163,108,15,42,0,0,0,1,1,5,1,0,2,1,0,6,345
130,"PRIMARY SCHOOL RAJAWATIYA NORTH KHAND",604,501,0,1105,352,309,0,661,221,0,415,138,55,18,7,2,0,2,4,4,0,2,5,3,1,5,661
131,"PRIMARY SCHOOL BAGAHI ROOM NO. 1",675,593,0,1268,379,366,0,745,48,0,485,57,152,12,0,2,1,3,1,7,0,0,4,5,5,11,745
132,"PRIMARY SCHOOL BAGAHI ROOM NO. 2",346,307,0,653,193,197,0,390,52,0,193,33,130,15,1,0,0,1,2,2,0,1,7,1,2,2,390
133,"PRIMARY SCHOOL NARAYANPUR RAMSAHAY",277,242,0,519,181,172,0,353,46,0,284,48,5,8,0,0,0,0,2,1,0,1,0,0,4,0,353
134,"PRIMARY SCHOOL BALUA TAKIYA",452,379,0,831,234,198,0,432,31,0,253,57,83,15,1,0,0,0,4,3,2,2,2,4,1,5,432
135,"PRIMARY SCHOOL PATAHERWA ROOM NO. 1",514,409,0,923,253,250,0,503,113,0,283,97,63,22,0,0,1,1,6,8,1,1,3,3,1,13,503
136,"PRIMARY SCHOOL PATAHERWA ROOM NO. 2",418,347,1,766,173,212,0,385,85,0,153,110,98,16,2,0,1,0,0,0,2,0,0,0,0,3,385
137,"PRIMARY SCHOOL PATAHERWA  SOUTH KHAND",592,398,0,990,296,192,0,488,41,0,280,114,47,11,2,0,0,0,4,6,2,2,2,1,6,11,488
138,"PRIMARY SCHOOL PATAHERWA  EXTRA ROOM",481,355,0,836,204,204,0,408,398,0,228,107,34,8,2,0,1,0,4,6,1,1,2,0,5,9,408
139,"NAWAJIWAN I C PATHERAWA ROOM N0. 3",343,250,0,593,160,178,0,338,82,0,46,208,44,23,1,0,2,1,3,2,0,2,2,0,0,4,338
140,"PRIMARY SCHOOL GAGALWA",643,487,0,1130,258,316,0,574,71,0,29,264,240,8,0,1,4,0,7,2,0,2,4,0,12,1,574
141,"PRIMARY SCHOOL AMAWA",602,490,0,1092,341,334,0,675,61,0,331,51,171,68,2,0,1,1,3,6,1,3,2,4,13,18,675
142,"PRIMARY SCHOOL PIPARA KANAK ROOM NO. 1",787,724,0,1511,314,336,0,650,250,0,143,344,81,27,6,0,9,3,7,2,2,1,4,7,5,9,650
143,"PRIMARY SCHOOL PIPARA KANAK ROOM N0. 2",763,677,0,1440,283,339,0,622,33,0,55,486,30,25,1,0,4,0,9,3,1,0,3,0,3,2,622
144,"PRIMARY SCHOOL PIPARA KANAK ROOM N0. 3",477,408,0,885,209,196,0,405,35,0,12,317,45,13,2,0,1,0,2,1,2,0,2,2,1,5,405
145,"PRIMARY SCHOOL PIPARA KANAK ROOM N0. 4",484,375,0,859,202,170,0,372,45,0,20,273,39,23,2,0,2,1,5,1,0,1,0,0,0,5,372
146,"PRIMARY SCHOOL PAKHIHWA URF KARJAHA",421,344,0,765,256,245,0,501,11,0,144,332,3,6,1,0,0,0,2,1,0,0,2,2,4,4,501
147,"PRIMARY SCHOOL KARMAHA",727,620,0,1347,341,355,0,696,58,0,252,140,231,7,2,2,6,1,7,9,2,3,7,11,5,11,696
148,"PRIMARY SCHOOL JOGIYA SOMALI PATTI",302,197,0,499,121,137,0,258,100,0,113,66,65,9,1,1,0,1,1,0,0,1,0,0,0,0,258
149,"KANYA PRIMARY SCHOOL JOGIYA SUMALI PATTI",710,543,0,1253,307,273,0,580,122,0,380,127,32,27,5,0,1,0,3,1,0,1,0,2,0,1,580
150,"PRIMARY SCHOOL JOGIYA HICHARAI",551,476,0,1027,286,328,0,614,65,0,236,117,226,12,1,0,1,1,4,1,1,1,2,1,3,7,614
151,"PRIMARY SCHOOL BARDHA PANDAY",371,324,0,695,244,239,0,483,211,0,436,14,15,9,3,0,0,0,0,3,0,0,0,0,0,3,483
152,"PRIMARY SCHOOL BASDILA mahanth",645,537,0,1182,331,335,0,666,182,0,355,186,71,30,2,0,1,1,3,2,1,0,2,2,0,10,666
153,"PRIMARY SCHOOL BASDILA MAHANTH",829,690,0,1519,411,385,0,796,246,0,465,225,39,30,3,0,4,3,5,8,1,2,0,1,2,8,796
