"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKBAR HUSAIN","2 - NAWAB KAZIM ALI KHAN","3 - NASEER AHMAD KHAN","4 - DR. NEPAL SINGH","5 - JANNAT NISHA","6 - VIJENDRA SINGH","7 - SYED SALMAN ALI","8 - AKBAR MASOOD","9 - JAGDISH SARAN SAGAR","10 - JAGMOHAN","11 - TEJPAL SINGH","12 - NAVED MIAN","13 - None of the Above","Total Votes Secured"
65,"AAGANWADI CENTER DUNDAWALA  ROOM - 1",920,673,0,1593,472,321,0,793,793,0,40,408,251,77,0,1,7,0,0,1,1,1,6,793
66,"AAGANWADI CENTER DUNDAWALA  ROOM - 2",787,643,4,1434,395,360,0,755,755,0,14,356,343,24,2,0,0,0,1,1,1,6,7,755
67,"AAGANWADI CENTER DUNDAWALA  ROOM - 3",761,684,0,1445,499,398,0,897,897,0,13,351,501,21,0,0,0,2,0,1,2,0,6,897
68,"PRIMARY SCHOOL BUDI DARIYAL",777,606,0,1383,444,366,0,810,810,0,7,137,607,47,2,1,1,1,1,2,0,0,4,810
69,"PRIMARY SCHOOL  ZAMEENGANJ NORTH DISHA",395,349,0,744,282,240,0,522,522,0,35,253,188,36,0,2,0,0,2,0,1,3,2,522
70,"PRIMARY SCHOOL PADPURI SUAR",505,474,1,980,358,311,0,669,669,0,127,301,171,56,0,2,1,1,1,0,0,1,8,669
71,"PRIMARY SCHOOL GADDINAGLI WEST DISHA",442,404,0,846,307,266,0,573,573,0,70,61,137,284,5,0,2,0,1,2,0,0,11,573
72,"PRIMARY SCHOOL GADDINAGLI EAST DISHA",377,349,0,726,304,267,0,571,571,0,6,8,52,486,5,2,1,2,0,0,0,1,8,571
73,"PRIMARY SCHOOL  KAISONAGLI SUAR SOUTH DISHA",690,635,0,1325,418,366,0,784,770,0,23,189,234,318,3,1,2,1,3,4,0,2,4,784
74,"PRIMARY SCHOOL BHAGWANTNAGAR",752,708,2,1462,508,427,0,935,925,0,23,176,374,332,2,7,1,1,2,1,4,5,7,935
75,"PRIMARY SCHOOL MAJHIYA GARH MAJHRA BHAGWANTNAGAR",697,658,0,1355,544,441,0,985,985,0,3,79,243,645,2,3,1,0,2,2,3,0,2,985
76,"JUNIOR HIGH SCHOOL NAYA BHAWAN RAYPUR ROOM NO -1",725,616,1,1342,441,333,0,774,774,0,54,46,341,323,2,0,0,0,1,1,0,2,4,774
77,"JUNIOR HIGH SCHOOL NAYA BHAWAN RAYPUR ROOM NO -2",780,649,1,1430,461,342,0,803,783,0,72,146,311,261,2,1,2,0,2,2,0,1,3,803
78,"JUNIOR HIGH SCHOOL NAYA BHAWAN RAYPUR ROOM NO -3",434,331,0,765,289,191,0,480,480,0,5,212,216,27,0,1,1,0,1,2,3,3,9,480
79,"PRIMARY SCHOOL GOVINDPURA NEAR RAIPUR",553,513,0,1066,343,283,0,626,626,0,255,84,165,113,2,1,0,0,1,1,0,0,4,626
80,"PRIMARY SCHOOL RUSTAMNAGAR NEAR RAIPUR",585,562,1,1148,387,340,0,727,709,0,346,38,297,32,1,1,0,2,1,0,0,2,7,727
81,"PRIMARY SCHOOL  RATANPURA NORTH DISHA",545,447,0,992,366,304,0,670,670,0,2,273,386,3,0,0,1,0,1,1,1,2,0,670
82,"PRIMARY SCHOOL RATANPURA SOUTH DISHA",576,497,0,1073,377,307,0,684,667,0,6,217,367,87,0,2,1,0,0,1,0,3,0,684
83,"PRIMARY SCHOOL MILAK DUNDI",464,355,1,820,401,166,0,567,567,0,1,163,391,3,0,0,2,1,0,1,1,1,3,567
84,"PRIMARY SCHOOL JHANGEERPUR",284,244,0,528,231,202,0,433,412,0,13,64,322,24,0,0,1,0,1,0,2,0,6,433
85,"JUNIOR HIGH SCHOOL JHANGEERPUR",272,261,1,534,186,204,0,390,390,0,39,20,220,101,2,1,1,0,1,0,0,0,5,390
86,"PRIMARY SCHOOL MOHABATNAGAR NEAR SUAR",345,305,0,650,301,216,0,517,517,0,1,44,462,8,0,0,1,0,0,0,1,0,0,517
87,"PRIMARY SCHOOL ALINAGAR  UTTARI",772,746,0,1518,538,465,0,1003,1003,0,8,190,692,95,2,0,0,1,1,1,3,2,8,1003
88,"PRIMARY SCHOOL ALINAGAR JAGEER EAST DISHA",572,459,1,1032,354,266,0,620,620,0,7,70,393,127,5,2,1,0,2,1,2,0,10,620
89,"PRIMARY SCHOOL ALINAGAR JAGEER WEST DISHA",404,352,0,756,253,219,0,472,472,0,9,34,160,261,1,0,0,0,0,0,1,2,4,472
90,"JUNIOR HIGH   SCHOOL JALAFNAGLA WEST DISHA",564,465,0,1029,333,323,0,656,656,0,4,150,365,122,1,3,1,0,1,0,1,0,8,656
91,"JUNIOR HIGH   SCHOOL JALAFNAGLA EAST DISHA",382,340,1,723,264,222,0,486,486,0,14,179,179,95,2,2,0,1,1,0,3,1,9,486
92,"PRIMARY SCHOOL SUAR ROOM  -1",514,440,0,954,248,202,0,450,446,0,11,109,140,182,1,1,1,0,0,2,1,1,1,450
93,"PRIMARY SCHOOL SUAR ROOM  -2",439,399,0,838,278,216,0,494,490,0,5,82,223,173,0,0,1,0,1,2,4,0,3,494
94,"KANYA JUNIOR HIGH SCHOOL SUAR ROOM -1",612,534,0,1146,414,324,0,738,597,0,5,96,331,287,5,3,1,0,0,4,0,1,5,738
95,"KANYA JUNIOR HIGH SCHOOL SUAR ROOM -2",633,519,0,1152,421,284,0,705,676,0,4,268,413,14,1,2,0,0,0,0,0,2,1,705
96,"TOWN HALL NAGAR PALIKA PARISHAD  SUAR NORTH DISHA",497,474,0,971,288,286,0,574,574,0,6,132,376,52,0,1,1,1,2,1,1,1,0,574
97,"TOWN HALL NAGAR PALIKA  PARISHAD SUAR JOINT OFFICE",341,326,0,667,230,207,0,437,437,0,4,75,222,125,0,1,2,0,1,2,4,1,0,437
98,"TOWN HALL NAGAR PALIKA  PARISHAD SUAR SOUTH DISHA",796,740,0,1536,491,445,0,936,936,0,10,114,364,428,7,3,2,0,1,0,0,3,4,936
99,"GOVT INTER COLLEGE SUAR NAYA BHAVAN  ROOM-1",821,711,0,1532,430,317,0,747,745,0,9,108,386,238,2,1,0,0,1,0,0,0,2,747
100,"GOVT INTER COLLEGE SUAR NAYA BHAVAN  ROOM-2",613,507,0,1120,334,246,0,580,570,0,10,186,376,3,0,0,0,1,1,1,1,0,1,580
101,"GOVT INTER COLLEGE SUAR NAYA BHAVAN  ROOM-3",465,382,1,848,278,203,0,481,456,0,6,57,203,210,2,0,1,0,0,0,0,1,1,481
102,"GOVT INTER COLLEGE SUAR NAYA BHAVAN  ROOM-4",550,490,0,1040,303,225,0,528,424,0,10,65,190,251,1,1,5,0,2,1,0,0,2,528
103,"NEW JUNIOR HIGH SCHOOL SUAR ROOM -1",557,450,0,1007,311,201,0,512,512,0,27,63,410,9,1,0,1,0,0,0,0,0,1,512
104,"NEW JUNIOR HIGH SCHOOL SUAR ROOM -2",716,579,1,1296,378,214,0,592,552,0,36,61,477,6,1,0,3,0,2,2,2,0,2,592
105,"B.D.O OFFICE MEETING HALL SUAR",677,542,2,1221,359,199,0,558,558,0,14,112,408,11,1,0,5,0,2,0,0,3,2,558
106,"B.D.O OFFICE COMPUTER ROOM SUAR",570,514,0,1084,343,271,0,614,564,0,16,112,455,17,0,0,1,0,1,3,0,2,7,614
107,"B.D.O OFFICE SUAR  ROOM -1",714,575,0,1289,376,271,0,647,647,0,2,111,510,17,2,0,0,1,0,2,2,0,0,647
108,"B.D.O OFFICE SUAR  ROOM -2",476,441,0,917,285,187,0,472,472,0,0,85,376,7,0,0,1,1,0,1,0,1,0,472
109,"PRIMARY SCHOOL NAUGJA",279,238,0,517,149,163,0,312,312,0,5,12,273,17,0,0,2,0,1,0,0,1,1,312
110,"PRIMARY SCHOOL AGLAGA ROOM NO -1",520,429,0,949,270,222,0,492,492,0,18,74,346,39,1,0,1,0,3,1,1,1,7,492
111,"PRIMARY SCHOOL AGLAGA ROOM NO -2",642,598,3,1243,349,326,0,675,675,0,73,96,477,7,0,2,1,1,1,0,2,2,13,675
112,"GOVT KANYA INTER COLLEGE SUAR NAYA BHAWAN ROOM -1",690,631,0,1321,382,320,0,702,702,0,6,124,552,6,0,1,1,1,2,0,4,3,2,702
113,"GOVT KANYA INTER COLLEGE SUAR NAYA BHAWAN ROOM -2",577,530,0,1107,326,281,0,607,607,0,11,78,488,23,1,1,0,0,2,0,1,1,1,607
114,"PRIMARY SCHOOL MAJHRA KHEMWALA ROOM NO-1",597,495,4,1096,495,393,0,888,885,0,50,44,37,720,14,1,2,0,2,4,4,3,7,888
115,"PRIMARY SCHOOL MAJHRA KHEMWALA ROOM NO-2",291,253,1,545,231,182,0,413,413,0,43,0,30,328,2,2,0,1,2,4,0,0,1,413
116,"KANYA PRIMARY SCHOOL DHANORI EAST DISHA",785,660,0,1445,558,492,0,1050,1020,0,245,79,54,643,12,1,1,0,2,4,0,2,7,1050
117,"KANYA PRIMARY SCHOOL DHANORI WEST DISHA",516,409,0,925,376,306,0,682,682,0,3,98,142,415,4,2,4,0,2,5,3,4,0,682
118,"PRIMARY SCHOOL DHANORA",493,401,0,894,356,332,0,688,658,0,173,1,5,492,5,4,0,0,1,2,1,0,4,688
119,"NEW PRIMARY SCHOOL MUKRAMPUR",733,604,0,1337,348,372,0,720,720,0,13,139,523,33,1,1,2,0,1,1,1,1,4,720
120,"JUNIOR HIGH SCHOOL SHIVNAGAR NEAR ASALATPUR",795,665,0,1460,396,347,0,743,743,0,118,242,330,50,0,0,0,0,0,0,0,1,2,743
121,"PRIMARY SCHOOL LADPUR NEAR BATHUKHERA",467,386,1,854,305,288,0,593,593,0,11,305,239,29,1,1,0,0,0,2,0,1,4,593
122,"JUNIOR HIGH SCHOOL LAKHMIPUR",825,690,0,1515,538,483,0,1021,921,0,11,199,319,466,1,0,3,1,1,3,6,3,8,1021
123,"PRIMARY SCHOOL CHAPRRA",820,708,0,1528,590,504,0,1094,1094,0,2,117,157,794,7,0,2,1,1,6,3,1,3,1094
124,"JUNIOR HIGH SCHOOL MADHUPURA",700,583,1,1284,460,370,0,830,830,0,14,65,92,622,5,4,1,0,1,3,2,8,13,830
125,"JUNIOR HIGH SCHOOL MADHUPURA",611,486,2,1099,362,284,0,646,626,0,5,139,142,344,9,2,0,1,1,0,0,1,2,646
126,"PRIMARY SCHOOL RUSTAMNAGAR NEAR CHAPRRA",582,518,0,1100,447,378,0,825,765,0,7,158,93,556,1,2,0,2,0,2,1,1,2,825
127,"JUNIOR HIGH SCHOOL IMRATPUR",514,493,0,1007,327,312,0,639,639,0,2,82,33,501,3,3,1,3,0,2,2,1,6,639
128,"PRIMARY SCHOOL BATHUKHERA",550,483,0,1033,417,360,0,777,732,0,4,45,82,610,7,10,6,1,1,7,1,1,2,777
129,"PRIMARY SCHOOL KHARDIYA",418,353,0,771,272,225,0,497,497,0,4,31,12,425,3,2,0,2,1,3,4,3,7,497
130,"JUNIOR HIGH SCHOOL  SAMODIYA NORTH DISHA",779,593,0,1372,389,308,0,697,695,0,13,266,372,29,3,3,0,1,2,0,1,4,3,697
131,"JUNIOR HIGH SCHOOL  SAMODIYA SOUTH DISHA",590,475,0,1065,325,271,0,596,566,0,1,145,47,384,3,0,1,0,1,2,1,5,6,596
132,"NEW PRIMARY SCHOOL MILAK KAJI EAST DISHA",593,515,0,1108,405,383,0,788,788,0,4,314,334,112,3,2,2,2,5,0,2,3,5,788
133,"NEW PRIMARY SCHOOL MILAK KAJI WEST DISHA",436,385,0,821,393,237,0,630,630,0,12,92,459,62,1,0,0,0,0,2,1,0,1,630
134,"PRIMARY SCHOOL SONAKPUR ROOM -1",458,422,0,880,307,273,0,580,580,0,10,186,363,11,4,1,0,0,1,1,0,1,2,580
135,"PRIMARY SCHOOL SONAKPUR ROOM -2",509,384,0,893,278,212,0,490,394,0,3,99,124,238,5,3,1,2,4,4,0,3,4,490
136,"PRIMARY SCHOOL SONAKPUR ROOM -3",129,104,0,233,57,46,0,103,85,0,0,65,19,19,0,0,0,0,0,0,0,0,0,103
137,"PRIMARY SCHOOL AZEEMNAGAR",430,380,0,810,306,317,0,623,623,0,1,302,190,103,2,4,2,1,3,2,2,8,3,623
138,"PRIMARY SCHOOL LOCATED  PANCHYAT GHAR  RASOOLPUR FARIDPUR EAST DISHA",748,607,0,1355,368,312,0,680,680,0,7,303,350,8,0,1,0,1,1,1,3,2,3,680
139,"PRIMARY SCHOOL LOCATED  PANCHYAT GHAR   RASOOLPUR FARIDPUR WEST DISHA",757,630,0,1387,464,360,0,824,824,0,5,274,413,119,4,2,0,0,3,1,1,1,1,824
140,"NEW KANYA JUNIOR HIGH SCHOOL KHEMPUR ROOM -1",782,618,0,1400,521,442,0,963,876,0,4,250,477,217,4,1,2,0,1,1,2,1,3,963
141,"NEW KANYA JUNIOR HIGH SCHOOL KHEMPUR ROOM -2",518,444,0,962,326,242,0,568,550,0,3,237,314,5,2,0,0,0,1,0,2,0,4,568
142,"PRIMARY SCHOOL PASIAPURA",479,488,1,968,257,260,0,517,436,0,89,113,248,54,0,3,1,0,1,0,0,2,6,517
143,"PRIMARY SCHOOL CHANDPUR",165,147,0,312,74,74,0,148,148,0,3,87,47,5,0,0,0,0,0,2,3,1,0,148
144,"PRIMARY SCHHOL, CHUKHANDI",661,565,0,1226,389,314,0,703,689,0,4,208,129,328,8,4,4,1,3,1,2,6,5,703
145,"PRIMARY SCHHOL SURAJPUR",633,563,0,1196,382,297,0,679,679,0,10,224,206,213,2,1,6,1,2,2,2,1,9,679
146,"PRIMARY SCHHOL AKBARABAD ROOM NO 1",430,364,0,794,272,187,0,459,459,0,5,30,254,158,3,0,0,0,1,1,1,0,6,459
147,"PRIMARY SCHHOL AKBARABAD ROOM NO 2",838,677,0,1515,486,370,0,856,856,0,10,310,437,70,8,1,2,1,4,1,4,1,7,856
148,"PRIMARY SCHHOL RAMPUR DHAMMAN",685,592,0,1277,435,391,0,826,799,0,4,394,320,97,0,1,0,0,0,0,3,3,4,826
149,"PRIMARY SCHHOL PARBATPUR",661,597,0,1258,459,438,0,897,897,0,4,242,108,523,4,1,0,1,3,0,1,3,7,897
150,"RPIMARY SCHHOIL KUNDESRA",771,687,0,1458,548,514,0,1062,1062,0,11,342,169,516,7,2,0,3,0,1,0,6,5,1062
151,"PRIMARY SCHOOL MEWALA KALA",515,469,0,984,361,334,0,695,651,0,145,44,43,452,5,0,3,0,1,1,0,0,1,695
152,"PRIMARY SCHOOL MEWALA DHARU",263,246,2,511,195,180,0,375,365,0,30,30,61,240,3,3,0,0,2,3,0,1,2,375
153,"PRIMARY SCHOOL BHAUPURA",751,645,0,1396,559,485,0,1044,1006,0,45,240,230,502,1,3,3,1,3,2,1,5,8,1044
154,"PRIMARY SCHOOL MUNDIYA RASOOLPUR",776,684,0,1460,555,430,0,985,951,0,80,318,405,167,3,1,0,2,1,2,4,0,2,985
155,"PRIMARY SCHHOL KISHANPUR DULANAGALA",326,318,0,644,253,236,0,489,419,0,11,4,7,450,4,1,0,0,2,2,2,1,5,489
156,"PRIMARY SCHOOL ALLAPUR",451,434,0,885,321,308,0,629,629,0,45,307,257,14,0,2,1,0,0,0,0,0,3,629
157,"PRIMARY SCHOOL BHOLA NAGALA",302,289,0,591,206,190,0,396,352,0,7,159,213,11,1,0,0,0,0,1,0,1,3,396
158,"PRIMARY SCHOOL NAGALIAY",342,274,0,616,257,186,0,443,406,0,17,182,231,6,1,0,1,0,2,0,0,2,1,443
159,"PRIMARY SCHOOL LADPUR BIBI",630,567,0,1197,420,390,0,810,796,0,285,116,308,83,0,0,1,0,0,2,2,4,9,810
160,"PRIMARY SCHHOL CHAK LADPUR",209,225,0,434,154,163,0,317,317,0,1,1,9,295,4,0,1,1,0,1,1,1,2,317
161,"PRIMARY SCHHOL NEW BHAVAN KHANPUR GARVI",296,262,0,558,218,181,0,399,399,0,86,135,41,124,0,0,0,0,2,2,1,4,4,399
162,"PRIMARY SCHOOL CHAK KHARDIYA",266,253,0,519,190,214,0,404,344,0,28,148,185,31,1,0,0,0,0,0,3,5,3,404
