"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
32,"HAIR SECANDRY SCHOOL KASHA SANKHYA 3 HARAIPUR",476,363,0,839,200,176,0,376,285,0,32,81,13,216,4,1,0,5,1,1,1,2,1,2,1,5,2,4,2,1,1,0,376
33,"PRA0 PA० BHIKHANPUR GOPALPUR",635,500,0,1135,351,251,0,602,589,0,42,189,5,278,7,1,3,5,54,1,1,2,0,0,1,9,0,1,1,0,0,2,602
34,"PRA 0PA0 CHAKHANUMAN",213,169,0,382,100,87,0,187,176,0,26,95,1,41,2,0,0,0,11,0,0,0,2,0,1,6,0,0,0,0,1,1,187
35,"PRA 0PA0   HAYAT NAGAR",829,647,0,1476,482,415,0,897,800,0,258,333,212,64,4,0,0,4,1,0,1,1,0,1,1,2,4,1,4,2,3,1,897
36,"PRA 0PA0  KALWARI",426,351,0,777,209,193,0,402,272,0,11,81,2,219,2,1,1,5,61,0,0,2,1,0,1,7,1,2,0,0,3,2,402
37,"PRA 0PA0  DASGAWAN",751,595,1,1347,478,420,0,898,639,0,573,123,2,126,3,3,2,4,30,0,0,4,6,4,2,5,2,2,1,4,2,0,898
38,"PRA 0PA0  KASHA SANKHYA 1 JAHGIRABAD",430,401,0,831,200,153,0,353,200,0,90,32,2,189,0,0,2,0,25,0,1,5,0,1,0,0,0,1,0,3,0,2,353
39,"PRA 0PA0  KASHA SANKHYA 2 JAHGIRABAD",529,433,0,962,271,227,0,498,289,0,162,145,1,122,3,1,0,4,34,0,1,2,1,0,1,6,3,5,3,2,0,2,498
40,"PRA 0PA0  AKBARAPUR",269,268,0,537,174,155,0,329,189,0,9,23,1,242,3,1,0,3,40,1,0,1,1,0,1,0,0,0,1,1,1,0,329
41,"JU0 HA0 SCHOOL  MAHAMDABAD",701,555,0,1256,482,303,0,785,685,0,46,112,3,385,2,0,2,7,183,2,1,5,1,3,3,5,3,2,4,5,4,7,785
42,"PRA 0PA0  BARAUKI",745,600,0,1345,439,377,0,816,801,0,135,140,2,395,4,2,1,12,77,3,6,5,1,2,2,8,3,0,2,4,2,10,816
43,"PRA 0PA0  KAPOORPUR",523,444,0,967,309,274,0,583,422,0,153,109,2,211,1,0,3,10,63,0,1,5,1,5,5,4,0,4,1,3,1,1,583
44,"PRA 0PA0  MURTZAPUR",517,420,0,937,314,211,0,525,515,0,6,87,0,384,0,1,1,1,33,6,0,1,1,0,1,0,0,0,0,2,1,0,525
45,"KANYA PRA0 PA0 MURTZAPUR",304,249,0,553,176,127,0,303,242,0,11,83,2,148,1,0,2,6,37,0,0,1,2,0,1,3,0,1,1,3,0,1,303
46,"PRA 0PA0  TAHIRPUR",160,142,0,302,119,113,0,232,215,0,9,158,0,44,0,0,0,1,11,0,0,0,1,0,1,5,0,0,1,0,1,0,232
47,"PRA 0PA0  MADARPUR",265,231,0,496,144,161,0,305,221,0,98,22,3,59,0,1,1,3,109,1,0,3,0,0,0,2,0,0,2,0,1,0,305
48,"PRA 0PA0 CHAHOLIYA",548,442,0,990,299,274,0,573,451,0,295,146,1,69,1,0,1,0,39,1,0,0,2,0,3,5,3,1,2,1,0,3,573
49,"PRA 0PA0  KHAMBHAULI",601,460,0,1061,382,273,0,655,647,0,245,95,3,227,1,5,6,10,39,2,2,3,2,2,3,2,0,1,0,7,0,0,655
50,"PRA 0PA0  CHAKMEERAPUR",221,202,0,423,137,119,0,256,201,0,44,40,1,134,1,0,1,3,19,0,0,1,0,1,0,2,0,0,3,1,2,3,256
51,"PRA 0PA0  HAIBATPUR",485,419,0,904,311,280,0,591,461,0,19,89,1,373,1,1,2,7,62,0,1,3,0,6,2,7,3,2,3,3,2,4,591
52,"PRA 0PA0  HASANPUR MAJRA",319,263,0,582,181,151,0,332,270,0,33,57,0,175,2,0,2,3,44,0,1,1,0,2,4,4,0,0,4,0,0,0,332
53,"JU0 HA0 SCHOOL NASIRPUR BHIKHAN",431,364,0,795,252,178,0,430,319,0,34,86,3,239,3,1,1,2,27,3,1,1,4,2,0,10,0,2,3,3,1,4,430
54,"PRA 0PA0   BANYA BHGWANTPUR GOATPALI",877,658,0,1535,502,336,0,838,681,0,279,29,9,208,1,1,1,19,264,2,1,3,0,3,2,3,3,1,0,4,4,1,838
55,"PRA 0PA0   DANYA BHGWANTPUR GOATPALI",759,630,0,1389,483,355,0,838,770,0,50,78,1,196,2,0,2,4,477,1,1,5,0,1,2,2,5,2,1,3,3,2,838
56,"JU0 HA0 SCHOOL DAKSHIN   KABIRPUR",684,555,0,1239,331,248,0,579,416,0,66,46,1,342,0,0,2,4,82,4,0,3,3,1,3,1,6,4,6,1,3,1,579
57,"JU0 HA0 SCHOOL UTTAR   KABIRPUR",359,302,0,661,204,173,0,377,370,0,5,124,1,218,1,0,0,3,3,1,1,3,1,1,1,7,0,2,1,1,3,0,377
58,"PRA 0PA0   KAMRA NO 1 AMIRPUR GAMBHIRPUR",466,367,0,833,260,194,0,454,400,0,75,59,5,269,1,1,0,5,24,1,0,1,0,0,2,3,0,1,1,3,3,0,454
59,"PRA 0PA0 KAMRA NO 2 AMIRPUR GAMBHIRPUR",485,402,0,887,312,252,0,564,358,0,39,85,1,389,0,2,2,1,16,1,1,4,2,2,2,1,2,1,2,6,3,2,564
60,"JU0 HA0 SCHOOL GOSHA KUTUOB",828,709,0,1537,509,429,0,938,899,0,104,42,7,589,2,2,2,8,154,4,1,3,0,0,3,3,1,3,2,3,1,4,938
61,"PRA 0PA0  ISMAILPUR AMBAAPUR",563,463,0,1026,332,277,0,609,482,0,25,70,6,454,2,2,1,5,21,1,0,1,3,1,2,2,0,0,3,6,0,4,609
62,"PRA 0PA0  PURVA  JOGIKOAT",837,718,0,1555,531,402,0,933,20,0,87,55,7,502,4,3,4,6,203,0,4,24,0,1,2,6,3,1,2,9,5,5,933
63,"PRA 0PA0  PASHIM JOGIKOAT",891,693,0,1584,470,350,0,820,550,0,300,6,1,121,2,1,2,10,361,3,0,0,1,1,2,2,3,3,1,0,0,0,820
64,"PRA 0PA0  AWASTHI KHERA MO0 GARHA",792,641,0,1433,394,312,0,706,559,0,164,121,3,220,1,2,1,8,158,0,4,6,2,1,1,7,2,1,1,3,0,0,706
65,"PRA 0PA0   PURVA RASOOLPUR RURI",584,457,0,1041,384,256,0,640,350,0,319,28,1,193,3,0,3,3,54,0,3,3,1,3,1,5,3,6,1,1,4,5,640
66,"PRA 0PA0  PASHIM RASOOLPUR RURI",501,417,0,918,297,266,0,563,378,0,150,93,2,234,2,0,1,16,30,1,1,0,2,1,3,6,1,3,7,5,2,3,563
67,"PRA 0PA0   SALEMPUR",259,193,0,452,151,116,0,267,231,0,42,116,0,77,2,0,1,2,5,0,0,0,0,1,0,11,2,2,1,0,0,5,267
68,"PRA 0PA0  PURVA SADIPUR",771,616,0,1387,539,299,0,838,687,0,244,165,3,308,3,1,3,1,71,2,0,1,4,1,1,7,1,7,2,4,3,6,838
69,"PRA 0PA0  PASHIM SADIPUR",343,258,0,601,235,144,0,379,237,0,185,15,0,103,2,2,0,4,54,0,0,1,0,0,2,2,2,3,1,3,0,0,379
70,"PRA 0PA0  MOHKAM KHERA M0 SADIPUR",852,670,0,1522,465,344,0,809,596,0,250,113,6,318,2,3,2,13,53,1,3,7,5,3,5,8,3,2,1,5,0,6,809
71,"PRA 0PA0  VAIRI MO SADIPUR",780,604,0,1384,427,287,0,714,696,0,211,84,3,351,1,3,1,6,13,3,0,8,2,1,1,5,2,4,5,3,2,5,714
72,"PRA 0PA0  PASHIM KANTA GULJARPUR",549,474,0,1023,347,309,0,656,516,0,309,95,1,81,4,0,0,2,143,0,0,0,2,2,1,5,3,2,1,2,0,3,656
73,"PRA 0PA0  KANTA GULJARPUR",780,664,0,1444,483,368,0,851,729,0,204,295,9,149,8,3,2,14,117,1,5,11,0,5,2,8,3,4,0,4,4,3,851
74,"JU0 HA0 SCHOOL KASHA SANKHYA 1 RURI SADIKPUR",763,620,0,1383,428,312,0,740,535,0,75,41,2,501,0,0,3,10,74,1,0,5,3,2,5,1,2,0,3,9,1,2,740
75,"JU0 HA0 SCHOOL  KASHA SANKHYA 2 RURI SADIKPUR",850,642,1,1493,428,310,0,738,595,0,34,248,6,340,1,1,1,1,52,2,1,5,4,3,0,14,4,4,5,6,2,4,738
76,"PRA 0PA0   RURI SADIKPUR",778,674,0,1452,440,350,0,790,535,0,131,194,8,340,4,1,5,9,43,1,1,6,5,4,5,12,0,2,0,7,5,7,790
77,"PRA 0PA0  JHERTERA",747,560,0,1307,335,285,0,620,516,0,68,166,6,228,0,1,3,4,101,5,1,6,4,1,0,14,2,4,3,2,0,1,620
78,"JU0 HA0 PURVA ATARDHANI",504,422,0,926,245,184,0,429,328,0,84,35,2,135,0,1,0,3,140,18,0,1,1,0,1,1,1,1,0,2,1,2,429
79,"JU0 HA0 SCHOOL  MEENA KASHA ATARDHANI",433,361,0,794,251,150,0,401,282,0,20,68,1,199,0,1,1,6,66,7,3,5,0,0,2,5,2,3,3,4,0,5,401
80,"JU0 HA0 SCHOOL PASHIM   ATARDHANI",703,535,0,1238,366,264,0,630,481,0,92,57,2,296,3,0,0,6,146,12,2,5,0,0,1,2,1,0,1,3,1,0,630
81,"PRA 0PA0  MAWAI GHANSHYAM",617,499,0,1116,346,268,0,614,423,0,86,151,3,301,2,0,1,2,36,1,0,6,2,4,2,8,1,1,0,3,1,3,614
82,"PRA 0PA0  GOSHA PRAYAGPUR",700,547,0,1247,635,15,0,650,410,0,60,91,2,283,0,0,0,7,183,1,0,3,0,1,0,5,4,2,2,4,1,1,650
83,"PRA 0PA0 BAYAN  AASATMUHADEENPUR",603,505,0,1108,353,289,0,642,385,0,95,242,2,232,4,2,0,5,30,4,0,0,1,2,3,8,2,1,2,2,3,2,642
84,"PRA 0PA0  DAYAN AASATMUODEENPUR",489,399,0,888,310,280,0,590,374,0,31,206,1,283,2,1,0,4,21,3,0,2,8,1,1,10,1,2,8,4,0,1,590
85,"PRA 0PA0  GAURA",282,236,0,518,157,128,0,285,201,0,8,45,2,166,0,0,3,2,52,0,0,0,1,0,1,2,1,0,0,1,0,1,285
86,"PRA 0PA0  PURVA BHATHIYAPUR",666,555,0,1221,301,269,0,570,442,0,245,35,0,119,1,0,1,4,146,0,0,5,0,0,5,4,0,1,0,1,1,2,570
87,"PRA 0PA0  PASHIM  BHATHIYAPUR",218,175,0,393,104,87,0,191,101,0,138,9,0,3,0,0,0,0,32,0,0,0,2,0,0,1,1,3,0,1,1,0,191
88,"PRA 0PA0  UTTAR SURSENI",911,766,0,1677,433,407,0,840,430,0,277,88,3,32,0,0,0,7,395,6,1,1,1,2,1,10,7,4,0,0,1,4,840
89,"PRA 0PA0  DAKSHIN SURSENI",727,527,0,1254,394,280,0,674,655,0,173,231,1,41,0,0,0,4,202,0,1,1,2,0,1,6,0,1,1,3,2,4,674
90,"PRA 0PA0  PALIYA",569,461,0,1030,391,295,0,686,501,0,230,76,3,298,4,2,1,8,20,2,2,9,2,2,0,7,2,5,3,5,1,4,686
91,"PRA 0PA0  SAHADANI",546,444,0,990,334,336,0,670,526,0,15,46,4,394,1,0,3,6,167,2,4,10,2,2,2,1,4,0,4,2,1,0,670
92,"PRA 0PA0  NEWAL",765,639,0,1404,500,428,0,928,824,0,238,122,2,365,3,2,1,8,119,4,1,9,9,3,1,8,5,3,14,8,0,3,928
93,"PRA 0PA0  RABADI",489,419,0,908,366,316,0,682,429,0,7,69,2,578,0,1,2,3,7,1,0,2,1,0,1,0,1,0,2,4,1,0,682
94,"PRA 0PA0  JAGTAPUR",465,380,0,845,296,218,0,514,309,0,39,23,4,412,1,0,0,2,20,2,0,2,2,0,1,2,1,0,1,1,0,1,514
95,"PRA 0PA0 RAGHURAMPUR",521,413,0,934,308,250,0,558,401,0,39,146,2,231,2,0,0,7,99,0,2,2,0,1,5,9,3,2,6,1,1,0,558
96,"D C K M INTER COLLAGE KASHA SANKHYA 1 GANJMURADABAD SAHARI",847,677,0,1524,474,344,0,818,682,0,107,112,5,325,2,0,5,12,225,3,1,3,0,2,1,4,0,1,0,4,3,3,818
97,"D C K M INTER COLLAGE KASHA SANKHYA 2 GANJMURADABAD SAHARI",550,528,0,1078,237,223,0,460,305,0,88,44,1,22,1,1,0,2,291,1,0,0,1,0,0,0,6,0,0,1,0,1,460
98,"D C K M INTER COLLAGE KASHA SANKHYA 7 GANJMURADABAD SAHARI",338,287,0,625,200,156,0,356,298,0,46,15,2,92,0,1,0,3,190,2,0,3,0,0,2,0,0,0,0,0,0,0,356
99,"D C K M INTER COLLAGE KASHA SANKHYA 3 GANJMURADABAD SAHARI",590,579,0,1169,313,270,0,583,510,0,55,28,5,247,1,1,0,8,196,4,0,4,3,0,3,2,6,4,5,3,2,6,583
100,"D C K M INTER COLLAGE KASHA SANKHYA 11 GANJMURADABAD SAHARI",389,337,0,726,220,194,0,414,289,0,58,18,2,262,0,0,2,2,55,0,1,2,1,2,2,1,0,0,1,1,1,3,414
101,"KANYA PRA0 PA0 PURVA GANJMURADABAD SAHARI",737,531,0,1268,346,223,0,569,449,0,148,52,1,79,2,2,0,6,263,0,0,0,2,3,1,3,3,0,0,0,2,2,569
102,"KANYA PRA0 PA0  PASHIM GANJMURADABAD SAHARI",666,594,1,1261,365,276,0,641,478,0,349,18,2,3,0,0,2,3,245,0,1,1,1,0,1,1,6,2,0,1,1,4,641
103,"PRA 0PA0  PHATEHPUR HAMZA",787,622,0,1409,404,324,0,728,688,0,306,83,3,61,2,0,0,8,245,0,0,4,0,1,1,4,4,4,1,0,1,0,728
104,"PRA 0PA0  PHATEHPUR KHALSHA",602,478,0,1080,348,289,0,637,578,0,192,84,2,103,1,0,2,5,211,6,1,4,4,0,1,5,0,5,3,4,0,4,637
105,"PRA 0PA0  GOLAHUAAPUR",412,350,0,762,267,227,0,494,302,0,223,123,2,70,2,0,1,0,62,0,0,2,2,1,1,3,0,0,0,1,0,1,494
106,"PRA 0PA0  BIRAICHMAU",532,410,0,942,320,210,0,530,388,0,42,167,0,271,0,2,0,4,35,0,0,1,1,0,1,1,2,2,0,0,1,0,530
107,"PRA 0PA0  DEWARIYA",522,411,0,933,296,279,0,575,566,0,54,167,7,293,1,1,3,6,11,0,0,3,1,3,6,8,1,1,3,1,0,5,575
108,"PRA 0PA0  LAHARAPUR",672,546,0,1218,451,373,0,824,678,0,216,135,5,377,3,1,1,16,18,1,0,6,4,2,2,10,1,5,0,8,8,5,824
109,"JU0 HA0 SCHOOL  PURVA SULTANPUR",622,486,0,1108,362,320,0,682,644,0,52,136,0,395,1,1,1,2,39,3,0,1,2,1,1,12,3,5,20,6,1,0,682
110,"JU0 HA0 SCHOOL PASHIM SULTANPUR",673,485,0,1158,352,269,0,621,498,0,76,55,1,200,2,0,2,3,257,4,0,6,0,0,1,3,3,1,0,4,1,2,621
111,"PRA 0PA0  KUSRAJPUR",812,635,0,1447,394,308,0,702,592,0,69,278,4,257,7,2,1,15,9,2,2,5,1,2,6,14,3,4,7,6,6,2,702
112,"PRA 0PA0  BEHTA KASHYA",895,676,0,1571,494,355,0,849,701,0,268,216,0,213,5,4,3,10,87,0,0,11,1,0,7,7,1,4,0,7,3,2,849
113,"PRA 0PA0  BALLAPUR",897,678,0,1575,453,298,0,751,535,0,31,123,6,477,3,2,2,7,58,2,2,6,7,2,0,5,1,2,2,6,4,3,751
114,"JU0 HA0 SCHOOL BALLAPUR",796,579,0,1375,515,335,0,850,730,0,227,181,3,356,5,2,1,12,31,0,2,4,3,0,5,7,0,0,3,3,1,4,850
115,"PRA 0PA0  JAPHARABAD",634,500,0,1134,459,268,0,727,602,0,294,182,2,208,2,0,0,2,10,0,2,8,1,2,1,7,0,1,0,3,0,2,727
116,"PRA 0PA0  MAHARAJAPUR",132,112,0,244,90,83,0,173,101,0,3,90,0,54,1,2,0,1,11,5,0,0,0,1,0,2,0,2,0,0,0,1,173
117,"PRA 0PA0  CHORAHA",525,407,0,932,363,284,0,647,533,0,271,169,2,146,3,2,1,5,22,3,0,3,1,1,1,7,0,3,0,3,2,2,647
118,"PRA 0PA0  BAHLOLPUR MUNTSHIL",553,464,0,1017,308,264,0,572,413,0,280,34,2,128,3,1,1,8,99,1,1,2,2,0,4,1,1,1,0,1,1,1,572
119,"PRA 0PA0  DEWAKHARI",505,403,0,908,333,288,0,621,509,0,119,239,0,207,1,1,1,0,2,0,0,2,5,2,2,15,4,5,5,4,1,6,621
120,"PRA 0PA0 SAHSARAYAN",311,252,0,563,211,193,0,404,284,0,67,154,0,136,2,0,1,7,10,1,3,4,0,1,3,5,0,1,3,2,2,2,404
121,"PRA 0PA0  TATIYAPUR",457,330,0,787,249,158,0,407,301,0,69,102,15,138,0,0,0,3,57,1,0,2,2,0,1,10,1,1,1,1,0,3,407
122,"PRA 0PA0  ALLMAU SARAI",466,395,0,861,222,222,0,444,343,0,125,138,1,91,1,1,0,4,57,6,0,3,2,1,0,8,0,1,1,3,1,0,444
123,"PRA 0PA0  KHAIRHAN",414,309,0,723,272,224,0,496,357,0,131,69,1,213,2,0,1,7,46,2,2,3,0,1,1,1,1,2,5,3,3,2,496
124,"PRA 0PA0 DAKSHIN  SIRDHARPUR GAIR AA0",652,523,0,1175,431,280,0,711,547,0,299,89,3,190,4,1,1,8,50,2,0,5,2,3,4,11,8,13,4,3,2,9,711
125,"PRA 0PA0  ATIRIKAT KASHA SIRDHARPUR GAIR AA0",389,293,0,682,267,180,0,447,264,0,51,39,2,327,0,1,0,1,6,3,0,3,0,0,0,4,0,1,3,5,0,1,447
126,"PRA 0PA0  PASHIM  SIRDHARPUR GAIR AA0",384,285,0,669,248,183,0,431,407,0,35,12,6,340,5,1,2,4,4,0,2,3,0,1,3,0,0,0,6,5,0,2,431
127,"PRA 0PA0 SIRDHARPUR AA0 GAHARPURVA",677,536,0,1213,539,391,0,930,802,0,216,36,7,606,3,0,1,5,9,2,0,14,3,5,1,2,5,3,1,4,3,4,930
128,"PRA 0PA0  PURVA JASARAPUR",311,234,0,545,174,123,0,297,201,0,19,19,1,205,0,2,4,9,9,0,0,5,5,1,2,2,0,0,5,5,2,2,297
129,"PRA 0PA0  PASHIM JASRAPUR",698,569,0,1267,385,276,0,661,409,0,44,182,2,342,2,2,1,5,50,0,2,4,2,4,1,7,2,1,1,5,1,1,661
130,"PRA 0PA0  UTTAR BHIKHARIPUR  PATSIYA GAIR AA0",597,494,0,1091,373,260,0,633,463,0,172,77,0,326,1,0,0,7,20,0,1,2,4,0,1,5,1,4,1,7,3,1,633
131,"PRA 0PA0  DAKSHIN BHIKHARIPUR PATSIYA GAIR AA0",699,529,0,1228,407,312,0,719,576,0,14,170,8,456,3,0,1,8,12,2,1,5,4,3,7,9,5,0,3,2,3,3,719
132,"PRA 0PA0  RATAI PURWA M0 BHIKHARIPUR PATSIYA",828,667,0,1495,563,515,0,1078,577,0,29,59,18,846,6,4,5,23,20,0,3,12,2,2,5,11,2,5,7,13,2,4,1078
133,"PRA 0PA0  SAHIBAPUR M0 BHIKHARIPUR PATSIYA",674,532,0,1206,487,380,0,867,687,0,19,10,5,763,6,1,1,3,20,1,1,16,3,2,0,5,0,0,2,5,1,3,867
134,"PRA 0PA0  PURVA  MELA RAM KUWAR",685,517,0,1202,352,243,0,595,575,0,45,86,5,378,4,1,2,4,25,3,2,4,2,2,1,6,4,1,6,5,5,4,595
135,"PRA0 PA0  PASHIM   MELA RAM  KUMAR",231,171,0,402,155,105,0,260,200,0,37,50,0,162,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,2,1,0,260
136,"PRA 0PA0 MELAAALAMSAH GAIR AA0",539,439,0,978,283,262,0,545,405,0,67,90,5,336,2,0,1,3,16,2,1,6,1,2,1,4,0,0,0,4,1,3,545
137,"JU0 HA0 SCHOOL KASHYA 1 JAGATNAGAR AA0",539,411,0,950,320,270,0,590,501,0,96,246,6,179,3,1,1,1,36,0,1,6,1,0,1,6,0,0,1,0,4,1,590
138,"JU0 HA0 SCHOOL  JAGAT NAGAR AA0",434,349,0,783,289,204,0,493,15,0,109,75,0,251,0,0,0,2,35,1,0,2,3,0,0,4,2,1,2,2,2,2,493
