"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
278,"PRA 0PA0 PURVA SINDHUPUR BERIYA GADHA",470,384,0,854,306,247,0,553,301,0,183,76,2,234,4,0,0,3,28,0,4,3,0,1,1,1,1,1,7,3,0,1,553
279,"PRA 0PA0  PASHIM  SINDHUPUR BERIYA GADHA",549,424,0,973,353,221,0,574,419,0,146,197,2,187,1,0,1,7,8,0,1,3,2,1,1,10,0,3,0,3,0,1,574
280,"PRA 0PA0  SETUVAHI",284,231,0,515,176,169,0,345,289,0,29,20,1,277,0,0,1,4,6,1,0,2,1,1,1,1,0,0,0,0,0,0,345
281,"PANCHAYAT GHER KHAIRUDEENPUR",652,508,0,1160,423,332,0,755,625,0,28,119,6,514,3,1,3,7,29,5,1,3,3,1,1,9,2,3,4,5,4,4,755
282,"PRA 0PA0  ANTWA MO MELA AALAM SAH AA0",354,282,0,636,226,207,0,433,368,0,211,86,2,90,1,0,1,4,20,1,1,2,1,0,1,3,1,4,1,0,2,1,433
283,"PRA 0PA0  NAYA GADANPUR AAHAR",584,386,0,970,387,257,0,644,458,0,199,12,0,385,1,1,2,6,12,1,0,6,0,0,1,3,2,1,4,5,2,1,644
284,"PRA 0PA0  PHAREEDPUR KATTAR",707,512,0,1219,429,302,0,731,613,0,11,187,0,440,1,4,1,4,13,3,20,8,6,3,1,7,2,3,3,7,3,4,731
285,"PRA 0PA0 AHIRANPURWA MO0 KATRI AKBERPUR SENG",648,457,0,1105,403,285,0,688,584,0,157,25,1,463,1,0,1,3,22,0,1,6,1,0,0,1,0,1,0,3,2,0,688
286,"PRA 0PA0  HARDASHPUR",469,335,0,804,298,207,0,505,349,0,68,122,0,233,0,1,1,6,35,1,0,6,1,0,1,9,5,2,0,7,2,5,505
287,"PRA 0PA0  UTTAR JAITPUR",395,300,0,695,210,141,0,351,219,0,105,102,3,100,2,0,1,3,12,3,1,4,1,0,2,3,2,4,1,1,0,1,351
288,"PRA 0PA0  DAKSHIN JAITPUR",574,407,0,981,332,220,0,552,418,0,14,175,3,299,4,0,1,5,18,0,0,6,0,4,2,12,0,1,4,2,1,1,552
289,"PRA 0PA0  UMMARPUR PRITAM",920,691,0,1611,565,439,0,1004,843,0,152,287,4,461,2,1,1,8,43,1,4,10,0,1,6,8,0,0,6,3,0,6,1004
290,"PRA 0PA0 RUSTAMPUR",254,192,0,446,161,121,0,282,194,0,57,110,3,94,0,1,0,4,4,0,0,1,2,0,0,1,1,0,0,3,0,1,282
291,"PRA 0PA0  LAKHNAPUR",490,364,0,854,302,214,0,516,415,0,58,127,0,276,0,0,0,6,18,6,1,4,3,3,1,1,1,0,2,4,2,3,516
292,"PRA 0PA0  KASHA SANKHYA 2 JAJAMAU GAIR AA0",461,377,0,838,249,204,0,453,224,0,80,38,2,267,1,0,1,4,33,8,0,4,2,0,6,0,1,1,0,3,2,0,453
293,"PRA 0PA0  KASHA SANKHYA 1 JAJAMAU GAIR AA0",529,406,0,935,321,258,0,579,453,0,70,252,2,164,9,2,0,9,46,2,2,1,0,1,4,9,1,0,1,2,2,0,579
294,"JU0 HA0 SCHOOL JAJAMAU GAIR AA0",761,586,0,1347,406,254,0,660,518,0,33,63,2,489,1,4,4,9,17,9,3,8,0,1,0,3,0,2,0,6,2,4,660
295,"PRA 0PA0  SAMASH PUR ATIYAPUR KABOOLPUR",832,572,0,1404,526,374,0,900,659,0,423,172,1,235,4,3,1,8,18,2,2,4,1,3,4,3,1,8,3,3,0,1,900
296,"PRA 0PA0 CHIRANJU PURWA M0 JAJAMAU AA0",864,604,0,1468,555,391,0,946,741,0,16,51,2,792,0,2,5,5,33,3,1,6,3,1,0,4,1,7,2,5,3,4,946
297,"PRA 0PA0 BHULBHULIYA KHERA M0 GADAI",395,322,0,717,264,195,0,459,321,0,271,36,4,100,1,0,3,2,19,2,0,1,0,1,3,2,2,4,1,2,1,4,459
298,"PRA 0PA0  KHAIRI GURUDASH PUR",540,458,0,998,338,264,0,602,451,0,258,172,4,118,1,0,2,7,12,2,1,1,2,2,8,4,1,2,3,0,2,0,602
299,"PRA 0PA0  PANDITKHERA M0 AALAUDEENPUR",545,393,0,938,267,209,0,476,327,0,19,245,8,120,2,16,0,5,31,4,1,2,0,1,1,13,1,0,3,0,0,4,476
300,"BARAT SALA ESMAILPUR NAUGAWAN",203,182,0,385,151,122,0,273,198,0,93,79,1,82,0,0,1,0,9,0,0,1,3,1,1,0,0,0,0,1,1,0,273
301,"JU0 HA0 SCHOOL KASHA SANKHYA 1 DABOLI",820,623,0,1443,464,350,0,814,593,0,242,203,4,191,2,5,2,11,107,4,0,3,2,0,3,10,3,7,5,2,3,5,814
302,"JU0 HA0 SCHOO KASHA SANKHYA 2 DABOLI",580,448,0,1028,310,216,0,526,430,0,114,78,18,215,0,3,1,6,60,1,3,2,2,1,1,6,1,5,2,1,2,4,526
303,"PRA 0PA0  ARJUPUR",460,362,0,822,298,203,0,501,351,0,67,114,3,249,3,0,2,9,13,2,2,3,2,3,3,9,0,3,2,6,2,4,501
304,"PRA 0PA0  MAKKHAKHERA M0 KHANPUR BICHAULI",568,455,0,1023,395,258,0,653,439,0,320,149,4,55,2,0,2,12,78,2,1,1,5,5,4,7,1,1,2,0,1,1,653
305,"PRA 0PA0  SARAHA SAKATPUR",600,442,0,1042,381,293,0,674,422,0,309,64,3,200,3,2,2,6,55,4,0,4,1,3,2,6,0,2,1,2,1,4,674
306,"PRA 0PA0  LAWANI",505,370,0,875,240,171,0,411,309,0,22,79,6,195,2,1,2,7,58,2,3,0,1,2,2,8,3,2,6,4,1,5,411
307,"PRA 0PA0   ABDULLAPUR",325,237,0,562,238,158,0,396,281,0,61,32,3,239,1,2,1,2,27,0,1,4,1,1,1,5,2,1,3,6,0,3,396
308,"PRA 0PA0  SAHA NAGAR",548,487,0,1035,330,268,0,598,510,0,100,215,2,182,1,1,1,5,65,0,0,3,2,0,2,9,2,2,1,2,1,2,598
309,"PRA 0PA0 UTTAR SUSUMAU",769,571,0,1340,406,261,0,667,496,0,114,100,1,301,4,3,4,3,103,9,0,6,3,1,1,2,2,2,0,4,2,2,667
310,"PRA 0PA0 DAKSHIN  SUSUMAU",456,371,0,827,250,138,0,388,262,0,34,17,1,206,1,0,0,5,93,7,2,2,0,0,0,1,3,4,5,2,2,3,388
311,"JU0 HA0 SCHOOL KISHUNPUR TEDWA",426,356,0,782,204,153,0,357,301,0,137,61,1,121,2,0,1,0,28,0,1,1,0,1,1,0,0,0,0,2,0,0,357
312,"PRA 0PA0  RANIYAMAU",410,319,0,729,248,195,0,443,232,0,184,37,1,120,2,1,0,3,57,11,1,2,2,1,2,5,3,3,2,1,2,3,443
313,"PRA 0PA0  MAHPARAPUR",458,354,0,812,254,199,0,453,350,0,46,87,2,204,1,1,0,3,77,1,0,0,2,0,2,4,6,4,4,4,5,0,453
314,"PRA 0PA0  KASHA SANKHYA 1KHUSRUPUR",554,398,0,952,287,208,0,495,348,0,111,102,2,217,2,1,2,4,34,0,0,3,0,3,2,6,1,0,0,1,3,1,495
315,"PRA 0PA0  KASHA SANKHYA 2 KHUSARU PUR",476,331,0,807,249,167,0,416,289,0,30,81,0,240,1,2,1,1,34,2,0,3,4,1,0,6,1,1,3,1,4,0,416
316,"PRA 0PA0  UGU GAMEEN",359,311,0,670,169,147,0,316,285,0,3,114,3,121,0,0,0,3,57,2,0,0,1,1,1,6,0,0,0,0,2,2,316
317,"C P T N INTER COLLAGE KASHA SANKHYA 2 UGU SAHARI",737,609,0,1346,439,231,0,670,428,0,25,197,1,342,4,1,2,2,56,3,2,3,1,1,3,7,3,1,6,6,2,2,670
318,"C P T N INTER COLLAGE MADHYA  UGU SAHARI",815,656,0,1471,412,319,0,731,471,0,41,55,1,495,2,1,2,6,103,1,1,6,0,2,3,2,1,1,2,5,0,1,731
319,"JAWALA DEVI INTER COLLAGE KASHYA SANKHYA 2 UGU SAHARI",677,573,0,1250,361,287,0,648,514,0,47,68,2,356,1,0,6,9,129,3,2,5,1,0,6,2,3,0,1,4,2,1,648
320,"JAWALA DEVI INTER COLLAGE KASHYA SANKHYA 3 UGU SAHARI",741,630,0,1371,414,319,0,733,579,0,162,33,3,383,1,3,2,5,99,6,4,3,1,3,14,1,1,2,2,3,0,2,733
321,"PRA 0PA0  PASHIM KURSAT SAHARI",645,611,0,1256,214,319,0,533,378,0,205,20,0,48,1,0,0,2,240,1,0,2,0,0,0,2,4,1,1,0,2,4,533
322,"PRA 0PA0  PURVA KURSAT SAHARI",313,250,0,563,134,92,0,226,171,0,68,72,0,4,1,0,0,0,76,0,0,0,1,0,1,2,0,1,0,0,0,0,226
323,"KANYA PRA0 PA0 UTTAR KURSAT SAHARI",707,526,0,1233,366,222,0,588,500,0,120,113,1,220,1,0,0,3,110,2,0,4,2,0,0,3,2,0,1,4,1,1,588
324,"KANYA PRA0 PA0 DAKSHIN KURSAT SAHARI",800,726,0,1526,385,288,0,673,469,0,218,76,1,45,2,0,0,2,308,3,1,2,0,0,4,1,2,2,0,0,3,3,673
325,"KANYA VIDAYALYA UTTAR UDDSAH",480,350,0,830,255,179,0,434,324,0,60,145,2,131,0,2,1,11,63,2,1,1,0,1,1,8,0,0,0,4,1,0,434
326,"KANYA VIDAYALYA DAKSHIN  UDDSAH",512,393,0,905,255,178,0,433,233,0,50,35,1,210,0,1,0,1,45,73,1,4,1,0,2,0,0,0,1,6,1,1,433
327,"PRA 0PA0  UDDASH",523,391,0,914,301,161,0,462,427,0,93,74,0,215,0,0,1,2,48,13,0,3,1,0,0,2,0,4,2,2,2,0,462
328,"PRA 0PA0  RAHIMABAD",640,557,0,1197,373,232,0,605,471,0,65,251,1,62,3,3,0,3,193,2,0,0,3,1,0,9,5,0,1,2,0,1,605
