"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
243,"HARPRASAD INTER COLLEGE ACHHANERA R. N. 1",751,635,0,1386,553,275,0,828,828,0,44,396,111,209,1,1,0,1,1,0,1,1,1,3,3,2,4,9,6,7,0,1,2,0,4,2,6,3,9,828
244,"HARPRASAD INTER COLLEGE ACHHANERA R. N. 2",487,391,0,878,286,189,0,475,475,0,16,174,98,154,1,0,0,1,1,1,1,0,5,4,3,3,1,3,0,1,0,1,0,1,0,0,0,2,4,475
245,"HARPRASAD INTER COLLEGE ACHHANERA R. N. 3",467,386,0,853,293,225,0,518,518,0,28,360,33,79,2,0,0,0,0,1,0,2,2,1,3,0,0,2,1,1,0,0,1,0,0,0,1,1,0,518
246,"ISLAMIYAN PRA. VI. ACHHANERA R. N. 1",586,455,0,1041,434,235,0,669,669,0,9,9,374,247,2,0,0,0,0,0,7,1,3,4,1,4,1,1,1,1,1,0,0,0,1,1,0,0,1,669
247,"ISLAMIYAN PRA. VI. ACHHANERA R. N. 2",393,336,0,729,307,164,0,471,471,0,17,32,256,153,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,2,1,1,471
248,"ISLAMIYAN PRA. VI. ACHHANERA R. N. 3",451,369,0,820,284,210,0,494,494,0,14,284,53,110,1,0,1,1,0,1,1,0,3,1,7,3,0,2,2,1,0,0,0,1,2,0,1,2,3,494
249,"ISLAMIYAN PRA. VI. ACHHANERA R. N. 4",603,446,0,1049,415,215,0,630,630,0,29,333,95,148,4,1,1,0,0,0,2,0,0,3,0,3,0,2,1,3,0,0,0,1,1,0,0,1,2,630
250,"NEKRAM JUNIOR HIGH SCHOOL ACHHANERA R. N. 1",636,497,0,1133,310,176,0,486,486,0,29,153,169,108,2,1,0,0,0,0,0,0,6,4,2,1,0,0,1,3,0,0,0,1,3,2,0,0,1,486
251,"PRA. VI. SECOND ACHHANERA R. N. 1",616,484,0,1100,489,314,0,803,803,0,2,19,7,750,0,2,0,1,0,1,0,0,3,0,1,4,0,2,1,4,0,0,2,0,1,0,2,1,0,803
252,"PRA. VI. SECOND ACHHANERA R. N. 2",633,484,0,1117,508,309,0,817,817,0,4,6,4,777,6,0,0,0,1,0,0,1,2,0,3,3,1,1,0,2,0,1,0,2,0,0,0,1,2,817
253,"SHIVPRASAD RA. IN. CO. ACHHANERA R. N. 1",808,662,0,1470,485,347,0,832,832,0,11,540,30,198,1,0,0,1,0,1,0,1,5,4,4,9,0,6,1,2,2,1,2,3,1,1,1,0,7,832
254,"SHIVPRASAD RA. IN. CO. ACHHANERA R. N. 2",469,363,0,832,261,184,0,445,445,0,16,309,32,77,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,445
255,"SHIVPRASAD RA. IN. CO. ACHHANERA R. N. 3",847,631,0,1478,522,308,0,830,830,0,46,638,41,88,0,0,0,2,0,0,1,0,1,2,4,1,1,1,0,0,0,1,0,0,0,0,0,0,3,830
256,"SHIVPRASAD RA. IN. CO. ACHHANERA R. N. 4",472,416,0,888,285,199,0,484,484,0,49,283,31,94,2,0,1,0,1,0,1,1,1,1,1,1,1,6,0,0,0,2,1,0,0,0,0,3,4,484
257,"SHIVPRASAD RA. IN. CO. ACHHANERA R. N. 5",677,556,0,1233,402,268,0,670,670,0,24,470,40,106,1,1,0,2,0,0,0,1,1,3,2,4,0,1,4,0,1,1,0,0,0,0,1,2,5,670
258,"PU. MA. VI. KACHORA R. N. 1",785,636,0,1421,543,396,0,939,939,0,30,465,8,376,3,0,1,3,1,0,0,0,0,2,4,2,2,5,4,10,3,0,4,6,0,1,4,1,4,939
259,"PU. MA. VI. KACHORA R. N. 2",451,387,0,838,276,206,0,482,482,0,22,368,46,32,1,0,0,0,0,0,1,0,1,2,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,482
260,"PU. MA. VI. KACHORA R. N. 3",433,364,0,797,323,205,0,528,528,0,17,386,20,96,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,528
261,"PU. MA. VI. KACHORA R. N. 4",560,486,0,1046,377,315,0,692,692,0,8,620,36,21,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,692
262,"PRA. VI. AGANPURA R. N. 1",376,316,0,692,336,220,0,556,556,0,6,427,59,59,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,556
263,"PRA. VI. CHAI POKHAR R. N. 1",667,575,0,1242,479,308,0,787,787,0,22,680,20,45,0,0,0,0,0,0,0,0,1,4,4,2,0,4,1,0,1,0,2,0,0,0,0,1,0,787
264,"PRA. VI. CHAI POKHAR R. N. 2",627,521,0,1148,384,300,0,684,684,0,6,269,16,371,1,0,1,0,0,1,1,0,4,1,4,3,0,2,1,2,0,0,0,0,0,0,1,0,0,684
265,"PRA. VI. RAMPUR R. N. 1",126,106,0,232,93,72,0,165,165,0,5,81,2,73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,165
266,"PU. MA. VI. BABROD R. N. 1",689,499,0,1188,506,355,0,861,861,0,5,171,57,578,4,0,0,2,2,0,0,1,2,3,2,5,4,6,2,4,0,0,1,3,0,1,3,3,2,861
267,"PRA. VI. MUBARIZPUR R. N. 1",594,483,0,1077,438,284,0,722,284,0,4,505,39,139,2,0,1,1,1,0,0,0,2,8,4,0,0,4,1,1,1,0,0,2,0,2,1,0,4,722
268,"PRA. VI. BASTAI R. N. 1",534,466,0,1000,429,361,0,790,790,0,33,410,71,255,1,1,0,1,0,0,0,2,3,2,5,1,0,0,1,0,0,0,1,0,0,0,1,1,1,790
269,"PRA. VI. MAI R. N. 1",747,663,0,1410,584,388,0,972,972,0,13,610,193,88,0,1,0,1,1,1,1,0,1,8,4,0,3,14,7,1,0,1,3,2,2,5,6,2,4,972
270,"PU. MA. VI. JANOOTHA R. N. 1",348,242,0,590,270,120,0,390,390,0,0,183,52,139,0,0,0,1,0,0,0,0,0,4,0,3,0,2,0,1,0,0,1,0,0,0,1,3,0,390
271,"PU. MA. VI. JANOOTHA R. N. 2",704,552,0,1256,515,310,0,825,825,0,5,618,108,66,5,2,1,0,1,0,0,0,1,5,2,4,0,1,0,1,2,0,1,0,1,1,0,0,0,825
272,"PRA. VI. NANAU R. N. 1",260,230,0,490,192,175,0,367,367,0,11,160,96,78,1,0,0,3,0,0,0,0,3,2,2,2,3,1,1,2,0,0,0,0,2,0,0,0,0,367
273,"PRA. VI. MANGURA R. N. 1",739,596,0,1335,565,386,0,951,951,0,6,443,125,310,3,0,2,2,0,1,0,5,1,8,7,9,0,3,3,4,1,0,1,2,1,1,2,5,6,951
274,"PRA. VI. MANGURA R. N. 2",396,342,0,738,296,208,0,504,504,0,1,271,134,67,0,0,1,0,0,2,0,0,3,7,5,3,0,5,1,1,0,0,0,0,2,0,0,0,1,504
275,"PU. MA. VI. KEETHAM R. N. 1",701,588,0,1289,524,394,0,918,918,0,66,325,5,483,6,3,0,0,0,0,2,1,3,1,3,4,4,2,0,2,0,0,0,1,2,0,3,0,2,918
276,"PU. MA. VI. KEETHAM R. N. 2",403,328,0,731,274,170,0,444,444,0,61,328,7,27,2,0,0,1,0,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,1,3,4,444
277,"PRA. VI. KASOUTI R. N. 1",233,211,0,444,190,162,0,352,352,0,80,141,18,95,2,0,0,1,0,0,1,0,1,3,4,2,0,0,0,1,0,0,0,2,0,0,1,0,0,352
278,"PU. MA. VI. SINGANA R. N. 1",721,584,0,1305,539,340,0,879,879,0,74,655,25,90,0,0,0,1,0,0,1,1,1,3,9,1,1,3,0,2,0,1,0,2,3,0,4,1,1,879
279,"PU. MA. VI. SINGANA R. N. 2",506,415,0,921,362,224,0,586,586,0,42,368,6,136,0,0,1,2,0,0,0,1,2,1,4,0,0,5,2,2,1,0,2,4,0,4,2,0,1,586
280,"PRA.VI. CHOUMA FARAH R. N. 1",173,140,0,313,134,98,0,232,232,0,2,174,28,14,0,0,0,7,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,232
281,"PRA. VI. JUGSAINA R. N. 1",198,189,0,387,159,138,0,297,297,0,21,221,14,32,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,297
282,"PRA. VI. ARSAINA R. N. 1",678,584,0,1262,490,389,0,879,879,0,4,146,661,45,0,2,0,0,0,2,0,0,0,6,4,2,0,0,1,0,0,0,0,1,0,2,2,1,0,879
283,"PRA. VI. ARSAINA R. N. 2",683,600,0,1283,508,303,0,811,811,0,5,301,416,61,0,6,1,1,2,1,1,0,0,3,2,3,0,0,2,0,0,0,1,0,1,1,0,0,3,811
284,"PU. MA. VI. RUNKATA FIRST R. N. 1",506,405,0,911,350,220,0,570,570,0,10,229,227,43,1,0,1,6,4,0,12,2,1,4,4,7,2,3,3,0,1,0,1,0,0,1,2,1,5,570
285,"PU. MA. VI. RUNKATA FIRST R. N. 2",749,570,0,1319,498,306,0,804,804,0,9,380,286,63,2,1,3,6,0,2,2,2,6,12,6,11,0,4,2,0,0,1,1,2,0,1,1,0,1,804
286,"PU. MA. VI. RUNKATA FIRST R. N. 3",525,469,0,994,443,321,0,764,764,0,11,624,74,13,0,1,0,3,0,1,0,0,1,4,3,1,2,7,1,0,1,2,3,1,2,2,3,1,3,764
287,"PRA. VI. RUNKATA FIRST R. N. 1",586,433,0,1019,366,229,0,595,595,0,4,101,359,62,2,0,1,2,3,1,22,2,2,4,3,13,3,0,2,0,1,0,0,1,1,2,2,0,2,595
288,"PU. MA. VI. RUNKATA SECOND R. N. 1",528,426,0,954,394,261,0,655,655,0,7,283,91,248,2,0,0,1,1,0,0,1,0,2,5,3,0,2,1,2,0,1,0,2,0,0,1,1,1,655
289,"PU. MA. VI. RUNKATA SECOND R. N. 2",599,456,0,1055,450,285,0,735,735,0,9,523,126,36,2,0,0,0,2,0,1,0,2,4,1,0,0,6,2,6,1,0,0,1,1,0,3,3,6,735
290,"SURSMARAK IN. CO. RUNKATA R. N. 1",603,520,0,1123,470,334,0,804,804,0,5,150,15,604,3,1,1,0,2,0,1,2,4,3,0,4,0,2,0,3,1,0,1,2,0,0,0,0,0,804
291,"SURSMARAK IN. CO. RUNKATA R. N. 2",525,449,0,974,411,323,0,734,734,0,4,64,12,632,2,1,1,1,1,0,1,0,2,1,3,0,0,0,0,0,0,1,0,1,0,2,4,0,1,734
292,"SURSMARAK IN. CO. RUNKATA R. N. 3",387,362,0,749,303,211,0,514,514,0,11,345,66,79,0,0,0,0,0,1,0,0,2,0,2,0,1,1,1,0,0,0,1,1,0,1,0,1,1,514
293,"PRA. VI. NAGLA MURLI R. N. 1",133,117,0,250,118,114,0,232,232,0,2,20,202,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,232
294,"PRA. VI. MANGROL GUJAR (BADI PATI) R. N. 1",497,394,0,891,371,244,0,615,615,0,6,510,78,9,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,0,1,1,1,1,1,615
295,"PRA. VI. MANGROL GUJAR (MAJHLI PATI) R. N. 1",505,443,0,948,392,285,0,677,677,0,3,359,271,16,1,0,0,1,0,0,1,2,8,3,2,2,0,1,1,0,0,0,2,1,0,1,1,1,0,677
296,"PU. MA. VI. AKBARA R. N. 1",640,553,0,1193,446,288,0,734,734,0,9,460,151,67,3,0,0,4,0,0,0,0,1,6,5,5,0,4,3,2,0,3,1,2,1,1,1,4,1,734
297,"PU. MA. VI. AKBARA R. N. 2",391,323,0,714,284,182,0,466,466,0,1,310,101,42,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,3,0,0,0,1,0,0,0,0,1,466
298,"PU. MA. VI. NAGLA SADLE (AKBARA) R. N. 1",278,250,0,528,220,157,0,377,377,0,3,290,32,34,2,0,1,2,0,0,0,0,0,1,2,5,0,2,0,0,0,1,1,0,0,0,1,0,0,377
299,"PRA. VI. NAGLA SAPERA (AKBARA) R. N. 1",73,55,0,128,50,36,0,86,86,0,1,40,3,37,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,86
300,"RATAN SAMAJ U. MA. VI. PANVARI R. N. 1",819,668,0,1487,605,558,0,1163,1163,0,16,889,190,12,0,0,0,4,1,1,0,0,3,8,11,2,1,2,3,4,0,2,1,0,2,3,2,2,4,1163
301,"RATAN SAMAJ U. MA. VI. PANVARI R. N. 2",397,349,0,746,327,266,0,593,593,0,5,487,55,22,0,0,0,0,0,1,0,0,0,2,5,0,2,5,0,1,0,0,0,1,0,2,1,0,4,593
302,"RATAN SAMAJ U. MA. VI. PANVARI R. N. 3",415,384,0,799,292,246,0,538,538,0,11,455,26,17,0,0,0,0,0,0,0,0,1,7,6,4,0,1,1,1,0,0,1,0,0,2,1,2,2,538
303,"PRA. VI. LOHKARERA R. N. 1",722,560,0,1282,604,406,0,1010,1010,0,31,890,25,33,1,0,0,2,0,0,0,0,2,5,2,1,1,4,0,1,0,0,2,1,1,1,3,2,2,1010
304,"PRA. VI. LOHKARERA R. N. 2",670,556,0,1226,562,396,0,958,958,0,34,612,73,211,0,1,0,1,0,0,0,0,1,5,1,0,1,6,2,2,1,0,0,2,1,0,1,2,1,958
305,"PRA. VI. MURENDA R. N. 1",847,644,0,1491,664,451,0,1115,1115,0,4,767,48,226,2,1,0,0,1,1,1,0,4,17,7,6,1,3,3,1,0,0,4,2,1,3,4,3,5,1115
306,"PRA.VI. KHADWAI R. N. 1",778,635,0,1413,587,389,0,976,976,0,40,633,205,13,4,0,2,1,2,1,0,1,5,12,8,10,0,9,5,4,2,1,1,5,3,3,3,2,1,976
307,"PRA. VI. BHILAWATI R. N. 1",674,599,0,1273,548,414,0,962,962,0,20,481,155,288,2,1,0,0,0,0,2,0,1,1,3,0,0,3,0,2,0,0,1,1,0,0,0,0,1,962
308,"PRA. VI. RAIPURA AHIR R. N. 1",620,567,0,1187,475,363,0,838,838,0,7,45,706,67,2,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,838
309,"PRA. VI. KATHWARI R. N. 1",494,410,0,904,322,254,0,576,576,0,65,307,34,133,2,1,1,1,0,0,1,1,0,7,2,1,2,4,2,3,1,2,0,0,2,1,1,0,2,576
310,"PRA. VI. KATHWARI R. N. 2",469,382,0,851,315,230,0,545,545,0,54,355,48,64,1,0,0,0,0,0,0,1,3,3,3,4,1,1,1,0,0,0,0,1,0,1,1,1,2,545
311,"PRA. VI. KUKTHALA R. N. 1",711,604,0,1315,500,291,0,791,791,0,13,469,137,127,0,1,0,1,0,0,0,1,4,5,4,5,0,1,0,3,1,0,0,0,13,1,2,0,3,791
312,"PRA. VI. KUKTHALA R. N. 2",718,577,0,1295,500,311,0,811,811,0,5,508,67,183,1,0,1,3,1,0,0,1,1,5,7,3,0,4,0,1,1,1,4,3,0,4,4,3,0,811
313,"PU. MA. VI. ATUS R. N. 1",515,472,0,987,378,306,0,684,684,0,38,516,102,16,0,0,0,1,0,0,0,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,684
314,"PU. MA. VI. ATUS R. N. 2",418,338,0,756,275,218,0,493,493,0,22,331,100,21,0,0,0,2,0,1,0,0,1,2,3,1,0,3,1,0,0,0,1,0,1,0,0,0,3,493
315,"PU. MA. VI. ATUS R. N. 3",677,527,0,1204,518,390,0,908,908,0,28,575,169,86,2,0,0,2,0,2,0,2,1,8,10,4,1,4,1,0,1,0,1,2,2,1,3,2,1,908
316,"PRA. VI. NAGAR R. N. 1",719,596,0,1315,539,485,0,1024,1024,0,12,804,24,165,3,0,0,0,0,0,1,0,3,1,1,0,1,3,0,1,0,0,0,1,0,0,1,0,3,1024
317,"PRA. VI. NAGAR R. N. 2",709,575,0,1284,563,409,0,972,972,0,24,878,19,22,1,0,0,1,1,0,0,0,1,4,0,1,1,7,1,2,0,1,1,1,1,1,2,1,1,972
318,"PRA. VI. SAHAI R. N. 1",589,453,0,1042,435,295,0,730,730,0,84,539,37,46,0,0,1,1,1,0,0,1,2,3,6,1,0,0,1,1,0,1,0,0,1,0,3,1,0,730
319,"PRA. VI. SAHAI R. N. 2",560,509,0,1069,438,356,0,794,794,0,58,349,63,271,1,1,0,1,1,1,2,0,3,2,8,6,0,6,3,7,0,0,1,5,1,2,1,0,1,794
320,"PRA. VI. SAKATPUR R. N. 1",428,344,0,772,301,214,0,515,515,0,47,354,63,15,2,0,1,1,0,0,0,0,3,5,6,1,0,5,1,2,0,0,2,0,2,1,2,2,0,515
321,"PRA. VI. SAKATPUR R. N. 2",436,362,0,798,333,265,0,598,598,0,36,306,82,148,0,0,0,1,0,0,0,0,6,0,4,3,0,2,3,2,1,1,0,0,0,1,0,1,1,598
322,"PRA. VI. MAHUAR SECOND R. N. 1",469,392,0,861,344,244,0,588,588,0,1,198,50,296,0,1,0,0,0,0,0,0,1,2,2,6,2,5,2,6,1,1,1,3,1,2,2,2,3,588
323,"PRA. VI. MAHUAR SECOND R. N. 2",453,341,0,794,310,176,0,486,486,0,2,332,91,25,0,0,2,0,1,0,1,0,0,0,1,5,4,4,2,2,0,1,2,1,3,2,0,1,4,486
324,"PRA. VI. MAHUAR SECOND R. N. 3",662,603,0,1265,489,358,0,847,847,0,5,402,19,397,3,0,0,1,0,0,0,1,1,3,3,3,0,1,1,1,0,0,1,1,0,1,1,1,1,847
325,"PRA. VI. PALI SADAR R. N. 1",230,208,0,438,137,133,0,270,270,0,5,148,11,91,1,0,1,0,0,0,1,0,0,0,4,2,0,0,0,1,1,0,0,0,2,1,0,0,1,270
326,"PRA. VI. BARODA SADAR R. N. 1",625,535,0,1160,440,394,0,834,834,0,25,652,33,79,1,0,1,1,1,1,0,1,2,3,3,0,2,7,1,5,0,1,0,3,0,3,1,4,4,834
327,"UCHCH PRA. VI. DAWLI R. N. 1",631,535,0,1166,427,305,0,732,732,0,13,569,38,69,4,1,0,2,2,0,0,1,0,4,1,3,2,5,1,4,0,0,3,2,0,2,2,0,4,732
328,"PRA. VI. DAWLI R. N. 1",545,499,0,1044,351,249,0,600,600,0,6,227,103,205,5,1,0,0,0,1,0,0,0,3,5,4,0,8,7,4,1,3,4,1,0,7,3,1,1,600
329,"PRA. VI. DAWLI R. N. 2",575,506,0,1081,401,309,0,710,710,0,5,225,55,366,2,2,2,4,1,2,1,1,1,4,3,1,1,4,3,4,1,0,3,8,2,2,5,1,1,710
330,"PRA. VI. NAGLA KHANDIYA R. N. 1",161,145,0,306,128,111,0,239,239,0,1,178,37,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239
331,"PRA. VI. NAGLA BRAHMAN R. N. 1",273,227,0,500,177,144,0,321,321,0,8,228,4,74,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,321
332,"PRA. VI. NAHCHANI R. N. 1",755,628,0,1383,531,406,0,937,937,0,138,589,11,178,1,1,0,0,0,0,0,0,2,3,2,1,2,0,0,4,0,0,1,2,1,0,0,0,1,937
333,"PRA. VI. BAROULI R. N. 1",327,269,0,596,241,182,0,423,423,0,54,214,25,104,0,0,0,1,0,1,0,1,2,0,1,4,0,2,3,1,0,0,1,3,1,2,1,1,1,423
334,"PRA. VI. MORI R. N. 1",212,191,0,403,157,132,0,289,287,0,49,186,32,13,0,0,0,0,0,0,0,2,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,289
335,"PRA. VI. NAGLA SYORAM R. N. 1",292,240,0,532,215,173,0,388,388,0,101,254,6,14,1,0,1,1,0,0,0,0,1,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,388
336,"PRA. VI. BASAIYA BOBLA R. N. 1",326,274,0,600,199,161,0,360,360,0,31,229,40,40,0,1,0,0,0,0,0,1,3,5,1,1,1,1,2,0,0,0,1,0,1,0,0,1,1,360
337,"PRA. VI. NAGLA JHABBA R. N. 1",774,590,0,1364,548,395,0,943,943,0,194,505,48,144,1,0,0,1,0,1,3,1,1,8,12,7,3,1,1,0,0,0,0,1,3,3,2,0,3,943
338,"PRA. VI. BASAIYA JOTRAJ R. N. 1",355,290,0,645,244,170,0,414,414,0,63,146,48,131,0,1,0,0,0,0,0,0,0,2,1,1,2,2,2,6,0,0,1,0,0,4,0,2,2,414
339,"PRA. VI. NAGLA DHOKLA R. N. 1",228,196,0,424,132,111,0,243,243,0,44,168,25,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,243
340,"PRA. VI. KARAHARA R. N. 1",488,426,0,914,349,292,0,641,641,0,72,510,10,16,0,0,0,1,0,0,1,0,1,1,7,1,6,5,0,1,0,1,1,0,0,1,1,3,2,641
341,"PRA. VI. KARAHARA R. N. 2",823,711,0,1534,554,475,0,1029,1029,0,76,530,76,291,5,0,0,2,2,1,1,1,5,3,10,7,1,2,0,5,0,2,1,1,1,4,0,0,2,1029
342,"PRA. VI. GADI VICHITRA R. N. 1",282,242,0,524,205,140,0,345,345,0,120,176,10,21,0,1,0,0,0,0,0,0,2,0,4,2,1,1,0,2,1,0,0,0,1,0,1,0,2,345
343,"PRA. VI. SAGUNAPUR R. N. 1",373,309,0,682,301,223,0,524,524,0,10,285,20,178,2,0,0,1,0,0,0,0,0,2,6,2,0,4,2,3,1,0,0,1,0,0,1,3,3,524
344,"PRA. VI. JITORA R. N. 1",436,381,0,817,319,273,0,592,592,0,1,267,6,299,0,0,0,2,1,0,2,0,1,3,1,0,0,1,1,2,0,0,0,1,0,0,1,3,0,592
345,"PU. MA. VI. NAGLA SIKARWAR R. N. 1",458,361,0,819,350,252,0,602,602,0,21,432,76,58,0,1,0,0,0,0,0,1,0,2,2,2,0,2,1,1,0,0,0,1,0,0,1,0,1,602
346,"PRA. VI. NAGLA AJEETA R. N. 1",424,337,0,761,325,232,0,557,557,0,40,266,26,179,2,0,1,0,0,0,1,2,3,0,5,0,4,5,3,5,3,0,2,3,1,3,0,1,2,557
347,"PRA. VI. UJARAI R. N. 1",399,337,0,736,285,220,0,505,505,0,7,158,6,316,4,1,0,0,0,1,0,0,3,3,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,505
348,"PRA. VI. UJARAI R. N. 2",527,384,0,911,329,212,0,541,541,0,16,382,16,109,2,0,0,1,0,0,1,2,3,3,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,541
349,"PRA. VI. MANIYAN R. N. 1",288,219,0,507,222,148,0,370,370,0,4,208,8,141,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,370
350,"SADHAN SAHKARI SAMITI MANIYA STHITH GRAM NAGLA SAPERA R.N.1",157,150,0,307,129,121,0,250,250,0,2,14,39,165,2,0,0,0,0,0,0,0,1,0,1,1,0,2,3,8,0,0,0,5,0,1,1,0,5,250
351,"PRA. VI. AKHAWAI R. N. 1",786,668,0,1454,508,428,0,936,936,0,36,636,73,136,1,1,1,4,0,0,1,0,0,12,9,2,0,9,0,4,0,0,0,0,0,3,3,2,3,936
352,"PRA. VI. RITHORA R. N. 1",329,268,0,597,236,199,0,435,435,0,13,248,111,51,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,435
353,"JAWAHAR INTER COLLEGE SHITALKUND R. N. 1",740,591,0,1331,513,378,0,891,891,0,205,479,14,144,3,0,1,5,1,1,0,0,1,6,3,9,2,1,1,3,0,0,1,3,1,2,1,0,4,891
354,"JAWAHAR INTER COLLEGE SHITALKUND R. N. 2",784,610,0,1394,509,341,0,850,850,0,297,336,36,124,1,0,0,0,2,1,0,3,11,3,4,7,5,5,5,1,0,0,1,0,2,0,1,3,2,850
355,"PRA. VI. KHEDIYA R. N. 1",556,459,0,1015,364,248,0,612,612,0,25,487,29,26,0,0,0,0,0,0,0,1,0,3,2,0,0,21,4,3,3,0,1,0,1,3,1,0,2,612
356,"PRA. VI. KHEDIYA R. N. 2",603,470,0,1073,391,290,0,681,681,0,62,301,87,187,3,0,0,4,0,0,0,1,3,2,1,0,2,3,1,8,0,1,0,0,1,3,4,4,3,681
357,"PRA. VI. GAHARRA KALAN R. N. 1",642,534,0,1176,418,320,0,738,738,0,135,253,131,181,3,0,2,1,0,0,0,1,4,2,3,2,2,2,2,5,1,3,0,1,0,0,2,0,2,738
358,"PRA. VI. GAHARRA KALAN R. N. 2",326,292,0,618,187,159,0,346,346,0,191,106,10,26,1,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,346
359,"PRA. VI. NAGLA JASOLA R. N. 1",465,398,0,863,301,271,0,572,572,0,28,334,94,94,0,0,0,1,0,0,2,1,2,3,3,4,0,0,0,2,0,0,2,2,0,0,0,0,0,572
360,"PRA. VI. GAHARRA KHURD R. N. 1",591,500,0,1091,426,346,0,772,772,0,50,579,60,69,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,2,1,0,1,1,0,1,0,1,0,772
361,"PRA. VI. NAGLA HEERA SINGH R. N. 1",687,557,0,1244,497,398,0,895,895,0,33,699,122,12,1,0,1,1,0,1,0,0,1,10,3,2,1,2,1,0,0,1,1,0,0,0,2,1,0,895
