"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
43,"PRA. VI. AMBEDKAR PARK SHIVPURI FATEHPUR SIKRI R. N. 2",558,448,0,1006,336,297,0,633,633,0,1,10,4,588,2,0,2,0,0,0,0,2,2,0,0,3,1,1,0,4,2,1,1,2,0,1,3,2,1,633
44,"LALA RAMCHARAN LAL BALIKA VI. FATEHPUR SIKRI R. N. 1",511,402,0,913,329,214,0,543,543,0,7,442,49,23,1,1,1,0,0,0,0,1,1,5,6,0,1,1,0,2,0,0,0,0,0,1,0,0,1,543
45,"LALA RAMCHARAN LAL BALIKA VI. FATEHPUR SIKRI R. N. 2",497,379,0,876,273,179,0,452,452,0,13,178,164,56,1,0,0,1,1,1,3,0,0,8,1,3,1,4,0,0,2,0,1,1,3,1,4,2,3,452
46,"LALA RAMCHARAN LAL BALIKA VI. FATEHPUR SIKRI R. N. 3",517,428,0,945,341,205,0,546,546,0,7,167,305,50,0,0,1,0,0,0,2,1,2,2,0,1,0,0,0,2,0,0,1,2,0,2,0,0,1,546
47,"LALA RAMCHARAN LAL BALIKA VI. FATEHPUR SIKRI R. N. 4",338,262,0,600,240,152,0,392,390,0,5,286,42,40,0,0,0,0,0,0,0,0,0,5,1,2,0,1,2,0,0,1,1,1,0,0,1,0,4,392
48,"PU. MA. VI. BUS STAND KE PAS FATEHPUR SIKRI R. N. 1",531,475,0,1006,299,230,0,529,529,0,5,387,53,70,0,1,0,1,1,0,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,2,529
49,"PU. MA. VI. BUS STAND KE PAS FATEHPUR SIKRI R. N. 2",394,320,0,714,265,170,0,435,435,0,20,268,109,29,0,0,0,0,1,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
50,"SHRIMATI CHANDRAKANTA PU. MA. VI. BUS STAND KE PAS FATEHPUR SIKRI R. N. 1",306,245,0,551,185,113,0,298,298,0,6,107,135,35,0,0,1,0,1,0,3,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,298
51,"PRA. VI. NAYABANS FATEHPUR SIKRI R. N. 1",847,562,0,1409,529,217,0,746,746,0,32,36,499,143,1,0,0,1,1,0,14,1,0,4,1,1,0,1,5,3,0,2,0,1,0,0,0,0,0,746
52,"PRA. VI. NAYABANS FATEHPUR SIKRI R. N. 2",373,276,0,649,229,107,0,336,336,0,28,16,210,64,2,0,0,1,0,0,5,0,1,4,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,336
53,"PRA. VI. SHEKH RAHIMULLA FATEHPUR SIKRI R. N. 1",545,422,0,967,317,273,0,590,590,0,27,19,424,94,0,0,0,0,0,0,6,0,2,4,3,1,1,0,3,0,0,0,1,3,0,0,1,1,0,590
54,"PRA. VI. SHEKH RAHIMULLA FATEHPUR SIKRI R. N. 2",402,297,0,699,263,123,0,386,386,0,9,13,247,89,2,0,0,0,1,0,3,0,2,3,4,4,0,0,1,1,0,1,0,0,2,0,0,1,3,386
55,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 1",558,476,0,1034,375,263,0,638,638,0,14,430,90,75,2,0,0,1,0,0,4,0,3,1,0,3,0,1,1,0,0,0,3,1,2,2,2,2,1,638
56,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 2",264,253,0,517,163,148,0,311,311,0,17,154,84,43,0,0,0,0,0,0,6,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,311
57,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 3",323,268,0,591,205,128,0,333,333,0,2,123,152,22,2,0,0,0,0,1,17,0,3,1,0,1,1,1,0,0,1,0,1,0,0,1,0,2,2,333
58,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 4",642,513,0,1155,370,255,0,625,625,0,27,225,300,41,2,1,0,0,1,0,1,0,2,2,3,1,2,2,2,1,0,1,3,2,2,1,0,0,3,625
59,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 5",472,392,0,864,327,248,0,575,575,0,15,354,123,47,0,1,0,1,0,0,2,1,3,6,2,4,1,1,1,0,3,0,3,1,2,3,0,0,1,575
60,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 6",477,404,0,881,252,227,0,479,479,0,7,77,61,305,2,0,1,1,0,0,4,0,2,3,3,4,2,0,0,2,1,0,1,1,0,0,0,0,2,479
61,"BAJAJ RA. IN. COLLEGE NEW BUILDING FATEHPUR SIKRI R. N. 7",492,398,0,890,297,174,0,471,471,0,23,97,209,112,0,0,0,0,0,0,1,0,2,5,1,1,1,1,3,0,1,1,1,3,2,0,2,0,5,471
62,"PRA. VI. LALDARWAJA FATEHPUR SIKRI R. N. 1",575,505,0,1080,328,220,0,548,548,0,36,344,32,86,2,0,1,3,0,2,2,0,4,5,7,6,0,3,1,2,0,1,3,0,0,1,1,1,5,548
63,"PRA. VI. LALDARWAJA FATEHPUR SIKRI R. N. 2",528,409,0,937,328,252,0,580,580,0,14,330,167,40,0,2,1,1,0,0,1,0,2,7,3,4,0,0,0,1,1,0,0,1,0,0,2,3,0,580
64,"PRA. VI. NAGLA MALIYAN FATEHPUR SIKRI R. N. 1",747,599,0,1346,430,362,0,792,792,0,45,512,106,96,0,0,1,2,2,2,0,0,2,5,5,8,0,1,1,0,0,0,0,1,0,1,1,1,0,792
65,"PRA. VI. NAGLA MALIYAN FATEHPUR SIKRI R. N. 2",452,402,0,854,243,213,0,456,456,0,12,214,113,103,1,0,0,0,1,0,2,0,3,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,456
66,"PU. MA. VI. SIKRI 4 HISSA R. N. 1",627,563,0,1190,402,326,0,728,728,0,2,509,100,47,3,1,0,2,0,0,1,2,1,9,2,9,0,6,1,4,1,1,1,3,3,2,10,5,3,728
67,"PU. MA. VI. SIKRI 4 HISSA R. N. 2",616,556,0,1172,412,313,0,725,725,0,5,150,126,408,4,2,2,1,0,0,0,2,0,1,0,2,2,4,2,6,2,0,0,0,2,1,1,0,2,725
68,"PU. MA. VI. SIKRI 4 HISSA R. N. 3",503,428,0,931,328,220,0,548,548,0,6,261,150,93,1,1,0,4,0,0,1,3,1,5,4,6,0,1,0,0,0,1,1,2,1,2,2,0,2,548
69,"PU. MA. VI. SIKRI 4 HISSA R. N. 4",580,480,0,1060,325,216,0,541,541,0,11,208,154,140,1,0,0,0,0,0,5,1,5,5,4,1,0,1,1,1,0,0,0,1,0,0,1,0,1,541
70,"PRA. VI. SIKRI 4 HISSA R. N. 1",522,447,0,969,297,278,0,575,575,0,3,147,71,317,2,2,1,0,0,0,1,0,2,3,1,4,0,0,1,6,1,0,1,4,1,0,4,1,2,575
71,"PRA. VI. JAINPURA R. N. 1",175,175,0,350,138,140,0,278,278,0,6,217,36,6,0,1,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,278
72,"PRA. VI. NAJIRPURA R. N. 1",181,153,0,334,165,127,0,292,292,0,1,264,9,10,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,292
73,"PRA. VI. PATSAL R. N. 1",551,496,0,1047,463,311,0,774,774,0,18,575,106,26,1,0,0,5,1,0,1,0,2,12,4,4,0,5,3,0,0,0,0,0,0,3,3,3,2,774
74,"PRA. VI. PATSAL R. N. 2",369,330,0,699,275,211,0,486,486,0,5,151,121,196,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,1,486
75,"PRA. VI. PALI KIRAOLI R. N. 1",431,389,0,820,298,268,0,566,566,0,18,144,17,375,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,1,0,1,0,0,1,0,0,566
76,"PRA. VI. PALI KIRAOLI R. N. 2",389,347,0,736,290,204,0,494,494,0,18,235,32,188,0,0,0,0,1,0,1,2,1,2,3,3,0,3,0,1,0,0,0,0,1,0,0,2,1,494
77,"PRA. VI. CHURIYARI R. N. 1",801,678,0,1479,547,459,0,1006,1006,0,20,341,63,538,9,2,2,1,0,0,0,1,2,4,7,4,1,1,0,2,1,1,0,1,0,1,2,0,2,1006
78,"PRA. VI. RASULPUR KIRAOLI R. N. 1",530,455,0,985,390,292,0,682,682,0,6,433,123,75,1,2,0,1,1,0,1,0,1,4,2,1,3,7,0,0,1,0,3,4,2,3,2,3,3,682
79,"PRA. VI. DADUKARA R. N. 1",236,197,0,433,200,139,0,339,339,0,2,190,95,27,1,1,0,0,2,1,0,0,0,2,0,2,1,2,3,0,0,1,1,0,1,1,4,2,0,339
80,"PRA. VI. CHOUMA SHAHPUR R. N. 1",706,617,0,1323,491,449,0,940,940,0,6,333,57,500,2,0,0,1,0,0,0,0,1,1,4,2,0,6,6,4,2,0,1,4,1,3,1,2,3,940
81,"PRA. VI. KARAHI R. N. 1",386,366,0,752,258,263,0,521,521,0,9,180,183,127,2,1,2,1,2,0,0,0,2,1,1,1,0,0,2,1,1,0,0,1,0,1,0,0,3,521
82,"PRA. VI. NAGLA RAMLE (KARAHI) R. N. 1",273,264,0,537,220,202,0,422,422,0,3,280,111,9,1,1,1,1,0,0,1,0,0,4,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,422
83,"PRA. VI. GHILOY R. N. 1",193,176,0,369,146,127,0,273,273,0,163,59,38,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,273
84,"PU. MA. VI. MAHDAU R. N. 1",609,566,0,1175,427,334,0,761,761,0,121,313,38,233,4,2,2,2,0,0,0,2,5,4,3,5,5,3,2,4,2,3,0,1,3,0,1,1,2,761
85,"PU. MA. VI. MAHDAU R. N. 2",299,267,0,566,222,184,0,406,406,0,5,142,27,214,0,0,1,0,1,0,0,1,1,3,1,3,1,0,2,1,0,0,0,1,0,0,1,0,1,406
86,"PRA. VI. AKOS NAGARIYA R. N. 1",186,172,0,358,182,163,0,345,345,0,0,10,15,317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,345
87,"PU. MA. VI. IMLABADA R. N. 1",331,302,0,633,258,190,0,448,448,0,2,112,36,282,3,0,0,3,0,0,1,0,0,2,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0,448
88,"PRA. VI. GOTHARA R. N. 1",538,452,0,990,295,239,0,534,534,0,12,445,32,22,0,0,0,0,0,1,0,1,1,4,3,1,0,1,2,0,1,0,1,1,0,1,1,3,1,534
89,"PRA. VI. PANCHAKKI R. N. 1",146,125,0,271,105,100,0,205,205,0,1,61,11,122,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,205
90,"PRA. VI. BASAIRI KAJI R. N. 1",478,401,0,879,342,291,0,633,633,0,5,452,71,86,1,1,0,0,0,0,0,0,4,3,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,633
91,"PRA. VI. KHANPUR NITHARI R. N. 1",197,149,0,346,138,98,0,236,236,0,3,214,6,10,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
92,"PRA. VI. NAGLA BANJAR (BHADKOL) R. N. 1",178,166,0,344,89,127,0,216,216,0,1,119,45,34,0,0,1,1,0,0,0,1,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,216
93,"PRA. VI. KACHHPURA (BHADKOL) R. N. 1",391,311,0,702,278,185,0,463,463,0,11,152,228,48,1,0,6,0,0,0,0,1,0,3,4,3,0,0,0,0,0,0,1,0,0,2,1,2,0,463
94,"PRA. VI. BHADKOL R. N. 1",400,372,0,772,282,221,0,503,503,0,2,125,122,224,3,2,0,0,0,1,0,1,4,2,0,4,0,0,1,5,0,1,0,2,2,0,0,0,2,503
95,"PRA. VI. SUPHARA R. N. 1",245,232,0,477,218,180,0,398,398,0,1,209,101,67,3,0,0,0,0,0,0,0,1,2,1,1,0,2,1,2,1,0,0,1,0,1,1,1,2,398
96,"PRA. VI. NOORPUR R. N. 1",403,355,0,758,296,239,0,535,535,0,41,150,53,255,1,0,1,0,2,0,0,2,0,4,9,1,1,3,1,3,0,0,1,1,1,2,1,1,1,535
97,"PU. MA. VI. MANDIGUD R. N. 1",633,496,0,1129,407,288,0,695,695,0,11,305,29,308,4,1,3,4,1,1,2,1,1,5,4,3,0,1,1,0,0,1,1,3,1,0,1,1,2,695
98,"PU. MA. VI. MANDIGUD R. N. 2",648,537,0,1185,376,269,0,645,645,0,8,327,22,255,3,1,3,1,0,0,1,1,4,3,3,2,0,2,1,1,0,0,0,3,0,0,0,0,4,645
99,"PU. MA. VI. UNDERA R. N. 1",496,389,0,885,322,241,0,563,563,0,6,295,231,17,1,0,0,0,0,0,1,0,1,2,2,0,1,1,0,0,1,1,0,0,0,0,1,1,1,563
100,"PU. MA. VI. UNDERA R. N. 2",396,291,0,687,267,153,0,420,420,0,5,186,129,84,1,0,1,0,0,1,0,1,1,0,0,2,0,0,2,1,0,0,1,1,0,1,1,0,2,420
101,"PU. MA. VI. UNDERA R. N. 3",796,611,0,1407,583,386,0,969,969,0,16,203,201,524,4,0,0,0,0,0,0,0,1,6,0,2,1,1,0,4,0,0,1,2,0,1,1,0,1,969
102,"PRA. VI. DUONARI R. N. 1",450,374,0,824,342,239,0,581,581,0,5,408,67,57,1,1,0,2,0,1,0,2,2,3,4,1,3,2,3,2,1,1,1,7,1,0,3,1,2,581
103,"PRA. VI. NAGLA HARGOVIND R. N. 1",156,135,0,291,114,97,0,211,211,0,78,51,11,50,1,0,4,1,0,1,0,0,0,1,4,2,2,0,1,0,0,0,0,0,0,1,0,1,2,211
104,"PRA. VI. HANSPURA R. N. 1",253,212,0,465,189,157,0,346,346,0,2,110,74,133,3,0,0,0,0,0,0,0,1,3,1,1,0,6,0,5,0,0,3,1,0,0,0,2,1,346
105,"PU. MA. VI. SIKRODA R. N. 1",664,570,0,1234,426,303,0,729,729,0,13,516,16,151,0,0,0,1,0,0,7,0,1,4,2,1,0,3,1,1,0,2,1,3,2,1,2,1,0,729
106,"PU. MA. VI. SIKRODA R. N. 2",494,427,0,921,365,243,0,608,608,0,43,414,33,85,0,0,1,1,1,0,0,0,4,1,2,3,1,9,3,2,0,1,0,1,0,0,1,1,1,608
107,"PU. MA. VI. DITHWAR R. N. 1",398,331,0,729,256,204,0,460,460,0,7,133,155,131,3,0,1,2,1,2,1,1,1,1,0,2,1,0,2,6,0,2,1,2,0,0,2,2,1,460
108,"PU. MA. VI. DITHWAR R. N. 2",441,375,0,816,317,273,0,590,590,0,5,89,228,226,1,0,0,2,0,0,1,3,0,1,0,0,2,6,3,7,1,0,2,7,1,0,1,0,4,590
109,"PRA. VI. NAGRIYA R. N. 1",223,162,0,385,191,124,0,315,315,0,5,72,73,159,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,315
110,"PRA. VI. DOORA R. N. 1",591,518,0,1109,410,320,0,730,730,0,48,594,33,29,0,0,0,1,0,1,0,0,0,4,4,1,3,2,0,0,0,1,1,1,1,3,0,0,3,730
111,"PRA. VI. DOORA R. N. 2",363,321,0,684,234,185,0,419,419,0,14,363,9,7,2,1,0,1,1,0,0,2,2,2,2,4,0,0,0,0,0,2,0,0,2,0,1,1,3,419
112,"PU. MA. VI. DOORA R. N. 1",450,440,0,890,294,292,0,586,586,0,15,238,27,257,3,2,0,3,2,0,1,1,1,1,0,2,2,5,1,3,2,3,3,4,0,1,2,4,3,586
113,"PU. MA. VI. DOORA R. N. 2",455,418,0,873,333,301,0,634,634,0,3,264,23,313,2,0,0,2,0,1,0,1,2,0,2,2,2,2,0,8,1,0,1,2,0,0,0,0,3,634
114,"PU. MA. VI. DOORA R. N. 3",496,442,0,938,288,281,0,569,569,0,4,433,74,33,0,0,0,1,0,0,0,0,1,6,5,3,0,1,0,0,0,0,0,0,1,1,1,3,2,569
115,"PRA. VI. VARNAMAI R. N. 1",279,245,0,524,223,192,0,415,415,0,4,154,123,123,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,415
116,"PRA. VI. BADANPUR R. N. 1",167,148,0,315,129,122,0,251,251,0,3,170,24,42,0,0,0,0,0,0,0,0,1,3,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,251
