"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
67,"KANYA PRIMARY PATHSHALA KOT HASANPUR KAKSH 3",808,711,0,1519,538,492,0,1030,1030,0,76,109,4,820,5,1,0,1,0,0,0,1,3,1,2,7,1030
68,"PRIMARY PATHSHALA KOT NUMBER 1 BADAL WALI MASJID KE PICHE HASANPUR KAKSH 1",774,621,0,1395,503,432,0,935,935,0,222,250,5,437,1,0,1,0,1,1,2,0,1,3,5,6,935
69,"PRIMARY PATHSHALA KOT NUMBER 1 BADAL WALI MASJID KE PICHE HASANPUR KAKSH 2",801,639,0,1440,522,383,0,905,905,0,190,10,4,695,2,0,0,0,0,2,0,0,1,1,0,0,905
70,"PRIMARY PATHSHALA KOT NUMBER 1 BADAL WALI MASJID KE PICHE HASANPUR KAKSH 3",797,681,0,1478,500,413,0,913,913,0,523,89,5,272,1,2,2,1,1,2,0,0,2,2,3,8,913
71,"BLOCK METTING HAL HASANPUR",643,547,0,1190,336,326,0,662,662,0,420,4,2,233,1,0,0,0,0,0,0,0,0,0,0,2,662
72,"JUNIOR HIGH SCHOOL KAYSTHAN HASANPUR KAKSH 1",658,548,0,1206,381,351,0,732,732,0,298,20,1,404,1,0,2,1,1,0,0,1,1,0,0,2,732
73,"JUNIOR HIGH SCHOOL KAYSTHAN HASANPUR KAKSH 2",547,469,0,1016,369,290,0,659,659,1,497,11,5,145,0,0,0,0,0,0,0,0,0,0,0,1,659
74,"JUNIOR HIGH SCHOOL KAYSTHAN HASANPUR KAKSH 3",457,409,0,866,291,261,0,552,552,0,418,4,126,0,0,0,0,0,0,0,0,0,2,0,0,2,552
75,"PRIMARY PATHSHALA KAYASTHAN HASANPUR KAKSH 1",869,708,0,1577,505,414,0,919,919,0,245,28,5,618,1,2,1,1,0,1,3,0,3,1,2,8,919
76,"PRIMARY PATHSHALA KAYASTHAN HASANPUR KAKSH 2",662,513,0,1175,342,275,0,617,617,0,88,38,1,482,1,0,1,0,1,0,0,0,2,1,1,1,617
77,"PRIMARY PATHSHALA LALBAG HASANPUR KAKSH 1",816,727,0,1543,573,489,0,1062,1062,0,6,13,12,1018,3,1,0,0,0,0,3,1,3,0,0,2,1062
78,"PRIMARY PATHSHALA LALBAG HASANPUR KAKSH 2",631,570,0,1201,480,445,0,925,925,0,137,2,1,777,2,0,0,0,0,0,3,0,0,0,0,3,925
79,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 1",647,569,0,1216,448,412,0,860,860,0,4,38,7,804,1,0,1,3,1,0,0,0,1,0,0,0,860
80,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 2",288,242,0,530,207,188,0,395,395,0,1,8,0,383,0,0,0,1,0,0,0,0,0,0,1,1,395
81,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 3",743,664,0,1407,457,388,0,845,845,0,9,13,0,783,7,1,0,13,0,0,1,1,4,3,2,8,845
82,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 4",131,106,0,237,101,69,0,170,170,0,0,2,0,166,0,0,0,0,0,0,0,0,0,1,1,0,170
83,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 5",540,473,0,1013,340,298,0,638,638,0,2,11,0,617,3,0,0,1,0,0,0,1,0,0,1,2,638
84,"KANYA JUNIUR HIGH SCHOOL LALBAG HASANPUR KAKSH 6",395,292,0,687,253,198,0,451,451,0,1,3,3,437,4,0,0,0,0,0,0,0,1,0,1,1,451
85,"PRIMARY PATHSHALA SHAHPUR KALAN KAKSH 1",634,591,0,1225,526,468,0,994,994,0,462,102,2,412,1,0,0,1,0,0,2,0,2,2,2,6,994
86,"PRIMARY PATHSHALA SHAHPUR KALAN KAKSH 2",593,571,0,1164,488,481,0,969,969,0,767,15,3,166,4,1,1,1,1,1,1,0,0,1,0,7,969
87,"PRIMARY PATHSHALA KARANKHAL",420,349,0,769,313,263,0,576,576,0,528,4,1,34,3,0,0,0,0,0,0,0,0,0,1,5,576
88,"PRIMARY PATHSHALA LATHIRA MAFI",332,333,0,665,312,295,0,607,607,0,556,8,3,26,0,0,1,0,0,0,0,1,0,0,4,8,607
89,"PRIMARY PATHSHALA GHANSURPUR KHALSA",283,262,0,545,254,235,0,489,489,0,455,14,0,19,0,0,0,0,0,0,0,0,0,1,0,0,489
90,"PRIMARY PATHSHALA DAGROLI KAKSH 1",628,609,0,1237,566,516,0,1082,1082,0,984,15,1,69,0,0,2,0,0,2,0,0,0,1,3,5,1082
91,"PRIMARY PATHSHALA DAGROLI KAKSH 2",299,284,1,584,235,218,0,453,453,0,412,2,2,26,0,0,0,0,0,2,0,0,0,1,2,6,453
92,"PRIMARY PATHSHALA BAIKHERA KAKSH 1",619,564,0,1183,469,415,0,884,884,0,767,8,4,90,3,1,0,1,0,0,2,0,0,1,0,7,884
93,"PRIMARY PATHSHALA BAIKHERA KAKSH 2",255,239,0,494,208,189,0,397,397,0,370,12,1,12,0,0,1,0,0,0,0,0,0,0,0,1,397
94,"PRIMARY PATHSHALA MANGROLI KAKSH 1",634,590,0,1224,476,453,0,929,929,0,364,264,2,285,1,1,1,0,0,0,0,1,2,0,1,7,929
95,"PRIMARY PATHSHALA MANGROLI KAKSH 2",706,634,0,1340,611,516,0,1127,1127,0,1051,25,1,15,0,0,0,1,1,3,1,2,1,3,2,21,1127
96,"PRIMARY PATHSHALA GANGACHOLI MUSTKAM KAKSH 1",766,753,0,1519,544,546,0,1090,1090,0,806,75,8,154,8,2,1,2,0,3,0,2,5,2,2,20,1090
97,"PRIMARY PATHSHALA GANGACHOLI MUSTKAM KAKSH 2",393,361,0,754,317,295,0,612,612,0,575,9,1,10,0,2,3,0,0,0,1,1,0,1,2,7,612
98,"JUNIOR HIGH SCHOOL PIPLAUTI KALAN MUSTKAM KAKSH 1",717,626,1,1344,559,498,0,1057,1057,0,59,57,5,905,16,0,3,0,0,1,2,1,2,1,2,3,1057
99,"JUNIOR HIGH SCHOOL PIPLAUTI KALAN MUSTKAM KAKSH 2",387,402,0,789,326,342,0,668,668,0,209,7,2,427,2,2,0,1,0,3,1,2,1,0,2,9,668
100,"PRIMARY PATHSHALA PIPLAUTI KHURD MUSTKAM",627,605,0,1232,537,506,0,1043,1043,0,165,7,4,826,8,2,1,0,0,1,2,4,8,4,1,10,1043
101,"PRIMARY PATHSHALA BHANSROLI",560,528,0,1088,454,423,0,877,877,0,630,98,4,115,6,2,0,2,1,1,0,1,2,4,1,10,877
102,"PRIMARY PATHSHALA GULAMPUR",450,441,0,891,364,324,0,688,688,0,323,333,6,13,1,1,0,0,0,1,0,1,1,1,1,6,688
103,"PRIMARY PATHSHALA SIRSA GUJAR MUSTKAM KAKSH 1",648,541,0,1189,490,411,0,901,901,0,459,356,4,62,0,5,2,0,1,2,0,1,2,0,3,4,901
104,"PRIMARY PATHSHALA SIRSA GUJAR MUSTKAM KAKSH 2",554,417,0,971,441,325,0,766,766,0,699,12,1,38,3,0,0,1,1,1,0,0,0,0,2,8,766
105,"PRIMARY PATHSHALA SHAKROLI",650,586,0,1236,562,451,0,1013,1013,0,935,9,4,39,2,0,0,0,0,1,3,0,0,1,1,18,1013
106,"PRIMARY PATHSHALA DAULATPUR KALAN",433,344,0,777,321,280,0,601,601,0,426,10,1,152,3,0,0,0,0,1,0,1,0,1,2,4,601
107,"PRIMARY PATHSHALA KANDABBA",285,274,0,559,233,239,0,472,472,0,336,58,0,67,2,0,0,0,0,0,0,0,0,0,1,8,472
108,"PRIMARY PATHSHALA MANGROLA",688,590,0,1278,568,488,0,1056,1056,0,776,129,0,131,0,0,0,0,1,1,0,0,2,1,3,12,1056
109,"PRIMARY PATHSHALA RUKHALU KAKSH 1",619,515,0,1134,435,357,0,792,792,0,317,270,2,170,4,1,0,1,0,0,0,0,5,4,1,17,792
110,"PRIMARY PATHSHALA RUKHALU KAKSH 2",505,460,0,965,398,364,0,762,762,0,608,27,2,102,0,3,0,0,1,0,0,0,3,3,3,10,762
111,"PRIMARY PATHSHALA RUKHALU KAKSH 3",549,468,0,1017,459,361,0,820,820,0,745,6,1,29,2,0,0,0,0,1,1,1,3,6,4,21,820
112,"PRIMARY PATHSHALA GANGATKOLA",538,420,0,958,442,318,0,760,760,0,603,69,3,74,0,1,0,0,0,1,0,1,1,0,2,5,760
113,"PRIMARY PATHSHALA DAKIYA KHADAR",634,563,0,1197,573,492,0,1065,1065,0,853,10,0,181,1,1,0,0,0,1,1,0,2,1,2,12,1065
114,"PRIMARY PATHSHALA PATEI KHADAR KAKSH 1",576,546,0,1122,417,393,0,810,810,0,476,20,3,292,2,0,1,1,0,1,0,1,2,0,1,10,810
115,"PRIMARY PATHSHALA PATEI KHADAR KAKSH 2",368,297,0,665,263,222,0,485,485,0,300,109,2,64,2,0,0,0,0,1,0,0,2,1,1,3,485
116,"NEHRU SMARAK INTER COLLEGE HAKAMPUR KAKSH 1",876,739,2,1617,574,543,0,1117,1117,0,10,57,7,1020,2,1,1,0,0,0,0,3,8,2,0,6,1117
117,"NEHRU SMARAK INTER COLLEGE HAKAMPUR KAKSH 2",661,542,0,1203,502,412,0,914,912,0,324,110,3,466,3,0,0,1,0,0,1,1,1,0,0,4,914
118,"NEHRU SMARAK INTER COLLEGE HAKAMPUR KAKSH 3",394,308,0,702,254,214,0,468,468,0,30,26,5,398,4,1,1,0,1,0,0,1,0,0,0,1,468
119,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 1",664,583,1,1248,432,396,0,828,828,0,26,3,3,781,5,1,1,1,0,0,0,4,0,0,0,3,828
120,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 2",169,135,0,304,106,109,0,215,215,0,5,4,3,190,1,1,0,0,0,0,0,0,7,1,0,3,215
121,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 3",696,566,0,1262,431,374,0,805,805,0,87,178,5,521,2,0,0,1,1,0,1,2,4,2,0,1,805
122,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 4",643,542,0,1185,485,430,0,915,915,0,176,709,4,16,0,1,0,0,1,0,1,2,2,0,3,0,915
123,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 5",810,571,0,1381,574,401,0,975,975,0,385,13,3,542,8,0,1,1,1,1,1,1,6,1,7,4,975
124,"PRIMARY PATHSHALA JAHTOLI MUSTKAM KAKSH 6",328,336,0,664,243,218,0,461,461,0,265,21,0,170,1,0,0,0,0,1,0,0,0,0,1,2,461
125,"PRIMARY PATHSHALA JEBRA KAKSH 1",605,578,0,1183,479,495,0,974,1074,0,725,88,6,126,4,1,0,1,0,2,1,0,2,2,1,15,974
126,"PRIMARY PATHSHALA JEBRA KAKSH 2",348,293,0,641,248,209,0,457,457,0,137,274,5,24,0,0,1,0,0,1,0,2,0,2,7,4,457
127,"PRIMARY PATHSHALA SHAHBAZPUR GUJAR MUSTKAM",373,304,0,677,299,227,0,526,526,0,394,41,1,84,1,0,0,0,0,0,0,0,0,0,3,2,526
128,"PRIMARY PATHSHALA KHARKHODA MUSTKAM",332,305,0,637,282,272,0,554,554,0,213,9,0,317,2,1,1,0,0,2,0,0,2,2,2,3,554
129,"PRIMARY PATHSHALA BANSKA KALAN KAKSH 1",694,636,0,1330,510,502,0,1012,1012,0,170,32,5,792,3,0,0,0,0,1,0,0,1,1,0,7,1012
130,"PRIMARY PATHSHALA BANSKA KALAN KAKSH 2",345,270,0,615,276,215,0,491,491,0,91,20,6,365,2,1,1,1,0,1,0,0,3,0,0,0,491
131,"PRIMARY PATHSHALA BANSKA MADARIPUR",436,408,0,844,358,370,0,728,728,0,18,61,6,622,9,1,1,1,0,0,0,0,1,0,1,7,728
132,"PRIMARY PATHSHALA BANS KA KHURD",360,355,0,715,323,316,0,639,639,0,10,54,5,559,1,0,1,0,0,0,1,0,4,1,1,2,639
133,"PRIMARY PATHSHALA SUTAWALI",575,539,1,1115,561,381,0,942,942,0,302,15,4,588,8,0,0,2,2,2,1,1,3,0,0,14,942
134,"PRIMARY PATHSHALA BARTORA",771,688,0,1459,516,462,0,978,978,0,381,274,11,281,6,0,0,0,1,1,2,0,6,2,6,7,978
135,"PRIMARY PATHSHALA DEHRI GUJAR MUSTKAM",577,468,0,1045,417,364,0,781,781,0,431,72,2,259,2,2,1,1,0,0,1,0,2,0,4,4,781
136,"PRIMARY PATHSHALA JALLOPUR MUSTKAM",430,399,0,829,264,277,0,541,541,0,128,362,5,0,36,1,0,0,1,0,0,0,1,3,3,1,541
137,"PRIMARY PATHSHALA TAROLI",765,576,0,1341,559,380,0,939,939,0,620,121,4,167,1,2,2,1,3,0,1,1,1,2,5,8,939
138,"PRIMARY PATHSHALA NAVABPURA KHADAR",304,241,0,545,252,193,0,445,445,0,320,4,1,96,0,1,0,0,0,2,1,0,1,0,3,16,445
139,"PRIMARY PATHSHALA CHANDANPUR KHADAR KAKSH 1",585,483,0,1068,442,364,0,806,806,0,525,117,5,139,2,0,1,1,0,2,1,0,3,0,1,9,806
140,"PRIMARY PATHSHALA CHANDANPUR KHADAR KAKSH 2",473,273,0,746,360,175,0,535,535,0,332,127,2,64,0,1,0,0,1,0,1,0,1,1,0,5,535
141,"PRIMARY PATHSHALA CHAPNA",505,437,1,943,378,357,0,735,735,0,414,111,3,187,5,1,0,0,0,0,0,0,2,0,1,11,735
142,"PRIMARY PATHSHALA LALAPUR",292,251,0,543,214,189,0,403,403,0,127,92,1,179,2,0,0,0,1,0,0,1,0,0,0,0,403
143,"PRIMARY PATHSHALA MATIPURA",665,486,0,1151,423,362,0,785,785,0,377,313,2,82,0,0,0,0,0,0,0,0,1,1,2,7,785
144,"PRIMARY PATHSHALA BURAWALI",623,530,0,1153,440,367,0,807,807,0,261,100,1,423,3,0,1,0,0,2,4,0,3,3,0,6,807
145,"JUNIOR HIGH SCHOOL BURAWALI KAKSH 1",665,568,0,1233,504,389,0,893,893,0,111,314,9,448,2,0,0,0,0,1,0,1,1,1,1,4,893
146,"JUNIOR HIGH SCHOOL BURAWALI KAKSH 2",323,278,0,601,202,187,0,389,389,0,52,52,10,272,0,0,0,0,0,1,0,2,0,0,0,0,389
147,"PRIMARY PATHSHALA FHAROTA",359,302,0,661,319,231,0,550,550,0,416,73,1,59,0,0,0,0,0,0,0,0,1,0,0,0,550
148,"UCCTAR MADYAMIK VIDHYALYA HIRNOTA",248,205,0,453,235,188,0,423,423,0,341,0,0,76,0,0,0,0,0,0,0,0,1,0,0,5,423
