"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
66,"D.A.V. SENIOR PAB‍LIK S‍CHOOL  RIHN‍DANAGAR BIJPUR",771,586,0,1357,234,180,0,414,414,0,1,218,29,39,84,1,0,0,40,0,0,0,0,0,2,414
67,"SAMUDAYIK KEN‍DRA JARHA",633,555,0,1188,302,258,0,560,560,0,9,110,54,44,231,5,4,7,4,8,12,7,10,11,44,560
68,"PRATHMIK VIDYALYA JARHA (UTTARI PARTH)",477,364,0,841,249,171,0,420,420,0,13,205,63,16,99,2,2,1,0,2,1,0,4,2,10,420
69,"PRATHMIK VIDYALYA JARHA (MADHYA PARTH)",537,425,0,962,258,178,0,436,436,0,24,221,56,36,34,1,3,2,0,0,3,5,7,9,35,436
70,"PRATHMIK VIDYALYA JARHA (SOUTH PARTH)",439,350,0,789,195,144,0,339,339,0,12,42,83,64,110,2,1,2,3,1,3,3,2,3,8,339
71,"POORV MADH‍YMIK VIDYALYA JARHA",597,464,0,1061,297,186,0,483,483,0,18,205,50,61,40,6,3,2,5,1,10,13,23,9,37,483
72,"PRATHMIK VIDYALYA NEMNA (PRATHAM PARTH)",692,575,0,1267,386,244,0,630,630,27,27,304,64,22,145,2,4,2,1,3,4,5,11,9,27,630
73,"PRATHMIK VIDYALYA NEMNA (SECOND PARTH)",643,499,0,1142,335,171,0,506,506,0,13,250,6,11,182,2,1,2,1,0,3,3,5,6,21,506
74,"PRATHMIK VIDYALYA RAJMILAN",585,588,0,1173,311,269,0,580,580,15,15,21,12,147,300,11,3,5,1,8,7,6,10,3,31,580
75,"PRATHMIK VIDYALYA MAHULI, ROOM NO-1",483,377,0,860,279,199,0,478,478,0,18,125,28,70,157,4,4,4,2,4,3,10,12,11,26,478
76,"PRATHMIK VIDYALYA MAHULI, ROOM NO-2",502,385,0,887,234,129,0,363,363,0,23,67,92,71,55,2,4,4,2,0,2,6,13,3,19,363
77,"PRATHMIK VIDYALYA ARJHAT",700,546,0,1246,428,329,0,757,757,0,25,389,29,98,140,2,0,1,4,1,7,6,15,12,28,757
78,"POORV MADH‍YMIK VIDYALYA SEN‍DOOR NAYA BHAVAN",769,645,0,1414,452,361,0,813,813,0,37,400,108,93,66,2,5,6,3,8,5,7,19,5,49,813
79,"PRATHMIK VIDYALYA JIGNAHVA (UTTARI PARTH)",639,477,0,1116,348,275,0,623,623,0,38,242,32,130,62,3,10,1,5,4,8,16,12,16,44,623
80,"PRATHMIK VIDYALYA MAJHULI",229,165,0,394,129,85,0,214,214,0,13,77,22,62,12,2,3,0,3,3,0,3,7,4,3,214
81,"PRATHMIK VIDYALYA TEKUAARI",582,471,0,1053,366,259,0,625,625,0,33,296,27,77,81,5,2,3,2,6,4,6,24,15,44,625
82,"PRATHMIK VIDYALYA NAVATOLA",437,321,0,758,277,204,0,481,481,0,28,259,17,53,29,0,4,3,5,6,7,7,8,13,42,481
83,"PRATHMIK VIDYALYA SHISHTOLA",138,133,0,271,98,84,0,182,182,0,10,99,57,6,1,0,0,0,0,1,0,0,3,1,4,182
84,"PRATHMIK VIDYALYA DUMARHAR (SOUTH PARTH)",444,404,0,848,287,259,0,546,546,0,30,150,188,74,20,1,2,3,4,7,4,8,18,8,29,546
85,"PRATHMIK VIDYALYA BADHOR SECOND",769,640,0,1409,554,261,0,815,815,0,28,238,334,84,44,1,2,3,2,6,6,3,20,14,30,815
86,"PRATHMIK VIDYALYA BHAWAR PRATHAM",672,606,0,1278,409,316,0,725,725,0,82,370,93,82,34,7,3,3,7,4,4,9,7,4,16,725
87,"PRATHMIK VIDYALYA KARAMAGHATTI",211,205,0,416,168,151,0,319,319,0,16,185,24,28,39,1,2,1,1,1,2,2,2,1,14,319
88,"PRATHMIK VIDYALYA BICCHIYARI",408,375,0,783,293,264,0,557,557,0,25,216,24,153,59,2,4,4,3,3,7,1,9,9,38,557
89,"PRATHMIK VIDYALYA SEMARIYA",288,237,0,525,208,160,0,368,368,0,28,230,33,8,9,4,2,1,0,1,3,1,12,9,27,368
90,"PRATHMIK VIDYALYA BARWATOLA",637,515,0,1152,387,238,0,625,625,0,36,428,56,69,8,4,1,1,2,1,1,0,5,5,8,625
91,"PRATHMIK VIDYALYA BACHRA",473,376,0,849,260,231,0,491,491,0,19,69,183,26,176,3,2,3,3,3,0,2,2,0,0,491
92,"PRATHMIK VIDYALYA DEVRIHWA",115,105,0,220,66,60,0,126,126,0,19,70,4,2,12,0,0,1,0,0,2,2,1,3,10,126
93,"PRATHMIK VIDYALYA HATHIYAR",237,224,0,461,169,135,0,304,304,0,36,85,5,105,36,2,0,3,4,2,0,3,4,7,12,304
94,"PRATHMIK VIDYALYA CHAPKI",825,764,0,1589,469,326,0,795,795,0,46,410,33,136,72,7,4,4,4,7,8,5,16,9,34,795
95,"PRATHMIK VIDYALYA ATIRIKT KACCH VIDYALYA CHAPKI",768,669,0,1437,498,456,0,954,954,0,76,644,32,24,54,5,2,2,8,5,3,6,24,21,48,954
96,"PURV MADHYAMIK VIDYALYA ATIRIKT KACCH VIDYALYA CHAPKI",524,457,0,981,294,258,0,552,552,0,24,254,34,98,72,5,1,1,0,2,2,3,12,15,29,552
97,"PRATHMIK VIDYALYA DHARTIDHAD",405,335,0,740,246,196,0,442,442,0,13,252,94,25,16,2,0,1,2,2,2,1,4,11,17,442
98,"POORV MADH‍YMIK VIDYALYA LILADEVA",618,515,0,1133,313,241,0,554,554,0,20,231,49,124,57,2,0,3,5,3,5,2,10,12,31,554
99,"PRATHMIK VIDYALYA ANJANI (UTTARI PARTH)",500,367,0,867,211,157,0,368,368,0,23,122,21,140,12,7,4,4,3,0,4,6,5,6,11,368
100,"PRATHMIK VIDYALYA ANJANI (SOUTH PARTH)",926,693,0,1619,362,272,0,634,634,0,23,263,102,62,140,3,7,5,7,1,5,5,3,5,3,634
101,"PRATHMIK VIDYALYA NAVIN BHAVAN PIPRAHAR",458,385,0,843,282,198,0,480,480,0,14,43,221,100,56,4,1,2,1,3,3,5,3,6,18,480
102,"PRATHMIK VIDYALYA JHAPAR",492,412,0,904,331,229,0,560,560,0,21,93,122,131,108,6,6,2,7,6,10,3,11,18,16,560
103,"PRATHMIK VIDYALYA KACHAN (UTTARI PARTH)",455,400,0,855,268,229,0,497,497,0,19,84,43,202,38,6,12,1,2,2,8,9,20,10,41,497
104,"PRATHMIK VIDYALYA KACHAN (SOUTH PARTH)",470,413,0,883,293,213,0,506,506,0,29,147,61,111,93,1,9,2,5,4,6,1,7,10,20,506
105,"PRATHMIK VIDYALYA KARAHIYA",489,445,0,934,318,245,0,563,563,0,26,48,37,245,24,2,14,6,5,11,30,7,20,19,69,563
106,"PRATHMIK VIDYALYA LAUBN‍D S‍THIT GRAM BAGHAMAN‍DVA",732,681,0,1413,465,450,0,915,915,0,32,194,287,202,50,2,8,6,8,4,8,16,23,29,46,915
107,"PRATHMIK VIDYALYA DEVRI  (UTTARI PARTH)",614,510,0,1124,384,335,0,719,719,0,39,253,28,156,150,7,4,7,7,4,6,10,6,13,29,719
108,"PRATHMIK VIDYALYA DEVRI  (SOUTH PARTH)",383,317,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"PRATHMIK VIDYALYA BABHANDIHA",453,425,0,878,282,242,0,524,524,0,44,74,82,267,16,3,4,5,2,0,5,3,6,6,7,524
110,"NAVIN BHAVAN PRATHMIK PATHSHALA DUDDHI S‍TET SOOPACHOOAAN (PARTHAM PART)",680,598,0,1278,497,418,0,915,915,0,89,250,144,278,81,9,8,6,5,3,9,8,5,5,15,915
111,"NAVIN BHAVAN PRATHMIK PATHSHALA DUDDHI S‍TET SOOPACHOOAAN (SECOND PART)",537,489,0,1026,347,311,0,658,658,0,54,136,101,221,17,7,20,3,9,9,7,13,16,14,31,658
112,"POORV MADH‍YMIK VIDYALYA JAMPANI",657,627,1,1285,428,406,0,834,834,0,23,281,211,154,86,6,3,2,1,3,2,5,10,10,37,834
113,"PRATHMIK VIDYALYA MOORTA",415,404,0,819,273,263,0,536,536,0,18,138,141,100,64,4,5,4,2,3,2,7,9,11,28,536
114,"PRATHMIK VIDYALYA LILASIKLAN (UTTARI PARTH)",458,424,0,882,282,259,0,541,541,0,14,175,31,228,14,1,2,3,1,5,11,7,16,5,28,541
115,"PRATHMIK VIDYALYA CHANGA",605,570,0,1175,493,264,0,757,757,0,33,40,54,389,122,3,2,1,12,1,11,7,14,11,57,757
116,"PRATHMIK VIDYALYA ARANGPANI TOLA JHARAIL (PRA.PA.)",445,422,0,867,274,232,0,506,506,0,14,71,142,85,144,3,6,5,2,2,3,3,10,5,11,506
117,"PRATHMIK VIDYALYA ARANGPANI TOLA JHARAIL (SECOND.PA.)",449,387,0,836,255,200,0,455,455,0,28,251,38,30,75,4,0,3,4,1,0,0,6,2,13,455
118,"POORV MADH‍YMIK VIDYALYA ARANGPANI ROOM NO-1",552,500,0,1052,282,229,0,511,511,0,47,164,56,151,41,3,7,3,3,1,5,4,8,7,11,511
119,"POORV MADH‍YMIK VIDYALYA ARANGPANI ROOM NO-2",392,369,0,761,233,205,0,438,438,0,10,122,46,187,30,1,0,1,2,1,4,3,8,8,15,438
120,"POORV MADH‍YMIK VIDYALYA ARANGPANI ROOM NO-3",404,326,0,730,242,205,0,447,447,0,15,159,68,102,27,3,3,4,1,2,3,5,11,14,30,447
121,"PRATHMIK VIDYALYA CHAIRI (POONARVASA)",513,434,0,947,255,322,0,577,577,0,14,69,23,62,337,5,4,4,4,5,3,6,3,3,35,577
122,"PRATHMIK VIDYALYA NAVIN BHAVAN KIRBIL, ROOM N0-1",612,569,0,1181,377,313,0,690,690,0,25,384,45,74,58,2,3,0,6,4,27,11,15,12,24,690
123,"PRATHMIK VIDYALYA NAVIN BHAVAN KIRBIL, ROOM N0-2",390,343,0,733,252,202,0,454,454,0,30,77,11,138,136,2,6,9,5,3,7,5,7,4,14,454
124,"PRATHMIK VIDYALYA NAVIN BHAVAN KIRBILA, PACCHIMI PART",627,581,0,1208,398,337,0,735,735,0,39,304,44,185,51,3,2,2,9,6,11,12,22,16,29,735
125,"PRATHMIK VIDYALYA NADHIRA, POORVI PART",526,357,0,883,250,155,0,405,405,0,9,113,41,69,122,1,0,3,1,4,4,3,7,8,20,405
126,"PRATHMIK VIDYALYA NADHIRA, MADHYA PART",524,463,0,987,318,281,0,599,599,0,46,376,28,65,28,1,4,2,2,4,8,3,6,7,19,599
127,"PRATHMIK VIDYALYA NADHIRA, UTTARI PART",473,369,0,842,225,189,0,414,414,0,9,35,16,12,319,2,3,0,1,6,0,1,2,1,7,414
128,"PRATHMIK VIDYALYA NADHIRA, PACCHIMI PART",572,421,0,993,324,188,0,512,512,0,19,180,28,132,118,2,4,1,6,2,5,3,4,2,6,512
129,"PRATHMIK VIDYALYA NADHIRA, SOUTH PART",463,302,0,765,207,136,0,343,343,0,15,116,31,27,102,5,4,0,4,3,1,4,6,6,19,343
130,"PRATHMIK VIDYALYA RAJASRAI",508,443,0,951,281,223,0,504,504,0,23,96,32,172,114,11,5,4,6,4,3,10,8,2,14,504
131,"PRATHMIK VIDYALYA ASANAHAR",621,522,0,1143,368,300,0,668,668,0,37,289,159,127,24,8,4,4,2,1,1,2,4,2,4,668
132,"PRATHMIK VIDYALYA DOOBHA",403,345,0,748,278,208,0,486,486,0,19,181,116,62,17,3,34,3,4,4,4,4,9,5,21,486
133,"PRATHMIK VIDYALYA SAVARA",471,420,0,891,295,257,0,552,552,0,28,251,127,35,16,4,9,2,2,4,4,10,11,18,31,552
134,"PRATHMIK VIDYALYA  GHGHRI (POORVI PART)",570,495,0,1065,315,265,0,580,580,0,41,263,29,109,17,2,2,3,2,5,22,6,10,17,52,580
135,"PRATHMIK VIDYALYA GHAGHRI, (PACCHIMI PART)",728,576,0,1304,405,294,0,699,699,0,49,324,19,120,91,4,7,3,5,4,8,3,14,14,34,699
136,"VIKASH KHAND KARYALAYA BABHNI ROOM NO-1",456,430,0,886,267,202,0,469,469,0,31,227,29,83,42,4,3,0,1,2,7,5,9,5,21,469
137,"VIKAS KHAN‍D KARYALYA BABHANI, ROOM NO-2",473,403,0,876,270,208,0,478,478,0,43,254,37,84,28,3,5,1,1,3,2,0,3,3,11,478
138,"VIKAS KHAN‍D KARYALYA BABHANI, (MADHYA PART)",796,700,0,1496,425,316,0,741,741,0,24,208,94,249,83,6,2,7,6,2,5,4,9,7,35,741
139,"PRATHMIK VIDYALYA BABHANI, ROOM NO-1",839,702,0,1541,440,337,0,777,777,0,55,436,49,128,25,2,2,5,2,6,3,6,18,8,32,777
140,"PRATHMIK VIDYALYA BABHANI, ROOM NO-2",490,409,0,899,291,168,0,459,459,0,15,182,38,161,21,1,1,0,1,4,3,2,0,6,24,459
141,"PRATHMIK VIDYALYA BABHANI, ROOM NO-3",426,363,0,789,210,169,0,379,379,0,14,159,19,122,20,2,3,2,1,1,2,4,6,3,21,379
142,"PRATHMIK VIDYALYA SATVAHNI",693,619,0,1312,320,251,0,571,571,0,74,289,33,108,17,4,4,3,4,6,7,7,4,4,7,571
143,"PRATHMIK VIDYALYA BARVATOLA",521,447,0,968,264,219,0,483,483,0,34,227,20,50,39,8,9,1,4,3,7,15,20,16,30,483
144,"PRATHMIK VIDYALYA KHOTOMHUA",585,561,0,1146,347,285,0,632,632,0,30,189,15,220,25,4,2,5,7,4,13,12,21,28,57,632
145,"PRATHMIK VIDYALYA JAURAHI",232,226,0,458,155,143,0,298,298,0,24,161,10,35,38,1,3,1,0,1,3,2,1,5,13,298
146,"PRATHMIK VIDYALYA KARAKACH‍CHHI,(PRATHAM PART)",766,705,0,1471,468,395,0,863,863,0,56,368,20,106,235,5,6,5,4,6,6,6,13,8,19,863
147,"PRATHMIK VIDYALYA KARAKACH‍CHHI, (SECOND PART)",256,224,0,480,134,117,0,251,251,0,15,107,8,67,26,0,2,2,1,3,2,2,3,0,13,251
148,"PRATHMIK VIDYALYA IKDIRI",801,707,0,1508,472,356,0,828,828,0,45,349,127,122,86,4,6,5,4,2,10,8,20,13,27,828
149,"PRATHMIK VIDYALYA ASANDIH",413,357,0,770,241,197,0,438,438,0,25,237,16,84,15,1,3,4,1,4,4,3,7,7,27,438
150,"PRATHMIK VIDYALYA RANDAH",436,353,0,789,257,191,0,448,448,0,40,197,34,84,29,2,5,5,2,1,2,2,10,10,25,448
