"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
467,"LAJPAT NAGAR KONCH",488,419,0,907,331,237,0,568,568,0,211,32,279,39,1,0,4,0,0,0,1,1,568
468,"TILAK NAGAR KONCH",591,514,0,1105,365,255,0,620,620,0,73,31,469,40,1,0,2,1,0,1,0,2,620
469,"TILAK NAGAR KONCH",696,568,0,1264,400,305,0,705,705,0,110,172,322,84,3,1,4,3,0,2,1,3,705
470,"PRATAP NAGAR KONCH",635,566,0,1201,410,319,0,729,729,0,54,35,569,64,0,0,5,0,1,0,0,1,729
471,"PRATAP NAGAR KONCH",675,534,0,1209,426,304,0,730,730,0,72,139,433,61,1,1,2,4,4,5,2,6,730
472,"MALVI NAGAR KONCH",731,594,0,1325,442,337,0,779,779,0,22,317,392,23,3,3,5,4,2,1,4,3,779
473,"MALVI NAGAR KONCH",711,609,0,1320,467,341,0,808,808,0,123,116,542,20,1,1,1,0,0,2,0,2,808
474,"MALVI NAGAR KONCH",578,496,0,1074,389,283,0,672,672,0,194,95,339,36,1,0,2,1,1,3,0,0,672
475,"GOKHLE NAGAR KONCH",562,502,0,1064,349,301,0,650,650,0,22,39,542,19,1,0,1,9,0,8,2,7,650
476,"GOKHLE NAGAR KONCH",593,497,0,1090,366,296,0,662,662,0,99,46,487,19,0,2,1,4,0,1,2,1,662
477,"GOKHLE NAGAR KONCH",670,565,0,1235,468,312,0,780,780,0,46,196,490,26,1,1,0,2,3,2,5,8,780
478,"SUBHASH NAGAR KONCH",438,400,1,839,333,200,0,533,533,0,36,30,417,42,0,0,1,3,0,4,0,0,533
479,"SUBHASH NAGAR KONCH",481,418,0,899,306,226,0,532,532,0,131,94,254,37,0,0,0,1,0,6,2,7,532
480,"SUBHASH NAGAR KONCH",588,468,0,1056,428,303,0,731,731,0,95,31,584,8,1,0,3,1,1,1,1,5,731
481,"ARAJILANE KONCH",345,237,0,582,222,111,0,333,333,0,165,66,53,31,4,0,1,2,0,2,3,6,333
482,"ARAJILANE KONCH",768,547,0,1315,514,276,0,790,790,0,403,188,84,91,1,2,1,3,1,2,1,13,790
483,"DOHAR KONCH",270,198,0,468,188,135,0,323,323,0,38,16,238,13,0,1,1,2,0,7,1,6,323
484,PADRI,478,435,0,913,351,302,0,653,653,0,115,16,478,21,1,0,3,1,5,4,2,7,653
485,PADRI,385,328,0,713,294,218,0,512,512,0,71,240,166,23,0,0,0,1,1,3,0,7,512
486,BHADARI,528,454,0,982,381,327,0,708,708,0,87,128,421,56,1,1,0,4,0,2,1,7,708
487,CHAMARSENA,704,557,0,1261,477,330,0,807,807,0,53,116,550,60,2,2,10,4,2,1,4,3,807
488,PANYARA,461,410,0,871,345,299,0,644,644,0,37,142,390,67,2,0,1,1,1,2,0,1,644
489,TAHARPURA,327,294,0,621,250,224,0,474,474,0,26,135,293,12,0,1,1,1,1,0,0,4,474
490,"KAITH MANOHRI",479,428,0,907,322,258,0,580,580,0,9,165,315,81,0,0,3,3,0,0,1,3,580
491,SIMIRIYA,450,389,0,839,325,262,0,587,587,0,35,165,326,48,1,2,0,0,1,1,1,7,587
492,SIMIRIYA,345,298,0,643,226,196,0,422,422,0,54,27,316,12,1,0,7,0,1,3,0,1,422
493,"BARAUDA KHURD",220,198,0,418,71,54,0,125,125,0,18,8,91,6,0,0,0,0,0,1,0,1,125
494,"BIRGUWA BUJURG",480,403,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,"BIRGUWA BUJURG",545,448,0,993,314,252,0,566,566,0,18,219,303,15,0,0,0,1,2,1,2,5,566
496,ANDA,606,533,0,1139,426,318,0,744,744,0,38,160,477,37,3,1,17,0,2,1,1,7,744
497,ANDA,622,522,0,1144,354,265,0,619,619,0,18,91,441,45,2,0,6,2,0,3,0,11,619
498,ANDA,562,469,0,1031,293,213,0,506,506,0,14,106,354,19,0,1,3,1,3,0,3,2,506
499,GHUSIA,516,440,0,956,321,223,0,544,544,0,94,63,296,72,3,1,0,3,1,4,1,6,544
500,PARAITHA,323,291,0,614,230,228,0,458,458,0,8,175,252,18,0,0,0,0,0,3,1,1,458
501,DADI,323,269,0,592,246,226,0,472,472,0,2,208,231,23,2,1,2,0,0,0,0,3,472
502,KAUSALPUR,276,233,0,509,193,161,0,354,354,0,8,103,212,13,0,8,5,2,0,1,1,1,354
503,IMLAURI,376,320,0,696,245,186,0,431,431,0,48,77,250,42,2,1,0,0,2,4,2,3,431
504,KHAIRI,469,413,0,882,320,210,0,530,530,0,87,92,319,15,1,0,3,5,0,3,0,5,530
505,KISHUNPURA,468,413,0,881,334,270,0,604,604,0,31,163,365,37,1,0,1,0,1,1,2,2,604
506,PHULAILA,467,415,0,882,334,254,0,588,588,0,47,177,303,46,0,1,0,2,2,3,3,4,588
507,PIPRIKALA,672,567,0,1239,427,351,0,778,778,0,49,130,447,130,8,0,0,2,2,2,1,7,778
508,KAILIYA,433,367,0,800,308,253,0,561,561,0,51,204,277,13,1,0,2,0,0,2,1,10,561
509,KAILIYA,491,421,0,912,347,246,0,593,593,0,14,41,472,39,2,1,3,6,1,3,3,8,593
510,KAILIYA,445,369,0,814,312,204,0,516,516,0,21,46,390,47,2,0,0,2,3,2,1,2,516
511,KAILIYA,434,341,1,776,292,246,0,538,538,0,7,136,316,66,2,2,1,2,0,4,0,2,538
512,UNCHAGAON,452,360,0,812,282,205,0,487,487,0,5,96,323,28,1,2,1,5,2,1,7,16,487
513,"DABAR KONCH",166,134,0,300,107,76,0,183,183,0,15,42,113,4,1,0,0,1,1,1,0,5,183
514,CHATSARI,283,238,0,521,178,144,0,322,322,0,4,25,258,10,1,0,0,5,1,8,2,8,322
515,"SALAIYA BUJURG",492,398,0,890,301,214,0,515,515,0,72,44,364,15,1,2,1,2,3,3,2,6,515
516,"SALAIYA BUJURG",479,382,0,861,296,249,0,545,545,0,62,110,310,30,1,2,0,2,5,3,5,15,545
