"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
31,"RAJENDRA NAGAR RAMPURA",789,666,0,1455,418,327,0,745,745,0,88,168,434,35,4,1,5,2,2,1,1,4,745
32,"RAJENDRA NAGAR RAMPURA",350,273,0,623,190,137,0,327,327,0,36,56,216,12,0,1,1,1,1,1,0,2,327
33,KASVA,514,409,0,923,255,209,0,464,464,0,82,63,237,60,1,0,2,1,2,4,6,6,464
34,TIHAR,616,485,0,1101,329,228,0,557,557,0,49,315,159,21,1,0,3,2,1,0,2,4,557
35,TIHAR,676,513,0,1189,358,239,0,597,597,0,63,186,316,19,1,3,0,3,0,1,2,3,597
36,TIHAR,592,477,0,1069,312,217,0,529,529,0,70,141,288,19,0,0,1,0,2,2,3,3,529
37,"FATEHPURA KALA",156,131,0,287,102,95,0,197,197,0,6,79,98,10,0,0,0,0,0,1,3,0,197
38,MAI,750,539,1,1290,436,276,0,712,712,0,317,137,197,38,0,2,1,4,3,4,0,9,712
39,JAMALPURA,582,442,0,1024,305,207,0,512,512,0,134,104,242,6,2,0,3,5,4,3,2,7,512
40,MUHABBATPURA,185,144,0,329,99,70,0,169,169,0,20,53,80,8,0,0,0,0,1,2,2,3,169
41,BUDHERA,297,226,0,523,146,94,0,240,240,0,23,94,109,4,1,0,0,3,0,1,3,2,240
42,MALLAHANPURA,535,435,0,970,335,320,0,655,655,0,177,271,160,8,0,0,3,6,3,7,4,16,655
43,NAGRA,159,137,0,296,110,112,0,222,222,0,59,129,21,6,2,0,0,2,1,0,0,2,222
44,BHITAURA,402,298,0,700,211,129,0,340,340,0,126,79,129,4,1,0,0,0,0,0,1,0,340
45,KANJAUSA,279,236,0,515,190,162,0,352,352,0,57,15,263,9,2,0,1,1,0,3,0,1,352
46,JAGAMMANPUR,753,624,0,1377,380,347,0,727,727,0,83,152,453,27,0,1,1,0,0,5,3,2,727
47,JAGAMMANPUR,833,596,0,1429,430,277,0,707,707,0,200,41,415,29,2,2,1,0,0,6,2,9,707
48,JAGAMMANPUR,705,559,0,1264,384,317,0,701,701,0,159,257,243,18,1,2,3,4,1,1,3,9,701
49,JAGAMMANPUR,729,550,0,1279,337,249,0,586,586,0,112,88,328,23,1,0,1,3,1,8,11,10,586
50,HAMIRPURA,494,384,0,878,339,277,0,616,616,0,31,315,237,8,0,1,2,3,5,2,7,5,616
51,"HUSEPURA JAGIR",516,405,0,921,324,270,0,594,594,0,63,167,329,22,1,0,1,4,0,2,2,3,594
52,MADHEPURA,300,239,0,539,200,151,0,351,351,0,32,52,245,10,1,0,0,1,1,1,1,7,351
53,"UDOTPURA JAGIR",461,360,0,821,261,200,0,461,461,0,144,252,55,2,0,1,0,0,0,0,1,6,461
54,BENIPURA,232,177,0,409,155,124,0,279,279,0,44,203,23,0,0,0,0,0,0,1,5,3,279
55,MANPURA,702,554,0,1256,387,257,0,644,644,0,51,172,372,34,2,1,2,3,1,3,1,2,644
56,CHHAUNA,612,489,0,1101,391,303,0,694,694,0,40,190,438,18,0,0,0,2,1,2,0,3,694
57,DHUTA,607,426,0,1033,366,222,0,588,588,0,217,91,218,45,1,0,6,2,0,3,0,5,588
58,BEHRAI,655,512,0,1167,404,313,0,717,717,0,77,194,416,11,0,2,0,6,2,3,0,6,717
59,LIDAUPUR,499,417,0,916,239,187,0,426,426,0,12,81,310,13,2,0,1,1,0,0,3,3,426
60,LITAWLI,387,315,0,702,204,197,0,401,401,0,26,58,273,33,0,0,3,1,0,3,1,3,401
61,HIMMATPUR,417,299,0,716,220,145,0,365,365,0,107,82,164,4,0,1,1,2,1,1,0,2,365
62,MEHMUDPUR,280,206,0,486,160,107,0,267,267,0,128,73,57,1,0,0,0,2,1,1,0,4,267
63,GUDHA,285,207,0,492,205,114,0,319,319,0,27,19,263,9,0,0,0,0,0,0,0,1,319
64,MAHATAULI,772,576,0,1348,411,224,0,635,635,0,74,71,440,27,2,1,0,7,3,2,2,6,635
65,CHANDAVLI,481,390,0,871,280,170,0,450,450,0,36,54,330,16,0,0,1,3,2,5,1,2,450
66,RUDAVLI,179,133,0,312,105,86,0,191,191,0,18,49,117,6,0,0,0,0,0,1,0,0,191
67,BILAUHAN,587,448,0,1035,307,201,0,508,508,0,116,41,339,4,0,0,2,4,0,1,0,1,508
68,PATARAHI,645,433,0,1078,377,183,0,560,560,0,15,27,504,4,0,0,0,1,1,3,2,3,560
69,PATARAHI,588,415,0,1003,501,227,0,728,728,0,9,97,611,5,0,0,0,0,2,1,1,2,728
70,KANJHARI,387,318,0,705,242,187,0,429,429,0,100,69,234,9,0,0,1,1,2,2,2,9,429
71,"NINAVLI KOTHI",320,256,0,576,205,156,0,361,361,0,48,46,249,7,1,0,0,3,1,6,0,0,361
72,BAHADURPUR,397,300,0,697,215,179,0,394,394,0,2,117,267,5,0,0,0,0,0,1,2,0,394
73,MAKTAURA,318,247,0,565,208,151,0,359,359,0,3,166,182,4,0,0,1,0,0,1,1,1,359
74,NAVAR,382,294,0,676,229,157,0,386,386,0,122,83,160,12,1,0,1,0,0,2,0,5,386
75,NAVAR,376,304,0,680,232,156,0,388,388,0,71,221,83,13,0,0,0,0,0,0,0,0,388
76,BABUPURA,434,303,0,737,272,184,0,456,456,0,14,103,292,25,1,1,2,3,3,4,5,3,456
77,LODHIPURA,318,252,0,570,187,159,0,346,346,0,23,113,196,6,1,0,0,1,1,1,2,2,346
78,MAJEETH,669,498,0,1167,377,241,0,618,618,0,28,249,240,86,5,1,2,2,1,2,0,2,618
79,MAJEETH,208,141,0,349,120,79,0,199,199,0,5,80,58,48,3,0,1,1,0,0,0,3,199
80,GORACHIRAIYA,512,384,0,896,277,193,0,470,470,0,16,117,290,22,4,1,2,3,1,4,1,9,470
81,KHAIRAI,285,218,0,503,143,108,0,251,251,0,21,52,154,19,0,1,0,2,0,2,0,0,251
82,"GUNJ MUHAL UMARI",441,352,1,794,252,187,0,439,439,0,19,148,246,13,0,0,5,1,3,1,0,3,439
83,"TIWARI MUHAL UMARI",449,317,0,766,266,169,0,435,435,0,28,177,196,26,1,0,2,0,1,2,1,1,435
84,"BILAUHA MUHAL UMARI",768,618,0,1386,405,365,0,770,770,0,40,145,521,27,2,1,1,5,2,10,4,12,770
85,"KANJAUSA MUHAL UMARI",405,317,0,722,230,198,0,428,428,0,23,48,296,47,0,0,0,4,2,2,1,5,428
86,"KANJAUSA MUHAL UMARI",642,508,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"MAJHVAKHARIYA UMARI",446,329,0,775,262,148,0,410,410,0,68,53,237,36,1,0,1,6,4,0,1,3,410
88,"KANJAUSA MUHAL UMARI",554,446,0,1000,353,302,0,655,655,0,44,217,371,9,0,1,2,1,3,2,1,4,655
89,"DHARMPURA JAGIR",564,410,0,974,334,226,0,560,560,0,15,124,389,27,0,0,0,1,1,2,1,0,560
90,SONEPURA,206,163,0,369,107,107,0,214,214,0,61,92,45,12,0,0,0,0,1,0,1,2,214
91,JAJEPURA,590,514,0,1104,339,288,0,627,627,0,97,247,259,7,2,0,1,2,2,3,2,5,627
92,PACHOKHRA,544,442,0,986,330,233,0,563,563,0,56,222,211,65,2,0,2,2,2,1,0,0,563
93,PACHOKHRA,485,384,0,869,312,182,0,494,494,0,54,89,296,30,0,0,1,6,6,1,2,9,494
94,AKBARPURA,687,574,0,1261,541,340,0,881,881,0,30,51,781,17,0,1,0,0,0,0,1,0,881
95,RAJPURA,246,209,0,455,157,123,0,280,280,0,35,83,119,34,3,0,0,3,1,0,1,1,280
96,PURANPURA,329,263,0,592,271,163,0,434,434,0,5,27,388,5,1,0,1,0,0,3,3,1,434
97,"RUDPURA MADHAUGARH",537,404,0,941,275,222,0,497,497,0,66,83,312,13,0,0,2,2,3,4,1,11,497
98,"SILAUVA BUJURG",342,281,0,623,200,140,0,340,340,0,189,33,96,10,1,1,0,2,1,0,0,7,340
99,JHARAILA,178,127,0,305,125,89,0,214,214,0,69,65,69,3,0,0,0,3,0,2,0,3,214
100,"BHIMNAGAR UNCHA",566,405,0,971,302,234,0,536,536,0,19,318,166,19,0,0,0,2,0,3,6,3,536
101,MAHARAJPURA,412,333,0,745,231,154,0,385,385,0,17,32,319,4,2,2,0,3,0,2,2,2,385
102,MEEGNI,377,293,0,670,217,160,0,377,377,0,26,154,181,3,1,0,1,1,1,4,3,2,377
103,HIMMATPURA,180,160,0,340,150,130,0,280,280,0,4,248,26,1,0,0,0,0,0,0,1,0,280
104,BHAGVANPURA,413,318,0,731,239,207,0,446,446,0,47,235,141,8,3,0,1,4,0,0,3,4,446
105,GALAMPURA,403,332,0,735,208,176,0,384,384,0,67,131,163,5,2,1,5,2,1,0,3,4,384
106,ASEHNA,460,331,0,791,204,108,0,312,312,0,95,27,167,9,2,0,0,3,0,4,1,4,312
107,SUPA,393,275,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,NUNAYCHA,328,245,0,573,219,131,0,350,350,0,288,39,18,4,0,0,1,0,0,0,0,0,350
109,MAHOBA,270,220,0,490,112,66,0,178,178,0,11,48,109,7,0,0,0,2,0,0,1,0,178
110,MAHOI,195,161,0,356,104,70,0,174,174,0,37,25,103,3,0,1,1,1,1,0,0,2,174
111,ATREHTI,477,400,0,877,153,209,0,362,362,0,55,168,113,6,0,1,1,2,1,1,5,9,362
112,ATREHTI,547,423,0,970,225,153,0,378,378,0,151,56,153,1,1,1,1,2,4,4,0,4,378
113,SARR,587,459,0,1046,282,194,0,476,476,0,61,219,136,23,1,0,2,9,2,6,8,9,476
114,HEERAPUR,272,199,0,471,158,68,0,226,226,0,3,13,180,6,0,0,2,7,3,3,2,7,226
115,ATRAULI,585,416,0,1001,302,175,0,477,477,0,111,115,215,13,1,1,0,5,2,2,1,11,477
116,GOPALPURA,631,458,0,1089,414,232,0,646,646,0,58,142,407,30,2,1,0,2,0,1,1,2,646
117,GOPALPURA,597,490,0,1087,332,237,0,569,569,0,77,109,359,10,1,1,2,4,1,2,3,0,569
118,GOPALPURA,666,482,0,1148,315,237,0,552,552,0,52,245,230,8,0,0,1,5,4,5,1,1,552
119,GOPALPURA,440,359,0,799,249,212,0,461,461,0,21,318,101,7,0,0,2,2,2,3,2,3,461
120,KURTALA,310,242,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,MIJHAUNA,636,466,0,1102,326,236,0,562,562,0,125,140,261,17,1,1,1,3,2,0,2,9,562
122,MIJHAUNA,299,217,0,516,184,137,0,321,321,0,50,113,145,3,1,0,1,2,0,1,3,2,321
123,MIJHAUNA,518,393,0,911,275,218,0,493,493,0,65,169,221,16,0,1,0,4,0,2,3,12,493
124,MIJHAUNA,386,289,0,675,208,165,0,373,373,0,114,127,120,5,0,0,2,0,0,2,1,2,373
125,"GADERNA KHURDH",219,166,0,385,147,108,0,255,255,0,124,93,28,1,0,0,0,1,2,3,0,3,255
126,AHETA,293,225,0,518,175,136,0,311,311,0,50,72,177,3,0,0,2,1,0,0,2,4,311
127,"TAJPURA ABBAL",152,121,0,273,95,80,0,175,175,0,60,12,56,40,0,0,0,1,0,1,1,4,175
128,"RAMPURA MADHAUGARH",448,388,0,836,265,247,0,512,512,0,150,238,84,28,1,0,1,0,2,2,4,2,512
129,KURAUTI,715,568,0,1283,440,355,0,795,795,0,86,350,295,45,1,2,6,1,2,3,4,0,795
130,KUTRA,575,452,0,1027,361,268,0,629,629,0,53,167,327,63,0,0,2,5,1,4,0,7,629
131,SULTANPURA,411,316,0,727,255,191,0,446,446,0,23,81,304,26,1,3,1,3,0,0,3,1,446
132,"JAMREHI ABBAL",565,440,0,1005,361,271,0,632,632,0,8,279,305,29,0,1,0,2,1,1,3,3,632
133,HARAULI,548,428,0,976,337,244,0,581,581,0,28,226,272,39,1,0,2,1,1,3,2,6,581
134,HARAULI,388,311,0,699,225,162,0,387,387,0,12,72,284,10,1,0,0,4,0,2,2,0,387
135,HARAULI,404,347,0,751,221,203,0,424,424,0,23,89,303,7,0,0,0,1,1,0,0,0,424
136,HARAULI,490,399,0,889,323,266,0,589,589,0,52,245,270,3,1,0,0,1,3,3,5,6,589
137,"DIKAULI MADHAUGARH",528,422,0,950,274,228,0,502,502,0,13,87,370,22,1,0,0,0,2,0,3,4,502
138,"DIKAULI MADHAUGARH",309,257,0,566,192,142,0,334,334,0,10,71,220,21,0,0,0,2,2,3,0,5,334
139,MIHONI,530,419,0,949,299,268,0,567,567,0,115,132,286,17,2,0,2,3,1,3,2,4,567
140,GADARAHI,130,101,0,231,101,83,0,184,184,0,27,143,10,2,1,0,0,0,0,0,0,1,184
141,SURPATPURA,353,325,0,678,195,185,0,380,380,0,83,51,225,14,1,1,1,0,0,2,0,2,380
142,BUDHANPURA,222,172,0,394,142,104,0,246,246,0,60,104,78,1,0,0,0,0,1,1,1,0,246
143,BIJDUVAN,709,524,0,1233,430,274,0,704,704,0,112,93,463,16,0,0,3,1,2,3,3,8,704
144,BIJDUWA,361,302,0,663,231,198,0,429,429,0,17,332,70,3,2,1,1,1,1,0,1,0,429
145,RAMNAGAR,243,197,0,440,174,161,0,335,335,0,3,313,9,7,0,0,0,0,0,0,3,0,335
146,DELPURA,227,188,0,415,146,115,0,261,261,0,15,80,133,29,0,0,0,1,1,0,2,0,261
147,"SURAVLI MADHAUGARH",380,305,0,685,209,152,0,361,361,0,47,108,179,12,1,0,1,3,0,6,0,4,361
148,"DHAMNA KHUDADPURA",601,483,0,1084,326,262,0,588,588,0,23,227,319,5,2,0,0,2,0,4,3,3,588
149,RAMHETPURA,483,381,0,864,358,272,0,630,630,0,55,494,49,30,0,0,1,1,0,0,0,0,630
150,"MALVIYA NAGAR MADHAUGARH",614,492,0,1106,299,221,0,520,520,0,21,221,249,16,1,1,3,0,0,1,1,6,520
151,"INDRA NAGAR MADHAUGARH",540,433,0,973,300,280,0,580,580,0,15,401,132,21,0,0,1,0,0,1,2,7,580
152,"PATEL NAGAR MADHAUGARH",542,433,0,975,294,190,0,484,484,0,24,103,329,21,0,0,0,0,0,4,1,2,484
153,"MAITHLI SHARAN NAGAR MADHAUGARH",797,672,0,1469,365,280,0,645,645,0,61,73,474,21,0,2,0,4,0,1,2,7,645
154,"JAWAHAR NAGAR MADHAUGARH",326,282,0,608,211,148,0,359,259,0,19,78,230,26,1,0,2,0,0,1,1,1,359
155,"VIJAY NAGAR MADHAUGARH",412,317,0,729,246,165,0,411,411,0,38,102,233,28,0,0,1,0,0,2,3,4,411
156,"AMBEDKAR NAGAR MADHAUGARH",525,421,0,946,313,235,0,548,548,0,55,170,298,17,0,0,0,3,2,1,2,0,548
157,"AJAD NAGAR MADHAUGARH",524,393,0,917,281,260,0,541,541,0,26,121,360,14,2,1,2,1,0,4,3,7,541
158,"TILAK NAGAR MADHAUGARH",397,316,0,713,233,175,0,408,408,0,13,51,326,15,0,0,1,1,0,0,0,1,408
159,"GANDHI NAGAR MADHAUGARH",709,576,0,1285,397,307,0,704,704,0,53,160,445,28,1,3,1,1,2,2,2,6,704
160,HAIDALPURA,549,415,0,964,275,251,0,526,526,0,11,138,341,25,1,0,1,2,1,1,2,3,526
161,"BIRIYA MADHAUGARH",415,322,0,737,213,184,0,397,397,0,45,36,283,21,0,0,1,3,2,0,0,6,397
162,"KUNVARPURA SIHARI",256,227,0,483,159,158,0,317,317,0,18,127,158,7,0,0,2,0,2,0,0,3,317
163,KAILOR,443,362,0,805,294,185,0,479,479,0,35,15,413,12,0,0,0,2,1,1,0,0,479
164,KAILOR,415,373,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"SIHARI MADHAUGARH",731,594,0,1325,425,273,0,698,698,0,49,88,499,32,4,0,2,4,3,7,5,5,698
166,"SIHARI MADHAUGARH",472,352,0,824,257,202,0,459,459,0,79,179,176,13,0,0,0,1,2,3,3,3,459
167,TOR,167,123,0,290,127,92,0,219,219,0,11,164,37,5,0,0,1,1,0,0,0,0,219
168,SOPTA,319,266,0,585,223,177,0,400,400,0,28,251,113,6,0,0,0,1,0,0,0,1,400
169,ATAGAON,446,356,0,802,340,96,0,436,436,0,44,144,226,9,1,0,0,4,2,0,3,3,436
170,ATAGAON,484,366,0,850,243,198,0,441,441,0,106,43,278,5,0,0,0,3,2,3,0,1,441
171,"SIRSA DOGDHI",800,645,0,1445,468,305,0,773,773,0,25,196,525,12,0,0,2,2,4,2,1,4,773
172,"SIRSA DOGDHI",745,601,0,1346,532,278,0,810,810,0,29,192,572,6,1,0,0,4,1,3,0,2,810
173,AMAKHEDA,757,591,0,1348,404,257,0,661,661,0,24,66,466,76,0,4,1,4,1,3,14,2,661
174,AMAKHEDA,541,445,0,986,350,254,0,604,604,0,17,258,219,59,5,3,2,4,7,2,11,17,604
175,MIRJAPUR,584,444,0,1028,286,240,0,526,526,0,9,183,259,67,3,1,0,0,1,0,1,2,526
176,BHANGA,541,458,0,999,301,237,0,538,538,0,30,149,244,112,0,0,0,1,0,1,1,0,538
177,BOHRA,492,407,0,899,329,236,0,565,565,0,24,213,303,12,0,0,0,2,0,4,4,3,565
178,HINGUTA,357,285,0,642,214,163,0,377,377,0,10,97,211,41,2,0,1,2,0,6,1,6,377
179,CHITAURA,405,332,0,737,254,238,0,492,492,0,59,219,185,10,0,0,0,1,1,8,7,2,492
180,CHITAURI,166,169,0,335,120,128,0,248,248,0,34,26,178,7,1,0,0,0,1,1,0,0,248
181,KURSEDA,467,365,0,832,304,237,0,541,541,0,8,238,233,41,0,0,0,3,6,1,7,4,541
182,KURSEDA,341,257,0,598,224,151,0,375,375,0,8,30,325,7,0,0,0,1,1,0,1,2,375
183,KURSEDA,581,454,0,1035,373,294,0,667,667,0,24,236,341,27,4,2,0,2,3,11,6,11,667
184,ROOPAPUR,558,472,0,1030,326,281,0,607,607,0,59,234,286,15,0,1,1,1,3,1,1,5,607
185,RANDHAURA,150,125,0,275,96,70,0,166,166,0,38,24,90,10,0,0,0,1,0,1,0,2,166
186,GOHAN,699,569,0,1268,411,301,0,712,712,0,58,42,572,24,0,1,5,4,1,2,2,1,712
187,GOHAN,556,440,0,996,316,234,0,550,550,0,67,174,232,39,6,0,3,3,4,4,9,9,550
188,ISLAMPUR,350,292,0,642,200,181,0,381,381,0,18,176,162,17,0,2,2,0,1,1,0,2,381
189,SEHBAJPUR,497,402,0,899,353,279,0,632,632,0,162,189,255,7,1,8,2,1,0,0,2,5,632
190,GADIYA,526,413,0,939,273,205,0,478,478,0,52,59,299,56,1,1,1,2,0,2,1,4,478
191,KASIMPUR,618,495,0,1113,323,225,0,548,548,0,141,79,261,31,1,1,6,8,0,2,5,13,548
192,"JAMREHI SANI",650,454,0,1104,429,219,0,648,648,0,110,144,337,43,1,1,0,4,0,1,0,7,648
193,"DHAMREHI SANI",215,182,0,397,145,104,0,249,249,0,39,56,86,57,1,0,3,1,1,0,1,4,249
194,NAVADA,382,285,0,667,227,173,0,400,400,0,58,183,119,31,0,0,2,0,0,2,3,2,400
195,SINGATAULI,535,428,0,963,319,233,0,552,552,0,92,167,178,107,2,0,0,0,3,1,1,1,552
196,PRITHVIPURA,247,204,0,451,174,140,0,314,314,0,19,97,179,11,5,0,0,0,0,0,2,1,314
197,"DHARAMPURA UBARI",293,224,0,517,185,133,0,318,318,0,16,117,175,4,0,0,0,1,0,1,0,4,318
198,"GUPLAPUR MADHAUGARH",441,339,0,780,259,209,0,468,468,0,18,235,148,57,2,0,0,4,1,0,2,1,468
199,JASUVAPUR,240,174,0,414,139,108,0,247,247,0,42,77,111,9,1,0,0,0,1,2,1,3,247
200,MADANEPUR,234,189,0,423,171,138,0,309,309,0,11,146,134,10,0,0,0,3,0,0,1,4,309
201,PICHAURA,399,276,0,675,206,157,0,363,363,0,6,110,217,14,0,1,0,2,5,2,4,2,363
202,SONAPUR,191,140,0,331,123,88,0,211,211,0,67,82,59,2,0,0,0,0,0,1,0,0,211
203,KHEDAKANAR,204,142,0,346,16,6,0,22,22,0,0,0,17,1,0,2,0,0,1,1,0,0,22
204,"SALEMPUR KANAR",235,186,0,421,39,31,0,70,70,0,0,28,35,3,1,0,0,0,0,1,0,2,70
205,MAHAPAULI,130,113,0,243,85,83,0,168,168,0,3,92,64,4,1,0,0,1,0,1,1,1,168
206,"JAMLAPUR JUNNARDAR",485,360,0,845,313,193,0,506,506,0,49,129,302,11,0,2,2,1,2,2,2,4,506
207,"HUSEPURA SURAI",448,339,0,787,239,177,0,416,416,0,158,77,149,11,2,0,5,1,4,1,3,5,416
208,"ALAMPUR AHEER",286,207,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,RAMANIPUR,299,205,0,504,101,110,0,211,211,0,68,42,83,13,0,0,0,0,0,2,1,2,211
210,"SHEKHPUR AHEER",387,309,0,696,254,121,0,375,375,0,192,7,167,5,0,1,0,0,0,0,1,2,375
211,"SHEKHPUR AHEER",474,371,0,845,255,179,0,434,434,0,13,160,246,7,1,1,1,1,0,3,1,0,434
212,KURAULI,503,407,0,910,292,203,0,495,495,0,21,117,323,22,1,1,2,0,1,2,3,2,495
213,NEEMGAON,430,327,0,757,290,156,0,446,446,0,39,63,331,5,0,1,0,0,0,2,2,3,446
214,JALALPURA,130,113,0,243,102,82,0,184,184,0,2,42,137,0,0,0,0,0,0,1,1,1,184
215,"KOTA MUSTAKIL",665,516,0,1181,320,261,0,581,581,0,71,158,263,29,3,1,19,5,3,16,6,7,581
216,"SILAUVA  JAGEER",449,359,0,808,321,249,0,570,570,0,10,180,366,7,0,0,0,1,0,3,1,2,570
217,"JALAUN KHURD",391,296,0,687,187,135,0,322,322,0,25,113,166,7,1,0,1,3,2,1,2,1,322
218,"BIJUVAPUR DIVARA",400,303,0,703,249,200,0,449,449,0,40,21,354,25,0,0,1,1,1,2,1,3,449
219,HAJIPUR,329,254,0,583,192,143,0,335,335,0,22,44,201,36,1,1,1,5,6,10,2,6,335
220,"BIJUVAPUR MUSTKIL",216,161,0,377,147,111,0,258,258,0,4,128,116,4,1,0,2,0,0,0,2,1,258
221,JAMALIPUR,211,161,0,372,144,103,0,247,247,0,40,5,196,2,1,0,0,0,0,0,1,2,247
222,TIRAVLI,223,158,0,381,132,105,0,237,237,0,58,74,93,2,0,0,0,0,2,4,2,2,237
223,"PAREN MUSTKIL",452,323,0,775,204,132,0,336,336,0,86,61,166,12,1,2,1,2,3,0,1,1,336
224,BABLI,506,385,0,891,271,187,0,458,458,0,11,9,419,12,0,0,4,1,1,0,1,0,458
225,BABLI,387,351,0,738,197,169,0,366,366,0,35,75,244,7,0,0,0,2,1,1,0,1,366
226,BABLI,519,382,0,901,328,232,0,560,560,0,75,200,242,16,0,3,2,2,3,6,3,8,560
227,BHOJAPUR,270,197,0,467,172,106,0,278,278,0,48,92,127,7,0,0,1,0,0,0,2,1,278
228,"MOTIPUR MUSTKIL",173,130,0,303,101,83,0,184,184,0,39,10,114,10,0,0,1,3,2,0,3,2,184
