"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMBIKA SINGH","2 - BRIJ KISHOR SINGH","3 - RAM PRASAD CHAUDHARY","4 - HARISH CHANDRA  ALIAS  HARISH DWIVEDI","5 - ANAND RAJPAL","6 - PURUSHOTTAM PANDEY","7 - BHAGWANDAS","8 - RAM KARAN ALIAS R.K. GAUTAM","9 - SHIVPOOJAN RAJBHAR","10 - SITA RAM","11 - ARUN KUMAR","12 - KRISHNA  KUMAR UPADHYAY ADVOCATE","13 - RAM SHANKAR GUPTA","14 - None of the Above","Total Votes Secured"
41,"P.S. ITBAHRA",452,416,0,868,322,286,0,608,603,0,30,412,65,91,1,0,1,1,0,3,1,1,1,1,608
42,"U.M.V. SUMHI WEST BHAG",403,349,0,752,283,204,0,487,355,0,8,398,22,49,1,0,1,0,0,1,0,2,0,5,487
43,"U.M.V. SUMHI EAST BHAG",610,556,0,1166,410,366,0,776,523,0,14,627,64,53,1,0,0,2,2,0,3,4,4,2,776
44,"P.S. SAN‍THUA",502,422,0,924,248,252,0,500,463,0,33,164,154,118,7,1,0,1,1,1,3,7,3,7,500
45,"P.S. SAHWAJPUR",338,293,0,631,197,182,0,379,372,0,7,156,102,103,3,3,1,0,0,0,0,1,0,3,379
46,"P.S. BADHYA EAST BHAG",299,247,0,546,176,139,0,315,315,0,10,102,54,129,1,2,1,0,2,0,1,4,3,6,315
47,"P.S. BADHYA WEST BHAG",526,404,0,930,291,225,0,516,148,0,12,125,219,113,2,12,2,4,2,5,3,4,4,9,516
48,"G.P.S. CHETRA EAST BHAG",627,573,0,1200,393,347,0,740,378,0,21,103,173,409,7,4,1,3,0,1,1,5,6,6,740
49,"G.P.S. CHETRA WEST  BHAG",292,247,0,539,148,148,0,296,296,0,9,109,84,73,1,0,1,2,2,1,4,4,4,2,296
50,"J.H.S. MARWATIYA",576,470,0,1046,331,275,0,606,538,0,86,116,108,267,11,1,1,1,3,0,1,0,1,10,606
51,"J.H.S. MARWATIYA",429,416,0,845,217,202,0,419,404,0,45,141,43,181,1,0,0,1,0,0,0,1,3,3,419
52,"P.S. BHATHA JUNGLE EAST BHAG",707,630,0,1337,496,360,0,856,856,0,15,121,19,688,3,1,1,0,1,1,2,1,1,2,856
53,"P.S. BHATHA JUNGLE WEST BHAG",694,619,0,1313,459,305,0,764,750,0,7,139,62,541,3,0,2,1,2,0,2,2,0,3,764
54,"G.P.S. BHATHA JUNGLE NORTH BHAG",524,474,0,998,324,259,0,583,583,0,20,88,244,205,5,3,5,2,2,0,1,2,1,5,583
55,"G.P.S. BHATHA JUNGLE SOUTH BHAG",498,331,0,829,292,181,0,473,473,0,16,118,50,280,2,2,2,0,0,0,0,1,0,2,473
56,"G.P.S. BHATHA JUNGLE SOUTH BHAG",393,458,0,851,240,226,0,466,463,0,13,88,115,234,5,0,2,2,0,2,3,0,2,0,466
57,"P.S. BHATHA JUNLGE HATA NORTH BHAG",737,694,0,1431,398,314,0,712,708,0,15,114,240,302,11,1,3,2,1,3,4,2,4,10,712
58,"P.S. BHATHA JUNGLE WEST BHAG",622,602,0,1224,339,242,0,581,560,0,8,84,251,204,9,0,2,3,1,1,3,6,2,7,581
59,"P.S. KOTHWA",329,304,0,633,163,141,0,304,284,0,8,93,16,180,1,0,1,0,0,2,0,1,1,1,304
60,"P.S. GADHADALTHAMHAN",411,372,0,783,274,241,0,515,480,0,21,367,21,99,4,0,0,0,0,0,0,0,1,2,515
61,"P.S. PURA PAIKOLIYA",533,482,0,1015,355,321,0,676,676,0,23,239,111,280,4,1,0,4,0,0,1,1,2,10,676
62,P.S.SALHADIPUR,314,304,0,618,202,199,0,401,5,0,14,146,134,92,3,1,1,0,1,0,1,1,4,3,401
63,P.S.KARANPUR,670,592,0,1262,397,367,0,764,764,0,60,264,248,146,4,0,5,6,1,5,6,6,3,10,764
64,"P.S. JALALABAD",623,509,0,1132,386,299,0,685,685,0,25,129,194,307,6,3,4,1,2,0,2,3,3,6,685
65,P.S.SARNAGI,369,312,0,681,280,225,0,505,505,0,17,342,21,117,1,0,0,0,0,1,1,0,2,3,505
66,"P.S. MAHUADABAR EAST BHAG",564,526,0,1090,331,330,0,661,661,0,23,308,83,216,4,0,2,1,1,2,1,3,4,13,661
67,"P.S. MAHUADABAR WEST BHAG",344,313,0,657,191,177,0,368,368,0,13,165,45,127,1,1,1,3,1,0,2,1,2,6,368
68,"P.S. SONWALIYA",367,314,0,681,270,192,0,462,321,0,15,249,50,134,5,0,1,0,3,1,0,1,0,3,462
69,"P.S. RAMAPUR",294,260,0,554,174,159,0,333,30,0,42,95,58,123,1,0,1,0,6,0,1,1,0,5,333
70,"J.H.S. AAMA",276,243,0,519,139,156,0,295,294,0,3,78,175,26,2,1,2,1,0,0,1,2,2,2,295
71,"P.S. RAMWAPUR",643,519,0,1162,356,331,0,687,686,0,19,312,129,211,4,0,1,2,0,0,0,0,5,4,687
72,"J.H.S. SITKOHAR",870,720,0,1590,520,451,0,971,971,0,46,269,458,125,4,5,4,8,5,2,7,9,10,19,971
73,"KISAN I.C.. PARASDEEH EAST BHAG",602,516,0,1118,330,336,0,666,300,0,18,137,110,377,6,3,0,1,5,1,2,1,2,3,666
74,"P..S. SINGHI",693,609,0,1302,390,332,0,722,720,0,13,274,203,207,1,4,2,3,4,0,2,5,2,2,722
75,"I.C. KATHWATIYA SAVNDEEH",336,291,0,627,190,176,0,366,362,0,4,64,90,187,3,1,0,1,1,1,1,3,1,9,366
76,"I.C. KATHWATIYA SAVNDEEH",555,443,0,998,281,247,0,528,478,0,13,92,183,204,7,0,3,1,4,2,3,2,3,11,528
77,"P.S. JAITAPUR",303,282,0,585,191,185,0,376,373,0,5,125,92,145,2,1,2,0,0,0,0,0,2,2,376
78,"P.S. CHANDA BUJURGE",630,571,0,1201,340,332,0,672,147,0,28,155,201,240,19,3,2,5,3,1,2,4,3,6,672
79,"P.S. IMILIYA",557,467,1,1025,209,289,0,498,330,0,10,267,129,83,2,0,1,1,0,0,0,0,0,5,498
80,P.S.ASNAHRA,636,585,0,1221,354,332,0,686,15,0,13,200,313,119,5,1,5,6,2,2,3,7,2,8,686
81,"P.S. PAIKOLIYA BARUVAR",788,636,0,1424,399,393,0,792,702,0,24,234,238,272,6,2,3,1,0,2,2,2,2,4,792
82,"P.S. SEKHUAI",504,417,0,921,258,227,0,485,463,0,13,116,130,212,1,0,0,0,0,2,5,3,1,2,485
83,"P.S. SEMRA",645,568,0,1213,362,339,0,701,373,0,22,220,241,170,6,0,2,1,5,3,7,6,4,14,701
84,"P.S. BHAUKHARI",395,342,0,737,211,227,0,438,423,0,26,131,162,106,0,3,1,1,1,1,0,2,0,4,438
85,"P.S.PARSA GANA",579,521,0,1100,315,316,0,631,628,0,23,163,134,268,11,2,4,5,0,0,6,3,5,7,631
86,"U.M.V. ITWA",344,283,0,627,176,187,0,363,33,0,17,119,54,154,7,2,2,0,0,1,0,0,2,5,363
87,"P.S. SARRAIYA KHAS",138,135,0,273,80,79,0,159,114,0,0,11,30,117,1,0,0,0,0,0,0,0,0,0,159
88,"P.S. KUNGAI BUJURGE",664,583,0,1247,390,368,0,758,693,0,60,186,324,171,4,0,2,3,0,0,0,2,1,5,758
89,"P.S. SARHADI",344,307,0,651,194,194,0,388,175,0,17,81,154,111,5,0,1,1,2,1,1,4,3,7,388
90,"P.S. GOPALPUR",363,328,0,691,244,211,0,455,455,0,14,92,215,108,9,3,2,0,2,1,3,3,2,1,455
91,"P.S. JITIPUR",561,475,0,1036,316,261,0,577,68,0,6,110,271,162,6,2,2,4,0,0,0,3,3,8,577
92,"P.S. JITIPUR",471,407,0,878,223,233,0,456,456,0,7,106,156,148,9,0,3,2,3,1,6,4,3,8,456
93,P.S.BEDIPUR,661,566,0,1227,349,328,0,677,630,0,23,298,164,157,3,2,3,3,2,3,4,2,7,6,677
94,"P.S. MAHAKHARPUR",776,677,0,1453,483,395,0,878,850,0,9,237,424,162,10,2,2,0,4,2,4,5,2,15,878
95,"P.S. MISHRAULIYA DHEESH",633,560,0,1193,371,301,0,672,672,0,14,235,220,171,7,0,2,1,1,1,5,2,9,4,672
96,"P.S. JAMUNHAKALA",489,442,0,931,248,233,0,481,478,0,9,125,121,211,3,0,4,0,2,0,0,0,4,2,481
97,"P.S. BEWARIYA",329,286,0,615,203,196,0,399,390,0,14,152,137,77,4,2,1,0,0,0,2,5,2,3,399
98,"P.S. BHAIROPUR",216,189,0,405,135,117,0,252,252,0,2,34,140,67,2,0,1,1,1,1,0,0,1,2,252
99,"P.S. MANIKARPUR",857,772,0,1629,392,365,0,757,757,0,29,339,154,209,5,3,4,0,0,0,4,1,4,5,757
100,"P.S. ASHOKPUR",758,640,0,1398,406,372,0,778,10,0,18,148,253,301,7,3,4,2,1,2,4,9,8,18,778
101,"P.S. KURTHIYA",379,354,0,733,221,179,0,400,291,0,18,80,91,186,11,0,3,1,0,4,0,2,0,4,400
102,"P.S. BASGAUN",830,710,0,1540,441,412,0,853,853,0,24,135,402,255,4,0,7,7,2,4,6,0,0,7,853
103,"H.S. HUHDAR KUNWAR",710,622,0,1332,375,351,0,726,714,0,9,98,116,474,2,1,2,1,5,2,3,2,2,9,726
104,"P.S.HARIJANPUR BABU",919,822,0,1741,512,444,0,956,535,0,20,221,302,362,15,4,4,3,2,1,2,2,5,13,956
105,"J.H.S. IMILIYA DHEES",588,530,0,1118,274,319,0,593,300,0,38,185,131,209,5,1,2,1,3,0,4,1,3,10,593
106,"P.S. BENIPUR KAKRAHIYA",645,571,0,1216,369,334,0,703,503,0,14,109,337,213,8,2,5,3,0,2,0,3,3,4,703
107,"P.S. BELBHARIYA RAM GULAM",577,497,0,1074,284,284,0,568,490,0,14,166,91,274,5,2,0,0,1,1,4,2,4,4,568
108,"P.S. BELBHARIYA RAM GULAM",600,517,0,1117,346,331,0,677,200,0,25,99,331,209,3,0,3,3,1,0,0,1,0,2,677
109,"P.S. MUKUNDPUR",231,209,0,440,119,122,0,241,241,0,9,84,61,71,5,0,2,0,1,1,0,1,2,4,241
110,"P.S. JUDAIPUR",358,313,0,671,193,162,0,355,355,0,12,64,126,145,1,0,2,2,0,0,1,1,0,1,355
111,"P.S. DIWAKARPUR",432,408,0,840,228,220,0,448,18,0,7,143,142,134,3,1,1,1,2,0,5,6,3,0,448
112,"P.S. CHAINPUR",587,533,0,1120,375,342,0,717,717,0,19,120,438,110,1,5,3,2,2,1,3,3,3,7,717
113,"P.S. DARHARA KUNWAR",310,294,0,604,166,163,0,329,197,0,11,58,95,146,6,0,1,0,1,1,2,1,1,6,329
114,"P.S. MAJGANVA",730,668,0,1398,446,418,0,864,864,0,14,154,431,195,6,2,8,4,1,4,8,5,8,24,864
115,"P.S. LOHRAULI",635,575,0,1210,375,280,0,655,122,0,11,234,250,123,3,2,4,5,4,3,2,0,1,13,655
116,"P.S. PAKDIJAPTI EAST BHAG",528,432,0,960,327,267,0,594,543,0,21,164,132,254,2,4,4,5,1,0,1,3,1,2,594
117,"P.S. PAKDIJAPTI EAST BHAG",324,320,0,644,184,148,0,332,332,0,21,191,38,72,0,2,1,0,0,1,0,3,0,3,332
118,"P.S. PAKDIJAPTI WEST BHAG",302,292,0,594,152,197,0,349,349,0,10,38,236,58,1,0,0,1,1,0,0,1,0,3,349
119,"J.H.S. MAHUWA",548,457,0,1005,321,279,0,600,600,0,35,233,182,132,5,1,3,3,1,1,1,1,1,1,600
120,"P.S. GADHA PANDEY",345,295,0,640,197,189,0,386,381,0,9,107,107,143,2,0,1,0,3,4,2,0,1,7,386
121,"P.S. PATNA",428,361,0,789,268,253,0,521,300,0,19,161,252,70,3,0,3,1,2,1,1,3,3,2,521
122,"P.S. DAULATPUR",560,520,0,1080,356,347,0,703,703,0,24,277,174,214,2,1,0,0,0,3,0,2,4,2,703
123,P.S.KIRTIPUR,754,685,0,1439,422,416,0,838,721,0,13,128,380,284,2,0,3,4,7,2,2,3,3,7,838
124,"J.H.S. MAHDEVA",547,467,0,1014,347,335,0,682,680,0,17,277,253,119,1,0,6,3,1,0,1,1,2,1,682
125,"P.S. RATANPUR KHAS",478,428,0,906,281,260,0,541,55,0,14,298,147,58,2,0,3,0,0,1,2,6,3,7,541
126,"P.S. HADAHI",240,220,0,460,138,155,0,293,290,0,6,65,116,82,2,0,1,1,13,1,1,1,1,3,293
127,"P.S. PIKAURA",723,660,0,1383,413,416,0,829,320,0,23,308,208,261,3,2,3,2,0,0,5,3,3,8,829
128,"P.S. MUILI",593,539,0,1132,371,370,0,741,694,0,35,205,297,160,6,0,4,3,3,6,7,9,1,5,741
129,"P.S. MUSHI",330,288,0,618,208,175,0,383,369,0,24,101,148,98,2,0,2,2,1,1,0,1,2,1,383
130,"P.M.V AURATONDA",396,352,0,748,206,254,0,460,458,0,3,177,132,106,3,2,2,20,2,0,5,3,2,3,460
131,"P.S. AAMBHARI STHIT GRAM AURATONDA",193,174,0,367,91,118,0,209,189,0,7,73,76,50,1,0,1,0,0,0,0,0,1,0,209
132,"J.H.S. BELGHAT",799,658,0,1457,554,330,0,884,700,0,41,259,267,270,5,3,5,3,2,1,5,5,4,14,884
133,"J.H.S. BELGHAT",371,306,0,677,201,187,0,388,380,0,23,111,84,142,4,0,3,2,1,1,3,6,1,7,388
134,"P.S. PIPRAKAJI",690,615,0,1305,423,370,0,793,548,0,11,228,365,147,4,0,6,5,2,1,5,8,1,10,793
135,"P.S. CHHAPIYA  STHIT  SUKRAULI CHAUDHARY",595,528,0,1123,360,357,0,717,700,0,25,223,259,185,4,0,1,1,4,2,0,3,2,8,717
136,"P.S. RAMYA",496,469,0,965,267,309,0,576,428,0,14,227,208,107,1,1,2,2,0,2,1,2,2,7,576
137,"P.S. BHAINSA CHAUBE EAST BHAG",526,470,0,996,236,333,0,569,568,0,18,179,178,155,3,3,1,2,1,2,5,6,9,7,569
138,"P.S. BHAINSA CHAUBE WEST BHAG",597,531,0,1128,290,290,0,580,580,0,17,239,185,119,5,2,2,0,1,0,0,0,5,5,580
139,P.S.PADHNI,384,344,0,728,194,198,0,392,377,0,14,56,71,237,6,0,0,0,2,2,1,1,0,2,392
140,"P.S. BAIDOLIYA AJAYAB",768,667,0,1435,455,400,0,855,845,0,36,262,350,162,5,4,10,2,1,1,3,4,5,10,855
141,"P.S. PATILA",859,796,0,1655,492,460,0,952,948,0,52,335,400,143,5,2,2,2,1,1,1,2,4,2,952
142,"P.S. KALIGDA",716,625,0,1341,399,378,0,777,773,0,35,328,210,175,8,1,4,1,2,1,1,2,4,5,777
143,"H.S. MUSHA BARAHPEDA WEST BHAG",535,486,0,1021,347,236,0,583,500,0,17,206,196,141,2,0,0,1,15,2,0,1,1,1,583
144,"H.S. MUSHA BARAHPEDA MIDDLE  BHAG",804,669,0,1473,417,333,0,750,750,0,29,136,319,231,3,1,4,4,3,2,3,5,8,2,750
145,"H.S. MUSHA BARAHPEDA WEST BHAG",576,456,0,1032,269,284,0,553,550,0,20,234,109,113,5,18,5,2,26,0,2,5,6,8,553
146,"P.S. BELSADH WEST BHAG",785,661,0,1446,464,431,0,895,182,0,32,233,266,331,10,1,1,1,2,0,0,2,5,11,895
147,"P.S. BELSADH EAST BAHG",261,192,0,453,143,101,0,244,244,0,5,22,127,79,2,0,0,2,1,1,1,2,0,2,244
148,"P.S. MAJHAUWA CHAUDHARY",532,475,0,1007,252,279,0,531,504,0,25,270,176,38,3,1,0,3,2,1,2,3,2,5,531
149,"P.S. PEDARIYA",438,395,0,833,200,231,0,431,70,0,19,270,93,31,3,0,0,1,1,0,3,3,2,5,431
150,"P.S. PEDAR EAST BHAH",662,629,0,1291,317,373,0,690,681,0,29,327,289,25,2,2,3,1,0,2,0,4,0,6,690
151,"P.S. PEDAR WEST BHAHG",260,217,0,477,124,118,0,242,241,0,13,125,77,22,1,0,0,0,0,1,0,1,1,1,242
152,"P.S. PAIKOLIYA MUSLIM WEST BHAG",669,630,0,1299,265,342,0,607,607,0,95,338,45,103,4,3,3,1,0,0,3,1,3,8,607
153,"P.S. PAIKOLIYA MUSLIM EAST BHAG",718,673,1,1392,315,391,0,706,706,0,55,369,245,11,7,6,1,1,0,0,4,1,3,3,706
154,"P.S. TENUA",552,404,0,956,246,253,0,499,466,0,9,286,37,150,3,6,2,0,1,1,1,0,1,2,499
155,"P.M.V. TENUA",396,437,0,833,180,284,0,464,451,0,11,209,105,123,0,4,0,2,1,0,2,2,1,4,464
156,"P.S. KARANPUR",748,671,0,1419,300,423,0,723,716,0,42,582,80,4,0,0,0,1,0,1,0,3,4,6,723
157,"P.S SUJIYA",426,387,0,813,181,230,0,411,400,0,41,214,65,74,4,3,0,1,0,0,0,3,1,5,411
158,"P.S. CHAKCHAI",516,477,0,993,323,265,0,588,96,0,12,173,161,221,7,2,0,2,1,0,1,2,3,3,588
159,"P.S. GOBHIYA",638,554,0,1192,308,302,0,610,257,0,35,317,155,74,7,5,2,1,2,0,2,2,1,7,610
160,"P.S. GOBHIYA",421,383,0,804,216,242,0,458,458,0,32,273,83,57,5,2,0,0,2,2,1,0,1,0,458
161,"P.S.MAJHAUWA DOODHNATH",400,383,0,783,188,227,0,415,379,0,21,201,118,66,1,3,2,1,0,0,0,1,0,1,415
162,"P.S. HARDIYA",370,346,1,717,166,188,0,354,350,0,14,147,70,106,4,2,1,1,0,0,2,0,1,6,354
163,"P.S. KESARAI",483,366,0,849,327,213,0,540,394,0,14,233,129,128,3,3,4,2,2,2,2,7,6,5,540
164,"P.S. KESARAI",399,427,0,826,230,208,0,438,322,0,13,107,194,114,2,0,2,0,1,0,0,0,1,4,438
165,"P.S. BABHANGANVA KALA",781,683,0,1464,420,362,0,782,751,0,24,214,262,254,6,2,3,2,4,1,2,3,1,4,782
166,"P.S. KHAJUHA",648,545,0,1193,305,287,0,592,576,0,23,172,227,131,4,2,2,0,17,2,0,4,2,6,592
167,"P.S. KHAJUHA",167,144,0,311,52,50,0,102,68,0,15,7,10,63,0,1,0,0,0,0,0,1,0,5,102
168,"P.S. BARDAD",630,560,0,1190,363,330,0,693,423,0,35,183,192,245,10,1,2,3,1,1,2,2,6,10,693
169,"P.S.RAMVAPUR STHIT KUCHUROOPUR",455,429,0,884,296,239,0,535,533,0,9,246,154,106,4,2,1,4,0,0,1,2,2,4,535
170,"P.S. PATKHAULI",336,294,0,630,215,226,0,441,441,0,3,97,177,150,2,1,2,0,0,0,3,2,1,3,441
171,"J.H.S.REVTA HARASHARAN SHUK‍L",415,370,0,785,225,255,0,480,450,0,21,156,187,81,3,0,6,1,1,2,5,5,2,10,480
172,"P.S.KURDA NORTH BHAG",693,617,0,1310,346,360,0,706,640,0,32,268,130,100,1,124,5,10,0,4,1,7,3,21,706
173,"P.S.KURDA SOUTH BHAG",650,545,0,1195,298,284,0,582,182,0,32,279,143,29,6,75,1,2,0,1,2,5,1,6,582
174,"P.S. KURDA",350,299,0,649,213,180,0,393,382,0,7,75,183,98,1,5,3,1,0,5,4,4,3,4,393
175,"P.S. MAJHAUVA CHAUBE STHIT MADHVAPUR",725,610,0,1335,368,340,0,708,564,0,13,177,324,157,5,0,3,9,1,2,1,2,5,9,708
176,"P.S. MUDILVA STHIT GAYAJITPUR",518,483,1,1002,322,324,0,646,622,0,16,157,198,242,4,0,5,2,1,1,3,1,7,9,646
177,"P.S. TENUI CHET SINGH",764,631,0,1395,502,372,0,874,640,0,20,278,162,383,8,1,2,1,0,1,1,7,5,5,874
178,"P.S. BHARWALIYA",518,470,0,988,316,295,0,611,609,0,10,83,260,237,6,0,0,3,3,1,1,5,1,1,611
179,"P.S. BHARINATH STHIT BAIDOLIYA",381,319,0,700,240,203,0,443,443,0,19,109,47,250,4,1,0,3,0,2,2,0,1,5,443
180,"P.S. BAGHA KADAR",791,694,0,1485,510,431,0,941,941,0,57,291,408,152,8,0,3,0,3,0,5,5,6,3,941
181,"P.S. RAGHUNATHPUR NORTH BHAG",571,514,0,1085,315,365,0,680,600,0,69,258,51,265,8,2,9,1,3,3,0,4,4,3,680
182,"P.S. RAGHUNATHPUR SOUTH BHAG",522,460,0,982,316,352,0,668,668,0,65,277,180,115,5,2,5,2,2,2,2,3,3,5,668
183,"P.S. DAMRUVA JANGAL",829,699,1,1529,481,453,0,934,904,0,135,177,238,348,7,1,1,0,1,4,2,4,7,9,934
184,P.S.SIKTA,638,555,0,1193,368,325,0,693,693,0,16,144,163,342,2,0,2,1,2,0,4,3,4,10,693
185,"P.S. KHUTHANA",393,325,0,718,254,222,0,476,476,0,25,170,161,105,2,1,0,1,0,1,1,2,1,6,476
186,"P.S. SUKRAULI",473,431,0,904,294,272,0,566,566,0,23,239,180,111,4,0,1,1,3,0,1,2,1,0,566
187,"P.S. MADANPURA",803,648,0,1451,472,413,0,885,885,0,22,292,267,261,4,1,6,2,5,3,1,7,5,9,885
188,"J.H.S. HARDI EAST BHAG",470,375,0,845,258,273,0,531,530,0,71,215,52,177,2,0,1,2,1,1,0,0,2,7,531
189,"J.H.S. HARDI EAST BHAG",428,383,1,812,238,254,0,492,492,0,36,220,135,71,3,4,2,2,1,1,1,3,1,12,492
