"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
20,"JANTA V. ALINAGAR KENJARA R.N.3",291,212,0,503,256,168,0,424,152,0,330,0,12,69,2,1,0,5,0,0,0,0,0,0,1,4,424
21,"P.S. NAGLA GOLA",389,305,0,694,314,237,0,551,503,0,22,14,499,13,1,0,0,0,0,0,0,0,0,0,2,0,551
22,"P.S. HIRAN GAON",292,207,0,499,199,140,0,339,333,0,17,9,140,171,0,1,1,0,0,0,0,0,0,0,0,0,339
23,"R.C.J.H.S. KHEMKARANPUR",226,198,0,424,201,140,0,341,303,0,126,2,142,67,3,0,0,0,0,0,0,0,0,1,0,0,341
24,"P.S. LATURRA",289,213,0,502,196,132,0,328,1,0,27,14,10,271,1,0,0,0,0,0,0,1,2,0,1,1,328
25,"P.S. MEHARI",329,270,0,599,298,232,0,530,206,0,429,2,4,89,0,0,1,0,1,0,0,0,1,0,2,1,530
26,J.H.S.KURRIKUPA,708,518,0,1226,522,342,0,864,454,0,575,3,173,97,1,0,0,1,0,0,0,0,2,3,3,6,864
27,"PANCHAYATGHAR KUPA",605,473,0,1078,578,353,0,931,820,0,911,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,931
28,"P.S. NAGLA GIRDHARI R. NO. 1",538,454,0,992,498,404,0,902,902,0,896,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,902
29,"P.S. NAGLA GIRDHARI R. NO. 2",498,377,0,875,250,229,0,479,450,0,117,3,7,336,3,1,1,1,2,0,0,0,4,0,0,4,479
30,"P.S. SUJATGAD",582,464,0,1046,463,298,0,761,761,0,275,4,11,435,9,2,0,1,0,0,0,1,5,3,4,11,761
31,"P.S. VASDEVPUR",607,499,0,1106,595,426,0,1021,46,0,942,1,6,60,2,0,0,0,0,0,0,0,0,0,1,9,1021
32,"P.S. RUPASPUR",498,419,0,917,403,317,0,720,503,0,350,15,203,144,0,1,0,0,0,1,0,0,0,2,1,3,720
33,"P.S. VAJIDPUR KUTUKPUR",598,455,0,1053,494,307,0,801,64,0,677,1,3,112,2,1,1,0,0,0,1,1,2,0,0,0,801
34,"P.S. GUDAU",488,379,0,867,343,223,0,566,523,0,470,3,56,32,0,0,1,0,0,1,0,0,1,2,0,0,566
35,"P.S. NAGLA DANSAHAY",357,296,0,653,355,259,0,614,509,0,602,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,614
36,"GIRLS P.S. NAGLA TIKAIT R. NO. 1",443,297,0,740,439,263,0,702,387,0,676,2,0,19,0,0,0,2,0,0,0,0,0,1,1,1,702
37,"GIRLS P.S. NAGLA TIKAIT R. NO. 2",364,316,0,680,327,279,0,606,606,0,592,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,606
38,"J.H.S. NAGLA TIKAT",424,311,0,735,411,291,0,702,257,0,528,4,5,152,6,1,0,0,0,0,0,1,2,1,1,1,702
39,"P.S. NAGLA SADASUKH",528,435,0,963,445,378,0,823,210,0,741,1,36,41,0,0,0,0,0,0,0,0,2,0,0,2,823
40,"P.S. NAGLA BHAJAN",513,417,0,930,495,373,0,868,866,0,822,0,0,44,0,0,0,1,0,0,0,0,0,0,0,1,868
41,"P.S. DATAUJI KHURD",768,654,0,1422,624,446,0,1070,146,0,361,9,41,626,6,0,2,1,0,0,0,4,6,0,4,10,1070
42,"P.S. DATAUJI KALA",522,442,0,964,376,258,0,634,634,0,73,1,4,542,3,0,1,0,1,0,0,0,5,1,2,1,634
43,"P.S. DHOLPURA R. NO. 1",657,519,0,1176,557,403,0,960,906,0,739,3,194,15,2,0,0,1,0,0,1,0,0,1,4,0,960
44,"P.S. DHOLPURA R. NO. 2",522,449,0,971,469,377,0,846,206,0,799,1,6,37,0,0,0,2,0,0,0,0,0,0,0,1,846
45,"P.S. SHANKARPUR",554,515,0,1069,385,260,0,645,645,0,184,4,5,434,3,0,3,1,2,0,0,2,2,1,4,0,645
46,"P.S. ALADIPURA",364,311,0,675,341,250,0,591,550,0,443,6,1,132,1,0,0,2,1,0,0,1,2,1,0,1,591
47,"P.S. RAMDASPURA",457,378,0,835,321,213,0,534,534,0,245,5,24,249,7,0,1,0,0,0,0,0,0,0,3,0,534
48,"P.S. USMANPUR",629,467,0,1096,376,214,0,590,500,0,200,2,28,321,7,0,2,4,0,3,1,2,7,2,5,6,590
49,"P.S. NAGLA GOKUL",445,315,0,760,319,209,0,528,468,0,478,0,2,35,2,0,0,0,1,0,0,1,0,0,3,6,528
50,"P.S. NAGLA SHEKH R. NO. 1",329,279,0,608,262,184,0,446,445,0,81,1,26,323,5,0,1,0,0,0,0,2,0,1,3,3,446
51,"P.S. NAGLA SHEKH R. NO. 2",498,470,0,968,358,259,0,617,368,0,256,3,21,314,5,1,1,0,0,0,1,0,3,2,5,5,617
52,"P.S. NAGLA CHURA R. NO. 1",467,395,0,862,253,168,0,421,30,0,117,2,5,273,2,0,1,4,1,0,0,0,0,5,6,5,421
53,"P.S. NAGLA CHURA R. NO. 2",332,245,0,577,221,156,0,377,377,0,183,1,2,182,1,0,1,1,0,0,0,0,0,1,2,3,377
54,"P.S. GADI TIVARI R. NO. 1",620,540,0,1160,429,308,0,737,612,0,341,4,8,360,5,1,2,2,0,1,1,2,4,1,1,4,737
55,"P.S. GADI TIVARI R. NO. 2",496,428,0,924,301,182,0,483,468,0,170,0,8,293,3,1,4,0,0,0,1,0,0,2,1,0,483
56,P.S.MALIPATTI,611,534,0,1145,382,236,0,618,618,0,261,6,11,322,5,1,2,0,1,0,1,0,2,1,2,3,618
57,"INDRA MEMORIAL SCHOOL VASATH R. NO. 1",429,331,0,760,231,156,0,387,380,0,75,3,222,71,1,0,1,0,1,0,0,3,1,3,2,4,387
58,"INDRA MEMORIAL SCHOOL VASATH R. NO. 2",637,523,0,1160,408,313,0,721,650,0,163,1,502,33,2,0,1,1,0,0,1,5,4,2,2,4,721
59,"NAVYUG I.C.DURGESH NAGAR",887,729,0,1616,575,375,0,950,845,0,900,5,8,12,0,1,0,3,0,1,1,0,14,2,3,0,950
60,"P.S. MUSTAVAD",411,291,0,702,267,115,0,382,19,0,213,2,55,109,1,0,0,0,0,0,0,1,0,0,0,1,382
61,"P.S. PHULVADI",432,321,0,753,325,170,0,495,6,0,184,2,253,50,1,0,0,0,0,0,0,0,0,2,2,1,495
62,"P.S. SOFIPUR R. NO.1",628,503,0,1131,408,307,0,715,28,0,251,1,7,435,3,0,2,1,2,0,2,1,4,0,3,3,715
63,"P.S. SOFIPUR R. NO.2",544,408,0,952,375,241,0,616,516,0,218,1,110,273,3,0,0,2,1,0,0,1,3,1,1,2,616
64,"J.H.S. MODA R. NO. 1",714,521,0,1235,442,296,0,738,511,0,321,4,155,233,5,0,0,1,0,0,1,2,1,3,5,7,738
65,"J.H.S. MODA R. NO. 2",444,364,0,808,340,233,0,573,470,0,264,21,9,273,0,1,0,1,0,0,1,0,0,1,0,2,573
66,"J.H.S.MUHAMMADPUR BIHARIPUR",838,636,0,1474,514,226,0,740,209,0,661,2,0,64,0,0,0,0,0,0,1,0,0,0,1,11,740
67,"P.S. KHEDA GANESHPUR R. NO.1",655,475,0,1130,425,247,0,672,557,0,62,0,5,586,3,3,1,0,1,0,1,2,3,0,1,4,672
68,"P.S. KHEDA GANESHPUR R. NO.2",341,250,0,591,226,150,0,376,376,0,6,2,3,350,4,0,0,0,0,0,0,1,4,0,3,3,376
69,"P.S. VAJIRPUR JEHALPUR R. NO. 1",527,424,0,951,423,322,0,745,21,0,117,1,166,443,7,1,0,3,0,1,1,0,2,3,0,0,745
70,"P.S. VAJIRPUR JEHALPUR R. NO. 2",231,212,0,443,192,171,0,363,65,0,32,0,59,260,8,0,1,0,0,0,0,0,0,0,2,1,363
71,"P.S. ALAMPUR KANAITA",567,491,0,1058,425,291,0,716,300,0,80,2,58,549,4,0,0,19,0,0,0,1,0,0,1,2,716
72,"P.S. AKALPUR DAMODARPUR",509,391,0,900,337,251,0,588,588,0,38,3,205,330,3,0,0,2,0,0,0,0,2,3,1,1,588
73,"P.S. RASIDPUR KANAITA",664,541,0,1205,464,344,0,808,797,0,144,6,76,552,6,3,0,1,0,1,1,1,2,0,10,5,808
74,"P.S. NAGLA SHROTI",301,225,0,526,224,141,0,365,20,0,40,2,116,205,1,0,0,0,0,0,0,0,0,0,0,1,365
75,"P.S. DAUKELI R. NO. 1",756,621,0,1377,534,363,0,897,895,0,135,5,388,359,1,0,1,4,0,0,0,0,1,1,0,2,897
76,"P.S. DAUKELI R. NO. 2",760,658,0,1418,516,455,0,971,136,0,138,12,24,737,6,1,35,4,2,0,1,0,4,3,2,2,971
77,"JANTA VIDHYALAY DAUKELI R.N.1",670,578,0,1248,494,359,0,853,522,0,171,11,9,645,1,2,3,2,0,1,1,0,3,1,1,2,853
78,"JANTA VIDHYALAY DAUKELI R.N.2",318,262,0,580,159,117,0,276,253,0,45,7,31,191,1,0,0,1,0,0,0,0,0,0,0,0,276
79,"BALVANT SINGH I.C. JAMALPUR R. NO. 1",531,384,0,915,417,274,0,691,152,0,44,2,50,580,3,4,1,0,0,0,0,1,3,0,2,1,691
80,"BALVANT SINGH I.C. JAMALPUR R. NO. 2",330,250,0,580,271,156,0,427,152,0,43,1,2,368,1,0,1,0,0,0,0,1,9,0,1,0,427
81,"P.S. GAJIPUR",613,537,0,1150,445,320,0,765,763,0,147,10,3,589,2,2,1,1,0,0,0,0,5,0,1,4,765
82,"P.S. VARKATPUR R. NO. 1",535,466,0,1001,392,230,0,622,10,0,132,3,9,461,5,2,1,1,0,1,0,1,0,1,1,4,622
83,"P.S. VARKATPUR R. NO. 2",591,499,0,1090,386,233,0,619,619,0,169,7,18,415,2,1,0,1,0,0,0,1,1,0,2,2,619
84,"P.S. KHANJAPUR R.N.1",637,489,0,1126,401,281,0,682,87,0,127,4,5,523,4,1,0,0,0,0,1,2,4,1,6,4,682
85,"P.S. KHANJAPUR R.N.2",885,647,0,1532,628,420,0,1048,501,0,43,3,4,949,9,0,4,2,4,3,0,5,15,1,2,4,1048
86,"P.S. PAHADPUR R.N.1",441,390,0,831,325,250,0,575,100,0,195,0,1,364,3,2,0,1,0,0,0,0,4,0,1,4,575
87,"P.S. PAHADPUR R.N.2",379,323,0,702,263,189,0,452,352,0,192,1,0,254,1,0,0,0,0,1,0,0,0,0,2,1,452
88,"P.S.NAGLA UDI",433,359,0,792,332,213,0,545,545,0,237,4,2,296,3,0,0,1,0,0,0,0,0,0,0,2,545
89,"P.S. NASIRPUR",400,320,0,720,315,194,0,509,23,0,192,2,11,295,2,1,0,1,0,0,0,1,0,1,0,3,509
90,"P.S. JAHANGIRPUR",311,259,0,570,243,198,0,441,150,0,144,1,31,260,1,1,0,0,0,0,0,0,2,0,1,0,441
91,"P.S. VILHANA",828,643,0,1471,553,354,0,907,654,0,145,0,205,529,7,0,2,5,0,1,0,1,5,1,2,4,907
92,"P.S. NAI TOR",428,387,0,815,329,195,0,524,273,0,120,1,1,385,8,3,2,0,0,0,0,0,0,0,3,1,524
93,"P.S. VASAI MOHAMMADPUR R. NO. 1",596,473,0,1069,422,331,0,753,122,0,44,8,138,551,4,0,0,2,0,0,0,0,2,2,1,1,753
94,"P.S. VASAI MOHAMMADPUR R. NO. 2",591,441,0,1032,410,287,0,697,696,0,134,5,72,467,3,0,1,1,0,0,1,2,1,3,2,5,697
95,"P.S. NAGLA BINA",306,250,0,556,224,163,0,387,87,0,145,1,2,229,4,2,0,1,0,0,0,0,2,0,0,1,387
96,"P.S. ANTE KI MADAIYA",355,293,0,648,300,208,0,508,508,0,136,2,4,350,3,0,1,0,1,1,0,0,3,0,4,3,508
97,"P.S. MADUA",425,379,0,804,302,183,0,485,485,0,252,2,3,221,1,0,1,0,0,0,0,0,0,0,2,3,485
98,"J.H.S. ANANDIPUR KARKAULI R. NO. 1",487,357,0,844,274,149,0,423,242,0,92,5,15,294,2,1,2,1,0,0,1,1,4,0,2,3,423
99,"J.H.S. ANANDIPUR KARKAULI R. NO. 2",108,67,0,175,64,31,0,95,61,0,18,1,0,75,0,0,0,0,0,0,0,0,0,0,1,0,95
100,"P.S. AGARUPURA",337,268,0,605,249,146,0,395,395,0,134,0,7,243,2,0,0,8,0,0,0,0,0,0,1,0,395
101,"P.S. PURA MISHRI",332,295,0,627,214,155,0,369,7,0,99,2,1,255,5,0,0,1,0,0,1,0,3,0,1,1,369
102,"P.S. NURPUR KUTUKPUR",264,211,0,475,217,146,0,363,7,0,111,0,126,119,0,0,0,0,0,0,0,1,0,1,3,2,363
103,"P.S. FATEHPUR ANANDIPUR",232,199,0,431,185,137,0,322,39,0,192,4,1,120,0,0,1,0,0,0,1,1,0,0,1,1,322
104,"P.S. VALCHANDPUR",309,208,0,517,227,115,0,342,225,0,130,2,4,195,3,1,2,0,0,0,1,0,0,0,1,3,342
105,"P.S. NAGLA MULLA R. NO.1",526,453,0,979,450,400,0,850,850,0,838,4,2,0,0,1,1,0,1,1,0,0,0,0,1,1,850
106,"P.S. NAGLA MULLA R. NO.2",235,209,0,444,186,151,0,337,16,0,329,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,337
107,"P.S. LADUPUR CHAKARPUR",334,266,0,600,266,170,0,436,434,0,183,3,37,202,1,0,0,0,0,0,1,0,5,1,0,3,436
108,"P.S. GADIYA",195,157,0,352,147,102,0,249,175,0,12,17,81,137,1,0,0,0,0,0,0,0,1,0,0,0,249
109,"P.S. KHARSULI",393,293,0,686,320,219,0,539,539,0,37,1,203,276,5,0,4,2,0,1,0,0,2,4,1,3,539
110,"P.S. MATAMAI R. NO. 1",450,350,0,800,381,251,0,632,622,0,71,3,11,518,3,1,0,14,0,0,0,1,5,0,1,4,632
111,"P.S. MATAMAI R. NO. 2",285,232,0,517,227,174,0,401,136,0,31,1,143,219,0,0,0,4,0,0,0,0,2,0,1,0,401
112,"P.S. SARGAVAN",523,428,0,951,364,258,0,622,16,0,115,5,49,435,3,0,0,1,1,0,1,1,5,0,4,2,622
113,"P.S. NAGLA DARUA",317,297,0,614,244,207,0,451,267,0,119,3,76,242,1,1,3,1,0,1,0,1,2,0,0,1,451
114,"P.S. NAGLA MAVASI",451,390,0,841,399,291,0,690,150,0,44,0,3,634,5,0,3,0,0,0,0,1,0,0,0,0,690
115,"PANCHAYATGHAR VIJAYPUR",385,312,0,697,284,205,0,489,409,0,101,2,37,337,3,0,0,1,0,1,0,0,3,2,1,1,489
116,"P.S. NAGLA BHAV SINGH R. NO. 1",549,442,0,991,400,251,0,651,87,0,289,4,133,212,1,2,2,1,0,0,0,0,0,2,2,3,651
117,"P.S. NAGLA BHAV SINGH R. NO. 2",312,226,0,538,253,162,0,415,413,0,376,1,5,27,0,0,0,0,0,0,0,0,0,0,3,3,415
118,"P.S. BARAMAI",386,319,0,705,273,195,0,468,468,0,33,2,109,316,3,0,0,0,0,0,0,1,3,0,0,1,468
119,"P.S. SADAMAI",478,377,0,855,355,274,0,629,629,0,238,5,211,144,1,2,2,0,1,0,0,2,2,8,5,8,629
120,"P.S. HAMIRPURA",369,269,0,638,223,151,0,374,226,0,43,3,202,124,0,0,0,0,0,0,0,0,0,2,0,0,374
121,"P.S. DERA BANJARA",261,200,0,461,147,143,0,290,200,0,196,2,0,70,2,0,0,0,0,0,0,0,1,2,5,12,290
122,"P.S. UDHANI",551,439,0,990,424,330,0,754,18,0,84,7,436,216,3,0,0,0,0,2,1,0,2,2,1,0,754
123,"P.S. MATSAINA R. NO. 1",565,432,0,997,408,294,0,702,692,0,349,5,10,330,1,0,0,2,0,0,0,0,0,0,2,3,702
124,"P.S. MATSAINA R. NO. 2",343,257,0,600,205,178,0,383,21,0,147,5,71,139,5,0,2,0,0,0,0,1,3,3,3,4,383
125,"P.S. FULAYACHI",503,389,0,892,358,235,0,593,271,0,103,0,213,262,2,0,1,1,0,0,0,0,3,4,3,1,593
126,"J.H.S. KINHARPUR",435,297,0,732,296,167,0,463,461,0,199,3,72,178,4,0,0,1,0,0,1,0,0,1,2,2,463
127,"P.S. LUHARI",428,288,0,716,358,193,0,551,230,0,342,5,24,171,2,1,0,0,0,0,0,0,0,0,3,3,551
128,"P.S. PREMPUR ANANDIPUR",312,199,0,511,249,116,0,365,158,0,157,2,0,203,1,0,0,0,0,0,0,0,2,0,0,0,365
129,"P.S. PILUA",343,231,0,574,240,150,0,390,60,0,225,2,20,135,3,1,0,0,0,0,0,0,1,2,0,1,390
130,"P.S. JALALPUR",412,307,0,719,280,182,0,462,461,0,89,3,93,262,6,0,3,2,0,0,1,0,0,1,0,2,462
131,"J.H.S. JALALPUR",359,279,0,638,225,159,0,384,137,0,250,2,3,120,0,0,0,2,0,0,1,0,1,1,1,3,384
132,"P.S. GADI CHHIPI",650,481,0,1131,458,241,0,699,699,0,72,2,10,600,3,0,4,1,0,1,0,2,3,0,1,0,699
133,"J.H.S KISHANDASPURA",599,483,0,1082,478,303,0,781,648,0,254,5,15,491,4,0,1,1,1,1,0,1,3,1,2,1,781
134,"P.S. DHAKPURA",420,290,0,710,369,231,0,600,287,0,477,1,2,113,0,0,1,0,0,0,0,0,1,0,2,3,600
135,"P.S. SIKHARA HARDASPUR R. NO. 1",515,360,0,875,477,359,0,836,835,0,831,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,836
136,"P.S. SIKHARA HARDASPUR R. NO. 2",595,451,0,1046,565,425,0,990,9,0,968,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,990
137,"P.S. HARDASPUR NISFI",369,272,0,641,319,220,0,539,123,0,457,2,22,50,0,0,0,0,0,0,0,0,1,0,3,4,539
138,"PANCHAYATGHAR KHADERIYA",272,214,0,486,249,186,0,435,368,0,417,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,435
139,"J.H.S. SAINGAI R. NO. 1",362,286,0,648,289,196,0,485,485,0,412,0,3,62,3,0,0,1,0,0,0,0,0,1,0,3,485
140,"J.H.S. RUPVAS R. NO. 1",429,345,0,774,287,175,0,462,132,0,260,4,6,170,4,1,1,0,1,1,1,1,0,2,4,6,462
141,"J.H.S. SAINGAI R. NO. 2",217,143,0,360,160,91,0,251,25,0,212,1,2,29,1,0,0,0,0,0,0,0,3,0,2,1,251
142,"P.S. ITAURA",739,574,0,1313,458,312,0,770,698,0,75,2,330,347,3,0,1,0,0,0,1,1,0,1,4,5,770
143,"P.S. GIDHAURA",214,185,0,399,145,152,0,297,201,0,21,0,253,13,1,2,0,1,0,0,0,0,1,2,0,3,297
144,"P.S. LEKHRAJPUR",308,233,0,541,308,202,0,510,105,0,367,4,8,128,2,0,0,0,0,0,0,0,1,0,0,0,510
145,"P.S. KAULAMAI",543,392,0,935,407,234,0,641,382,0,411,2,88,134,2,0,0,1,0,0,0,0,1,0,0,2,641
146,"P.S. JENDAMAI",436,320,0,756,375,213,0,588,13,0,497,0,23,62,0,0,0,0,0,0,0,2,0,0,1,3,588
147,"P.S. NANAPI PITHANI",363,288,0,651,277,212,0,489,122,0,51,1,3,431,2,0,0,0,1,0,0,0,0,0,0,0,489
148,"P.S. NAGLA PRANSUKH",289,219,0,508,201,145,0,346,90,0,59,0,33,247,0,0,1,0,0,0,0,1,2,0,1,2,346
149,"P.S. ALAMPUR ANANDIPUR",307,249,0,556,234,180,0,414,414,0,292,1,13,103,0,0,0,0,0,0,0,1,0,1,2,1,414
150,"P.S. VIJAYPUR BHIKANPUR",453,380,0,833,385,253,0,638,4,0,560,3,1,66,1,0,0,0,0,0,0,0,0,0,3,4,638
151,"P.S. RANIPURA R.N. 1",393,276,0,669,351,216,0,567,36,0,529,2,1,29,0,0,0,1,0,1,0,0,0,0,3,1,567
152,"P.S. RANIPURA R. NO. 2",189,145,0,334,165,98,0,263,103,0,249,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,263
153,"J.H.S. DATAVALI R.N. 1",504,375,0,879,379,256,0,635,32,0,588,2,4,35,1,0,0,0,0,0,0,0,1,0,0,4,635
154,"J.H.S. DATAVALI R. NO. 2",471,368,0,839,407,250,0,657,621,0,616,3,2,31,0,0,0,0,1,0,0,0,0,0,0,4,657
155,"J.H.S. DATAVALI R. NO. 3",337,265,1,603,296,176,0,472,242,0,432,1,4,28,0,1,0,0,0,0,0,0,0,0,1,5,472
156,"P.S. NARGAPUR",612,453,0,1065,519,320,0,839,741,0,773,1,3,56,0,0,0,1,0,0,0,1,0,0,2,2,839
157,"P.S. ALEHDADPUR R.N.1",608,481,0,1089,522,329,0,851,29,0,787,5,11,33,0,0,0,7,0,0,0,0,0,1,3,4,851
158,"P.S. ALEHDADPUR R.N.2",591,455,0,1046,488,329,0,817,817,0,753,3,1,43,1,0,0,4,0,0,0,1,4,1,2,4,817
159,"P.S. FARAUL NAGARIYA",250,197,0,447,179,110,0,289,14,0,171,0,7,107,3,0,0,0,0,0,0,0,0,0,1,0,289
160,"P.S. REMJA KA PURA",353,278,0,631,222,139,0,361,269,0,235,2,2,108,1,1,0,0,1,0,1,0,1,0,2,7,361
161,"PANCHSHIL H.S. SAILAI R.N.1",865,702,0,1567,604,440,0,1044,100,0,14,2,979,29,2,2,1,0,1,1,0,0,1,6,2,4,1044
162,"PANCHSHIL H.S. SAILAI R.N.2",480,348,0,828,379,237,0,616,595,0,14,2,529,65,2,0,0,0,2,0,0,0,0,1,1,0,616
163,"PANCHSHIL H.S. SAILAI R.N.3",474,392,0,866,382,226,0,608,608,0,15,1,573,12,1,0,1,0,0,0,1,0,2,1,0,1,608
164,"C.L.C.H.SCHOOL.SALAI R.N.1",609,519,0,1128,422,325,0,747,747,0,18,2,700,16,0,1,0,0,1,0,1,0,2,4,0,2,747
165,"C.L.C.H.SCHOOL.SALAI R.N.2",413,277,0,690,188,119,0,307,301,0,14,0,246,43,0,0,0,0,1,0,0,0,0,2,1,0,307
166,"C.L.C.H.SCHOOL.SALAI R.N.3",502,391,0,893,273,206,0,479,461,0,15,5,390,51,1,2,1,0,0,1,0,1,1,6,4,1,479
167,"C.L.C.H.SCHOOL.SALAI R.N.4",795,638,0,1433,501,374,0,875,873,0,24,1,823,15,1,0,0,0,0,0,0,0,1,6,4,0,875
168,"P.S. THAR POOTHA R.N.1",573,469,0,1042,379,265,0,644,631,0,250,10,3,359,3,0,1,1,1,2,1,2,4,0,0,7,644
169,"P.S. THAR POOTHA R.N.2",536,346,0,882,320,199,0,519,122,0,241,3,5,261,2,1,0,1,0,0,0,0,2,1,0,2,519
170,"P.S. THAR POOTHA R.N.3",833,667,0,1500,472,302,0,774,764,0,294,11,14,429,5,0,2,3,1,1,0,0,3,4,3,4,774
171,"P.S. NAGLA GULARIYA R.N.1",617,573,0,1190,362,246,0,608,55,0,250,2,186,148,5,0,1,1,0,0,0,1,5,3,0,6,608
172,"P.S. NAGLA GULARIYA R.N.2",551,377,0,928,268,138,0,406,380,0,196,1,85,115,2,0,0,0,0,0,0,0,0,1,1,5,406
173,"P.S. NAGLA GULARIYA R.N.3",558,420,0,978,325,176,0,501,314,0,274,3,170,44,0,0,1,1,0,1,0,0,5,1,0,1,501
174,"J.D.CONVENT SCHOOL AMBE NAGAR SANTI ROAD R.N.1",600,450,0,1050,278,171,0,449,323,0,427,4,6,5,0,1,0,0,0,1,1,0,2,0,0,2,449
175,"J.D.CONVENT SCHOOL AMBE NAGAR SANTI ROAD R.N.2",771,677,0,1448,313,205,0,518,482,0,503,1,4,2,0,1,1,1,0,1,0,0,2,0,0,2,518
