"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
34,JAUDILMAU,569,502,0,1071,323,240,0,563,563,0,38,184,299,5,6,1,1,0,0,2,0,2,2,0,6,0,3,1,1,2,0,0,0,2,0,1,0,1,2,1,1,0,1,0,1,563
35,BAHARPUR,645,561,0,1206,296,264,0,560,560,0,16,338,118,1,3,2,3,0,2,3,1,0,1,1,20,6,5,5,1,0,0,0,2,0,0,1,6,5,2,5,8,5,0,0,0,560
36,"P.S. BAHARPUR",327,274,0,601,164,134,0,298,298,0,8,105,150,4,0,2,0,2,1,3,1,3,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,298
37,BAHARPUR,668,579,0,1247,367,267,0,634,634,0,28,205,282,6,1,3,1,1,0,3,0,4,4,9,10,14,3,2,0,0,0,5,2,0,1,1,2,8,5,6,8,9,3,8,0,634
38,MARDANPUR,696,599,0,1295,287,288,0,575,575,0,34,328,141,3,3,1,0,1,0,1,0,3,1,2,11,2,4,1,0,0,0,2,4,4,3,2,2,5,0,3,4,8,0,1,1,575
39,MARDANPUR,470,400,0,870,195,164,0,359,359,0,17,119,199,1,1,0,0,1,0,0,0,1,2,0,4,2,0,0,0,0,0,0,3,1,1,0,1,1,1,0,1,2,0,0,1,359
40,MARDANPUR,408,337,0,745,214,163,0,377,377,0,27,186,119,4,2,1,1,1,1,0,2,0,1,2,2,2,1,2,0,0,1,1,3,1,1,2,2,2,0,2,2,5,1,0,0,377
41,BANARPUR,360,327,0,687,156,132,0,288,288,0,17,124,87,1,3,0,0,2,1,2,0,0,0,0,6,7,5,1,1,1,0,1,4,0,1,3,3,7,0,2,3,3,1,0,2,288
42,HARKHUMAU,520,443,0,963,264,184,0,448,448,0,45,139,224,4,2,0,1,2,1,1,0,0,1,3,6,3,0,0,1,0,0,0,2,0,1,2,0,4,0,4,1,1,0,0,0,448
43,HARKHUMAU,683,529,0,1212,330,228,0,558,558,0,37,284,174,6,4,1,0,1,1,0,1,1,4,1,7,2,5,3,1,0,1,2,4,0,0,0,1,6,2,3,0,4,1,0,1,558
44,GAYASPUR,635,574,0,1209,319,306,0,625,625,0,69,232,216,3,3,0,4,3,1,1,5,2,3,4,13,6,5,0,4,2,0,1,7,3,2,2,4,6,2,2,4,12,2,1,1,625
45,ASHISHPUR,751,610,0,1361,362,299,0,661,661,0,30,532,53,1,1,2,1,2,2,0,0,0,1,1,5,4,1,2,2,1,1,0,1,1,1,1,1,5,1,1,4,3,0,0,0,661
46,KAJIPUR,514,442,0,956,286,232,0,518,518,0,71,158,215,6,3,0,0,2,0,2,1,2,1,1,13,6,2,1,1,0,0,2,5,5,1,3,3,4,0,2,1,7,0,0,0,518
47,FATTEPUR,286,247,0,533,126,167,0,293,293,0,41,189,40,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,7,1,2,1,0,0,2,1,1,0,0,0,0,293
48,"PURERAMDEEN INDARIYA",768,672,0,1440,412,367,0,779,779,0,69,406,196,0,4,0,4,2,4,0,0,3,3,3,15,4,4,5,3,4,0,0,7,3,0,1,7,7,2,2,6,10,4,0,1,779
49,PURESUKULAN,716,601,0,1317,375,319,0,694,694,0,51,184,371,3,0,0,1,4,2,1,0,1,5,2,46,0,1,0,0,1,0,0,2,1,2,0,3,5,1,2,0,2,2,0,1,694
50,"MAVAEYA RHAMATGARH",680,618,0,1298,297,239,0,536,536,0,201,91,167,7,4,1,1,2,0,1,0,3,2,2,7,7,4,2,0,1,1,2,3,1,1,1,1,4,3,0,4,8,3,0,1,536
51,"MAVAEYA RHAMATGARH",791,669,0,1460,361,306,0,667,667,0,22,187,410,4,0,1,0,1,1,2,1,0,0,6,7,4,1,0,4,1,0,1,6,0,0,0,0,2,1,2,3,0,0,0,0,667
52,"MAVAEYA RHAMATGARH",804,656,0,1460,453,266,0,719,719,0,49,245,346,3,5,1,0,3,0,1,1,1,4,3,14,6,3,1,1,1,1,1,5,2,2,2,0,4,2,5,1,3,0,1,2,719
53,DHANESHARAJPOOT,642,530,0,1172,391,292,0,683,683,0,10,264,371,4,2,0,0,2,0,2,0,1,0,2,6,2,1,0,2,0,1,0,2,0,2,0,1,4,0,0,0,2,1,0,1,683
54,EKKAATAJPUR,521,454,0,975,309,263,0,572,572,0,123,204,179,1,3,0,0,3,1,1,1,2,3,2,16,6,1,2,0,0,1,0,2,0,1,2,5,2,0,1,2,4,1,2,1,572
55,SIDHAULI,311,285,0,596,172,236,0,408,408,0,20,178,148,2,4,1,1,1,1,1,0,1,1,1,6,6,6,5,1,0,1,7,7,3,0,0,0,0,0,1,1,1,2,0,1,408
56,"NIHALGARH SAIDAPATTI",629,550,0,1179,370,309,0,679,679,0,72,267,218,7,8,0,1,4,1,4,1,2,13,1,21,10,4,1,3,0,0,1,2,1,1,0,2,8,4,2,1,9,3,4,3,679
57,NEEMPUR,424,348,0,772,219,178,0,397,397,0,56,100,184,5,3,0,0,0,2,0,2,1,1,0,1,3,3,8,3,1,1,5,3,2,0,2,0,2,0,1,2,1,0,2,3,397
58,NEEMPUR,452,402,0,854,223,231,0,454,454,0,116,231,82,0,2,1,1,1,0,0,0,1,0,1,1,7,2,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,454
59,SEVARA,633,484,0,1117,340,259,0,599,599,0,75,271,193,6,2,1,0,2,1,2,0,0,3,2,23,2,2,4,1,0,0,1,2,0,1,0,0,1,0,1,1,2,0,0,0,599
60,SEVARA,534,455,0,989,262,225,0,487,487,0,21,336,91,1,1,1,2,1,0,0,2,0,0,0,8,1,1,4,2,0,0,1,1,1,1,0,1,0,0,5,3,1,1,0,0,487
61,HUSAINPUR,722,676,0,1398,364,378,0,742,742,0,97,295,279,7,3,0,0,0,1,4,1,1,1,1,7,7,4,0,3,0,0,1,4,5,1,0,3,1,1,2,2,6,1,1,3,742
62,UCHGANWA,652,587,0,1239,360,313,0,673,673,0,42,367,222,2,2,2,3,1,0,0,0,1,2,2,4,2,0,2,1,0,0,0,3,0,0,2,5,4,0,1,1,1,0,1,0,673
63,UCHGANWA,706,617,0,1323,385,288,0,673,673,0,43,215,319,9,6,1,1,4,1,5,0,1,3,2,15,7,2,0,1,2,1,2,5,1,1,0,1,4,3,5,3,5,1,2,2,673
64,UCHGANWA,475,373,0,848,212,133,0,345,345,0,16,227,67,6,2,1,0,1,0,0,0,1,3,1,0,5,3,1,0,0,0,1,0,0,1,0,0,4,1,2,1,0,0,1,0,345
65,KHALISHBAHARPUR,618,533,0,1151,395,349,0,744,744,0,39,328,354,3,5,0,3,3,0,0,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,744
66,MAHONAPASHCHIM,835,711,0,1546,334,325,0,659,659,0,27,370,156,2,3,0,1,1,2,0,3,0,1,2,11,8,6,15,5,1,3,1,6,1,1,4,3,5,1,2,3,10,0,2,3,659
67,MAHONAPASHCHIM,537,484,0,1021,208,193,0,401,401,0,27,279,44,2,1,10,1,0,2,0,0,2,0,1,1,5,2,1,1,0,0,3,2,1,3,0,0,1,0,4,3,4,0,1,0,401
68,MAHONAPASHCHIM,387,340,0,727,170,202,0,372,372,0,11,336,14,1,1,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,372
69,MAHONAPASHCHIM,423,308,0,731,165,190,0,355,355,0,24,254,36,2,1,0,0,1,1,0,1,0,0,1,3,1,2,1,0,1,1,0,9,0,1,0,0,3,2,1,3,4,1,0,1,355
70,MAHONAPASHCHIM,501,459,1,961,228,230,0,458,458,0,7,299,109,2,4,0,0,0,0,3,1,0,1,2,2,3,0,2,2,0,0,1,2,1,1,0,2,4,1,3,2,3,1,0,0,458
71,MAHONAPASHCHIM,859,720,0,1579,434,368,0,802,802,0,53,421,271,6,2,0,0,2,1,0,0,0,3,0,6,7,3,1,1,0,0,2,2,2,3,2,4,2,0,0,3,4,1,0,0,802
72,MAHONAPACHIM,678,546,0,1224,317,279,0,596,596,0,43,249,253,3,3,1,1,2,0,0,1,0,1,1,5,7,3,1,1,1,2,2,0,0,0,1,1,1,3,3,0,3,1,2,1,596
73,MAHONAPOORAB,726,651,0,1377,392,321,0,713,713,0,34,273,319,8,5,1,2,1,1,2,2,4,6,1,5,10,0,1,2,1,0,4,5,1,2,0,0,2,3,7,4,6,0,0,1,713
74,"SHEKHPUR MAHONAPOORAB",886,742,0,1628,448,462,0,910,910,0,32,584,228,2,3,1,0,0,1,1,1,2,3,2,5,5,4,2,2,1,1,0,8,7,1,1,2,0,0,1,3,3,0,1,3,910
75,SARAIYAPEERAJADA,706,590,0,1296,310,302,0,612,612,0,20,427,119,4,0,0,1,0,0,1,0,0,0,2,10,6,0,0,1,3,0,0,1,1,0,2,1,3,0,3,2,2,1,1,1,612
76,NEWAJMADARGARH,819,745,0,1564,512,403,0,915,915,0,53,680,66,3,2,1,0,2,1,1,2,1,3,4,27,7,7,16,3,4,1,0,1,2,2,2,5,2,2,2,3,6,1,0,3,915
77,SINGHANAMAU,291,269,0,560,160,146,0,306,306,0,31,76,177,2,2,0,0,1,2,1,2,1,1,0,3,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,306
78,BHATMAU,396,379,0,775,225,218,0,443,443,0,50,173,173,3,3,1,0,1,1,0,1,2,0,3,1,3,3,7,3,2,0,0,0,1,1,0,0,1,1,1,2,2,0,1,3,443
79,BALAPUR,425,376,0,801,264,251,0,515,515,0,25,166,266,4,3,2,0,2,0,4,2,2,2,3,3,3,3,2,1,3,0,2,2,0,2,3,1,0,0,4,0,1,2,1,1,515
80,PUREBAKHTAVER,578,493,0,1071,356,284,0,640,640,0,33,228,293,6,3,2,0,1,1,2,2,1,6,2,9,9,1,3,4,2,0,1,3,2,1,2,0,4,3,3,4,8,0,1,0,640
81,PARA,574,467,0,1041,353,276,0,629,629,0,40,181,363,2,0,2,1,1,0,4,1,0,1,1,3,5,2,0,2,0,1,3,2,1,1,0,2,4,1,1,2,1,0,0,1,629
82,HASANPURTIWARI,351,305,0,656,237,194,0,431,431,0,11,119,266,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3,2,0,2,3,0,1,0,3,3,1,1,2,1,0,1,3,431
83,JAMUWARI,378,319,0,697,238,183,0,421,421,0,36,112,231,3,2,0,0,1,0,0,2,0,0,1,9,4,1,0,0,0,1,0,3,1,0,0,0,6,1,1,1,4,0,0,1,421
84,SATTHIN,302,244,0,546,153,134,0,287,287,0,25,63,151,2,7,2,0,1,0,5,1,3,0,0,7,6,1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,4,0,0,1,287
85,SATTHIN,701,650,0,1351,294,331,0,625,625,0,34,403,115,7,4,1,2,0,0,3,0,0,5,1,17,1,4,1,2,3,0,1,2,0,0,1,2,3,2,1,0,4,1,2,3,625
86,SATTHIN,839,704,0,1543,367,360,0,727,727,0,56,384,136,0,4,6,1,3,3,1,2,2,2,6,64,6,5,4,1,1,0,1,3,3,1,1,3,5,1,3,6,8,1,0,4,727
87,MADNWA,704,589,0,1293,417,390,0,807,807,0,47,224,399,9,15,2,2,3,1,1,5,0,2,7,19,6,6,1,0,3,1,3,8,4,4,3,8,9,1,3,2,3,2,0,4,807
88,GODAVA,334,276,0,610,165,183,0,348,348,0,27,182,110,0,6,0,0,1,0,0,0,1,1,1,1,2,1,2,0,0,1,0,2,0,0,2,0,2,2,0,0,2,1,1,0,348
89,BIRAHIMBAJAGARH,697,600,0,1297,348,323,0,671,671,0,20,306,293,3,6,1,3,3,3,2,0,2,3,5,8,2,0,0,0,0,1,0,3,1,2,0,1,2,0,0,0,0,1,0,0,671
90,BIRAHIMBAJGARH,362,320,0,682,171,167,0,338,338,0,12,39,249,1,1,0,1,2,0,0,1,1,2,4,2,1,1,1,5,3,0,3,0,0,0,1,0,0,0,4,0,2,1,0,1,338
91,GADRIYADEEH,798,635,0,1433,403,344,0,747,747,0,13,701,17,1,1,0,0,1,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,747
92,GADRIYADEEH,727,624,0,1351,375,326,0,701,701,0,11,213,391,11,12,0,0,1,1,0,2,1,0,1,9,5,0,5,6,1,0,1,5,0,0,1,1,3,0,3,3,8,2,1,3,701
93,RASATAMAU,673,585,0,1258,139,533,0,672,672,0,39,362,216,5,3,1,0,2,0,1,0,0,2,2,8,4,5,1,3,1,0,1,4,2,0,1,0,5,0,0,1,2,0,0,1,672
94,RASATAMAU,681,569,0,1250,357,330,0,687,687,0,59,319,228,4,0,1,2,0,1,0,2,1,1,4,30,7,2,3,5,0,0,4,4,0,0,0,1,0,1,1,0,3,1,2,1,687
95,BAGMEERA,405,364,0,769,180,190,0,370,370,0,66,205,31,3,1,3,1,1,1,0,0,0,2,1,16,4,3,1,0,1,0,0,0,1,1,1,2,6,1,3,2,8,1,1,3,370
96,MANGRAULI,679,596,0,1275,327,333,0,660,660,0,38,118,425,8,3,1,1,2,0,1,1,1,4,0,10,8,1,0,2,3,1,0,2,4,4,2,1,2,1,4,1,7,1,1,2,660
97,"SHAHAPUR AULAD HUSAIN",334,302,0,636,150,176,0,326,326,0,1,185,96,3,2,1,1,1,1,0,0,0,1,0,15,0,2,2,0,0,1,0,2,1,0,2,0,4,0,2,0,1,1,0,1,326
98,TETAARPUR,806,701,0,1507,478,372,0,850,850,0,55,659,101,3,1,1,1,0,0,0,0,1,0,0,2,3,4,1,1,0,0,2,1,2,0,0,2,3,0,2,1,4,0,0,0,850
99,BYAUREMAU,454,413,0,867,301,261,0,562,562,0,43,81,381,10,7,0,1,0,1,2,1,0,0,0,5,0,5,2,2,1,2,0,3,1,2,2,1,3,1,2,0,1,1,0,1,562
100,BYAUREMAU,384,351,0,735,212,191,0,403,403,0,11,190,145,6,0,0,1,0,0,1,0,1,2,2,2,6,4,1,2,0,0,0,1,0,3,1,2,4,3,2,5,6,2,0,0,403
101,BARSANDA,793,702,0,1495,358,379,0,737,737,0,12,345,338,4,2,0,0,0,2,0,0,1,2,1,12,2,1,0,1,2,0,0,1,1,0,0,2,2,0,1,3,2,0,0,0,737
102,BARSANDA,699,655,1,1355,351,349,0,700,700,0,49,410,165,2,7,1,0,2,0,0,1,3,1,3,5,7,5,0,2,2,0,1,7,1,1,2,4,5,4,3,2,4,0,0,1,700
103,BARSANDA,697,614,0,1311,332,272,0,604,604,0,13,350,164,3,6,1,2,0,1,0,0,0,0,1,6,2,0,3,0,0,1,3,6,5,1,4,4,10,4,2,2,3,2,1,4,604
104,SAUNA,495,371,0,866,267,236,0,503,503,0,29,244,156,3,3,0,0,2,0,0,1,0,2,5,37,6,0,1,1,0,1,0,1,0,1,0,1,3,0,1,0,4,0,1,0,503
105,SAUNA,495,422,0,917,257,247,0,504,504,0,18,404,65,2,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,504
106,RASOOLPUR,690,598,0,1288,341,409,0,750,750,0,11,453,198,10,2,2,0,2,1,0,0,2,1,1,20,9,5,0,0,1,1,2,1,2,3,2,5,3,2,2,2,5,0,2,0,750
107,RASOOLPUR,703,594,1,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,SENDURWA,835,687,0,1522,441,287,0,728,728,0,31,490,133,4,3,1,0,0,0,1,2,0,6,0,1,6,5,2,2,1,0,2,3,2,3,1,3,6,3,2,2,9,1,1,2,728
109,SENDURWA,436,351,0,787,201,210,0,411,411,0,12,338,51,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,411
110,SENDURWA,513,498,0,1011,275,276,0,551,551,0,3,387,125,3,1,0,0,1,0,1,0,0,2,1,9,0,0,1,0,0,0,0,1,1,2,2,0,5,1,0,1,1,0,1,2,551
111,SENDURWA,398,368,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,". KOYLARA MUBARAK PUR",758,684,0,1442,377,320,0,697,697,0,13,413,180,0,3,0,0,0,0,3,1,2,0,1,27,3,0,4,1,0,2,1,9,3,3,1,5,9,0,5,1,5,0,1,1,697
113,". KOYLARA MUBARAK PUR",689,552,0,1241,252,265,0,517,517,0,14,394,49,1,3,1,0,0,0,1,0,0,1,0,29,3,2,2,0,0,1,0,3,0,0,0,2,6,0,0,0,3,0,0,2,517
114,RAJKHETA,304,282,0,586,193,179,0,372,372,0,118,41,173,5,2,1,1,3,1,0,0,0,2,0,4,6,1,2,1,0,0,0,1,0,0,0,1,1,0,2,0,3,1,1,1,372
115,"PALIYA PASCHIM",697,611,0,1308,368,297,0,665,665,0,33,110,441,5,15,2,1,2,0,3,1,1,2,1,25,6,1,0,1,1,1,2,3,2,0,0,1,0,0,0,0,1,3,0,1,665
116,"PALIYA PASCHIM",485,414,0,899,255,167,0,422,422,0,101,107,164,4,3,2,1,3,0,0,2,0,1,0,10,0,4,2,1,1,0,0,2,1,1,0,3,5,1,1,0,0,0,0,2,422
117,KATHAURA,612,508,0,1120,331,205,0,536,536,0,12,356,89,0,2,1,1,0,0,0,2,0,0,0,16,4,9,8,3,1,1,0,2,2,1,0,2,7,1,0,4,5,4,1,2,536
118,KATHAURA,639,476,0,1115,173,125,0,298,298,0,10,197,55,1,0,3,2,0,0,1,2,0,0,0,9,5,2,1,0,0,0,0,0,0,0,0,1,2,1,0,0,6,0,0,0,298
119,KATHAURA,748,591,2,1341,408,259,0,667,667,0,19,388,199,4,2,14,0,0,0,0,1,0,2,0,3,1,3,2,0,0,2,2,5,2,0,2,3,1,1,3,2,4,0,1,1,667
120,KATHAURA,613,505,0,1118,362,311,0,673,673,0,13,322,258,1,3,4,0,1,1,1,2,0,1,1,39,1,4,2,1,0,0,2,4,2,0,0,0,1,1,0,5,3,0,0,0,673
121,KATHAURA,855,685,1,1541,350,300,0,650,650,0,20,223,347,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,650
