"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
35,MUHIUDDEENPUR,685,611,0,1296,391,411,0,802,802,0,31,475,171,2,9,5,1,1,0,2,4,1,2,3,63,4,3,1,0,0,0,0,6,0,1,0,0,8,2,1,3,1,1,0,1,802
36,JAKHASHIWPUR,431,360,0,791,205,240,0,445,445,0,33,279,111,3,0,0,0,1,0,0,0,0,0,3,3,3,1,0,0,0,0,0,2,1,0,1,0,1,0,2,0,0,0,0,1,445
37,JAKHASHIWPUR,717,636,0,1353,315,343,0,658,658,0,20,577,29,1,1,0,0,1,2,0,1,0,1,1,3,4,1,2,0,0,0,0,0,1,1,1,0,2,0,4,3,1,0,0,1,658
38,AURANGABAD,670,620,0,1290,324,322,0,646,646,0,35,361,118,2,4,0,0,0,1,1,0,0,1,0,85,3,4,1,2,1,0,0,4,4,3,1,0,3,2,1,0,9,0,0,0,646
39,AURANGABAD,347,296,0,643,228,178,0,406,406,0,7,350,4,0,0,0,1,0,0,0,0,0,0,2,34,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,406
40,"PURE CHITAI",607,576,0,1183,417,373,0,790,790,0,97,614,35,4,1,1,0,5,1,1,2,0,1,4,14,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,1,0,790
41,"ANBHULA RASOOLABAD",451,421,0,872,227,227,0,454,454,0,3,182,170,0,4,5,0,0,0,2,1,0,3,4,64,2,1,0,1,0,1,1,0,0,0,0,1,1,2,1,0,3,2,0,0,454
42,"ANBHULA RASOOLABAD",399,365,0,764,166,192,0,358,358,0,4,280,8,3,1,4,0,0,0,0,0,1,0,2,32,1,2,3,0,0,1,1,1,0,0,1,1,10,1,1,0,0,0,0,0,358
43,RASOOLABAD,776,629,0,1405,343,324,0,667,667,0,182,338,35,3,3,3,1,0,0,0,2,0,0,2,56,4,6,0,1,1,3,2,1,3,1,0,0,9,3,1,1,2,2,0,2,667
44,KARPIYA,497,436,0,933,312,275,0,587,587,0,76,152,304,8,3,0,0,1,0,0,1,1,2,1,5,4,7,2,3,1,1,0,3,3,0,1,1,0,0,0,1,3,0,0,3,587
45,KASTHUNIPOORAB,479,391,0,870,299,260,0,559,559,0,32,137,341,3,3,2,1,2,1,1,2,1,0,1,4,3,0,0,0,0,0,0,5,1,0,0,3,3,1,5,0,4,1,1,1,559
46,KASTHUNIPOORAB,415,380,2,797,220,249,0,469,469,0,21,286,126,1,2,0,0,0,0,0,0,0,1,0,1,0,5,1,0,0,3,4,7,2,0,1,0,5,1,0,1,0,0,1,0,469
47,MAJHAGANWA,514,444,0,958,245,295,0,540,540,0,32,306,178,4,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,540
48,KASTHUNIPASHCHIM,592,548,0,1140,401,357,0,758,758,0,46,310,289,10,4,0,0,8,1,1,2,0,2,4,3,5,5,5,4,1,2,3,9,8,2,2,4,5,3,6,4,5,1,1,3,758
49,UTTARPATI,337,304,0,641,220,225,0,445,445,0,211,106,109,1,0,0,0,0,2,1,0,0,0,0,1,2,2,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,2,0,1,445
50,MANAMADANPUR,550,474,0,1024,273,250,0,523,523,0,11,139,336,2,1,0,1,0,0,1,1,1,4,2,8,1,0,2,0,0,0,2,2,0,1,0,0,1,0,1,1,3,0,0,2,523
51,JAMUWARI,491,443,0,934,307,306,0,613,613,0,119,218,220,6,2,1,0,0,0,1,0,0,0,2,9,5,4,3,0,0,1,2,1,1,1,0,1,3,2,3,2,3,1,1,1,613
52,JAMUWARI,502,483,0,985,323,300,0,623,623,0,66,157,347,6,2,0,1,0,2,1,2,0,1,3,7,4,4,1,3,2,0,0,2,1,0,1,0,4,0,1,3,1,0,0,1,623
53,"PURE MOHAMMADNEWAJ",546,486,0,1032,366,305,0,671,671,0,96,391,132,5,3,0,0,1,0,0,2,0,0,0,6,6,2,1,0,1,2,4,1,0,0,0,3,2,2,1,2,3,0,3,2,671
54,"PURE MALIK",633,532,1,1166,331,327,0,658,658,0,58,396,155,0,1,0,1,0,0,0,0,1,0,2,6,6,5,0,0,1,0,1,0,0,0,1,3,3,3,2,5,6,0,0,2,658
55,M.KHANA,745,670,0,1415,461,411,0,872,872,0,5,452,371,0,2,1,0,0,1,0,0,0,2,2,15,2,6,0,0,1,0,0,0,0,2,2,1,4,0,0,1,1,0,0,1,872
56,BHANAULEE,512,463,0,975,307,261,0,568,568,0,5,232,315,2,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,2,568
57,BHANAULEE,391,333,0,724,256,209,0,465,465,0,2,234,208,2,2,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,1,1,1,2,1,0,0,1,2,1,0,465
58,M.KHANA,450,380,0,830,287,223,0,510,510,0,9,111,375,2,0,0,0,0,0,0,0,0,0,1,7,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,510
59,"PURE CHAUHAN BHANAULEE",835,727,0,1562,446,428,0,874,874,0,30,440,298,4,5,0,0,4,1,0,1,2,3,4,14,3,7,3,3,0,0,3,6,1,0,2,6,9,2,9,2,6,2,1,3,874
60,"PURE CHAUHAN BHANAULEE",623,480,0,1103,263,254,0,517,517,0,25,292,129,0,5,1,0,4,0,1,0,0,0,4,3,8,1,5,4,2,1,4,3,1,1,2,1,5,1,2,1,4,2,4,1,517
61,M.KHANA,663,614,0,1277,388,306,0,694,694,0,30,255,364,3,5,0,0,1,1,0,2,0,1,0,10,6,1,2,1,0,2,0,2,1,0,1,0,0,1,2,1,1,0,0,1,694
62,M.KHANA,693,583,0,1276,404,325,0,729,729,0,16,156,526,1,0,0,0,0,1,0,0,0,0,3,9,0,2,0,0,0,1,1,2,0,0,1,0,0,0,5,1,0,1,0,3,729
63,RAMRAYPUR,248,228,0,476,149,141,0,290,290,0,8,173,80,0,1,0,0,0,0,1,0,0,2,0,7,3,1,1,0,2,0,0,2,2,0,0,1,1,0,0,1,2,1,1,0,290
64,"RAMNAGAR URF NAYAKOT",254,254,0,508,170,168,0,338,338,0,22,95,190,1,0,1,0,0,0,1,1,0,0,1,10,1,1,0,0,0,0,0,1,0,1,0,1,1,2,1,1,4,0,1,1,338
65,PALIYACHANDAPUR,680,659,0,1339,426,390,0,816,816,0,29,441,260,6,6,2,1,2,0,0,0,1,3,0,2,8,2,2,1,1,3,2,3,2,4,0,4,6,2,10,4,3,3,1,2,816
66,KAPOORCHANDPUR,414,408,0,822,245,215,0,460,460,0,9,218,157,7,5,3,2,2,0,2,2,1,0,0,1,2,1,5,9,0,3,2,6,2,0,0,1,4,1,3,4,2,2,1,3,460
67,"PINDARA MAHRAJ",633,588,0,1221,354,348,0,702,702,0,51,217,332,12,2,2,1,0,0,0,1,2,0,2,5,10,5,10,11,1,1,4,5,0,1,0,2,3,2,5,1,5,1,2,6,702
68,"PINDARA KARNAI",826,723,0,1549,425,360,0,785,785,0,78,321,318,9,3,2,1,2,1,4,2,0,4,5,4,8,3,3,1,0,0,0,3,1,0,1,1,2,0,1,0,1,2,1,3,785
69,"PINDARA KARNAI",509,436,0,945,288,285,0,573,573,0,90,213,199,4,0,2,1,1,0,3,0,1,0,2,9,3,2,0,5,2,1,1,5,1,2,1,4,3,2,5,5,3,0,0,3,573
70,"PINDARA KARNAI",571,536,0,1107,302,379,0,681,681,0,203,106,253,10,6,2,4,0,0,0,1,0,0,2,22,1,9,1,3,2,4,6,5,9,3,0,4,7,0,8,0,3,4,1,2,681
71,PALIYAPOORAB,539,441,0,980,306,275,0,581,581,0,39,232,262,3,4,5,0,2,0,0,0,1,0,2,6,0,1,8,5,1,0,1,0,1,0,0,0,1,1,0,1,3,0,1,1,581
72,PALIYAPOORAB,440,385,0,825,242,189,0,431,431,0,16,118,249,2,2,2,1,1,0,3,1,0,1,1,11,4,0,0,0,0,1,0,2,2,0,0,0,2,1,2,0,6,1,1,1,431
73,"PURE PREMSHAH",812,673,0,1485,443,350,0,793,793,0,57,270,370,6,6,1,1,3,0,1,2,2,2,3,9,8,1,4,2,2,0,2,5,1,0,2,4,7,3,4,1,11,1,0,2,793
74,GUNNAUR,732,652,0,1384,412,381,0,793,793,0,143,167,309,10,9,0,3,5,0,2,2,0,5,2,11,13,7,10,7,8,2,2,12,9,3,1,0,5,4,5,3,18,5,6,5,793
75,GUNNAUR,777,666,0,1443,381,322,0,703,703,0,68,285,252,3,5,3,1,3,2,0,1,0,0,2,22,4,10,2,1,1,1,3,6,0,1,0,2,8,1,7,3,4,0,0,2,703
76,MISHRPUR,540,419,1,960,307,267,0,574,574,0,18,249,252,5,2,1,0,0,1,2,0,0,1,3,4,8,4,1,4,1,2,2,1,1,0,0,0,2,0,2,0,5,1,0,2,574
77,ANKHAREE,248,210,0,458,156,141,0,297,297,0,33,57,192,3,1,0,0,0,0,1,0,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,297
78,MANSHAHPUR,506,474,0,980,313,297,0,610,610,0,41,219,294,6,4,0,4,1,0,1,0,1,2,5,1,1,2,2,1,1,0,0,4,1,1,1,3,3,3,3,2,2,0,0,1,610
79,ANKHARA,248,225,0,473,143,149,0,292,292,0,28,67,160,1,0,0,0,0,0,0,0,1,0,1,13,1,0,0,2,1,0,2,2,1,1,1,0,6,1,0,2,0,0,0,1,292
80,BHEEKHEEPUR,576,545,0,1121,364,352,0,716,716,0,18,386,247,6,4,0,2,1,1,2,0,0,2,1,5,2,3,3,2,2,1,0,3,4,1,2,2,4,0,9,0,0,0,1,2,716
81,KESHAWAPUR,463,427,0,890,277,274,0,551,551,0,83,267,167,4,1,0,0,0,0,0,1,0,0,0,2,1,4,2,2,0,0,1,2,2,0,1,2,1,0,1,0,3,4,0,0,551
82,SOORPURKASHEEPUR,557,524,0,1081,274,274,0,548,548,0,10,287,179,4,2,1,35,2,0,0,1,0,1,1,7,3,2,1,1,0,0,1,0,0,1,0,1,2,1,1,0,1,1,1,1,548
83,NARAYANPUR,426,396,0,822,257,254,0,511,511,0,33,291,154,4,1,1,1,1,0,2,0,0,0,0,5,2,1,6,2,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,511
84,BESARAPASHCHIM,745,685,0,1430,413,409,0,822,822,0,43,291,359,2,5,1,4,3,2,3,4,0,1,5,40,6,9,1,1,1,1,2,4,3,2,0,1,8,9,1,3,4,0,1,2,822
85,BESARPOORAB,688,647,0,1335,352,373,0,725,725,0,18,354,298,10,4,1,1,1,0,1,2,1,1,1,5,3,4,0,1,2,0,1,4,1,1,0,2,1,1,0,2,4,0,0,0,725
86,BESARAPOORAB,402,349,0,751,213,186,0,399,399,0,17,160,183,4,0,0,0,1,0,2,0,0,1,1,6,0,2,1,0,0,1,1,4,0,0,1,0,7,0,0,2,5,0,0,0,399
87,DHARAULEE,670,639,0,1309,542,294,0,836,836,0,31,384,346,4,1,2,1,1,0,1,1,1,0,3,7,7,3,1,3,3,1,1,5,2,1,2,1,8,0,1,5,3,1,1,4,836
88,NANDAUR,401,359,0,760,266,231,0,497,497,0,77,166,200,4,3,2,1,0,0,0,1,1,0,1,5,0,6,13,3,1,2,0,0,4,0,0,0,0,2,1,0,2,0,0,2,497
89,RUDAULEE,718,615,0,1333,393,374,0,767,767,0,57,270,308,10,5,2,0,0,0,4,2,1,0,2,7,1,12,8,9,4,4,8,7,4,3,2,4,12,0,3,3,8,3,0,4,767
90,RUDAULEE,261,207,0,468,139,114,0,253,253,0,6,153,58,2,0,0,1,0,1,0,0,1,0,0,4,2,3,1,1,2,2,2,0,1,1,2,0,0,0,5,0,2,0,1,2,253
91,"KHARGEEPUR DUBE",299,276,0,575,205,172,0,377,377,0,141,76,125,0,3,0,1,1,0,0,0,0,1,3,8,8,1,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,1,377
92,BARNA,652,610,0,1262,411,404,0,815,815,0,22,477,219,5,6,0,2,1,0,2,0,0,3,2,15,6,4,0,3,1,2,2,4,1,1,1,2,6,6,6,3,7,2,1,3,815
93,TIKRA,379,370,0,749,223,222,0,445,445,0,9,193,208,1,4,1,0,0,0,0,1,1,2,3,4,1,2,3,0,0,0,1,1,0,0,0,1,1,1,3,1,3,0,0,0,445
94,GAURA,704,602,0,1306,364,268,0,632,632,0,16,410,137,5,1,1,0,0,0,0,1,0,0,1,29,3,4,3,0,0,1,1,0,0,0,1,4,1,1,2,1,8,0,1,0,632
95,GAURA,615,514,0,1129,320,255,0,575,575,0,38,277,199,1,1,0,0,4,1,2,0,0,0,0,12,3,6,1,6,1,0,1,1,2,1,2,3,5,0,1,1,4,2,0,0,575
96,GAURA,339,291,0,630,136,91,0,227,227,0,8,121,72,1,0,0,0,0,0,0,0,0,0,0,4,3,0,2,3,0,0,1,0,0,0,1,2,3,0,1,0,3,1,0,1,227
97,"POORAB GAURA",362,292,0,654,151,104,0,255,255,0,22,170,44,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,2,3,1,0,0,1,2,0,1,0,2,0,0,1,255
98,"POORAB GAURA",535,486,0,1021,226,239,0,465,465,0,51,301,79,6,0,0,0,1,1,2,1,0,0,0,8,1,2,3,0,1,0,0,2,0,0,0,0,0,0,1,0,3,1,1,0,465
99,"RAMPUR CHAUDHARI",535,478,0,1013,295,249,0,544,544,0,48,293,157,2,1,0,1,1,1,0,0,0,0,0,5,6,3,1,1,0,0,2,3,4,0,1,1,3,3,1,2,1,0,0,3,544
100,KATARI,573,521,0,1094,304,205,0,509,509,0,48,238,176,5,4,0,0,0,0,3,0,1,0,2,26,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,509
101,KATARI,660,555,0,1215,250,236,0,486,486,0,26,196,184,6,1,0,0,1,0,0,0,1,1,0,38,3,7,2,7,0,1,0,1,0,0,1,1,0,0,2,1,3,1,1,1,486
102,KATARI,614,505,0,1119,303,231,0,534,534,0,27,184,245,6,5,1,0,2,0,2,1,3,2,1,8,9,1,3,5,2,2,2,6,0,0,1,4,4,0,1,1,5,0,1,0,534
103,KATARI,610,541,0,1151,246,238,0,484,484,0,90,195,139,3,2,0,2,2,1,0,0,1,0,3,3,5,5,2,4,3,1,0,2,3,1,0,2,1,1,2,0,8,0,0,3,484
104,RICHHAURA,544,425,0,969,322,185,0,507,507,0,61,259,117,1,1,0,1,0,1,0,0,1,1,1,26,2,6,7,2,0,0,0,5,0,0,0,0,4,0,3,1,3,0,3,1,507
105,"SUKHI BAJGARH",585,468,0,1053,267,222,0,489,489,0,46,237,147,2,2,3,0,0,0,1,0,1,0,1,5,3,2,0,1,0,0,3,2,3,0,2,3,2,1,1,3,9,6,1,2,489
106,"SUKHI BAJGARH",605,519,0,1124,303,268,0,571,571,0,33,350,149,3,1,0,1,0,1,0,2,0,0,0,4,1,2,10,2,0,1,2,2,2,0,0,1,0,0,1,1,2,0,0,0,571
107,SUKHI,719,609,0,1328,382,306,0,688,688,0,14,330,263,1,4,0,1,1,3,1,0,0,1,4,21,1,3,1,3,1,0,0,7,2,1,1,2,7,1,4,4,5,0,0,1,688
108,RESI,623,543,0,1166,311,281,0,592,592,0,13,343,160,4,2,1,2,0,1,1,1,1,0,0,3,2,5,10,10,2,2,0,5,1,2,1,2,4,4,2,1,6,0,1,0,592
109,RESI,367,350,0,717,186,149,0,335,335,0,21,179,92,2,0,0,0,1,0,0,2,1,1,1,2,4,1,0,1,2,0,1,6,2,2,0,2,3,0,0,3,4,2,0,0,335
110,RESI,493,384,0,877,246,179,0,425,425,0,25,182,121,2,0,0,2,3,1,1,4,1,1,2,10,4,12,9,0,0,1,6,5,1,1,1,5,8,1,4,4,4,1,0,3,425
111,MUNGHI,747,577,0,1324,408,323,0,731,731,0,51,413,192,0,1,0,0,2,1,1,1,1,0,3,10,4,8,7,0,3,1,4,2,2,1,1,2,4,1,2,4,4,1,1,3,731
112,BAREHATI,545,495,0,1040,292,269,0,561,561,0,28,277,197,4,1,0,0,0,0,2,2,0,0,1,2,4,1,4,0,0,0,4,9,2,0,3,5,4,2,2,1,2,1,1,2,561
113,MAYAS,810,696,0,1506,405,347,0,752,752,0,42,487,128,4,2,0,8,1,0,3,4,2,4,8,13,9,2,2,0,1,1,1,4,2,1,0,3,4,3,1,1,8,2,0,1,752
114,TIKARA,457,409,0,866,280,255,0,535,535,0,43,232,207,6,1,0,2,1,0,2,1,2,0,0,4,4,1,4,0,3,1,1,1,1,1,0,2,2,2,2,1,3,1,0,4,535
115,"SHAHPUR RESI",436,353,0,789,229,201,0,430,430,0,24,168,193,3,2,0,1,1,0,0,0,0,1,0,7,2,1,1,3,2,1,1,3,1,2,1,2,2,0,1,2,2,1,1,1,430
116,NADIYAWAN,554,503,0,1057,304,262,0,566,566,0,69,239,212,4,4,0,2,1,0,5,4,1,1,1,3,3,2,1,1,0,0,1,1,0,3,2,0,1,1,4,0,0,0,0,0,566
117,NADIYAWAN,411,353,0,764,218,175,0,393,393,0,41,227,91,1,0,1,0,0,0,0,1,0,0,1,12,1,3,1,0,0,0,0,2,1,0,1,1,0,1,1,1,5,0,0,0,393
118,GHOSIYAN,539,514,0,1053,304,302,0,606,606,0,7,277,238,17,5,2,1,3,2,3,1,5,1,6,7,3,1,0,0,1,1,0,1,1,2,2,9,3,0,3,1,2,0,0,1,606
119,ATRAULI,456,419,0,875,189,217,0,406,405,0,16,220,117,1,1,1,2,0,0,0,0,1,1,2,10,3,4,5,1,1,1,0,5,0,0,1,1,3,1,0,1,4,2,0,1,406
120,NIMI,496,442,0,938,252,258,0,510,510,0,40,218,191,3,1,2,0,0,0,0,0,0,2,1,11,1,5,1,8,0,1,1,1,7,2,1,1,4,2,0,2,4,0,0,0,510
121,SIRKHIRI,365,355,0,720,242,229,0,471,471,0,29,125,284,0,3,1,7,0,0,0,0,0,0,2,3,0,1,0,2,0,0,2,3,0,0,0,1,2,0,0,0,1,1,1,3,471
122,AGRANWA,588,468,0,1056,282,253,0,535,535,0,48,202,222,3,2,0,1,2,1,1,0,3,2,5,12,4,5,5,1,0,0,3,1,1,0,0,1,2,1,3,1,3,0,0,0,535
