"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAPIL MUNI KARWARIYA","2 - KESHAV PRASAD MAURYA","3 - MOHD. KAIF","4 - DHARAM RAJ SINGH PATEL","5 - GYANENDRA KUMAR SRIVASTAVA GYANI BHAI","6 - GANESHJI TRIPATHI","7 - DAKKHINI PRASAD KUSHWAHA","8 - NATHU RAM BOUDHA","9 - PARVEZ ASHFAQUE SIDDIQUI","10 - SHIMALA SHRI","11 - SURENDRA KUMAR MISHRA","12 - ZIAOUL HAQUE","13 - DR. NEERAJ","14 - MITHILESH KUMAR","15 - MILAN MUKERJEE","16 - None of the Above","Total Votes Secured"
32,"MASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.1",743,600,0,1343,298,241,0,539,539,0,147,278,39,58,1,2,2,0,0,6,1,0,0,1,2,2,539
33,"MAHASAYMASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.1",564,479,0,1043,278,203,0,481,476,0,48,327,32,62,0,0,0,1,0,1,2,1,2,0,0,5,481
34,"MAHASAYMASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.3",896,725,0,1621,347,269,0,616,543,0,120,353,62,63,1,0,1,0,2,3,1,2,2,3,1,2,616
35,"MAHASAY MASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.4",497,355,0,852,168,119,0,287,215,0,34,201,14,34,0,0,1,0,0,3,0,0,0,0,0,0,287
36,"MAHASAY MASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.5",804,589,0,1393,358,258,0,616,615,0,113,317,63,100,1,0,0,0,1,8,1,1,1,1,1,8,616
37,"MAHASAY MASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.6",496,368,0,864,189,162,0,351,351,0,29,225,47,39,0,1,0,0,2,5,0,0,2,0,0,1,351
38,"MAHASAY MASURIYADEEN INTER COLLEGE TELIYARGANJ KAMRA N.7",492,415,0,907,180,184,0,364,364,0,47,252,17,30,0,0,0,0,1,8,0,1,0,1,3,4,364
39,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.1",712,587,0,1299,306,215,0,521,432,0,225,191,46,34,0,1,2,1,2,2,2,4,0,2,2,7,521
40,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.2",230,170,0,400,84,53,0,137,119,0,67,39,21,5,0,0,0,0,1,2,0,1,0,0,1,0,137
41,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.3",645,542,0,1187,315,238,0,553,300,0,45,418,46,24,0,1,0,1,0,13,0,0,0,0,2,3,553
42,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.4",530,408,0,938,231,191,0,422,312,0,33,321,27,30,0,0,0,0,0,5,0,1,0,0,2,3,422
43,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.5",805,621,0,1426,324,243,0,567,550,0,44,407,37,47,0,1,0,1,1,17,1,0,1,0,3,7,567
44,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.6",772,564,0,1336,287,205,0,492,350,0,42,370,30,37,0,0,0,0,1,12,0,0,0,0,0,0,492
45,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.7",716,530,2,1248,242,253,0,495,327,0,86,314,41,32,0,2,1,0,0,11,0,1,0,0,0,7,495
46,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.8",613,442,0,1055,245,186,0,431,260,0,47,255,35,82,1,1,0,0,0,5,0,0,0,0,1,4,431
47,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.9",381,279,0,660,119,91,0,210,183,0,42,115,11,37,1,0,0,0,0,0,0,1,0,0,1,2,210
48,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.10",516,400,0,916,243,175,0,418,337,0,81,231,42,56,0,0,0,0,0,4,0,1,0,1,0,2,418
49,"BRIJBHIHARI SHAYA HIGH SCHOOL SHIVKUTI KAMRA N.11",485,390,0,875,190,157,0,347,325,0,85,196,20,37,0,0,0,0,0,3,0,0,0,0,2,4,347
50,"PYARI NANDAN UMRAW SINGH SMARAK HIGH SCHOOL BADI BAGIYA KAMRA N.1",560,412,0,972,300,234,0,534,334,0,244,200,34,41,0,0,0,0,0,1,5,0,1,3,0,5,534
51,"PYARI NANDAN UMRAW SINGH SMARAK HIGH SCHOOL BADI BAGIYA KAMRA N.2",533,443,0,976,263,172,0,435,335,0,90,240,30,54,1,0,0,1,0,7,0,0,1,1,2,8,435
52,"PYARI NANDAN UMRAW SINGH SMARAK HIGH SCHOOL BADI BAGIYA KAMRA N.3",609,487,0,1096,248,257,0,505,301,0,126,290,36,36,0,0,0,0,0,9,0,0,1,2,1,4,505
53,"PYARI NANDAN UMRAW SINGH SMARAK HIGH SCHOOL BADI BAGIYA KAMRA N.4",678,518,0,1196,263,178,0,441,400,0,87,219,49,59,3,0,0,1,0,5,0,3,4,1,5,5,441
54,"PYARI NANDAN UMHAW SINGH SMARAK HIGH SCHOOL BADI BAGIYA KAMRA N.5",939,725,0,1664,347,295,0,642,536,0,129,349,56,80,2,1,0,1,0,6,2,2,0,2,5,7,642
55,"MOTILAL NEHARU RI. E. KA. PURVI BHAG ROOM NO. 1 TELIYARGANG",821,620,0,1441,348,247,0,595,534,0,150,228,71,89,3,3,2,5,4,11,4,5,5,3,5,7,595
56,"MOTILAL NEHARU RI. E. KA. PURVI BHAG ROOM NO. 1 TELIYARGANG",651,549,1,1201,312,232,0,544,516,0,191,179,109,33,1,0,0,3,2,8,1,2,1,4,3,7,544
57,"MOTILAL NEHARU RI. E. KA. PURVI BHAG ROOM NO. 3 PRATHAM BHAG TELIYARGANG",493,310,1,804,130,94,0,224,213,0,82,69,31,33,0,1,0,1,1,3,0,0,1,0,0,2,224
58,"MOTILAL NEHARU RI. E. KA. PURVI BHAG ROOM NO. 4 TELIYARGANG",600,469,0,1069,261,164,0,425,375,0,35,233,47,94,0,0,0,0,0,11,1,1,0,0,1,2,425
59,"MOTILAL NEHARU RI. E. KA. PURVI BHAG ROOM NO.5 TELIYARGANG",529,345,0,874,131,101,0,232,218,0,15,159,16,38,0,0,0,0,0,2,0,0,0,0,1,1,232
60,"MOTILAL NEHARU RI. E. KA. TELIYARGANJ ROOM NO. 6",536,416,0,952,177,166,0,343,331,0,40,238,18,27,0,1,0,0,0,18,0,0,0,0,0,1,343
61,"MOTILAL NEHARU RI. E. KA. TELIYARGANJ UTTAR KA P. BHAG K.NO. 3 MADYA BHAG ROOM NO. 7",406,338,0,744,150,99,0,249,189,0,14,198,12,16,0,0,0,0,0,7,0,0,0,0,0,2,249
62,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.8",570,443,0,1013,177,138,0,315,267,0,11,261,23,8,0,0,0,0,0,10,0,0,0,0,1,1,315
63,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.9",597,490,0,1087,256,165,0,421,327,0,68,131,107,102,0,0,0,0,2,4,0,2,0,0,2,3,421
64,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.10",693,536,0,1229,297,206,0,503,403,0,37,259,82,110,0,1,0,0,0,7,1,1,0,2,0,3,503
65,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.9 PRATHAM BHAG TELIYARGAJ",577,471,0,1048,231,189,0,420,312,0,63,271,41,34,1,1,0,1,0,3,1,0,0,0,0,4,420
66,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.12 PRATHAM BHAG TELIYARGANJ",811,495,0,1306,180,164,0,344,314,0,17,263,42,10,0,0,0,0,0,11,0,0,0,0,1,0,344
67,"MOTILAL NEHRU R.I.C.TELIYARGAJ KAMRA N.13 PRATHAM BHAG TELIYARGANJ",768,503,0,1271,369,204,0,573,524,0,30,376,54,58,0,0,0,0,0,49,1,0,0,0,0,5,573
68,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 1",876,692,0,1568,383,302,0,685,673,0,145,443,31,49,1,2,0,0,0,12,0,0,0,1,0,1,685
69,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 2",904,731,0,1635,381,308,0,689,600,0,249,356,32,29,2,1,0,0,0,9,0,0,0,1,1,9,689
70,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 3",839,742,0,1581,391,318,0,709,638,0,42,528,32,81,0,0,0,0,0,19,0,0,0,0,0,7,709
71,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 4",656,636,0,1292,290,268,0,558,485,0,45,388,43,36,0,1,0,0,0,36,0,0,0,0,0,9,558
72,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 5",649,574,0,1223,266,232,0,498,325,0,16,383,29,40,2,2,0,0,0,23,0,0,0,0,1,2,498
73,"SENT PEETERS ACADEMY SCHOOL GOVINDPUR ROOM NO. 6",481,395,0,876,185,154,0,339,272,0,31,226,29,33,0,0,1,0,0,11,0,0,1,1,0,6,339
74,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 1",664,478,0,1142,249,173,0,422,413,0,81,279,34,14,0,1,0,0,1,2,0,1,1,0,4,4,422
75,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 2",351,315,0,666,119,116,0,235,125,0,42,141,31,13,0,0,0,0,0,0,0,1,1,1,1,4,235
76,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 3",855,631,0,1486,334,245,0,579,555,0,39,433,38,47,2,0,1,0,0,10,1,1,0,2,2,3,579
77,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 4",473,466,0,939,206,178,0,384,345,0,48,275,24,24,1,0,0,0,0,3,0,1,0,0,1,7,384
78,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 5",1165,857,0,2022,476,367,0,843,843,0,39,654,36,96,0,0,3,0,0,11,1,0,0,1,0,2,843
79,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 6",706,516,0,1222,309,213,0,522,515,0,50,404,25,21,3,1,1,2,1,10,0,1,0,0,1,2,522
80,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 7",759,590,0,1349,317,250,0,567,505,0,11,447,41,49,2,1,0,1,1,10,0,1,0,1,0,2,567
81,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 8",830,714,0,1544,348,286,0,634,442,0,53,466,41,49,0,1,0,1,1,13,0,0,1,1,1,6,634
82,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 1",601,443,0,1044,232,175,0,407,400,0,68,285,26,19,0,0,0,0,0,3,2,0,1,1,0,2,407
83,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 2",632,505,0,1137,225,186,0,411,411,0,55,277,23,41,0,0,0,0,1,6,0,0,0,0,4,4,411
84,"ISHWAR SARAN INTER COLLAGE JUNIAR SECTION CHANDPUR SALORY ROOM NO. 3",544,393,0,937,186,128,0,314,290,0,49,212,12,27,0,0,0,0,1,11,0,0,0,0,1,1,314
85,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 4",679,481,0,1160,274,213,0,487,396,0,35,373,16,35,0,2,0,1,0,17,0,1,1,0,1,5,487
86,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 5",571,376,0,947,154,103,0,257,148,0,25,169,21,30,0,0,2,1,0,4,0,1,0,0,0,4,257
87,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 6",753,575,0,1328,328,265,0,593,450,0,97,386,42,43,1,0,0,0,0,18,1,0,1,1,1,2,593
88,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 7",788,561,0,1349,380,247,0,627,520,0,91,341,22,152,0,0,0,0,2,11,4,0,0,0,1,3,627
89,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 8",520,410,0,930,226,173,0,399,330,0,33,253,17,82,1,0,0,0,0,5,0,0,0,2,1,5,399
90,"ISHWAR SARAN INTER COLLAGE SENIAR SECTION CHANDPUR SALORY ROOM NO. 9",955,687,1,1643,408,210,0,618,318,0,75,365,36,83,5,3,4,7,3,13,3,3,2,4,3,9,618
91,"ISHWAR SARAN DEGREE COLLAGE CHANDPUR SALORY ROOM NO. 1",481,414,0,895,219,196,0,415,410,0,127,220,32,27,0,0,0,0,0,3,0,0,1,1,1,3,415
92,"ISHWAR SARAN DEGREE COLLAGE CHANDPUR SALORY ROOM NO. 2",408,302,0,710,113,108,0,221,205,0,82,98,20,12,0,0,0,0,0,8,0,1,0,0,0,0,221
93,"ISHWAR SARAN DEGREE COLLAGE CHANDPUR SALORY ROOM NO. 3",675,507,0,1182,290,193,0,483,483,0,94,282,61,33,0,0,0,0,0,10,0,0,0,0,0,3,483
94,"ISHWAR SARAN DEGREE COLLAGE CHANDPUR SALORY ROOM NO. 4",529,378,0,907,205,144,0,349,344,0,101,160,57,21,1,0,0,1,0,5,0,0,1,1,1,0,349
95,"I.E.R.T. RURAL TECHNOLOGY ROOM NO. 1",656,530,0,1186,311,254,0,565,418,0,114,116,84,234,1,0,0,0,3,3,0,2,0,1,2,5,565
96,"I.E.R.T. RURAL TECHNOLOGY ROOM NO. 2",876,753,2,1631,332,215,0,547,500,0,72,85,182,174,0,1,0,2,2,4,1,1,0,0,15,8,547
97,"I.E.R.T. RURAL TECHNOLOGY ROOM NO. 3",827,716,0,1543,385,248,0,633,551,0,195,287,59,70,0,0,0,1,1,5,1,0,1,2,2,9,633
98,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.1",899,613,1,1513,382,221,0,603,593,0,138,369,23,54,0,0,0,3,0,10,0,1,0,0,1,4,603
99,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.2",715,563,0,1278,314,234,0,548,461,0,50,392,43,44,0,0,0,0,1,11,0,1,2,0,0,4,548
100,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.3",801,526,0,1327,308,198,0,506,500,0,54,332,29,76,0,0,0,1,0,10,0,0,0,0,0,4,506
101,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.3B",507,359,0,866,179,128,0,307,244,0,25,214,19,32,0,0,0,0,0,14,0,0,0,0,0,3,307
102,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.4",1346,785,0,2131,504,309,0,813,810,0,76,523,42,146,0,0,0,0,0,20,0,0,2,0,1,3,813
103,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.5",744,487,0,1231,349,188,0,537,485,0,115,168,30,202,0,3,0,5,1,5,0,1,1,0,2,4,537
104,"ANEE BESENT SHCOOL ALENGANJ KAMRA N.6",603,453,1,1057,267,174,0,441,373,0,167,169,13,82,0,0,0,3,0,3,0,1,0,1,0,2,441
105,"RAJKEEY ADRSH VIDAYALYA KAMRA N. 1 KA PRATHAM BHAG",589,517,0,1106,288,215,0,503,402,0,105,282,51,37,0,1,0,2,0,10,2,3,1,0,4,5,503
106,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 2",764,596,0,1360,389,281,0,670,582,0,59,381,68,140,0,0,0,0,0,15,0,2,0,0,1,4,670
107,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 3",389,311,0,700,146,118,0,264,254,0,14,180,28,30,0,0,0,3,0,8,0,0,0,0,1,0,264
108,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 4",646,473,0,1119,207,179,0,386,381,0,27,262,58,30,0,0,0,1,0,6,0,0,0,1,1,0,386
109,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 5",568,511,0,1079,250,233,0,483,315,0,11,325,39,69,0,0,0,0,1,21,2,0,0,0,10,5,483
110,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 6",538,391,0,929,191,135,0,326,279,0,34,201,22,54,3,0,0,0,0,9,0,0,0,0,1,2,326
111,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 7",639,437,1,1077,244,176,0,420,310,0,36,258,41,68,0,0,0,0,2,8,0,1,0,0,1,5,420
112,"RAJKEEY ADRSH VIDAYALYA  ALENGANJ KAMRA N. 8",758,718,1,1477,371,400,0,771,698,0,21,630,61,21,0,2,0,0,0,31,0,0,1,0,0,4,771
113,"BHARAT SKAUT AND GUIDE MUMFORDGANJ ROOM NO. 1",653,529,0,1182,218,201,0,419,340,0,14,318,49,19,1,2,0,0,0,12,0,0,1,0,1,2,419
114,"BHARAT SKAUT AND GUIDE MUMFORDGANJ ROOM NO. 2 KA PRATHAM BHAG",464,385,0,849,195,141,0,336,321,0,40,188,66,25,0,0,0,0,0,9,0,1,0,0,2,5,336
115,"BHARAT SKAUT AND GUIDE MUMFORDGANJ ROOM NO. 3",552,430,0,982,217,155,0,372,372,0,53,182,90,25,0,0,0,0,0,12,0,0,0,0,5,5,372
116,"BHARAT SKAUT AND GUIDE MUMFORDGANJ ROOM NO. 4",920,744,0,1664,388,280,0,668,665,0,70,429,59,82,2,7,0,0,0,11,0,1,0,0,2,5,668
117,"BHARAT SKAUT AND GUIDE MUMFORDGANJ ROOM NO. 5",1050,843,1,1894,534,426,0,960,960,0,55,703,97,61,1,3,1,2,1,25,0,1,1,0,2,7,960
118,"BHARAT SKAUT AND GUIDE HIGHER SECONDARY SCHOOL MUMFORDGANJ ROOM NO. 1",854,736,0,1590,343,259,0,602,546,0,30,397,71,63,1,0,0,0,1,21,3,1,0,1,5,8,602
119,"BHARAT SKAUT AND GUIDE HIGHER SECONDARY SCHOOL MUMFORDGANJ ROOM NO. 2",413,333,0,746,135,122,0,257,257,0,10,209,20,11,0,0,0,0,0,3,0,0,0,0,1,3,257
120,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 1",840,705,0,1545,322,264,0,586,475,0,13,393,69,91,2,1,0,0,0,12,2,0,0,0,2,1,586
121,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 2",688,599,0,1287,266,185,0,451,370,0,60,277,48,59,0,0,0,0,0,5,0,0,0,0,0,2,451
122,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 3",748,612,1,1361,321,249,0,570,560,0,42,390,75,42,0,0,0,0,0,9,0,1,0,0,2,9,570
123,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 4",951,747,0,1698,385,296,0,681,600,0,53,469,81,60,0,0,0,0,1,9,0,0,0,0,1,7,681
124,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 5",744,621,0,1365,346,235,0,581,401,0,43,417,75,30,0,0,0,0,1,7,0,0,1,1,0,6,581
125,"RAJKIYA CORPENTRI SCHOOL NEW KATRA ROOM NO. 6",612,600,0,1212,260,247,0,507,320,0,25,405,31,21,0,0,0,0,0,23,0,0,0,0,1,1,507
126,"D.P. GIRLS INTER COLLAGE ENGLISH MEDIUM ROOM NO. 1",560,450,0,1010,255,192,0,447,384,0,24,279,57,70,0,0,0,0,0,6,0,1,0,0,3,7,447
127,"D.P. GIRLS INTER COLLAGE ENGLISH MEDIUM ROOM NO. 2",554,442,1,997,202,167,0,369,340,0,37,250,53,17,0,0,0,0,1,10,0,0,0,0,0,1,369
128,"D.P. GIRLS INTER COLLAGE ENGLISH MEDIUM ROOM NO. 3",721,610,0,1331,311,281,0,592,427,0,53,448,48,25,0,0,0,0,0,11,0,1,0,0,3,3,592
129,"D.P. GIRLS INTER COLLAGE ENGLISH MEDIUM ROOM NO. 4",425,366,0,791,165,120,0,285,150,0,34,189,32,25,0,0,0,0,0,4,0,1,0,0,0,0,285
130,"N.M. PRIMARY SCHOOL MUMFORDGANJ ROOM NO. 1",577,533,0,1110,307,274,0,581,484,0,10,455,56,23,0,7,0,0,0,19,1,0,0,0,1,9,581
131,"N.M. PRIMARY SCHOOL MUMFORDGANJ ROOM NO. 2",452,379,0,831,180,147,0,327,322,0,5,213,47,27,0,11,1,0,1,15,0,0,0,1,0,6,327
132,"N.M. PRIMARY SCHOOL MUMFORDGANJ ROOM NO. 3",829,727,0,1556,382,291,0,673,650,0,71,397,138,43,0,0,1,0,0,17,0,0,2,0,0,4,673
